"ple0098_v5","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2004","16-34 y.","(1c) basic vocational qualification","61","0.0908936680313106","0.0689796750854814","0.11280766097714"
"Yes","2004","16-34 y.","(2b) intermediate general qualification","36","0.0890029715865036","0.0627232624770444","0.115282680695963"
"Yes","2004","16-34 y.","(2a) intermediate vocational","147","0.129188437892867","0.110018604121962","0.148358271663772"
"Yes","2004","16-34 y.","(2c_gen) general maturity certificate","80","0.119229301569948","0.0925793237353443","0.145879279404551"
"Yes","2004","16-34 y.","(2c_voc) vocational maturity certificate","76","0.133677612720481","0.103360033609924","0.163995191831039"
"Yes","2004","16-34 y.","(3a) lower tertiary education","34","0.178972145101615","0.121685216946663","0.236259073256566"
"Yes","2004","16-34 y.","(3b) higher tertiary education","39","0.157602979270713","0.109993058958478","0.205212899582948"
"Yes","2004","35-65 y.","(0) in school","","","",""
"Yes","2004","35-65 y.","(1a) inadequately completed","3","","",""
"Yes","2004","35-65 y.","(1b) general elementary school","22","","",""
"Yes","2004","35-65 y.","(1c) basic vocational qualification","369","0.110662750992069","0.100044199270706","0.121281302713433"
"Yes","2004","35-65 y.","(2b) intermediate general qualification","10","","",""
"Yes","2004","35-65 y.","(2a) intermediate vocational","407","0.14581117104942","0.132942115877627","0.158680226221214"
"Yes","2004","35-65 y.","(2c_gen) general maturity certificate","22","","",""
"Yes","2004","35-65 y.","(2c_voc) vocational maturity certificate","131","0.159183130740198","0.132291786030078","0.186074475450317"
"Yes","2004","35-65 y.","(3a) lower tertiary education","169","0.207276042705539","0.180659920310384","0.233892165100693"
"Yes","2004","35-65 y.","(3b) higher tertiary education","223","0.207859939875396","0.182797708048955","0.232922171701838"
"Yes","2004","66 and older","(0) in school","","","",""
"Yes","2004","66 and older","(1a) inadequately completed","1","","",""
"Yes","2004","66 and older","(1b) general elementary school","24","","",""
"Yes","2004","66 and older","(1c) basic vocational qualification","105","0.0582761378324892","0.0470606478367495","0.0694916278282288"
"Yes","2004","66 and older","(2b) intermediate general qualification","7","","",""
"Yes","2004","66 and older","(2a) intermediate vocational","76","0.210168386773834","0.168139736641602","0.252197036906066"
"Yes","2004","66 and older","(2c_gen) general maturity certificate","3","","",""
"Yes","2004","66 and older","(2c_voc) vocational maturity certificate","20","","",""
"Yes","2004","66 and older","(3a) lower tertiary education","46","0.21274482399602","0.160968676373937","0.264520971618103"
"Yes","2004","66 and older","(3b) higher tertiary education","54","0.222213480143461","0.164159715967029","0.280267244319893"
"No","2004","16-34 y.","(0) in school","451","0.916776063605423","0.892491759864932","0.941060367345914"
"No","2004","16-34 y.","(1a) inadequately completed","38","0.95967030753773","0.898703763192682","1.02063685188278"
"No","2004","16-34 y.","(1b) general elementary school","431","0.954983428889933","0.935805175856325","0.974161681923541"
"No","2004","16-34 y.","(1c) basic vocational qualification","600","0.909106331968689","0.88719233902286","0.931020324914519"
"No","2004","16-34 y.","(2b) intermediate general qualification","415","0.910997028413496","0.884717319304037","0.937276737522956"
"No","2004","16-34 y.","(2a) intermediate vocational","1029","0.870811562107133","0.851641728336228","0.889981395878038"
"No","2004","16-34 y.","(2c_gen) general maturity certificate","488","0.880770698430052","0.854120720595449","0.907420676264656"
"No","2004","16-34 y.","(2c_voc) vocational maturity certificate","408","0.866322387279519","0.836004808168961","0.896639966390076"
"No","2004","16-34 y.","(3a) lower tertiary education","138","0.821027854898385","0.763740926743434","0.878314783053337"
"No","2004","16-34 y.","(3b) higher tertiary education","186","0.842397020729287","0.794787100417052","0.890006941041522"
"No","2004","35-65 y.","(0) in school","","","",""
"No","2004","35-65 y.","(1a) inadequately completed","149","0.985013301084782","0.965698050992093","1.00432855117747"
"No","2004","35-65 y.","(1b) general elementary school","783","0.968001628673905","0.95584390882236","0.980159348525449"
"No","2004","35-65 y.","(1c) basic vocational qualification","2984","0.889337249007931","0.878718697286567","0.899955800729294"
"No","2004","35-65 y.","(2b) intermediate general qualification","79","0.929351757441692","0.876117177517273","0.982586337366112"
"No","2004","35-65 y.","(2a) intermediate vocational","2482","0.85418882895058","0.841319773778786","0.867057884122373"
"No","2004","35-65 y.","(2c_gen) general maturity certificate","90","0.857928090786793","0.793270631945189","0.922585549628397"
"No","2004","35-65 y.","(2c_voc) vocational maturity certificate","580","0.840816869259802","0.813925524549683","0.867708213969922"
"No","2004","35-65 y.","(3a) lower tertiary education","722","0.792723957294461","0.766107834899307","0.819340079689616"
"No","2004","35-65 y.","(3b) higher tertiary education","784","0.792140060124604","0.767077828298162","0.817202291951045"
"No","2004","66 and older","(0) in school","","","",""
"No","2004","66 and older","(1a) inadequately completed","65","0.969928525965352","0.928726046864969","1.01113100506574"
"No","2004","66 and older","(1b) general elementary school","698","0.967197642399959","0.954205234817966","0.980190049981952"
"No","2004","66 and older","(1c) basic vocational qualification","1571","0.941723862167511","0.930508372171771","0.952939352163251"
"No","2004","66 and older","(2b) intermediate general qualification","26","","",""
"No","2004","66 and older","(2a) intermediate vocational","285","0.789831613226166","0.747802963093934","0.831860263358398"
"No","2004","66 and older","(2c_gen) general maturity certificate","9","","",""
"No","2004","66 and older","(2c_voc) vocational maturity certificate","97","0.839686709662456","0.773205553475434","0.906167865849479"
"No","2004","66 and older","(3a) lower tertiary education","194","0.78725517600398","0.735479028381897","0.839031323626062"
"No","2004","66 and older","(3b) higher tertiary education","143","0.777786519856539","0.719732755680107","0.835840284032971"
"Yes","2005","16-34 y.","(0) in school","38","0.0828792898035202","0.058951682980616","0.106806896626424"
"Yes","2005","16-34 y.","(1a) inadequately completed","3","","",""
"Yes","2005","16-34 y.","(1b) general elementary school","14","","",""
"Yes","2005","16-34 y.","(1c) basic vocational qualification","72","0.138706776775891","0.110649974689684","0.166763578862099"
"Yes","2005","16-34 y.","(2b) intermediate general qualification","24","","",""
"Yes","2005","16-34 y.","(2a) intermediate vocational","170","0.160515637803686","0.138500194018772","0.182531081588601"
"Yes","2005","16-34 y.","(2c_gen) general maturity certificate","71","0.118810196279946","0.0915196141622787","0.146100778397613"
"Yes","2005","16-34 y.","(2c_voc) vocational maturity certificate","90","0.189582732572871","0.15380182429924","0.225363640846502"
"Yes","2005","16-34 y.","(3a) lower tertiary education","39","0.244044176850666","0.178106032355051","0.309982321346282"
"Yes","2005","16-34 y.","(3b) higher tertiary education","40","0.194925688003998","0.143278534092546","0.24657284191545"
"Yes","2005","35-65 y.","(0) in school","","","",""
"Yes","2005","35-65 y.","(1a) inadequately completed","3","","",""
"Yes","2005","35-65 y.","(1b) general elementary school","29","","",""
"Yes","2005","35-65 y.","(1c) basic vocational qualification","363","0.119560395208924","0.108124456885245","0.130996333532602"
"Yes","2005","35-65 y.","(2b) intermediate general qualification","10","","",""
"Yes","2005","35-65 y.","(2a) intermediate vocational","436","0.158722214644286","0.145162999328629","0.172281429959943"
"Yes","2005","35-65 y.","(2c_gen) general maturity certificate","21","","",""
"Yes","2005","35-65 y.","(2c_voc) vocational maturity certificate","135","0.161124572007331","0.133732513610308","0.188516630404353"
"Yes","2005","35-65 y.","(3a) lower tertiary education","155","0.188722268654476","0.162509821940631","0.21493471536832"
"Yes","2005","35-65 y.","(3b) higher tertiary education","222","0.214164042075328","0.188158951486516","0.240169132664141"
"Yes","2005","66 and older","(0) in school","","","",""
"Yes","2005","66 and older","(1a) inadequately completed","1","","",""
"Yes","2005","66 and older","(1b) general elementary school","23","","",""
"Yes","2005","66 and older","(1c) basic vocational qualification","117","0.0753463638150743","0.0626718507750281","0.0880208768551205"
"Yes","2005","66 and older","(2b) intermediate general qualification","4","","",""
"Yes","2005","66 and older","(2a) intermediate vocational","88","0.247404378592953","0.202133396924895","0.292675360261011"
"Yes","2005","66 and older","(2c_gen) general maturity certificate","4","","",""
"Yes","2005","66 and older","(2c_voc) vocational maturity certificate","26","","",""
"Yes","2005","66 and older","(3a) lower tertiary education","44","0.150309860116901","0.106098359601986","0.194521360631816"
"Yes","2005","66 and older","(3b) higher tertiary education","58","0.243938180666682","0.186264610943979","0.301611750389385"
"No","2005","16-34 y.","(0) in school","472","0.91712071019648","0.893193103373575","0.941048317019384"
"No","2005","16-34 y.","(1a) inadequately completed","32","0.897210782403549","0.796602185786677","0.997819379020421"
"No","2005","16-34 y.","(1b) general elementary school","396","0.956992927249828","0.937355686321454","0.976630168178203"
"No","2005","16-34 y.","(1c) basic vocational qualification","511","0.861293223224109","0.833236421137901","0.889350025310316"
"No","2005","16-34 y.","(2b) intermediate general qualification","397","0.942460204326507","0.92021570110223","0.964704707550784"
"No","2005","16-34 y.","(2a) intermediate vocational","898","0.839484362196314","0.817468918411399","0.861499805981228"
"No","2005","16-34 y.","(2c_gen) general maturity certificate","469","0.881189803720054","0.853899221602387","0.908480385837721"
"No","2005","16-34 y.","(2c_voc) vocational maturity certificate","371","0.810417267427129","0.774636359153498","0.846198175700761"
"No","2005","16-34 y.","(3a) lower tertiary education","124","0.755955823149334","0.690017678653718","0.821893967644949"
"No","2005","16-34 y.","(3b) higher tertiary education","186","0.805074311996002","0.75342715808455","0.856721465907454"
"No","2005","35-65 y.","(0) in school","","","",""
"No","2005","35-65 y.","(1a) inadequately completed","137","0.986824000897071","0.967935577757689","1.00571242403645"
"No","2005","35-65 y.","(1b) general elementary school","688","0.950445566111166","0.93456034013644","0.966330792085892"
"No","2005","35-65 y.","(1c) basic vocational qualification","2729","0.880439604791076","0.869003666467397","0.891875543114755"
"No","2005","35-65 y.","(2b) intermediate general qualification","80","0.907315772343261","0.847404439116461","0.967227105570061"
"No","2005","35-65 y.","(2a) intermediate vocational","2354","0.841277785355714","0.827718570040057","0.854837000671371"
"No","2005","35-65 y.","(2c_gen) general maturity certificate","86","0.86640184214377","0.801938009791421","0.930865674496119"
"No","2005","35-65 y.","(2c_voc) vocational maturity certificate","557","0.83887542799267","0.811483369595647","0.866267486389693"
"No","2005","35-65 y.","(3a) lower tertiary education","701","0.811277731345524","0.78506528463168","0.837490178059369"
"No","2005","35-65 y.","(3b) higher tertiary education","734","0.785835957924672","0.759830867335859","0.811841048513484"
"No","2005","66 and older","(0) in school","","","",""
"No","2005","66 and older","(1a) inadequately completed","63","0.969805494889261","0.927881333686759","1.01172965609176"
"No","2005","66 and older","(1b) general elementary school","673","0.964217320488144","0.950417692943563","0.978016948032726"
"No","2005","66 and older","(1c) basic vocational qualification","1549","0.924653636184926","0.91197912314488","0.937328149224972"
"No","2005","66 and older","(2b) intermediate general qualification","28","","",""
"No","2005","66 and older","(2a) intermediate vocational","261","0.752595621407047","0.707324639738989","0.797866603075105"
"No","2005","66 and older","(2c_gen) general maturity certificate","9","","",""
"No","2005","66 and older","(2c_voc) vocational maturity certificate","97","0.795696550787458","0.724442899761113","0.866950201813803"
"No","2005","66 and older","(3a) lower tertiary education","207","0.849690139883099","0.805478639368184","0.893901640398014"
"No","2005","66 and older","(3b) higher tertiary education","155","0.756061819333318","0.698388249610615","0.813735389056021"
"Yes","2006","16-34 y.","(0) in school","23","","",""
"Yes","2006","16-34 y.","(1a) inadequately completed","2","","",""
"Yes","2006","16-34 y.","(1b) general elementary school","13","","",""
"Yes","2006","16-34 y.","(1c) basic vocational qualification","62","0.0994458358774399","0.0751954653548232","0.123696206400057"
"Yes","2006","16-34 y.","(2b) intermediate general qualification","30","0.0714292802026469","0.0463779550639051","0.0964806053413886"
"Yes","2006","16-34 y.","(2a) intermediate vocational","173","0.181663432814529","0.158463317883278","0.20486354774578"
"Yes","2006","16-34 y.","(2c_gen) general maturity certificate","79","0.13535986700234","0.106820705669834","0.163899028334847"
"Yes","2006","16-34 y.","(2c_voc) vocational maturity certificate","113","0.240404740672355","0.20205596191879","0.278753519425919"
"Yes","2006","16-34 y.","(3a) lower tertiary education","44","0.263152235237308","0.197344600077185","0.328959870397432"
"Yes","2006","16-34 y.","(3b) higher tertiary education","59","0.253534314678669","0.201643617378299","0.30542501197904"
"Yes","2006","35-65 y.","(0) in school","","","",""
"Yes","2006","35-65 y.","(1a) inadequately completed","4","","",""
"Yes","2006","35-65 y.","(1b) general elementary school","31","0.0404901510434954","0.0262791297979749","0.0547011722890158"
"Yes","2006","35-65 y.","(1c) basic vocational qualification","487","0.138010573719365","0.126108488393521","0.149912659045209"
"Yes","2006","35-65 y.","(2b) intermediate general qualification","19","","",""
"Yes","2006","35-65 y.","(2a) intermediate vocational","572","0.182159904010699","0.168473067567751","0.195846740453647"
"Yes","2006","35-65 y.","(2c_gen) general maturity certificate","25","","",""
"Yes","2006","35-65 y.","(2c_voc) vocational maturity certificate","175","0.206930300583059","0.178390868045272","0.235469733120847"
"Yes","2006","35-65 y.","(3a) lower tertiary education","203","0.233393781183172","0.20582010412874","0.260967458237604"
"Yes","2006","35-65 y.","(3b) higher tertiary education","262","0.230720992141588","0.205091800393327","0.256350183889848"
"Yes","2006","66 and older","(0) in school","","","",""
"Yes","2006","66 and older","(1a) inadequately completed","3","","",""
"Yes","2006","66 and older","(1b) general elementary school","27","","",""
"Yes","2006","66 and older","(1c) basic vocational qualification","149","0.0724678087073054","0.0609369795254302","0.0839986378891806"
"Yes","2006","66 and older","(2b) intermediate general qualification","6","","",""
"Yes","2006","66 and older","(2a) intermediate vocational","109","0.241419699564944","0.201018283377441","0.281821115752446"
"Yes","2006","66 and older","(2c_gen) general maturity certificate","6","","",""
"Yes","2006","66 and older","(2c_voc) vocational maturity certificate","30","0.178430474590361","0.115233656743613","0.24162729243711"
"Yes","2006","66 and older","(3a) lower tertiary education","69","0.234824272196673","0.187016698335952","0.282631846057393"
"Yes","2006","66 and older","(3b) higher tertiary education","68","0.247388485794772","0.194007523240561","0.300769448348982"
"No","2006","16-34 y.","(0) in school","259","0.877336009190459","0.839047799536675","0.915624218844243"
"No","2006","16-34 y.","(1a) inadequately completed","31","0.867069128904347","0.751236501254953","0.98290175655374"
"No","2006","16-34 y.","(1b) general elementary school","371","0.969171852035733","0.951883380773083","0.986460323298382"
"No","2006","16-34 y.","(1c) basic vocational qualification","523","0.90055416412256","0.876303793599943","0.924804534645177"
"No","2006","16-34 y.","(2b) intermediate general qualification","376","0.928570719797353","0.903519394658611","0.953622044936095"
"No","2006","16-34 y.","(2a) intermediate vocational","888","0.818336567185471","0.79513645225422","0.841536682116722"
"No","2006","16-34 y.","(2c_gen) general maturity certificate","473","0.86464013299766","0.836100971665153","0.893179294330166"
"No","2006","16-34 y.","(2c_voc) vocational maturity certificate","364","0.759595259327645","0.72124648057408","0.79794403808121"
"No","2006","16-34 y.","(3a) lower tertiary education","128","0.736847764762692","0.671040129602568","0.802655399922816"
"No","2006","16-34 y.","(3b) higher tertiary education","211","0.746465685321331","0.69457498802096","0.798356382621701"
"No","2006","35-65 y.","(0) in school","7","","",""
"No","2006","35-65 y.","(1a) inadequately completed","123","0.973301164079929","0.9452651664161","1.00133716174376"
"No","2006","35-65 y.","(1b) general elementary school","708","0.959509848956505","0.945298827710984","0.973720870202025"
"No","2006","35-65 y.","(1c) basic vocational qualification","2739","0.861989426280635","0.850087340954791","0.873891511606479"
"No","2006","35-65 y.","(2b) intermediate general qualification","83","0.822576916556487","0.74843883812647","0.896714994986503"
"No","2006","35-65 y.","(2a) intermediate vocational","2483","0.817840095989301","0.804153259546353","0.831526932432249"
"No","2006","35-65 y.","(2c_gen) general maturity certificate","86","0.871770756264156","0.809572058756883","0.933969453771428"
"No","2006","35-65 y.","(2c_voc) vocational maturity certificate","599","0.793069699416941","0.764530266879153","0.821609131954728"
"No","2006","35-65 y.","(3a) lower tertiary education","701","0.766606218816828","0.739032541762396","0.79417989587126"
"No","2006","35-65 y.","(3b) higher tertiary education","776","0.769279007858412","0.743649816110152","0.794908199606673"
"No","2006","66 and older","(0) in school","7","","",""
"No","2006","66 and older","(1a) inadequately completed","72","0.95948841859539","0.914868689815024","1.00410814737576"
"No","2006","66 and older","(1b) general elementary school","756","0.96230248402254","0.948961760604732","0.975643207440348"
"No","2006","66 and older","(1c) basic vocational qualification","1793","0.927532191292694","0.916001362110819","0.93906302047457"
"No","2006","66 and older","(2b) intermediate general qualification","27","","",""
"No","2006","66 and older","(2a) intermediate vocational","322","0.758580300435056","0.718178884247554","0.798981716622559"
"No","2006","66 and older","(2c_gen) general maturity certificate","14","","",""
"No","2006","66 and older","(2c_voc) vocational maturity certificate","111","0.821569525409639","0.75837270756289","0.884766343256387"
"No","2006","66 and older","(3a) lower tertiary education","233","0.765175727803328","0.717368153942607","0.812983301664048"
"No","2006","66 and older","(3b) higher tertiary education","183","0.752611514205228","0.699230551651018","0.805992476759439"
"Yes","2007","16-34 y.","(0) in school","21","","",""
"Yes","2007","16-34 y.","(1a) inadequately completed","2","","",""
"Yes","2007","16-34 y.","(1b) general elementary school","17","","",""
"Yes","2007","16-34 y.","(1c) basic vocational qualification","53","0.109188503359613","0.0814323943183282","0.136944612400899"
"Yes","2007","16-34 y.","(2b) intermediate general qualification","29","","",""
"Yes","2007","16-34 y.","(2a) intermediate vocational","167","0.196120182283919","0.170750794547781","0.221489570020057"
"Yes","2007","16-34 y.","(2c_gen) general maturity certificate","73","0.12731221177973","0.0988540224485471","0.155770401110913"
"Yes","2007","16-34 y.","(2c_voc) vocational maturity certificate","114","0.278929800478718","0.236977859147139","0.320881741810298"
"Yes","2007","16-34 y.","(3a) lower tertiary education","45","0.293947005165824","0.223794408091724","0.364099602239924"
"Yes","2007","16-34 y.","(3b) higher tertiary education","54","0.214725977156524","0.164424467683189","0.265027486629859"
"Yes","2007","35-65 y.","(0) in school","","","",""
"Yes","2007","35-65 y.","(1a) inadequately completed","4","","",""
"Yes","2007","35-65 y.","(1b) general elementary school","25","","",""
"Yes","2007","35-65 y.","(1c) basic vocational qualification","480","0.156551478101938","0.143277987840116","0.16982496836376"
"Yes","2007","35-65 y.","(2b) intermediate general qualification","15","","",""
"Yes","2007","35-65 y.","(2a) intermediate vocational","580","0.200913125542235","0.186412283792204","0.215413967292266"
"Yes","2007","35-65 y.","(2c_gen) general maturity certificate","23","","",""
"Yes","2007","35-65 y.","(2c_voc) vocational maturity certificate","178","0.229365698442242","0.198950653401428","0.259780743483057"
"Yes","2007","35-65 y.","(3a) lower tertiary education","207","0.273905602077907","0.243711433035912","0.304099771119902"
"Yes","2007","35-65 y.","(3b) higher tertiary education","272","0.247585863913263","0.220848262316768","0.274323465509757"
"Yes","2007","66 and older","(0) in school","","","",""
"Yes","2007","66 and older","(1a) inadequately completed","3","","",""
"Yes","2007","66 and older","(1b) general elementary school","30","0.0384388336385597","0.0243370988202058","0.0525405684569137"
"Yes","2007","66 and older","(1c) basic vocational qualification","165","0.0877863298542822","0.0750250613546252","0.100547598353939"
"Yes","2007","66 and older","(2b) intermediate general qualification","9","","",""
"Yes","2007","66 and older","(2a) intermediate vocational","124","0.251053846181394","0.210810934209273","0.291296758153516"
"Yes","2007","66 and older","(2c_gen) general maturity certificate","7","","",""
"Yes","2007","66 and older","(2c_voc) vocational maturity certificate","34","0.211196427410764","0.144064110358073","0.278328744463455"
"Yes","2007","66 and older","(3a) lower tertiary education","73","0.229152218965468","0.182214813508457","0.276089624422479"
"Yes","2007","66 and older","(3b) higher tertiary education","85","0.274302625249926","0.220278194008901","0.328327056490951"
"No","2007","16-34 y.","(0) in school","240","0.924547331184956","0.892504586095621","0.956590076274292"
"No","2007","16-34 y.","(1a) inadequately completed","30","0.917284603346366","0.82184726205805","1.01272194463468"
"No","2007","16-34 y.","(1b) general elementary school","307","0.945997312409131","0.92138637112447","0.970608253693792"
"No","2007","16-34 y.","(1c) basic vocational qualification","432","0.890811496640387","0.863055387599101","0.918567605681672"
"No","2007","16-34 y.","(2b) intermediate general qualification","322","0.937626807154257","0.912327505783286","0.962926108525228"
"No","2007","16-34 y.","(2a) intermediate vocational","774","0.803879817716081","0.778510429979943","0.829249205452219"
"No","2007","16-34 y.","(2c_gen) general maturity certificate","454","0.87268778822027","0.844229598889087","0.901145977551453"
"No","2007","16-34 y.","(2c_voc) vocational maturity certificate","325","0.721070199521282","0.679118258189702","0.763022140852861"
"No","2007","16-34 y.","(3a) lower tertiary education","117","0.706052994834175","0.635900397760076","0.776205591908275"
"No","2007","16-34 y.","(3b) higher tertiary education","202","0.785274022843476","0.734972513370141","0.835575532316812"
"No","2007","35-65 y.","(0) in school","","","",""
"No","2007","35-65 y.","(1a) inadequately completed","106","0.98118014925249","0.955785968151002","1.00657433035398"
"No","2007","35-65 y.","(1b) general elementary school","620","0.957280987218344","0.941674737413055","0.972887237023633"
"No","2007","35-65 y.","(1c) basic vocational qualification","2399","0.843448521898062","0.83017503163624","0.856722012159884"
"No","2007","35-65 y.","(2b) intermediate general qualification","75","0.847218701066731","0.772889459379453","0.921547942754009"
"No","2007","35-65 y.","(2a) intermediate vocational","2353","0.799086874457765","0.784586032707734","0.813587716207796"
"No","2007","35-65 y.","(2c_gen) general maturity certificate","83","0.865545370810627","0.800603027225051","0.930487714396202"
"No","2007","35-65 y.","(2c_voc) vocational maturity certificate","556","0.770634301557757","0.740219256516943","0.801049346598572"
"No","2007","35-65 y.","(3a) lower tertiary education","631","0.726094397922093","0.695900228880097","0.756288566964088"
"No","2007","35-65 y.","(3b) higher tertiary education","729","0.752414136086737","0.725676534490243","0.779151737683232"
"No","2007","66 and older","(0) in school","","","",""
"No","2007","66 and older","(1a) inadequately completed","64","0.980115699933049","0.946688152263414","1.01354324760268"
"No","2007","66 and older","(1b) general elementary school","684","0.96156116636144","0.947459431543086","0.975662901179794"
"No","2007","66 and older","(1c) basic vocational qualification","1724","0.912213670145718","0.899452401646061","0.924974938645375"
"No","2007","66 and older","(2b) intermediate general qualification","24","","",""
"No","2007","66 and older","(2a) intermediate vocational","322","0.748946153818606","0.708703241846484","0.789189065790727"
"No","2007","66 and older","(2c_gen) general maturity certificate","10","","",""
"No","2007","66 and older","(2c_voc) vocational maturity certificate","108","0.788803572589236","0.721671255536545","0.855935889641927"
"No","2007","66 and older","(3a) lower tertiary education","235","0.770847781034532","0.723910375577521","0.817785186491543"
"No","2007","66 and older","(3b) higher tertiary education","177","0.725697374750074","0.671672943509049","0.779721805991099"
"Yes","2008","16-34 y.","(0) in school","28","","",""
"Yes","2008","16-34 y.","(1a) inadequately completed","3","","",""
"Yes","2008","16-34 y.","(1b) general elementary school","15","","",""
"Yes","2008","16-34 y.","(1c) basic vocational qualification","60","0.15355848760763","0.119242179929461","0.187874795285798"
"Yes","2008","16-34 y.","(2b) intermediate general qualification","32","0.0702975668269439","0.0425888544172001","0.0980062792366877"
"Yes","2008","16-34 y.","(2a) intermediate vocational","174","0.216621736327013","0.189373549530071","0.243869923123954"
"Yes","2008","16-34 y.","(2c_gen) general maturity certificate","68","0.152189539508258","0.120188270761936","0.184190808254579"
"Yes","2008","16-34 y.","(2c_voc) vocational maturity certificate","122","0.305099469989091","0.259518128189001","0.350680811789182"
"Yes","2008","16-34 y.","(3a) lower tertiary education","45","0.253384028842152","0.186198860523809","0.320569197160494"
"Yes","2008","16-34 y.","(3b) higher tertiary education","63","0.267564113751271","0.212244482427411","0.322883745075131"
"Yes","2008","35-65 y.","(0) in school","","","",""
"Yes","2008","35-65 y.","(1a) inadequately completed","5","","",""
"Yes","2008","35-65 y.","(1b) general elementary school","39","0.0689963327466112","0.0484231012245312","0.0895695642686913"
"Yes","2008","35-65 y.","(1c) basic vocational qualification","500","0.17889508123639","0.164313784153357","0.193476378319424"
"Yes","2008","35-65 y.","(2b) intermediate general qualification","19","","",""
"Yes","2008","35-65 y.","(2a) intermediate vocational","628","0.224788126215251","0.209331634794298","0.240244617636204"
"Yes","2008","35-65 y.","(2c_gen) general maturity certificate","24","","",""
"Yes","2008","35-65 y.","(2c_voc) vocational maturity certificate","184","0.250141892642487","0.218329901296261","0.281953883988713"
"Yes","2008","35-65 y.","(3a) lower tertiary education","226","0.325759324194264","0.293202093306601","0.358316555081927"
"Yes","2008","35-65 y.","(3b) higher tertiary education","293","0.318199588190993","0.288518422108352","0.347880754273634"
"Yes","2008","66 and older","(0) in school","","","",""
"Yes","2008","66 and older","(1a) inadequately completed","4","","",""
"Yes","2008","66 and older","(1b) general elementary school","35","0.0563248183003415","0.0389710253918118","0.0736786112088711"
"Yes","2008","66 and older","(1c) basic vocational qualification","208","0.116436138702537","0.101879150080158","0.130993127324917"
"Yes","2008","66 and older","(2b) intermediate general qualification","13","","",""
"Yes","2008","66 and older","(2a) intermediate vocational","143","0.302924926076807","0.260561979931627","0.345287872221986"
"Yes","2008","66 and older","(2c_gen) general maturity certificate","7","","",""
"Yes","2008","66 and older","(2c_voc) vocational maturity certificate","36","0.255598718910229","0.181466813512805","0.329730624307654"
"Yes","2008","66 and older","(3a) lower tertiary education","91","0.292403033957679","0.24287404026921","0.341932027646148"
"Yes","2008","66 and older","(3b) higher tertiary education","88","0.294674332198827","0.240693595413089","0.348655068984566"
"No","2008","16-34 y.","(0) in school","253","0.895249763293195","0.859444691818604","0.931054834767786"
"No","2008","16-34 y.","(1a) inadequately completed","27","","",""
"No","2008","16-34 y.","(1b) general elementary school","277","0.935609576756801","0.907457227970654","0.963761925542947"
"No","2008","16-34 y.","(1c) basic vocational qualification","364","0.84644151239237","0.812125204714202","0.880757820070539"
"No","2008","16-34 y.","(2b) intermediate general qualification","295","0.929702433173056","0.901993720763312","0.9574111455828"
"No","2008","16-34 y.","(2a) intermediate vocational","704","0.783378263672987","0.756130076876046","0.810626450469929"
"No","2008","16-34 y.","(2c_gen) general maturity certificate","416","0.847810460491742","0.815809191745421","0.879811729238064"
"No","2008","16-34 y.","(2c_voc) vocational maturity certificate","270","0.694900530010909","0.649319188210818","0.740481871810999"
"No","2008","16-34 y.","(3a) lower tertiary education","116","0.746615971157849","0.679430802839506","0.813801139476191"
"No","2008","16-34 y.","(3b) higher tertiary education","183","0.732435886248729","0.677116254924869","0.787755517572589"
"No","2008","35-65 y.","(0) in school","","","",""
"No","2008","35-65 y.","(1a) inadequately completed","91","0.914678245442816","0.858795653881679","0.970560837003952"
"No","2008","35-65 y.","(1b) general elementary school","544","0.931003667253389","0.910430435731309","0.951576898775469"
"No","2008","35-65 y.","(1c) basic vocational qualification","2154","0.821104918763609","0.806523621680576","0.835686215846643"
"No","2008","35-65 y.","(2b) intermediate general qualification","68","0.752721081939617","0.662064560564144","0.843377603315091"
"No","2008","35-65 y.","(2a) intermediate vocational","2174","0.775211873784749","0.759755382363796","0.790668365205703"
"No","2008","35-65 y.","(2c_gen) general maturity certificate","72","0.790423350228877","0.709006592763497","0.871840107694257"
"No","2008","35-65 y.","(2c_voc) vocational maturity certificate","528","0.749858107357513","0.718046116011287","0.781670098703739"
"No","2008","35-65 y.","(3a) lower tertiary education","570","0.674240675805736","0.641683444918073","0.706797906693399"
"No","2008","35-65 y.","(3b) higher tertiary education","653","0.681800411809007","0.652119245726366","0.711481577891648"
"No","2008","66 and older","(0) in school","","","",""
"No","2008","66 and older","(1a) inadequately completed","52","0.966648823847482","0.919622176478853","1.01367547121611"
"No","2008","66 and older","(1b) general elementary school","643","0.943675181699658","0.926321388791129","0.961028974608188"
"No","2008","66 and older","(1c) basic vocational qualification","1657","0.883563861297463","0.869006872675083","0.898120849919842"
"No","2008","66 and older","(2b) intermediate general qualification","21","","",""
"No","2008","66 and older","(2a) intermediate vocational","309","0.697075073923193","0.654712127778014","0.739438020068373"
"No","2008","66 and older","(2c_gen) general maturity certificate","11","","",""
"No","2008","66 and older","(2c_voc) vocational maturity certificate","97","0.744401281089771","0.670269375692346","0.818533186487195"
"No","2008","66 and older","(3a) lower tertiary education","233","0.707596966042321","0.658067972353852","0.757125959730789"
"No","2008","66 and older","(3b) higher tertiary education","186","0.705325667801173","0.651344931015434","0.759306404586911"
"Yes","2009","16-34 y.","(0) in school","","","",""
"Yes","2009","16-34 y.","(1a) inadequately completed","","","",""
