"ple0098_v5","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2006","Not Employed","(2c_voc) vocational maturity certificate","71","0.183776006136143","0.142728750966147","0.224823261306138"
"Yes","2006","Not Employed","(3a) lower tertiary education","83","0.193690759671636","0.156424870564704","0.230956648778567"
"Yes","2006","Not Employed","(3b) higher tertiary education","96","0.187458635538595","0.149164073368747","0.225753197708443"
"Yes","2006","Employed","(0) in school","4","","",""
"Yes","2006","Employed","(1a) inadequately completed","4","","",""
"Yes","2006","Employed","(1b) general elementary school","35","0.0467218076849544","0.0306210701304509","0.062822545239458"
"Yes","2006","Employed","(1c) basic vocational qualification","438","0.142059648547106","0.129128622380562","0.15499067471365"
"Yes","2006","Employed","(2b) intermediate general qualification","39","0.0922150527633798","0.0619036198747768","0.122526485651983"
"Yes","2006","Employed","(2a) intermediate vocational","635","0.195187400332557","0.181771970638203","0.208602830026912"
"Yes","2006","Employed","(2c_gen) general maturity certificate","63","0.156071340191057","0.119240797101384","0.19290188328073"
"Yes","2006","Employed","(2c_voc) vocational maturity certificate","247","0.225213429571639","0.199947130892842","0.250479728250437"
"Yes","2006","Employed","(3a) lower tertiary education","233","0.261628508288106","0.233620481346417","0.289636535229796"
"Yes","2006","Employed","(3b) higher tertiary education","293","0.259235828517198","0.234018063537293","0.284453593497104"
"No","2006","Not Employed","(0) in school","221","0.913243329034581","0.877632083493059","0.948854574576102"
"No","2006","Not Employed","(1a) inadequately completed","153","0.960015941386682","0.929466574966313","0.990565307807052"
"No","2006","Not Employed","(1b) general elementary school","1210","0.967778958425748","0.957973973164245","0.977583943687251"
"No","2006","Not Employed","(1c) basic vocational qualification","2693","0.918945135651946","0.909101609469617","0.928788661834275"
"No","2006","Not Employed","(2b) intermediate general qualification","175","0.893333631546096","0.849556025951629","0.937111237140563"
"No","2006","Not Employed","(2a) intermediate vocational","975","0.826533857887042","0.805056363616291","0.848011352157792"
"No","2006","Not Employed","(2c_gen) general maturity certificate","263","0.8861384981896","0.850778966831025","0.921498029548176"
"No","2006","Not Employed","(2c_voc) vocational maturity certificate","271","0.816223993863857","0.775176738693862","0.857271249033853"
"No","2006","Not Employed","(3a) lower tertiary education","349","0.806309240328364","0.769043351221433","0.843575129435296"
"No","2006","Not Employed","(3b) higher tertiary education","303","0.812541364461405","0.774246802291557","0.850835926631253"
"No","2006","Employed","(0) in school","52","0.767805660341904","0.657218286081158","0.87839303460265"
"No","2006","Employed","(1a) inadequately completed","73","0.940909547455142","0.888242942405357","0.993576152504927"
"No","2006","Employed","(1b) general elementary school","625","0.953278192315046","0.937177454760542","0.969378929869549"
"No","2006","Employed","(1c) basic vocational qualification","2362","0.857940351452893","0.845009325286349","0.870871377619438"
"No","2006","Employed","(2b) intermediate general qualification","311","0.90778494723662","0.877473514348017","0.938096380125223"
"No","2006","Employed","(2a) intermediate vocational","2718","0.804812599667443","0.791397169973088","0.818228029361797"
"No","2006","Employed","(2c_gen) general maturity certificate","310","0.843928659808943","0.80709811671927","0.880759202898616"
"No","2006","Employed","(2c_voc) vocational maturity certificate","803","0.774786570428361","0.749520271749563","0.800052869107158"
"No","2006","Employed","(3a) lower tertiary education","713","0.738371491711894","0.710363464770204","0.766379518653583"
"No","2006","Employed","(3b) higher tertiary education","867","0.740764171482802","0.715546406502896","0.765981936462707"
"Yes","2007","Not Employed","(0) in school","18","","",""
"Yes","2007","Not Employed","(1a) inadequately completed","3","","",""
"Yes","2007","Not Employed","(1b) general elementary school","36","0.0325968302380909","0.0220692284680447","0.0431244320081371"
"Yes","2007","Not Employed","(1c) basic vocational qualification","262","0.0972193016804082","0.0860755723426794","0.108363031018137"
"Yes","2007","Not Employed","(2b) intermediate general qualification","19","","",""
"Yes","2007","Not Employed","(2a) intermediate vocational","224","0.196538135954889","0.17334819773963","0.219728074170149"
"Yes","2007","Not Employed","(2c_gen) general maturity certificate","42","0.152090778340485","0.11002826727105","0.19415328940992"
"Yes","2007","Not Employed","(2c_voc) vocational maturity certificate","75","0.20597660347951","0.161804736962136","0.250148469996884"
"Yes","2007","Not Employed","(3a) lower tertiary education","93","0.216524273960915","0.177133953494842","0.255914594426988"
"Yes","2007","Not Employed","(3b) higher tertiary education","105","0.191808806666701","0.153557857616728","0.230059755716675"
"Yes","2007","Employed","(0) in school","3","","",""
"Yes","2007","Employed","(1a) inadequately completed","6","","",""
"Yes","2007","Employed","(1b) general elementary school","36","0.0629123402549302","0.0433202796773436","0.0825044008325169"
"Yes","2007","Employed","(1c) basic vocational qualification","436","0.157535735454402","0.143362546777245","0.171708924131558"
"Yes","2007","Employed","(2b) intermediate general qualification","34","0.0902917388920984","0.0576421803672213","0.122941297416975"
"Yes","2007","Employed","(2a) intermediate vocational","647","0.209647791156425","0.195526574025187","0.223769008287664"
"Yes","2007","Employed","(2c_gen) general maturity certificate","61","0.122352493392869","0.0889627022316119","0.155742284554126"
"Yes","2007","Employed","(2c_voc) vocational maturity certificate","251","0.254909913257456","0.227803552003727","0.282016274511186"
"Yes","2007","Employed","(3a) lower tertiary education","232","0.291119751069573","0.261240900810717","0.320998601328428"
"Yes","2007","Employed","(3b) higher tertiary education","306","0.268434814994297","0.242388779213996","0.294480850774597"
"No","2007","Not Employed","(0) in school","203","0.941071343521969","0.910023853334823","0.972118833709115"
"No","2007","Not Employed","(1a) inadequately completed","132","0.974857143595333","0.948447715073585","1.00126657211708"
"No","2007","Not Employed","(1b) general elementary school","1057","0.967403169761909","0.956875567991863","0.977930771531955"
"No","2007","Not Employed","(1c) basic vocational qualification","2453","0.902780698319592","0.891636968981863","0.913924427657321"
"No","2007","Not Employed","(2b) intermediate general qualification","159","0.89605838221245","0.851225054073104","0.940891710351796"
"No","2007","Not Employed","(2a) intermediate vocational","904","0.803461864045111","0.780271925829851","0.82665180226037"
"No","2007","Not Employed","(2c_gen) general maturity certificate","238","0.847909221659515","0.80584671059008","0.88997173272895"
"No","2007","Not Employed","(2c_voc) vocational maturity certificate","247","0.79402339652049","0.749851530003116","0.838195263037864"
"No","2007","Not Employed","(3a) lower tertiary education","327","0.783475726039085","0.744085405573012","0.822866046505158"
"No","2007","Not Employed","(3b) higher tertiary education","302","0.808191193333299","0.769940244283325","0.846442142383272"
"No","2007","Employed","(0) in school","37","0.84938468322414","0.738542549420598","0.960226817027682"
"No","2007","Employed","(1a) inadequately completed","68","0.964966261883871","0.923074219385084","1.00685830438266"
"No","2007","Employed","(1b) general elementary school","554","0.93708765974507","0.917495599167483","0.956679720322656"
"No","2007","Employed","(1c) basic vocational qualification","2102","0.842464264545598","0.828291075868442","0.856637453222755"
"No","2007","Employed","(2b) intermediate general qualification","262","0.909708261107902","0.877058702583025","0.942357819632779"
"No","2007","Employed","(2a) intermediate vocational","2545","0.790352208843575","0.776230991712336","0.804473425974813"
"No","2007","Employed","(2c_gen) general maturity certificate","309","0.877647506607131","0.844257715445874","0.911037297768388"
"No","2007","Employed","(2c_voc) vocational maturity certificate","742","0.745090086742544","0.717983725488814","0.772196447996274"
"No","2007","Employed","(3a) lower tertiary education","656","0.708880248930427","0.679001398671572","0.738759099189283"
"No","2007","Employed","(3b) higher tertiary education","806","0.731565185005703","0.705519149225403","0.757611220786004"
"Yes","2008","Not Employed","(0) in school","21","","",""
"Yes","2008","Not Employed","(1a) inadequately completed","5","","",""
"Yes","2008","Not Employed","(1b) general elementary school","49","0.0542928331440955","0.0402975094268316","0.0682881568613594"
"Yes","2008","Not Employed","(1c) basic vocational qualification","295","0.116882913107856","0.104390957968929","0.129374868246783"
"Yes","2008","Not Employed","(2b) intermediate general qualification","25","","",""
"Yes","2008","Not Employed","(2a) intermediate vocational","229","0.222554871368392","0.197164316949125","0.247945425787659"
"Yes","2008","Not Employed","(2c_gen) general maturity certificate","41","0.169814142060768","0.124262668519932","0.215365615601604"
"Yes","2008","Not Employed","(2c_voc) vocational maturity certificate","75","0.249938827530499","0.200446300136596","0.299431354924402"
"Yes","2008","Not Employed","(3a) lower tertiary education","105","0.248433125439328","0.20715731495298","0.289708935925676"
"Yes","2008","Not Employed","(3b) higher tertiary education","120","0.245133230410503","0.203082716049386","0.287183744771619"
"Yes","2008","Employed","(0) in school","7","","",""
"Yes","2008","Employed","(1a) inadequately completed","7","","",""
"Yes","2008","Employed","(1b) general elementary school","40","0.0781193570704053","0.0556097223293539","0.100628991811457"
"Yes","2008","Employed","(1c) basic vocational qualification","473","0.188839733672109","0.173188030118427","0.20449143722579"
"Yes","2008","Employed","(2b) intermediate general qualification","39","0.142394249557228","0.101462609809082","0.183325889305374"
"Yes","2008","Employed","(2a) intermediate vocational","716","0.236267822357241","0.221316829241604","0.251218815472878"
"Yes","2008","Employed","(2c_gen) general maturity certificate","58","0.165064026438117","0.125428380106072","0.204699672770162"
"Yes","2008","Employed","(2c_voc) vocational maturity certificate","267","0.273137364155452","0.244698714307699","0.301576014003205"
"Yes","2008","Employed","(3a) lower tertiary education","257","0.333999110467902","0.302477461734499","0.365520759201304"
"Yes","2008","Employed","(3b) higher tertiary education","324","0.326872231375392","0.298687425731346","0.355057037019438"
"No","2008","Not Employed","(0) in school","206","0.912097437532883","0.875262787499957","0.948932087565809"
"No","2008","Not Employed","(1a) inadequately completed","109","0.945369312039258","0.903652150571898","0.987086473506618"
"No","2008","Not Employed","(1b) general elementary school","958","0.945707166855905","0.931711843138641","0.959702490573168"
"No","2008","Not Employed","(1c) basic vocational qualification","2246","0.883117086892144","0.870625131753217","0.89560904203107"
"No","2008","Not Employed","(2b) intermediate general qualification","143","0.859591376938287","0.807057873409188","0.912124880467386"
"No","2008","Not Employed","(2a) intermediate vocational","802","0.777445128631608","0.752054574212341","0.802835683050875"
"No","2008","Not Employed","(2c_gen) general maturity certificate","220","0.830185857939232","0.784634384398396","0.875737331480068"
"No","2008","Not Employed","(2c_voc) vocational maturity certificate","219","0.750061172469501","0.700568645075598","0.799553699863404"
"No","2008","Not Employed","(3a) lower tertiary education","316","0.751566874560672","0.710291064074324","0.79284268504702"
"No","2008","Not Employed","(3b) higher tertiary education","282","0.754866769589497","0.712816255228381","0.796917283950614"
"No","2008","Employed","(0) in school","47","0.823167848286484","0.721408099432333","0.924927597140635"
"No","2008","Employed","(1a) inadequately completed","61","0.875451790110346","0.796968265744479","0.953935314476213"
"No","2008","Employed","(1b) general elementary school","506","0.921880642929595","0.899371008188543","0.944390277670646"
"No","2008","Employed","(1c) basic vocational qualification","1929","0.811160266327891","0.79550856277421","0.826811969881573"
"No","2008","Employed","(2b) intermediate general qualification","241","0.857605750442772","0.816674110694626","0.898537390190918"
"No","2008","Employed","(2a) intermediate vocational","2385","0.763732177642759","0.748781184527122","0.778683170758396"
"No","2008","Employed","(2c_gen) general maturity certificate","279","0.834935973561883","0.795300327229838","0.874571619893929"
"No","2008","Employed","(2c_voc) vocational maturity certificate","676","0.726862635844548","0.698423985996795","0.755301285692301"
"No","2008","Employed","(3a) lower tertiary education","603","0.666000889532098","0.634479240798696","0.697522538265501"
"No","2008","Employed","(3b) higher tertiary education","740","0.673127768624608","0.644942962980562","0.701312574268654"
"Yes","2009","Not Employed","(0) in school","","","",""
"Yes","2009","Not Employed","(1a) inadequately completed","","","",""
"Yes","2009","Not Employed","(1b) general elementary school","","","",""
"Yes","2009","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","2009","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","2009","Not Employed","(2a) intermediate vocational","","","",""
"Yes","2009","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Not Employed","(3a) lower tertiary education","","","",""
"Yes","2009","Not Employed","(3b) higher tertiary education","","","",""
"Yes","2009","Employed","(0) in school","","","",""
"Yes","2009","Employed","(1a) inadequately completed","","","",""
"Yes","2009","Employed","(1b) general elementary school","","","",""
"Yes","2009","Employed","(1c) basic vocational qualification","","","",""
"Yes","2009","Employed","(2b) intermediate general qualification","","","",""
"Yes","2009","Employed","(2a) intermediate vocational","","","",""
"Yes","2009","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Employed","(3a) lower tertiary education","","","",""
"Yes","2009","Employed","(3b) higher tertiary education","","","",""
"No","2009","Not Employed","(0) in school","","","",""
"No","2009","Not Employed","(1a) inadequately completed","","","",""
"No","2009","Not Employed","(1b) general elementary school","","","",""
"No","2009","Not Employed","(1c) basic vocational qualification","","","",""
"No","2009","Not Employed","(2b) intermediate general qualification","","","",""
"No","2009","Not Employed","(2a) intermediate vocational","","","",""
"No","2009","Not Employed","(2c_gen) general maturity certificate","","","",""
"No","2009","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Not Employed","(3a) lower tertiary education","","","",""
"No","2009","Not Employed","(3b) higher tertiary education","","","",""
"No","2009","Employed","(0) in school","","","",""
"No","2009","Employed","(1a) inadequately completed","","","",""
"No","2009","Employed","(1b) general elementary school","","","",""
"No","2009","Employed","(1c) basic vocational qualification","","","",""
"No","2009","Employed","(2b) intermediate general qualification","","","",""
"No","2009","Employed","(2a) intermediate vocational","","","",""
"No","2009","Employed","(2c_gen) general maturity certificate","","","",""
"No","2009","Employed","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Employed","(3a) lower tertiary education","","","",""
"No","2009","Employed","(3b) higher tertiary education","","","",""
"Yes","2010","Not Employed","(0) in school","36","0.0849618957168467","0.0520672482241164","0.117856543209577"
"Yes","2010","Not Employed","(1a) inadequately completed","4","","",""
"Yes","2010","Not Employed","(1b) general elementary school","51","0.0526460312555102","0.0394903531481509","0.0658017093628695"
"Yes","2010","Not Employed","(1c) basic vocational qualification","294","0.119789839367774","0.107015149001997","0.132564529733551"
"Yes","2010","Not Employed","(2b) intermediate general qualification","24","","",""
"Yes","2010","Not Employed","(2a) intermediate vocational","276","0.226412497006962","0.204218901770271","0.248606092243653"
"Yes","2010","Not Employed","(2c_gen) general maturity certificate","40","0.172649742648841","0.131623007119419","0.213676478178262"
"Yes","2010","Not Employed","(2c_voc) vocational maturity certificate","112","0.265242006029569","0.22503044737111","0.305453564688027"
"Yes","2010","Not Employed","(3a) lower tertiary education","118","0.272238745196216","0.230362025145286","0.314115465247147"
"Yes","2010","Not Employed","(3b) higher tertiary education","152","0.26065665665268","0.222216360772433","0.299096952532927"
"Yes","2010","Employed","(0) in school","10","","",""
"Yes","2010","Employed","(1a) inadequately completed","15","","",""
"Yes","2010","Employed","(1b) general elementary school","54","0.0775068921003524","0.058305987886372","0.0967077963143329"
"Yes","2010","Employed","(1c) basic vocational qualification","567","0.194748552348368","0.180189304798469","0.209307799898267"
"Yes","2010","Employed","(2b) intermediate general qualification","56","0.189355837271187","0.149162308409542","0.229549366132832"
"Yes","2010","Employed","(2a) intermediate vocational","1032","0.250410244721924","0.23732931257532","0.263491176868529"
"Yes","2010","Employed","(2c_gen) general maturity certificate","70","0.152965756757914","0.11989150815186","0.186040005363968"
"Yes","2010","Employed","(2c_voc) vocational maturity certificate","445","0.317533822843034","0.293456597722072","0.341611047963997"
"Yes","2010","Employed","(3a) lower tertiary education","327","0.359070135921904","0.330379455541475","0.387760816302333"
"Yes","2010","Employed","(3b) higher tertiary education","496","0.345227179428068","0.321843079738108","0.368611279118029"
"No","2010","Not Employed","(0) in school","240","0.915038104283153","0.882143456790423","0.947932751775884"
"No","2010","Not Employed","(1a) inadequately completed","210","0.988262142588027","0.973831964241861","1.00269232093419"
"No","2010","Not Employed","(1b) general elementary school","1056","0.94735396874449","0.93419829063713","0.960509646851849"
"No","2010","Not Employed","(1c) basic vocational qualification","2188","0.880210160632226","0.867435470266449","0.892984850998003"
"No","2010","Not Employed","(2b) intermediate general qualification","218","0.882676764644732","0.842132141259967","0.923221388029497"
"No","2010","Not Employed","(2a) intermediate vocational","1090","0.773587502993038","0.751393907756347","0.795781098229729"
"No","2010","Not Employed","(2c_gen) general maturity certificate","286","0.827350257351159","0.786323521821738","0.86837699288058"
"No","2010","Not Employed","(2c_voc) vocational maturity certificate","351","0.734757993970431","0.694546435311973","0.77496955262889"
"No","2010","Not Employed","(3a) lower tertiary education","316","0.727761254803784","0.685884534752853","0.769637974854714"
"No","2010","Not Employed","(3b) higher tertiary education","349","0.73934334334732","0.700903047467073","0.777783639227567"
"No","2010","Employed","(0) in school","49","0.824467680659066","0.727397139949517","0.921538221368616"
"No","2010","Employed","(1a) inadequately completed","121","0.895177192699476","0.843694525993228","0.946659859405723"
"No","2010","Employed","(1b) general elementary school","691","0.922493107899648","0.903292203685667","0.941694012113628"
"No","2010","Employed","(1c) basic vocational qualification","2275","0.805251447651632","0.790692200101733","0.819810695201531"
"No","2010","Employed","(2b) intermediate general qualification","309","0.810644162728813","0.770450633867168","0.850837691590458"
"No","2010","Employed","(2a) intermediate vocational","3182","0.749589755278076","0.736508823131471","0.76267068742468"
"No","2010","Employed","(2c_gen) general maturity certificate","385","0.847034243242086","0.813959994636032","0.88010849184814"
"No","2010","Employed","(2c_voc) vocational maturity certificate","991","0.682466177156966","0.658388952036003","0.706543402277928"
"No","2010","Employed","(3a) lower tertiary education","747","0.640929864078096","0.612239183697667","0.669620544458525"
"No","2010","Employed","(3b) higher tertiary education","1092","0.654772820571932","0.631388720881971","0.678156920261892"
"Yes","2011","Not Employed","(0) in school","27","","",""
"Yes","2011","Not Employed","(1a) inadequately completed","9","","",""
"Yes","2011","Not Employed","(1b) general elementary school","60","0.0560244933168615","0.04218040089197","0.069868585741753"
"Yes","2011","Not Employed","(1c) basic vocational qualification","358","0.130278272438678","0.117653795412563","0.142902749464792"
"Yes","2011","Not Employed","(2b) intermediate general qualification","28","","",""
"Yes","2011","Not Employed","(2a) intermediate vocational","278","0.261946154158927","0.236218410517267","0.287673897800588"
"Yes","2011","Not Employed","(2c_gen) general maturity certificate","51","0.1688731820826","0.12675929866054","0.21098706550466"
"Yes","2011","Not Employed","(2c_voc) vocational maturity certificate","83","0.301301720266442","0.249809239675578","0.352794200857307"
"Yes","2011","Not Employed","(3a) lower tertiary education","122","0.294877110593285","0.252124729267695","0.337629491918875"
"Yes","2011","Not Employed","(3b) higher tertiary education","152","0.283750153580501","0.243122864509725","0.324377442651277"
"Yes","2011","Employed","(0) in school","9","","",""
"Yes","2011","Employed","(1a) inadequately completed","9","","",""
"Yes","2011","Employed","(1b) general elementary school","58","0.109019028769311","0.0835227080456481","0.134515349492974"
"Yes","2011","Employed","(1c) basic vocational qualification","529","0.218758091959667","0.202235986875157","0.235280197044177"
"Yes","2011","Employed","(2b) intermediate general qualification","45","0.127052708615186","0.090956616219237","0.163148801011134"
"Yes","2011","Employed","(2a) intermediate vocational","885","0.25747507842536","0.242581755113788","0.272368401736933"
"Yes","2011","Employed","(2c_gen) general maturity certificate","68","0.140804358438043","0.107775210275129","0.173833506600956"
"Yes","2011","Employed","(2c_voc) vocational maturity certificate","332","0.294657157238108","0.267082376316816","0.3222319381594"
"Yes","2011","Employed","(3a) lower tertiary education","330","0.380214234341599","0.348464148232201","0.411964320450997"
"Yes","2011","Employed","(3b) higher tertiary education","384","0.333368768378438","0.306718527380706","0.360019009376171"
"No","2011","Not Employed","(0) in school","168","0.872654699119799","0.825865731464457","0.919443666775141"
"No","2011","Not Employed","(1a) inadequately completed","137","0.963863760850547","0.933591074238923","0.994136447462172"
"No","2011","Not Employed","(1b) general elementary school","1000","0.943975506683138","0.930131414258247","0.95781959910803"
"No","2011","Not Employed","(1c) basic vocational qualification","2373","0.869721727561322","0.857097250535208","0.882346204587437"
"No","2011","Not Employed","(2b) intermediate general qualification","152","0.843255553222494","0.790144180657339","0.896366925787649"
"No","2011","Not Employed","(2a) intermediate vocational","844","0.738053845841073","0.712326102199413","0.763781589482733"
"No","2011","Not Employed","(2c_gen) general maturity certificate","253","0.8311268179174","0.78901293449534","0.87324070133946"
"No","2011","Not Employed","(2c_voc) vocational maturity certificate","222","0.698698279733558","0.647205799142693","0.750190760324422"
"No","2011","Not Employed","(3a) lower tertiary education","315","0.705122889406715","0.662370508081125","0.747875270732305"
"No","2011","Not Employed","(3b) higher tertiary education","321","0.716249846419499","0.675622557348723","0.756877135490275"
"No","2011","Employed","(0) in school","43","0.861563653680425","0.7676961716487","0.955431135712151"
"No","2011","Employed","(1a) inadequately completed","83","0.940153880021301","0.891684033095645","0.988623726946956"
"No","2011","Employed","(1b) general elementary school","516","0.890980971230689","0.865484650507026","0.916477291954352"
"No","2011","Employed","(1c) basic vocational qualification","1876","0.781241908040333","0.764719802955823","0.797764013124843"
"No","2011","Employed","(2b) intermediate general qualification","282","0.872947291384814","0.836851198988866","0.909043383780763"
"No","2011","Employed","(2a) intermediate vocational","2426","0.74252492157464","0.727631598263067","0.757418244886212"
"No","2011","Employed","(2c_gen) general maturity certificate","358","0.859195641561957","0.826166493399043","0.892224789724871"
"No","2011","Employed","(2c_voc) vocational maturity certificate","718","0.705342842761892","0.6777680618406","0.732917623683184"
"No","2011","Employed","(3a) lower tertiary education","568","0.619785765658401","0.588035679549003","0.6515358517678"
"No","2011","Employed","(3b) higher tertiary education","818","0.666631231621561","0.639980990623829","0.693281472619294"
"Yes","2012","Not Employed","(0) in school","34","0.104297128854313","0.0700514690967419","0.138542788611885"
"Yes","2012","Not Employed","(1a) inadequately completed","9","","",""
"Yes","2012","Not Employed","(1b) general elementary school","78","0.0605972577688131","0.0473282120470334","0.0738663034905927"
"Yes","2012","Not Employed","(1c) basic vocational qualification","425","0.138483271366251","0.126023202891992","0.15094333984051"
"Yes","2012","Not Employed","(2b) intermediate general qualification","39","0.195178543392596","0.147727419487306","0.242629667297886"
"Yes","2012","Not Employed","(2a) intermediate vocational","364","0.246449801710627","0.225023712217853","0.267875891203402"
"Yes","2012","Not Employed","(2c_gen) general maturity certificate","60","0.159803388265137","0.123296395221375","0.196310381308899"
"Yes","2012","Not Employed","(2c_voc) vocational maturity certificate","114","0.286589509817856","0.245840467071569","0.327338552564144"
"Yes","2012","Not Employed","(3a) lower tertiary education","134","0.296166058644058","0.25582304977977","0.336509067508346"
"Yes","2012","Not Employed","(3b) higher tertiary education","174","0.243789341812895","0.208936149060984","0.278642534564806"
"Yes","2012","Employed","(0) in school","9","","",""
"Yes","2012","Employed","(1a) inadequately completed","12","","",""
"Yes","2012","Employed","(1b) general elementary school","85","0.107089159443744","0.0870310727091678","0.12714724617832"
"Yes","2012","Employed","(1c) basic vocational qualification","694","0.226871420000527","0.212287601081883","0.241455238919172"
"Yes","2012","Employed","(2b) intermediate general qualification","74","0.14123800326037","0.109060375209403","0.173415631311336"
"Yes","2012","Employed","(2a) intermediate vocational","1297","0.27717983048688","0.264478789238933","0.289880871734827"
"Yes","2012","Employed","(2c_gen) general maturity certificate","107","0.193476619224124","0.16067137922169","0.226281859226558"
"Yes","2012","Employed","(2c_voc) vocational maturity certificate","559","0.28660307090237","0.265208898717895","0.307997243086844"
"Yes","2012","Employed","(3a) lower tertiary education","435","0.385313779347183","0.35801619176742","0.412611366926945"
"Yes","2012","Employed","(3b) higher tertiary education","580","0.308435710103878","0.287338753787029","0.329532666420726"
"No","2012","Not Employed","(0) in school","272","0.895702871145686","0.861457211388115","0.929948530903258"
"No","2012","Not Employed","(1a) inadequately completed","219","0.962789863009336","0.938221452701269","0.987358273317402"
"No","2012","Not Employed","(1b) general elementary school","1164","0.939402742231187","0.926133696509407","0.952671787952967"
"No","2012","Not Employed","(1c) basic vocational qualification","2527","0.861516728633749","0.84905666015949","0.873976797108008"
"No","2012","Not Employed","(2b) intermediate general qualification","229","0.804821456607404","0.757370332702114","0.852272580512694"
"No","2012","Not Employed","(2a) intermediate vocational","1190","0.753550198289373","0.732124108796598","0.774976287782147"
"No","2012","Not Employed","(2c_gen) general maturity certificate","327","0.840196611734863","0.803689618691101","0.876703604778626"
"No","2012","Not Employed","(2c_voc) vocational maturity certificate","359","0.713410490182144","0.672661447435856","0.754159532928431"
"No","2012","Not Employed","(3a) lower tertiary education","358","0.703833941355942","0.663490932491654","0.74417695022023"
"No","2012","Not Employed","(3b) higher tertiary education","409","0.756210658187105","0.721357465435194","0.791063850939016"
"No","2012","Employed","(0) in school","78","0.91907126396328","0.861763371506461","0.976379156420098"
"No","2012","Employed","(1a) inadequately completed","168","0.934989835082853","0.898972969335523","0.971006700830183"
"No","2012","Employed","(1b) general elementary school","828","0.892910840556256","0.87285275382168","0.912968927290832"
"No","2012","Employed","(1c) basic vocational qualification","2474","0.773128579999473","0.758544761080828","0.787712398918117"
"No","2012","Employed","(2b) intermediate general qualification","376","0.85876199673963","0.826584368688664","0.890939624790597"
"No","2012","Employed","(2a) intermediate vocational","3474","0.72282016951312","0.710119128265173","0.735521210761067"
"No","2012","Employed","(2c_gen) general maturity certificate","450","0.806523380775876","0.773718140773442","0.83932862077831"
"No","2012","Employed","(2c_voc) vocational maturity certificate","1157","0.71339692909763","0.692002756913156","0.734791101282105"
"No","2012","Employed","(3a) lower tertiary education","786","0.614686220652817","0.587388633073055","0.64198380823258"
"No","2012","Employed","(3b) higher tertiary education","1261","0.691564289896122","0.670467333579274","0.71266124621297"
"Yes","2013","Not Employed","(0) in school","32","0.248300446801483","0.180287257801293","0.316313635801672"
"Yes","2013","Not Employed","(1a) inadequately completed","10","","",""
"Yes","2013","Not Employed","(1b) general elementary school","51","0.056162180305029","0.0409849464456984","0.0713394141643596"
"Yes","2013","Not Employed","(1c) basic vocational qualification","416","0.159927459378677","0.14535692348071","0.174497995276644"
"Yes","2013","Not Employed","(2b) intermediate general qualification","33","0.240470099724973","0.172751907630729","0.308188291819216"
"Yes","2013","Not Employed","(2a) intermediate vocational","304","0.276552371438497","0.25023885776687","0.302865885110125"
"Yes","2013","Not Employed","(2c_gen) general maturity certificate","39","0.168251084880511","0.121598611628886","0.214903558132137"
"Yes","2013","Not Employed","(2c_voc) vocational maturity certificate","85","0.341295723780844","0.284844402616239","0.39774704494545"
"Yes","2013","Not Employed","(3a) lower tertiary education","127","0.311650537169144","0.267974357242225","0.355326717096063"
"Yes","2013","Not Employed","(3b) higher tertiary education","163","0.333866945770408","0.290677010188638","0.377056881352178"
"Yes","2013","Employed","(0) in school","10","","",""
"Yes","2013","Employed","(1a) inadequately completed","8","","",""
"Yes","2013","Employed","(1b) general elementary school","59","0.137383198146638","0.107208783331624","0.167557612961652"
"Yes","2013","Employed","(1c) basic vocational qualification","502","0.247966617391437","0.229501578220048","0.266431656562826"
"Yes","2013","Employed","(2b) intermediate general qualification","43","0.139276110933336","0.0994269357937305","0.179125286072942"
"Yes","2013","Employed","(2a) intermediate vocational","887","0.29754470309651","0.281127533036617","0.313961873156404"
"Yes","2013","Employed","(2c_gen) general maturity certificate","85","0.220466084603813","0.180240125146235","0.260692044061391"
"Yes","2013","Employed","(2c_voc) vocational maturity certificate","348","0.321412984624273","0.292247818317402","0.350578150931143"
"Yes","2013","Employed","(3a) lower tertiary education","319","0.398343014325056","0.365373733760785","0.431312294889328"
"Yes","2013","Employed","(3b) higher tertiary education","415","0.33420613664966","0.307758334213751","0.360653939085568"
"No","2013","Not Employed","(0) in school","123","0.751699553198517","0.683686364198328","0.819712742198707"
"No","2013","Not Employed","(1a) inadequately completed","121","0.903684198768579","0.853163475620877","0.954204921916282"
"No","2013","Not Employed","(1b) general elementary school","833","0.943837819694971","0.92866058583564","0.959015053554302"
"No","2013","Not Employed","(1c) basic vocational qualification","2015","0.840072540621323","0.825502004723356","0.85464307651929"
"No","2013","Not Employed","(2b) intermediate general qualification","120","0.759529900275027","0.691811708180784","0.827248092369271"
"No","2013","Not Employed","(2a) intermediate vocational","806","0.723447628561503","0.697134114889875","0.74976114223313"
"No","2013","Not Employed","(2c_gen) general maturity certificate","208","0.831748915119489","0.785096441867863","0.878401388371114"
