"plh0218","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","West Germany","63","0.158008680969999","0.126196262785355","0.189821099154643"
"1 Strongly disagree","2005","(0) in school","East Germany","21","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","West Germany","112","0.468831842570174","0.403626767631622","0.534036917508727"
"1 Strongly disagree","2005","(1a) inadequately completed","East Germany","12","","",""
"1 Strongly disagree","2005","(1b) general elementary school","West Germany","810","0.523062065912664","0.498903616274935","0.547220515550392"
"1 Strongly disagree","2005","(1b) general elementary school","East Germany","97","0.433154752229958","0.366136632288943","0.500172872170973"
"1 Strongly disagree","2005","(1c) basic vocational qualification","West Germany","2375","0.535829467278282","0.521442565757772","0.550216368798792"
"1 Strongly disagree","2005","(1c) basic vocational qualification","East Germany","634","0.577092627538353","0.547656555858702","0.606528699218005"
"1 Strongly disagree","2005","(2b) intermediate general qualification","West Germany","124","0.288725460749233","0.246285770177203","0.331165151321264"
"1 Strongly disagree","2005","(2b) intermediate general qualification","East Germany","35","0.22152140457343","0.152977361001042","0.290065448145819"
"1 Strongly disagree","2005","(2a) intermediate vocational","West Germany","1378","0.427225326437012","0.409772308760523","0.444678344113502"
"1 Strongly disagree","2005","(2a) intermediate vocational","East Germany","908","0.509618513737515","0.485840866516459","0.53339616095857"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","West Germany","133","0.228703000377802","0.195346060915517","0.262059939840088"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","East Germany","33","0.206091023470183","0.147960194914549","0.264221852025816"
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","West Germany","484","0.368146129367212","0.341938491010168","0.394353767724256"
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","East Germany","72","0.311814885020437","0.249458458416553","0.374171311624321"
"1 Strongly disagree","2005","(3a) lower tertiary education","West Germany","379","0.389918075787002","0.359505697637149","0.420330453936856"
"1 Strongly disagree","2005","(3a) lower tertiary education","East Germany","350","0.562046392028163","0.524195487736116","0.59989729632021"
"1 Strongly disagree","2005","(3b) higher tertiary education","West Germany","754","0.382587974718443","0.360871028448933","0.404304920987952"
"1 Strongly disagree","2005","(3b) higher tertiary education","East Germany","254","0.489281159358224","0.449081251776023","0.529481066940424"
"2 on scale 1-7 ","2005","(0) in school","West Germany","83","0.149380178451836","0.118290470799473","0.180469886104198"
"2 on scale 1-7 ","2005","(0) in school","East Germany","27","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","West Germany","53","0.183107323975642","0.132572333175451","0.233642314775833"
"2 on scale 1-7 ","2005","(1a) inadequately completed","East Germany","1","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","West Germany","387","0.21735281534567","0.197403538225538","0.237302092465802"
"2 on scale 1-7 ","2005","(1b) general elementary school","East Germany","42","0.193965705138644","0.140487394616003","0.247444015661285"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","West Germany","1082","0.215831720519704","0.20396372256974","0.227699718469669"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","East Germany","238","0.209877258854115","0.185613145108766","0.234141372599464"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","West Germany","91","0.231148995288464","0.191668905298632","0.270629085278295"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","East Germany","36","0.267228966257228","0.194188346891701","0.340269585622755"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","West Germany","802","0.278316841922431","0.262504610598436","0.294129073246426"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","East Germany","427","0.252240342488993","0.231583328807292","0.272897356170693"
