"plh0218","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","West Germany","1091","0.277045032762113","0.263113077375206","0.290976988149019","1"
"1 Strongly disagree","2005","16-34 y.","East Germany","387","0.302479938864279","0.277968502822677","0.326991374905881","1"
"1 Strongly disagree","2005","35-65 y.","West Germany","4095","0.480346870528415","0.469945466346364","0.490748274710466","1"
"1 Strongly disagree","2005","35-65 y.","East Germany","1475","0.531894600229658","0.513152904342468","0.550636296116848","1"
"1 Strongly disagree","2005","66 and older","West Germany","1505","0.548511301049638","0.530052367090896","0.56697023500838","1"
"1 Strongly disagree","2005","66 and older","East Germany","576","0.601165961670891","0.570255686353287","0.632076236988495","1"
"2 on scale 1-7 ","2005","35-65 y.","West Germany","2224","0.2377888533778","0.228925641925122","0.246652064830478","2"
"2 on scale 1-7 ","2005","16-34 y.","West Germany","954","0.24613682599955","0.232727225779902","0.259546426219198","2"
"2 on scale 1-7 ","2005","66 and older","East Germany","205","0.204342299770444","0.178888545474501","0.229796054066386","2"
"2 on scale 1-7 ","2005","16-34 y.","East Germany","349","0.250234359394936","0.227120186672722","0.27334853211715","2"
"2 on scale 1-7 ","2005","35-65 y.","East Germany","673","0.230196305250601","0.214385155924515","0.246007454576687","2"
"2 on scale 1-7 ","2005","66 and older","West Germany","626","0.213942565063542","0.198731272364731","0.229153857762353","2"
"3 on scale 1-7 ","2005","66 and older","West Germany","231","0.0795098773886047","0.0694750364657822","0.0895447183114272","3"
"3 on scale 1-7 ","2005","16-34 y.","West Germany","594","0.149536265628838","0.13843474595133","0.160637785306347","3"
"3 on scale 1-7 ","2005","35-65 y.","East Germany","232","0.0898206059847977","0.0790813112816044","0.100559900687991","3"
"3 on scale 1-7 ","2005","35-65 y.","West Germany","927","0.0996415375596835","0.0934058312571426","0.105877243862224","3"
"3 on scale 1-7 ","2005","16-34 y.","East Germany","205","0.151271580896691","0.132150820417621","0.170392341375761","3"
"3 on scale 1-7 ","2005","66 and older","East Germany","70","0.0753536153226102","0.0586907586416588","0.0920164720035616","3"
"4 on scale 1-7","2005","66 and older","East Germany","50","0.049596033687718","0.0358907772097709","0.0633012901656652","4"
"4 on scale 1-7","2005","16-34 y.","East Germany","176","0.124730517681514","0.107098607218264","0.142362428144763","4"
"4 on scale 1-7","2005","35-65 y.","West Germany","750","0.0835227150974039","0.077762736484705","0.0892826937101029","4"
"4 on scale 1-7","2005","66 and older","West Germany","213","0.0782805264807431","0.0683169184382829","0.0882441345232034","4"
"4 on scale 1-7","2005","16-34 y.","West Germany","548","0.13102785951053","0.120523586086209","0.14153213293485","4"
"4 on scale 1-7","2005","35-65 y.","East Germany","153","0.0671248666809008","0.0577259511456376","0.076523782216164","4"
"5 on scale 1-7","2005","66 and older","East Germany","34","0.0379529759151898","0.0258906615779639","0.0500152902524156","5"
"5 on scale 1-7","2005","35-65 y.","East Germany","113","0.0504461943442057","0.042225693769523","0.0586666949188884","5"
"5 on scale 1-7","2005","66 and older","West Germany","120","0.0472033477813975","0.0393369320293614","0.0550697635334335","5"
"5 on scale 1-7","2005","16-34 y.","West Germany","421","0.1038817760166","0.0943837445111447","0.113379807522056","5"
"5 on scale 1-7","2005","16-34 y.","East Germany","131","0.0891920131479449","0.0739823878644389","0.104401638431451","5"
"5 on scale 1-7","2005","35-65 y.","West Germany","518","0.0580549576275694","0.0531865138956105","0.0629234013595283","5"
"6 on scale 1-7","2005","66 and older","East Germany","15","","","","6"
"6 on scale 1-7","2005","35-65 y.","West Germany","248","0.0269356340968993","0.0235651513943917","0.030306116799407","6"
"6 on scale 1-7","2005","66 and older","West Germany","56","0.0190966064916135","0.0140199053006035","0.0241733076826236","6"
"6 on scale 1-7","2005","16-34 y.","West Germany","250","0.0628412725734153","0.0552866924668955","0.0703958526799352","6"
"6 on scale 1-7","2005","35-65 y.","East Germany","60","0.0257885351633856","0.019835146645784","0.0317419236809872","6"
"6 on scale 1-7","2005","16-34 y.","East Germany","77","0.0638191483248706","0.0507755476292813","0.0768627490204599","6"
"7 Strongly agree","2005","66 and older","East Germany","14","","","","7"
"7 Strongly agree","2005","66 and older","West Germany","41","0.0134557757444616","0.0091820855786456","0.0177294659102777","7"
"7 Strongly agree","2005","35-65 y.","West Germany","101","0.013709431712229","0.0112885705521956","0.0161302928722624","7"
"7 Strongly agree","2005","35-65 y.","East Germany","17","","","","7"
"7 Strongly agree","2005","16-34 y.","West Germany","106","0.0295309675089541","0.0242609634847379","0.0348009715331703","7"
"7 Strongly agree","2005","16-34 y.","East Germany","24","","","","7"
"1 Strongly disagree","2006","16-34 y.","East Germany","","","","","1"
"1 Strongly disagree","2006","35-65 y.","West Germany","","","","","1"
"1 Strongly disagree","2006","35-65 y.","East Germany","","","","","1"
"1 Strongly disagree","2006","66 and older","West Germany","","","","","1"
"1 Strongly disagree","2006","66 and older","East Germany","","","","","1"
"1 Strongly disagree","2006","16-34 y.","West Germany","","","","","1"
"2 on scale 1-7 ","2006","16-34 y.","West Germany","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","West Germany","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","East Germany","","","","","2"
"2 on scale 1-7 ","2006","66 and older","East Germany","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","East Germany","","","","","2"
"2 on scale 1-7 ","2006","66 and older","West Germany","","","","","2"
"3 on scale 1-7 ","2006","66 and older","East Germany","","","","","3"
"3 on scale 1-7 ","2006","66 and older","West Germany","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","East Germany","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","West Germany","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","East Germany","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","West Germany","","","","","3"
"4 on scale 1-7","2006","16-34 y.","East Germany","","","","","4"
"4 on scale 1-7","2006","16-34 y.","West Germany","","","","","4"
"4 on scale 1-7","2006","66 and older","East Germany","","","","","4"
"4 on scale 1-7","2006","66 and older","West Germany","","","","","4"
"4 on scale 1-7","2006","35-65 y.","East Germany","","","","","4"
"4 on scale 1-7","2006","35-65 y.","West Germany","","","","","4"
"5 on scale 1-7","2006","66 and older","East Germany","","","","","5"
"5 on scale 1-7","2006","66 and older","West Germany","","","","","5"
"5 on scale 1-7","2006","35-65 y.","West Germany","","","","","5"
"5 on scale 1-7","2006","35-65 y.","East Germany","","","","","5"
"5 on scale 1-7","2006","16-34 y.","West Germany","","","","","5"
"5 on scale 1-7","2006","16-34 y.","East Germany","","","","","5"
"6 on scale 1-7","2006","66 and older","East Germany","","","","","6"
"6 on scale 1-7","2006","35-65 y.","West Germany","","","","","6"
"6 on scale 1-7","2006","66 and older","West Germany","","","","","6"
"6 on scale 1-7","2006","35-65 y.","East Germany","","","","","6"
"6 on scale 1-7","2006","16-34 y.","East Germany","","","","","6"
"6 on scale 1-7","2006","16-34 y.","West Germany","","","","","6"
