"plh0218","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","West Germany","952","0.43934836714361","0.418716933202617","0.459979801084603","1"
"1 Strongly disagree","2005","1-pers.-HH","East Germany","368","0.509174336160219","0.472884817224522","0.545463855095917","1"
"1 Strongly disagree","2005","(Married) couple without C. ","West Germany","2462","0.494079613914568","0.480554237453872","0.507604990375265","1"
"1 Strongly disagree","2005","(Married) couple without C. ","East Germany","948","0.535755994999648","0.512396594660294","0.559115395339001","1"
"1 Strongly disagree","2005","Single parent ","West Germany","306","0.407617684779023","0.373416665551201","0.441818704006844","1"
"1 Strongly disagree","2005","Single parent ","East Germany","135","0.434403647464775","0.378683618843886","0.490123676085664","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","West Germany","1301","0.420770680662744","0.403142945023064","0.438398416302423","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","East Germany","338","0.484880572944703","0.44772473625795","0.522036409631456","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","West Germany","992","0.391368135621533","0.372582888734405","0.410153382508662","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","East Germany","429","0.421979556346712","0.392107112971199","0.451851999722224","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","West Germany","499","0.401312860166341","0.374920291808771","0.427705428523911","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","East Germany","165","0.425166657503064","0.374996640293431","0.475336674712697","1"
"2 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","1256","0.227275478059706","0.215938470352619","0.238612485766792","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","808","0.27387791156912","0.257954656462767","0.289801166675473","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","304","0.216411861322241","0.194238853574921","0.23858486906956","2"
"2 on scale 1-7 ","2005","1-pers.-HH","East Germany","145","0.199324598519936","0.170324930985306","0.228324266054567","2"
"2 on scale 1-7 ","2005","Single parent ","East Germany","73","0.240458487784147","0.1924180327383","0.288498942829994","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","84","0.179571817819174","0.140619522896518","0.218524112741831","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","437","0.24242048089276","0.22234787374959","0.262493088035931","2"
"2 on scale 1-7 ","2005","1-pers.-HH","West Germany","527","0.230126425987085","0.212629114937768","0.247623737036402","2"
"2 on scale 1-7 ","2005","Single parent ","West Germany","191","0.219031283407622","0.19024527883","0.247817287985244","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","168","0.222439929560104","0.191520673325426","0.253359185794782","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","637","0.241734117520403","0.225255280242419","0.258212954798388","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","279","0.258298244677197","0.231823680328792","0.284772809025601","2"
"3 on scale 1-7 ","2005","1-pers.-HH","East Germany","74","0.0909640026754861","0.0700898118805587","0.111838193470414","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","528","0.0979769723956267","0.0899346658198501","0.106019278971403","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","144","0.0872975348460629","0.0740763426145151","0.100518727077611","3"
"3 on scale 1-7 ","2005","Single parent ","West Germany","101","0.121479400018173","0.0987421052916546","0.144216694744692","3"
"3 on scale 1-7 ","2005","Single parent ","East Germany","35","0.150191122990601","0.110031089789277","0.190351156191925","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","333","0.115294011934187","0.103890164868475","0.126697858999898","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","72","0.117715091629357","0.0937556779230954","0.141674505335619","3"
