"pli0098_h","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1993","Not Employed","Female","","","","","3"
"Min 1x per month","1993","Employed","Female","","","","","3"
"Min 1x per month","1993","Employed","Male","","","","","3"
"Min 1x per week","1993","Not Employed","Male","","","","","2"
"Min 1x per week","1993","Employed","Male","","","","","2"
"Min 1x per week","1993","Employed","Female","","","","","2"
"Min 1x per week","1993","Not Employed","Female","","","","","2"
"Never","1993","Not Employed","Male","","","","","5"
"Never","1993","Not Employed","Female","","","","","5"
"Never","1993","Employed","Male","","","","","5"
"Never","1993","Employed","Female","","","","","5"
"Rarely","1993","Employed","Male","","","","","4"
"Rarely","1993","Not Employed","Male","","","","","4"
"Rarely","1993","Not Employed","Female","","","","","4"
"Rarely","1993","Employed","Female","","","","","4"
"Daily","1994","Not Employed","Male","","","","","1"
"Daily","1994","Employed","Female","","","","","1"
"Daily","1994","Not Employed","Female","","","","","1"
"Daily","1994","Employed","Male","","","","","1"
"Min 1x per month","1994","Employed","Male","360","0.0753863466677975","0.0678150605729872","0.0829576327626078","3"
"Min 1x per month","1994","Employed","Female","335","0.0887155602066896","0.0794812385675931","0.097949881845786","3"
"Min 1x per month","1994","Not Employed","Male","147","0.0881154650567099","0.0738979215294869","0.102333008583933","3"
"Min 1x per month","1994","Not Employed","Female","335","0.10675884379567","0.0957415541641206","0.11777613342722","3"
"Min 1x per week","1994","Employed","Female","297","0.0908776882946877","0.0815426110910663","0.100212765498309","2"
"Min 1x per week","1994","Employed","Male","399","0.074935905177148","0.0673854340953486","0.0824863762589475","2"
"Min 1x per week","1994","Not Employed","Male","189","0.132419352057157","0.115418948538916","0.149419755575398","2"
"Min 1x per week","1994","Not Employed","Female","462","0.17328101052071","0.159777617256566","0.186784403784854","2"
"Never","1994","Not Employed","Male","819","0.504299163706024","0.479221762839878","0.52937656457217","5"
"Never","1994","Not Employed","Female","1440","0.457589630777885","0.439815410741034","0.475363850814736","5"
"Never","1994","Employed","Male","2670","0.568737180013401","0.554534510654242","0.58293984937256","5"
"Never","1994","Employed","Female","1965","0.51846209246469","0.502234583225708","0.534689601703673","5"
"Rarely","1994","Employed","Female","1045","0.301944659033932","0.2870343473009","0.316854970766965","4"
"Rarely","1994","Employed","Male","1242","0.280940568141654","0.268051165835037","0.29382997044827","4"
"Rarely","1994","Not Employed","Male","372","0.275166019180109","0.252766162192278","0.297565876167939","4"
"Rarely","1994","Not Employed","Female","781","0.262370514905735","0.246675377531857","0.278065652279613","4"
"Daily","1995","Not Employed","Male","20","","","","1"
"Daily","1995","Employed","Female","12","","","","1"
"Daily","1995","Not Employed","Female","27","","","","1"
"Daily","1995","Employed","Male","29","","","","1"
"Min 1x per month","1995","Employed","Female","332","0.0861673663586026","0.0771256272831194","0.0952091054340859","3"
"Min 1x per month","1995","Not Employed","Male","146","0.0922223035274572","0.0781370612822812","0.106307545772633","3"
"Min 1x per month","1995","Employed","Male","415","0.0815985463801667","0.073835575399674","0.0893615173606594","3"
"Min 1x per month","1995","Not Employed","Female","380","0.121068160444105","0.10972148071605","0.13241484017216","3"
"Min 1x per week","1995","Employed","Female","329","0.095010881445702","0.0855625399615958","0.104459222929808","2"
"Min 1x per week","1995","Not Employed","Female","505","0.16672721878763","0.153762202193259","0.179692235382002","2"
"Min 1x per week","1995","Employed","Male","389","0.0745797009696127","0.0671298034273916","0.0820295985118339","2"
"Min 1x per week","1995","Not Employed","Male","215","0.126902686302399","0.110698645901852","0.143106726702946","2"
"Never","1995","Not Employed","Female","1491","0.452022056393528","0.434710441648411","0.469333671138646","5"
"Never","1995","Not Employed","Male","884","0.525430168497872","0.501121333298558","0.549739003697186","5"
"Never","1995","Employed","Male","2697","0.564265004062706","0.550203776099344","0.578326232026068","5"
"Never","1995","Employed","Female","1960","0.513703291632563","0.497598538638813","0.529808044626313","5"
"Rarely","1995","Not Employed","Female","772","0.250619146459463","0.235544933518827","0.265693359400099","4"
"Rarely","1995","Employed","Female","1067","0.302161322644293","0.287365327382117","0.31695731790647","4"
"Rarely","1995","Not Employed","Male","356","0.247864226700919","0.226845246949502","0.268883206452336","4"
"Rarely","1995","Employed","Male","1247","0.274795334491185","0.26213615835505","0.287454510627321","4"
"Daily","1996","Employed","Female","","","","","1"
"Daily","1996","Not Employed","Male","","","","","1"
"Daily","1996","Not Employed","Female","","","","","1"
"Daily","1996","Employed","Male","","","","","1"
"Min 1x per month","1996","Employed","Female","328","0.0842606953009957","0.0753343215317595","0.0931870690702319","3"
"Min 1x per month","1996","Not Employed","Female","353","0.108140446610551","0.0971441606728309","0.119136732548272","3"
"Min 1x per month","1996","Employed","Male","392","0.0836881229795804","0.0757847083894274","0.0915915375697335","3"
"Min 1x per month","1996","Not Employed","Male","134","0.0861933853771287","0.0723418995379804","0.100044871216277","3"
"Min 1x per week","1996","Employed","Male","378","0.0725954890158406","0.0651900533676978","0.0800009246639835","2"
"Min 1x per week","1996","Employed","Female","295","0.0853670867651328","0.0763877292320943","0.0943464442981713","2"
"Min 1x per week","1996","Not Employed","Female","451","0.164775782200944","0.151640120931162","0.177911443470726","2"
"Min 1x per week","1996","Not Employed","Male","206","0.133066982566949","0.116303657352238","0.149830307781661","2"
"Never","1996","Not Employed","Female","1445","0.442159632727344","0.424574395757732","0.459744869696956","5"
"Never","1996","Not Employed","Male","865","0.509976800783778","0.485304152082981","0.534649449484574","5"
"Never","1996","Employed","Male","2630","0.54756523616726","0.533359716998838","0.561770755335683","5"
"Never","1996","Employed","Female","1975","0.496218218284545","0.480151240151681","0.512285196417409","5"
"Rarely","1996","Employed","Male","1316","0.296151151837318","0.283120756027953","0.309181547646683","4"
"Rarely","1996","Not Employed","Female","815","0.284924138461161","0.268941650299248","0.300906626623073","4"
"Rarely","1996","Employed","Female","1122","0.334153999649326","0.318996175979522","0.349311823319131","4"
"Rarely","1996","Not Employed","Male","372","0.270762831272144","0.24883169336476","0.292693969179528","4"
"Daily","1997","Not Employed","Male","","","","","1"
"Daily","1997","Employed","Male","","","","","1"
"Daily","1997","Employed","Female","","","","","1"
"Daily","1997","Not Employed","Female","","","","","1"
"Min 1x per month","1997","Employed","Female","299","0.0856400122746732","0.0764516703780726","0.0948283541712739","3"
"Min 1x per month","1997","Employed","Male","355","0.0790036624632939","0.0711813059166981","0.0868260190098898","3"
"Min 1x per month","1997","Not Employed","Female","354","0.10860022331861","0.0975959896850466","0.119604456952173","3"
"Min 1x per month","1997","Not Employed","Male","124","0.0666515816100252","0.0545655543621815","0.078737608857869","3"
"Min 1x per week","1997","Employed","Female","268","0.0809641287761082","0.0720073317056836","0.0899209258465328","2"
"Min 1x per week","1997","Employed","Male","352","0.0669243731755059","0.0596777509422454","0.0741709954087665","2"
"Min 1x per week","1997","Not Employed","Male","217","0.145671875873508","0.128577366154928","0.162766385592089","2"
"Min 1x per week","1997","Not Employed","Female","470","0.172386596456233","0.159027604504532","0.185745588407934","2"
"Never","1997","Not Employed","Male","903","0.523360597685536","0.499158560528452","0.54756263484262","5"
"Never","1997","Not Employed","Female","1419","0.445630427360259","0.428051381717477","0.463209473003041","5"
"Never","1997","Employed","Male","2548","0.54881530299253","0.534385003980663","0.563245602004397","5"
"Never","1997","Employed","Female","1867","0.495517995394358","0.479101035586392","0.511934955202324","5"
"Rarely","1997","Employed","Female","1129","0.33787786355486","0.322347232476124","0.353408494633597","4"
"Rarely","1997","Not Employed","Male","392","0.26431594483093","0.24294794879556","0.2856839408663","4"
"Rarely","1997","Employed","Male","1313","0.30525666136867","0.291902094283603","0.318611228453736","4"
"Rarely","1997","Not Employed","Female","828","0.273382752864898","0.257619472859258","0.289146032870539","4"
"Daily","1998","Not Employed","Male","23","","","","1"
"Daily","1998","Employed","Female","13","","","","1"
"Daily","1998","Employed","Male","28","","","","1"
"Daily","1998","Not Employed","Female","34","0.00890795985759084","0.00578211870919402","0.0120338010059877","1"
"Min 1x per month","1998","Employed","Male","387","0.0813217488842209","0.0737174176504878","0.0889260801179541","3"
"Min 1x per month","1998","Employed","Female","346","0.0924182726500891","0.0833089477752695","0.101527597524909","3"
"Min 1x per month","1998","Not Employed","Male","172","0.0961145527641573","0.0829167507063474","0.109312354821967","3"
"Min 1x per month","1998","Not Employed","Female","433","0.123646743155007","0.112695794884601","0.134597691425413","3"
"Min 1x per week","1998","Not Employed","Female","488","0.150194383067435","0.138309157500847","0.162079608634024","2"
"Min 1x per week","1998","Employed","Female","282","0.077164180465559","0.0687708467398916","0.0855575141912263","2"
"Min 1x per week","1998","Employed","Male","357","0.06814812313475","0.0611371816032746","0.0751590646662254","2"
"Min 1x per week","1998","Not Employed","Male","227","0.128308497665415","0.113333752006612","0.143283243324219","2"
"Never","1998","Not Employed","Male","968","0.480376522433978","0.458005511600518","0.502747533267439","5"
"Never","1998","Not Employed","Female","1535","0.424350961952144","0.407908673181227","0.440793250723061","5"
"Never","1998","Employed","Male","2771","0.550298562503276","0.536458524568421","0.56413860043813","5"
"Never","1998","Employed","Female","2016","0.506452175698348","0.490726901125922","0.522177450270773","5"
"Rarely","1998","Employed","Female","1226","0.321636263101424","0.306944354716306","0.336328171486543","4"
"Rarely","1998","Not Employed","Female","981","0.292899951967822","0.277760126529642","0.308039777406002","4"
"Rarely","1998","Not Employed","Male","526","0.286307718947937","0.266067166270801","0.306548271625072","4"
"Rarely","1998","Employed","Male","1420","0.295627465662729","0.282931973253564","0.308322958071894","4"
"Daily","1999","Not Employed","Male","","","","","1"
"Daily","1999","Employed","Female","","","","","1"
"Daily","1999","Not Employed","Female","","","","","1"
"Daily","1999","Employed","Male","","","","","1"
"Min 1x per month","1999","Employed","Female","323","0.080522906797488","0.07197546665139","0.089070346943586","3"
"Min 1x per month","1999","Employed","Male","372","0.075400243824588","0.0679891978920285","0.0828112897571475","3"
"Min 1x per month","1999","Not Employed","Female","382","0.120233304213846","0.108950610476893","0.1315159979508","3"
"Min 1x per month","1999","Not Employed","Male","125","0.0643141343025811","0.052781156566392","0.0758471120387703","3"
"Min 1x per week","1999","Employed","Male","334","0.0665035826327974","0.0595100743870542","0.0734970908785406","2"
"Min 1x per week","1999","Not Employed","Female","440","0.152020522727758","0.139565043801836","0.16447600165368","2"
"Min 1x per week","1999","Employed","Female","264","0.0757161415430489","0.0674061073512556","0.0840261757348423","2"
"Min 1x per week","1999","Not Employed","Male","218","0.136603468938057","0.120457681943314","0.152749255932801","2"
"Never","1999","Not Employed","Male","915","0.500273044648029","0.476766264552487","0.523779824743571","5"
"Never","1999","Not Employed","Female","1447","0.434614324009662","0.417417784246014","0.451810863773311","5"
"Never","1999","Employed","Male","2692","0.541924325573448","0.52793959253603","0.555909058610867","5"
"Never","1999","Employed","Female","2034","0.499775436741648","0.484069065814228","0.515481807669068","5"
"Rarely","1999","Employed","Male","1478","0.316171847969166","0.303120621392066","0.329223074546266","4"
"Rarely","1999","Employed","Female","1272","0.343985514917815","0.329063320943411","0.358907708892219","4"
"Rarely","1999","Not Employed","Female","923","0.293131849048733","0.277340568090225","0.308923130007241","4"
"Rarely","1999","Not Employed","Male","480","0.298809352111332","0.277289545934673","0.320329158287992","4"
"Daily","2000","Not Employed","Male","","","","","1"
"Daily","2000","Employed","Male","","","","","1"
"Daily","2000","Employed","Female","","","","","1"
"Daily","2000","Not Employed","Female","","","","","1"
"Min 1x per month","2000","Employed","Female","","","","","3"
"Min 1x per month","2000","Not Employed","Female","","","","","3"
"Min 1x per month","2000","Employed","Male","","","","","3"
"Min 1x per month","2000","Not Employed","Male","","","","","3"
"Min 1x per week","2000","Employed","Female","","","","","2"
"Min 1x per week","2000","Not Employed","Male","","","","","2"
"Min 1x per week","2000","Employed","Male","","","","","2"
"Min 1x per week","2000","Not Employed","Female","","","","","2"
"Never","2000","Not Employed","Male","","","","","5"
"Never","2000","Not Employed","Female","","","","","5"
"Never","2000","Employed","Male","","","","","5"
"Never","2000","Employed","Female","","","","","5"
"Rarely","2000","Employed","Female","","","","","4"
"Rarely","2000","Employed","Male","","","","","4"
"Rarely","2000","Not Employed","Male","","","","","4"
"Rarely","2000","Not Employed","Female","","","","","4"
"Daily","2001","Not Employed","Male","","","","","1"
"Daily","2001","Employed","Male","","","","","1"
"Daily","2001","Employed","Female","","","","","1"
"Daily","2001","Not Employed","Female","","","","","1"
"Min 1x per month","2001","Employed","Male","587","0.077237546491174","0.0711863174274148","0.0832887755549331","3"
"Min 1x per month","2001","Not Employed","Female","644","0.129546191441005","0.120276293941931","0.138816088940078","3"
"Min 1x per month","2001","Employed","Female","595","0.0876424347998814","0.0806846333137083","0.0946002362860545","3"
"Min 1x per month","2001","Not Employed","Male","299","0.0993729200487206","0.0887173501579882","0.110028489939453","3"
"Min 1x per week","2001","Not Employed","Female","709","0.15764028884447","0.147580887244293","0.167699690444647","2"
"Min 1x per week","2001","Employed","Female","475","0.0762394852320562","0.0697096540590022","0.0827693164051102","2"
"Min 1x per week","2001","Not Employed","Male","343","0.125605402249737","0.11380143358803","0.137409370911444","2"
"Min 1x per week","2001","Employed","Male","512","0.0651969056721186","0.0596011600530256","0.0707926512912116","2"
"Never","2001","Not Employed","Female","2268","0.434583803831521","0.420899880475343","0.4482677271877","5"
"Never","2001","Not Employed","Male","1590","0.50381843008492","0.486009923746735","0.521626936423104","5"
"Never","2001","Employed","Male","4116","0.555408595532837","0.544145150862209","0.566672040203465","5"
"Never","2001","Employed","Female","3284","0.510287924010461","0.497987776210001","0.522588071810921","5"
"Rarely","2001","Employed","Female","1991","0.325830155957601","0.314297945030321","0.337362366884881","4"
"Rarely","2001","Not Employed","Female","1420","0.278229715883004","0.265859109245704","0.290600322520304","4"
"Rarely","2001","Employed","Male","2262","0.30215695230387","0.291748657744513","0.312565246863228","4"
"Rarely","2001","Not Employed","Male","796","0.271203247616623","0.255368147523729","0.287038347709517","4"
"Daily","2002","Not Employed","Male","","","","","1"
"Daily","2002","Not Employed","Female","","","","","1"
"Daily","2002","Employed","Male","","","","","1"
"Daily","2002","Employed","Female","","","","","1"
"Min 1x per month","2002","Employed","Male","","","","","3"
"Min 1x per month","2002","Employed","Female","","","","","3"
"Min 1x per month","2002","Not Employed","Male","","","","","3"
"Min 1x per month","2002","Not Employed","Female","","","","","3"
"Min 1x per week","2002","Employed","Male","","","","","2"
"Min 1x per week","2002","Not Employed","Female","","","","","2"
"Min 1x per week","2002","Employed","Female","","","","","2"
"Min 1x per week","2002","Not Employed","Male","","","","","2"
"Never","2002","Not Employed","Male","","","","","5"
"Never","2002","Not Employed","Female","","","","","5"
"Never","2002","Employed","Male","","","","","5"
"Never","2002","Employed","Female","","","","","5"
"Rarely","2002","Employed","Male","","","","","4"
"Rarely","2002","Employed","Female","","","","","4"
"Rarely","2002","Not Employed","Female","","","","","4"
"Rarely","2002","Not Employed","Male","","","","","4"
"Daily","2003","Not Employed","Male","16","","","","1"
"Daily","2003","Not Employed","Female","29","","","","1"
"Daily","2003","Employed","Male","16","","","","1"
"Daily","2003","Employed","Female","17","","","","1"
"Min 1x per month","2003","Not Employed","Female","602","0.115035304805221","0.106169256464237","0.123901353146205","3"
"Min 1x per month","2003","Not Employed","Male","282","0.0874891413897725","0.0776671641177277","0.0973111186618172","3"
"Min 1x per month","2003","Employed","Male","597","0.0766980580913192","0.0706682526729299","0.0827278635097086","3"
"Min 1x per month","2003","Employed","Female","630","0.0991306204142933","0.0918752589260845","0.106385981902502","3"
"Min 1x per week","2003","Not Employed","Male","338","0.118633302097734","0.107392832509389","0.129873771686078","2"
"Min 1x per week","2003","Employed","Male","492","0.0586246784507769","0.0533016243467655","0.0639477325547883","2"
"Min 1x per week","2003","Employed","Female","448","0.0683778328631257","0.0622500720709287","0.0745055936553226","2"
"Min 1x per week","2003","Not Employed","Female","695","0.154786494299816","0.14473567894437","0.164837309655261","2"
"Never","2003","Not Employed","Female","2189","0.436418861301149","0.422637836018199","0.4501998865841","5"
"Never","2003","Not Employed","Male","1691","0.516428749569136","0.499057211625078","0.533800287513195","5"
"Never","2003","Employed","Male","4087","0.557458174728815","0.546203769595936","0.568712579861693","5"
"Never","2003","Employed","Female","3320","0.499188787244722","0.487049486715229","0.511328087774214","5"
"Rarely","2003","Employed","Male","2290","0.304274144139878","0.293848789538655","0.3146994987411","4"
"Rarely","2003","Not Employed","Male","852","0.273072299435527","0.257584587583296","0.288560011287759","4"
"Rarely","2003","Not Employed","Female","1460","0.287386969894789","0.274811854913738","0.29996208487584","4"
"Rarely","2003","Employed","Female","2102","0.329647912735991","0.318234884844186","0.341060940627796","4"
"Daily","2004","Not Employed","Male","","","","","1"
"Daily","2004","Not Employed","Female","","","","","1"
"Daily","2004","Employed","Male","","","","","1"
"Daily","2004","Employed","Female","","","","","1"
"Min 1x per month","2004","Not Employed","Female","","","","","3"
"Min 1x per month","2004","Employed","Male","","","","","3"
"Min 1x per month","2004","Not Employed","Male","","","","","3"
"Min 1x per month","2004","Employed","Female","","","","","3"
"Min 1x per week","2004","Not Employed","Female","","","","","2"
"Min 1x per week","2004","Employed","Female","","","","","2"
"Min 1x per week","2004","Not Employed","Male","","","","","2"
"Min 1x per week","2004","Employed","Male","","","","","2"
"Never","2004","Not Employed","Female","","","","","5"
"Never","2004","Not Employed","Male","","","","","5"
"Never","2004","Employed","Male","","","","","5"
"Never","2004","Employed","Female","","","","","5"
"Rarely","2004","Employed","Female","","","","","4"
"Rarely","2004","Not Employed","Female","","","","","4"
"Rarely","2004","Employed","Male","","","","","4"
"Rarely","2004","Not Employed","Male","","","","","4"
"Daily","2005","Not Employed","Male","","","","","1"
"Daily","2005","Not Employed","Female","","","","","1"
"Daily","2005","Employed","Female","","","","","1"
"Daily","2005","Employed","Male","","","","","1"
"Min 1x per month","2005","Not Employed","Male","276","0.087518774098223","0.077675145542047","0.097362402654399","3"
"Min 1x per month","2005","Employed","Female","571","0.0886358445070572","0.0815011352995184","0.0957705537145961","3"
"Min 1x per month","2005","Not Employed","Female","589","0.124142716124195","0.114724665070132","0.133560767178257","3"
"Min 1x per month","2005","Employed","Male","475","0.058606517422029","0.0529930887226387","0.0642199461214194","3"
"Min 1x per week","2005","Employed","Female","408","0.0656028936016167","0.0593877258923494","0.0718180613108841","2"
"Min 1x per week","2005","Not Employed","Female","624","0.150926532443207","0.14070210074992","0.161150964136494","2"
"Min 1x per week","2005","Employed","Male","409","0.0556548044361163","0.050175992697036","0.0611336161751966","2"
"Min 1x per week","2005","Not Employed","Male","333","0.111897383116544","0.100916578208702","0.122878188024385","2"
"Never","2005","Not Employed","Male","1688","0.523926668412332","0.506530050888263","0.5413232859364","5"
"Never","2005","Not Employed","Female","2150","0.446685151032323","0.432485729037288","0.460884573027357","5"
"Never","2005","Employed","Male","3734","0.566386956619479","0.554543527914565","0.578230385324392","5"
"Never","2005","Employed","Female","3118","0.514565217194664","0.502019044225852","0.527111390163476","5"
"Rarely","2005","Not Employed","Female","1346","0.278245600400275","0.265446111774391","0.291045089026159","4"
"Rarely","2005","Employed","Female","1999","0.331196044696662","0.319381483421318","0.343010605972006","4"
"Rarely","2005","Not Employed","Male","869","0.276657174372901","0.261074726117306","0.292239622628496","4"
"Rarely","2005","Employed","Male","2108","0.319351721522376","0.308209657090214","0.330493785954537","4"
"Daily","2006","Not Employed","Male","","","","","1"
"Daily","2006","Not Employed","Female","","","","","1"
"Daily","2006","Employed","Female","","","","","1"
"Daily","2006","Employed","Male","","","","","1"
"Min 1x per month","2006","Not Employed","Male","","","","","3"
"Min 1x per month","2006","Not Employed","Female","","","","","3"
"Min 1x per month","2006","Employed","Female","","","","","3"
"Min 1x per month","2006","Employed","Male","","","","","3"
"Min 1x per week","2006","Not Employed","Male","","","","","2"
"Min 1x per week","2006","Employed","Male","","","","","2"
"Min 1x per week","2006","Employed","Female","","","","","2"
"Min 1x per week","2006","Not Employed","Female","","","","","2"
"Never","2006","Not Employed","Male","","","","","5"
"Never","2006","Not Employed","Female","","","","","5"
"Never","2006","Employed","Male","","","","","5"
"Never","2006","Employed","Female","","","","","5"
"Rarely","2006","Employed","Male","","","","","4"
"Rarely","2006","Not Employed","Male","","","","","4"
"Rarely","2006","Not Employed","Female","","","","","4"
"Rarely","2006","Employed","Female","","","","","4"
"Daily","2007","Not Employed","Male","","","","","1"
"Daily","2007","Not Employed","Female","","","","","1"
"Daily","2007","Employed","Male","","","","","1"
"Daily","2007","Employed","Female","","","","","1"
"Min 1x per month","2007","Employed","Male","480","0.0669624741386862","0.0608929284864924","0.07303201979088","3"
"Min 1x per month","2007","Employed","Female","555","0.0854030272015148","0.07835419635916","0.0924518580438696","3"
"Min 1x per month","2007","Not Employed","Male","267","0.0819392262664536","0.0725155369035919","0.0913629156293153","3"
"Min 1x per month","2007","Not Employed","Female","543","0.117363950631181","0.108169322219138","0.126558579043223","3"
"Min 1x per week","2007","Employed","Female","414","0.0681785442727709","0.0618214918720162","0.0745355966735256","2"
"Min 1x per week","2007","Employed","Male","409","0.0564144045093966","0.0508119732525871","0.0620168357662061","2"
"Min 1x per week","2007","Not Employed","Male","347","0.102220382426936","0.091811767590108","0.112628997263765","2"
"Min 1x per week","2007","Not Employed","Female","602","0.134180321173828","0.124443120249557","0.143917522098099","2"
"Never","2007","Not Employed","Male","1761","0.551823557965317","0.534736631614514","0.568910484316119","5"
"Never","2007","Not Employed","Female","2214","0.467807122770777","0.453552887071294","0.482061358470261","5"
"Never","2007","Employed","Male","3739","0.591410967403125","0.579474414682732","0.603347520123519","5"
"Never","2007","Employed","Female","3155","0.539127578771532","0.526555655819638","0.551699501723426","5"
"Rarely","2007","Employed","Female","1915","0.307290849754182","0.295654524482645","0.31892717502572","4"
"Rarely","2007","Not Employed","Male","879","0.264016833341293","0.248871143245235","0.279162523437351","4"
"Rarely","2007","Employed","Male","1887","0.285212153948792","0.274248294110283","0.296176013787301","4"
"Rarely","2007","Not Employed","Female","1348","0.280648605424214","0.267812656477973","0.293484554370454","4"
"Daily","2008","Not Employed","Male","16","","","","1"
"Daily","2008","Not Employed","Female","20","","","","1"
"Daily","2008","Employed","Female","19","","","","1"
"Daily","2008","Employed","Male","23","","","","1"
"Min 1x per month","2008","Employed","Female","547","0.0925390255574974","0.0850358135191569","0.100042237595838","3"
"Min 1x per month","2008","Not Employed","Male","262","0.0844445797076698","0.0745847209885485","0.0943044384267911","3"
"Min 1x per month","2008","Employed","Male","420","0.0574003486136006","0.0515940087487577","0.0632066884784435","3"
"Min 1x per month","2008","Not Employed","Female","525","0.11741052457641","0.107896738870532","0.126924310282288","3"
"Min 1x per week","2008","Employed","Female","327","0.0556010036306484","0.049667791801224","0.0615342154600727","2"
"Min 1x per week","2008","Not Employed","Female","538","0.132501353467023","0.122481415364898","0.142521291569147","2"
"Min 1x per week","2008","Employed","Male","345","0.0499435777815385","0.0445061177856882","0.0553810377773888","2"
"Min 1x per week","2008","Not Employed","Male","297","0.101283928392138","0.090585400910941","0.111982455873335","2"
"Never","2008","Employed","Male","3488","0.586118239985011","0.573823699183073","0.598412780786949","5"
