"pli0098_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1998","Saxony","Urban Area","34","0.0512858833287366","0.0333806322607223","0.0691911343967509","3"
"Min 1x per month","1998","Saxony","Rural Area","35","0.0658168149489463","0.0459096499999231","0.0857239798979696","3"
"Min 1x per month","1998","Saxony-Anhalt","Urban Area","","","","","3"
"Min 1x per month","1998","Saxony-Anhalt","Rural Area","18","","","","3"
"Min 1x per month","1998","Thuringia","Urban Area","16","","","","3"
"Min 1x per month","1998","Thuringia","Rural Area","30","0.0504434807569758","0.0315414959522465","0.0693454655617052","3"
"Min 1x per week","1998","Schleswig-Holstein","Rural Area","11","","","","2"
"Min 1x per week","1998","Schleswig-Holstein","Urban Area","9","","","","2"
"Min 1x per week","1998","Bremen","Urban Area","6","","","","2"
"Min 1x per week","1998","Lower Saxony","Rural Area","47","0.069010879178412","0.0483109941915053","0.0897107641653186","2"
"Min 1x per week","1998","Hesse","Rural Area","13","","","","2"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","Urban Area","86","0.155838524870726","0.127288767299759","0.184388282441692","2"
"Min 1x per week","1998","Hamburg","Urban Area","8","","","","2"
"Min 1x per week","1998","Hamburg","Rural Area","","","","","2"
"Min 1x per week","1998","Lower Saxony","Urban Area","41","0.059775201515833","0.0410994046409701","0.078450998390696","2"
"Min 1x per week","1998","Hesse","Urban Area","72","0.0920562297925216","0.0720226220446485","0.112089837540395","2"
"Min 1x per week","1998","Bremen","Rural Area","","","","","2"
"Min 1x per week","1998","North Rhine-Westphalia","Urban Area","346","0.12603975932024","0.113680062240465","0.138399456400015","2"
"Min 1x per week","1998","North Rhine-Westphalia","Rural Area","8","","","","2"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","Rural Area","27","","","","2"
"Min 1x per week","1998","Baden-Württemberg","Urban Area","228","0.123204972066841","0.107155399257584","0.139254544876099","2"
"Min 1x per week","1998","Baden-Württemberg","Rural Area","25","","","","2"
"Min 1x per week","1998","Bavaria","Urban Area","87","0.115308168784129","0.094487727886667","0.136128609681592","2"
"Min 1x per week","1998","Bavaria","Rural Area","194","0.227338381250817","0.200881379532935","0.253795382968699","2"
"Min 1x per week","1998","Berlin","Urban Area","30","0.055975484679339","0.0363494143367181","0.0756015550219598","2"
"Min 1x per week","1998","Berlin","Rural Area","","","","","2"
"Min 1x per week","1998","Brandenburg","Urban Area","1","","","","2"
"Min 1x per week","1998","Brandenburg","Rural Area","9","","","","2"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Rural Area","9","","","","2"
"Min 1x per week","1998","Saxony","Urban Area","33","0.0601717499359631","0.0408683245055624","0.0794751753663638","2"
"Min 1x per week","1998","Saxony","Rural Area","14","","","","2"
"Min 1x per week","1998","Saxony-Anhalt","Urban Area","2","","","","2"
"Min 1x per week","1998","Saxony-Anhalt","Rural Area","14","","","","2"
"Min 1x per week","1998","Thuringia","Urban Area","1","","","","2"
"Min 1x per week","1998","Thuringia","Rural Area","33","0.0817662646324247","0.0581011736884074","0.105431355576442","2"
"Never","1998","Thuringia","Rural Area","311","0.641185816911831","0.59975998575409","0.682611648069572","5"
"Never","1998","Thuringia","Urban Area","158","0.728144549336562","0.669218970479952","0.787070128193171","5"
"Never","1998","Mecklenburg-Western Pomerania","Rural Area","267","0.735487426088799","0.689540416930061","0.781434435247536","5"
"Never","1998","Saxony","Urban Area","415","0.717747522523638","0.681211728852479","0.754283316194797","5"
"Never","1998","Saxony","Rural Area","457","0.733178910218808","0.697669781191986","0.768688039245631","5"
"Never","1998","Saxony-Anhalt","Urban Area","171","0.890360128967489","0.846394394168231","0.934325863766746","5"
"Never","1998","Saxony-Anhalt","Rural Area","362","0.745020560212605","0.706702227238156","0.783338893187054","5"
"Never","1998","Mecklenburg-Western Pomerania","Urban Area","47","0.858735311258889","0.76496688538296","0.952503737134818","5"
"Never","1998","Schleswig-Holstein","Urban Area","97","0.548364073775169","0.477602085327514","0.619126062222824","5"
"Never","1998","Schleswig-Holstein","Rural Area","81","0.464748607482516","0.388181500088072","0.541315714876961","5"
"Never","1998","North Rhine-Westphalia","Urban Area","1227","0.436768494070592","0.41829805036831","0.455238937772874","5"
"Never","1998","Hamburg","Urban Area","96","0.68976185828799","0.616700975817604","0.762822740758376","5"
"Never","1998","Hamburg","Rural Area","","","","","5"
"Never","1998","Lower Saxony","Urban Area","341","0.562255321035126","0.523173032073306","0.601337609996945","5"
"Never","1998","Lower Saxony","Rural Area","255","0.414370404351326","0.374141081541845","0.454599727160808","5"
"Never","1998","Bremen","Urban Area","63","0.612838187947568","0.517841914063862","0.707834461831273","5"
"Never","1998","Bremen","Rural Area","","","","","5"
"Never","1998","North Rhine-Westphalia","Rural Area","12","","","","5"
"Never","1998","Hesse","Urban Area","381","0.471275387346158","0.436685014687231","0.505865760005085","5"
"Never","1998","Hesse","Rural Area","62","0.361943518090263","0.284781261320162","0.439105774860365","5"
"Never","1998","Rhineland-Palatinate,Saarland","Urban Area","260","0.430612149852355","0.391635950865333","0.469588348839377","5"
"Never","1998","Rhineland-Palatinate,Saarland","Rural Area","52","0.242893033391235","0.180931047282325","0.304855019500146","5"
"Never","1998","Baden-Württemberg","Urban Area","548","0.371465206814712","0.347869985592264","0.395060428037161","5"
"Never","1998","Baden-Württemberg","Rural Area","73","0.353002999937844","0.287741836417906","0.418264163457781","5"
"Never","1998","Bavaria","Urban Area","427","0.481490714305968","0.448919338534701","0.514062090077235","5"
"Never","1998","Bavaria","Rural Area","242","0.229328914473771","0.202790589108499","0.255867239839043","5"
"Never","1998","Berlin","Urban Area","398","0.743617728571878","0.706338952396997","0.78089650474676","5"
"Never","1998","Berlin","Rural Area","","","","","5"
"Never","1998","Brandenburg","Urban Area","19","","","","5"
"Never","1998","Brandenburg","Rural Area","468","0.785877605559041","0.752777407879192","0.818977803238891","5"
"Rarely","1998","North Rhine-Westphalia","Rural Area","30","0.372851408680892","0.254380635257824","0.491322182103959","4"
"Rarely","1998","Hesse","Urban Area","271","0.339951510525177","0.30712690573264","0.372776115317713","4"
"Rarely","1998","Baden-Württemberg","Rural Area","76","0.369996928393784","0.304066655458104","0.435927201329463","4"
"Rarely","1998","Bavaria","Urban Area","271","0.289805096270384","0.260231396426505","0.319378796114263","4"
"Rarely","1998","Schleswig-Holstein","Rural Area","62","0.443105974272167","0.366846400951993","0.51936554759234","4"
"Rarely","1998","Hamburg","Urban Area","39","0.210275894720176","0.145915281607893","0.274636507832459","4"
"Rarely","1998","Schleswig-Holstein","Urban Area","72","0.361366888494212","0.293058949069375","0.429674827919049","4"
"Rarely","1998","Hamburg","Rural Area","","","","","4"
"Rarely","1998","Lower Saxony","Urban Area","190","0.317492092640532","0.280821066147664","0.354163119133399","4"
"Rarely","1998","North Rhine-Westphalia","Urban Area","891","0.328133721197216","0.310648341784419","0.345619100610012","4"
"Rarely","1998","Hesse","Rural Area","52","0.351947371828003","0.275264395999101","0.428630347656906","4"
"Rarely","1998","Rhineland-Palatinate,Saarland","Urban Area","204","0.301098567453749","0.264989642702836","0.337207492204662","4"
"Rarely","1998","Rhineland-Palatinate,Saarland","Rural Area","80","0.445565743455722","0.373749926667271","0.517381560244173","4"
"Rarely","1998","Baden-Württemberg","Urban Area","580","0.336560430836589","0.313485918384642","0.359634943288536","4"
"Rarely","1998","Lower Saxony","Rural Area","210","0.388065501746473","0.348269280527381","0.427861722965565","4"
"Rarely","1998","Bremen","Urban Area","24","","","","4"
"Rarely","1998","Bremen","Rural Area","","","","","4"
"Rarely","1998","Thuringia","Rural Area","140","0.225530361211507","0.189435183636824","0.26162553878619","4"
"Rarely","1998","Mecklenburg-Western Pomerania","Rural Area","61","0.188879540618987","0.148105702258321","0.229653378979653","4"
"Rarely","1998","Saxony","Urban Area","101","0.170794844211662","0.140246885934274","0.20134280248905","4"
"Rarely","1998","Saxony","Rural Area","89","0.167410942654463","0.137437803400731","0.197384081908194","4"
"Rarely","1998","Saxony-Anhalt","Urban Area","19","","","","4"
"Rarely","1998","Saxony-Anhalt","Rural Area","102","0.184948827824914","0.150814753766569","0.219082901883259","4"
"Rarely","1998","Thuringia","Urban Area","44","0.205509973027719","0.151993595383771","0.259026350671667","4"
"Rarely","1998","Bavaria","Rural Area","363","0.375077514826254","0.344515416785692","0.405639612866816","4"
"Rarely","1998","Berlin","Urban Area","75","0.150525927510977","0.11999615956018","0.181055695461773","4"
"Rarely","1998","Berlin","Rural Area","","","","","4"
"Rarely","1998","Brandenburg","Urban Area","5","","","","4"
"Rarely","1998","Brandenburg","Rural Area","98","0.168296125050643","0.138107488005591","0.198484762095695","4"
"Rarely","1998","Mecklenburg-Western Pomerania","Urban Area","4","","","","4"
"Daily","1999","Schleswig-Holstein","Urban Area","","","","","1"
"Daily","1999","Schleswig-Holstein","Rural Area","","","","","1"
"Daily","1999","Hamburg","Urban Area","","","","","1"
"Daily","1999","Hamburg","Rural Area","","","","","1"
"Daily","1999","Lower Saxony","Urban Area","","","","","1"
"Daily","1999","Lower Saxony","Rural Area","","","","","1"
"Daily","1999","Bremen","Urban Area","","","","","1"
"Daily","1999","Bremen","Rural Area","","","","","1"
"Daily","1999","North Rhine-Westphalia","Urban Area","","","","","1"
"Daily","1999","North Rhine-Westphalia","Rural Area","","","","","1"
"Daily","1999","Hesse","Urban Area","","","","","1"
"Daily","1999","Hesse","Rural Area","","","","","1"
"Daily","1999","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Daily","1999","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Daily","1999","Baden-Württemberg","Urban Area","","","","","1"
"Daily","1999","Baden-Württemberg","Rural Area","","","","","1"
"Daily","1999","Bavaria","Urban Area","","","","","1"
"Daily","1999","Bavaria","Rural Area","","","","","1"
"Daily","1999","Berlin","Urban Area","","","","","1"
"Daily","1999","Berlin","Rural Area","","","","","1"
"Daily","1999","Brandenburg","Urban Area","","","","","1"
"Daily","1999","Brandenburg","Rural Area","","","","","1"
"Daily","1999","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Daily","1999","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Daily","1999","Saxony","Urban Area","","","","","1"
"Daily","1999","Saxony","Rural Area","","","","","1"
"Daily","1999","Saxony-Anhalt","Urban Area","","","","","1"
"Daily","1999","Saxony-Anhalt","Rural Area","","","","","1"
"Daily","1999","Thuringia","Urban Area","","","","","1"
"Daily","1999","Thuringia","Rural Area","","","","","1"
"Min 1x per month","1999","Schleswig-Holstein","Rural Area","4","","","","3"
"Min 1x per month","1999","Hamburg","Rural Area","","","","","3"
"Min 1x per month","1999","Hamburg","Urban Area","17","","","","3"
"Min 1x per month","1999","Schleswig-Holstein","Urban Area","8","","","","3"
"Min 1x per month","1999","Lower Saxony","Urban Area","42","0.0692351649355902","0.0491559256851214","0.089314404186059","3"
"Min 1x per month","1999","Lower Saxony","Rural Area","45","0.077338861496514","0.0550747418542933","0.0996029811387348","3"
"Min 1x per month","1999","Bremen","Urban Area","3","","","","3"
"Min 1x per month","1999","Bremen","Rural Area","","","","","3"
"Min 1x per month","1999","North Rhine-Westphalia","Urban Area","275","0.0953231621261873","0.0841318448350338","0.106514479417341","3"
"Min 1x per month","1999","North Rhine-Westphalia","Rural Area","6","","","","3"
"Min 1x per month","1999","Hesse","Urban Area","70","0.0903385872195691","0.0698905725167595","0.110786601922379","3"
"Min 1x per month","1999","Hesse","Rural Area","13","","","","3"
"Min 1x per month","1999","Rhineland-Palatinate,Saarland","Urban Area","63","0.107725971751352","0.0827514848847866","0.132700458617918","3"
"Min 1x per month","1999","Rhineland-Palatinate,Saarland","Rural Area","17","","","","3"
"Min 1x per month","1999","Baden-Württemberg","Urban Area","209","0.136662116485797","0.119501090401404","0.153823142570191","3"
"Min 1x per month","1999","Baden-Württemberg","Rural Area","26","","","","3"
"Min 1x per month","1999","Bavaria","Urban Area","78","0.0621444225372552","0.0462389887956249","0.0780498562788855","3"
"Min 1x per month","1999","Bavaria","Rural Area","143","0.163008709564822","0.139062274573768","0.186955144555876","3"
"Min 1x per month","1999","Berlin","Urban Area","20","","","","3"
"Min 1x per month","1999","Berlin","Rural Area","","","","","3"
"Min 1x per month","1999","Brandenburg","Urban Area","4","","","","3"
"Min 1x per month","1999","Brandenburg","Rural Area","17","","","","3"
"Min 1x per month","1999","Mecklenburg-Western Pomerania","Urban Area","2","","","","3"
"Min 1x per month","1999","Mecklenburg-Western Pomerania","Rural Area","21","","","","3"
"Min 1x per month","1999","Saxony","Urban Area","42","0.0751461171200702","0.0532331831608238","0.0970590510793167","3"
"Min 1x per month","1999","Saxony","Rural Area","25","","","","3"
"Min 1x per month","1999","Saxony-Anhalt","Urban Area","","","","","3"
"Min 1x per month","1999","Saxony-Anhalt","Rural Area","17","","","","3"
"Min 1x per month","1999","Thuringia","Urban Area","14","","","","3"
"Min 1x per month","1999","Thuringia","Rural Area","21","","","","3"
"Min 1x per week","1999","Hesse","Urban Area","67","0.0913951529873205","0.0708398576107168","0.111950448363924","2"
"Min 1x per week","1999","Schleswig-Holstein","Urban Area","7","","","","2"
"Min 1x per week","1999","Hesse","Rural Area","16","","","","2"
"Min 1x per week","1999","Rhineland-Palatinate,Saarland","Urban Area","78","0.163988274396286","0.134161944300792","0.193814604491779","2"
"Min 1x per week","1999","Bremen","Urban Area","7","","","","2"
"Min 1x per week","1999","Hamburg","Urban Area","6","","","","2"
"Min 1x per week","1999","North Rhine-Westphalia","Rural Area","9","","","","2"
"Min 1x per week","1999","Schleswig-Holstein","Rural Area","8","","","","2"
"Min 1x per week","1999","Hamburg","Rural Area","","","","","2"
"Min 1x per week","1999","Lower Saxony","Urban Area","47","0.0719507659398391","0.0515114138683159","0.0923901180113624","2"
"Min 1x per week","1999","Lower Saxony","Rural Area","41","0.0686650056393496","0.0475881308174149","0.0897418804612843","2"
"Min 1x per week","1999","Bremen","Rural Area","","","","","2"
"Min 1x per week","1999","North Rhine-Westphalia","Urban Area","303","0.114286948654965","0.102161994818646","0.126411902491285","2"
"Min 1x per week","1999","Rhineland-Palatinate,Saarland","Rural Area","25","","","","2"
"Min 1x per week","1999","Baden-Württemberg","Urban Area","200","0.119356976981498","0.103159303659199","0.135554650303797","2"
"Min 1x per week","1999","Baden-Württemberg","Rural Area","30","0.142478847827248","0.0939143199829056","0.191043375671591","2"
"Min 1x per week","1999","Bavaria","Urban Area","92","0.13296868531205","0.110598553933186","0.155338816690914","2"
"Min 1x per week","1999","Bavaria","Rural Area","186","0.233832042359635","0.206391733383385","0.261272351335884","2"
"Min 1x per week","1999","Berlin","Urban Area","25","","","","2"
"Min 1x per week","1999","Berlin","Rural Area","","","","","2"
"Min 1x per week","1999","Brandenburg","Urban Area","","","","","2"
"Min 1x per week","1999","Brandenburg","Rural Area","8","","","","2"
"Min 1x per week","1999","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Min 1x per week","1999","Mecklenburg-Western Pomerania","Rural Area","9","","","","2"
"Min 1x per week","1999","Saxony","Urban Area","25","","","","2"
"Min 1x per week","1999","Saxony","Rural Area","15","","","","2"
"Min 1x per week","1999","Saxony-Anhalt","Urban Area","3","","","","2"
"Min 1x per week","1999","Saxony-Anhalt","Rural Area","15","","","","2"
"Min 1x per week","1999","Thuringia","Urban Area","4","","","","2"
"Min 1x per week","1999","Thuringia","Rural Area","30","0.0734148636865925","0.0504385604382728","0.0963911669349123","2"
"Never","1999","Schleswig-Holstein","Rural Area","88","0.533782200376123","0.456963482798082","0.610600917954163","5"
"Never","1999","Schleswig-Holstein","Urban Area","77","0.509272312806022","0.433224038951546","0.585320586660499","5"
"Never","1999","Mecklenburg-Western Pomerania","Urban Area","44","0.849898143653535","0.750897148339663","0.948899138967406","5"
"Never","1999","Mecklenburg-Western Pomerania","Rural Area","263","0.747445560030011","0.701797139393159","0.793093980666863","5"
"Never","1999","Saxony","Urban Area","386","0.683372881851434","0.644708273119053","0.722037490583815","5"
"Never","1999","Saxony","Rural Area","437","0.707791057600218","0.671125893130223","0.744456222070214","5"
"Never","1999","Saxony-Anhalt","Urban Area","165","0.871271331283574","0.82339911683082","0.919143545736328","5"
"Never","1999","Saxony-Anhalt","Rural Area","381","0.792357194842957","0.756803721454789","0.827910668231126","5"
"Never","1999","Thuringia","Urban Area","146","0.647476833797824","0.585051225901077","0.709902441694571","5"
"Never","1999","Thuringia","Rural Area","308","0.675175920033712","0.633920779342539","0.716431060724886","5"
"Never","1999","Hamburg","Urban Area","84","0.673514950612741","0.595559594380827","0.751470306844656","5"
"Never","1999","Hamburg","Rural Area","","","","","5"
"Never","1999","Lower Saxony","Urban Area","330","0.525078649025056","0.48557957338958","0.564577724660532","5"
"Never","1999","Lower Saxony","Rural Area","256","0.450423199647492","0.408955485446875","0.491890913848109","5"
"Never","1999","Bremen","Urban Area","59","0.634866316965592","0.534271907174882","0.735460726756303","5"
"Never","1999","Bremen","Rural Area","","","","","5"
"Never","1999","North Rhine-Westphalia","Urban Area","1170","0.443891859036889","0.424957375252957","0.46282634282082","5"
"Never","1999","North Rhine-Westphalia","Rural Area","23","","","","5"
"Never","1999","Hesse","Urban Area","354","0.483660342634838","0.448014195455641","0.519306489814036","5"
"Never","1999","Hesse","Rural Area","56","0.338059005882192","0.260253592806246","0.415864418958137","5"
"Never","1999","Rhineland-Palatinate,Saarland","Urban Area","258","0.42876894584773","0.388902749261553","0.468635142433906","5"
"Never","1999","Rhineland-Palatinate,Saarland","Rural Area","51","0.266753969257573","0.201783142173107","0.331724796342039","5"
"Never","1999","Baden-Württemberg","Urban Area","538","0.382978870516328","0.358692299245752","0.407265441786904","5"
"Never","1999","Baden-Württemberg","Rural Area","63","0.334817954458173","0.269249313615748","0.400386595300598","5"
"Never","1999","Bavaria","Urban Area","433","0.468862283412951","0.435984488966717","0.501740077859185","5"
"Never","1999","Bavaria","Rural Area","262","0.270121317730093","0.241335421025426","0.29890721443476","5"
"Never","1999","Berlin","Urban Area","377","0.707908707515176","0.66848244826315","0.747334966767202","5"
"Never","1999","Berlin","Rural Area","","","","","5"
"Never","1999","Brandenburg","Urban Area","28","","","","5"
"Never","1999","Brandenburg","Rural Area","451","0.783664495899488","0.749592651316575","0.817736340482401","5"
"Rarely","1999","Schleswig-Holstein","Rural Area","62","0.417003930135192","0.341077414269011","0.492930446001373","4"
"Rarely","1999","Hamburg","Urban Area","32","0.191894227125116","0.126429742921786","0.257358711328447","4"
"Rarely","1999","Bremen","Rural Area","","","","","4"
"Rarely","1999","North Rhine-Westphalia","Urban Area","897","0.346498030181959","0.328363383929363","0.364632676434554","4"
"Rarely","1999","North Rhine-Westphalia","Rural Area","28","","","","4"
"Rarely","1999","Hesse","Urban Area","264","0.334605917158272","0.30094849183966","0.368263342476884","4"
"Rarely","1999","Baden-Württemberg","Rural Area","80","0.39353808560177","0.325662013334417","0.461414157869122","4"
"Rarely","1999","Bavaria","Urban Area","282","0.336024608737744","0.304904723304889","0.367144494170598","4"
"Rarely","1999","Schleswig-Holstein","Urban Area","74","0.433400056788484","0.358016470916342","0.508783642660625","4"
"Rarely","1999","Hamburg","Rural Area","","","","","4"
"Rarely","1999","Lower Saxony","Urban Area","195","0.333735420099515","0.296437173220514","0.371033666978515","4"
"Rarely","1999","Lower Saxony","Rural Area","211","0.403572933216644","0.362682170330662","0.444463696102626","4"
"Rarely","1999","Bremen","Urban Area","19","","","","4"
"Rarely","1999","Hesse","Rural Area","57","0.433019580357477","0.351522562605464","0.51451659810949","4"
"Rarely","1999","Rhineland-Palatinate,Saarland","Urban Area","193","0.299516808004632","0.262619328814158","0.336414287195106","4"
"Rarely","1999","Rhineland-Palatinate,Saarland","Rural Area","85","0.473533485874768","0.400183706111937","0.546883265637599","4"
"Rarely","1999","Baden-Württemberg","Urban Area","592","0.361002036016376","0.337006340420177","0.384997731612576","4"
"Rarely","1999","Thuringia","Rural Area","136","0.212405629058827","0.176374339622907","0.248436918494748","4"
"Rarely","1999","Mecklenburg-Western Pomerania","Rural Area","55","0.172040473462405","0.132387264618667","0.211693682306142","4"
"Rarely","1999","Bavaria","Rural Area","323","0.33303793034545","0.302483625262456","0.363592235428445","4"
"Rarely","1999","Berlin","Urban Area","89","0.19854038419063","0.163954180739255","0.233126587642005","4"
"Rarely","1999","Thuringia","Urban Area","61","0.285717210176104","0.226688930606208","0.344745489746","4"
"Rarely","1999","Brandenburg","Rural Area","85","0.168842754133792","0.13784362652533","0.199841881742253","4"
"Rarely","1999","Berlin","Rural Area","","","","","4"
"Rarely","1999","Brandenburg","Urban Area","5","","","","4"
"Rarely","1999","Mecklenburg-Western Pomerania","Urban Area","4","","","","4"
"Rarely","1999","Saxony","Urban Area","103","0.195401574101906","0.162443311215411","0.2283598369884","4"
"Rarely","1999","Saxony","Rural Area","114","0.208038371400007","0.175313485329357","0.240763257470658","4"
"Rarely","1999","Saxony-Anhalt","Urban Area","20","","","","4"
"Rarely","1999","Saxony-Anhalt","Rural Area","87","0.149547150029038","0.118287991732697","0.180806308325379","4"
"Daily","2000","North Rhine-Westphalia","Urban Area","","","","","1"
"Daily","2000","North Rhine-Westphalia","Rural Area","","","","","1"
"Daily","2000","Hesse","Urban Area","","","","","1"
"Daily","2000","Hesse","Rural Area","","","","","1"
"Daily","2000","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Daily","2000","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Daily","2000","Baden-Württemberg","Urban Area","","","","","1"
"Daily","2000","Baden-Württemberg","Rural Area","","","","","1"
"Daily","2000","Bavaria","Urban Area","","","","","1"
"Daily","2000","Bavaria","Rural Area","","","","","1"
"Daily","2000","Berlin","Urban Area","","","","","1"
"Daily","2000","Berlin","Rural Area","","","","","1"
"Daily","2000","Brandenburg","Urban Area","","","","","1"
"Daily","2000","Schleswig-Holstein","Urban Area","","","","","1"
"Daily","2000","Schleswig-Holstein","Rural Area","","","","","1"
"Daily","2000","Hamburg","Urban Area","","","","","1"
"Daily","2000","Hamburg","Rural Area","","","","","1"
"Daily","2000","Lower Saxony","Urban Area","","","","","1"
"Daily","2000","Lower Saxony","Rural Area","","","","","1"
"Daily","2000","Bremen","Urban Area","","","","","1"
"Daily","2000","Bremen","Rural Area","","","","","1"
"Daily","2000","Brandenburg","Rural Area","","","","","1"
"Daily","2000","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Daily","2000","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Daily","2000","Saxony","Urban Area","","","","","1"
"Daily","2000","Saxony","Rural Area","","","","","1"
"Daily","2000","Saxony-Anhalt","Urban Area","","","","","1"
"Daily","2000","Saxony-Anhalt","Rural Area","","","","","1"
"Daily","2000","Thuringia","Urban Area","","","","","1"
"Daily","2000","Thuringia","Rural Area","","","","","1"
"Min 1x per month","2000","Schleswig-Holstein","Urban Area","","","","","3"
"Min 1x per month","2000","Schleswig-Holstein","Rural Area","","","","","3"
"Min 1x per month","2000","Hamburg","Urban Area","","","","","3"
"Min 1x per month","2000","Hamburg","Rural Area","","","","","3"
"Min 1x per month","2000","North Rhine-Westphalia","Urban Area","","","","","3"
"Min 1x per month","2000","North Rhine-Westphalia","Rural Area","","","","","3"
"Min 1x per month","2000","Hesse","Urban Area","","","","","3"
"Min 1x per month","2000","Hesse","Rural Area","","","","","3"
"Min 1x per month","2000","Rhineland-Palatinate,Saarland","Urban Area","","","","","3"
"Min 1x per month","2000","Rhineland-Palatinate,Saarland","Rural Area","","","","","3"
"Min 1x per month","2000","Baden-Württemberg","Urban Area","","","","","3"
"Min 1x per month","2000","Baden-Württemberg","Rural Area","","","","","3"
"Min 1x per month","2000","Bavaria","Urban Area","","","","","3"
"Min 1x per month","2000","Bavaria","Rural Area","","","","","3"
"Min 1x per month","2000","Berlin","Urban Area","","","","","3"
"Min 1x per month","2000","Berlin","Rural Area","","","","","3"
"Min 1x per month","2000","Brandenburg","Urban Area","","","","","3"
"Min 1x per month","2000","Brandenburg","Rural Area","","","","","3"
"Min 1x per month","2000","Mecklenburg-Western Pomerania","Urban Area","","","","","3"
"Min 1x per month","2000","Mecklenburg-Western Pomerania","Rural Area","","","","","3"
"Min 1x per month","2000","Saxony","Urban Area","","","","","3"
"Min 1x per month","2000","Saxony","Rural Area","","","","","3"
"Min 1x per month","2000","Saxony-Anhalt","Urban Area","","","","","3"
"Min 1x per month","2000","Saxony-Anhalt","Rural Area","","","","","3"
"Min 1x per month","2000","Thuringia","Urban Area","","","","","3"
"Min 1x per month","2000","Thuringia","Rural Area","","","","","3"
"Min 1x per month","2000","Bremen","Rural Area","","","","","3"
"Min 1x per month","2000","Lower Saxony","Urban Area","","","","","3"
"Min 1x per month","2000","Bremen","Urban Area","","","","","3"
"Min 1x per month","2000","Lower Saxony","Rural Area","","","","","3"
"Min 1x per week","2000","Schleswig-Holstein","Rural Area","","","","","2"
"Min 1x per week","2000","Bremen","Rural Area","","","","","2"
"Min 1x per week","2000","Hesse","Rural Area","","","","","2"
"Min 1x per week","2000","Schleswig-Holstein","Urban Area","","","","","2"
"Min 1x per week","2000","Bremen","Urban Area","","","","","2"
"Min 1x per week","2000","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"Min 1x per week","2000","Hamburg","Urban Area","","","","","2"
"Min 1x per week","2000","Hamburg","Rural Area","","","","","2"
"Min 1x per week","2000","Lower Saxony","Rural Area","","","","","2"
"Min 1x per week","2000","Hesse","Urban Area","","","","","2"
"Min 1x per week","2000","Lower Saxony","Urban Area","","","","","2"
"Min 1x per week","2000","North Rhine-Westphalia","Urban Area","","","","","2"
"Min 1x per week","2000","North Rhine-Westphalia","Rural Area","","","","","2"
"Min 1x per week","2000","Baden-Württemberg","Urban Area","","","","","2"
"Min 1x per week","2000","Baden-Württemberg","Rural Area","","","","","2"
"Min 1x per week","2000","Bavaria","Urban Area","","","","","2"
"Min 1x per week","2000","Bavaria","Rural Area","","","","","2"
"Min 1x per week","2000","Berlin","Urban Area","","","","","2"
"Min 1x per week","2000","Berlin","Rural Area","","","","","2"
"Min 1x per week","2000","Brandenburg","Urban Area","","","","","2"
"Min 1x per week","2000","Brandenburg","Rural Area","","","","","2"
"Min 1x per week","2000","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Min 1x per week","2000","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"Min 1x per week","2000","Saxony","Urban Area","","","","","2"
"Min 1x per week","2000","Saxony","Rural Area","","","","","2"
"Min 1x per week","2000","Saxony-Anhalt","Urban Area","","","","","2"
"Min 1x per week","2000","Saxony-Anhalt","Rural Area","","","","","2"
"Min 1x per week","2000","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"Min 1x per week","2000","Thuringia","Urban Area","","","","","2"
"Min 1x per week","2000","Thuringia","Rural Area","","","","","2"
"Never","2000","Schleswig-Holstein","Urban Area","","","","","5"
"Never","2000","Schleswig-Holstein","Rural Area","","","","","5"
"Never","2000","Baden-Württemberg","Rural Area","","","","","5"
"Never","2000","Bavaria","Urban Area","","","","","5"
"Never","2000","Bavaria","Rural Area","","","","","5"
"Never","2000","Berlin","Urban Area","","","","","5"
"Never","2000","Berlin","Rural Area","","","","","5"
"Never","2000","Brandenburg","Urban Area","","","","","5"
"Never","2000","Brandenburg","Rural Area","","","","","5"
"Never","2000","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Never","2000","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Never","2000","Saxony","Urban Area","","","","","5"
"Never","2000","Saxony","Rural Area","","","","","5"
"Never","2000","Saxony-Anhalt","Urban Area","","","","","5"
"Never","2000","Saxony-Anhalt","Rural Area","","","","","5"
