"pli0098_h","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Daily","1990","16-34 y.","Full Time","9","","",""
"Daily","1990","16-34 y.","Part Time","3","","",""
"Daily","1990","16-34 y.","Not Working","3","","",""
"Daily","1990","35-65 y.","Full Time","22","","",""
"Daily","1990","35-65 y.","Part Time","6","","",""
"Daily","1990","35-65 y.","Not Working","20","","",""
"Daily","1990","66 and older","Full Time","","","",""
"Daily","1990","66 and older","Part Time","1","","",""
"Daily","1990","66 and older","Not Working","15","","",""
"Min 1x per week","1990","16-34 y.","Full Time","183","0.0825933949289912","0.0702323782848652","0.0949544115731172"
"Min 1x per week","1990","16-34 y.","Part Time","68","0.0757867292597718","0.0576943840929551","0.0938790744265886"
"Min 1x per week","1990","16-34 y.","Not Working","122","0.126239031475852","0.104612984629246","0.147865078322458"
"Min 1x per week","1990","35-65 y.","Full Time","336","0.121895663365479","0.109076147419117","0.134715179311841"
"Min 1x per week","1990","35-65 y.","Part Time","132","0.141473822198966","0.118248868770296","0.164698775627636"
"Min 1x per week","1990","35-65 y.","Not Working","302","0.203089977909898","0.182024179984979","0.224155775834817"
"Min 1x per week","1990","66 and older","Full Time","1","","",""
"Min 1x per week","1990","66 and older","Part Time","4","","",""
"Min 1x per week","1990","66 and older","Not Working","238","0.228805021213007","0.202873219204198","0.254736823221816"
"Min 1x per month","1990","16-34 y.","Full Time","188","0.0803259248561132","0.0681207096775216","0.0925311400347048"
"Min 1x per month","1990","16-34 y.","Part Time","90","0.0894027257393781","0.0698975110347073","0.108907940444049"
"Min 1x per month","1990","16-34 y.","Not Working","95","0.106045952230869","0.0859971404883651","0.126094763973374"
"Min 1x per month","1990","35-65 y.","Full Time","271","0.0987004485627518","0.0870135687175552","0.110387328407949"
"Min 1x per month","1990","35-65 y.","Part Time","134","0.144708924764199","0.121264225526708","0.168153624001689"
"Min 1x per month","1990","35-65 y.","Not Working","191","0.13072302130313","0.113071418315857","0.148374624290404"
"Min 1x per month","1990","66 and older","Full Time","3","","",""
"Min 1x per month","1990","66 and older","Part Time","8","","",""
"Min 1x per month","1990","66 and older","Not Working","152","0.159610049673233","0.137000684597496","0.182219414748971"
"Rarely","1990","16-34 y.","Full Time","610","0.326893043344036","0.30582881860302","0.347957268085052"
"Rarely","1990","16-34 y.","Part Time","292","0.35351225646068","0.320831314332182","0.386193198589177"
"Rarely","1990","16-34 y.","Not Working","249","0.299629440164549","0.269800338474492","0.329458541854607"
"Rarely","1990","35-65 y.","Full Time","833","0.341081778092064","0.322505895544917","0.35965766063921"
"Rarely","1990","35-65 y.","Part Time","282","0.336730077780051","0.305236199522068","0.368223956038033"
