"pli0098_h","year","regtyp","n","percent","lower_confidence","upper_confidence"
"Rarely","2008","Urban Area","4019","0.305148341293358","0.297172182815633","0.313124499771084"
"Rarely","2008","Rural Area","1819","0.283887320594853","0.272963943031427","0.294810698158279"
"Never","2008","Urban Area","6574","0.529042832271954","0.520396571273053","0.537689093270855"
"Never","2008","Rural Area","3597","0.541565702614601","0.529494309517155","0.553637095712046"
"Daily","2009","Urban Area","","","",""
"Daily","2009","Rural Area","","","",""
"Min 1x per week","2009","Urban Area","978","0.0792225386658988","0.0743512569392758","0.0840938203925219"
"Min 1x per week","2009","Rural Area","436","0.0730653253101783","0.0665999532157034","0.0795306974046532"
"Min 1x per month","2009","Urban Area","1031","0.0796877980894739","0.0748034677000322","0.0845721284789157"
"Min 1x per month","2009","Rural Area","573","0.0954000877269078","0.0881018844314288","0.102698291022387"
"Rarely","2009","Urban Area","3597","0.290618260800392","0.282429032439788","0.298807489160995"
"Rarely","2009","Rural Area","1709","0.287402555990105","0.276159594004323","0.298645517975887"
"Never","2009","Urban Area","6203","0.550471402444236","0.541499437390352","0.559443367498119"
"Never","2009","Rural Area","3506","0.544132030972808","0.531758746893261","0.556505315052356"
"Daily","2010","Urban Area","","","",""
"Daily","2010","Rural Area","","","",""
"Min 1x per week","2010","Urban Area","","","",""
"Min 1x per week","2010","Rural Area","","","",""
"Min 1x per month","2010","Urban Area","","","",""
"Min 1x per month","2010","Rural Area","","","",""
"Rarely","2010","Urban Area","","","",""
"Rarely","2010","Rural Area","","","",""
"Never","2010","Urban Area","","","",""
"Never","2010","Rural Area","","","",""
"Daily","2011","Urban Area","","","",""
"Daily","2011","Rural Area","","","",""
"Min 1x per week","2011","Urban Area","1659","0.0845562706529611","0.0805338479741205","0.0885786933318017"
"Min 1x per week","2011","Rural Area","771","0.0731070050462019","0.0680131260336979","0.0782008840587059"
"Min 1x per month","2011","Urban Area","1711","0.0816746646308483","0.0777151593146594","0.0856341699470371"
"Min 1x per month","2011","Rural Area","1036","0.0968636870209195","0.0910759141529602","0.102651459888879"
"Rarely","2011","Urban Area","5090","0.27423709345467","0.267787097385009","0.280687089524331"
"Rarely","2011","Rural Area","2557","0.263313912124318","0.254695396639637","0.271932427608999"
"Never","2011","Urban Area","9918","0.559531971261521","0.552354547035676","0.566709395487366"
"Never","2011","Rural Area","5668","0.566715395808561","0.557018706878312","0.576412084738809"
"Daily","2012","Urban Area","","","",""
"Daily","2012","Rural Area","","","",""
"Min 1x per week","2012","Urban Area","","","",""
"Min 1x per week","2012","Rural Area","","","",""
"Min 1x per month","2012","Urban Area","","","",""
"Min 1x per month","2012","Rural Area","","","",""
"Rarely","2012","Urban Area","","","",""
"Rarely","2012","Rural Area","","","",""
"Never","2012","Urban Area","","","",""
"Never","2012","Rural Area","","","",""
"Daily","2013","Urban Area","34","0.00212504818060939","0.00141963072431702","0.00283046563690177"
"Daily","2013","Rural Area","20","","",""
"Min 1x per week","2013","Urban Area","1366","0.0828848802527573","0.0786613721162123","0.0871083883893022"
"Min 1x per week","2013","Rural Area","726","0.0760303429277811","0.0705924558089849","0.0814682300465773"
"Min 1x per month","2013","Urban Area","1459","0.0778274152846828","0.0737235210609715","0.0819313095083942"
"Min 1x per month","2013","Rural Area","913","0.0971914216534702","0.0911139958605537","0.103268847446387"
"Rarely","2013","Urban Area","4526","0.27139526948883","0.264583328432525","0.278207210545136"
"Rarely","2013","Rural Area","2380","0.256218009279882","0.247261567352131","0.265174451207633"
"Never","2013","Urban Area","8985","0.56576738679312","0.558174552444643","0.573360221141598"
"Never","2013","Rural Area","5087","0.568686372104424","0.558525268967844","0.578847475241005"
"Daily","2014","Urban Area","","","",""
"Daily","2014","Rural Area","","","",""
"Min 1x per week","2014","Urban Area","","","",""
"Min 1x per week","2014","Rural Area","","","",""
"Min 1x per month","2014","Urban Area","","","",""
"Min 1x per month","2014","Rural Area","","","",""
"Rarely","2014","Urban Area","","","",""
"Rarely","2014","Rural Area","","","",""
"Never","2014","Urban Area","","","",""
"Never","2014","Rural Area","","","",""
"Daily","2015","Urban Area","","","",""
"Daily","2015","Rural Area","","","",""
"Min 1x per week","2015","Urban Area","1469","0.0825536085098821","0.0785007596436515","0.0866064573761127"
"Min 1x per week","2015","Rural Area","661","0.0672079928648715","0.0620780009082585","0.0723379848214844"
"Min 1x per month","2015","Urban Area","1590","0.0758422321563953","0.0719434349871082","0.0797410293256823"
"Min 1x per month","2015","Rural Area","879","0.0811849018748797","0.0755890590205168","0.0867807447292426"
"Rarely","2015","Urban Area","4600","0.255375582991266","0.248953730113989","0.261797435868543"
"Rarely","2015","Rural Area","2300","0.255178812034941","0.246246536110901","0.264111087958981"
"Never","2015","Urban Area","10054","0.586228576342457","0.578975608216469","0.593481544468444"
"Never","2015","Rural Area","5311","0.596428293225308","0.586376274528274","0.606480311922341"
"Daily","2016","Urban Area","","","",""
"Daily","2016","Rural Area","","","",""
"Min 1x per week","2016","Urban Area","","","",""
"Min 1x per week","2016","Rural Area","","","",""
"Min 1x per month","2016","Urban Area","","","",""
"Min 1x per month","2016","Rural Area","","","",""
"Rarely","2016","Urban Area","","","",""
"Rarely","2016","Rural Area","","","",""
"Never","2016","Urban Area","","","",""
"Never","2016","Rural Area","","","",""
"Daily","2017","Urban Area","27","","",""
"Daily","2017","Rural Area","12","","",""
"Min 1x per week","2017","Urban Area","2157","0.0827834457051309","0.0790710273917588","0.0864958640185029"
"Min 1x per week","2017","Rural Area","873","0.0696180918962567","0.0648581784282737","0.0743780053642397"
"Min 1x per month","2017","Urban Area","1832","0.0793700192049559","0.0757281863114738","0.0830118520984381"
"Min 1x per month","2017","Rural Area","963","0.0889845844171928","0.0836594861985131","0.0943096826358726"
"Rarely","2017","Urban Area","4924","0.240206022930616","0.234450443070729","0.245961602790504"
"Rarely","2017","Rural Area","2570","0.242501849563209","0.234485886868463","0.250517812257955"
"Never","2017","Urban Area","12224","0.597494951694506","0.590887986779448","0.604101916609564"
"Never","2017","Rural Area","6564","0.598783494834312","0.589616400995627","0.607950588672998"
"Daily","2018","Urban Area","16","","",""
"Daily","2018","Rural Area","7","","",""
"Min 1x per week","2018","Urban Area","524","0.225190399075672","0.209819797857225","0.240561000294119"
"Min 1x per week","2018","Rural Area","147","0.179069582631276","0.155493843273026","0.202645321989527"
"Min 1x per month","2018","Urban Area","269","0.108166689173577","0.0967377206579319","0.119595657689222"
"Min 1x per month","2018","Rural Area","105","0.120636963243193","0.100609518671909","0.140664407814476"
"Rarely","2018","Urban Area","524","0.176443355639048","0.162416258156801","0.190470453121295"
"Rarely","2018","Rural Area","169","0.171359952668724","0.148189268205977","0.194530637131471"
"Never","2018","Urban Area","1504","0.483977256528494","0.465587951293148","0.50236656176384"
"Never","2018","Rural Area","588","0.51530993030109","0.484579576958811","0.54604028364337"
"Daily","2019","Urban Area","47","0.00231431629902839","0.00161013001021595","0.00301850258784082"
"Daily","2019","Rural Area","23","","",""
"Min 1x per week","2019","Urban Area","1516","0.0796810658106953","0.0757125685638869","0.0836495630575037"
"Min 1x per week","2019","Rural Area","693","0.0621876148844995","0.0574024181118293","0.0669728116571696"
"Min 1x per month","2019","Urban Area","1425","0.0702910688987898","0.0665447657891554","0.0740373720084242"
"Min 1x per month","2019","Rural Area","864","0.0875960187134903","0.0819942440017902","0.0931977934251904"
"Rarely","2019","Urban Area","4730","0.266771105316193","0.260289709907226","0.273252500725159"
"Rarely","2019","Rural Area","2487","0.250299784790881","0.241716294408451","0.258883275173311"
"Never","2019","Urban Area","10169","0.580942443675294","0.573711703948937","0.588173183401651"
"Never","2019","Rural Area","5717","0.596848773151871","0.587129002562312","0.60656854374143"
