"pli0098_h","year","e11103","n","percent","lower_confidence","upper_confidence"
"Never","2018","Not Working","1854","0.499943323581615","0.48299409626704","0.516892550896191"
"Daily","2019","Full Time","16","","",""
"Daily","2019","Part Time","18","","",""
"Daily","2019","Not Working","39","0.00364359187378995","0.00250535285782582","0.00478183088975408"
"Min 1x per week","2019","Full Time","571","0.0435964031105621","0.0397501314696013","0.0474426747515229"
"Min 1x per week","2019","Part Time","615","0.0688579658999805","0.0632121372186298","0.0745037945813312"
"Min 1x per week","2019","Not Working","1127","0.106621723707071","0.100791277537439","0.112452169876703"
"Min 1x per month","2019","Full Time","826","0.0598816830768555","0.0554124574636905","0.0643509086900204"
"Min 1x per month","2019","Part Time","732","0.0858529153075549","0.079606538232579","0.0920992923825308"
"Min 1x per month","2019","Not Working","823","0.0807672805691918","0.0756198355814951","0.0859147255568884"
"Rarely","2019","Full Time","2905","0.257552278056092","0.249315456452897","0.265789099659287"
"Rarely","2019","Part Time","2075","0.270982148694679","0.261071956949727","0.28089234043963"
"Rarely","2019","Not Working","2536","0.241534639587248","0.233448917059437","0.24962036211506"
"Never","2019","Full Time","6509","0.637617580533821","0.628563221236795","0.646671939830848"
"Never","2019","Part Time","4287","0.571799681900089","0.560766822532458","0.58283254126772"
"Never","2019","Not Working","6239","0.567432764262699","0.558073423460728","0.576792105064671"
