"pli0098_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Rarely","1997","Part Time","Couple + C. LE and GT 16","99","0.353812868397943","0.29790654971196","0.409719187083926"
"Rarely","1997","Not Working","1-pers.-HH","142","0.209117848351363","0.179596528850257","0.238639167852469"
"Rarely","1997","Not Working","(Married) couple without C. ","438","0.310385774481269","0.287884397867239","0.3328871510953"
"Rarely","1997","Not Working","Single parent ","52","0.233314274442392","0.176911488060529","0.289717060824256"
"Rarely","1997","Not Working","Couple + C. LE 16 ","204","0.298573537273987","0.263660080273193","0.333486994274782"
"Rarely","1997","Not Working","Couple + C. GT 16 ","204","0.246882135467727","0.217002217218802","0.276762053716651"
"Rarely","1997","Not Working","Couple + C. LE and GT 16","105","0.370142209566506","0.32040294438228","0.419881474750732"
"Never","1997","Full Time","1-pers.-HH","355","0.653804906227342","0.613715095994078","0.693894716460606"
"Never","1997","Full Time","(Married) couple without C. ","869","0.588432710519385","0.562970801076293","0.613894619962477"
"Never","1997","Full Time","Single parent ","139","0.540081214510743","0.476495112897107","0.60366731612438"
"Never","1997","Full Time","Couple + C. LE 16 ","745","0.510741582891537","0.485082620450231","0.536400545332844"
"Never","1997","Full Time","Couple + C. GT 16 ","573","0.486850642692011","0.456689927911733","0.517011357472289"
"Never","1997","Full Time","Couple + C. LE and GT 16","281","0.435656841330202","0.394879601578267","0.476434081082136"
"Never","1997","Part Time","1-pers.-HH","113","0.603109643826578","0.531636111166608","0.674583176486548"
"Never","1997","Part Time","(Married) couple without C. ","303","0.547283728779157","0.50478635393567","0.589781103622645"
"Never","1997","Part Time","Single parent ","104","0.49318107006561","0.419940588930381","0.566421551200839"
"Never","1997","Part Time","Couple + C. LE 16 ","324","0.392887706119645","0.357361525942378","0.428413886296913"
"Never","1997","Part Time","Couple + C. GT 16 ","261","0.477414348806872","0.434064311325484","0.520764386288259"
"Never","1997","Part Time","Couple + C. LE and GT 16","106","0.297563603945136","0.244108603303493","0.35101860458678"
"Never","1997","Not Working","1-pers.-HH","392","0.50608914222165","0.469796204491618","0.542382079951682"
"Never","1997","Not Working","(Married) couple without C. ","836","0.465643285682818","0.441382917560772","0.489903653804864"
"Never","1997","Not Working","Single parent ","131","0.554306857767825","0.488022001768271","0.620591713767378"
"Never","1997","Not Working","Couple + C. LE 16 ","289","0.48196567702399","0.443844750587281","0.520086603460699"
"Never","1997","Not Working","Couple + C. GT 16 ","361","0.418458327316135","0.384274583464432","0.452642071167839"
"Never","1997","Not Working","Couple + C. LE and GT 16","154","0.36103449065986","0.311557091718133","0.410511889601587"
"Daily","1998","Full Time","1-pers.-HH","3","","",""
"Daily","1998","Full Time","(Married) couple without C. ","5","","",""
"Daily","1998","Full Time","Single parent ","","","",""
"Daily","1998","Full Time","Couple + C. LE 16 ","6","","",""
"Daily","1998","Full Time","Couple + C. GT 16 ","2","","",""
"Daily","1998","Full Time","Couple + C. LE and GT 16","4","","",""
"Daily","1998","Part Time","1-pers.-HH","","","",""
"Daily","1998","Part Time","(Married) couple without C. ","2","","",""
"Daily","1998","Part Time","Single parent ","","","",""
"Daily","1998","Part Time","Couple + C. LE 16 ","1","","",""
"Daily","1998","Part Time","Couple + C. GT 16 ","6","","",""
"Daily","1998","Part Time","Couple + C. LE and GT 16","6","","",""
"Daily","1998","Not Working","1-pers.-HH","10","","",""
"Daily","1998","Not Working","(Married) couple without C. ","17","","",""
"Daily","1998","Not Working","Single parent ","3","","",""
"Daily","1998","Not Working","Couple + C. LE 16 ","3","","",""
"Daily","1998","Not Working","Couple + C. GT 16 ","16","","",""
"Daily","1998","Not Working","Couple + C. LE and GT 16","5","","",""
"Min 1x per week","1998","Full Time","1-pers.-HH","23","","",""
"Min 1x per week","1998","Full Time","(Married) couple without C. ","81","0.0486223334302208","0.0380138964515458","0.0592307704088958"
"Min 1x per week","1998","Full Time","Single parent ","15","","",""
"Min 1x per week","1998","Full Time","Couple + C. LE 16 ","125","0.0670636499220148","0.0545911517310618","0.0795361481129677"
"Min 1x per week","1998","Full Time","Couple + C. GT 16 ","84","0.0803103661039859","0.0645960847280571","0.0960246474799148"
"Min 1x per week","1998","Full Time","Couple + C. LE and GT 16","46","0.086616401875097","0.0630667503279907","0.110166053422203"
"Min 1x per week","1998","Part Time","1-pers.-HH","9","","",""
"Min 1x per week","1998","Part Time","(Married) couple without C. ","41","0.069584732913178","0.0494092990752835","0.0897601667510725"
"Min 1x per week","1998","Part Time","Single parent ","14","","",""
"Min 1x per week","1998","Part Time","Couple + C. LE 16 ","75","0.0958568607809843","0.0757924905496714","0.115921231012297"
"Min 1x per week","1998","Part Time","Couple + C. GT 16 ","49","0.0995404281265634","0.0747662918596244","0.124314564393502"
"Min 1x per week","1998","Part Time","Couple + C. LE and GT 16","41","0.15378354478332","0.113755307939659","0.19381178162698"
"Min 1x per week","1998","Not Working","1-pers.-HH","132","0.157197075562068","0.13335073063918","0.181043420484956"
"Min 1x per week","1998","Not Working","(Married) couple without C. ","251","0.132934416931329","0.117915706890017","0.147953126972641"
"Min 1x per week","1998","Not Working","Single parent ","22","","",""
"Min 1x per week","1998","Not Working","Couple + C. LE 16 ","80","0.0987280596270767","0.0770594708705159","0.120396648383638"
"Min 1x per week","1998","Not Working","Couple + C. GT 16 ","135","0.173110576090267","0.147646044943961","0.198575107236572"
"Min 1x per week","1998","Not Working","Couple + C. LE and GT 16","44","0.142008632569846","0.107410031104182","0.176607234035509"
"Min 1x per month","1998","Full Time","1-pers.-HH","30","0.0459237594496738","0.0295395844634078","0.0623079344359399"
"Min 1x per month","1998","Full Time","(Married) couple without C. ","92","0.0593419967644545","0.0476885611444073","0.0709954323845016"
"Min 1x per month","1998","Full Time","Single parent ","16","","",""
"Min 1x per month","1998","Full Time","Couple + C. LE 16 ","130","0.095996488924442","0.0813073417468247","0.110685636102059"
"Min 1x per month","1998","Full Time","Couple + C. GT 16 ","91","0.102124093007991","0.0846151333536251","0.119633052662357"
"Min 1x per month","1998","Full Time","Couple + C. LE and GT 16","52","0.11871339025071","0.0916322933308832","0.145794487170537"
"Min 1x per month","1998","Part Time","1-pers.-HH","21","","",""
"Min 1x per month","1998","Part Time","(Married) couple without C. ","54","0.0796665208473935","0.0581962253395474","0.10113681635524"
"Min 1x per month","1998","Part Time","Single parent ","17","","",""
"Min 1x per month","1998","Part Time","Couple + C. LE 16 ","91","0.11298097188303","0.091405293606907","0.134556650159152"
"Min 1x per month","1998","Part Time","Couple + C. GT 16 ","69","0.122691329401559","0.0955425813412785","0.14984007746184"
"Min 1x per month","1998","Part Time","Couple + C. LE and GT 16","34","0.115522982781356","0.0800540380882185","0.150991927474494"
"Min 1x per month","1998","Not Working","1-pers.-HH","103","0.116820024387984","0.0957764346392001","0.137863614136768"
"Min 1x per month","1998","Not Working","(Married) couple without C. ","210","0.115878988992447","0.101719546767405","0.130038431217489"
"Min 1x per month","1998","Not Working","Single parent ","20","","",""
"Min 1x per month","1998","Not Working","Couple + C. LE 16 ","105","0.131486401944159","0.106938683508936","0.156034120379382"
"Min 1x per month","1998","Not Working","Couple + C. GT 16 ","97","0.117577373856609","0.0958978190104759","0.139256928702742"
"Min 1x per month","1998","Not Working","Couple + C. LE and GT 16","39","0.0940814958306967","0.0651443039217923","0.123018687739601"
"Rarely","1998","Full Time","1-pers.-HH","143","0.218581172258467","0.186232040299828","0.250930304217106"
"Rarely","1998","Full Time","(Married) couple without C. ","465","0.306419254408331","0.28368066258011","0.329157846236552"
"Rarely","1998","Full Time","Single parent ","63","0.254931529299519","0.201439648367582","0.308423410231455"
"Rarely","1998","Full Time","Couple + C. LE 16 ","505","0.343175806216532","0.319502072890685","0.366849539542379"
"Rarely","1998","Full Time","Couple + C. GT 16 ","333","0.322600896130761","0.295571075092235","0.349630717169286"
"Rarely","1998","Full Time","Couple + C. LE and GT 16","184","0.358134445024889","0.317992085757365","0.398276804292413"
"Rarely","1998","Part Time","1-pers.-HH","45","0.185039686558169","0.134298863903098","0.23578050921324"
"Rarely","1998","Part Time","(Married) couple without C. ","180","0.292833200121735","0.256750537779199","0.32891586246427"
"Rarely","1998","Part Time","Single parent ","42","0.253176794477752","0.19198853826957","0.314365050685934"
"Rarely","1998","Part Time","Couple + C. LE 16 ","310","0.401077608525904","0.367673889680126","0.434481327371681"
"Rarely","1998","Part Time","Couple + C. GT 16 ","172","0.317241058447176","0.278729148827908","0.355752968066445"
"Rarely","1998","Part Time","Couple + C. LE and GT 16","90","0.349546401480169","0.296637179896772","0.402455623063566"
"Rarely","1998","Not Working","1-pers.-HH","192","0.22563690161565","0.198251824922236","0.253021978309064"
"Rarely","1998","Not Working","(Married) couple without C. ","572","0.31878620088838","0.298171387080479","0.339401014696282"
"Rarely","1998","Not Working","Single parent ","68","0.25540146022419","0.202394341875557","0.308408578572822"
"Rarely","1998","Not Working","Couple + C. LE 16 ","228","0.352206003323085","0.317508419154496","0.386903587491675"
"Rarely","1998","Not Working","Couple + C. GT 16 ","241","0.293358402694911","0.262714150305003","0.324002655084819"
"Rarely","1998","Not Working","Couple + C. LE and GT 16","131","0.359719702322668","0.312150387708174","0.407289016937162"
"Never","1998","Full Time","1-pers.-HH","428","0.684908227634618","0.648546120353501","0.721270334915734"
"Never","1998","Full Time","(Married) couple without C. ","936","0.582086754135656","0.557759451796876","0.606414056474437"
"Never","1998","Full Time","Single parent ","161","0.603207246893964","0.543159994236529","0.6632544995514"
"Never","1998","Full Time","Couple + C. LE 16 ","779","0.491142720198371","0.466214819798688","0.516070620598055"
"Never","1998","Full Time","Couple + C. GT 16 ","639","0.493581333767312","0.464673051086932","0.522489616447692"
"Never","1998","Full Time","Couple + C. LE and GT 16","262","0.431344056006048","0.389877829831293","0.472810282180804"
"Never","1998","Part Time","1-pers.-HH","150","0.672135665252197","0.610797272697568","0.733474057806827"
"Never","1998","Part Time","(Married) couple without C. ","334","0.554014565097857","0.514600755432762","0.593428374762953"
"Never","1998","Part Time","Single parent ","121","0.556664323189113","0.486758997878371","0.626569648499854"
"Never","1998","Part Time","Couple + C. LE 16 ","350","0.389750961009629","0.356512379183687","0.422989542835571"
"Never","1998","Part Time","Couple + C. GT 16 ","265","0.454149701150584","0.412949156903831","0.495350245397337"
"Never","1998","Part Time","Couple + C. LE and GT 16","141","0.368252792047679","0.31473286857611","0.421772715519247"
"Never","1998","Not Working","1-pers.-HH","458","0.488615961578164","0.455867267780075","0.521364655376253"
"Never","1998","Not Working","(Married) couple without C. ","913","0.42504215397227","0.40317350540137","0.44691080254317"
"Never","1998","Not Working","Single parent ","147","0.525992183939503","0.465298455962948","0.586685911916058"
"Never","1998","Not Working","Couple + C. LE 16 ","312","0.415332498494236","0.379536470759069","0.451128526229404"
"Never","1998","Not Working","Couple + C. GT 16 ","359","0.407182089160042","0.374114300273686","0.440249878046397"
"Never","1998","Not Working","Couple + C. LE and GT 16","172","0.396677033752499","0.348186923716603","0.445167143788396"
"Daily","1999","Full Time","1-pers.-HH","","","",""
"Daily","1999","Full Time","(Married) couple without C. ","","","",""
"Daily","1999","Full Time","Single parent ","","","",""
"Daily","1999","Full Time","Couple + C. LE 16 ","","","",""
"Daily","1999","Full Time","Couple + C. GT 16 ","","","",""
"Daily","1999","Full Time","Couple + C. LE and GT 16","","","",""
"Daily","1999","Part Time","1-pers.-HH","","","",""
"Daily","1999","Part Time","(Married) couple without C. ","","","",""
"Daily","1999","Part Time","Single parent ","","","",""
"Daily","1999","Part Time","Couple + C. LE 16 ","","","",""
"Daily","1999","Part Time","Couple + C. GT 16 ","","","",""
"Daily","1999","Part Time","Couple + C. LE and GT 16","","","",""
"Daily","1999","Not Working","1-pers.-HH","","","",""
"Daily","1999","Not Working","(Married) couple without C. ","","","",""
"Daily","1999","Not Working","Single parent ","","","",""
"Daily","1999","Not Working","Couple + C. LE 16 ","","","",""
"Daily","1999","Not Working","Couple + C. GT 16 ","","","",""
"Daily","1999","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1999","Full Time","1-pers.-HH","26","","",""
"Min 1x per week","1999","Full Time","(Married) couple without C. ","74","0.0450022110659344","0.0348915410411736","0.0551128810906953"
"Min 1x per week","1999","Full Time","Single parent ","10","","",""
"Min 1x per week","1999","Full Time","Couple + C. LE 16 ","111","0.0608275806931813","0.0489248853149539","0.0727302760714086"
"Min 1x per week","1999","Full Time","Couple + C. GT 16 ","86","0.0791658790319725","0.063310916628852","0.0950208414350929"
"Min 1x per week","1999","Full Time","Couple + C. LE and GT 16","32","0.0658400781056437","0.0444831396921122","0.0871970165191753"
"Min 1x per week","1999","Part Time","1-pers.-HH","11","","",""
"Min 1x per week","1999","Part Time","(Married) couple without C. ","56","0.0990417025073739","0.0758260482979878","0.12225735671676"
"Min 1x per week","1999","Part Time","Single parent ","10","","",""
"Min 1x per week","1999","Part Time","Couple + C. LE 16 ","68","0.0792046010808118","0.0608653175005098","0.0975438846611138"
"Min 1x per week","1999","Part Time","Couple + C. GT 16 ","46","0.0850885328544293","0.0630371623503707","0.107139903358488"
"Min 1x per week","1999","Part Time","Couple + C. LE and GT 16","41","0.179448438097195","0.137405226702981","0.221491649491408"
"Min 1x per week","1999","Not Working","1-pers.-HH","130","0.166661211863142","0.141398904293667","0.191923519432617"
"Min 1x per week","1999","Not Working","(Married) couple without C. ","246","0.149181568907469","0.133021174278374","0.165341963536563"
"Min 1x per week","1999","Not Working","Single parent ","17","","",""
"Min 1x per week","1999","Not Working","Couple + C. LE 16 ","61","0.0920932064025237","0.0697779097996563","0.114408503005391"
"Min 1x per week","1999","Not Working","Couple + C. GT 16 ","125","0.168414310106026","0.141895112931094","0.194933507280958"
"Min 1x per week","1999","Not Working","Couple + C. LE and GT 16","31","0.100398706321463","0.0676748347194418","0.133122577923484"
"Min 1x per month","1999","Full Time","1-pers.-HH","32","0.0487509778596568","0.0316336850932147","0.065868270626099"
"Min 1x per month","1999","Full Time","(Married) couple without C. ","98","0.0603700907923106","0.0487542364286005","0.0719859451560207"
"Min 1x per month","1999","Full Time","Single parent ","14","","",""
"Min 1x per month","1999","Full Time","Couple + C. LE 16 ","131","0.0810363148928289","0.0674465670457348","0.0946260627399231"
"Min 1x per month","1999","Full Time","Couple + C. GT 16 ","98","0.0956165614443033","0.0783483102804533","0.112884812608153"
"Min 1x per month","1999","Full Time","Couple + C. LE and GT 16","49","0.108486320747879","0.0817048324998959","0.135267808995863"
"Min 1x per month","1999","Part Time","1-pers.-HH","13","","",""
"Min 1x per month","1999","Part Time","(Married) couple without C. ","40","0.0597114747628601","0.0412961662034646","0.0781267833222557"
"Min 1x per month","1999","Part Time","Single parent ","11","","",""
"Min 1x per month","1999","Part Time","Couple + C. LE 16 ","96","0.119347805945742","0.0973319780899188","0.141363633801566"
"Min 1x per month","1999","Part Time","Couple + C. GT 16 ","62","0.112746431395381","0.0877495509627807","0.137743311827981"
"Min 1x per month","1999","Part Time","Couple + C. LE and GT 16","33","0.0888383512677457","0.0576658922437442","0.120010810291747"
"Min 1x per month","1999","Not Working","1-pers.-HH","84","0.112896947482331","0.0914446856557227","0.134349209308939"
"Min 1x per month","1999","Not Working","(Married) couple without C. ","186","0.091246034807511","0.0781841427075738","0.104307926907448"
"Min 1x per month","1999","Not Working","Single parent ","23","","",""
"Min 1x per month","1999","Not Working","Couple + C. LE 16 ","76","0.102221423813624","0.0788425376985866","0.125600309928662"
"Min 1x per month","1999","Not Working","Couple + C. GT 16 ","80","0.0977793843782507","0.0767320356920011","0.1188267330645"
"Min 1x per month","1999","Not Working","Couple + C. LE and GT 16","31","0.0845628173905091","0.0542672157150867","0.114858419065932"
"Rarely","1999","Full Time","1-pers.-HH","162","0.262512835126833","0.22753855326696","0.297487116986706"
"Rarely","1999","Full Time","(Married) couple without C. ","494","0.323220025697809","0.300409530807685","0.346030520587933"
"Rarely","1999","Full Time","Single parent ","61","0.237511393585541","0.185981843736387","0.289040943434695"
"Rarely","1999","Full Time","Couple + C. LE 16 ","505","0.358438870374248","0.334558065844291","0.382319674904206"
"Rarely","1999","Full Time","Couple + C. GT 16 ","328","0.333761339972238","0.306070353607159","0.361452326337318"
"Rarely","1999","Full Time","Couple + C. LE and GT 16","177","0.368695124992874","0.327148430136225","0.410241819849524"
"Rarely","1999","Part Time","1-pers.-HH","60","0.216533891623994","0.165063960720723","0.268003822527265"
"Rarely","1999","Part Time","(Married) couple without C. ","203","0.345709142404605","0.308746722916255","0.382671561892956"
"Rarely","1999","Part Time","Single parent ","60","0.312192425718822","0.248131277230537","0.376253574207107"
"Rarely","1999","Part Time","Couple + C. LE 16 ","328","0.41566621220938","0.382198313042901","0.44913411137586"
"Rarely","1999","Part Time","Couple + C. GT 16 ","190","0.30830234186117","0.271805347739697","0.344799335982643"
"Rarely","1999","Part Time","Couple + C. LE and GT 16","92","0.307025005125359","0.256486922923756","0.357563087326962"
"Rarely","1999","Not Working","1-pers.-HH","197","0.240269120190981","0.211307435511857","0.269230804870106"
"Rarely","1999","Not Working","(Married) couple without C. ","538","0.315355667913823","0.294278669583453","0.336432666244193"
"Rarely","1999","Not Working","Single parent ","55","0.205126729973913","0.155271824700581","0.254981635247245"
"Rarely","1999","Not Working","Couple + C. LE 16 ","205","0.332425629909927","0.296070532619349","0.368780727200505"
"Rarely","1999","Not Working","Couple + C. GT 16 ","230","0.344117355955812","0.310451959636442","0.377782752275182"
"Rarely","1999","Not Working","Couple + C. LE and GT 16","114","0.388625862742549","0.335550256071187","0.441701469413911"
"Never","1999","Full Time","1-pers.-HH","388","0.627567468667114","0.58913924434095","0.665995692993278"
"Never","1999","Full Time","(Married) couple without C. ","949","0.571407672443946","0.547272130357861","0.595543214530031"
"Never","1999","Full Time","Single parent ","177","0.661222131922683","0.60391236377754","0.718531900067826"
"Never","1999","Full Time","Couple + C. LE 16 ","802","0.499697234039741","0.474797637684206","0.524596830395277"
"Never","1999","Full Time","Couple + C. GT 16 ","602","0.491456219551486","0.46209919155541","0.520813247547561"
"Never","1999","Full Time","Couple + C. LE and GT 16","260","0.456978476153603","0.414080223196695","0.499876729110511"
"Never","1999","Part Time","1-pers.-HH","162","0.680358859388748","0.62208404545502","0.738633673322475"
"Never","1999","Part Time","(Married) couple without C. ","337","0.495537680325161","0.456680414245196","0.534394946405126"
"Never","1999","Part Time","Single parent ","120","0.55009529688046","0.481320503419635","0.618870090341285"
"Never","1999","Part Time","Couple + C. LE 16 ","341","0.385781380764065","0.352724816696025","0.418837944832106"
"Never","1999","Part Time","Couple + C. GT 16 ","317","0.49386269388902","0.454348982966917","0.533376404811122"
"Never","1999","Part Time","Couple + C. LE and GT 16","154","0.424688205509701","0.370530551849231","0.478845859170171"
"Never","1999","Not Working","1-pers.-HH","425","0.480172720463546","0.446305993433233","0.514039447493858"
"Never","1999","Not Working","(Married) couple without C. ","897","0.444216728371198","0.421678170611842","0.466755286130553"
"Never","1999","Not Working","Single parent ","157","0.588179403830583","0.527413948220094","0.648944859441072"
"Never","1999","Not Working","Couple + C. LE 16 ","303","0.473259739873925","0.43472820838555","0.511791271362301"
"Never","1999","Not Working","Couple + C. GT 16 ","330","0.389688949559911","0.35513067621032","0.424247222909502"
"Never","1999","Not Working","Couple + C. LE and GT 16","148","0.426412613545479","0.372562031276226","0.480263195814732"
"Daily","2000","Full Time","1-pers.-HH","","","",""
"Daily","2000","Full Time","(Married) couple without C. ","","","",""
"Daily","2000","Full Time","Single parent ","","","",""
"Daily","2000","Full Time","Couple + C. LE 16 ","","","",""
"Daily","2000","Full Time","Couple + C. GT 16 ","","","",""
"Daily","2000","Full Time","Couple + C. LE and GT 16","","","",""
"Daily","2000","Part Time","1-pers.-HH","","","",""
"Daily","2000","Part Time","(Married) couple without C. ","","","",""
"Daily","2000","Part Time","Single parent ","","","",""
"Daily","2000","Part Time","Couple + C. LE 16 ","","","",""
"Daily","2000","Part Time","Couple + C. GT 16 ","","","",""
"Daily","2000","Part Time","Couple + C. LE and GT 16","","","",""
"Daily","2000","Not Working","1-pers.-HH","","","",""
"Daily","2000","Not Working","(Married) couple without C. ","","","",""
"Daily","2000","Not Working","Single parent ","","","",""
"Daily","2000","Not Working","Couple + C. LE 16 ","","","",""
"Daily","2000","Not Working","Couple + C. GT 16 ","","","",""
"Daily","2000","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2000","Full Time","1-pers.-HH","","","",""
"Min 1x per week","2000","Full Time","(Married) couple without C. ","","","",""
"Min 1x per week","2000","Full Time","Single parent ","","","",""
"Min 1x per week","2000","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","2000","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","2000","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2000","Part Time","1-pers.-HH","","","",""
"Min 1x per week","2000","Part Time","(Married) couple without C. ","","","",""
"Min 1x per week","2000","Part Time","Single parent ","","","",""
"Min 1x per week","2000","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","2000","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","2000","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2000","Not Working","1-pers.-HH","","","",""
"Min 1x per week","2000","Not Working","(Married) couple without C. ","","","",""
"Min 1x per week","2000","Not Working","Single parent ","","","",""
"Min 1x per week","2000","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per week","2000","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per week","2000","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2000","Full Time","1-pers.-HH","","","",""
"Min 1x per month","2000","Full Time","(Married) couple without C. ","","","",""
"Min 1x per month","2000","Full Time","Single parent ","","","",""
"Min 1x per month","2000","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","2000","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","2000","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2000","Part Time","1-pers.-HH","","","",""
"Min 1x per month","2000","Part Time","(Married) couple without C. ","","","",""
"Min 1x per month","2000","Part Time","Single parent ","","","",""
"Min 1x per month","2000","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","2000","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","2000","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2000","Not Working","1-pers.-HH","","","",""
"Min 1x per month","2000","Not Working","(Married) couple without C. ","","","",""
"Min 1x per month","2000","Not Working","Single parent ","","","",""
"Min 1x per month","2000","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per month","2000","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per month","2000","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","2000","Full Time","1-pers.-HH","","","",""
"Rarely","2000","Full Time","(Married) couple without C. ","","","",""
"Rarely","2000","Full Time","Single parent ","","","",""
"Rarely","2000","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","2000","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","2000","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2000","Part Time","1-pers.-HH","","","",""
"Rarely","2000","Part Time","(Married) couple without C. ","","","",""
"Rarely","2000","Part Time","Single parent ","","","",""
"Rarely","2000","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","2000","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","2000","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2000","Not Working","1-pers.-HH","","","",""
"Rarely","2000","Not Working","(Married) couple without C. ","","","",""
"Rarely","2000","Not Working","Single parent ","","","",""
"Rarely","2000","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","2000","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2000","Not Working","Couple + C. LE and GT 16","","","",""
"Never","2000","Full Time","1-pers.-HH","","","",""
"Never","2000","Full Time","(Married) couple without C. ","","","",""
"Never","2000","Full Time","Single parent ","","","",""
"Never","2000","Full Time","Couple + C. LE 16 ","","","",""
"Never","2000","Full Time","Couple + C. GT 16 ","","","",""
"Never","2000","Full Time","Couple + C. LE and GT 16","","","",""
"Never","2000","Part Time","1-pers.-HH","","","",""
"Never","2000","Part Time","(Married) couple without C. ","","","",""
"Never","2000","Part Time","Single parent ","","","",""
"Never","2000","Part Time","Couple + C. LE 16 ","","","",""
"Never","2000","Part Time","Couple + C. GT 16 ","","","",""
"Never","2000","Part Time","Couple + C. LE and GT 16","","","",""
"Never","2000","Not Working","1-pers.-HH","","","",""
"Never","2000","Not Working","(Married) couple without C. ","","","",""
"Never","2000","Not Working","Single parent ","","","",""
"Never","2000","Not Working","Couple + C. LE 16 ","","","",""
"Never","2000","Not Working","Couple + C. GT 16 ","","","",""
"Never","2000","Not Working","Couple + C. LE and GT 16","","","",""
"Daily","2001","Full Time","1-pers.-HH","","","",""
"Daily","2001","Full Time","(Married) couple without C. ","","","",""
"Daily","2001","Full Time","Single parent ","","","",""
"Daily","2001","Full Time","Couple + C. LE 16 ","","","",""
"Daily","2001","Full Time","Couple + C. GT 16 ","","","",""
"Daily","2001","Full Time","Couple + C. LE and GT 16","","","",""
"Daily","2001","Part Time","1-pers.-HH","","","",""
"Daily","2001","Part Time","(Married) couple without C. ","","","",""
"Daily","2001","Part Time","Single parent ","","","",""
"Daily","2001","Part Time","Couple + C. LE 16 ","","","",""
"Daily","2001","Part Time","Couple + C. GT 16 ","","","",""
"Daily","2001","Part Time","Couple + C. LE and GT 16","","","",""
"Daily","2001","Not Working","1-pers.-HH","","","",""
"Daily","2001","Not Working","(Married) couple without C. ","","","",""
"Daily","2001","Not Working","Single parent ","","","",""
"Daily","2001","Not Working","Couple + C. LE 16 ","","","",""
"Daily","2001","Not Working","Couple + C. GT 16 ","","","",""
"Daily","2001","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2001","Full Time","1-pers.-HH","39","0.0377024402999626","0.0264051004238135","0.0489997801761117"
"Min 1x per week","2001","Full Time","(Married) couple without C. ","105","0.0451943273096076","0.0368626893812507","0.0535259652379645"
"Min 1x per week","2001","Full Time","Single parent ","22","","",""
"Min 1x per week","2001","Full Time","Couple + C. LE 16 ","175","0.0674629304961567","0.0574861732916131","0.0774396877007003"
"Min 1x per week","2001","Full Time","Couple + C. GT 16 ","113","0.0721768461790976","0.0597093097549962","0.084644382603199"
"Min 1x per week","2001","Full Time","Couple + C. LE and GT 16","71","0.0969093249035343","0.0760679640218569","0.117750685785212"
"Min 1x per week","2001","Part Time","1-pers.-HH","25","","",""
"Min 1x per week","2001","Part Time","(Married) couple without C. ","105","0.117329957008779","0.0979477262259607","0.136712187791597"
"Min 1x per week","2001","Part Time","Single parent ","21","","",""
"Min 1x per week","2001","Part Time","Couple + C. LE 16 ","111","0.0771231155297546","0.0630063499767726","0.0912398810827366"
"Min 1x per week","2001","Part Time","Couple + C. GT 16 ","95","0.099258468458975","0.0799265829637409","0.118590353954209"
"Min 1x per week","2001","Part Time","Couple + C. LE and GT 16","70","0.141738606182901","0.111348886071434","0.172128326294368"
"Min 1x per week","2001","Not Working","1-pers.-HH","243","0.183569412888959","0.163469209508489","0.203669616269429"
"Min 1x per week","2001","Not Working","(Married) couple without C. ","440","0.142102606272036","0.130414440022392","0.15379077252168"
"Min 1x per week","2001","Not Working","Single parent ","30","0.0897570960358563","0.0609041300694184","0.118610062002294"
"Min 1x per week","2001","Not Working","Couple + C. LE 16 ","107","0.115218751563827","0.0947751299973599","0.135662373130295"
"Min 1x per week","2001","Not Working","Couple + C. GT 16 ","137","0.140572679829792","0.119528961050463","0.161616398609121"
"Min 1x per week","2001","Not Working","Couple + C. LE and GT 16","46","0.100266685701899","0.0729081514568015","0.127625219946996"
"Min 1x per month","2001","Full Time","1-pers.-HH","58","0.0526957823887937","0.0394441482887871","0.0659474164888003"
