"pli0098_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Daily","1990","in school","Urban Area","","","",""
"Daily","1990","in school","Rural Area","","","",""
"Daily","1990","inadequately","Urban Area","11","","",""
"Daily","1990","inadequately","Rural Area","1","","",""
"Daily","1990","general elemantary","Urban Area","18","","",""
"Daily","1990","general elemantary","Rural Area","10","","",""
"Daily","1990","middle vocational","Urban Area","17","","",""
"Daily","1990","middle vocational","Rural Area","12","","",""
"Daily","1990","vocational + Abi","Urban Area","1","","",""
"Daily","1990","vocational + Abi","Rural Area","","","",""
"Daily","1990","higher vocational","Urban Area","","","",""
"Daily","1990","higher vocational","Rural Area","2","","",""
"Daily","1990","higher education","Urban Area","3","","",""
"Daily","1990","higher education","Rural Area","2","","",""
"Min 1x per week","1990","in school","Urban Area","27","","",""
"Min 1x per week","1990","in school","Rural Area","7","","",""
"Min 1x per week","1990","inadequately","Urban Area","106","0.145612791794705","0.116241683018538","0.174983900570873"
"Min 1x per week","1990","inadequately","Rural Area","10","","",""
"Min 1x per week","1990","general elemantary","Urban Area","322","0.157626537165648","0.142022999155974","0.173230075175322"
"Min 1x per week","1990","general elemantary","Rural Area","120","0.176894326876502","0.151553326023425","0.20223532772958"
"Min 1x per week","1990","middle vocational","Urban Area","481","0.114160881440165","0.104730204664613","0.123591558215717"
"Min 1x per week","1990","middle vocational","Rural Area","194","0.0984741488994445","0.0870367363706117","0.109911561428277"
"Min 1x per week","1990","vocational + Abi","Urban Area","29","","",""
"Min 1x per week","1990","vocational + Abi","Rural Area","11","","",""
"Min 1x per week","1990","higher vocational","Urban Area","63","0.150743418249431","0.118965733622827","0.182521102876036"
"Min 1x per week","1990","higher vocational","Rural Area","22","","",""
"Min 1x per week","1990","higher education","Urban Area","90","0.105029524124742","0.085912086937928","0.124146961311555"
"Min 1x per week","1990","higher education","Rural Area","51","0.107275858204855","0.0837376342918427","0.130814082117868"
"Min 1x per month","1990","in school","Urban Area","15","","",""
"Min 1x per month","1990","in school","Rural Area","6","","",""
"Min 1x per month","1990","inadequately","Urban Area","85","0.137643920286611","0.108954944752002","0.16633289582122"
"Min 1x per month","1990","inadequately","Rural Area","8","","",""
"Min 1x per month","1990","general elemantary","Urban Area","245","0.116716459413446","0.102967425011726","0.130465493815166"
"Min 1x per month","1990","general elemantary","Rural Area","109","0.146426643327695","0.122948189547219","0.169905097108171"
"Min 1x per month","1990","middle vocational","Urban Area","409","0.0965942047317037","0.087833808536403","0.105354600927004"
"Min 1x per month","1990","middle vocational","Rural Area","225","0.112039713622713","0.0999320501403369","0.124147377105089"
"Min 1x per month","1990","vocational + Abi","Urban Area","23","","",""
"Min 1x per month","1990","vocational + Abi","Rural Area","6","","",""
"Min 1x per month","1990","higher vocational","Urban Area","42","0.0864231611104896","0.0614673767357004","0.111378945485279"
"Min 1x per month","1990","higher vocational","Rural Area","23","","",""
"Min 1x per month","1990","higher education","Urban Area","83","0.0953649403605999","0.0770502029200653","0.113679677801135"
"Min 1x per month","1990","higher education","Rural Area","33","0.0647093603200516","0.0459973305970618","0.0834213900430415"
"Rarely","1990","in school","Urban Area","42","0.376017143280426","0.295200892344864","0.456833394215988"
"Rarely","1990","in school","Rural Area","13","","",""
"Rarely","1990","inadequately","Urban Area","122","0.220026691127383","0.18553053036942","0.254522851885347"
"Rarely","1990","inadequately","Rural Area","18","","",""
"Rarely","1990","general elemantary","Urban Area","576","0.271243381061052","0.252205136203976","0.290281625918127"
"Rarely","1990","general elemantary","Rural Area","213","0.270146401028987","0.240657642886806","0.299635159171167"
"Rarely","1990","middle vocational","Urban Area","1274","0.296550620563887","0.28300581983156","0.310095421296214"
"Rarely","1990","middle vocational","Rural Area","621","0.277119978549558","0.259939130184038","0.294300826915077"
"Rarely","1990","vocational + Abi","Urban Area","84","0.285431157344615","0.233542274130818","0.337320040558413"
"Rarely","1990","vocational + Abi","Rural Area","26","","",""
"Rarely","1990","higher vocational","Urban Area","158","0.306644593338499","0.265692206445178","0.347596980231819"
"Rarely","1990","higher vocational","Rural Area","82","0.328674902506815","0.272954213154838","0.384395591858792"
"Rarely","1990","higher education","Urban Area","246","0.282181119523972","0.254117671260151","0.310244567787793"
"Rarely","1990","higher education","Rural Area","147","0.24592200163109","0.213167508842924","0.278676494419257"
"Never","1990","in school","Urban Area","54","0.330810914196419","0.252310330289727","0.409311498103111"
"Never","1990","in school","Rural Area","26","","",""
"Never","1990","inadequately","Urban Area","230","0.481650642794928","0.44004324424567","0.523258041344187"
"Never","1990","inadequately","Rural Area","49","0.478730445719617","0.373151925810949","0.584308965628285"
"Never","1990","general elemantary","Urban Area","934","0.446291269374632","0.425004686079284","0.46757785266998"
"Never","1990","general elemantary","Rural Area","419","0.392653653476603","0.360222526055316","0.425084780897891"
"Never","1990","middle vocational","Urban Area","2187","0.489662862046527","0.474838229195905","0.504487494897149"
"Never","1990","middle vocational","Rural Area","1555","0.506446826303582","0.487255213331156","0.525638439276008"
"Never","1990","vocational + Abi","Urban Area","154","0.560343577740702","0.503315923654955","0.617371231826448"
"Never","1990","vocational + Abi","Rural Area","39","0.393398178284699","0.287665510018","0.499130846551397"
"Never","1990","higher vocational","Urban Area","224","0.456188827301581","0.411952404966998","0.500425249636164"
"Never","1990","higher vocational","Rural Area","144","0.47511451088925","0.415876809503214","0.534352212275286"
"Never","1990","higher education","Urban Area","566","0.509140639691771","0.477968469464492","0.54031280991905"
"Never","1990","higher education","Rural Area","431","0.569273814871586","0.531609914482831","0.60693771526034"
"Daily","1991","in school","Urban Area","","","",""
"Daily","1991","in school","Rural Area","","","",""
"Daily","1991","inadequately","Urban Area","","","",""
"Daily","1991","inadequately","Rural Area","","","",""
"Daily","1991","general elemantary","Urban Area","","","",""
"Daily","1991","general elemantary","Rural Area","","","",""
"Daily","1991","middle vocational","Urban Area","","","",""
"Daily","1991","middle vocational","Rural Area","","","",""
"Daily","1991","vocational + Abi","Urban Area","","","",""
"Daily","1991","vocational + Abi","Rural Area","","","",""
"Daily","1991","higher vocational","Urban Area","","","",""
"Daily","1991","higher vocational","Rural Area","","","",""
"Daily","1991","higher education","Urban Area","","","",""
"Daily","1991","higher education","Rural Area","","","",""
"Min 1x per week","1991","in school","Urban Area","","","",""
"Min 1x per week","1991","in school","Rural Area","","","",""
"Min 1x per week","1991","inadequately","Urban Area","","","",""
"Min 1x per week","1991","inadequately","Rural Area","","","",""
"Min 1x per week","1991","general elemantary","Urban Area","","","",""
"Min 1x per week","1991","general elemantary","Rural Area","","","",""
"Min 1x per week","1991","middle vocational","Urban Area","","","",""
"Min 1x per week","1991","middle vocational","Rural Area","","","",""
"Min 1x per week","1991","vocational + Abi","Urban Area","","","",""
"Min 1x per week","1991","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1991","higher vocational","Urban Area","","","",""
"Min 1x per week","1991","higher vocational","Rural Area","","","",""
"Min 1x per week","1991","higher education","Urban Area","","","",""
"Min 1x per week","1991","higher education","Rural Area","","","",""
"Min 1x per month","1991","in school","Urban Area","","","",""
"Min 1x per month","1991","in school","Rural Area","","","",""
"Min 1x per month","1991","inadequately","Urban Area","","","",""
"Min 1x per month","1991","inadequately","Rural Area","","","",""
"Min 1x per month","1991","general elemantary","Urban Area","","","",""
"Min 1x per month","1991","general elemantary","Rural Area","","","",""
"Min 1x per month","1991","middle vocational","Urban Area","","","",""
"Min 1x per month","1991","middle vocational","Rural Area","","","",""
"Min 1x per month","1991","vocational + Abi","Urban Area","","","",""
"Min 1x per month","1991","vocational + Abi","Rural Area","","","",""
"Min 1x per month","1991","higher vocational","Urban Area","","","",""
"Min 1x per month","1991","higher vocational","Rural Area","","","",""
"Min 1x per month","1991","higher education","Urban Area","","","",""
"Min 1x per month","1991","higher education","Rural Area","","","",""
"Rarely","1991","in school","Urban Area","","","",""
"Rarely","1991","in school","Rural Area","","","",""
"Rarely","1991","inadequately","Urban Area","","","",""
"Rarely","1991","inadequately","Rural Area","","","",""
"Rarely","1991","general elemantary","Urban Area","","","",""
"Rarely","1991","general elemantary","Rural Area","","","",""
