"pli0098_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Rarely","1991","middle vocational","Urban Area","","","",""
"Rarely","1991","middle vocational","Rural Area","","","",""
"Rarely","1991","vocational + Abi","Urban Area","","","",""
"Rarely","1991","vocational + Abi","Rural Area","","","",""
"Rarely","1991","higher vocational","Urban Area","","","",""
"Rarely","1991","higher vocational","Rural Area","","","",""
"Rarely","1991","higher education","Urban Area","","","",""
"Rarely","1991","higher education","Rural Area","","","",""
"Never","1991","in school","Urban Area","","","",""
"Never","1991","in school","Rural Area","","","",""
"Never","1991","inadequately","Urban Area","","","",""
"Never","1991","inadequately","Rural Area","","","",""
"Never","1991","general elemantary","Urban Area","","","",""
"Never","1991","general elemantary","Rural Area","","","",""
"Never","1991","middle vocational","Urban Area","","","",""
"Never","1991","middle vocational","Rural Area","","","",""
"Never","1991","vocational + Abi","Urban Area","","","",""
"Never","1991","vocational + Abi","Rural Area","","","",""
"Never","1991","higher vocational","Urban Area","","","",""
"Never","1991","higher vocational","Rural Area","","","",""
"Never","1991","higher education","Urban Area","","","",""
"Never","1991","higher education","Rural Area","","","",""
"Daily","1992","in school","Urban Area","","","",""
"Daily","1992","in school","Rural Area","","","",""
"Daily","1992","inadequately","Urban Area","","","",""
"Daily","1992","inadequately","Rural Area","","","",""
"Daily","1992","general elemantary","Urban Area","","","",""
"Daily","1992","general elemantary","Rural Area","","","",""
"Daily","1992","middle vocational","Urban Area","","","",""
"Daily","1992","middle vocational","Rural Area","","","",""
"Daily","1992","vocational + Abi","Urban Area","","","",""
"Daily","1992","vocational + Abi","Rural Area","","","",""
"Daily","1992","higher vocational","Urban Area","","","",""
"Daily","1992","higher vocational","Rural Area","","","",""
"Daily","1992","higher education","Urban Area","","","",""
"Daily","1992","higher education","Rural Area","","","",""
"Min 1x per week","1992","in school","Urban Area","20","","",""
"Min 1x per week","1992","in school","Rural Area","3","","",""
"Min 1x per week","1992","inadequately","Urban Area","103","0.160578599648564","0.129203214148405","0.191953985148724"
"Min 1x per week","1992","inadequately","Rural Area","14","","",""
"Min 1x per week","1992","general elemantary","Urban Area","272","0.145108331612538","0.129483695883547","0.160732967341529"
"Min 1x per week","1992","general elemantary","Rural Area","115","0.169760974540879","0.143954818447263","0.195567130634496"
"Min 1x per week","1992","middle vocational","Urban Area","398","0.0997390956868057","0.0906885997311426","0.108789591642469"
"Min 1x per week","1992","middle vocational","Rural Area","174","0.0934845586752536","0.0818645345433871","0.10510458280712"
"Min 1x per week","1992","vocational + Abi","Urban Area","33","0.0810936952155877","0.0503062408987492","0.111881149532426"
"Min 1x per week","1992","vocational + Abi","Rural Area","10","","",""
"Min 1x per week","1992","higher vocational","Urban Area","64","0.142905923135522","0.11156442904043","0.174247417230615"
"Min 1x per week","1992","higher vocational","Rural Area","27","","",""
"Min 1x per week","1992","higher education","Urban Area","98","0.107750010005444","0.0885034797242061","0.126996540286682"
"Min 1x per week","1992","higher education","Rural Area","46","0.119132079061571","0.0935712305363754","0.144692927586766"
"Min 1x per month","1992","in school","Urban Area","16","","",""
"Min 1x per month","1992","in school","Rural Area","1","","",""
"Min 1x per month","1992","inadequately","Urban Area","73","0.108573717916162","0.0819872716098883","0.135160164222436"
"Min 1x per month","1992","inadequately","Rural Area","8","","",""
"Min 1x per month","1992","general elemantary","Urban Area","232","0.110993139088787","0.0970580802183559","0.124928197959219"
"Min 1x per month","1992","general elemantary","Rural Area","80","0.105320728128971","0.0842201948000974","0.126421261457845"
"Min 1x per month","1992","middle vocational","Urban Area","361","0.077046298956429","0.0689921191858331","0.0851004787270248"
"Min 1x per month","1992","middle vocational","Rural Area","170","0.0885260916032308","0.0771875485939502","0.0998646346125114"
"Min 1x per month","1992","vocational + Abi","Urban Area","19","","",""
"Min 1x per month","1992","vocational + Abi","Rural Area","5","","",""
"Min 1x per month","1992","higher vocational","Urban Area","37","0.0844729007363231","0.0595685834853164","0.10937721798733"
"Min 1x per month","1992","higher vocational","Rural Area","21","","",""
"Min 1x per month","1992","higher education","Urban Area","75","0.0863695296084731","0.0689327580976267","0.10380630111932"
"Min 1x per month","1992","higher education","Rural Area","21","","",""
"Rarely","1992","in school","Urban Area","28","","",""
"Rarely","1992","in school","Rural Area","17","","",""
"Rarely","1992","inadequately","Urban Area","122","0.213235839895855","0.178232651658217","0.248239028133493"
"Rarely","1992","inadequately","Rural Area","24","","",""
"Rarely","1992","general elemantary","Urban Area","487","0.256618359850795","0.237242634836926","0.275994084864663"
"Rarely","1992","general elemantary","Rural Area","197","0.286497112127177","0.255418557689896","0.317575666564459"
"Rarely","1992","middle vocational","Urban Area","1185","0.295234976647715","0.28145775817911","0.30901219511632"
"Rarely","1992","middle vocational","Rural Area","582","0.268493819744035","0.250803909376453","0.286183730111618"
"Rarely","1992","vocational + Abi","Urban Area","75","0.245796907648807","0.197237097370377","0.294356717927237"
"Rarely","1992","vocational + Abi","Rural Area","21","","",""
"Rarely","1992","higher vocational","Urban Area","151","0.321475913222553","0.279650793935697","0.363301032509409"
"Rarely","1992","higher vocational","Rural Area","80","0.2991877954249","0.245744121952383","0.352631468897417"
"Rarely","1992","higher education","Urban Area","239","0.254911829769074","0.227859832112765","0.281963827425383"
"Rarely","1992","higher education","Rural Area","125","0.21314627017215","0.180832220994197","0.245460319350104"
"Never","1992","in school","Urban Area","65","0.491542673849643","0.405272414366986","0.5778129333323"
"Never","1992","in school","Rural Area","35","0.45019165326511","0.319887439168563","0.580495867361657"
"Never","1992","inadequately","Urban Area","228","0.517611842539418","0.474909112619604","0.560314572459232"
"Never","1992","inadequately","Rural Area","55","0.58894946618681","0.492993047962665","0.684905884410956"
"Never","1992","general elemantary","Urban Area","961","0.48728016944788","0.465106497875839","0.50945384101992"
"Never","1992","general elemantary","Rural Area","421","0.438421185202973","0.40431336679674","0.472529003609205"
"Never","1992","middle vocational","Urban Area","2267","0.52797962870905","0.512901604907825","0.543057652510275"
"Never","1992","middle vocational","Rural Area","1485","0.54949552997748","0.529635444194785","0.569355615760176"
"Never","1992","vocational + Abi","Urban Area","175","0.606156047602552","0.551050042087706","0.661262053117398"
"Never","1992","vocational + Abi","Rural Area","46","0.447868401113498","0.340237326247535","0.555499475979462"
"Never","1992","higher vocational","Urban Area","227","0.451145262905601","0.406582999280031","0.495707526531172"
"Never","1992","higher vocational","Rural Area","154","0.485303892699237","0.426972027147818","0.543635758250655"
"Never","1992","higher education","Urban Area","585","0.550968630617009","0.520093963109333","0.581843298124686"
"Never","1992","higher education","Rural Area","425","0.617954319572386","0.57961527003907","0.656293369105703"
"Daily","1993","in school","Urban Area","","","",""
"Daily","1993","in school","Rural Area","","","",""
"Daily","1993","inadequately","Urban Area","","","",""
"Daily","1993","inadequately","Rural Area","","","",""
"Daily","1993","general elemantary","Urban Area","","","",""
"Daily","1993","general elemantary","Rural Area","","","",""
"Daily","1993","middle vocational","Urban Area","","","",""
"Daily","1993","middle vocational","Rural Area","","","",""
"Daily","1993","vocational + Abi","Urban Area","","","",""
"Daily","1993","vocational + Abi","Rural Area","","","",""
"Daily","1993","higher vocational","Urban Area","","","",""
"Daily","1993","higher vocational","Rural Area","","","",""
"Daily","1993","higher education","Urban Area","","","",""
"Daily","1993","higher education","Rural Area","","","",""
"Min 1x per week","1993","in school","Urban Area","","","",""
"Min 1x per week","1993","in school","Rural Area","","","",""
"Min 1x per week","1993","inadequately","Urban Area","","","",""
"Min 1x per week","1993","inadequately","Rural Area","","","",""
"Min 1x per week","1993","general elemantary","Urban Area","","","",""
"Min 1x per week","1993","general elemantary","Rural Area","","","",""
"Min 1x per week","1993","middle vocational","Urban Area","","","",""
"Min 1x per week","1993","middle vocational","Rural Area","","","",""
"Min 1x per week","1993","vocational + Abi","Urban Area","","","",""
"Min 1x per week","1993","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1993","higher vocational","Urban Area","","","",""
"Min 1x per week","1993","higher vocational","Rural Area","","","",""
"Min 1x per week","1993","higher education","Urban Area","","","",""
"Min 1x per week","1993","higher education","Rural Area","","","",""
"Min 1x per month","1993","in school","Urban Area","","","",""
"Min 1x per month","1993","in school","Rural Area","","","",""
"Min 1x per month","1993","inadequately","Urban Area","","","",""
"Min 1x per month","1993","inadequately","Rural Area","","","",""
"Min 1x per month","1993","general elemantary","Urban Area","","","",""
"Min 1x per month","1993","general elemantary","Rural Area","","","",""
"Min 1x per month","1993","middle vocational","Urban Area","","","",""
"Min 1x per month","1993","middle vocational","Rural Area","","","",""
"Min 1x per month","1993","vocational + Abi","Urban Area","","","",""
"Min 1x per month","1993","vocational + Abi","Rural Area","","","",""
"Min 1x per month","1993","higher vocational","Urban Area","","","",""
"Min 1x per month","1993","higher vocational","Rural Area","","","",""
"Min 1x per month","1993","higher education","Urban Area","","","",""
"Min 1x per month","1993","higher education","Rural Area","","","",""
"Rarely","1993","in school","Urban Area","","","",""
"Rarely","1993","in school","Rural Area","","","",""
"Rarely","1993","inadequately","Urban Area","","","",""
"Rarely","1993","inadequately","Rural Area","","","",""
"Rarely","1993","general elemantary","Urban Area","","","",""
"Rarely","1993","general elemantary","Rural Area","","","",""
"Rarely","1993","middle vocational","Urban Area","","","",""
"Rarely","1993","middle vocational","Rural Area","","","",""
"Rarely","1993","vocational + Abi","Urban Area","","","",""
"Rarely","1993","vocational + Abi","Rural Area","","","",""
"Rarely","1993","higher vocational","Urban Area","","","",""
"Rarely","1993","higher vocational","Rural Area","","","",""
"Rarely","1993","higher education","Urban Area","","","",""
"Rarely","1993","higher education","Rural Area","","","",""
"Never","1993","in school","Urban Area","","","",""
"Never","1993","in school","Rural Area","","","",""
"Never","1993","inadequately","Urban Area","","","",""
"Never","1993","inadequately","Rural Area","","","",""
"Never","1993","general elemantary","Urban Area","","","",""
"Never","1993","general elemantary","Rural Area","","","",""
"Never","1993","middle vocational","Urban Area","","","",""
"Never","1993","middle vocational","Rural Area","","","",""
"Never","1993","vocational + Abi","Urban Area","","","",""
"Never","1993","vocational + Abi","Rural Area","","","",""
"Never","1993","higher vocational","Urban Area","","","",""
"Never","1993","higher vocational","Rural Area","","","",""
"Never","1993","higher education","Urban Area","","","",""
"Never","1993","higher education","Rural Area","","","",""
"Daily","1994","in school","Urban Area","","","",""
"Daily","1994","in school","Rural Area","","","",""
"Daily","1994","inadequately","Urban Area","","","",""
"Daily","1994","inadequately","Rural Area","","","",""
"Daily","1994","general elemantary","Urban Area","","","",""
"Daily","1994","general elemantary","Rural Area","","","",""
"Daily","1994","middle vocational","Urban Area","","","",""
"Daily","1994","middle vocational","Rural Area","","","",""
"Daily","1994","vocational + Abi","Urban Area","","","",""
"Daily","1994","vocational + Abi","Rural Area","","","",""
"Daily","1994","higher vocational","Urban Area","","","",""
"Daily","1994","higher vocational","Rural Area","","","",""
"Daily","1994","higher education","Urban Area","","","",""
"Daily","1994","higher education","Rural Area","","","",""
"Min 1x per week","1994","in school","Urban Area","23","","",""
"Min 1x per week","1994","in school","Rural Area","3","","",""
"Min 1x per week","1994","inadequately","Urban Area","96","0.151923674578182","0.119403313241016","0.184444035915349"
"Min 1x per week","1994","inadequately","Rural Area","9","","",""
"Min 1x per week","1994","general elemantary","Urban Area","246","0.146300399571345","0.129733063881429","0.16286773526126"
"Min 1x per week","1994","general elemantary","Rural Area","107","0.182510591088967","0.154848036409333","0.210173145768602"
"Min 1x per week","1994","middle vocational","Urban Area","387","0.0954291206392662","0.086545667225341","0.104312574053191"
"Min 1x per week","1994","middle vocational","Rural Area","179","0.100738683711763","0.0885825987422734","0.112894768681253"
"Min 1x per week","1994","vocational + Abi","Urban Area","31","0.0750711643665574","0.044638317359263","0.105504011373852"
"Min 1x per week","1994","vocational + Abi","Rural Area","9","","",""
"Min 1x per week","1994","higher vocational","Urban Area","60","0.135243480883905","0.104456719010237","0.166030242757573"
"Min 1x per week","1994","higher vocational","Rural Area","26","","",""
"Min 1x per week","1994","higher education","Urban Area","95","0.0995073033258454","0.0813754446219591","0.117639162029732"
"Min 1x per week","1994","higher education","Rural Area","48","0.111760610808037","0.0865710698942885","0.136950151721785"
"Min 1x per month","1994","in school","Urban Area","22","","",""
"Min 1x per month","1994","in school","Rural Area","3","","",""
"Min 1x per month","1994","inadequately","Urban Area","75","0.109226114829751","0.0809661155989947","0.137486114060508"
"Min 1x per month","1994","inadequately","Rural Area","10","","",""
"Min 1x per month","1994","general elemantary","Urban Area","208","0.0996236335072491","0.085583520317571","0.113663746696927"
"Min 1x per month","1994","general elemantary","Rural Area","88","0.134411812418937","0.109984169588167","0.158839455249707"
"Min 1x per month","1994","middle vocational","Urban Area","378","0.0832247127120361","0.074872959202227","0.0915764662218452"
"Min 1x per month","1994","middle vocational","Rural Area","175","0.0898369896002125","0.0782881108632145","0.101385868337211"
"Min 1x per month","1994","vocational + Abi","Urban Area","20","","",""
"Min 1x per month","1994","vocational + Abi","Rural Area","8","","",""
"Min 1x per month","1994","higher vocational","Urban Area","45","0.0806071233071367","0.0560997820251913","0.105114464589082"
"Min 1x per month","1994","higher vocational","Rural Area","18","","",""
"Min 1x per month","1994","higher education","Urban Area","73","0.0729541185357554","0.0572015901151461","0.0887066469563647"
"Min 1x per month","1994","higher education","Rural Area","28","","",""
"Rarely","1994","in school","Urban Area","42","0.282027954537329","0.214185026236109","0.349870882838549"
"Rarely","1994","in school","Rural Area","15","","",""
"Rarely","1994","inadequately","Urban Area","127","0.275280832761468","0.234814110842513","0.315747554680424"
"Rarely","1994","inadequately","Rural Area","19","","",""
"Rarely","1994","general elemantary","Urban Area","464","0.267669160648574","0.246913803686885","0.288424517610264"
"Rarely","1994","general elemantary","Rural Area","178","0.246175855629135","0.215325162070018","0.277026549188253"
"Rarely","1994","middle vocational","Urban Area","1217","0.299482352361065","0.28563345408797","0.313331250634159"
"Rarely","1994","middle vocational","Rural Area","581","0.273379203900088","0.255378508451423","0.291379899348754"
"Rarely","1994","vocational + Abi","Urban Area","84","0.303783295840686","0.250669662469784","0.356896929211589"
"Rarely","1994","vocational + Abi","Rural Area","27","","",""
"Rarely","1994","higher vocational","Urban Area","148","0.29776647468133","0.256600576129573","0.338932373233086"
"Rarely","1994","higher vocational","Rural Area","86","0.304235397479093","0.250152278529223","0.358318516428962"
"Rarely","1994","higher education","Urban Area","277","0.28549536741298","0.258137842244722","0.312852892581238"
"Rarely","1994","higher education","Rural Area","130","0.199756999739396","0.167792140207543","0.231721859271249"
"Never","1994","in school","Urban Area","82","0.4673726922685","0.392150130424506","0.542595254112495"
"Never","1994","in school","Rural Area","48","0.62248332690405","0.508101908992062","0.736864744816037"
"Never","1994","inadequately","Urban Area","170","0.463569377830598","0.418390096818145","0.508748658843051"
"Never","1994","inadequately","Rural Area","51","0.631730188519002","0.531522288057324","0.73193808898068"
"Never","1994","general elemantary","Urban Area","830","0.486406806272832","0.462976021842798","0.509837590702866"
"Never","1994","general elemantary","Rural Area","376","0.43690174086296","0.401380251884358","0.472423229841562"
"Never","1994","middle vocational","Urban Area","2220","0.521863814287633","0.506760423295801","0.536967205279466"
"Never","1994","middle vocational","Rural Area","1420","0.536045122787936","0.515903651944374","0.556186593631498"
"Never","1994","vocational + Abi","Urban Area","153","0.550614734885583","0.493165377399464","0.608064092371703"
"Never","1994","vocational + Abi","Rural Area","56","0.524127377525991","0.426243340246156","0.622011414805826"
"Never","1994","higher vocational","Urban Area","221","0.486382921127628","0.441387553262477","0.531378288992779"
"Never","1994","higher vocational","Rural Area","148","0.496773272856457","0.437999082710432","0.555547463002483"
"Never","1994","higher education","Urban Area","602","0.542043210725419","0.511864272528524","0.572222148922313"
"Never","1994","higher education","Rural Area","395","0.622301897116728","0.583541892579546","0.66106190165391"
"Daily","1995","in school","Urban Area","1","","",""
"Daily","1995","in school","Rural Area","","","",""
"Daily","1995","inadequately","Urban Area","9","","",""
"Daily","1995","inadequately","Rural Area","1","","",""
"Daily","1995","general elemantary","Urban Area","25","","",""
"Daily","1995","general elemantary","Rural Area","7","","",""
"Daily","1995","middle vocational","Urban Area","23","","",""
"Daily","1995","middle vocational","Rural Area","5","","",""
"Daily","1995","vocational + Abi","Urban Area","4","","",""
"Daily","1995","vocational + Abi","Rural Area","1","","",""
"Daily","1995","higher vocational","Urban Area","2","","",""
"Daily","1995","higher vocational","Rural Area","1","","",""
"Daily","1995","higher education","Urban Area","1","","",""
"Daily","1995","higher education","Rural Area","1","","",""
"Min 1x per week","1995","in school","Urban Area","35","0.138116412192618","0.0901796714815419","0.186053152903695"
"Min 1x per week","1995","in school","Rural Area","5","","",""
"Min 1x per week","1995","inadequately","Urban Area","93","0.162307046017889","0.128047689332128","0.19656640270365"
"Min 1x per week","1995","inadequately","Rural Area","11","","",""
"Min 1x per week","1995","general elemantary","Urban Area","264","0.147569792271105","0.130914503597276","0.164225080944934"
"Min 1x per week","1995","general elemantary","Rural Area","105","0.172295254031001","0.145411626587243","0.199178881474759"
"Min 1x per week","1995","middle vocational","Urban Area","439","0.103657188517761","0.0945305791919088","0.112783797843613"
"Min 1x per week","1995","middle vocational","Rural Area","175","0.0943085119502458","0.0826716207679339","0.105945403132558"
"Min 1x per week","1995","vocational + Abi","Urban Area","48","0.0956940644865165","0.0653904803806687","0.125997648592364"
"Min 1x per week","1995","vocational + Abi","Rural Area","11","","",""
"Min 1x per week","1995","higher vocational","Urban Area","58","0.121533338559602","0.0919934047167178","0.151073272402487"
"Min 1x per week","1995","higher vocational","Rural Area","22","","",""
"Min 1x per week","1995","higher education","Urban Area","102","0.094402722971749","0.0772866117695828","0.111518834173915"
"Min 1x per week","1995","higher education","Rural Area","43","0.0890987969358866","0.0669057059407695","0.111291887931004"
"Min 1x per month","1995","in school","Urban Area","15","","",""
"Min 1x per month","1995","in school","Rural Area","6","","",""
"Min 1x per month","1995","inadequately","Urban Area","69","0.12334505582067","0.0927927986012451","0.153897313040095"
"Min 1x per month","1995","inadequately","Rural Area","8","","",""
"Min 1x per month","1995","general elemantary","Urban Area","224","0.112448699032293","0.0976133432594687","0.127284054805117"
"Min 1x per month","1995","general elemantary","Rural Area","98","0.143314620066182","0.118370429587006","0.168258810545358"
"Min 1x per month","1995","middle vocational","Urban Area","392","0.0800611829625851","0.0719354386694313","0.0881869272557388"
"Min 1x per month","1995","middle vocational","Rural Area","191","0.110574574237759","0.0980876984383601","0.123061450037158"
"Min 1x per month","1995","vocational + Abi","Urban Area","37","0.095410225005008","0.065146867867834","0.125673582142182"
"Min 1x per month","1995","vocational + Abi","Rural Area","9","","",""
"Min 1x per month","1995","higher vocational","Urban Area","42","0.0791262303287058","0.0547223182698875","0.103530142387524"
"Min 1x per month","1995","higher vocational","Rural Area","16","","",""
"Min 1x per month","1995","higher education","Urban Area","99","0.0925961533018213","0.0756277075098945","0.109564599093748"
"Min 1x per month","1995","higher education","Rural Area","38","0.0830967097163131","0.0615936671047124","0.104599752327914"
"Rarely","1995","in school","Urban Area","48","0.28180374960478","0.219298498643767","0.344309000565793"
"Rarely","1995","in school","Rural Area","21","","",""
"Rarely","1995","inadequately","Urban Area","102","0.207065463747593","0.169417578404186","0.244713349091"
"Rarely","1995","inadequately","Rural Area","14","","",""
"Rarely","1995","general elemantary","Urban Area","454","0.271015834386476","0.250143049560333","0.291888619212618"
"Rarely","1995","general elemantary","Rural Area","193","0.26424571099715","0.23285624966659","0.29563517232771"
"Rarely","1995","middle vocational","Urban Area","1166","0.283875867942792","0.270375951828901","0.297375784056682"
"Rarely","1995","middle vocational","Rural Area","599","0.261591215696816","0.244091484036251","0.279090947357381"
"Rarely","1995","vocational + Abi","Urban Area","97","0.249994058461821","0.205388292518311","0.294599824405331"
"Rarely","1995","vocational + Abi","Rural Area","28","","",""
