"pli0098_h","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Full Time","(0) in school","","","",""
"Daily","1990","Full Time","(1a) inadequately completed","5","","",""
"Daily","1990","Full Time","(1b) general elementary school","10","","",""
"Daily","1990","Full Time","(1c) basic vocational qualification","10","","",""
"Daily","1990","Full Time","(2b) intermediate general qualification","","","",""
"Daily","1990","Full Time","(2a) intermediate vocational","1","","",""
"Daily","1990","Full Time","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Full Time","(2c_voc) vocational maturity certificate","1","","",""
"Daily","1990","Full Time","(3a) lower tertiary education","1","","",""
"Daily","1990","Full Time","(3b) higher tertiary education","2","","",""
"Daily","1990","Part Time","(0) in school","","","",""
"Daily","1990","Part Time","(1a) inadequately completed","1","","",""
"Daily","1990","Part Time","(1b) general elementary school","1","","",""
"Daily","1990","Part Time","(1c) basic vocational qualification","5","","",""
"Daily","1990","Part Time","(2b) intermediate general qualification","","","",""
"Daily","1990","Part Time","(2a) intermediate vocational","1","","",""
"Daily","1990","Part Time","(2c_gen) general maturity certificate","1","","",""
"Daily","1990","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Part Time","(3a) lower tertiary education","1","","",""
"Daily","1990","Part Time","(3b) higher tertiary education","","","",""
"Daily","1990","Not Working","(0) in school","","","",""
"Daily","1990","Not Working","(1a) inadequately completed","7","","",""
"Daily","1990","Not Working","(1b) general elementary school","17","","",""
"Daily","1990","Not Working","(1c) basic vocational qualification","12","","",""
"Daily","1990","Not Working","(2b) intermediate general qualification","","","",""
"Daily","1990","Not Working","(2a) intermediate vocational","","","",""
"Daily","1990","Not Working","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Not Working","(3a) lower tertiary education","1","","",""
"Daily","1990","Not Working","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Full Time","(0) in school","","","",""
"Min 1x per week","1990","Full Time","(1a) inadequately completed","38","0.111323624976623","0.0750605475821645","0.147586702371081"
"Min 1x per week","1990","Full Time","(1b) general elementary school","101","0.106803169830294","0.0849875083356245","0.128618831324964"
"Min 1x per week","1990","Full Time","(1c) basic vocational qualification","204","0.112770344080904","0.0976896886754499","0.127850999486359"
"Min 1x per week","1990","Full Time","(2b) intermediate general qualification","15","","",""
"Min 1x per week","1990","Full Time","(2a) intermediate vocational","69","0.0840723991955343","0.0635740420697253","0.104570756321343"
"Min 1x per week","1990","Full Time","(2c_gen) general maturity certificate","10","","",""
"Min 1x per week","1990","Full Time","(2c_voc) vocational maturity certificate","23","","",""
"Min 1x per week","1990","Full Time","(3a) lower tertiary education","12","","",""
"Min 1x per week","1990","Full Time","(3b) higher tertiary education","37","0.118763387544557","0.0813355533251568","0.156191221763956"
"Min 1x per week","1990","Part Time","(0) in school","1","","",""
"Min 1x per week","1990","Part Time","(1a) inadequately completed","13","","",""
"Min 1x per week","1990","Part Time","(1b) general elementary school","45","0.117750172104525","0.0858027162451269","0.149697627963922"
"Min 1x per week","1990","Part Time","(1c) basic vocational qualification","59","0.108329224759926","0.0812759903664791","0.135382459153372"
"Min 1x per week","1990","Part Time","(2b) intermediate general qualification","15","","",""
"Min 1x per week","1990","Part Time","(2a) intermediate vocational","24","","",""
"Min 1x per week","1990","Part Time","(2c_gen) general maturity certificate","13","","",""
"Min 1x per week","1990","Part Time","(2c_voc) vocational maturity certificate","7","","",""
"Min 1x per week","1990","Part Time","(3a) lower tertiary education","6","","",""
"Min 1x per week","1990","Part Time","(3b) higher tertiary education","16","","",""
"Min 1x per week","1990","Not Working","(0) in school","29","","",""
"Min 1x per week","1990","Not Working","(1a) inadequately completed","68","0.147928904263648","0.106418270131052","0.189439538396244"
"Min 1x per week","1990","Not Working","(1b) general elementary school","222","0.234954180712891","0.208369214001378","0.261539147424403"
"Min 1x per week","1990","Not Working","(1c) basic vocational qualification","178","0.179756799755089","0.156134125944279","0.203379473565899"
"Min 1x per week","1990","Not Working","(2b) intermediate general qualification","22","","",""
"Min 1x per week","1990","Not Working","(2a) intermediate vocational","70","0.20387944191459","0.160279359859612","0.247479523969568"
"Min 1x per week","1990","Not Working","(2c_gen) general maturity certificate","19","","",""
"Min 1x per week","1990","Not Working","(2c_voc) vocational maturity certificate","20","","",""
"Min 1x per week","1990","Not Working","(3a) lower tertiary education","8","","",""
"Min 1x per week","1990","Not Working","(3b) higher tertiary education","20","","",""
"Min 1x per month","1990","Full Time","(0) in school","","","",""
"Min 1x per month","1990","Full Time","(1a) inadequately completed","45","0.130700872522988","0.0918390615577611","0.169562683488216"
"Min 1x per month","1990","Full Time","(1b) general elementary school","100","0.115481767408975","0.092907543201037","0.138055991616912"
"Min 1x per month","1990","Full Time","(1c) basic vocational qualification","170","0.0945370096766821","0.0805880756234929","0.108485943729871"
"Min 1x per month","1990","Full Time","(2b) intermediate general qualification","9","","",""
"Min 1x per month","1990","Full Time","(2a) intermediate vocational","61","0.0837331880061896","0.0632724378210929","0.104193938191286"
"Min 1x per month","1990","Full Time","(2c_gen) general maturity certificate","7","","",""
"Min 1x per month","1990","Full Time","(2c_voc) vocational maturity certificate","18","","",""
"Min 1x per month","1990","Full Time","(3a) lower tertiary education","12","","",""
"Min 1x per month","1990","Full Time","(3b) higher tertiary education","30","0.118717917424512","0.0812962833546259","0.156139551494397"
"Min 1x per month","1990","Part Time","(0) in school","","","",""
"Min 1x per month","1990","Part Time","(1a) inadequately completed","16","","",""
"Min 1x per month","1990","Part Time","(1b) general elementary school","63","0.172186090146941","0.134764253004521","0.209607927289361"
"Min 1x per month","1990","Part Time","(1c) basic vocational qualification","63","0.107128678523545","0.0802076640097696","0.13404969303732"
"Min 1x per month","1990","Part Time","(2b) intermediate general qualification","12","","",""
"Min 1x per month","1990","Part Time","(2a) intermediate vocational","30","0.138691731991928","0.0942174758984798","0.183165988085375"
"Min 1x per month","1990","Part Time","(2c_gen) general maturity certificate","11","","",""
"Min 1x per month","1990","Part Time","(2c_voc) vocational maturity certificate","9","","",""
"Min 1x per month","1990","Part Time","(3a) lower tertiary education","6","","",""
"Min 1x per month","1990","Part Time","(3b) higher tertiary education","18","","",""
"Min 1x per month","1990","Not Working","(0) in school","19","","",""
"Min 1x per month","1990","Not Working","(1a) inadequately completed","38","0.121035482442524","0.0828993229094514","0.159171641975597"
"Min 1x per month","1990","Not Working","(1b) general elementary school","123","0.138365316365781","0.116714413301979","0.160016219429584"
"Min 1x per month","1990","Not Working","(1c) basic vocational qualification","139","0.145404348275775","0.123718115936379","0.167090580615172"
"Min 1x per month","1990","Not Working","(2b) intermediate general qualification","14","","",""
"Min 1x per month","1990","Not Working","(2a) intermediate vocational","56","0.182589974885161","0.140780990921659","0.224398958848663"
"Min 1x per month","1990","Not Working","(2c_gen) general maturity certificate","15","","",""
"Min 1x per month","1990","Not Working","(2c_voc) vocational maturity certificate","10","","",""
"Min 1x per month","1990","Not Working","(3a) lower tertiary education","6","","",""
"Min 1x per month","1990","Not Working","(3b) higher tertiary education","8","","",""
"Rarely","1990","Full Time","(0) in school","","","",""
"Rarely","1990","Full Time","(1a) inadequately completed","71","0.236754478030884","0.187744963209146","0.285763992852622"
"Rarely","1990","Full Time","(1b) general elementary school","225","0.305971987451738","0.273423406265515","0.338520568637961"
"Rarely","1990","Full Time","(1c) basic vocational qualification","606","0.361503262386394","0.338597740544665","0.384408784228123"
"Rarely","1990","Full Time","(2b) intermediate general qualification","37","0.283449529051936","0.20932444794165","0.357574610162222"
"Rarely","1990","Full Time","(2a) intermediate vocational","227","0.315987773589016","0.281645516645784","0.350330030532248"
"Rarely","1990","Full Time","(2c_gen) general maturity certificate","24","","",""
"Rarely","1990","Full Time","(2c_voc) vocational maturity certificate","75","0.310472041474154","0.2494707340786","0.371473348869707"
"Rarely","1990","Full Time","(3a) lower tertiary education","53","0.384770661563609","0.305578247194756","0.463963075932461"
