"pli0098_h","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Daily","1990","16-34 y.","no migration background","","","",""
"Daily","1990","16-34 y.","direct migration background","","","",""
"Daily","1990","16-34 y.","indirect migration background","","","",""
"Daily","1990","35-65 y.","no migration background","","","",""
"Daily","1990","35-65 y.","direct migration background","","","",""
"Daily","1990","35-65 y.","indirect migration background","","","",""
"Daily","1990","66 and older","no migration background","","","",""
"Daily","1990","66 and older","direct migration background","","","",""
"Daily","1990","66 and older","indirect migration background","","","",""
"Min 1x per week","1990","16-34 y.","no migration background","291","0.0772437114668502","0.0690895371174689","0.0853978858162316"
"Min 1x per week","1990","16-34 y.","direct migration background","118","0.108552830935946","0.088418750226922","0.128686911644969"
"Min 1x per week","1990","16-34 y.","indirect migration background","","","",""
"Min 1x per week","1990","35-65 y.","no migration background","564","0.123722450822767","0.11491753539921","0.132527366246324"
"Min 1x per week","1990","35-65 y.","direct migration background","274","0.151339530723165","0.133946939553212","0.168732121893117"
"Min 1x per week","1990","35-65 y.","indirect migration background","","","",""
"Min 1x per week","1990","66 and older","no migration background","245","0.193658641901653","0.172703015356488","0.214614268446818"
"Min 1x per week","1990","66 and older","direct migration background","","","",""
"Min 1x per week","1990","66 and older","indirect migration background","","","",""
"Min 1x per month","1990","16-34 y.","no migration background","276","0.0722620096521692","0.064353901354745","0.0801701179495933"
"Min 1x per month","1990","16-34 y.","direct migration background","113","0.101806433635673","0.0822343976693101","0.121378469602037"
"Min 1x per month","1990","16-34 y.","indirect migration background","","","",""
"Min 1x per month","1990","35-65 y.","no migration background","480","0.10111409244812","0.0930521773721567","0.109176007524084"
"Min 1x per month","1990","35-65 y.","direct migration background","225","0.125969073252574","0.109865714153632","0.142072432351516"
"Min 1x per month","1990","35-65 y.","indirect migration background","","","",""
"Min 1x per month","1990","66 and older","no migration background","197","0.156699465561528","0.137422099836592","0.175976831286464"
"Min 1x per month","1990","66 and older","direct migration background","","","",""
"Min 1x per month","1990","66 and older","indirect migration background","","","",""
"Rarely","1990","16-34 y.","no migration background","1078","0.289255263544612","0.275406774837648","0.303103752251575"
"Rarely","1990","16-34 y.","direct migration background","238","0.283279387360449","0.254115470073209","0.31244330464769"
"Rarely","1990","16-34 y.","indirect migration background","90","0.32365425593065","0.267428886898848","0.379879624962452"
"Rarely","1990","35-65 y.","no migration background","1508","0.311715299286993","0.29932895331977","0.324101645254216"
"Rarely","1990","35-65 y.","direct migration background","421","0.262780873070837","0.241420133592421","0.284141612549253"
"Rarely","1990","35-65 y.","indirect migration background","","","",""
"Rarely","1990","66 and older","no migration background","301","0.21412243148228","0.192368824851786","0.235876038112773"
"Rarely","1990","66 and older","direct migration background","","","",""
"Rarely","1990","66 and older","indirect migration background","","","",""
"Never","1990","16-34 y.","no migration background","2466","0.55929718126925","0.544133691963642","0.574460670574859"
"Never","1990","16-34 y.","direct migration background","440","0.500483889185923","0.468122047861029","0.532845730510816"
