"pli0098_h","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1990","16-34 y.","middle vocational","208","0.0753278414752033","0.0654959585094178","0.0851597244409889"
"Min 1x per month","1990","16-34 y.","vocational + Abi","","","",""
"Min 1x per month","1990","16-34 y.","higher vocational","","","",""
"Min 1x per month","1990","16-34 y.","higher education","30","0.0665466274733829","0.0450001702527267","0.0880930846940391"
"Min 1x per month","1990","35-65 y.","in school","","","",""
"Min 1x per month","1990","35-65 y.","inadequately","66","0.106661458351571","0.0784221833566797","0.134900733346462"
"Min 1x per month","1990","35-65 y.","general elemantary","195","0.148983437761425","0.129875748145202","0.168091127377649"
"Min 1x per month","1990","35-65 y.","middle vocational","320","0.0963463973746705","0.086653763142969","0.106039031606372"
"Min 1x per month","1990","35-65 y.","vocational + Abi","","","",""
"Min 1x per month","1990","35-65 y.","higher vocational","30","0.0683758856266954","0.045030730535814","0.0917210407175768"
"Min 1x per month","1990","35-65 y.","higher education","74","0.0883201558854572","0.0711648753985947","0.10547543637232"
"Min 1x per month","1990","66 and older","in school","","","",""
"Min 1x per month","1990","66 and older","inadequately","","","",""
"Min 1x per month","1990","66 and older","general elemantary","70","0.144752883406537","0.114540245177092","0.174965521635982"
"Min 1x per month","1990","66 and older","middle vocational","106","0.169866853864836","0.142068615080478","0.197665092649194"
"Min 1x per month","1990","66 and older","vocational + Abi","","","",""
"Min 1x per month","1990","66 and older","higher vocational","","","",""
"Min 1x per month","1990","66 and older","higher education","","","",""
"Rarely","1990","16-34 y.","in school","55","0.368340061734667","0.299753752129466","0.436926371339869"
"Rarely","1990","16-34 y.","inadequately","37","0.282617214581032","0.213065164690621","0.352169264471443"
"Rarely","1990","16-34 y.","general elemantary","324","0.310148436520915","0.283058891918743","0.337237981123087"
"Rarely","1990","16-34 y.","middle vocational","705","0.278697205638718","0.261994371728231","0.295400039549204"
"Rarely","1990","16-34 y.","vocational + Abi","57","0.251177121061875","0.193998780656509","0.308355461467241"
"Rarely","1990","16-34 y.","higher vocational","66","0.297189281724746","0.236100056058434","0.358278507391058"
"Rarely","1990","16-34 y.","higher education","130","0.312272186802313","0.272209370282149","0.352335003322477"
"Rarely","1990","35-65 y.","in school","","","",""
"Rarely","1990","35-65 y.","inadequately","99","0.238097528329917","0.199133048485437","0.277062008174396"
"Rarely","1990","35-65 y.","general elemantary","361","0.298838960202563","0.274275040290347","0.32340288011478"
"Rarely","1990","35-65 y.","middle vocational","1039","0.320842537531723","0.305508578387483","0.336176496675963"
"Rarely","1990","35-65 y.","vocational + Abi","45","0.354633022030986","0.272077487787795","0.437188556274176"
"Rarely","1990","35-65 y.","higher vocational","148","0.334786429502828","0.291135912340013","0.378436946665643"
"Rarely","1990","35-65 y.","higher education","239","0.252313775111962","0.226054852486779","0.278572697737144"
"Rarely","1990","66 and older","in school","","","",""
"Rarely","1990","66 and older","inadequately","","","",""
"Rarely","1990","66 and older","general elemantary","106","0.188170479200999","0.154609285865339","0.221731672536658"
"Rarely","1990","66 and older","middle vocational","157","0.214610833680034","0.18421896835979","0.245002699000278"
"Rarely","1990","66 and older","vocational + Abi","","","",""
"Rarely","1990","66 and older","higher vocational","","","",""
"Rarely","1990","66 and older","higher education","","","",""
"Never","1990","16-34 y.","in school","80","0.333096066676715","0.266078650136169","0.400113483217261"
"Never","1990","16-34 y.","inadequately","87","0.553785494402579","0.477000247855526","0.630570740949632"
"Never","1990","16-34 y.","general elemantary","595","0.538587549156792","0.509392319956518","0.567782778357066"
"Never","1990","16-34 y.","middle vocational","1640","0.570411225328514","0.551970179709659","0.588852270947369"
"Never","1990","16-34 y.","vocational + Abi","130","0.616639009627548","0.552537034537118","0.680740984717979"
"Never","1990","16-34 y.","higher vocational","108","0.481045028049701","0.414258854026555","0.547831202072848"
"Never","1990","16-34 y.","higher education","324","0.554347046925464","0.511377992668484","0.597316101182443"
"Never","1990","35-65 y.","in school","","","",""
"Never","1990","35-65 y.","inadequately","189","0.459547109748646","0.413955419893161","0.505138799604132"
"Never","1990","35-65 y.","general elemantary","553","0.382698918766073","0.356616533077808","0.408781304454337"
"Never","1990","35-65 y.","middle vocational","1822","0.465127828498272","0.448743288403115","0.48151236859343"
"Never","1990","35-65 y.","vocational + Abi","54","0.409251830746461","0.324402241646148","0.494101419846773"
"Never","1990","35-65 y.","higher vocational","214","0.437993519786032","0.392102318672136","0.483884720899928"
"Never","1990","35-65 y.","higher education","642","0.541011807277933","0.510885155923069","0.571138458632798"
"Never","1990","66 and older","in school","","","",""
"Never","1990","66 and older","inadequately","","","",""
"Never","1990","66 and older","general elemantary","212","0.400063107118315","0.35799564949286","0.442130564743771"
"Never","1990","66 and older","middle vocational","328","0.440423211429733","0.403673492025155","0.47717293083431"
"Never","1990","66 and older","vocational + Abi","","","",""
"Never","1990","66 and older","higher vocational","49","0.514646964565985","0.416690822170784","0.612603106961186"
"Never","1990","66 and older","higher education","48","0.38133837030862","0.288873449481278","0.473803291135962"
"Daily","1991","16-34 y.","in school","","","",""
"Daily","1991","16-34 y.","inadequately","","","",""
"Daily","1991","16-34 y.","general elemantary","","","",""
"Daily","1991","16-34 y.","middle vocational","","","",""
"Daily","1991","16-34 y.","vocational + Abi","","","",""
"Daily","1991","16-34 y.","higher vocational","","","",""
"Daily","1991","16-34 y.","higher education","","","",""
"Daily","1991","35-65 y.","in school","","","",""
"Daily","1991","35-65 y.","inadequately","","","",""
"Daily","1991","35-65 y.","general elemantary","","","",""
"Daily","1991","35-65 y.","middle vocational","","","",""
"Daily","1991","35-65 y.","vocational + Abi","","","",""
"Daily","1991","35-65 y.","higher vocational","","","",""
"Daily","1991","35-65 y.","higher education","","","",""
"Daily","1991","66 and older","in school","","","",""
"Daily","1991","66 and older","inadequately","","","",""
"Daily","1991","66 and older","general elemantary","","","",""
"Daily","1991","66 and older","middle vocational","","","",""
"Daily","1991","66 and older","vocational + Abi","","","",""
"Daily","1991","66 and older","higher vocational","","","",""
"Daily","1991","66 and older","higher education","","","",""
"Min 1x per week","1991","16-34 y.","in school","","","",""
"Min 1x per week","1991","16-34 y.","inadequately","","","",""
"Min 1x per week","1991","16-34 y.","general elemantary","","","",""
"Min 1x per week","1991","16-34 y.","middle vocational","","","",""
"Min 1x per week","1991","16-34 y.","vocational + Abi","","","",""
"Min 1x per week","1991","16-34 y.","higher vocational","","","",""
"Min 1x per week","1991","16-34 y.","higher education","","","",""
"Min 1x per week","1991","35-65 y.","in school","","","",""
"Min 1x per week","1991","35-65 y.","inadequately","","","",""
"Min 1x per week","1991","35-65 y.","general elemantary","","","",""
"Min 1x per week","1991","35-65 y.","middle vocational","","","",""
"Min 1x per week","1991","35-65 y.","vocational + Abi","","","",""
"Min 1x per week","1991","35-65 y.","higher vocational","","","",""
"Min 1x per week","1991","35-65 y.","higher education","","","",""
"Min 1x per week","1991","66 and older","in school","","","",""
"Min 1x per week","1991","66 and older","inadequately","","","",""
"Min 1x per week","1991","66 and older","general elemantary","","","",""
"Min 1x per week","1991","66 and older","middle vocational","","","",""
"Min 1x per week","1991","66 and older","vocational + Abi","","","",""
"Min 1x per week","1991","66 and older","higher vocational","","","",""
"Min 1x per week","1991","66 and older","higher education","","","",""
"Min 1x per month","1991","16-34 y.","in school","","","",""
"Min 1x per month","1991","16-34 y.","inadequately","","","",""
"Min 1x per month","1991","16-34 y.","general elemantary","","","",""
"Min 1x per month","1991","16-34 y.","middle vocational","","","",""
"Min 1x per month","1991","16-34 y.","vocational + Abi","","","",""
"Min 1x per month","1991","16-34 y.","higher vocational","","","",""
"Min 1x per month","1991","16-34 y.","higher education","","","",""
"Min 1x per month","1991","35-65 y.","in school","","","",""
"Min 1x per month","1991","35-65 y.","inadequately","","","",""
"Min 1x per month","1991","35-65 y.","general elemantary","","","",""
"Min 1x per month","1991","35-65 y.","middle vocational","","","",""
"Min 1x per month","1991","35-65 y.","vocational + Abi","","","",""
"Min 1x per month","1991","35-65 y.","higher vocational","","","",""
"Min 1x per month","1991","35-65 y.","higher education","","","",""
"Min 1x per month","1991","66 and older","in school","","","",""
"Min 1x per month","1991","66 and older","inadequately","","","",""
"Min 1x per month","1991","66 and older","general elemantary","","","",""
"Min 1x per month","1991","66 and older","middle vocational","","","",""
"Min 1x per month","1991","66 and older","vocational + Abi","","","",""
"Min 1x per month","1991","66 and older","higher vocational","","","",""
"Min 1x per month","1991","66 and older","higher education","","","",""
"Rarely","1991","16-34 y.","in school","","","",""
"Rarely","1991","16-34 y.","inadequately","","","",""
"Rarely","1991","16-34 y.","general elemantary","","","",""
"Rarely","1991","16-34 y.","middle vocational","","","",""
"Rarely","1991","16-34 y.","vocational + Abi","","","",""
"Rarely","1991","16-34 y.","higher vocational","","","",""
"Rarely","1991","16-34 y.","higher education","","","",""
"Rarely","1991","35-65 y.","in school","","","",""
"Rarely","1991","35-65 y.","inadequately","","","",""
"Rarely","1991","35-65 y.","general elemantary","","","",""
"Rarely","1991","35-65 y.","middle vocational","","","",""
"Rarely","1991","35-65 y.","vocational + Abi","","","",""
"Rarely","1991","35-65 y.","higher vocational","","","",""
"Rarely","1991","35-65 y.","higher education","","","",""
"Rarely","1991","66 and older","in school","","","",""
"Rarely","1991","66 and older","inadequately","","","",""
"Rarely","1991","66 and older","general elemantary","","","",""
"Rarely","1991","66 and older","middle vocational","","","",""
"Rarely","1991","66 and older","vocational + Abi","","","",""
"Rarely","1991","66 and older","higher vocational","","","",""
"Rarely","1991","66 and older","higher education","","","",""
"Never","1991","16-34 y.","in school","","","",""
"Never","1991","16-34 y.","inadequately","","","",""
"Never","1991","16-34 y.","general elemantary","","","",""
"Never","1991","16-34 y.","middle vocational","","","",""
"Never","1991","16-34 y.","vocational + Abi","","","",""
"Never","1991","16-34 y.","higher vocational","","","",""
"Never","1991","16-34 y.","higher education","","","",""
"Never","1991","35-65 y.","in school","","","",""
"Never","1991","35-65 y.","inadequately","","","",""
"Never","1991","35-65 y.","general elemantary","","","",""
"Never","1991","35-65 y.","middle vocational","","","",""
"Never","1991","35-65 y.","vocational + Abi","","","",""
"Never","1991","35-65 y.","higher vocational","","","",""
"Never","1991","35-65 y.","higher education","","","",""
"Never","1991","66 and older","in school","","","",""
"Never","1991","66 and older","inadequately","","","",""
"Never","1991","66 and older","general elemantary","","","",""
"Never","1991","66 and older","middle vocational","","","",""
"Never","1991","66 and older","vocational + Abi","","","",""
"Never","1991","66 and older","higher vocational","","","",""
"Never","1991","66 and older","higher education","","","",""
"Daily","1992","16-34 y.","in school","","","",""
"Daily","1992","16-34 y.","inadequately","","","",""
"Daily","1992","16-34 y.","general elemantary","","","",""
"Daily","1992","16-34 y.","middle vocational","","","",""
"Daily","1992","16-34 y.","vocational + Abi","","","",""
"Daily","1992","16-34 y.","higher vocational","","","",""
"Daily","1992","16-34 y.","higher education","","","",""
"Daily","1992","35-65 y.","in school","","","",""
"Daily","1992","35-65 y.","inadequately","","","",""
"Daily","1992","35-65 y.","general elemantary","","","",""
"Daily","1992","35-65 y.","middle vocational","","","",""
"Daily","1992","35-65 y.","vocational + Abi","","","",""
"Daily","1992","35-65 y.","higher vocational","","","",""
"Daily","1992","35-65 y.","higher education","","","",""
"Daily","1992","66 and older","in school","","","",""
"Daily","1992","66 and older","inadequately","","","",""
"Daily","1992","66 and older","general elemantary","","","",""
"Daily","1992","66 and older","middle vocational","","","",""
"Daily","1992","66 and older","vocational + Abi","","","",""
"Daily","1992","66 and older","higher vocational","","","",""
"Daily","1992","66 and older","higher education","","","",""
"Min 1x per week","1992","16-34 y.","in school","","","",""
"Min 1x per week","1992","16-34 y.","inadequately","","","",""
"Min 1x per week","1992","16-34 y.","general elemantary","98","0.0847991583579909","0.0680914671117584","0.101506849604223"
"Min 1x per week","1992","16-34 y.","middle vocational","154","0.0529001507177592","0.0441799123430371","0.0616203890924813"
"Min 1x per week","1992","16-34 y.","vocational + Abi","","","",""
"Min 1x per week","1992","16-34 y.","higher vocational","","","",""
"Min 1x per week","1992","16-34 y.","higher education","","","",""
"Min 1x per week","1992","35-65 y.","in school","","","",""
"Min 1x per week","1992","35-65 y.","inadequately","97","0.196686673353459","0.159332991464429","0.23404035524249"
"Min 1x per week","1992","35-65 y.","general elemantary","178","0.14361253084413","0.123997896001321","0.163227165686938"
"Min 1x per week","1992","35-65 y.","middle vocational","311","0.101797984105798","0.0916917674411849","0.11190420077041"
"Min 1x per week","1992","35-65 y.","vocational + Abi","","","",""
"Min 1x per week","1992","35-65 y.","higher vocational","54","0.143113232828353","0.111041903147859","0.175184562508846"
"Min 1x per week","1992","35-65 y.","higher education","99","0.116098027830934","0.0970981309240529","0.135097924737816"
"Min 1x per week","1992","66 and older","in school","","","",""
"Min 1x per week","1992","66 and older","inadequately","","","",""
"Min 1x per week","1992","66 and older","general elemantary","111","0.227505948995772","0.190157776093258","0.264854121898287"
"Min 1x per week","1992","66 and older","middle vocational","108","0.164818875024562","0.137680760115496","0.191956989933629"
"Min 1x per week","1992","66 and older","vocational + Abi","","","",""
"Min 1x per week","1992","66 and older","higher vocational","","","",""
"Min 1x per week","1992","66 and older","higher education","","","",""
"Min 1x per month","1992","16-34 y.","in school","","","",""
"Min 1x per month","1992","16-34 y.","inadequately","","","",""
"Min 1x per month","1992","16-34 y.","general elemantary","81","0.0493170645438627","0.0363309591510935","0.0623031699366318"
"Min 1x per month","1992","16-34 y.","middle vocational","190","0.0685615682397297","0.0587164833212738","0.0784066531581857"
"Min 1x per month","1992","16-34 y.","vocational + Abi","","","",""
"Min 1x per month","1992","16-34 y.","higher vocational","","","",""
"Min 1x per month","1992","16-34 y.","higher education","","","",""
"Min 1x per month","1992","35-65 y.","in school","","","",""
"Min 1x per month","1992","35-65 y.","inadequately","57","0.100526647817495","0.0722688564953505","0.12878443913964"
"Min 1x per month","1992","35-65 y.","general elemantary","164","0.117518559863625","0.0995068506013631","0.135530269125886"
"Min 1x per month","1992","35-65 y.","middle vocational","270","0.0772662076443008","0.0683420955991038","0.0861903196894978"
"Min 1x per month","1992","35-65 y.","vocational + Abi","","","",""
"Min 1x per month","1992","35-65 y.","higher vocational","","","",""
"Min 1x per month","1992","35-65 y.","higher education","58","0.0670115125557667","0.052181223202018","0.0818418019095153"
"Min 1x per month","1992","66 and older","in school","","","",""
"Min 1x per month","1992","66 and older","inadequately","","","",""
"Min 1x per month","1992","66 and older","general elemantary","67","0.15170149484673","0.119742383768495","0.183660605924966"
"Min 1x per month","1992","66 and older","middle vocational","71","0.11042650377091","0.0875012871755357","0.133351720366285"
"Min 1x per month","1992","66 and older","vocational + Abi","","","",""
"Min 1x per month","1992","66 and older","higher vocational","","","",""
"Min 1x per month","1992","66 and older","higher education","","","",""
"Rarely","1992","16-34 y.","in school","45","0.316418507652045","0.249400993655503","0.383436021648587"
"Rarely","1992","16-34 y.","inadequately","33","0.213792977827369","0.151425350198364","0.276160605456374"
"Rarely","1992","16-34 y.","general elemantary","265","0.274350895333732","0.247591334144779","0.301110456522686"
"Rarely","1992","16-34 y.","middle vocational","656","0.282058368620245","0.264526989479927","0.299589747760562"
"Rarely","1992","16-34 y.","vocational + Abi","53","0.223016334523701","0.168624824854995","0.277407844192407"
"Rarely","1992","16-34 y.","higher vocational","71","0.328871194674467","0.266073352823547","0.391669036525388"
"Rarely","1992","16-34 y.","higher education","97","0.229401971272977","0.190293654382042","0.268510288163912"
"Rarely","1992","35-65 y.","in school","","","",""
"Rarely","1992","35-65 y.","inadequately","106","0.216715852613489","0.1779982487997","0.255433456427279"
"Rarely","1992","35-65 y.","general elemantary","323","0.296321134621857","0.270781335605436","0.321860933638278"
"Rarely","1992","35-65 y.","middle vocational","946","0.30534718511376","0.289954553934216","0.320739816293303"
"Rarely","1992","35-65 y.","vocational + Abi","36","0.291347220135371","0.21469876717775","0.367995673092992"
"Rarely","1992","35-65 y.","higher vocational","140","0.330402108126371","0.287325272236707","0.373478944016035"
"Rarely","1992","35-65 y.","higher education","243","0.242293569161878","0.216880436581727","0.267706701742029"
"Rarely","1992","66 and older","in school","","","",""
"Rarely","1992","66 and older","inadequately","","","",""
"Rarely","1992","66 and older","general elemantary","98","0.210893311483921","0.174549984995719","0.247236637972123"
"Rarely","1992","66 and older","middle vocational","172","0.233083866043549","0.202158424254902","0.264009307832195"
"Rarely","1992","66 and older","vocational + Abi","","","",""
"Rarely","1992","66 and older","higher vocational","","","",""
"Rarely","1992","66 and older","higher education","","","",""
"Never","1992","16-34 y.","in school","100","0.479269551608418","0.407281796173634","0.551257307043203"
"Never","1992","16-34 y.","inadequately","100","0.634908344368157","0.561667976336776","0.708148712399539"
"Never","1992","16-34 y.","general elemantary","624","0.591532881764414","0.562052679368689","0.621013084160139"
"Never","1992","16-34 y.","middle vocational","1531","0.596479912422267","0.57736675180959","0.615593073034944"
"Never","1992","16-34 y.","vocational + Abi","137","0.64266693385547","0.580050776440108","0.705283091270833"
"Never","1992","16-34 y.","higher vocational","107","0.502885132138971","0.436052027651488","0.569718236626454"
"Never","1992","16-34 y.","higher education","293","0.634202576839138","0.58940124466509","0.679003909013186"
"Never","1992","35-65 y.","in school","","","",""
"Never","1992","35-65 y.","inadequately","175","0.486070826215556","0.43910252244742","0.533039129983691"
"Never","1992","35-65 y.","general elemantary","563","0.442547774670389","0.414767737980185","0.470327811360592"
"Never","1992","35-65 y.","middle vocational","1912","0.515588623136142","0.498885763435151","0.532291482837133"
"Never","1992","35-65 y.","vocational + Abi","72","0.495425542172209","0.411085651338205","0.579765433006213"
"Never","1992","35-65 y.","higher vocational","235","0.450308903613861","0.404744050949915","0.495873756277806"
"Never","1992","35-65 y.","higher education","692","0.574596890451421","0.545273192487795","0.603920588415047"
"Never","1992","66 and older","in school","","","",""
"Never","1992","66 and older","inadequately","","","",""
"Never","1992","66 and older","general elemantary","208","0.409899244673576","0.366083817063273","0.453714672283879"
"Never","1992","66 and older","middle vocational","367","0.491670755160978","0.455103226928558","0.528238283393398"
"Never","1992","66 and older","vocational + Abi","","","",""
"Never","1992","66 and older","higher vocational","42","0.452665781271063","0.350397130100423","0.554934432441703"
"Never","1992","66 and older","higher education","52","0.412063584311953","0.319234618641608","0.504892549982297"
"Daily","1993","16-34 y.","in school","","","",""
"Daily","1993","16-34 y.","inadequately","","","",""
"Daily","1993","16-34 y.","general elemantary","","","",""
"Daily","1993","16-34 y.","middle vocational","","","",""
"Daily","1993","16-34 y.","vocational + Abi","","","",""
"Daily","1993","16-34 y.","higher vocational","","","",""
"Daily","1993","16-34 y.","higher education","","","",""
"Daily","1993","35-65 y.","in school","","","",""
"Daily","1993","35-65 y.","inadequately","","","",""
"Daily","1993","35-65 y.","general elemantary","","","",""
"Daily","1993","35-65 y.","middle vocational","","","",""
"Daily","1993","35-65 y.","vocational + Abi","","","",""
"Daily","1993","35-65 y.","higher vocational","","","",""
"Daily","1993","35-65 y.","higher education","","","",""
"Daily","1993","66 and older","in school","","","",""
"Daily","1993","66 and older","inadequately","","","",""
"Daily","1993","66 and older","general elemantary","","","",""
"Daily","1993","66 and older","middle vocational","","","",""
"Daily","1993","66 and older","vocational + Abi","","","",""
"Daily","1993","66 and older","higher vocational","","","",""
"Daily","1993","66 and older","higher education","","","",""
"Min 1x per week","1993","16-34 y.","in school","","","",""
"Min 1x per week","1993","16-34 y.","inadequately","","","",""
"Min 1x per week","1993","16-34 y.","general elemantary","","","",""
"Min 1x per week","1993","16-34 y.","middle vocational","","","",""
"Min 1x per week","1993","16-34 y.","vocational + Abi","","","",""
"Min 1x per week","1993","16-34 y.","higher vocational","","","",""
"Min 1x per week","1993","16-34 y.","higher education","","","",""
"Min 1x per week","1993","35-65 y.","in school","","","",""
"Min 1x per week","1993","35-65 y.","inadequately","","","",""
"Min 1x per week","1993","35-65 y.","general elemantary","","","",""
"Min 1x per week","1993","35-65 y.","middle vocational","","","",""
"Min 1x per week","1993","35-65 y.","vocational + Abi","","","",""
"Min 1x per week","1993","35-65 y.","higher vocational","","","",""
"Min 1x per week","1993","35-65 y.","higher education","","","",""
"Min 1x per week","1993","66 and older","in school","","","",""
"Min 1x per week","1993","66 and older","inadequately","","","",""
"Min 1x per week","1993","66 and older","general elemantary","","","",""
"Min 1x per week","1993","66 and older","middle vocational","","","",""
"Min 1x per week","1993","66 and older","vocational + Abi","","","",""
"Min 1x per week","1993","66 and older","higher vocational","","","",""
"Min 1x per week","1993","66 and older","higher education","","","",""
"Min 1x per month","1993","16-34 y.","in school","","","",""
"Min 1x per month","1993","16-34 y.","inadequately","","","",""
"Min 1x per month","1993","16-34 y.","general elemantary","","","",""
"Min 1x per month","1993","16-34 y.","middle vocational","","","",""
"Min 1x per month","1993","16-34 y.","vocational + Abi","","","",""
"Min 1x per month","1993","16-34 y.","higher vocational","","","",""
"Min 1x per month","1993","16-34 y.","higher education","","","",""
"Min 1x per month","1993","35-65 y.","in school","","","",""
"Min 1x per month","1993","35-65 y.","inadequately","","","",""
"Min 1x per month","1993","35-65 y.","general elemantary","","","",""
"Min 1x per month","1993","35-65 y.","middle vocational","","","",""
"Min 1x per month","1993","35-65 y.","vocational + Abi","","","",""
"Min 1x per month","1993","35-65 y.","higher vocational","","","",""
"Min 1x per month","1993","35-65 y.","higher education","","","",""
"Min 1x per month","1993","66 and older","in school","","","",""
"Min 1x per month","1993","66 and older","inadequately","","","",""
"Min 1x per month","1993","66 and older","general elemantary","","","",""
"Min 1x per month","1993","66 and older","middle vocational","","","",""
"Min 1x per month","1993","66 and older","vocational + Abi","","","",""
"Min 1x per month","1993","66 and older","higher vocational","","","",""
"Min 1x per month","1993","66 and older","higher education","","","",""
"Rarely","1993","16-34 y.","in school","","","",""
"Rarely","1993","16-34 y.","inadequately","","","",""
"Rarely","1993","16-34 y.","general elemantary","","","",""
"Rarely","1993","16-34 y.","middle vocational","","","",""
"Rarely","1993","16-34 y.","vocational + Abi","","","",""
"Rarely","1993","16-34 y.","higher vocational","","","",""
"Rarely","1993","16-34 y.","higher education","","","",""
"Rarely","1993","35-65 y.","in school","","","",""
"Rarely","1993","35-65 y.","inadequately","","","",""
"Rarely","1993","35-65 y.","general elemantary","","","",""
"Rarely","1993","35-65 y.","middle vocational","","","",""
"Rarely","1993","35-65 y.","vocational + Abi","","","",""
"Rarely","1993","35-65 y.","higher vocational","","","",""
"Rarely","1993","35-65 y.","higher education","","","",""
"Rarely","1993","66 and older","in school","","","",""
"Rarely","1993","66 and older","inadequately","","","",""
"Rarely","1993","66 and older","general elemantary","","","",""
"Rarely","1993","66 and older","middle vocational","","","",""
"Rarely","1993","66 and older","vocational + Abi","","","",""
"Rarely","1993","66 and older","higher vocational","","","",""
"Rarely","1993","66 and older","higher education","","","",""
"Never","1993","16-34 y.","in school","","","",""
"Never","1993","16-34 y.","inadequately","","","",""
"Never","1993","16-34 y.","general elemantary","","","",""
"Never","1993","16-34 y.","middle vocational","","","",""
"Never","1993","16-34 y.","vocational + Abi","","","",""
"Never","1993","16-34 y.","higher vocational","","","",""
"Never","1993","16-34 y.","higher education","","","",""
"Never","1993","35-65 y.","in school","","","",""
"Never","1993","35-65 y.","inadequately","","","",""
"Never","1993","35-65 y.","general elemantary","","","",""
"Never","1993","35-65 y.","middle vocational","","","",""
"Never","1993","35-65 y.","vocational + Abi","","","",""
"Never","1993","35-65 y.","higher vocational","","","",""
"Never","1993","35-65 y.","higher education","","","",""
"Never","1993","66 and older","in school","","","",""
"Never","1993","66 and older","inadequately","","","",""
"Never","1993","66 and older","general elemantary","","","",""
"Never","1993","66 and older","middle vocational","","","",""
"Never","1993","66 and older","vocational + Abi","","","",""
"Never","1993","66 and older","higher vocational","","","",""
"Never","1993","66 and older","higher education","","","",""
"Daily","1994","16-34 y.","in school","","","",""
"Daily","1994","16-34 y.","inadequately","","","",""
"Daily","1994","16-34 y.","general elemantary","","","",""
"Daily","1994","16-34 y.","middle vocational","","","",""
"Daily","1994","16-34 y.","vocational + Abi","","","",""
"Daily","1994","16-34 y.","higher vocational","","","",""
"Daily","1994","16-34 y.","higher education","","","",""
"Daily","1994","35-65 y.","in school","","","",""
"Daily","1994","35-65 y.","inadequately","","","",""
"Daily","1994","35-65 y.","general elemantary","","","",""
"Daily","1994","35-65 y.","middle vocational","","","",""
"Daily","1994","35-65 y.","vocational + Abi","","","",""
"Daily","1994","35-65 y.","higher vocational","","","",""
"Daily","1994","35-65 y.","higher education","","","",""
"Daily","1994","66 and older","in school","","","",""
"Daily","1994","66 and older","inadequately","","","",""
"Daily","1994","66 and older","general elemantary","","","",""
"Daily","1994","66 and older","middle vocational","","","",""
"Daily","1994","66 and older","vocational + Abi","","","",""
"Daily","1994","66 and older","higher vocational","","","",""
"Daily","1994","66 and older","higher education","","","",""
"Min 1x per week","1994","16-34 y.","in school","","","",""
"Min 1x per week","1994","16-34 y.","inadequately","","","",""
