"pli0098_h","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1990","Baden-Württemberg","Part Time","57","0.161270085779054","0.122177301102374","0.200362870455734"
"Min 1x per month","1990","Baden-Württemberg","Not Working","79","0.143160222050412","0.113370817514075","0.172949626586749"
"Min 1x per month","1990","Bavaria","Full Time","111","0.136260635391064","0.112473000574514","0.160048270207613"
"Min 1x per month","1990","Bavaria","Part Time","62","0.19715389744699","0.152865896345365","0.241441898548616"
"Min 1x per month","1990","Bavaria","Not Working","87","0.182217685354177","0.148038306106975","0.21639706460138"
"Min 1x per month","1990","Berlin","Full Time","8","","",""
"Min 1x per month","1990","Berlin","Part Time","3","","",""
"Min 1x per month","1990","Berlin","Not Working","5","","",""
"Min 1x per month","1990","Brandenburg","Full Time","","","",""
"Min 1x per month","1990","Brandenburg","Part Time","","","",""
"Min 1x per month","1990","Brandenburg","Not Working","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","Full Time","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","Part Time","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","Not Working","","","",""
"Min 1x per month","1990","Saxony","Full Time","","","",""
"Min 1x per month","1990","Saxony","Part Time","","","",""
"Min 1x per month","1990","Saxony","Not Working","","","",""
"Min 1x per month","1990","Saxony-Anhalt","Full Time","","","",""
"Min 1x per month","1990","Saxony-Anhalt","Part Time","","","",""
"Min 1x per month","1990","Saxony-Anhalt","Not Working","","","",""
"Min 1x per month","1990","Thuringia","Full Time","","","",""
"Min 1x per month","1990","Thuringia","Part Time","","","",""
"Min 1x per month","1990","Thuringia","Not Working","","","",""
"Rarely","1990","Schleswig-Holstein","Full Time","42","0.324066445094168","0.239621020615826","0.40851186957251"
"Rarely","1990","Schleswig-Holstein","Part Time","24","","",""
"Rarely","1990","Schleswig-Holstein","Not Working","41","0.409379018782091","0.314417707185668","0.504340330378514"
"Rarely","1990","Hamburg","Full Time","14","","",""
"Rarely","1990","Hamburg","Part Time","9","","",""
"Rarely","1990","Hamburg","Not Working","17","","",""
"Rarely","1990","Lower Saxony","Full Time","151","0.355496616507252","0.31030688171471","0.400686351299795"
"Rarely","1990","Lower Saxony","Part Time","67","0.376872620559728","0.305074218710484","0.448671022408972"
"Rarely","1990","Lower Saxony","Not Working","121","0.318190389788028","0.270730981690452","0.365649797885604"
"Rarely","1990","Bremen","Full Time","8","","",""
"Rarely","1990","Bremen","Part Time","","","",""
"Rarely","1990","Bremen","Not Working","9","","",""
"Rarely","1990","North Rhine-Westphalia","Full Time","353","0.32022931310134","0.293133762079078","0.347324864123601"
"Rarely","1990","North Rhine-Westphalia","Part Time","134","0.320251048267253","0.275945017503109","0.364557079031398"
"Rarely","1990","North Rhine-Westphalia","Not Working","252","0.252144154434112","0.225202998921277","0.279085309946948"
"Rarely","1990","Hesse","Full Time","174","0.413215813095105","0.368168445700852","0.458263180489358"
"Rarely","1990","Hesse","Part Time","73","0.422936316724362","0.351747530551656","0.494125102897069"
"Rarely","1990","Hesse","Not Working","105","0.355678309681299","0.30426139169388","0.407095227668718"
"Rarely","1990","Rhineland-Palatinate,Saarland","Full Time","98","0.340098622774908","0.286311054174689","0.393886191375128"
"Rarely","1990","Rhineland-Palatinate,Saarland","Part Time","38","0.311980205584026","0.222938102735763","0.401022308432289"
"Rarely","1990","Rhineland-Palatinate,Saarland","Not Working","100","0.371961852140937","0.314095926201083","0.429827778080792"
"Rarely","1990","Baden-Württemberg","Full Time","316","0.36376099953496","0.332572591744929","0.394949407324992"
"Rarely","1990","Baden-Württemberg","Part Time","113","0.330064499605535","0.280081244410862","0.380047754800208"
"Rarely","1990","Baden-Württemberg","Not Working","151","0.278774847955377","0.240636396416889","0.316913299493866"
"Rarely","1990","Bavaria","Full Time","257","0.33273823752719","0.300066353680329","0.365410121374051"
"Rarely","1990","Bavaria","Part Time","112","0.363655337050164","0.310105465926876","0.417205208173453"
"Rarely","1990","Bavaria","Not Working","113","0.218349665621409","0.181770602697577","0.254928728545241"
"Rarely","1990","Berlin","Full Time","33","0.20270582156065","0.139417343913672","0.265994299207627"
"Rarely","1990","Berlin","Part Time","12","","",""
"Rarely","1990","Berlin","Not Working","20","","",""
"Rarely","1990","Brandenburg","Full Time","","","",""
"Rarely","1990","Brandenburg","Part Time","","","",""
"Rarely","1990","Brandenburg","Not Working","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","Full Time","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","Part Time","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","Not Working","","","",""
"Rarely","1990","Saxony","Full Time","","","",""
"Rarely","1990","Saxony","Part Time","","","",""
"Rarely","1990","Saxony","Not Working","","","",""
"Rarely","1990","Saxony-Anhalt","Full Time","","","",""
"Rarely","1990","Saxony-Anhalt","Part Time","","","",""
"Rarely","1990","Saxony-Anhalt","Not Working","","","",""
"Rarely","1990","Thuringia","Full Time","","","",""
"Rarely","1990","Thuringia","Part Time","","","",""
"Rarely","1990","Thuringia","Not Working","","","",""
"Never","1990","Schleswig-Holstein","Full Time","69","0.614318082831456","0.526493038914914","0.702143126747999"
"Never","1990","Schleswig-Holstein","Part Time","34","0.52505950149045","0.400758076020207","0.649360926960692"
"Never","1990","Schleswig-Holstein","Not Working","51","0.464227162528179","0.367914120832587","0.560540204223771"
"Never","1990","Hamburg","Full Time","52","0.790819947166942","0.696873408321965","0.884766486011918"
"Never","1990","Hamburg","Part Time","20","","",""
"Never","1990","Hamburg","Not Working","39","0.633169155058418","0.5141626737894","0.752175636327435"
"Never","1990","Lower Saxony","Full Time","232","0.558184533651529","0.511301164589096","0.605067902713961"
"Never","1990","Lower Saxony","Part Time","85","0.500953396802959","0.426873856021439","0.575032937584478"
"Never","1990","Lower Saxony","Not Working","161","0.439222194160126","0.388653146359703","0.48979124196055"
"Never","1990","Bremen","Full Time","23","","",""
"Never","1990","Bremen","Part Time","11","","",""
"Never","1990","Bremen","Not Working","36","0.68874952970696","0.565258083429342","0.812240975984577"
"Never","1990","North Rhine-Westphalia","Full Time","541","0.49111869765119","0.462085978674328","0.520151416628051"
"Never","1990","North Rhine-Westphalia","Part Time","186","0.450804366859577","0.403554467664725","0.49805426605443"
"Never","1990","North Rhine-Westphalia","Not Working","398","0.378748019975382","0.348653189666205","0.408842850284559"
"Never","1990","Hesse","Full Time","193","0.448330733795224","0.402833981239239","0.493827486351209"
"Never","1990","Hesse","Part Time","64","0.366212637774742","0.29679006921057","0.435635206338913"
"Never","1990","Hesse","Not Working","114","0.294662035144419","0.245696929426883","0.343627140861955"
"Never","1990","Rhineland-Palatinate,Saarland","Full Time","116","0.370341672740998","0.315514768237687","0.425168577244308"
"Never","1990","Rhineland-Palatinate,Saarland","Part Time","42","0.448295178923971","0.352715218779205","0.543875139068738"
"Never","1990","Rhineland-Palatinate,Saarland","Not Working","73","0.242350339452364","0.191048052362154","0.293652626542574"
"Never","1990","Baden-Württemberg","Full Time","321","0.352257881184108","0.321290361580903","0.383225400787313"
"Never","1990","Baden-Württemberg","Part Time","115","0.329421120485747","0.279462632254505","0.379379608716989"
"Never","1990","Baden-Württemberg","Not Working","159","0.316744719782101","0.277176453590977","0.356312985973226"
"Never","1990","Bavaria","Full Time","307","0.383670914974806","0.349953018592552","0.41738881135706"
"Never","1990","Bavaria","Part Time","84","0.266747559540326","0.217515927832603","0.31597919124805"
"Never","1990","Bavaria","Not Working","148","0.299433035023569","0.258879871920191","0.339986198126946"
"Never","1990","Berlin","Full Time","108","0.711614613376122","0.640297904079723","0.782931322672522"
"Never","1990","Berlin","Part Time","48","0.666714867291945","0.555490079460269","0.777939655123621"
"Never","1990","Berlin","Not Working","69","0.660579652609446","0.570009526086871","0.751149779132022"
"Never","1990","Brandenburg","Full Time","","","",""
"Never","1990","Brandenburg","Part Time","","","",""
"Never","1990","Brandenburg","Not Working","","","",""
"Never","1990","Mecklenburg-Western Pomerania","Full Time","","","",""
"Never","1990","Mecklenburg-Western Pomerania","Part Time","","","",""
"Never","1990","Mecklenburg-Western Pomerania","Not Working","","","",""
"Never","1990","Saxony","Full Time","","","",""
"Never","1990","Saxony","Part Time","","","",""
"Never","1990","Saxony","Not Working","","","",""
"Never","1990","Saxony-Anhalt","Full Time","","","",""
"Never","1990","Saxony-Anhalt","Part Time","","","",""
"Never","1990","Saxony-Anhalt","Not Working","","","",""
"Never","1990","Thuringia","Full Time","","","",""
"Never","1990","Thuringia","Part Time","","","",""
"Never","1990","Thuringia","Not Working","","","",""
"Daily","1991","Schleswig-Holstein","Full Time","","","",""
"Daily","1991","Schleswig-Holstein","Part Time","","","",""
"Daily","1991","Schleswig-Holstein","Not Working","","","",""
"Daily","1991","Hamburg","Full Time","","","",""
"Daily","1991","Hamburg","Part Time","","","",""
"Daily","1991","Hamburg","Not Working","","","",""
"Daily","1991","Lower Saxony","Full Time","","","",""
"Daily","1991","Lower Saxony","Part Time","","","",""
"Daily","1991","Lower Saxony","Not Working","","","",""
"Daily","1991","Bremen","Full Time","","","",""
"Daily","1991","Bremen","Part Time","","","",""
"Daily","1991","Bremen","Not Working","","","",""
"Daily","1991","North Rhine-Westphalia","Full Time","","","",""
"Daily","1991","North Rhine-Westphalia","Part Time","","","",""
"Daily","1991","North Rhine-Westphalia","Not Working","","","",""
"Daily","1991","Hesse","Full Time","","","",""
"Daily","1991","Hesse","Part Time","","","",""
"Daily","1991","Hesse","Not Working","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","Not Working","","","",""
"Daily","1991","Baden-Württemberg","Full Time","","","",""
"Daily","1991","Baden-Württemberg","Part Time","","","",""
"Daily","1991","Baden-Württemberg","Not Working","","","",""
"Daily","1991","Bavaria","Full Time","","","",""
"Daily","1991","Bavaria","Part Time","","","",""
"Daily","1991","Bavaria","Not Working","","","",""
"Daily","1991","Berlin","Full Time","","","",""
"Daily","1991","Berlin","Part Time","","","",""
"Daily","1991","Berlin","Not Working","","","",""
"Daily","1991","Brandenburg","Full Time","","","",""
"Daily","1991","Brandenburg","Part Time","","","",""
"Daily","1991","Brandenburg","Not Working","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","Full Time","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","Part Time","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","Not Working","","","",""
"Daily","1991","Saxony","Full Time","","","",""
"Daily","1991","Saxony","Part Time","","","",""
"Daily","1991","Saxony","Not Working","","","",""
"Daily","1991","Saxony-Anhalt","Full Time","","","",""
"Daily","1991","Saxony-Anhalt","Part Time","","","",""
"Daily","1991","Saxony-Anhalt","Not Working","","","",""
"Daily","1991","Thuringia","Full Time","","","",""
"Daily","1991","Thuringia","Part Time","","","",""
"Daily","1991","Thuringia","Not Working","","","",""
"Min 1x per week","1991","Schleswig-Holstein","Full Time","","","",""
"Min 1x per week","1991","Schleswig-Holstein","Part Time","","","",""
"Min 1x per week","1991","Schleswig-Holstein","Not Working","","","",""
"Min 1x per week","1991","Hamburg","Full Time","","","",""
"Min 1x per week","1991","Hamburg","Part Time","","","",""
"Min 1x per week","1991","Hamburg","Not Working","","","",""
"Min 1x per week","1991","Lower Saxony","Full Time","","","",""
"Min 1x per week","1991","Lower Saxony","Part Time","","","",""
"Min 1x per week","1991","Lower Saxony","Not Working","","","",""
"Min 1x per week","1991","Bremen","Full Time","","","",""
"Min 1x per week","1991","Bremen","Part Time","","","",""
"Min 1x per week","1991","Bremen","Not Working","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","Full Time","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","Part Time","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","Not Working","","","",""
"Min 1x per week","1991","Hesse","Full Time","","","",""
"Min 1x per week","1991","Hesse","Part Time","","","",""
"Min 1x per week","1991","Hesse","Not Working","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Not Working","","","",""
"Min 1x per week","1991","Baden-Württemberg","Full Time","","","",""
"Min 1x per week","1991","Baden-Württemberg","Part Time","","","",""
"Min 1x per week","1991","Baden-Württemberg","Not Working","","","",""
"Min 1x per week","1991","Bavaria","Full Time","","","",""
"Min 1x per week","1991","Bavaria","Part Time","","","",""
"Min 1x per week","1991","Bavaria","Not Working","","","",""
"Min 1x per week","1991","Berlin","Full Time","","","",""
"Min 1x per week","1991","Berlin","Part Time","","","",""
"Min 1x per week","1991","Berlin","Not Working","","","",""
"Min 1x per week","1991","Brandenburg","Full Time","","","",""
"Min 1x per week","1991","Brandenburg","Part Time","","","",""
"Min 1x per week","1991","Brandenburg","Not Working","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","Full Time","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","Part Time","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","Not Working","","","",""
"Min 1x per week","1991","Saxony","Full Time","","","",""
"Min 1x per week","1991","Saxony","Part Time","","","",""
"Min 1x per week","1991","Saxony","Not Working","","","",""
"Min 1x per week","1991","Saxony-Anhalt","Full Time","","","",""
"Min 1x per week","1991","Saxony-Anhalt","Part Time","","","",""
"Min 1x per week","1991","Saxony-Anhalt","Not Working","","","",""
"Min 1x per week","1991","Thuringia","Full Time","","","",""
"Min 1x per week","1991","Thuringia","Part Time","","","",""
"Min 1x per week","1991","Thuringia","Not Working","","","",""
"Min 1x per month","1991","Schleswig-Holstein","Full Time","","","",""
"Min 1x per month","1991","Schleswig-Holstein","Part Time","","","",""
"Min 1x per month","1991","Schleswig-Holstein","Not Working","","","",""
"Min 1x per month","1991","Hamburg","Full Time","","","",""
"Min 1x per month","1991","Hamburg","Part Time","","","",""
"Min 1x per month","1991","Hamburg","Not Working","","","",""
"Min 1x per month","1991","Lower Saxony","Full Time","","","",""
"Min 1x per month","1991","Lower Saxony","Part Time","","","",""
"Min 1x per month","1991","Lower Saxony","Not Working","","","",""
"Min 1x per month","1991","Bremen","Full Time","","","",""
"Min 1x per month","1991","Bremen","Part Time","","","",""
"Min 1x per month","1991","Bremen","Not Working","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","Full Time","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","Part Time","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","Not Working","","","",""
"Min 1x per month","1991","Hesse","Full Time","","","",""
"Min 1x per month","1991","Hesse","Part Time","","","",""
"Min 1x per month","1991","Hesse","Not Working","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","Not Working","","","",""
"Min 1x per month","1991","Baden-Württemberg","Full Time","","","",""
"Min 1x per month","1991","Baden-Württemberg","Part Time","","","",""
"Min 1x per month","1991","Baden-Württemberg","Not Working","","","",""
"Min 1x per month","1991","Bavaria","Full Time","","","",""
"Min 1x per month","1991","Bavaria","Part Time","","","",""
"Min 1x per month","1991","Bavaria","Not Working","","","",""
"Min 1x per month","1991","Berlin","Full Time","","","",""
"Min 1x per month","1991","Berlin","Part Time","","","",""
"Min 1x per month","1991","Berlin","Not Working","","","",""
"Min 1x per month","1991","Brandenburg","Full Time","","","",""
"Min 1x per month","1991","Brandenburg","Part Time","","","",""
"Min 1x per month","1991","Brandenburg","Not Working","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","Full Time","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","Part Time","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","Not Working","","","",""
"Min 1x per month","1991","Saxony","Full Time","","","",""
"Min 1x per month","1991","Saxony","Part Time","","","",""
"Min 1x per month","1991","Saxony","Not Working","","","",""
"Min 1x per month","1991","Saxony-Anhalt","Full Time","","","",""
"Min 1x per month","1991","Saxony-Anhalt","Part Time","","","",""
"Min 1x per month","1991","Saxony-Anhalt","Not Working","","","",""
"Min 1x per month","1991","Thuringia","Full Time","","","",""
"Min 1x per month","1991","Thuringia","Part Time","","","",""
"Min 1x per month","1991","Thuringia","Not Working","","","",""
"Rarely","1991","Schleswig-Holstein","Full Time","","","",""
"Rarely","1991","Schleswig-Holstein","Part Time","","","",""
"Rarely","1991","Schleswig-Holstein","Not Working","","","",""
"Rarely","1991","Hamburg","Full Time","","","",""
"Rarely","1991","Hamburg","Part Time","","","",""
"Rarely","1991","Hamburg","Not Working","","","",""
"Rarely","1991","Lower Saxony","Full Time","","","",""
"Rarely","1991","Lower Saxony","Part Time","","","",""
"Rarely","1991","Lower Saxony","Not Working","","","",""
"Rarely","1991","Bremen","Full Time","","","",""
"Rarely","1991","Bremen","Part Time","","","",""
"Rarely","1991","Bremen","Not Working","","","",""
"Rarely","1991","North Rhine-Westphalia","Full Time","","","",""
"Rarely","1991","North Rhine-Westphalia","Part Time","","","",""
"Rarely","1991","North Rhine-Westphalia","Not Working","","","",""
"Rarely","1991","Hesse","Full Time","","","",""
"Rarely","1991","Hesse","Part Time","","","",""
"Rarely","1991","Hesse","Not Working","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","Not Working","","","",""
"Rarely","1991","Baden-Württemberg","Full Time","","","",""
"Rarely","1991","Baden-Württemberg","Part Time","","","",""
"Rarely","1991","Baden-Württemberg","Not Working","","","",""
"Rarely","1991","Bavaria","Full Time","","","",""
"Rarely","1991","Bavaria","Part Time","","","",""
"Rarely","1991","Bavaria","Not Working","","","",""
"Rarely","1991","Berlin","Full Time","","","",""
"Rarely","1991","Berlin","Part Time","","","",""
"Rarely","1991","Berlin","Not Working","","","",""
"Rarely","1991","Brandenburg","Full Time","","","",""
"Rarely","1991","Brandenburg","Part Time","","","",""
"Rarely","1991","Brandenburg","Not Working","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","Full Time","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","Part Time","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","Not Working","","","",""
"Rarely","1991","Saxony","Full Time","","","",""
"Rarely","1991","Saxony","Part Time","","","",""
"Rarely","1991","Saxony","Not Working","","","",""
"Rarely","1991","Saxony-Anhalt","Full Time","","","",""
"Rarely","1991","Saxony-Anhalt","Part Time","","","",""
"Rarely","1991","Saxony-Anhalt","Not Working","","","",""
"Rarely","1991","Thuringia","Full Time","","","",""
"Rarely","1991","Thuringia","Part Time","","","",""
"Rarely","1991","Thuringia","Not Working","","","",""
"Never","1991","Schleswig-Holstein","Full Time","","","",""
"Never","1991","Schleswig-Holstein","Part Time","","","",""
"Never","1991","Schleswig-Holstein","Not Working","","","",""
"Never","1991","Hamburg","Full Time","","","",""
"Never","1991","Hamburg","Part Time","","","",""
"Never","1991","Hamburg","Not Working","","","",""
"Never","1991","Lower Saxony","Full Time","","","",""
"Never","1991","Lower Saxony","Part Time","","","",""
"Never","1991","Lower Saxony","Not Working","","","",""
"Never","1991","Bremen","Full Time","","","",""
"Never","1991","Bremen","Part Time","","","",""
"Never","1991","Bremen","Not Working","","","",""
"Never","1991","North Rhine-Westphalia","Full Time","","","",""
"Never","1991","North Rhine-Westphalia","Part Time","","","",""
"Never","1991","North Rhine-Westphalia","Not Working","","","",""
"Never","1991","Hesse","Full Time","","","",""
"Never","1991","Hesse","Part Time","","","",""
"Never","1991","Hesse","Not Working","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","Not Working","","","",""
"Never","1991","Baden-Württemberg","Full Time","","","",""
"Never","1991","Baden-Württemberg","Part Time","","","",""
