"pli0098_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1997","general elemantary","East Germany","18","","","","3"
"Min 1x per month","1997","middle vocational","West Germany","463","0.0977925458941109","0.0891091555411446","0.106475936247077","3"
"Min 1x per month","1997","middle vocational","East Germany","82","0.041575647664005","0.0327831162710878","0.0503681790569221","3"
"Min 1x per month","1997","vocational + Abi","West Germany","21","","","","3"
"Min 1x per week","1997","vocational + Abi","East Germany","2","","","","2"
"Min 1x per week","1997","higher vocational","West Germany","68","0.129249587246306","0.100553025433038","0.157946149059575","2"
"Min 1x per week","1997","higher vocational","East Germany","11","","","","2"
"Min 1x per week","1997","higher education","West Germany","115","0.129931555629626","0.108310631037715","0.151552480221537","2"
"Min 1x per week","1997","higher education","East Germany","31","0.0360704053310822","0.0234380733524044","0.04870273730976","2"
"Min 1x per week","1997","in school","West Germany","27","","","","2"
"Min 1x per week","1997","in school","East Germany","4","","","","2"
"Min 1x per week","1997","inadequately","West Germany","91","0.147412445574797","0.114837855236401","0.179987035913192","2"
"Min 1x per week","1997","inadequately","East Germany","","","","","2"
"Min 1x per week","1997","general elemantary","West Germany","320","0.171841315304435","0.15524588912319","0.188436741485679","2"
"Min 1x per week","1997","general elemantary","East Germany","12","","","","2"
"Min 1x per week","1997","middle vocational","West Germany","491","0.11406793730075","0.104774738090408","0.123361136511093","2"
"Min 1x per week","1997","middle vocational","East Germany","54","0.0272947912034441","0.0201177406573771","0.0344718417495111","2"
"Min 1x per week","1997","vocational + Abi","West Germany","50","0.0893461694726343","0.0608535515398875","0.117838787405381","2"
"Never","1997","in school","West Germany","94","0.446141372578514","0.378260066016894","0.514022679140133","5"
"Never","1997","in school","East Germany","79","0.744357980318672","0.662465903251467","0.826250057385876","5"
"Never","1997","inadequately","West Germany","176","0.502725598508674","0.456784016696978","0.54866718032037","5"
"Never","1997","inadequately","East Germany","8","","","","5"
"Never","1997","general elemantary","West Germany","818","0.41147282837651","0.389824634154357","0.433121022598664","5"
"Never","1997","general elemantary","East Germany","272","0.757442360446288","0.712472902655442","0.802411818237133","5"
"Never","1997","middle vocational","West Germany","1995","0.450847372525998","0.436301340231979","0.465393404820017","5"
"Never","1997","middle vocational","East Germany","1538","0.776371508347965","0.758018221274459","0.79472479542147","5"
"Never","1997","vocational + Abi","West Germany","184","0.517714212270038","0.467801059614896","0.56762736492518","5"
"Never","1997","vocational + Abi","East Germany","54","0.666940998045465","0.558824752320487","0.775057243770444","5"
"Never","1997","higher vocational","West Germany","201","0.405773447698256","0.363769870456134","0.447777024940379","5"
"Never","1997","higher vocational","East Germany","159","0.673446291135889","0.613102458298045","0.733790123973733","5"
"Never","1997","higher education","West Germany","410","0.45570513918501","0.423679388820255","0.487730889549765","5"
"Never","1997","higher education","East Germany","605","0.734034089536373","0.704100660904559","0.763967518168186","5"
"Rarely","1997","vocational + Abi","East Germany","10","","","","4"
"Rarely","1997","higher vocational","West Germany","208","0.379860321799945","0.33834339818523","0.42137724541466","4"
"Rarely","1997","higher vocational","East Germany","53","0.250017971929976","0.194297454487788","0.305738489372165","4"
"Rarely","1997","higher education","West Germany","307","0.307665241699953","0.277987044290035","0.33734343910987","4"
"Rarely","1997","higher education","East Germany","154","0.164315356279498","0.139211198873785","0.189419513685211","4"
"Rarely","1997","in school","West Germany","67","0.33994397749251","0.275258236776881","0.404629718208138","4"
"Rarely","1997","in school","East Germany","18","","","","4"
"Rarely","1997","inadequately","West Germany","132","0.240672171292395","0.201392306058923","0.279952036525867","4"
"Rarely","1997","inadequately","East Germany","1","","","","4"
"Rarely","1997","general elemantary","West Germany","618","0.317353956091434","0.296878311500752","0.337829600682116","4"
"Rarely","1997","general elemantary","East Germany","47","0.136057018877844","0.100087188207254","0.172026849548433","4"
"Rarely","1997","middle vocational","West Germany","1546","0.337292144279141","0.323470891321771","0.351113397236511","4"
"Rarely","1997","middle vocational","East Germany","306","0.154758052784586","0.138827434002184","0.170688671566989","4"
"Rarely","1997","vocational + Abi","West Germany","130","0.346925410190987","0.299379061103091","0.394471759278882","4"
"Daily","1998","in school","West Germany","6","","","","1"
"Daily","1998","in school","East Germany","2","","","","1"
"Daily","1998","inadequately","West Germany","15","","","","1"
"Daily","1998","inadequately","East Germany","","","","","1"
"Daily","1998","general elemantary","West Germany","29","","","","1"
"Daily","1998","general elemantary","East Germany","2","","","","1"
"Daily","1998","middle vocational","West Germany","30","0.00404768623021497","0.00227390531248782","0.00582146714794212","1"
"Daily","1998","middle vocational","East Germany","1","","","","1"
"Daily","1998","vocational + Abi","West Germany","2","","","","1"
"Daily","1998","vocational + Abi","East Germany","1","","","","1"
"Daily","1998","higher vocational","West Germany","","","","","1"
"Daily","1998","higher vocational","East Germany","1","","","","1"
"Daily","1998","higher education","West Germany","6","","","","1"
"Daily","1998","higher education","East Germany","","","","","1"
"Min 1x per month","1998","vocational + Abi","East Germany","5","","","","3"
"Min 1x per month","1998","higher vocational","West Germany","58","0.0888301029215313","0.0657561803084409","0.111904025534622","3"
"Min 1x per month","1998","higher vocational","East Germany","11","","","","3"
"Min 1x per month","1998","higher education","West Germany","120","0.114510312372157","0.0957097280501057","0.133310896694208","3"
"Min 1x per month","1998","higher education","East Germany","39","0.0520455126912886","0.0372347777853726","0.0668562475972045","3"
"Min 1x per month","1998","in school","West Germany","19","","","","3"
"Min 1x per month","1998","in school","East Germany","3","","","","3"
"Min 1x per month","1998","inadequately","West Germany","63","0.134535356405512","0.102320786461117","0.166749926349907","3"
"Min 1x per month","1998","inadequately","East Germany","2","","","","3"
"Min 1x per month","1998","general elemantary","West Germany","291","0.138272175955922","0.123721850658207","0.152822501253637","3"
"Min 1x per month","1998","general elemantary","East Germany","22","","","","3"
"Min 1x per month","1998","middle vocational","West Germany","500","0.0997467587104627","0.0913751479172615","0.108118369503664","3"
"Min 1x per month","1998","middle vocational","East Germany","91","0.0422840237371817","0.0336710049231862","0.0508970425511772","3"
"Min 1x per month","1998","vocational + Abi","West Germany","46","0.0885044754777061","0.0619957600572043","0.115013190898208","3"
"Min 1x per week","1998","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1998","higher vocational","West Germany","68","0.116657059959268","0.0906218039739558","0.142692315944579","2"
"Min 1x per week","1998","higher vocational","East Germany","9","","","","2"
"Min 1x per week","1998","higher education","West Germany","122","0.113059142235258","0.0943627647658993","0.131755519704617","2"
"Min 1x per week","1998","higher education","East Germany","35","0.0420451653844969","0.0286631424724491","0.0554271882965446","2"
"Min 1x per week","1998","in school","West Germany","24","","","","2"
"Min 1x per week","1998","in school","East Germany","5","","","","2"
"Min 1x per week","1998","inadequately","West Germany","74","0.149675481637941","0.115995089525442","0.183355873750439","2"
"Min 1x per week","1998","inadequately","East Germany","","","","","2"
"Min 1x per week","1998","general elemantary","West Germany","305","0.150157675739612","0.135099817889252","0.165215533589972","2"
"Min 1x per week","1998","general elemantary","East Germany","13","","","","2"
"Min 1x per week","1998","middle vocational","West Germany","522","0.106419988467402","0.0978049819001919","0.115034995034613","2"
"Min 1x per week","1998","middle vocational","East Germany","60","0.0287058306686213","0.0215590685630841","0.0358525927741584","2"
"Min 1x per week","1998","vocational + Abi","West Germany","52","0.102573959206092","0.0742569951546466","0.130890923257537","2"
"Never","1998","in school","West Germany","96","0.44933290800308","0.384337076068889","0.514328739937272","5"
"Never","1998","in school","East Germany","79","0.76245546829726","0.682561387858902","0.842349548735617","5"
"Never","1998","inadequately","West Germany","169","0.439937731051811","0.393075472156211","0.486799989947411","5"
"Never","1998","inadequately","East Germany","12","","","","5"
"Never","1998","general elemantary","West Germany","873","0.404206039042304","0.383520364209616","0.424891713874992","5"
"Never","1998","general elemantary","East Germany","293","0.747807843623588","0.703854364950986","0.79176132229619","5"
"Never","1998","middle vocational","West Germany","2144","0.442620220835517","0.42874408584296","0.456496355828075","5"
"Never","1998","middle vocational","East Germany","1588","0.764931251554383","0.746782049920556","0.78308045318821","5"
"Never","1998","vocational + Abi","West Germany","205","0.47975618302936","0.433128637990055","0.526383728068664","5"
"Never","1998","vocational + Abi","East Germany","54","0.794269775810391","0.697476818794909","0.891062732825873","5"
"Never","1998","higher vocational","West Germany","232","0.423239818027896","0.383168598306879","0.463311037748913","5"
"Never","1998","higher vocational","East Germany","154","0.681059996428775","0.621972400034048","0.740147592823501","5"
"Never","1998","higher education","West Germany","485","0.445123878656038","0.415781470227149","0.474466287084928","5"
"Never","1998","higher education","East Germany","613","0.715926953886475","0.685856457958437","0.745997449814513","5"
"Rarely","1998","vocational + Abi","East Germany","7","","","","4"
"Rarely","1998","higher vocational","West Germany","226","0.371273019091306","0.332088058782085","0.410457979400526","4"
"Rarely","1998","higher vocational","East Germany","64","0.239596501965362","0.185482278570385","0.293710725360339","4"
"Rarely","1998","higher education","West Germany","369","0.320007056435435","0.292465449604706","0.347548663266165","4"
"Rarely","1998","higher education","East Germany","177","0.18998236803774","0.163824936077692","0.216139799997787","4"
"Rarely","1998","in school","West Germany","80","0.330993750912502","0.269506961518403","0.392480540306602","4"
"Rarely","1998","in school","East Germany","20","","","","4"
"Rarely","1998","inadequately","West Germany","110","0.237435701730331","0.197263956373762","0.2776074470869","4"
"Rarely","1998","inadequately","East Germany","1","","","","4"
"Rarely","1998","general elemantary","West Germany","664","0.2962640782617","0.277017009202277","0.315511147321123","4"
"Rarely","1998","general elemantary","East Germany","45","0.127188779340531","0.0934664925733283","0.160911066107733","4"
"Rarely","1998","middle vocational","West Germany","1726","0.347165345756403","0.333865485743137","0.360465205769668","4"
"Rarely","1998","middle vocational","East Germany","357","0.16386673093976","0.148023927911599","0.179709533967922","4"
"Rarely","1998","vocational + Abi","West Germany","136","0.325641172120428","0.281904677288425","0.369377666952431","4"
"Daily","1999","in school","West Germany","","","","","1"
"Daily","1999","in school","East Germany","","","","","1"
"Daily","1999","inadequately","West Germany","","","","","1"
"Daily","1999","inadequately","East Germany","","","","","1"
"Daily","1999","general elemantary","West Germany","","","","","1"
"Daily","1999","general elemantary","East Germany","","","","","1"
"Daily","1999","middle vocational","West Germany","","","","","1"
"Daily","1999","middle vocational","East Germany","","","","","1"
"Daily","1999","vocational + Abi","West Germany","","","","","1"
"Daily","1999","vocational + Abi","East Germany","","","","","1"
"Daily","1999","higher vocational","West Germany","","","","","1"
"Daily","1999","higher vocational","East Germany","","","","","1"
"Daily","1999","higher education","West Germany","","","","","1"
"Daily","1999","higher education","East Germany","","","","","1"
"Min 1x per month","1999","in school","West Germany","16","","","","3"
"Min 1x per month","1999","in school","East Germany","4","","","","3"
"Min 1x per month","1999","inadequately","West Germany","68","0.149587652625739","0.115105860270606","0.184069444980872","3"
"Min 1x per month","1999","inadequately","East Germany","","","","","3"
"Min 1x per month","1999","general elemantary","West Germany","245","0.106005240462903","0.0927819699445712","0.119228510981235","3"
"Min 1x per month","1999","general elemantary","East Germany","12","","","","3"
"Min 1x per month","1999","middle vocational","West Germany","482","0.0976679886379544","0.0893234963395691","0.10601248093634","3"
"Min 1x per month","1999","middle vocational","East Germany","88","0.0383506556654831","0.0300817510533998","0.0466195602775665","3"
"Min 1x per month","1999","vocational + Abi","West Germany","31","0.0603173148044496","0.0379447860709725","0.0826898435379267","3"
"Min 1x per month","1999","vocational + Abi","East Germany","5","","","","3"
"Min 1x per month","1999","higher vocational","West Germany","54","0.0729989390572374","0.0517549906004541","0.0942428875140207","3"
"Min 1x per month","1999","higher vocational","East Germany","15","","","","3"
"Min 1x per month","1999","higher education","West Germany","115","0.101366731116612","0.0835714063140154","0.119162055919209","3"
"Min 1x per month","1999","higher education","East Germany","43","0.05430216522794","0.0391035532887313","0.0695007771671487","3"
"Min 1x per week","1999","in school","West Germany","18","","","","2"
"Min 1x per week","1999","in school","East Germany","4","","","","2"
"Min 1x per week","1999","inadequately","West Germany","66","0.141974036952391","0.10823117924807","0.175716894656712","2"
"Min 1x per week","1999","inadequately","East Germany","","","","","2"
"Min 1x per week","1999","general elemantary","West Germany","309","0.163053562176154","0.147185579902802","0.178921544449507","2"
"Min 1x per week","1999","general elemantary","East Germany","15","","","","2"
"Min 1x per week","1999","middle vocational","West Germany","497","0.102981153566862","0.0944379594624609","0.111524347671264","2"
"Min 1x per week","1999","middle vocational","East Germany","58","0.0277041858739192","0.0206373481341924","0.034771023613646","2"
"Min 1x per week","1999","vocational + Abi","West Germany","43","0.101328622939668","0.0729709892892777","0.129686256590058","2"
"Min 1x per week","1999","vocational + Abi","East Germany","1","","","","2"
"Min 1x per week","1999","higher vocational","West Germany","69","0.121724817940049","0.0950229452124253","0.148426690667673","2"
"Min 1x per week","1999","higher vocational","East Germany","10","","","","2"
"Min 1x per week","1999","higher education","West Germany","112","0.111803700949419","0.0932235378675471","0.13038386403129","2"
"Min 1x per week","1999","higher education","East Germany","28","","","","2"
"Never","1999","in school","West Germany","92","0.439206463998931","0.37302184447289","0.505391083524972","5"
"Never","1999","in school","East Germany","77","0.802134430607576","0.725933173647241","0.87833568756791","5"
"Never","1999","inadequately","West Germany","159","0.458870344158872","0.410695219918601","0.507045468399144","5"
"Never","1999","inadequately","East Germany","12","","","","5"
"Never","1999","general elemantary","West Germany","879","0.420879112592308","0.399672513336421","0.442085711848196","5"
"Never","1999","general elemantary","East Germany","283","0.728494810465129","0.683117661409135","0.773871959521123","5"
"Never","1999","middle vocational","West Germany","2128","0.443541381353424","0.429576922112078","0.45750584059477","5"
"Never","1999","middle vocational","East Germany","1570","0.768570209750034","0.750410679090133","0.786729740409935","5"
"Never","1999","vocational + Abi","West Germany","194","0.436289682727564","0.38968614069775","0.482893224757379","5"
"Never","1999","vocational + Abi","East Germany","57","0.801814245143651","0.710369287644372","0.893259202642931","5"
"Never","1999","higher vocational","West Germany","229","0.439441730088545","0.398909744526716","0.479973715650374","5"
"Never","1999","higher vocational","East Germany","155","0.622040627030493","0.560823702846373","0.683257551214613","5"
"Never","1999","higher education","West Germany","495","0.451151679912412","0.421812064884496","0.480491294940327","5"
"Never","1999","higher education","East Germany","601","0.704812360551749","0.674220563064701","0.735404158038796","5"
"Rarely","1999","in school","West Germany","90","0.467063300831504","0.400528800236972","0.533597801426036","4"
"Rarely","1999","in school","East Germany","20","","","","4"
"Rarely","1999","inadequately","West Germany","118","0.249567966262997","0.207729352915994","0.291406579610001","4"
"Rarely","1999","inadequately","East Germany","4","","","","4"
"Rarely","1999","general elemantary","West Germany","649","0.310062084768634","0.290194866375235","0.329929303162034","4"
"Rarely","1999","general elemantary","East Germany","59","0.166852751483861","0.128810827227827","0.204894675739894","4"
"Rarely","1999","middle vocational","West Germany","1755","0.355809476441759","0.342352219795972","0.369266733087546","4"
"Rarely","1999","middle vocational","East Germany","356","0.165374948710563","0.149378124045484","0.181371773375642","4"
"Rarely","1999","vocational + Abi","West Germany","167","0.402064379528318","0.355987986396563","0.448140772660074","4"
"Rarely","1999","vocational + Abi","East Germany","10","","","","4"
"Rarely","1999","higher vocational","West Germany","224","0.365834512914168","0.326499392134298","0.405169633694039","4"
"Rarely","1999","higher vocational","East Germany","61","0.270093912376992","0.214036833822104","0.326150990931881","4"
"Rarely","1999","higher education","West Germany","383","0.335677888021558","0.307834782510867","0.363520993532248","4"
"Rarely","1999","higher education","East Germany","182","0.210573444168699","0.183228513800399","0.237918374537","4"
"Daily","2000","in school","West Germany","","","","","1"
"Daily","2000","in school","East Germany","","","","","1"
"Daily","2000","inadequately","West Germany","","","","","1"
"Daily","2000","inadequately","East Germany","","","","","1"
"Daily","2000","general elemantary","West Germany","","","","","1"
"Daily","2000","general elemantary","East Germany","","","","","1"
"Daily","2000","middle vocational","West Germany","","","","","1"
"Daily","2000","middle vocational","East Germany","","","","","1"
"Daily","2000","vocational + Abi","West Germany","","","","","1"
"Daily","2000","vocational + Abi","East Germany","","","","","1"
"Daily","2000","higher vocational","West Germany","","","","","1"
"Daily","2000","higher vocational","East Germany","","","","","1"
"Daily","2000","higher education","West Germany","","","","","1"
"Daily","2000","higher education","East Germany","","","","","1"
"Min 1x per month","2000","in school","West Germany","","","","","3"
"Min 1x per month","2000","in school","East Germany","","","","","3"
"Min 1x per month","2000","inadequately","West Germany","","","","","3"
"Min 1x per month","2000","inadequately","East Germany","","","","","3"
"Min 1x per month","2000","general elemantary","West Germany","","","","","3"
"Min 1x per month","2000","general elemantary","East Germany","","","","","3"
"Min 1x per month","2000","middle vocational","West Germany","","","","","3"
"Min 1x per month","2000","middle vocational","East Germany","","","","","3"
"Min 1x per month","2000","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","2000","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","2000","higher vocational","West Germany","","","","","3"
"Min 1x per month","2000","higher vocational","East Germany","","","","","3"
"Min 1x per month","2000","higher education","West Germany","","","","","3"
"Min 1x per month","2000","higher education","East Germany","","","","","3"
"Min 1x per week","2000","in school","West Germany","","","","","2"
"Min 1x per week","2000","in school","East Germany","","","","","2"
"Min 1x per week","2000","inadequately","West Germany","","","","","2"
"Min 1x per week","2000","inadequately","East Germany","","","","","2"
"Min 1x per week","2000","general elemantary","West Germany","","","","","2"
"Min 1x per week","2000","general elemantary","East Germany","","","","","2"
"Min 1x per week","2000","middle vocational","West Germany","","","","","2"
"Min 1x per week","2000","middle vocational","East Germany","","","","","2"
"Min 1x per week","2000","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","2000","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","2000","higher vocational","West Germany","","","","","2"
"Min 1x per week","2000","higher vocational","East Germany","","","","","2"
"Min 1x per week","2000","higher education","West Germany","","","","","2"
"Min 1x per week","2000","higher education","East Germany","","","","","2"
"Never","2000","in school","West Germany","","","","","5"
"Never","2000","in school","East Germany","","","","","5"
"Never","2000","inadequately","West Germany","","","","","5"
"Never","2000","inadequately","East Germany","","","","","5"
"Never","2000","general elemantary","West Germany","","","","","5"
"Never","2000","general elemantary","East Germany","","","","","5"
"Never","2000","middle vocational","West Germany","","","","","5"
"Never","2000","middle vocational","East Germany","","","","","5"
"Never","2000","vocational + Abi","West Germany","","","","","5"
"Never","2000","vocational + Abi","East Germany","","","","","5"
"Never","2000","higher vocational","West Germany","","","","","5"
"Never","2000","higher vocational","East Germany","","","","","5"
"Never","2000","higher education","West Germany","","","","","5"
"Never","2000","higher education","East Germany","","","","","5"
"Rarely","2000","in school","West Germany","","","","","4"
"Rarely","2000","in school","East Germany","","","","","4"
"Rarely","2000","inadequately","West Germany","","","","","4"
"Rarely","2000","inadequately","East Germany","","","","","4"
"Rarely","2000","general elemantary","West Germany","","","","","4"
"Rarely","2000","general elemantary","East Germany","","","","","4"
"Rarely","2000","middle vocational","West Germany","","","","","4"
"Rarely","2000","middle vocational","East Germany","","","","","4"
"Rarely","2000","vocational + Abi","West Germany","","","","","4"
"Rarely","2000","vocational + Abi","East Germany","","","","","4"
"Rarely","2000","higher vocational","West Germany","","","","","4"
"Rarely","2000","higher vocational","East Germany","","","","","4"
"Rarely","2000","higher education","West Germany","","","","","4"
"Rarely","2000","higher education","East Germany","","","","","4"
"Daily","2001","in school","West Germany","","","","","1"
"Daily","2001","in school","East Germany","","","","","1"
"Daily","2001","inadequately","West Germany","","","","","1"
"Daily","2001","inadequately","East Germany","","","","","1"
"Daily","2001","general elemantary","West Germany","","","","","1"
"Daily","2001","general elemantary","East Germany","","","","","1"
"Daily","2001","middle vocational","West Germany","","","","","1"
"Daily","2001","middle vocational","East Germany","","","","","1"
"Daily","2001","vocational + Abi","West Germany","","","","","1"
"Daily","2001","vocational + Abi","East Germany","","","","","1"
"Daily","2001","higher vocational","West Germany","","","","","1"
"Daily","2001","higher vocational","East Germany","","","","","1"
"Daily","2001","higher education","West Germany","","","","","1"
"Daily","2001","higher education","East Germany","","","","","1"
"Min 1x per month","2001","in school","West Germany","30","0.0726839660472149","0.0469178486939059","0.0984500834005239","3"
"Min 1x per month","2001","in school","East Germany","9","","","","3"
"Min 1x per month","2001","inadequately","West Germany","39","0.142737312495748","0.102887346612313","0.182587278379184","3"
"Min 1x per month","2001","inadequately","East Germany","1","","","","3"
"Min 1x per month","2001","general elemantary","West Germany","309","0.111949817668706","0.0999154444698276","0.123984190867584","3"
"Min 1x per month","2001","general elemantary","East Germany","24","","","","3"
"Min 1x per month","2001","middle vocational","West Germany","1000","0.112663321819735","0.105966471197973","0.119360172441498","3"
"Min 1x per month","2001","middle vocational","East Germany","134","0.0427953172402635","0.0355564442417361","0.0500341902387909","3"
"Min 1x per month","2001","vocational + Abi","West Germany","87","0.0815007079516826","0.0641024249053991","0.0988989909979661","3"
"Min 1x per month","2001","vocational + Abi","East Germany","5","","","","3"
"Min 1x per month","2001","higher vocational","West Germany","147","0.1065150813503","0.0892537227691311","0.123776439931469","3"
"Min 1x per month","2001","higher vocational","East Germany","27","","","","3"
"Min 1x per month","2001","higher education","West Germany","258","0.103254889090462","0.0908754678297817","0.115634310351143","3"
"Min 1x per month","2001","higher education","East Germany","50","0.0395625122217312","0.0286243424953686","0.0505006819480938","3"
"Min 1x per week","2001","middle vocational","East Germany","85","0.0259818337388504","0.0202921404854744","0.0316715269922264","2"
"Min 1x per week","2001","vocational + Abi","West Germany","95","0.091030432653233","0.0727387245069683","0.109322140799498","2"
"Min 1x per week","2001","vocational + Abi","East Germany","3","","","","2"
"Min 1x per week","2001","higher vocational","West Germany","149","0.121467167463836","0.103188932322906","0.139745402604765","2"
"Min 1x per week","2001","higher vocational","East Germany","21","","","","2"
"Min 1x per week","2001","higher education","West Germany","264","0.117575858214967","0.10447172528024","0.130679991149694","2"
"Min 1x per week","2001","higher education","East Germany","46","0.0405089594673577","0.0294461818719669","0.0515717370627486","2"
"Min 1x per week","2001","in school","West Germany","24","","","","2"
"Min 1x per week","2001","in school","East Germany","11","","","","2"
"Min 1x per week","2001","inadequately","West Germany","43","0.159830346389659","0.118084300002504","0.201576392776814","2"
"Min 1x per week","2001","inadequately","East Germany","","","","","2"
"Min 1x per week","2001","general elemantary","West Germany","388","0.153102066993782","0.139358511841253","0.166845622146311","2"
"Min 1x per week","2001","general elemantary","East Germany","13","","","","2"
"Min 1x per week","2001","middle vocational","West Germany","890","0.105677920535103","0.0991665227877195","0.112189318282487","2"
"Never","2001","in school","West Germany","194","0.478084147653067","0.428508522053685","0.52765977325245","5"
"Never","2001","in school","East Germany","102","0.687271260040502","0.614753187257227","0.759789332823777","5"
"Never","2001","inadequately","West Germany","138","0.474111796908444","0.41722790131407","0.530995692502818","5"
"Never","2001","inadequately","East Germany","14","","","","5"
"Never","2001","general elemantary","West Germany","1148","0.434613850300632","0.415694013324453","0.453533687276812","5"
"Never","2001","general elemantary","East Germany","359","0.747286279781158","0.707530556126768","0.787042003435548","5"
"Never","2001","middle vocational","West Germany","3734","0.4496092636056","0.439072959373993","0.460145567837206","5"
"Never","2001","middle vocational","East Germany","2294","0.776936785579819","0.762047383934759","0.791826187224878","5"
"Never","2001","vocational + Abi","West Germany","435","0.461051557156379","0.429353353913887","0.49274976039887","5"
"Never","2001","vocational + Abi","East Germany","90","0.781526501051313","0.707901274771067","0.855151727331559","5"
"Never","2001","higher vocational","West Germany","475","0.419472779138835","0.391861343019858","0.447084215257812","5"
"Never","2001","higher vocational","East Germany","301","0.703804324011511","0.661094168439719","0.746514479583303","5"
"Never","2001","higher education","West Germany","1025","0.451934438197505","0.431687260430712","0.472181615964297","5"
"Never","2001","higher education","East Germany","889","0.731622070877267","0.706757270690788","0.756486871063747","5"
"Rarely","2001","in school","West Germany","142","0.384548677177114","0.336266337940416","0.432831016413811","4"
"Rarely","2001","in school","East Germany","35","0.19238450874594","0.130727048079824","0.254041969412055","4"
"Rarely","2001","inadequately","West Germany","76","0.223320544206148","0.17587586843766","0.270765219974635","4"
"Rarely","2001","inadequately","East Germany","","","","","4"
"Rarely","2001","general elemantary","West Germany","792","0.30033426503688","0.282838184439139","0.317830345634621","4"
"Rarely","2001","general elemantary","East Germany","63","0.153369726030256","0.120404317200139","0.186335134860373","4"
"Rarely","2001","middle vocational","West Germany","2939","0.332049494039562","0.322074591249175","0.342024396829948","4"
"Rarely","2001","middle vocational","East Germany","490","0.154286063441067","0.141366569048526","0.167205557833608","4"
"Rarely","2001","vocational + Abi","West Germany","333","0.366417302238706","0.335778207521025","0.397056396956387","4"
"Rarely","2001","vocational + Abi","East Germany","23","","","","4"
"Rarely","2001","higher vocational","West Germany","456","0.352544972047029","0.32581257664679","0.379277367447268","4"
"Rarely","2001","higher vocational","East Germany","90","0.193865526270548","0.156885273783358","0.230845778757739","4"
"Rarely","2001","higher education","West Germany","774","0.327234814497066","0.308146304643383","0.346323324350749","4"
"Rarely","2001","higher education","East Germany","235","0.188306457433644","0.166368467759122","0.210244447108165","4"
"Daily","2002","in school","West Germany","","","","","1"
"Daily","2002","in school","East Germany","","","","","1"
"Daily","2002","inadequately","West Germany","","","","","1"
"Daily","2002","inadequately","East Germany","","","","","1"
"Daily","2002","general elemantary","West Germany","","","","","1"
"Daily","2002","general elemantary","East Germany","","","","","1"
"Daily","2002","middle vocational","West Germany","","","","","1"
"Daily","2002","middle vocational","East Germany","","","","","1"
"Daily","2002","vocational + Abi","West Germany","","","","","1"
"Daily","2002","vocational + Abi","East Germany","","","","","1"
"Daily","2002","higher vocational","West Germany","","","","","1"
"Daily","2002","higher vocational","East Germany","","","","","1"
"Daily","2002","higher education","West Germany","","","","","1"
"Daily","2002","higher education","East Germany","","","","","1"
"Min 1x per month","2002","in school","East Germany","","","","","3"
"Min 1x per month","2002","inadequately","West Germany","","","","","3"
"Min 1x per month","2002","inadequately","East Germany","","","","","3"
"Min 1x per month","2002","general elemantary","West Germany","","","","","3"
"Min 1x per month","2002","general elemantary","East Germany","","","","","3"
"Min 1x per month","2002","middle vocational","West Germany","","","","","3"
"Min 1x per month","2002","middle vocational","East Germany","","","","","3"
"Min 1x per month","2002","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","2002","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","2002","in school","West Germany","","","","","3"
"Min 1x per month","2002","higher vocational","West Germany","","","","","3"
"Min 1x per month","2002","higher vocational","East Germany","","","","","3"
"Min 1x per month","2002","higher education","West Germany","","","","","3"
"Min 1x per month","2002","higher education","East Germany","","","","","3"
"Min 1x per week","2002","in school","West Germany","","","","","2"
"Min 1x per week","2002","in school","East Germany","","","","","2"
"Min 1x per week","2002","inadequately","West Germany","","","","","2"
"Min 1x per week","2002","inadequately","East Germany","","","","","2"
"Min 1x per week","2002","general elemantary","West Germany","","","","","2"
"Min 1x per week","2002","general elemantary","East Germany","","","","","2"
"Min 1x per week","2002","middle vocational","West Germany","","","","","2"
"Min 1x per week","2002","middle vocational","East Germany","","","","","2"
"Min 1x per week","2002","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","2002","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","2002","higher vocational","West Germany","","","","","2"
"Min 1x per week","2002","higher vocational","East Germany","","","","","2"
"Min 1x per week","2002","higher education","West Germany","","","","","2"
"Min 1x per week","2002","higher education","East Germany","","","","","2"
"Never","2002","in school","West Germany","","","","","5"
"Never","2002","in school","East Germany","","","","","5"
"Never","2002","inadequately","West Germany","","","","","5"
"Never","2002","inadequately","East Germany","","","","","5"
"Never","2002","general elemantary","West Germany","","","","","5"
"Never","2002","general elemantary","East Germany","","","","","5"
"Never","2002","middle vocational","West Germany","","","","","5"
"Never","2002","middle vocational","East Germany","","","","","5"
"Never","2002","vocational + Abi","West Germany","","","","","5"
"Never","2002","vocational + Abi","East Germany","","","","","5"
"Never","2002","higher vocational","West Germany","","","","","5"
"Never","2002","higher vocational","East Germany","","","","","5"
"Never","2002","higher education","West Germany","","","","","5"
"Never","2002","higher education","East Germany","","","","","5"
"Rarely","2002","in school","West Germany","","","","","4"
