"pli0098_h","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","1990","(1b) general elementary school","Female","441","0.269877193359005","0.248471755335568","0.291282631382441"
"Rarely","1990","(1c) basic vocational qualification","Male","730","0.304774674732111","0.286838077313937","0.322711272150285"
"Rarely","1990","(1c) basic vocational qualification","Female","605","0.311925905930769","0.291622148361013","0.332229663500525"
"Rarely","1990","(2b) intermediate general qualification","Male","44","0.272227444650296","0.211296915352779","0.333157973947813"
"Rarely","1990","(2b) intermediate general qualification","Female","96","0.274429391465176","0.22650229419123","0.322356488739122"
"Rarely","1990","(2a) intermediate vocational","Male","287","0.258269454960375","0.234121630031984","0.282417279888766"
"Rarely","1990","(2a) intermediate vocational","Female","355","0.278445588207171","0.254701741445598","0.302189434968743"
"Rarely","1990","(2c_gen) general maturity certificate","Male","56","0.241062298556183","0.185784354314906","0.29634024279746"
"Rarely","1990","(2c_gen) general maturity certificate","Female","40","0.282817497282839","0.212369890354564","0.353265104211113"
"Rarely","1990","(2c_voc) vocational maturity certificate","Male","78","0.280345535198157","0.227640170428476","0.333050899967838"
"Rarely","1990","(2c_voc) vocational maturity certificate","Female","66","0.282347745613044","0.222455939074025","0.342239552152062"
"Rarely","1990","(3a) lower tertiary education","Male","107","0.292104681992902","0.248564036965209","0.335645327020594"
"Rarely","1990","(3a) lower tertiary education","Female","88","0.231954364644114","0.193424949601729","0.2704837796865"
"Rarely","1990","(3b) higher tertiary education","Male","125","0.286009791751553","0.246120051330183","0.325899532172923"
"Rarely","1990","(3b) higher tertiary education","Female","74","0.253517754110376","0.204126063705096","0.302909444515655"
"Never","1990","(0) in school","Male","28","","",""
"Never","1990","(0) in school","Female","30","0.361955041141036","0.246884635157308","0.477025447124764"
"Never","1990","(1a) inadequately completed","Male","147","0.533949230887195","0.478596711698048","0.589301750076341"
"Never","1990","(1a) inadequately completed","Female","180","0.488590814804133","0.440264454092877","0.536917175515389"
"Never","1990","(1b) general elementary school","Male","390","0.490291132125034","0.455928143204528","0.52465412104554"
"Never","1990","(1b) general elementary school","Female","690","0.385280018701276","0.361812348426151","0.4087476889764"
"Never","1990","(1c) basic vocational qualification","Male","1307","0.487149450846511","0.467672796739436","0.506626104953586"
"Never","1990","(1c) basic vocational qualification","Female","948","0.432754469840983","0.411040490738231","0.454468448943735"
"Never","1990","(2b) intermediate general qualification","Male","135","0.603596642636298","0.536636984102018","0.670556301170578"
"Never","1990","(2b) intermediate general qualification","Female","158","0.477475042881045","0.423826882845978","0.531123202916113"
"Never","1990","(2a) intermediate vocational","Male","819","0.59735495863364","0.570296950209617","0.624412967057662"
"Never","1990","(2a) intermediate vocational","Female","754","0.488025096975368","0.461546694368683","0.514503499582052"
"Never","1990","(2c_gen) general maturity certificate","Male","130","0.576075626135329","0.512209861378892","0.639941390891765"
"Never","1990","(2c_gen) general maturity certificate","Female","81","0.529101093952972","0.451022598628428","0.607179589277516"
"Never","1990","(2c_voc) vocational maturity certificate","Male","155","0.563863843218155","0.505674405711002","0.622053280725308"
"Never","1990","(2c_voc) vocational maturity certificate","Female","103","0.496188331367939","0.429664752050874","0.562711910685004"
"Never","1990","(3a) lower tertiary education","Male","267","0.573247510031068","0.525888763417838","0.620606256644297"
"Never","1990","(3a) lower tertiary education","Female","317","0.618609830147018","0.574270330867591","0.662949329426445"
"Never","1990","(3b) higher tertiary education","Male","270","0.479900163713682","0.435799671274005","0.524000656153359"
"Never","1990","(3b) higher tertiary education","Female","160","0.465367624277783","0.40873513265813","0.522000115897436"
"Daily","1991","(0) in school","Male","","","",""
"Daily","1991","(0) in school","Female","","","",""
"Daily","1991","(1a) inadequately completed","Male","","","",""
"Daily","1991","(1a) inadequately completed","Female","","","",""
"Daily","1991","(1b) general elementary school","Male","","","",""
"Daily","1991","(1b) general elementary school","Female","","","",""
"Daily","1991","(1c) basic vocational qualification","Male","","","",""
"Daily","1991","(1c) basic vocational qualification","Female","","","",""
"Daily","1991","(2b) intermediate general qualification","Male","","","",""
"Daily","1991","(2b) intermediate general qualification","Female","","","",""
"Daily","1991","(2a) intermediate vocational","Male","","","",""
"Daily","1991","(2a) intermediate vocational","Female","","","",""
"Daily","1991","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1991","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1991","(3a) lower tertiary education","Male","","","",""
"Daily","1991","(3a) lower tertiary education","Female","","","",""
"Daily","1991","(3b) higher tertiary education","Male","","","",""
"Daily","1991","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1991","(0) in school","Male","","","",""
"Min 1x per week","1991","(0) in school","Female","","","",""
"Min 1x per week","1991","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1991","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1991","(1b) general elementary school","Male","","","",""
"Min 1x per week","1991","(1b) general elementary school","Female","","","",""
"Min 1x per week","1991","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1991","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1991","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1991","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1991","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1991","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1991","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1991","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1991","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","1991","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","1991","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","1991","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","1991","(0) in school","Male","","","",""
"Min 1x per month","1991","(0) in school","Female","","","",""
"Min 1x per month","1991","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1991","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1991","(1b) general elementary school","Male","","","",""
"Min 1x per month","1991","(1b) general elementary school","Female","","","",""
"Min 1x per month","1991","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","1991","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1991","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1991","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1991","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1991","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1991","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1991","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1991","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1991","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1991","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1991","(3b) higher tertiary education","Female","","","",""
"Rarely","1991","(0) in school","Male","","","",""
"Rarely","1991","(0) in school","Female","","","",""
"Rarely","1991","(1a) inadequately completed","Male","","","",""
"Rarely","1991","(1a) inadequately completed","Female","","","",""
"Rarely","1991","(1b) general elementary school","Male","","","",""
"Rarely","1991","(1b) general elementary school","Female","","","",""
"Rarely","1991","(1c) basic vocational qualification","Male","","","",""
"Rarely","1991","(1c) basic vocational qualification","Female","","","",""
"Rarely","1991","(2b) intermediate general qualification","Male","","","",""
"Rarely","1991","(2b) intermediate general qualification","Female","","","",""
"Rarely","1991","(2a) intermediate vocational","Male","","","",""
"Rarely","1991","(2a) intermediate vocational","Female","","","",""
"Rarely","1991","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1991","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","1991","(3a) lower tertiary education","Male","","","",""
"Rarely","1991","(3a) lower tertiary education","Female","","","",""
"Rarely","1991","(3b) higher tertiary education","Male","","","",""
"Rarely","1991","(3b) higher tertiary education","Female","","","",""
"Never","1991","(0) in school","Male","","","",""
"Never","1991","(0) in school","Female","","","",""
"Never","1991","(1a) inadequately completed","Male","","","",""
"Never","1991","(1a) inadequately completed","Female","","","",""
"Never","1991","(1b) general elementary school","Male","","","",""
"Never","1991","(1b) general elementary school","Female","","","",""
"Never","1991","(1c) basic vocational qualification","Male","","","",""
"Never","1991","(1c) basic vocational qualification","Female","","","",""
"Never","1991","(2b) intermediate general qualification","Male","","","",""
"Never","1991","(2b) intermediate general qualification","Female","","","",""
"Never","1991","(2a) intermediate vocational","Male","","","",""
"Never","1991","(2a) intermediate vocational","Female","","","",""
"Never","1991","(2c_gen) general maturity certificate","Male","","","",""
"Never","1991","(2c_gen) general maturity certificate","Female","","","",""
"Never","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","1991","(3a) lower tertiary education","Male","","","",""
"Never","1991","(3a) lower tertiary education","Female","","","",""
"Never","1991","(3b) higher tertiary education","Male","","","",""
"Never","1991","(3b) higher tertiary education","Female","","","",""
"Daily","1992","(0) in school","Male","","","",""
"Daily","1992","(0) in school","Female","","","",""
"Daily","1992","(1a) inadequately completed","Male","","","",""
"Daily","1992","(1a) inadequately completed","Female","","","",""
"Daily","1992","(1b) general elementary school","Male","","","",""
"Daily","1992","(1b) general elementary school","Female","","","",""
"Daily","1992","(1c) basic vocational qualification","Male","","","",""
"Daily","1992","(1c) basic vocational qualification","Female","","","",""
"Daily","1992","(2b) intermediate general qualification","Male","","","",""
"Daily","1992","(2b) intermediate general qualification","Female","","","",""
"Daily","1992","(2a) intermediate vocational","Male","","","",""
"Daily","1992","(2a) intermediate vocational","Female","","","",""
"Daily","1992","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1992","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1992","(3a) lower tertiary education","Male","","","",""
"Daily","1992","(3a) lower tertiary education","Female","","","",""
"Daily","1992","(3b) higher tertiary education","Male","","","",""
"Daily","1992","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1992","(0) in school","Male","11","","",""
"Min 1x per week","1992","(0) in school","Female","11","","",""
"Min 1x per week","1992","(1a) inadequately completed","Male","48","0.121920046064134","0.0852600876391057","0.158580004489162"
"Min 1x per week","1992","(1a) inadequately completed","Female","79","0.139510474151851","0.106334989118263","0.172685959185438"
"Min 1x per week","1992","(1b) general elementary school","Male","98","0.129598696138525","0.105922145774693","0.153275246502357"
"Min 1x per week","1992","(1b) general elementary school","Female","231","0.166316107175337","0.147409098744975","0.185223115605699"
"Min 1x per week","1992","(1c) basic vocational qualification","Male","232","0.106704980929144","0.0942987268148703","0.119111235043417"
"Min 1x per week","1992","(1c) basic vocational qualification","Female","184","0.114110325842551","0.0997151958746116","0.12850545581049"
"Min 1x per week","1992","(2b) intermediate general qualification","Male","18","","",""
"Min 1x per week","1992","(2b) intermediate general qualification","Female","44","0.16300284354498","0.123271007857342","0.202734679232618"
"Min 1x per week","1992","(2a) intermediate vocational","Male","65","0.0670078383214335","0.0527173775660644","0.0812982990768026"
"Min 1x per week","1992","(2a) intermediate vocational","Female","111","0.0999383434833363","0.0840684782412749","0.115808208725398"
"Min 1x per week","1992","(2c_gen) general maturity certificate","Male","18","","",""
"Min 1x per week","1992","(2c_gen) general maturity certificate","Female","16","","",""
"Min 1x per week","1992","(2c_voc) vocational maturity certificate","Male","36","0.114021863584302","0.0772502478990185","0.150793479269586"
"Min 1x per week","1992","(2c_voc) vocational maturity certificate","Female","27","","",""
"Min 1x per week","1992","(3a) lower tertiary education","Male","23","","",""
"Min 1x per week","1992","(3a) lower tertiary education","Female","33","0.0972006306700624","0.0698003453340188","0.124600916006106"
"Min 1x per week","1992","(3b) higher tertiary education","Male","54","0.118030468639214","0.089549911010197","0.146511026268231"
"Min 1x per week","1992","(3b) higher tertiary education","Female","34","0.167921545307018","0.124825787768766","0.211017302845269"
"Min 1x per month","1992","(0) in school","Male","11","","",""
"Min 1x per month","1992","(0) in school","Female","6","","",""
"Min 1x per month","1992","(1a) inadequately completed","Male","34","0.0764079220198033","0.046643553584936","0.106172290454671"
"Min 1x per month","1992","(1a) inadequately completed","Female","55","0.117561136460322","0.0867210717440367","0.148401201176608"
"Min 1x per month","1992","(1b) general elementary school","Male","84","0.0727507534068716","0.054441301822748","0.0910602049909951"
"Min 1x per month","1992","(1b) general elementary school","Female","196","0.135998186761417","0.118592993785197","0.153403379737637"
"Min 1x per month","1992","(1c) basic vocational qualification","Male","190","0.0741282980133938","0.0636009667338418","0.0846556292929459"
"Min 1x per month","1992","(1c) basic vocational qualification","Female","174","0.096465611478435","0.0830989822420698","0.1098322407148"
"Min 1x per month","1992","(2b) intermediate general qualification","Male","9","","",""
"Min 1x per month","1992","(2b) intermediate general qualification","Female","25","","",""
"Min 1x per month","1992","(2a) intermediate vocational","Male","49","0.0454364696898535","0.0335336696095263","0.0573392697701806"
"Min 1x per month","1992","(2a) intermediate vocational","Female","107","0.0904801165891508","0.0753007478859616","0.10565948529234"
"Min 1x per month","1992","(2c_gen) general maturity certificate","Male","20","","",""
"Min 1x per month","1992","(2c_gen) general maturity certificate","Female","19","","",""
"Min 1x per month","1992","(2c_voc) vocational maturity certificate","Male","16","","",""
"Min 1x per month","1992","(2c_voc) vocational maturity certificate","Female","19","","",""
"Min 1x per month","1992","(3a) lower tertiary education","Male","20","","",""
"Min 1x per month","1992","(3a) lower tertiary education","Female","22","","",""
"Min 1x per month","1992","(3b) higher tertiary education","Male","37","0.0967430210301691","0.0706490535470746","0.122836988513263"
"Min 1x per month","1992","(3b) higher tertiary education","Female","18","","",""
"Rarely","1992","(0) in school","Male","22","","",""
"Rarely","1992","(0) in school","Female","20","","",""
"Rarely","1992","(1a) inadequately completed","Male","74","0.222558831290948","0.175952645607686","0.26916501697421"
"Rarely","1992","(1a) inadequately completed","Female","85","0.180594479126518","0.143760998738313","0.217427959514723"
"Rarely","1992","(1b) general elementary school","Male","186","0.260860175609338","0.229905551371355","0.291814799847321"
"Rarely","1992","(1b) general elementary school","Female","370","0.264854408634226","0.242449393656707","0.287259423611745"
"Rarely","1992","(1c) basic vocational qualification","Male","658","0.292377193371619","0.274099409935472","0.310654976807766"
"Rarely","1992","(1c) basic vocational qualification","Female","548","0.309035826383072","0.288114198294777","0.329957454471367"
"Rarely","1992","(2b) intermediate general qualification","Male","38","0.20077388789912","0.146595398680189","0.254952377118051"
"Rarely","1992","(2b) intermediate general qualification","Female","96","0.311371466141342","0.261562106085042","0.361180826197641"
"Rarely","1992","(2a) intermediate vocational","Male","266","0.264816406819166","0.239598166581147","0.290034647057185"
"Rarely","1992","(2a) intermediate vocational","Female","373","0.293814149967999","0.269711383401463","0.317916916534536"
"Rarely","1992","(2c_gen) general maturity certificate","Male","49","0.226682186100875","0.170717178834518","0.282647193367232"
"Rarely","1992","(2c_gen) general maturity certificate","Female","48","0.280220850487048","0.211694757176468","0.348746943797627"
"Rarely","1992","(2c_voc) vocational maturity certificate","Male","70","0.25160719777088","0.201403758055948","0.301810637485813"
"Rarely","1992","(2c_voc) vocational maturity certificate","Female","61","0.241170352409687","0.186122776017689","0.296217928801686"
"Rarely","1992","(3a) lower tertiary education","Male","92","0.248982790604644","0.20727831403713","0.290687267172157"
"Rarely","1992","(3a) lower tertiary education","Female","86","0.21456968841428","0.176597735415408","0.252541641413152"
"Rarely","1992","(3b) higher tertiary education","Male","116","0.238130731146399","0.20053205253711","0.275729409755688"
"Rarely","1992","(3b) higher tertiary education","Female","72","0.263591444980622","0.212796062170906","0.314386827790338"
"Never","1992","(0) in school","Male","28","","",""
"Never","1992","(0) in school","Female","36","0.439095861185278","0.325251727911041","0.552939994459514"
"Never","1992","(1a) inadequately completed","Male","150","0.579113200625115","0.523797073951503","0.634429327298727"
"Never","1992","(1a) inadequately completed","Female","200","0.562333910261309","0.514832154131306","0.609835666391311"
"Never","1992","(1b) general elementary school","Male","405","0.536790374845265","0.501638419199601","0.571942330490929"
"Never","1992","(1b) general elementary school","Female","693","0.432831297429021","0.407673627556017","0.457988967302024"
"Never","1992","(1c) basic vocational qualification","Male","1299","0.526789527685843","0.506726493646498","0.546852561725189"
"Never","1992","(1c) basic vocational qualification","Female","968","0.480388236295942","0.457767904700573","0.50300856789131"
"Never","1992","(2b) intermediate general qualification","Male","145","0.697047815168388","0.634895576918136","0.75920005341864"
"Never","1992","(2b) intermediate general qualification","Female","167","0.45196836234275","0.398433599600265","0.505503125085235"
"Never","1992","(2a) intermediate vocational","Male","796","0.622739285169547","0.595036824069387","0.650441746269707"
"Never","1992","(2a) intermediate vocational","Female","781","0.515767389959514","0.489323521277931","0.542211258641096"
"Never","1992","(2c_gen) general maturity certificate","Male","128","0.61881307950397","0.553893215919798","0.683732943088142"
"Never","1992","(2c_gen) general maturity certificate","Female","82","0.523629006914137","0.447422751559898","0.599835262268377"
"Never","1992","(2c_voc) vocational maturity certificate","Male","165","0.579359870312684","0.52224664333441","0.636473097290957"
"Never","1992","(2c_voc) vocational maturity certificate","Female","125","0.523939803582559","0.459674623214627","0.588204983950491"
"Never","1992","(3a) lower tertiary education","Male","278","0.631110574484873","0.584576198263405","0.677644950706341"
"Never","1992","(3a) lower tertiary education","Female","308","0.625436732584058","0.580667545861276","0.67020591930684"
"Never","1992","(3b) higher tertiary education","Male","286","0.547095779184218","0.503155835341184","0.591035723027251"
"Never","1992","(3b) higher tertiary education","Female","165","0.493169219863747","0.435528600043113","0.550809839684381"
"Daily","1993","(0) in school","Male","","","",""
"Daily","1993","(0) in school","Female","","","",""
"Daily","1993","(1a) inadequately completed","Male","","","",""
"Daily","1993","(1a) inadequately completed","Female","","","",""
"Daily","1993","(1b) general elementary school","Male","","","",""
"Daily","1993","(1b) general elementary school","Female","","","",""
"Daily","1993","(1c) basic vocational qualification","Male","","","",""
"Daily","1993","(1c) basic vocational qualification","Female","","","",""
"Daily","1993","(2b) intermediate general qualification","Male","","","",""
"Daily","1993","(2b) intermediate general qualification","Female","","","",""
"Daily","1993","(2a) intermediate vocational","Male","","","",""
"Daily","1993","(2a) intermediate vocational","Female","","","",""
"Daily","1993","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1993","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1993","(3a) lower tertiary education","Male","","","",""
"Daily","1993","(3a) lower tertiary education","Female","","","",""
"Daily","1993","(3b) higher tertiary education","Male","","","",""
"Daily","1993","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1993","(0) in school","Male","","","",""
"Min 1x per week","1993","(0) in school","Female","","","",""
"Min 1x per week","1993","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1993","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1993","(1b) general elementary school","Male","","","",""
"Min 1x per week","1993","(1b) general elementary school","Female","","","",""
"Min 1x per week","1993","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1993","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1993","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1993","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1993","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1993","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1993","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1993","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1993","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","1993","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","1993","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","1993","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","1993","(0) in school","Male","","","",""
"Min 1x per month","1993","(0) in school","Female","","","",""
"Min 1x per month","1993","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1993","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1993","(1b) general elementary school","Male","","","",""
"Min 1x per month","1993","(1b) general elementary school","Female","","","",""
"Min 1x per month","1993","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","1993","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1993","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1993","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1993","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1993","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1993","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1993","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1993","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1993","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1993","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1993","(3b) higher tertiary education","Female","","","",""
"Rarely","1993","(0) in school","Male","","","",""
"Rarely","1993","(0) in school","Female","","","",""
"Rarely","1993","(1a) inadequately completed","Male","","","",""
"Rarely","1993","(1a) inadequately completed","Female","","","",""
"Rarely","1993","(1b) general elementary school","Male","","","",""
"Rarely","1993","(1b) general elementary school","Female","","","",""
"Rarely","1993","(1c) basic vocational qualification","Male","","","",""
"Rarely","1993","(1c) basic vocational qualification","Female","","","",""
"Rarely","1993","(2b) intermediate general qualification","Male","","","",""
"Rarely","1993","(2b) intermediate general qualification","Female","","","",""
"Rarely","1993","(2a) intermediate vocational","Male","","","",""
"Rarely","1993","(2a) intermediate vocational","Female","","","",""
"Rarely","1993","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1993","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1993","(2c_voc) vocational maturity certificate","Male","","","",""
