"pli0098_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Daily","1991","no migration background","Male","","","",""
"Daily","1991","no migration background","Female","","","",""
"Daily","1991","direct migration background","Male","","","",""
"Daily","1991","direct migration background","Female","","","",""
"Daily","1991","indirect migration background","Male","","","",""
"Daily","1991","indirect migration background","Female","","","",""
"Min 1x per week","1991","no migration background","Male","","","",""
"Min 1x per week","1991","no migration background","Female","","","",""
"Min 1x per week","1991","direct migration background","Male","","","",""
"Min 1x per week","1991","direct migration background","Female","","","",""
"Min 1x per week","1991","indirect migration background","Male","","","",""
"Min 1x per week","1991","indirect migration background","Female","","","",""
"Min 1x per month","1991","no migration background","Male","","","",""
"Min 1x per month","1991","no migration background","Female","","","",""
"Min 1x per month","1991","direct migration background","Male","","","",""
"Min 1x per month","1991","direct migration background","Female","","","",""
"Min 1x per month","1991","indirect migration background","Male","","","",""
"Min 1x per month","1991","indirect migration background","Female","","","",""
"Rarely","1991","no migration background","Male","","","",""
"Rarely","1991","no migration background","Female","","","",""
"Rarely","1991","direct migration background","Male","","","",""
"Rarely","1991","direct migration background","Female","","","",""
"Rarely","1991","indirect migration background","Male","","","",""
"Rarely","1991","indirect migration background","Female","","","",""
"Never","1991","no migration background","Male","","","",""
"Never","1991","no migration background","Female","","","",""
"Never","1991","direct migration background","Male","","","",""
"Never","1991","direct migration background","Female","","","",""
"Never","1991","indirect migration background","Male","","","",""
"Never","1991","indirect migration background","Female","","","",""
"Daily","1992","no migration background","Male","","","",""
"Daily","1992","no migration background","Female","","","",""
"Daily","1992","direct migration background","Male","","","",""
"Daily","1992","direct migration background","Female","","","",""
"Daily","1992","indirect migration background","Male","","","",""
"Daily","1992","indirect migration background","Female","","","",""
"Min 1x per week","1992","no migration background","Male","397","0.0947777546763334","0.0865848450959261","0.102970664256741"
"Min 1x per week","1992","no migration background","Female","560","0.126276405671693","0.117424480419623","0.135128330923763"
"Min 1x per week","1992","direct migration background","Male","204","0.136491890412398","0.117971601380563","0.155012179444233"
"Min 1x per week","1992","direct migration background","Female","207","0.159402059267979","0.138870053209779","0.17993406532618"
"Min 1x per week","1992","indirect migration background","Male","","","",""
"Min 1x per week","1992","indirect migration background","Female","","","",""
"Min 1x per month","1992","no migration background","Male","280","0.0619908258937097","0.0552459401204452","0.0687357116669742"
"Min 1x per month","1992","no migration background","Female","456","0.097209132813864","0.0893144131475956","0.105103852480132"
"Min 1x per month","1992","direct migration background","Male","179","0.113604711269151","0.0964859231728314","0.130723499365471"
"Min 1x per month","1992","direct migration background","Female","177","0.139284871585101","0.119863855348936","0.158705887821266"
"Min 1x per month","1992","indirect migration background","Male","","","",""
"Min 1x per month","1992","indirect migration background","Female","","","",""
"Rarely","1992","no migration background","Male","1218","0.271895009123805","0.259449720675249","0.284340297572361"
"Rarely","1992","no migration background","Female","1461","0.289240287514461","0.277157131191954","0.301323443836967"
"Rarely","1992","direct migration background","Male","313","0.238040167948573","0.215065338923384","0.261014996973762"
"Rarely","1992","direct migration background","Female","270","0.221984475216643","0.198674291741094","0.245294658692192"
"Rarely","1992","indirect migration background","Male","62","0.313606419900628","0.250249572397445","0.376963267403811"
"Rarely","1992","indirect migration background","Female","65","0.279009160046314","0.216849705107444","0.341168614985184"
"Never","1992","no migration background","Male","3015","0.571336410306152","0.557494003952908","0.585178816659396"
"Never","1992","no migration background","Female","2932","0.487274173999982","0.473953724083194","0.50059462391677"
"Never","1992","direct migration background","Male","624","0.511863230369878","0.484897707029276","0.538828753710479"
"Never","1992","direct migration background","Female","567","0.479328593930276","0.451307260901971","0.507349926958582"
"Never","1992","indirect migration background","Male","103","0.520126692089712","0.451903450858299","0.588349933321124"
"Never","1992","indirect migration background","Female","96","0.52252704598442","0.453302220650079","0.59175187131876"
"Daily","1993","no migration background","Male","","","",""
"Daily","1993","no migration background","Female","","","",""
"Daily","1993","direct migration background","Male","","","",""
"Daily","1993","direct migration background","Female","","","",""
"Daily","1993","indirect migration background","Male","","","",""
"Daily","1993","indirect migration background","Female","","","",""
"Min 1x per week","1993","no migration background","Male","","","",""
"Min 1x per week","1993","no migration background","Female","","","",""
"Min 1x per week","1993","direct migration background","Male","","","",""
"Min 1x per week","1993","direct migration background","Female","","","",""
"Min 1x per week","1993","indirect migration background","Male","","","",""
"Min 1x per week","1993","indirect migration background","Female","","","",""
"Min 1x per month","1993","no migration background","Male","","","",""
"Min 1x per month","1993","no migration background","Female","","","",""
"Min 1x per month","1993","direct migration background","Male","","","",""
"Min 1x per month","1993","direct migration background","Female","","","",""
"Min 1x per month","1993","indirect migration background","Male","","","",""
"Min 1x per month","1993","indirect migration background","Female","","","",""
"Rarely","1993","no migration background","Male","","","",""
"Rarely","1993","no migration background","Female","","","",""
"Rarely","1993","direct migration background","Male","","","",""
"Rarely","1993","direct migration background","Female","","","",""
"Rarely","1993","indirect migration background","Male","","","",""
"Rarely","1993","indirect migration background","Female","","","",""
"Never","1993","no migration background","Male","","","",""
"Never","1993","no migration background","Female","","","",""
"Never","1993","direct migration background","Male","","","",""
"Never","1993","direct migration background","Female","","","",""
"Never","1993","indirect migration background","Male","","","",""
"Never","1993","indirect migration background","Female","","","",""
"Daily","1994","no migration background","Male","","","",""
"Daily","1994","no migration background","Female","","","",""
"Daily","1994","direct migration background","Male","","","",""
"Daily","1994","direct migration background","Female","","","",""
"Daily","1994","indirect migration background","Male","","","",""
"Daily","1994","indirect migration background","Female","","","",""
"Min 1x per week","1994","no migration background","Male","352","0.0835949882403395","0.0757147638363527","0.0914752126443262"
"Min 1x per week","1994","no migration background","Female","551","0.131015504386908","0.121900486794157","0.140130521979659"
"Min 1x per week","1994","direct migration background","Male","218","0.152701296249235","0.132442405971699","0.172960186526771"
"Min 1x per week","1994","direct migration background","Female","190","0.158793816143859","0.137688596673072","0.179899035614645"
"Min 1x per week","1994","indirect migration background","Male","","","",""
"Min 1x per week","1994","indirect migration background","Female","","","",""
"Min 1x per month","1994","no migration background","Male","307","0.0714414526964113","0.06410840480831","0.0787745005845126"
"Min 1x per month","1994","no migration background","Female","450","0.0910201472177714","0.0832498783567496","0.0987904160787931"
"Min 1x per month","1994","direct migration background","Male","170","0.120931760579516","0.102568174211144","0.139295346947889"
"Min 1x per month","1994","direct migration background","Female","189","0.148062713790871","0.127553523381721","0.168571904200022"
"Min 1x per month","1994","indirect migration background","Male","30","0.138163641154123","0.0952167687778184","0.181110513530428"
"Min 1x per month","1994","indirect migration background","Female","31","0.122153175186626","0.0810651820692665","0.163241168303986"
"Rarely","1994","no migration background","Male","1206","0.279658196063812","0.266879462294643","0.292436929832981"
"Rarely","1994","no migration background","Female","1440","0.285798627840593","0.273593830833918","0.298003424847267"
"Rarely","1994","direct migration background","Male","337","0.279494765208625","0.254220331785449","0.304769198631801"
"Rarely","1994","direct migration background","Female","298","0.239401245465805","0.214759988415967","0.264042502515643"
"Rarely","1994","indirect migration background","Male","71","0.261756585840964","0.207046064908903","0.316467106773024"
"Rarely","1994","indirect migration background","Female","88","0.340661175709517","0.281195162499155","0.400127188919879"
"Never","1994","no migration background","Male","2874","0.565305362999438","0.551191742661904","0.579418983336971"
"Never","1994","no migration background","Female","2823","0.492165720554728","0.478660339633071","0.505671101476385"
"Never","1994","direct migration background","Male","486","0.446872177962624","0.418870733854902","0.474873622070346"
"Never","1994","direct migration background","Female","475","0.453742224599465","0.424993057619366","0.482491391579564"
"Never","1994","indirect migration background","Male","129","0.551814590504848","0.489920712096709","0.613708468912988"
"Never","1994","indirect migration background","Female","107","0.45090616854017","0.388472400201955","0.513339936878384"
"Daily","1995","no migration background","Male","","","",""
"Daily","1995","no migration background","Female","","","",""
"Daily","1995","direct migration background","Male","35","0.0182660202131572","0.0112812902397123","0.0252507501866021"
"Daily","1995","direct migration background","Female","","","",""
"Daily","1995","indirect migration background","Male","","","",""
"Daily","1995","indirect migration background","Female","","","",""
"Min 1x per week","1995","no migration background","Male","347","0.0817439100652264","0.0739369630943066","0.0895508570361462"
"Min 1x per week","1995","no migration background","Female","543","0.126397034918982","0.11739982319868","0.135394246639284"
"Min 1x per week","1995","direct migration background","Male","238","0.144012114778167","0.125698922060191","0.162325307496143"
"Min 1x per week","1995","direct migration background","Female","268","0.181513084475375","0.161162198488613","0.201863970462136"
"Min 1x per week","1995","indirect migration background","Male","","","",""
"Min 1x per week","1995","indirect migration background","Female","","","",""
"Min 1x per month","1995","no migration background","Male","322","0.075995052687165","0.0684441056262396","0.0835459997480905"
"Min 1x per month","1995","no migration background","Female","471","0.101117002378423","0.0929540714128921","0.109279933343953"
"Min 1x per month","1995","direct migration background","Male","215","0.133722750293615","0.115970155215631","0.151475345371598"
"Min 1x per month","1995","direct migration background","Female","212","0.128028681072487","0.110387477234813","0.145669884910162"
"Min 1x per month","1995","indirect migration background","Male","","","",""
"Min 1x per month","1995","indirect migration background","Female","","","",""
"Rarely","1995","no migration background","Male","1185","0.273056000011532","0.260360554169301","0.285751445853763"
"Rarely","1995","no migration background","Female","1422","0.281673328673052","0.269494197539666","0.293852459806438"
"Rarely","1995","direct migration background","Male","349","0.233436765911771","0.211372506015679","0.255501025807864"
"Rarely","1995","direct migration background","Female","333","0.230378210224715","0.20814598877106","0.25261043167837"
"Rarely","1995","indirect migration background","Male","69","0.251055333519817","0.197833774396163","0.304276892643471"
"Rarely","1995","indirect migration background","Female","84","0.286573391422882","0.231292617739988","0.341854165105776"
"Never","1995","no migration background","Male","2865","0.56581904487579","0.551695432738154","0.579942657013426"
"Never","1995","no migration background","Female","2780","0.484998752525848","0.471466911131534","0.498530593920161"
"Never","1995","direct migration background","Male","575","0.47056234880329","0.444527998648744","0.496596698957835"
"Never","1995","direct migration background","Female","550","0.448743768721817","0.422483482606956","0.475004054836679"
"Never","1995","indirect migration background","Male","141","0.615962161686913","0.556266602290041","0.675657721083786"
"Never","1995","indirect migration background","Female","121","0.53768820709698","0.476732514398347","0.598643899795614"
"Daily","1996","no migration background","Male","","","",""
"Daily","1996","no migration background","Female","","","",""
"Daily","1996","direct migration background","Male","","","",""
"Daily","1996","direct migration background","Female","","","",""
"Daily","1996","indirect migration background","Male","","","",""
"Daily","1996","indirect migration background","Female","","","",""
"Min 1x per week","1996","no migration background","Male","331","0.0795556666862029","0.0718284006795125","0.0872829326928932"
"Min 1x per week","1996","no migration background","Female","505","0.122429312964993","0.113528841960125","0.131329783969861"
"Min 1x per week","1996","direct migration background","Male","233","0.158430426720145","0.138679838404288","0.178181015036002"
"Min 1x per week","1996","direct migration background","Female","228","0.165982321604463","0.14573364479916","0.186230998409767"
"Min 1x per week","1996","indirect migration background","Male","","","",""
"Min 1x per week","1996","indirect migration background","Female","","","",""
"Min 1x per month","1996","no migration background","Male","322","0.0795084987241068","0.0717833258465156","0.0872336716016979"
"Min 1x per month","1996","no migration background","Female","456","0.0936831692848014","0.085770918590458","0.101595419979145"
"Min 1x per month","1996","direct migration background","Male","184","0.11344465595384","0.0962908428036719","0.130598469104008"
"Min 1x per month","1996","direct migration background","Female","195","0.117482819589248","0.0999590768870333","0.135006562291462"
"Min 1x per month","1996","indirect migration background","Male","","","",""
"Min 1x per month","1996","indirect migration background","Female","30","0.0857416951845864","0.0527701958685179","0.118713194500655"
"Rarely","1996","no migration background","Male","1253","0.292513052077364","0.279522626485795","0.305503477668933"
"Rarely","1996","no migration background","Female","1489","0.311576858340784","0.299000944398329","0.324152772283239"
"Rarely","1996","direct migration background","Male","359","0.261926111077899","0.238143745752378","0.285708476403419"
"Rarely","1996","direct migration background","Female","348","0.275839655415277","0.251516281100945","0.300163029729609"
"Rarely","1996","indirect migration background","Male","76","0.319477046635086","0.263756781974446","0.375197311295725"
"Rarely","1996","indirect migration background","Female","100","0.401751594594709","0.344018107989143","0.459485081200275"
"Never","1996","no migration background","Male","2805","0.548422782512326","0.534212088295952","0.5626334767287"
"Never","1996","no migration background","Female","2760","0.472310659409421","0.458754637450764","0.485866681368079"
"Never","1996","direct migration background","Male","537","0.466198806248116","0.43921575384007","0.493181858656163"
"Never","1996","direct migration background","Female","526","0.440695203391012","0.413676062452565","0.467714344329459"
"Never","1996","indirect migration background","Male","153","0.546973793059857","0.487487504512855","0.606460081606859"
"Never","1996","indirect migration background","Female","134","0.468190537680843","0.409428404554475","0.526952670807211"
"Daily","1997","no migration background","Male","","","",""
"Daily","1997","no migration background","Female","","","",""
"Daily","1997","direct migration background","Male","","","",""
"Daily","1997","direct migration background","Female","","","",""
"Daily","1997","indirect migration background","Male","","","",""
"Daily","1997","indirect migration background","Female","","","",""
"Min 1x per week","1997","no migration background","Male","324","0.07995679933113","0.0721694986614145","0.0877441000008455"
"Min 1x per week","1997","no migration background","Female","500","0.127505206104181","0.118375394555424","0.136635017652938"
"Min 1x per week","1997","direct migration background","Male","222","0.158809155997472","0.138563541461932","0.179054770533012"
"Min 1x per week","1997","direct migration background","Female","220","0.152841373585451","0.132699229853974","0.172983517316928"
"Min 1x per week","1997","indirect migration background","Male","","","",""
"Min 1x per week","1997","indirect migration background","Female","","","",""
"Min 1x per month","1997","no migration background","Male","305","0.0713462667197726","0.063955871505109","0.0787366619344363"
"Min 1x per month","1997","no migration background","Female","460","0.0953063541984113","0.0872687219707503","0.103343986426072"
"Min 1x per month","1997","direct migration background","Male","158","0.102555728338313","0.0857510720879651","0.119360384588662"
"Min 1x per month","1997","direct migration background","Female","170","0.12145606056904","0.10317109298148","0.1397410281566"
"Min 1x per month","1997","indirect migration background","Male","","","",""
"Min 1x per month","1997","indirect migration background","Female","","","",""
"Rarely","1997","no migration background","Male","1255","0.296144112552451","0.28303574657636","0.309252478528543"
"Rarely","1997","no migration background","Female","1483","0.303222681897818","0.29064083845197","0.315804525343666"
"Rarely","1997","direct migration background","Male","362","0.271776403428271","0.247133936990083","0.296418869866459"
"Rarely","1997","direct migration background","Female","366","0.296463649014888","0.270899469899066","0.32202782813071"
"Rarely","1997","indirect migration background","Male","88","0.304428042447511","0.251647964747191","0.357208120147831"
"Rarely","1997","indirect migration background","Female","108","0.361497549697226","0.305324384716863","0.417670714677588"
"Never","1997","no migration background","Male","2776","0.552552821396646","0.538276611648046","0.566829031145246"
"Never","1997","no migration background","Female","2684","0.47396575779959","0.460298011042023","0.487633504557156"
"Never","1997","direct migration background","Male","510","0.466858712235943","0.439223689972904","0.494493734498982"
"Never","1997","direct migration background","Female","470","0.429238916830621","0.401532550137416","0.456945283523825"
"Never","1997","indirect migration background","Male","165","0.594965284190665","0.538660071623751","0.651270496757579"
"Never","1997","indirect migration background","Female","132","0.521550184283088","0.463143684754992","0.579956683811183"
"Daily","1998","no migration background","Male","","","",""
"Daily","1998","no migration background","Female","","","",""
"Daily","1998","direct migration background","Male","36","0.0290429216431586","0.0196237995434138","0.0384620437429033"
"Daily","1998","direct migration background","Female","","","",""
"Daily","1998","indirect migration background","Male","","","",""
"Daily","1998","indirect migration background","Female","","","",""
"Min 1x per week","1998","no migration background","Male","367","0.0773494390046578","0.0701909986747819","0.0845078793345337"
"Min 1x per week","1998","no migration background","Female","547","0.110468874776292","0.102453797072007","0.118483952480577"
"Min 1x per week","1998","direct migration background","Male","197","0.15152579687967","0.131413907635661","0.17163768612368"
"Min 1x per week","1998","direct migration background","Female","201","0.161022375369156","0.140095363551821","0.181949387186492"
"Min 1x per week","1998","indirect migration background","Male","","","",""
"Min 1x per week","1998","indirect migration background","Female","","","",""
"Min 1x per month","1998","no migration background","Male","390","0.0810070084002481","0.0736958095391997","0.0883182072612964"
"Min 1x per month","1998","no migration background","Female","569","0.103345194996392","0.0955618732788145","0.11112851671397"
"Min 1x per month","1998","direct migration background","Male","150","0.1192470022106","0.101069213166658","0.137424791254542"
"Min 1x per month","1998","direct migration background","Female","180","0.151808041694805","0.131377335420556","0.172238747969053"
"Min 1x per month","1998","indirect migration background","Male","","","",""
"Min 1x per month","1998","indirect migration background","Female","30","0.0831850955354428","0.0515639300393664","0.114806261031519"
"Rarely","1998","no migration background","Male","1481","0.292019606832601","0.279835664881017","0.304203548784186"
"Rarely","1998","no migration background","Female","1763","0.311483858387732","0.299643031453975","0.32332468532149"
"Rarely","1998","direct migration background","Male","362","0.290529293855873","0.265063779212486","0.31599480849926"
"Rarely","1998","direct migration background","Female","338","0.263969883656314","0.238873340864764","0.289066426447863"
"Rarely","1998","indirect migration background","Male","103","0.321508202708545","0.269347784790132","0.373668620626959"
"Rarely","1998","indirect migration background","Female","106","0.349373488622278","0.294781975493268","0.403965001751288"
"Never","1998","no migration background","Male","3101","0.547627659241948","0.534290543836062","0.560964774647834"
"Never","1998","no migration background","Female","2973","0.470175586166341","0.457414042291086","0.482937130041597"
"Never","1998","direct migration background","Male","476","0.409654985410698","0.382071297445705","0.437238673375691"
"Never","1998","direct migration background","Female","447","0.408927568040805","0.380935662579626","0.436919473501984"
"Never","1998","indirect migration background","Male","162","0.54701764072432","0.49142541737568","0.602609864072959"
"Never","1998","indirect migration background","Female","131","0.480620021515938","0.423411883584047","0.537828159447829"
"Daily","1999","no migration background","Male","","","",""
"Daily","1999","no migration background","Female","","","",""
"Daily","1999","direct migration background","Male","","","",""
"Daily","1999","direct migration background","Female","","","",""
"Daily","1999","indirect migration background","Male","","","",""
"Daily","1999","indirect migration background","Female","","","",""
"Min 1x per week","1999","no migration background","Male","344","0.0774583184616771","0.0701856893000039","0.0847309476233503"
"Min 1x per week","1999","no migration background","Female","501","0.109698418620421","0.101575475368216","0.117821361872626"
"Min 1x per week","1999","direct migration background","Male","186","0.155594078390223","0.134308881931068","0.176879274849378"
"Min 1x per week","1999","direct migration background","Female","182","0.157819959022429","0.136255907714616","0.179384010330242"
"Min 1x per week","1999","indirect migration background","Male","","","",""
"Min 1x per week","1999","indirect migration background","Female","","","",""
"Min 1x per month","1999","no migration background","Male","342","0.0660898852729853","0.059330854081716","0.0728489164642546"
"Min 1x per month","1999","no migration background","Female","509","0.0952014519061635","0.087572894885771","0.102830008926556"
"Min 1x per month","1999","direct migration background","Male","135","0.110020646140441","0.0916454257318611","0.12839586654902"
"Min 1x per month","1999","direct migration background","Female","167","0.140423096904666","0.119873251309616","0.160972942499715"
"Min 1x per month","1999","indirect migration background","Male","","","",""
"Min 1x per month","1999","indirect migration background","Female","","","",""
"Rarely","1999","no migration background","Male","1523","0.31398562152868","0.301359036675318","0.326612206382041"
"Rarely","1999","no migration background","Female","1751","0.319525716818228","0.307405694190764","0.331645739445692"
"Rarely","1999","direct migration background","Male","335","0.287504409435074","0.260926620940626","0.314082197929522"
"Rarely","1999","direct migration background","Female","340","0.306509765597669","0.279239507152348","0.333780024042991"
"Rarely","1999","indirect migration background","Male","100","0.335725847870048","0.283156412719346","0.388295283020749"
"Rarely","1999","indirect migration background","Female","104","0.324800591684376","0.27189649838465","0.377704684984102"
"Never","1999","no migration background","Male","2981","0.542466174736658","0.528912334972256","0.556020014501061"
"Never","1999","no migration background","Female","2925","0.475574412655187","0.462593780589011","0.488555044721363"
"Never","1999","direct migration background","Male","458","0.446880866034262","0.417685715645788","0.476076016422736"
"Never","1999","direct migration background","Female","409","0.395247178475236","0.366329044744178","0.424165312206294"
"Never","1999","indirect migration background","Male","168","0.550972524559667","0.495603270439952","0.606341778679381"
"Never","1999","indirect migration background","Female","147","0.520091332184983","0.463651729455101","0.576530934914864"
"Daily","2000","no migration background","Male","","","",""
"Daily","2000","no migration background","Female","","","",""
"Daily","2000","direct migration background","Male","","","",""
"Daily","2000","direct migration background","Female","","","",""
"Daily","2000","indirect migration background","Male","","","",""
"Daily","2000","indirect migration background","Female","","","",""
"Min 1x per week","2000","no migration background","Male","","","",""
"Min 1x per week","2000","no migration background","Female","","","",""
"Min 1x per week","2000","direct migration background","Male","","","",""
"Min 1x per week","2000","direct migration background","Female","","","",""
"Min 1x per week","2000","indirect migration background","Male","","","",""
"Min 1x per week","2000","indirect migration background","Female","","","",""
"Min 1x per month","2000","no migration background","Male","","","",""
"Min 1x per month","2000","no migration background","Female","","","",""
"Min 1x per month","2000","direct migration background","Male","","","",""
"Min 1x per month","2000","direct migration background","Female","","","",""
"Min 1x per month","2000","indirect migration background","Male","","","",""
"Min 1x per month","2000","indirect migration background","Female","","","",""
"Rarely","2000","no migration background","Male","","","",""
"Rarely","2000","no migration background","Female","","","",""
"Rarely","2000","direct migration background","Male","","","",""
"Rarely","2000","direct migration background","Female","","","",""
"Rarely","2000","indirect migration background","Male","","","",""
"Rarely","2000","indirect migration background","Female","","","",""
"Never","2000","no migration background","Male","","","",""
"Never","2000","no migration background","Female","","","",""
"Never","2000","direct migration background","Male","","","",""
"Never","2000","direct migration background","Female","","","",""
"Never","2000","indirect migration background","Male","","","",""
"Never","2000","indirect migration background","Female","","","",""
"Daily","2001","no migration background","Male","","","",""
"Daily","2001","no migration background","Female","","","",""
"Daily","2001","direct migration background","Male","","","",""
"Daily","2001","direct migration background","Female","","","",""
"Daily","2001","indirect migration background","Male","","","",""
"Daily","2001","indirect migration background","Female","","","",""
"Min 1x per week","2001","no migration background","Male","598","0.0731496805045079","0.0676748054642071","0.0786245555448087"
"Min 1x per week","2001","no migration background","Female","927","0.110568438440794","0.104263373230764","0.116873503650823"
"Min 1x per week","2001","direct migration background","Male","229","0.156896711053183","0.138091984671903","0.175701437434463"
"Min 1x per week","2001","direct migration background","Female","226","0.152408187253988","0.134152496620158","0.170663877887819"
"Min 1x per week","2001","indirect migration background","Male","","","",""
"Min 1x per week","2001","indirect migration background","Female","31","0.0887692580347994","0.060686131513919","0.11685238455568"
"Min 1x per month","2001","no migration background","Male","701","0.0811691399881978","0.0754269646290991","0.0869113153472964"
"Min 1x per month","2001","no migration background","Female","992","0.104579778911181","0.0984272305663436","0.110732327256018"
"Min 1x per month","2001","direct migration background","Male","165","0.110328707442453","0.0941300597235407","0.126527355161365"
"Min 1x per month","2001","direct migration background","Female","213","0.133621700656541","0.116339739587841","0.15090366172524"
"Min 1x per month","2001","indirect migration background","Male","","","",""
"Min 1x per month","2001","indirect migration background","Female","34","0.0860267608247486","0.0583392760082474","0.11371424564125"
"Rarely","2001","no migration background","Male","2531","0.296142605419886","0.2865429426313","0.305742268208472"
"Rarely","2001","no migration background","Female","2820","0.301452575575139","0.292226326524635","0.310678824625643"
"Rarely","2001","direct migration background","Male","426","0.279310659644454","0.256113355777987","0.30250796351092"
"Rarely","2001","direct migration background","Female","458","0.305329487712988","0.281937100255557","0.328721875170419"
"Rarely","2001","indirect migration background","Male","101","0.255751326339621","0.211827873985031","0.299674778694212"
"Rarely","2001","indirect migration background","Female","133","0.343070760421398","0.296194697456345","0.389946823386451"
"Never","2001","no migration background","Male","4859","0.549538574087408","0.539077143271838","0.560000004902978"
"Never","2001","no migration background","Female","4764","0.483399207072887","0.473351933504333","0.49344648064144"
"Never","2001","direct migration background","Male","617","0.45346392185991","0.427724398831444","0.479203444888376"
"Never","2001","direct migration background","Female","592","0.408640624376483","0.383671848271357","0.433609400481609"
"Never","2001","indirect migration background","Male","230","0.647387708825335","0.599286118606062","0.695489299044609"
"Never","2001","indirect migration background","Female","196","0.482133220719054","0.432793971719963","0.531472469718145"
"Daily","2002","no migration background","Male","","","",""
"Daily","2002","no migration background","Female","","","",""
"Daily","2002","direct migration background","Male","","","",""
"Daily","2002","direct migration background","Female","","","",""
"Daily","2002","indirect migration background","Male","","","",""
"Daily","2002","indirect migration background","Female","","","",""
"Min 1x per week","2002","no migration background","Male","","","",""
"Min 1x per week","2002","no migration background","Female","","","",""
"Min 1x per week","2002","direct migration background","Male","","","",""
"Min 1x per week","2002","direct migration background","Female","","","",""
"Min 1x per week","2002","indirect migration background","Male","","","",""
"Min 1x per week","2002","indirect migration background","Female","","","",""
"Min 1x per month","2002","no migration background","Male","","","",""
"Min 1x per month","2002","no migration background","Female","","","",""
"Min 1x per month","2002","direct migration background","Male","","","",""
"Min 1x per month","2002","direct migration background","Female","","","",""
"Min 1x per month","2002","indirect migration background","Male","","","",""
"Min 1x per month","2002","indirect migration background","Female","","","",""
"Rarely","2002","no migration background","Male","","","",""
"Rarely","2002","no migration background","Female","","","",""
"Rarely","2002","direct migration background","Male","","","",""
"Rarely","2002","direct migration background","Female","","","",""
"Rarely","2002","indirect migration background","Male","","","",""
"Rarely","2002","indirect migration background","Female","","","",""
"Never","2002","no migration background","Male","","","",""
"Never","2002","no migration background","Female","","","",""
"Never","2002","direct migration background","Male","","","",""
"Never","2002","direct migration background","Female","","","",""
"Never","2002","indirect migration background","Male","","","",""
"Never","2002","indirect migration background","Female","","","",""
"Daily","2003","no migration background","Male","","","",""
"Daily","2003","no migration background","Female","31","0.00468529237658838","0.00332813716767299","0.00604244758550378"
"Daily","2003","direct migration background","Male","","","",""
"Daily","2003","direct migration background","Female","","","",""
"Daily","2003","indirect migration background","Male","","","",""
"Daily","2003","indirect migration background","Female","","","",""
"Min 1x per week","2003","no migration background","Male","624","0.0695380662196535","0.0642904624395897","0.0747856699997173"
"Min 1x per week","2003","no migration background","Female","894","0.102810102667627","0.0967742164800514","0.108845988855202"
"Min 1x per week","2003","direct migration background","Male","173","0.134000727795095","0.11519877795129","0.152802677638901"
"Min 1x per week","2003","direct migration background","Female","210","0.162231853005673","0.142609628851378","0.181854077159968"
"Min 1x per week","2003","indirect migration background","Male","33","0.0805471687727118","0.0529666673873575","0.108127670158066"
