"pli0098_h","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2013","66 and older","West Germany","466","0.130078179017301","0.119272702855765","0.140883655178837","3"
"Min 1x per month","2013","66 and older","East Germany","81","0.0719377173472616","0.0575329667398685","0.0863424679546548","3"
"Min 1x per week","2013","16-34 y.","West Germany","222","0.0380872874900093","0.0324508579528029","0.0437237170272157","2"
"Min 1x per week","2013","16-34 y.","East Germany","47","0.0215503894438104","0.0133447567830161","0.0297560221046047","2"
"Min 1x per week","2013","35-65 y.","West Germany","1013","0.0736921455021964","0.0689421201318967","0.0784421708724961","2"
"Min 1x per week","2013","35-65 y.","East Germany","159","0.0394026172635815","0.0327466368198425","0.0460585977073204","2"
"Min 1x per week","2013","66 and older","East Germany","35","0.0262734402940282","0.0173565004736512","0.0351903801144051","2"
"Min 1x per week","2013","66 and older","West Germany","616","0.170795897968924","0.158707437021253","0.182884358916595","2"
"Never","2013","16-34 y.","West Germany","2643","0.63012804542077","0.615911753468007","0.644344337373532","5"
"Never","2013","16-34 y.","East Germany","953","0.807439326809643","0.785157334284174","0.829721319335111","5"
"Never","2013","35-65 y.","West Germany","5605","0.529740588971018","0.520666395632356","0.53881478230968","5"
"Never","2013","35-65 y.","East Germany","2458","0.783517623183716","0.769427510671883","0.797607735695549","5"
"Never","2013","66 and older","West Germany","1480","0.400944987644482","0.385202356483369","0.416687618805594","5"
"Never","2013","66 and older","East Germany","933","0.744771916849039","0.720465847582925","0.769077986115153","5"
"Rarely","2013","16-34 y.","West Germany","1242","0.276102178431905","0.26293721129399","0.289267145569821","4"
"Rarely","2013","35-65 y.","West Germany","3665","0.301740673547691","0.293395546443743","0.310085800651639","4"
"Rarely","2013","16-34 y.","East Germany","158","0.147086070191145","0.127071159645661","0.167100980736628","4"
"Rarely","2013","35-65 y.","East Germany","505","0.142994089020377","0.131017593565743","0.154970584475011","4"
"Rarely","2013","66 and older","West Germany","1149","0.295055278613875","0.280405508872321","0.30970504835543","4"
"Rarely","2013","66 and older","East Germany","187","0.157016925509671","0.13673442396305","0.177299427056292","4"
"Daily","2014","16-34 y.","West Germany","","","","","1"
"Daily","2014","16-34 y.","East Germany","","","","","1"
"Daily","2014","35-65 y.","West Germany","","","","","1"
"Daily","2014","35-65 y.","East Germany","","","","","1"
"Daily","2014","66 and older","West Germany","","","","","1"
"Daily","2014","66 and older","East Germany","","","","","1"
"Min 1x per month","2014","16-34 y.","West Germany","","","","","3"
"Min 1x per month","2014","16-34 y.","East Germany","","","","","3"
"Min 1x per month","2014","35-65 y.","West Germany","","","","","3"
"Min 1x per month","2014","35-65 y.","East Germany","","","","","3"
"Min 1x per month","2014","66 and older","West Germany","","","","","3"
"Min 1x per month","2014","66 and older","East Germany","","","","","3"
"Min 1x per week","2014","16-34 y.","West Germany","","","","","2"
"Min 1x per week","2014","16-34 y.","East Germany","","","","","2"
"Min 1x per week","2014","35-65 y.","West Germany","","","","","2"
"Min 1x per week","2014","35-65 y.","East Germany","","","","","2"
"Min 1x per week","2014","66 and older","East Germany","","","","","2"
"Min 1x per week","2014","66 and older","West Germany","","","","","2"
"Never","2014","16-34 y.","West Germany","","","","","5"
"Never","2014","16-34 y.","East Germany","","","","","5"
"Never","2014","35-65 y.","West Germany","","","","","5"
"Never","2014","35-65 y.","East Germany","","","","","5"
"Never","2014","66 and older","West Germany","","","","","5"
"Never","2014","66 and older","East Germany","","","","","5"
"Rarely","2014","16-34 y.","West Germany","","","","","4"
"Rarely","2014","16-34 y.","East Germany","","","","","4"
"Rarely","2014","35-65 y.","West Germany","","","","","4"
"Rarely","2014","35-65 y.","East Germany","","","","","4"
"Rarely","2014","66 and older","West Germany","","","","","4"
"Rarely","2014","66 and older","East Germany","","","","","4"
"Daily","2015","16-34 y.","West Germany","","","","","1"
"Daily","2015","16-34 y.","East Germany","","","","","1"
"Daily","2015","35-65 y.","West Germany","","","","","1"
"Daily","2015","35-65 y.","East Germany","","","","","1"
"Daily","2015","66 and older","West Germany","","","","","1"
"Daily","2015","66 and older","East Germany","","","","","1"
"Min 1x per month","2015","16-34 y.","East Germany","59","0.0449421332379975","0.0328945312936933","0.0569897351823018","3"
"Min 1x per month","2015","16-34 y.","West Germany","422","0.0496306982087479","0.0439282161260065","0.0553331802914893","3"
"Min 1x per month","2015","35-65 y.","West Germany","1293","0.0807573355342461","0.0759142392998032","0.085600431768689","3"
"Min 1x per month","2015","35-65 y.","East Germany","154","0.0336664449532054","0.027274684179257","0.0400582057271538","3"
"Min 1x per month","2015","66 and older","East Germany","49","0.0477907861902865","0.0358788868625496","0.0597026855180234","3"
"Min 1x per month","2015","66 and older","West Germany","492","0.130946494207209","0.120087065117776","0.141805923296643","3"
"Min 1x per week","2015","16-34 y.","West Germany","329","0.0474956975298002","0.0419109551365254","0.053080439923075","2"
"Min 1x per week","2015","16-34 y.","East Germany","37","0.0144141513672029","0.00748307483840113","0.0213452278960048","2"
"Min 1x per week","2015","35-65 y.","East Germany","143","0.0275024124848953","0.0217069511257785","0.0332978738440122","2"
"Min 1x per week","2015","35-65 y.","West Germany","1022","0.0735592022739908","0.0689189203973703","0.0781994841506112","2"
"Min 1x per week","2015","66 and older","East Germany","45","0.0353203316530215","0.0250129896536237","0.0456276736524194","2"
"Min 1x per week","2015","66 and older","West Germany","554","0.160508721968383","0.148692076368058","0.172325367568708","2"
"Never","2015","16-34 y.","West Germany","3395","0.641986116915303","0.629398158793605","0.654574075037","5"
"Never","2015","16-34 y.","East Germany","908","0.825864747456129","0.803812302863602","0.847917192048655","5"
"Never","2015","35-65 y.","West Germany","6207","0.555929571094875","0.547097697668243","0.564761444521508","5"
"Never","2015","35-65 y.","East Germany","2305","0.801174392627925","0.787030855289056","0.815317929966794","5"
"Never","2015","66 and older","West Germany","1596","0.429250750215293","0.413317110087843","0.445184390342744","5"
"Never","2015","66 and older","East Germany","954","0.751817320597328","0.727696913411352","0.775937727783305","5"
"Rarely","2015","16-34 y.","East Germany","132","0.114778967938671","0.0962429711760301","0.133314964701312","4"
"Rarely","2015","16-34 y.","West Germany","1426","0.260887487346149","0.249357616580236","0.272417358112063","4"
"Rarely","2015","35-65 y.","West Germany","3636","0.289753891096888","0.281690158985682","0.297817623208094","4"
"Rarely","2015","35-65 y.","East Germany","457","0.137656749933974","0.125447269239034","0.149866230628914","4"
"Rarely","2015","66 and older","West Germany","1065","0.279294033609115","0.264851390292145","0.293736676926084","4"
"Rarely","2015","66 and older","East Germany","184","0.165071561559364","0.144341361475564","0.185801761643163","4"
"Daily","2016","16-34 y.","West Germany","","","","","1"
"Daily","2016","16-34 y.","East Germany","","","","","1"
"Daily","2016","35-65 y.","West Germany","","","","","1"
"Daily","2016","35-65 y.","East Germany","","","","","1"
"Daily","2016","66 and older","West Germany","","","","","1"
"Daily","2016","66 and older","East Germany","","","","","1"
"Min 1x per month","2016","16-34 y.","West Germany","","","","","3"
"Min 1x per month","2016","16-34 y.","East Germany","","","","","3"
"Min 1x per month","2016","35-65 y.","West Germany","","","","","3"
"Min 1x per month","2016","35-65 y.","East Germany","","","","","3"
"Min 1x per month","2016","66 and older","West Germany","","","","","3"
"Min 1x per month","2016","66 and older","East Germany","","","","","3"
"Min 1x per week","2016","16-34 y.","West Germany","","","","","2"
"Min 1x per week","2016","16-34 y.","East Germany","","","","","2"
"Min 1x per week","2016","35-65 y.","West Germany","","","","","2"
"Min 1x per week","2016","35-65 y.","East Germany","","","","","2"
"Min 1x per week","2016","66 and older","West Germany","","","","","2"
"Min 1x per week","2016","66 and older","East Germany","","","","","2"
"Never","2016","16-34 y.","West Germany","","","","","5"
"Never","2016","16-34 y.","East Germany","","","","","5"
"Never","2016","35-65 y.","West Germany","","","","","5"
"Never","2016","35-65 y.","East Germany","","","","","5"
"Never","2016","66 and older","West Germany","","","","","5"
"Never","2016","66 and older","East Germany","","","","","5"
"Rarely","2016","16-34 y.","West Germany","","","","","4"
"Rarely","2016","16-34 y.","East Germany","","","","","4"
"Rarely","2016","35-65 y.","West Germany","","","","","4"
"Rarely","2016","35-65 y.","East Germany","","","","","4"
"Rarely","2016","66 and older","West Germany","","","","","4"
"Rarely","2016","66 and older","East Germany","","","","","4"
"Daily","2017","16-34 y.","West Germany","22","","","","1"
"Daily","2017","16-34 y.","East Germany","5","","","","1"
"Daily","2017","35-65 y.","West Germany","10","","","","1"
"Daily","2017","35-65 y.","East Germany","2","","","","1"
"Daily","2017","66 and older","West Germany","","","","","1"
"Daily","2017","66 and older","East Germany","","","","","1"
"Min 1x per month","2017","16-34 y.","West Germany","568","0.0589392242556149","0.053746555469006","0.0641318930422237","3"
"Min 1x per month","2017","16-34 y.","East Germany","80","0.0373329650346616","0.0278769373515795","0.0467889927177437","3"
"Min 1x per month","2017","35-65 y.","West Germany","1413","0.0835408830947719","0.078969198538712","0.0881125676508318","3"
"Min 1x per month","2017","35-65 y.","East Germany","171","0.0352604975651767","0.0292137746783207","0.0413072204520328","3"
"Min 1x per month","2017","66 and older","East Germany","59","0.0567521187766668","0.0438430632053026","0.069661174348031","3"
"Min 1x per month","2017","66 and older","West Germany","504","0.138896932705039","0.127929870538192","0.149863994871886","3"
"Min 1x per week","2017","16-34 y.","West Germany","773","0.0547641946352924","0.0497477270176202","0.0597806622529645","2"
"Min 1x per week","2017","16-34 y.","East Germany","127","0.0313023816470038","0.0226166331451642","0.0399881301488434","2"
"Min 1x per week","2017","35-65 y.","West Germany","1344","0.0733633610069823","0.0690554718367158","0.0776712501772489","2"
"Min 1x per week","2017","35-65 y.","East Germany","182","0.0287281782678615","0.0232517770910236","0.0342045794446993","2"
"Min 1x per week","2017","66 and older","West Germany","566","0.155922450443442","0.144418105105655","0.167426795781229","2"
"Min 1x per week","2017","66 and older","East Germany","38","0.028396314303059","0.0191287400313382","0.0376638885747798","2"
"Never","2017","16-34 y.","West Germany","4754","0.646554077243775","0.636014007277199","0.657094147210351","5"
"Never","2017","16-34 y.","East Germany","1140","0.79882570426456","0.778830000074365","0.818821408454755","5"
"Never","2017","35-65 y.","West Germany","7566","0.575378566790771","0.567211841000205","0.583545292581338","5"
"Never","2017","35-65 y.","East Germany","2709","0.801180708033682","0.788095961328994","0.81426545473837","5"
"Never","2017","66 and older","West Germany","1677","0.433928492666279","0.418211800706706","0.449645184625851","5"
"Never","2017","66 and older","East Germany","942","0.747600914918369","0.723364447956183","0.771837381880556","5"
"Rarely","2017","16-34 y.","West Germany","1785","0.239391328528487","0.229982957801596","0.248799699255377","4"
"Rarely","2017","35-65 y.","West Germany","3739","0.267605780783222","0.26029118422908","0.274920377337364","4"
"Rarely","2017","16-34 y.","East Germany","192","0.132161683064271","0.115269077794568","0.149054288333973","4"
"Rarely","2017","66 and older","West Germany","1073","0.27125212418524","0.257153016277715","0.285351232092765","4"
"Rarely","2017","35-65 y.","East Germany","510","0.134808140220415","0.123611567943246","0.146004712497585","4"
"Rarely","2017","66 and older","East Germany","195","0.167250652001905","0.146428214291812","0.188073089711998","4"
"Daily","2018","16-34 y.","West Germany","9","","","","1"
"Daily","2018","16-34 y.","East Germany","1","","","","1"
"Daily","2018","35-65 y.","West Germany","12","","","","1"
"Daily","2018","35-65 y.","East Germany","1","","","","1"
"Daily","2018","66 and older","West Germany","","","","","1"
"Daily","2018","66 and older","East Germany","","","","","1"
"Min 1x per month","2018","16-34 y.","West Germany","190","0.112301438669703","0.0975379964639795","0.127064880875427","3"
"Min 1x per month","2018","16-34 y.","East Germany","26","","","","3"
"Min 1x per month","2018","35-65 y.","West Germany","138","0.10004211718566","0.084927829540707","0.115156404830612","3"
"Min 1x per month","2018","35-65 y.","East Germany","18","","","","3"
"Min 1x per month","2018","66 and older","East Germany","","","","","3"
"Min 1x per month","2018","66 and older","West Germany","2","","","","3"
"Min 1x per week","2018","16-34 y.","West Germany","292","0.21214616532403","0.193029918478468","0.231262412169592","2"
"Min 1x per week","2018","16-34 y.","East Germany","53","0.192089098969117","0.146512676055627","0.237665521882607","2"
"Min 1x per week","2018","35-65 y.","West Germany","271","0.230471766280848","0.209258560846659","0.251684971715037","2"
"Min 1x per week","2018","35-65 y.","East Germany","50","0.17304002068383","0.127408845580341","0.218671195787318","2"
"Min 1x per week","2018","66 and older","East Germany","","","","","2"
"Min 1x per week","2018","66 and older","West Germany","5","","","","2"
"Never","2018","16-34 y.","West Germany","912","0.480033812772117","0.456673122226687","0.503394503317547","5"
"Never","2018","16-34 y.","East Germany","165","0.511064523798533","0.45323218112327","0.568896866473795","5"
"Never","2018","35-65 y.","West Germany","836","0.504469088371704","0.479284328812573","0.529653847930834","5"
"Never","2018","35-65 y.","East Germany","159","0.532047455707113","0.471857750067841","0.592237161346385","5"
"Never","2018","66 and older","West Germany","19","","","","5"
"Never","2018","66 and older","East Germany","1","","","","5"
"Rarely","2018","16-34 y.","West Germany","354","0.188058920735654","0.169787537062784","0.206330304408524","4"
"Rarely","2018","16-34 y.","East Germany","42","0.150515281530958","0.109146262225915","0.191884300836001","4"
"Rarely","2018","35-65 y.","West Germany","257","0.153748195604327","0.135578821331788","0.171917569876867","4"
"Rarely","2018","35-65 y.","East Germany","36","0.184136007891411","0.137381405041443","0.230890610741379","4"
"Rarely","2018","66 and older","West Germany","4","","","","4"
"Rarely","2018","66 and older","East Germany","","","","","4"
"Daily","2019","16-34 y.","West Germany","12","","","","1"
"Daily","2019","16-34 y.","East Germany","3","","","","1"
"Daily","2019","35-65 y.","West Germany","32","0.0025602304572551","0.00170266096102866","0.00341779995348154","1"
"Daily","2019","35-65 y.","East Germany","6","","","","1"
"Daily","2019","66 and older","West Germany","19","","","","1"
"Daily","2019","66 and older","East Germany","","","","","1"
"Min 1x per month","2019","16-34 y.","West Germany","369","0.052107346566846","0.0464546320536181","0.0577600610800738","3"
"Min 1x per month","2019","16-34 y.","East Germany","49","0.0390270930602768","0.0280790995577869","0.0499750865627667","3"
"Min 1x per month","2019","35-65 y.","West Germany","1301","0.0843144844015418","0.0795991692841038","0.0890297995189798","3"
"Min 1x per month","2019","35-65 y.","East Germany","172","0.0349455682117092","0.0288763344529609","0.0410148019704575","3"
"Min 1x per month","2019","66 and older","East Germany","67","0.058155557374449","0.0454868604612334","0.0708242542876646","3"
"Min 1x per month","2019","66 and older","West Germany","421","0.100757767904596","0.0913492990213463","0.110166236787846","3"
"Min 1x per week","2019","16-34 y.","West Germany","448","0.0429838403914987","0.0378251408092614","0.0481425399737361","2"
"Min 1x per week","2019","35-65 y.","West Germany","1071","0.0686490655402829","0.0643580464463282","0.0729400846342376","2"
"Min 1x per week","2019","16-34 y.","East Germany","67","0.0247288594922523","0.0159495453918279","0.0335081735926767","2"
"Min 1x per week","2019","66 and older","East Germany","41","0.0331091590243658","0.0234239378413023","0.0427943802074293","2"
"Min 1x per week","2019","35-65 y.","East Germany","174","0.0273230506269922","0.0219352587361579","0.0327108425178265","2"
"Min 1x per week","2019","66 and older","West Germany","509","0.146770813470622","0.135709822479884","0.157831804461359","2"
"Never","2019","16-34 y.","West Germany","3639","0.637879435427263","0.625655138527201","0.650103732327324","5"
"Never","2019","16-34 y.","East Germany","890","0.782736270660552","0.759423322308643","0.80604921901246","5"
"Never","2019","35-65 y.","West Germany","7095","0.567183435538982","0.558775291152004","0.57559157992596","5"
"Never","2019","35-65 y.","East Germany","2562","0.7937647840297","0.780393003701958","0.807136564357442","5"
"Never","2019","66 and older","West Germany","1819","0.459414338105235","0.44383762323255","0.474991052977921","5"
"Never","2019","66 and older","East Germany","970","0.747228039554844","0.723702598533262","0.770753480576426","5"
"Rarely","2019","16-34 y.","West Germany","1470","0.26604392727534","0.254804615889127","0.277283238661553","4"
"Rarely","2019","16-34 y.","East Germany","193","0.151982889402685","0.13168758763438","0.172278191170991","4"
"Rarely","2019","35-65 y.","West Germany","3840","0.277292784061938","0.269695874885143","0.284889693238733","4"
"Rarely","2019","35-65 y.","East Germany","603","0.143027505032705","0.131456925020014","0.154598085045395","4"
"Rarely","2019","66 and older","East Germany","233","0.161507244046341","0.141587103152001","0.181427384940682","4"
"Rarely","2019","66 and older","West Germany","1164","0.28802544882083","0.273871129054691","0.302179768586969","4"
