"pli0098_h","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Never","1993","16-34 y.","Female","","","",""
"Never","1993","35-65 y.","Male","","","",""
"Never","1993","35-65 y.","Female","","","",""
"Never","1993","66 and older","Male","","","",""
"Never","1993","66 and older","Female","","","",""
"Daily","1994","16-34 y.","Male","","","",""
"Daily","1994","16-34 y.","Female","","","",""
"Daily","1994","35-65 y.","Male","","","",""
"Daily","1994","35-65 y.","Female","","","",""
"Daily","1994","66 and older","Male","","","",""
"Daily","1994","66 and older","Female","","","",""
"Min 1x per week","1994","16-34 y.","Male","171","0.0582046249628912","0.0487665944032224","0.06764265552256"
"Min 1x per week","1994","16-34 y.","Female","172","0.0645335035801716","0.0547604452518171","0.0743065619085262"
"Min 1x per week","1994","35-65 y.","Male","319","0.0906226315614675","0.0807833220945508","0.100461941028384"
"Min 1x per week","1994","35-65 y.","Female","398","0.132835709630167","0.121247175762193","0.144424243498142"
"Min 1x per week","1994","66 and older","Male","98","0.173047992731414","0.141828059141286","0.204267926321542"
"Min 1x per week","1994","66 and older","Female","189","0.220401093874636","0.193859880165508","0.246942307583764"
"Min 1x per month","1994","16-34 y.","Male","171","0.0640424101279181","0.0541731118703646","0.0739117083854716"
"Min 1x per month","1994","16-34 y.","Female","223","0.0859370232664471","0.074788894862629","0.0970851516702653"
"Min 1x per month","1994","35-65 y.","Male","274","0.0799762358551479","0.0706789921037856","0.0892734796065102"
"Min 1x per month","1994","35-65 y.","Female","333","0.0981865516072934","0.0880262935393957","0.108346809675191"
"Min 1x per month","1994","66 and older","Male","62","0.11067183286467","0.0847802790606849","0.136563386668655"
"Min 1x per month","1994","66 and older","Female","114","0.112750446662189","0.092498800732611","0.133002092591766"
"Rarely","1994","16-34 y.","Male","569","0.236968738600134","0.219827545436844","0.254109931763425"
"Rarely","1994","16-34 y.","Female","663","0.283309837316724","0.265386441372531","0.301233233260916"
"Rarely","1994","35-65 y.","Male","902","0.307182771078746","0.291370946730395","0.322994595427097"
"Rarely","1994","35-65 y.","Female","952","0.313248228406009","0.297411532136128","0.329084924675889"
"Rarely","1994","66 and older","Male","143","0.271955549925881","0.235232693910328","0.308678405941434"
"Rarely","1994","66 and older","Female","211","0.213482594040447","0.187245622735039","0.239719565345855"
"Never","1994","16-34 y.","Male","1453","0.640784226309056","0.621444159916777","0.660124292701336"
"Never","1994","16-34 y.","Female","1370","0.566219635836657","0.54650670685173","0.585932564821585"
"Never","1994","35-65 y.","Male","1775","0.522218361504638","0.505097917982053","0.539338805027224"
"Never","1994","35-65 y.","Female","1612","0.45572951035653","0.438724325739174","0.472734694973887"
"Never","1994","66 and older","Male","261","0.444324624478035","0.403316556749261","0.485332692206808"
"Never","1994","66 and older","Female","423","0.453365865422728","0.421490800455179","0.485240930390278"
"Daily","1995","16-34 y.","Male","14","","",""
"Daily","1995","16-34 y.","Female","5","","",""
"Daily","1995","35-65 y.","Male","30","0.00609671887135986","0.00347205228735031","0.00872138545536941"
"Daily","1995","35-65 y.","Female","22","","",""
"Daily","1995","66 and older","Male","5","","",""
"Daily","1995","66 and older","Female","12","","",""
"Min 1x per week","1995","16-34 y.","Male","176","0.0558621089808829","0.0467422982202294","0.0649819197415364"
"Min 1x per week","1995","16-34 y.","Female","212","0.0736069526204076","0.0633585322988989","0.0838553729419164"
"Min 1x per week","1995","35-65 y.","Male","319","0.087049318715554","0.0775441387949603","0.0965544986361477"
"Min 1x per week","1995","35-65 y.","Female","423","0.126579230151233","0.11544857655606","0.137709883746407"
"Min 1x per week","1995","66 and older","Male","109","0.179660407384095","0.148497581004775","0.210823233763414"
"Min 1x per week","1995","66 and older","Female","199","0.217997682542772","0.191783784910012","0.244211580175533"
"Min 1x per month","1995","16-34 y.","Male","197","0.0737890865855886","0.0634075781022561","0.0841705950689211"
"Min 1x per month","1995","16-34 y.","Female","209","0.0748077210170195","0.0644827443585597","0.0851326976754792"
"Min 1x per month","1995","35-65 y.","Male","319","0.0930985893666618","0.0833013079217693","0.102895870811554"
"Min 1x per month","1995","35-65 y.","Female","375","0.107849811978155","0.0974660107460806","0.118233613210229"
"Min 1x per month","1995","66 and older","Male","45","0.0783512374300823","0.0565380331910775","0.100164441669087"
"Min 1x per month","1995","66 and older","Female","128","0.133777553914557","0.112164905794215","0.155390202034899"
"Rarely","1995","16-34 y.","Male","563","0.221522858031806","0.205032060691289","0.238013655372322"
"Rarely","1995","16-34 y.","Female","688","0.277517216905605","0.259943704054253","0.295090729756957"
"Rarely","1995","35-65 y.","Male","896","0.297006887948829","0.281600075682967","0.312413700214691"
"Rarely","1995","35-65 y.","Female","944","0.301720484007145","0.286355053479546","0.317085914534744"
"Rarely","1995","66 and older","Male","144","0.25510750357037","0.219722256704445","0.290492750436295"
"Rarely","1995","66 and older","Female","207","0.214801444955475","0.188727305390141","0.240875584520808"
"Never","1995","16-34 y.","Male","1486","0.644986100476495","0.625983750812821","0.663988450140169"
"Never","1995","16-34 y.","Female","1380","0.572817747417354","0.553403761969626","0.592231732865081"
"Never","1995","35-65 y.","Male","1815","0.516748485097596","0.499899249099437","0.533597721095754"
"Never","1995","35-65 y.","Female","1664","0.457272887029798","0.440596338590362","0.473949435469234"
"Never","1995","66 and older","Male","280","0.479140112352778","0.438588741964691","0.519691482740865"
"Never","1995","66 and older","Female","407","0.420963374729195","0.389617758351444","0.452308991106947"
"Daily","1996","16-34 y.","Male","","","",""
"Daily","1996","16-34 y.","Female","","","",""
"Daily","1996","35-65 y.","Male","","","",""
"Daily","1996","35-65 y.","Female","","","",""
"Daily","1996","66 and older","Male","","","",""
"Daily","1996","66 and older","Female","","","",""
"Min 1x per week","1996","16-34 y.","Male","169","0.0558276915045053","0.0465570259815852","0.0650983570274253"
"Min 1x per week","1996","16-34 y.","Female","163","0.061223755152243","0.0516700642891943","0.0707774460152917"
"Min 1x per week","1996","35-65 y.","Male","312","0.0890323630044881","0.0793653852858001","0.0986993407231761"
"Min 1x per week","1996","35-65 y.","Female","392","0.123475006878401","0.112425033940148","0.134524979816654"
"Min 1x per week","1996","66 and older","Male","103","0.16872758702817","0.13883564255676","0.198619531499581"
"Min 1x per week","1996","66 and older","Female","191","0.213276415367045","0.187364770920267","0.239188059813824"
"Min 1x per month","1996","16-34 y.","Male","171","0.0673939047190617","0.0572706565749049","0.0775171528632184"
"Min 1x per month","1996","16-34 y.","Female","211","0.0701323220797403","0.0599557891529052","0.0803088550065755"
"Min 1x per month","1996","35-65 y.","Male","294","0.0900283592993907","0.0803127757713249","0.0997439428274565"
"Min 1x per month","1996","35-65 y.","Female","362","0.105236562444818","0.0949296882697425","0.115543436619893"
"Min 1x per month","1996","66 and older","Male","61","0.0996787459678242","0.075768201304392","0.123589290631256"
"Min 1x per month","1996","66 and older","Female","108","0.11090426274445","0.0910405302429893","0.130767995245912"
"Rarely","1996","16-34 y.","Male","605","0.267912445235482","0.250029526455515","0.285795364015448"
"Rarely","1996","16-34 y.","Female","728","0.330455424246411","0.311710816905268","0.349200031587554"
"Rarely","1996","35-65 y.","Male","935","0.306092130744128","0.290448329777241","0.321735931711015"
"Rarely","1996","35-65 y.","Female","979","0.32144798512521","0.305761109289374","0.337134860961046"
"Rarely","1996","66 and older","Male","148","0.268335218449463","0.232969348241424","0.303701088657501"
"Rarely","1996","66 and older","Female","230","0.254339329110678","0.226791343096294","0.281887315125062"
"Never","1996","16-34 y.","Male","1411","0.608865958540951","0.58916061083876","0.628571306243143"
"Never","1996","16-34 y.","Female","1317","0.538188498521606","0.518321615461811","0.558055381581401"
"Never","1996","35-65 y.","Male","1793","0.514847146951993","0.497882542294","0.531811751609987"
"Never","1996","35-65 y.","Female","1672","0.449840445551571","0.433130958695402","0.466549932407741"
"Never","1996","66 and older","Male","291","0.463258448554543","0.423458389384426","0.50305850772466"
"Never","1996","66 and older","Female","431","0.421479992777826","0.390243652305123","0.452716333250529"
"Daily","1997","16-34 y.","Male","","","",""
"Daily","1997","16-34 y.","Female","","","",""
"Daily","1997","35-65 y.","Male","","","",""
"Daily","1997","35-65 y.","Female","","","",""
"Daily","1997","66 and older","Male","","","",""
"Daily","1997","66 and older","Female","","","",""
"Min 1x per week","1997","16-34 y.","Male","157","0.0565437854143139","0.0470963166705529","0.0659912541580749"
"Min 1x per week","1997","16-34 y.","Female","152","0.0625640615242174","0.0527201006441557","0.072408022404279"
"Min 1x per week","1997","35-65 y.","Male","306","0.0835117528611403","0.0740381888443762","0.0929853168779045"
"Min 1x per week","1997","35-65 y.","Female","394","0.126095845651199","0.114864820335894","0.137326870966504"
"Min 1x per week","1997","66 and older","Male","106","0.187380833990262","0.156958280299206","0.217803387681317"
"Min 1x per week","1997","66 and older","Female","192","0.217072159419842","0.190898492442227","0.243245826397457"
"Min 1x per month","1997","16-34 y.","Male","153","0.0593379572981448","0.0496742168960834","0.0690016977002062"
"Min 1x per month","1997","16-34 y.","Female","197","0.0724736902924878","0.0619349204745108","0.0830124601104649"
"Min 1x per month","1997","35-65 y.","Male","271","0.0839568337162783","0.0744603650446019","0.0934533023879546"
"Min 1x per month","1997","35-65 y.","Female","352","0.105037714019336","0.0946645292703426","0.115410898768329"
"Min 1x per month","1997","66 and older","Male","55","0.0763192970568427","0.055619424672449","0.0970191694412364"
"Min 1x per month","1997","66 and older","Female","104","0.11287642035136","0.0927857088996272","0.132967131803093"
"Rarely","1997","16-34 y.","Male","622","0.28099124658613","0.26260573861336","0.2993767545589"
"Rarely","1997","16-34 y.","Female","727","0.319223650807748","0.30027464747227","0.338172654143226"
"Rarely","1997","35-65 y.","Male","917","0.301880082401358","0.286159870755258","0.317600294047458"
"Rarely","1997","35-65 y.","Female","1002","0.325581983175924","0.30972823779466","0.341435728557187"
"Rarely","1997","66 and older","Male","166","0.284145267571072","0.248983377186403","0.319307157955741"
"Rarely","1997","66 and older","Female","228","0.238096413219095","0.211055081466","0.265137744972189"
"Never","1997","16-34 y.","Male","1364","0.603127010701411","0.58311492704928","0.623139094353542"
"Never","1997","16-34 y.","Female","1249","0.545738597375547","0.525499932163712","0.565977262587381"
"Never","1997","35-65 y.","Male","1782","0.530651331021223","0.513561862017764","0.547740800024683"
"Never","1997","35-65 y.","Female","1608","0.443284457153542","0.426477269843871","0.460091644463212"
"Never","1997","66 and older","Male","305","0.452154601381824","0.413351893126591","0.490957309637056"
"Never","1997","66 and older","Female","429","0.431955007009703","0.4005056141979","0.463404399821507"
"Daily","1998","16-34 y.","Male","13","","",""
"Daily","1998","16-34 y.","Female","14","","",""
"Daily","1998","35-65 y.","Male","31","0.00644120044618604","0.00386873899095332","0.00901366190141876"
"Daily","1998","35-65 y.","Female","19","","",""
"Daily","1998","66 and older","Male","7","","",""
"Daily","1998","66 and older","Female","14","","",""
"Min 1x per week","1998","16-34 y.","Male","149","0.0569469109740018","0.0476928395395155","0.066200982408488"
"Min 1x per week","1998","16-34 y.","Female","150","0.0594750388459939","0.0501250803740264","0.0688249973179613"
"Min 1x per week","1998","35-65 y.","Male","313","0.0799573852099625","0.0712356691197403","0.0886791013001848"
"Min 1x per week","1998","35-65 y.","Female","413","0.111384297375205","0.10136161135236","0.12140698339805"
"Min 1x per week","1998","66 and older","Male","122","0.173411560014238","0.146405682011029","0.200417438017448"
"Min 1x per week","1998","66 and older","Female","207","0.192089460021915","0.168924878100407","0.215254041943423"
"Min 1x per month","1998","16-34 y.","Male","148","0.0595789691715011","0.0501266723736433","0.0690312659693589"
"Min 1x per month","1998","16-34 y.","Female","203","0.0739175126813647","0.0635742951213457","0.0842607302413838"
"Min 1x per month","1998","35-65 y.","Male","331","0.0940795193845651","0.0846917747790299","0.1034672639901"
"Min 1x per month","1998","35-65 y.","Female","420","0.112838736258351","0.102759084188671","0.122918388328032"
"Min 1x per month","1998","66 and older","Male","80","0.108952964163933","0.0867278267317647","0.131178101596102"
"Min 1x per month","1998","66 and older","Female","156","0.141643070557426","0.121139821521213","0.16214631959364"
"Rarely","1998","16-34 y.","Male","669","0.276104094128044","0.258251383136486","0.293956805119602"
"Rarely","1998","16-34 y.","Female","770","0.312662663013352","0.294336137703309","0.330989188323395"
"Rarely","1998","35-65 y.","Male","1058","0.301035097801066","0.28628465924443","0.315785536357701"
"Rarely","1998","35-65 y.","Female","1167","0.329998217658322","0.315018317277749","0.344978118038894"
"Rarely","1998","66 and older","Male","219","0.29494612826491","0.262418146643701","0.327474109886118"
"Rarely","1998","66 and older","Female","270","0.247652910890582","0.222271140997537","0.273034680783628"
"Never","1998","16-34 y.","Male","1430","0.604315399237612","0.584788373622595","0.623842424852629"
"Never","1998","16-34 y.","Female","1321","0.549536820873956","0.529867688688651","0.569205953059261"
"Never","1998","35-65 y.","Male","1982","0.518486797158221","0.502419544138651","0.53455405017779"
"Never","1998","35-65 y.","Female","1766","0.441512512762621","0.425692989884444","0.457332035640798"
"Never","1998","66 and older","Male","327","0.412693289326812","0.377576014991669","0.447810563661954"
"Never","1998","66 and older","Female","464","0.407680084893398","0.378784667159128","0.436575502627668"
"Daily","1999","16-34 y.","Male","","","",""
"Daily","1999","16-34 y.","Female","","","",""
"Daily","1999","35-65 y.","Male","","","",""
"Daily","1999","35-65 y.","Female","","","",""
"Daily","1999","66 and older","Male","","","",""
"Daily","1999","66 and older","Female","","","",""
"Min 1x per week","1999","16-34 y.","Male","117","0.0447826128004656","0.0362630814864911","0.0533021441144401"
"Min 1x per week","1999","16-34 y.","Female","115","0.0477256161961306","0.0390879386867555","0.0563632937055057"
"Min 1x per week","1999","35-65 y.","Male","300","0.078439015465666","0.0696600353175315","0.0872179956138005"
"Min 1x per week","1999","35-65 y.","Female","390","0.111553407914307","0.101383377156468","0.121723438672146"
"Min 1x per week","1999","66 and older","Male","135","0.196424338118104","0.167933919752731","0.224914756483477"
"Min 1x per week","1999","66 and older","Female","199","0.195537863284591","0.171706685108916","0.219369041460267"
"Min 1x per month","1999","16-34 y.","Male","135","0.0500902167905705","0.041105021605915","0.0590754119752261"
"Min 1x per month","1999","16-34 y.","Female","183","0.0646767028210941","0.0547112973443629","0.0746421082978252"
"Min 1x per month","1999","35-65 y.","Male","299","0.0822383740908805","0.0732678428083312","0.0912089053734298"
"Min 1x per month","1999","35-65 y.","Female","390","0.107578863535747","0.0975693359176248","0.11758839115387"
"Min 1x per month","1999","66 and older","Male","63","0.0765731088430518","0.0575041408979804","0.0956420767881231"
"Min 1x per month","1999","66 and older","Female","132","0.126019491621682","0.106078488007386","0.145960495235978"
"Rarely","1999","16-34 y.","Male","663","0.288945590825266","0.270274515436563","0.30761666621397"
"Rarely","1999","16-34 y.","Female","745","0.326302643614136","0.30730573733852","0.345299549889752"
"Rarely","1999","35-65 y.","Male","1083","0.325214503353303","0.30991829528903","0.340510711417575"
"Rarely","1999","35-65 y.","Female","1172","0.341369853751313","0.32605197710615","0.356687730396475"
"Rarely","1999","66 and older","Male","212","0.301336642029906","0.268432714063722","0.334240569996089"
"Rarely","1999","66 and older","Female","278","0.25801959339318","0.231729033274246","0.284310153512114"
"Never","1999","16-34 y.","Male","1349","0.616181579583697","0.596149449015487","0.636213710151907"
"Never","1999","16-34 y.","Female","1297","0.561295037368639","0.541189205934731","0.581400868802547"
"Never","1999","35-65 y.","Male","1921","0.514108107090151","0.497788375463326","0.530427838716976"
"Never","1999","35-65 y.","Female","1729","0.439497874798633","0.423464232009767","0.4555315175875"
"Never","1999","66 and older","Male","337","0.425665911008939","0.390208703995304","0.461123118022574"
"Never","1999","66 and older","Female","455","0.420423051700546","0.390762714159649","0.450083389241444"
"Daily","2000","16-34 y.","Male","","","",""
"Daily","2000","16-34 y.","Female","","","",""
"Daily","2000","35-65 y.","Male","","","",""
"Daily","2000","35-65 y.","Female","","","",""
"Daily","2000","66 and older","Male","","","",""
"Daily","2000","66 and older","Female","","","",""
"Min 1x per week","2000","16-34 y.","Male","","","",""
"Min 1x per week","2000","16-34 y.","Female","","","",""
"Min 1x per week","2000","35-65 y.","Male","","","",""
"Min 1x per week","2000","35-65 y.","Female","","","",""
"Min 1x per week","2000","66 and older","Male","","","",""
"Min 1x per week","2000","66 and older","Female","","","",""
"Min 1x per month","2000","16-34 y.","Male","","","",""
"Min 1x per month","2000","16-34 y.","Female","","","",""
"Min 1x per month","2000","35-65 y.","Male","","","",""
"Min 1x per month","2000","35-65 y.","Female","","","",""
"Min 1x per month","2000","66 and older","Male","","","",""
"Min 1x per month","2000","66 and older","Female","","","",""
"Rarely","2000","16-34 y.","Male","","","",""
"Rarely","2000","16-34 y.","Female","","","",""
"Rarely","2000","35-65 y.","Male","","","",""
"Rarely","2000","35-65 y.","Female","","","",""
"Rarely","2000","66 and older","Male","","","",""
"Rarely","2000","66 and older","Female","","","",""
"Never","2000","16-34 y.","Male","","","",""
"Never","2000","16-34 y.","Female","","","",""
"Never","2000","35-65 y.","Male","","","",""
"Never","2000","35-65 y.","Female","","","",""
"Never","2000","66 and older","Male","","","",""
"Never","2000","66 and older","Female","","","",""
"Daily","2001","16-34 y.","Male","","","",""
"Daily","2001","16-34 y.","Female","","","",""
"Daily","2001","35-65 y.","Male","","","",""
"Daily","2001","35-65 y.","Female","","","",""
"Daily","2001","66 and older","Male","","","",""
"Daily","2001","66 and older","Female","","","",""
"Min 1x per week","2001","16-34 y.","Male","151","0.0461526689688992","0.0386633508593271","0.0536419870784714"
"Min 1x per week","2001","16-34 y.","Female","183","0.0561221835577913","0.0482008229157797","0.0640435441998029"
"Min 1x per week","2001","35-65 y.","Male","478","0.075659017355226","0.0689731569038351","0.0823448778066169"
"Min 1x per week","2001","35-65 y.","Female","632","0.103574230888732","0.0959932529961844","0.11115520878128"
"Min 1x per week","2001","66 and older","Male","226","0.169362176548114","0.150253469693049","0.188470883403179"
"Min 1x per week","2001","66 and older","Female","369","0.201742754592279","0.183871555691288","0.219613953493269"
"Min 1x per month","2001","16-34 y.","Male","165","0.0544613962277718","0.046361332221454","0.0625614602340896"
"Min 1x per month","2001","16-34 y.","Female","241","0.0708042914378374","0.0619763792431758","0.0796322036324991"
"Min 1x per month","2001","35-65 y.","Male","523","0.083814609426603","0.0768087341905275","0.0908204846626784"
"Min 1x per month","2001","35-65 y.","Female","705","0.108600719108306","0.100859761385198","0.116341676831415"
"Min 1x per month","2001","66 and older","Male","198","0.131736703729575","0.114506264401272","0.148967143057878"
"Min 1x per month","2001","66 and older","Female","293","0.143837843527254","0.128210042394899","0.159465644659608"
"Rarely","2001","16-34 y.","Male","851","0.279420151683444","0.26340340337264","0.295436899994247"
"Rarely","2001","16-34 y.","Female","990","0.302903592800669","0.287088445137574","0.318718740463763"
"Rarely","2001","35-65 y.","Male","1804","0.304007303288822","0.29237795962546","0.315636646952184"
"Rarely","2001","35-65 y.","Female","1941","0.326525225659948","0.314858170765922","0.338192280553974"
"Rarely","2001","66 and older","Male","403","0.277124738687163","0.254322023501936","0.299927453872391"
"Rarely","2001","66 and older","Female","480","0.251711646430635","0.232384424714589","0.271038868146682"
"Never","2001","16-34 y.","Male","1848","0.619965783119885","0.602639729923192","0.637291836316579"
"Never","2001","16-34 y.","Female","1829","0.570169932203703","0.553131675059089","0.587208189348316"
"Never","2001","35-65 y.","Male","3205","0.536519069929349","0.523911848769134","0.549126291089564"
"Never","2001","35-65 y.","Female","2928","0.461299824343013","0.448897376521323","0.473702272164704"
"Never","2001","66 and older","Male","653","0.421776381035148","0.396616633716298","0.446936128353997"
"Never","2001","66 and older","Female","795","0.402707755449832","0.380866795863305","0.42454871503636"
"Daily","2002","16-34 y.","Male","","","",""
"Daily","2002","16-34 y.","Female","","","",""
"Daily","2002","35-65 y.","Male","","","",""
"Daily","2002","35-65 y.","Female","","","",""
"Daily","2002","66 and older","Male","","","",""
"Daily","2002","66 and older","Female","","","",""
"Min 1x per week","2002","16-34 y.","Male","","","",""
"Min 1x per week","2002","16-34 y.","Female","","","",""
"Min 1x per week","2002","35-65 y.","Male","","","",""
"Min 1x per week","2002","35-65 y.","Female","","","",""
"Min 1x per week","2002","66 and older","Male","","","",""
