"pli0098_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Rarely","1995","Couple + C. LE and GT 16","West Germany","296","0.373302411402699","0.340994720085979","0.405610102719418"
"Rarely","1995","Couple + C. LE and GT 16","East Germany","65","0.152281585467405","0.116251448501748","0.188311722433062"
"Never","1995","1-pers.-HH","West Germany","611","0.526603437828718","0.497349290609286","0.55585758504815"
"Never","1995","1-pers.-HH","East Germany","250","0.763207857197073","0.717341295921929","0.809074418472218"
"Never","1995","(Married) couple without C. ","West Germany","1194","0.469353668415058","0.449891818935605","0.488815517894512"
"Never","1995","(Married) couple without C. ","East Germany","748","0.775246209788327","0.748991222397425","0.801501197179229"
"Never","1995","Single parent ","West Germany","240","0.505937368620856","0.459589079030424","0.552285658211289"
"Never","1995","Single parent ","East Germany","129","0.805716550681111","0.744978152559436","0.866454948802787"
"Never","1995","Couple + C. LE 16 ","West Germany","924","0.422635865473486","0.402211215125902","0.44306051582107"
"Never","1995","Couple + C. LE 16 ","East Germany","689","0.788124814752532","0.761338258686758","0.814911370818306"
"Never","1995","Couple + C. GT 16 ","West Germany","702","0.397980542306026","0.375183684295196","0.420777400316856"
"Never","1995","Couple + C. GT 16 ","East Germany","543","0.760544178453134","0.729263944452505","0.791824412453763"
"Never","1995","Couple + C. LE and GT 16","West Germany","293","0.351697756337158","0.319802942143203","0.383592570531113"
"Never","1995","Couple + C. LE and GT 16","East Germany","285","0.768382380415341","0.726077457766066","0.810687303064615"
"Daily","1996","1-pers.-HH","West Germany","","","",""
"Daily","1996","1-pers.-HH","East Germany","","","",""
"Daily","1996","(Married) couple without C. ","West Germany","","","",""
"Daily","1996","(Married) couple without C. ","East Germany","","","",""
"Daily","1996","Single parent ","West Germany","","","",""
"Daily","1996","Single parent ","East Germany","","","",""
"Daily","1996","Couple + C. LE 16 ","West Germany","","","",""
"Daily","1996","Couple + C. LE 16 ","East Germany","","","",""
"Daily","1996","Couple + C. GT 16 ","West Germany","","","",""
"Daily","1996","Couple + C. GT 16 ","East Germany","","","",""
"Daily","1996","Couple + C. LE and GT 16","West Germany","","","",""
"Daily","1996","Couple + C. LE and GT 16","East Germany","","","",""
"Min 1x per week","1996","1-pers.-HH","West Germany","149","0.149029209420471","0.128274827038524","0.169783591802418"
"Min 1x per week","1996","1-pers.-HH","East Germany","10","","",""
"Min 1x per week","1996","(Married) couple without C. ","West Germany","307","0.118822745977748","0.106184067681096","0.1314614242744"
"Min 1x per week","1996","(Married) couple without C. ","East Germany","33","0.0372836105246904","0.0257581688247478","0.048809052224633"
"Min 1x per week","1996","Single parent ","West Germany","41","0.128097728000506","0.0982315141122775","0.157963941888735"
"Min 1x per week","1996","Single parent ","East Germany","","","",""
"Min 1x per week","1996","Couple + C. LE 16 ","West Germany","233","0.0846615953849685","0.0729785967895846","0.0963445939803524"
"Min 1x per week","1996","Couple + C. LE 16 ","East Germany","39","0.0442640731764862","0.0302119218869741","0.0583162244659984"
"Min 1x per week","1996","Couple + C. GT 16 ","West Germany","261","0.162899789132197","0.145294071773153","0.180505506491242"
"Min 1x per week","1996","Couple + C. GT 16 ","East Germany","21","","",""
"Min 1x per week","1996","Couple + C. LE and GT 16","West Germany","129","0.138499859549508","0.115195927220617","0.161803791878398"
"Min 1x per week","1996","Couple + C. LE and GT 16","East Germany","18","","",""
"Min 1x per month","1996","1-pers.-HH","West Germany","86","0.0787260999355157","0.0630307666958694","0.0944214331751621"
"Min 1x per month","1996","1-pers.-HH","East Germany","19","","",""
"Min 1x per month","1996","(Married) couple without C. ","West Germany","242","0.0871811798633152","0.0761626439364035","0.0981997157902268"
"Min 1x per month","1996","(Married) couple without C. ","East Germany","28","","",""
"Min 1x per month","1996","Single parent ","West Germany","56","0.126033561087336","0.0963739102282993","0.155693211946374"
"Min 1x per month","1996","Single parent ","East Germany","1","","",""
"Min 1x per month","1996","Couple + C. LE 16 ","West Germany","293","0.123931927119356","0.110103245229609","0.137760609009104"
"Min 1x per month","1996","Couple + C. LE 16 ","East Germany","34","0.0439539179992966","0.0299488125461831","0.0579590234524101"
"Min 1x per month","1996","Couple + C. GT 16 ","West Germany","226","0.125566821694683","0.109768698239489","0.141364945149877"
"Min 1x per month","1996","Couple + C. GT 16 ","East Germany","38","0.0697265913645132","0.0504990982836792","0.0889540844453472"
"Min 1x per month","1996","Couple + C. LE and GT 16","West Germany","100","0.102393738064439","0.0819407623097719","0.122846713819107"
"Min 1x per month","1996","Couple + C. LE and GT 16","East Germany","10","","",""
"Rarely","1996","1-pers.-HH","West Germany","308","0.281810866253028","0.255591929798478","0.308029802707579"
"Rarely","1996","1-pers.-HH","East Germany","47","0.146820935038144","0.109794779536823","0.183847090539466"
"Rarely","1996","(Married) couple without C. ","West Germany","766","0.32989449099648","0.311529980621728","0.348259001371232"
"Rarely","1996","(Married) couple without C. ","East Germany","180","0.173789798045007","0.150737892564382","0.196841703525633"
"Rarely","1996","Single parent ","West Germany","129","0.267790549378951","0.228218290553517","0.307362808204386"
"Rarely","1996","Single parent ","East Germany","29","","",""
"Rarely","1996","Couple + C. LE 16 ","West Germany","764","0.374546542262689","0.35423370200534","0.394859382520037"
"Rarely","1996","Couple + C. LE 16 ","East Germany","163","0.185383924909579","0.158834158909241","0.211933690909918"
"Rarely","1996","Couple + C. GT 16 ","West Germany","554","0.333360786805888","0.310885387149606","0.355836186462171"
"Rarely","1996","Couple + C. GT 16 ","East Germany","117","0.170284956527324","0.141907676468659","0.198662236585989"
"Rarely","1996","Couple + C. LE and GT 16","West Germany","296","0.39047297285102","0.357559868937981","0.423386076764058"
"Rarely","1996","Couple + C. LE and GT 16","East Germany","79","0.209224210578586","0.169707249651643","0.248741171505529"
"Never","1996","1-pers.-HH","West Germany","588","0.490433824390985","0.461299342969829","0.519568305812142"
"Never","1996","1-pers.-HH","East Germany","275","0.774644167653179","0.730934242616859","0.818354092689498"
"Never","1996","(Married) couple without C. ","West Germany","1203","0.464101583162456","0.444622523396285","0.483580642928628"
"Never","1996","(Married) couple without C. ","East Germany","797","0.765931187101153","0.740172954106253","0.791689420096054"
"Never","1996","Single parent ","West Germany","255","0.478078161533206","0.433437796190472","0.522718526875941"
"Never","1996","Single parent ","East Germany","141","0.839363547407323","0.784327512120064","0.894399582694581"
"Never","1996","Couple + C. LE 16 ","West Germany","891","0.416859935232986","0.396167968240343","0.43755190222563"
"Never","1996","Couple + C. LE 16 ","East Germany","587","0.726398083914638","0.695940525512803","0.756855642316473"
"Never","1996","Couple + C. GT 16 ","West Germany","649","0.378172602367231","0.355052769177027","0.401292435557434"
"Never","1996","Couple + C. GT 16 ","East Germany","498","0.72969128726171","0.696162507719869","0.76322006680355"
"Never","1996","Couple + C. LE and GT 16","West Germany","319","0.368633429535033","0.336086125738766","0.401180733331301"
"Never","1996","Couple + C. LE and GT 16","East Germany","300","0.713576554316871","0.669655227117521","0.75749788151622"
"Daily","1997","1-pers.-HH","West Germany","","","",""
"Daily","1997","1-pers.-HH","East Germany","","","",""
"Daily","1997","(Married) couple without C. ","West Germany","","","",""
"Daily","1997","(Married) couple without C. ","East Germany","","","",""
"Daily","1997","Single parent ","West Germany","","","",""
"Daily","1997","Single parent ","East Germany","","","",""
"Daily","1997","Couple + C. LE 16 ","West Germany","","","",""
"Daily","1997","Couple + C. LE 16 ","East Germany","","","",""
"Daily","1997","Couple + C. GT 16 ","West Germany","","","",""
"Daily","1997","Couple + C. GT 16 ","East Germany","","","",""
"Daily","1997","Couple + C. LE and GT 16","West Germany","","","",""
"Daily","1997","Couple + C. LE and GT 16","East Germany","","","",""
"Min 1x per week","1997","1-pers.-HH","West Germany","148","0.155344032787903","0.133879242735005","0.176808822840801"
"Min 1x per week","1997","1-pers.-HH","East Germany","9","","",""
"Min 1x per week","1997","(Married) couple without C. ","West Germany","292","0.11878165382792","0.106167389738477","0.131395917917363"
"Min 1x per week","1997","(Married) couple without C. ","East Germany","20","","",""
"Min 1x per week","1997","Single parent ","West Germany","41","0.129872925690951","0.0989846940313042","0.160761157350598"
"Min 1x per week","1997","Single parent ","East Germany","1","","",""
"Min 1x per week","1997","Couple + C. LE 16 ","West Germany","215","0.0719060711453818","0.0609404500117646","0.082871692278999"
"Min 1x per week","1997","Couple + C. LE 16 ","East Germany","35","0.0491221332795417","0.0332473036515175","0.064996962907566"
"Min 1x per week","1997","Couple + C. GT 16 ","West Germany","272","0.172952354127135","0.154569356795114","0.191335351459157"
"Min 1x per week","1997","Couple + C. GT 16 ","East Germany","23","","",""
"Min 1x per week","1997","Couple + C. LE and GT 16","West Germany","135","0.163286783241749","0.138064468078267","0.188509098405231"
"Min 1x per week","1997","Couple + C. LE and GT 16","East Germany","21","","",""
"Min 1x per month","1997","1-pers.-HH","West Germany","91","0.0799976810289908","0.0639218811956574","0.0960734808623242"
"Min 1x per month","1997","1-pers.-HH","East Germany","16","","",""
"Min 1x per month","1997","(Married) couple without C. ","West Germany","222","0.0822640499700956","0.0715510923816882","0.092977007558503"
"Min 1x per month","1997","(Married) couple without C. ","East Germany","54","0.0457241432878385","0.0331432966689072","0.0583049899067699"
"Min 1x per month","1997","Single parent ","West Germany","45","0.0948634259760418","0.0679388512610475","0.121788000691036"
"Min 1x per month","1997","Single parent ","East Germany","9","","",""
"Min 1x per month","1997","Couple + C. LE 16 ","West Germany","268","0.118351135339333","0.104639522836552","0.132062747842114"
"Min 1x per month","1997","Couple + C. LE 16 ","East Germany","32","0.0495849238900251","0.0336393711595198","0.0655304766205304"
"Min 1x per month","1997","Couple + C. GT 16 ","West Germany","181","0.110734734610685","0.095482080577158","0.125987388644212"
"Min 1x per month","1997","Couple + C. GT 16 ","East Germany","38","0.0605227861323979","0.0433307049381856","0.0777148673266102"
"Min 1x per month","1997","Couple + C. LE and GT 16","West Germany","104","0.114821810885095","0.0930673329825198","0.136576288787671"
"Min 1x per month","1997","Couple + C. LE and GT 16","East Germany","17","","",""
"Rarely","1997","1-pers.-HH","West Germany","269","0.241804206389695","0.216431777668558","0.267176635110833"
"Rarely","1997","1-pers.-HH","East Germany","57","0.160662518578326","0.122516546538647","0.198808490618006"
"Rarely","1997","(Married) couple without C. ","West Germany","825","0.340872623605894","0.322391592127256","0.359353655084533"
"Rarely","1997","(Married) couple without C. ","East Germany","165","0.176393501457891","0.153437233580428","0.199349769335353"
"Rarely","1997","Single parent ","West Germany","137","0.308721248149968","0.266273734429155","0.351168761870782"
"Rarely","1997","Single parent ","East Germany","24","","",""
"Rarely","1997","Couple + C. LE 16 ","West Germany","819","0.395064826973242","0.374313632904402","0.415816021042082"
"Rarely","1997","Couple + C. LE 16 ","East Germany","117","0.158958273156648","0.132101215355841","0.185815330957455"
"Rarely","1997","Couple + C. GT 16 ","West Germany","539","0.328468853861775","0.305640846804916","0.351296860918634"
"Rarely","1997","Couple + C. GT 16 ","East Germany","117","0.140274998676687","0.115237220544102","0.165312776809273"
"Rarely","1997","Couple + C. LE and GT 16","West Germany","308","0.408154808889249","0.37461677206673","0.441692845711768"
"Rarely","1997","Couple + C. LE and GT 16","East Germany","85","0.208437712166644","0.16791624747157","0.248959176861719"
"Never","1997","1-pers.-HH","West Germany","586","0.522854079793411","0.493256562159475","0.552451597427346"
"Never","1997","1-pers.-HH","East Germany","274","0.767658863996587","0.723788596675976","0.811529131317199"
"Never","1997","(Married) couple without C. ","West Germany","1188","0.45808167259609","0.438655651872133","0.477507693320047"
"Never","1997","(Married) couple without C. ","East Germany","820","0.753772033201779","0.72782493410651","0.779719132297049"
"Never","1997","Single parent ","West Germany","232","0.466542400183039","0.420703107714695","0.512381692651383"
"Never","1997","Single parent ","East Germany","142","0.821574139955751","0.765009628963056","0.878138650948447"
"Never","1997","Couple + C. LE 16 ","West Germany","830","0.414677966542043","0.39376539655988","0.435590536524206"
"Never","1997","Couple + C. LE 16 ","East Germany","528","0.742334669673785","0.710210200531763","0.774459138815807"
"Never","1997","Couple + C. GT 16 ","West Germany","634","0.387844057400405","0.364160473295226","0.411527641505583"
"Never","1997","Couple + C. GT 16 ","East Germany","561","0.766699501933495","0.736206772840944","0.797192231026047"
"Never","1997","Couple + C. LE and GT 16","West Germany","278","0.313736596983907","0.282073810866262","0.345399383101551"
"Never","1997","Couple + C. LE and GT 16","East Germany","263","0.660782477901252","0.613551946006437","0.708013009796067"
"Daily","1998","1-pers.-HH","West Germany","12","","",""
"Daily","1998","1-pers.-HH","East Germany","1","","",""
"Daily","1998","(Married) couple without C. ","West Germany","23","","",""
"Daily","1998","(Married) couple without C. ","East Germany","1","","",""
"Daily","1998","Single parent ","West Germany","3","","",""
"Daily","1998","Single parent ","East Germany","","","",""
"Daily","1998","Couple + C. LE 16 ","West Germany","9","","",""
"Daily","1998","Couple + C. LE 16 ","East Germany","1","","",""
"Daily","1998","Couple + C. GT 16 ","West Germany","23","","",""
"Daily","1998","Couple + C. GT 16 ","East Germany","1","","",""
"Daily","1998","Couple + C. LE and GT 16","West Germany","13","","",""
"Daily","1998","Couple + C. LE and GT 16","East Germany","2","","",""
"Min 1x per week","1998","1-pers.-HH","West Germany","154","0.125422444390961","0.107676184863428","0.143168703918495"
"Min 1x per week","1998","1-pers.-HH","East Germany","10","","",""
"Min 1x per week","1998","(Married) couple without C. ","West Germany","335","0.111246410386412","0.0999833638084095","0.122509456964414"
"Min 1x per week","1998","(Married) couple without C. ","East Germany","38","0.0362627800147879","0.0255002038794896","0.0470253561500862"
"Min 1x per week","1998","Single parent ","West Germany","48","0.121301692398822","0.0933748544868947","0.149228530310749"
"Min 1x per week","1998","Single parent ","East Germany","3","","",""
"Min 1x per week","1998","Couple + C. LE 16 ","West Germany","243","0.0886793216454904","0.0771880373308667","0.100170605960114"
"Min 1x per week","1998","Couple + C. LE 16 ","East Germany","37","0.0532308899874941","0.0371536651334978","0.0693081148414903"
"Min 1x per week","1998","Couple + C. GT 16 ","West Germany","253","0.139401201926493","0.123283433562867","0.155518970290119"
"Min 1x per week","1998","Couple + C. GT 16 ","East Germany","15","","",""
"Min 1x per week","1998","Couple + C. LE and GT 16","West Germany","113","0.139287829739068","0.116227012032611","0.162348647445524"
"Min 1x per week","1998","Couple + C. LE and GT 16","East Germany","18","","",""
"Min 1x per month","1998","1-pers.-HH","West Germany","133","0.1039015064538","0.087551842523421","0.120251170384178"
"Min 1x per month","1998","1-pers.-HH","East Germany","21","","",""
"Min 1x per month","1998","(Married) couple without C. ","West Germany","308","0.106789816404304","0.0957270448102872","0.117852587998322"
"Min 1x per month","1998","(Married) couple without C. ","East Germany","48","0.0341808974347639","0.0237205526633216","0.0446412422062061"
"Min 1x per month","1998","Single parent ","West Germany","48","0.0889407322793022","0.0645911169392933","0.113290347619311"
"Min 1x per month","1998","Single parent ","East Germany","5","","",""
"Min 1x per month","1998","Couple + C. LE 16 ","West Germany","285","0.119286190895879","0.106184291366739","0.132388090425019"
"Min 1x per month","1998","Couple + C. LE 16 ","East Germany","41","0.0617771887416531","0.044535720492682","0.0790186569906242"
"Min 1x per month","1998","Couple + C. GT 16 ","West Germany","225","0.124093116968214","0.108751395298782","0.139434838637646"
"Min 1x per month","1998","Couple + C. GT 16 ","East Germany","32","0.059709459102208","0.0431234208829742","0.0762954973214417"
"Min 1x per month","1998","Couple + C. LE and GT 16","West Germany","108","0.123662032320006","0.101736853260866","0.145587211379147"
"Min 1x per month","1998","Couple + C. LE and GT 16","East Germany","17","","",""
"Rarely","1998","1-pers.-HH","West Germany","321","0.236402973718255","0.21363739912749","0.25916854830902"
"Rarely","1998","1-pers.-HH","East Germany","59","0.138205306675619","0.104758804641829","0.171651808709408"
"Rarely","1998","(Married) couple without C. ","West Germany","1009","0.343072543165573","0.326067651050864","0.360077435280282"
"Rarely","1998","(Married) couple without C. ","East Germany","208","0.188208862641885","0.165705440821934","0.210712284461836"
"Rarely","1998","Single parent ","West Germany","157","0.29680030279654","0.257721617308263","0.335878988284817"
"Rarely","1998","Single parent ","East Germany","16","","",""
"Rarely","1998","Couple + C. LE 16 ","West Germany","912","0.400380914614402","0.380574941556839","0.420186887671966"
"Rarely","1998","Couple + C. LE 16 ","East Germany","131","0.184852441840611","0.157052883638578","0.212652000042644"
"Rarely","1998","Couple + C. GT 16 ","West Germany","591","0.340270134704001","0.318222283358142","0.36231798604986"
"Rarely","1998","Couple + C. GT 16 ","East Germany","155","0.182891150639031","0.155831239706832","0.209951061571231"
"Rarely","1998","Couple + C. LE and GT 16","West Germany","325","0.396423691635257","0.363844895053128","0.429002488217386"
"Rarely","1998","Couple + C. LE and GT 16","East Germany","80","0.180751152988047","0.142312674925859","0.219189631050235"
"Never","1998","1-pers.-HH","West Germany","718","0.524925122815771","0.4981673633171","0.551682882314442"
"Never","1998","1-pers.-HH","East Germany","318","0.78067785400541","0.740576077693596","0.820779630317223"
"Never","1998","(Married) couple without C. ","West Germany","1319","0.432205360000549","0.414460894931356","0.449949825069741"
"Never","1998","(Married) couple without C. ","East Germany","864","0.739957978419772","0.71470389164195","0.765212065197594"
"Never","1998","Single parent ","West Germany","269","0.485337397672141","0.442585871436709","0.528088923907574"
"Never","1998","Single parent ","East Germany","160","0.893465719714164","0.848887490314224","0.938043949114105"
"Never","1998","Couple + C. LE 16 ","West Germany","902","0.389366026907953","0.369655815351057","0.409076238464849"
"Never","1998","Couple + C. LE 16 ","East Germany","539","0.699923171647317","0.667102414293356","0.732743929001279"
"Never","1998","Couple + C. GT 16 ","West Germany","682","0.390171086582324","0.367472290123378","0.412869883041271"
"Never","1998","Couple + C. GT 16 ","East Germany","581","0.734931283251567","0.704035965621139","0.765826600881995"
"Never","1998","Couple + C. LE and GT 16","West Germany","307","0.332176345417584","0.300807076643038","0.363545614192129"
"Never","1998","Couple + C. LE and GT 16","East Germany","268","0.717292040766055","0.672310456228878","0.762273625303231"
"Daily","1999","1-pers.-HH","West Germany","","","",""
"Daily","1999","1-pers.-HH","East Germany","","","",""
"Daily","1999","(Married) couple without C. ","West Germany","","","",""
"Daily","1999","(Married) couple without C. ","East Germany","","","",""
"Daily","1999","Single parent ","West Germany","","","",""
"Daily","1999","Single parent ","East Germany","","","",""
"Daily","1999","Couple + C. LE 16 ","West Germany","","","",""
"Daily","1999","Couple + C. LE 16 ","East Germany","","","",""
"Daily","1999","Couple + C. GT 16 ","West Germany","","","",""
"Daily","1999","Couple + C. GT 16 ","East Germany","","","",""
"Daily","1999","Couple + C. LE and GT 16","West Germany","","","",""
"Daily","1999","Couple + C. LE and GT 16","East Germany","","","",""
"Min 1x per week","1999","1-pers.-HH","West Germany","152","0.136138753518944","0.11728541799574","0.154992089042149"
"Min 1x per week","1999","1-pers.-HH","East Germany","15","","",""
"Min 1x per week","1999","(Married) couple without C. ","West Germany","351","0.125592867013801","0.113632347667304","0.137553386360297"
"Min 1x per week","1999","(Married) couple without C. ","East Germany","25","","",""
"Min 1x per week","1999","Single parent ","West Germany","35","0.0938970762903274","0.0684318450904564","0.119362307490198"
"Min 1x per week","1999","Single parent ","East Germany","2","","",""
"Min 1x per week","1999","Couple + C. LE 16 ","West Germany","208","0.0781555950326727","0.0672097082921162","0.0891014817732292"
"Min 1x per week","1999","Couple + C. LE 16 ","East Germany","32","0.0445387177896518","0.0294391709119675","0.059638264667336"
"Min 1x per week","1999","Couple + C. GT 16 ","West Germany","237","0.127332737092796","0.111656473363719","0.143009000821873"
"Min 1x per week","1999","Couple + C. GT 16 ","East Germany","20","","",""
"Min 1x per week","1999","Couple + C. LE and GT 16","West Germany","88","0.120448167735649","0.0977656809240052","0.143130654547292"
"Min 1x per week","1999","Couple + C. LE and GT 16","East Germany","16","","",""
"Min 1x per month","1999","1-pers.-HH","West Germany","115","0.0988107271402681","0.0824053820563978","0.115216072224139"
"Min 1x per month","1999","1-pers.-HH","East Germany","14","","",""
"Min 1x per month","1999","(Married) couple without C. ","West Germany","271","0.0828321840142215","0.0728842094928929","0.0927801585355501"
"Min 1x per month","1999","(Married) couple without C. ","East Germany","53","0.0473653966079163","0.0351885565712381","0.0595422366445945"
"Min 1x per month","1999","Single parent ","West Germany","43","0.0884910593881116","0.0636961236873833","0.11328599508884"
"Min 1x per month","1999","Single parent ","East Germany","5","","",""
"Min 1x per month","1999","Couple + C. LE 16 ","West Germany","262","0.103319318441614","0.0909070324384425","0.115731604444786"
"Min 1x per month","1999","Couple + C. LE 16 ","East Germany","41","0.0610238106630822","0.0435025453910627","0.0785450759351017"
"Min 1x per month","1999","Couple + C. GT 16 ","West Germany","205","0.111249122382583","0.0964619035513726","0.126036341213794"
"Min 1x per month","1999","Couple + C. GT 16 ","East Germany","35","0.0547811531435846","0.0385711939160214","0.0709911123711478"
"Min 1x per month","1999","Couple + C. LE and GT 16","West Germany","97","0.106146468466463","0.0846807314567336","0.127612205476193"
"Min 1x per month","1999","Couple + C. LE and GT 16","East Germany","16","","",""
"Rarely","1999","1-pers.-HH","West Germany","341","0.255110231233512","0.23114479942334","0.279075663043683"
"Rarely","1999","1-pers.-HH","East Germany","78","0.195047415147132","0.157107502309837","0.232987327984428"
"Rarely","1999","(Married) couple without C. ","West Germany","1006","0.352092300683399","0.334853956830408","0.369330644536389"
"Rarely","1999","(Married) couple without C. ","East Germany","229","0.201231750487852","0.178249133218246","0.224214367757458"
"Rarely","1999","Single parent ","West Germany","156","0.284162797851616","0.244787525987563","0.323538069715669"
"Rarely","1999","Single parent ","East Germany","20","","",""
"Rarely","1999","Couple + C. LE 16 ","West Germany","927","0.414939358641948","0.394846817873698","0.435031899410198"
"Rarely","1999","Couple + C. LE 16 ","East Germany","111","0.154377807996318","0.127931251384425","0.180824364608211"
"Rarely","1999","Couple + C. GT 16 ","West Germany","608","0.367296552854565","0.344626282031098","0.389966823678031"
"Rarely","1999","Couple + C. GT 16 ","East Germany","140","0.167278135732207","0.140691111888464","0.19386515957595"
"Rarely","1999","Couple + C. LE and GT 16","West Germany","291","0.384726972969857","0.350821476717093","0.418632469222621"
"Rarely","1999","Couple + C. LE and GT 16","East Germany","92","0.223861169907887","0.181446096147981","0.266276243667793"
"Never","1999","1-pers.-HH","West Germany","663","0.509940288107276","0.482457582964027","0.537422993250524"
"Never","1999","1-pers.-HH","East Germany","312","0.739999684961329","0.698000217468369","0.781999152454289"
"Never","1999","(Married) couple without C. ","West Germany","1321","0.439482648288579","0.421569327555576","0.457395969021582"
"Never","1999","(Married) couple without C. ","East Germany","862","0.727387947812142","0.701861145684369","0.752914749939915"
"Never","1999","Single parent ","West Germany","270","0.533449066469945","0.48989498753272","0.577003145407171"
"Never","1999","Single parent ","East Germany","184","0.859242703734171","0.81231813953237","0.906167267935972"
"Never","1999","Couple + C. LE 16 ","West Germany","913","0.403585727883765","0.383578633786674","0.423592821980855"
"Never","1999","Couple + C. LE 16 ","East Germany","533","0.740059663550948","0.707955695205422","0.772163631896475"
"Never","1999","Couple + C. GT 16 ","West Germany","687","0.394121587670056","0.371141269732052","0.41710190560806"
"Never","1999","Couple + C. GT 16 ","East Germany","562","0.752707106347523","0.721973114084954","0.783441098610092"
"Never","1999","Couple + C. LE and GT 16","West Germany","315","0.388678390828031","0.354708830866103","0.422647950789959"
"Never","1999","Couple + C. LE and GT 16","East Germany","247","0.676878707225551","0.62929049920099","0.724466915250113"
"Daily","2000","1-pers.-HH","West Germany","","","",""
"Daily","2000","1-pers.-HH","East Germany","","","",""
"Daily","2000","(Married) couple without C. ","West Germany","","","",""
"Daily","2000","(Married) couple without C. ","East Germany","","","",""
"Daily","2000","Single parent ","West Germany","","","",""
"Daily","2000","Single parent ","East Germany","","","",""
"Daily","2000","Couple + C. LE 16 ","West Germany","","","",""
"Daily","2000","Couple + C. LE 16 ","East Germany","","","",""
"Daily","2000","Couple + C. GT 16 ","West Germany","","","",""
"Daily","2000","Couple + C. GT 16 ","East Germany","","","",""
"Daily","2000","Couple + C. LE and GT 16","West Germany","","","",""
"Daily","2000","Couple + C. LE and GT 16","East Germany","","","",""
"Min 1x per week","2000","1-pers.-HH","West Germany","","","",""
"Min 1x per week","2000","1-pers.-HH","East Germany","","","",""
"Min 1x per week","2000","(Married) couple without C. ","West Germany","","","",""
"Min 1x per week","2000","(Married) couple without C. ","East Germany","","","",""
"Min 1x per week","2000","Single parent ","West Germany","","","",""
"Min 1x per week","2000","Single parent ","East Germany","","","",""
"Min 1x per week","2000","Couple + C. LE 16 ","West Germany","","","",""
"Min 1x per week","2000","Couple + C. LE 16 ","East Germany","","","",""
"Min 1x per week","2000","Couple + C. GT 16 ","West Germany","","","",""
"Min 1x per week","2000","Couple + C. GT 16 ","East Germany","","","",""
"Min 1x per week","2000","Couple + C. LE and GT 16","West Germany","","","",""
"Min 1x per week","2000","Couple + C. LE and GT 16","East Germany","","","",""
"Min 1x per month","2000","1-pers.-HH","West Germany","","","",""
"Min 1x per month","2000","1-pers.-HH","East Germany","","","",""
"Min 1x per month","2000","(Married) couple without C. ","West Germany","","","",""
"Min 1x per month","2000","(Married) couple without C. ","East Germany","","","",""
"Min 1x per month","2000","Single parent ","West Germany","","","",""
"Min 1x per month","2000","Single parent ","East Germany","","","",""
"Min 1x per month","2000","Couple + C. LE 16 ","West Germany","","","",""
"Min 1x per month","2000","Couple + C. LE 16 ","East Germany","","","",""
"Min 1x per month","2000","Couple + C. GT 16 ","West Germany","","","",""
"Min 1x per month","2000","Couple + C. GT 16 ","East Germany","","","",""
"Min 1x per month","2000","Couple + C. LE and GT 16","West Germany","","","",""
"Min 1x per month","2000","Couple + C. LE and GT 16","East Germany","","","",""
"Rarely","2000","1-pers.-HH","West Germany","","","",""
"Rarely","2000","1-pers.-HH","East Germany","","","",""
"Rarely","2000","(Married) couple without C. ","West Germany","","","",""
"Rarely","2000","(Married) couple without C. ","East Germany","","","",""
"Rarely","2000","Single parent ","West Germany","","","",""
"Rarely","2000","Single parent ","East Germany","","","",""
"Rarely","2000","Couple + C. LE 16 ","West Germany","","","",""
"Rarely","2000","Couple + C. LE 16 ","East Germany","","","",""
"Rarely","2000","Couple + C. GT 16 ","West Germany","","","",""
"Rarely","2000","Couple + C. GT 16 ","East Germany","","","",""
"Rarely","2000","Couple + C. LE and GT 16","West Germany","","","",""
"Rarely","2000","Couple + C. LE and GT 16","East Germany","","","",""
"Never","2000","1-pers.-HH","West Germany","","","",""
"Never","2000","1-pers.-HH","East Germany","","","",""
"Never","2000","(Married) couple without C. ","West Germany","","","",""
"Never","2000","(Married) couple without C. ","East Germany","","","",""
"Never","2000","Single parent ","West Germany","","","",""
"Never","2000","Single parent ","East Germany","","","",""
"Never","2000","Couple + C. LE 16 ","West Germany","","","",""
"Never","2000","Couple + C. LE 16 ","East Germany","","","",""
"Never","2000","Couple + C. GT 16 ","West Germany","","","",""
"Never","2000","Couple + C. GT 16 ","East Germany","","","",""
"Never","2000","Couple + C. LE and GT 16","West Germany","","","",""
"Never","2000","Couple + C. LE and GT 16","East Germany","","","",""
"Daily","2001","1-pers.-HH","West Germany","","","",""
"Daily","2001","1-pers.-HH","East Germany","","","",""
"Daily","2001","(Married) couple without C. ","West Germany","","","",""
"Daily","2001","(Married) couple without C. ","East Germany","","","",""
"Daily","2001","Single parent ","West Germany","","","",""
"Daily","2001","Single parent ","East Germany","","","",""
"Daily","2001","Couple + C. LE 16 ","West Germany","","","",""
"Daily","2001","Couple + C. LE 16 ","East Germany","","","",""
"Daily","2001","Couple + C. GT 16 ","West Germany","","","",""
"Daily","2001","Couple + C. GT 16 ","East Germany","","","",""
"Daily","2001","Couple + C. LE and GT 16","West Germany","","","",""
"Daily","2001","Couple + C. LE and GT 16","East Germany","","","",""
"Min 1x per week","2001","1-pers.-HH","West Germany","288","0.131647970339894","0.117739154457322","0.145556786222466"
"Min 1x per week","2001","1-pers.-HH","East Germany","19","","",""
