"pli0098_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1992","(Married) couple without C. ","East Germany","29","","",""
"Min 1x per week","1992","Single parent ","West Germany","44","0.0978401927471022","0.0707490396627737","0.124931345831431"
"Min 1x per week","1992","Single parent ","East Germany","5","","",""
"Min 1x per week","1992","Couple + C. LE 16 ","West Germany","214","0.0924554221817244","0.0799678495008981","0.104942994862551"
"Min 1x per week","1992","Couple + C. LE 16 ","East Germany","48","0.0443896603403883","0.0327366320976454","0.0560426885831312"
"Min 1x per week","1992","Couple + C. GT 16 ","West Germany","319","0.165104359260294","0.148650831336764","0.181557887183824"
"Min 1x per week","1992","Couple + C. GT 16 ","East Germany","26","","",""
"Min 1x per week","1992","Couple + C. LE and GT 16","West Germany","140","0.174665263708699","0.148850633214465","0.200479894202932"
"Min 1x per week","1992","Couple + C. LE and GT 16","East Germany","15","","",""
"Min 1x per month","1992","1-pers.-HH","West Germany","111","0.109391643607021","0.0903667043722031","0.12841658284184"
"Min 1x per month","1992","1-pers.-HH","East Germany","18","","",""
"Min 1x per month","1992","(Married) couple without C. ","West Germany","202","0.0837394795166196","0.0725115299471008","0.0949674290861385"
"Min 1x per month","1992","(Married) couple without C. ","East Germany","30","0.0261314995581582","0.0157667283352102","0.0364962707811062"
"Min 1x per month","1992","Single parent ","West Germany","35","0.0702823094198555","0.0469732009741856","0.0935914178655254"
"Min 1x per month","1992","Single parent ","East Germany","5","","",""
"Min 1x per month","1992","Couple + C. LE 16 ","West Germany","237","0.0993506176444265","0.0864550336021126","0.11224620168674"
"Min 1x per month","1992","Couple + C. LE 16 ","East Germany","31","0.0269596920471622","0.0177957919254638","0.0361235921688607"
"Min 1x per month","1992","Couple + C. GT 16 ","West Germany","224","0.100241715586046","0.0869325496984462","0.113550881473646"
"Min 1x per month","1992","Couple + C. GT 16 ","East Germany","39","0.0548233014343281","0.0386501423526932","0.0709964605159631"
"Min 1x per month","1992","Couple + C. LE and GT 16","West Germany","104","0.121606588072089","0.0993852265072804","0.143827949636898"
"Min 1x per month","1992","Couple + C. LE and GT 16","East Germany","8","","",""
"Rarely","1992","1-pers.-HH","West Germany","246","0.241571997668506","0.2154823450398","0.267661650297212"
"Rarely","1992","1-pers.-HH","East Germany","47","0.164670920044512","0.122910579357156","0.206431260731868"
"Rarely","1992","(Married) couple without C. ","West Germany","707","0.294883835015263","0.276400443784323","0.313367226246204"
"Rarely","1992","(Married) couple without C. ","East Germany","136","0.147694228583451","0.12464232088795","0.170746136278952"
"Rarely","1992","Single parent ","West Germany","136","0.322098779059404","0.279489434804427","0.364708123314381"
"Rarely","1992","Single parent ","East Germany","21","","",""
"Rarely","1992","Couple + C. LE 16 ","West Germany","699","0.358734948929362","0.338058141505634","0.37941175635309"
"Rarely","1992","Couple + C. LE 16 ","East Germany","186","0.147206213503111","0.127159529133208","0.167252897873015"
"Rarely","1992","Couple + C. GT 16 ","West Germany","600","0.341245107861828","0.320233523101243","0.362256692622414"
"Rarely","1992","Couple + C. GT 16 ","East Germany","116","0.137230592024724","0.11278342161159","0.161677762437859"
"Rarely","1992","Couple + C. LE and GT 16","West Germany","217","0.294778413083886","0.263778661315931","0.325778164851842"
"Rarely","1992","Couple + C. LE and GT 16","East Germany","60","0.158883597252924","0.118830077613689","0.198937116892159"
"Never","1992","1-pers.-HH","West Germany","539","0.506323658230219","0.475850105464095","0.536797210996342"
"Never","1992","1-pers.-HH","East Germany","230","0.739843816341345","0.690445303166399","0.789242329516291"
"Never","1992","(Married) couple without C. ","West Germany","1132","0.487796638844822","0.467535378762668","0.508057898926976"
"Never","1992","(Married) couple without C. ","East Germany","715","0.789163996141115","0.762661705369322","0.815666286912908"
"Never","1992","Single parent ","West Germany","247","0.509778718773639","0.464194550582118","0.555362886965159"
"Never","1992","Single parent ","East Germany","146","0.800720697567462","0.741872511288096","0.859568883846828"
"Never","1992","Couple + C. LE 16 ","West Germany","917","0.449459011244487","0.428014422200928","0.470903600288046"
"Never","1992","Couple + C. LE 16 ","East Germany","935","0.781444434109338","0.758062121924589","0.804826746294088"
"Never","1992","Couple + C. GT 16 ","West Germany","813","0.393408817291831","0.371760020841536","0.415057613742126"
"Never","1992","Couple + C. GT 16 ","East Germany","580","0.771618536305512","0.741793051301126","0.801444021309899"
"Never","1992","Couple + C. LE and GT 16","West Germany","370","0.408949735135326","0.375522938983344","0.442376531287308"
"Never","1992","Couple + C. LE and GT 16","East Germany","237","0.774451004244824","0.728658908052517","0.820243100437131"
"Daily","1993","1-pers.-HH","West Germany","","","",""
"Daily","1993","1-pers.-HH","East Germany","","","",""
"Daily","1993","(Married) couple without C. ","West Germany","","","",""
"Daily","1993","(Married) couple without C. ","East Germany","","","",""
"Daily","1993","Single parent ","West Germany","","","",""
"Daily","1993","Single parent ","East Germany","","","",""
"Daily","1993","Couple + C. LE 16 ","West Germany","","","",""
"Daily","1993","Couple + C. LE 16 ","East Germany","","","",""
"Daily","1993","Couple + C. GT 16 ","West Germany","","","",""
"Daily","1993","Couple + C. GT 16 ","East Germany","","","",""
"Daily","1993","Couple + C. LE and GT 16","West Germany","","","",""
"Daily","1993","Couple + C. LE and GT 16","East Germany","","","",""
"Min 1x per week","1993","1-pers.-HH","West Germany","","","",""
"Min 1x per week","1993","1-pers.-HH","East Germany","","","",""
"Min 1x per week","1993","(Married) couple without C. ","West Germany","","","",""
"Min 1x per week","1993","(Married) couple without C. ","East Germany","","","",""
"Min 1x per week","1993","Single parent ","West Germany","","","",""
"Min 1x per week","1993","Single parent ","East Germany","","","",""
"Min 1x per week","1993","Couple + C. LE 16 ","West Germany","","","",""
"Min 1x per week","1993","Couple + C. LE 16 ","East Germany","","","",""
"Min 1x per week","1993","Couple + C. GT 16 ","West Germany","","","",""
"Min 1x per week","1993","Couple + C. GT 16 ","East Germany","","","",""
"Min 1x per week","1993","Couple + C. LE and GT 16","West Germany","","","",""
"Min 1x per week","1993","Couple + C. LE and GT 16","East Germany","","","",""
"Min 1x per month","1993","1-pers.-HH","West Germany","","","",""
"Min 1x per month","1993","1-pers.-HH","East Germany","","","",""
"Min 1x per month","1993","(Married) couple without C. ","West Germany","","","",""
"Min 1x per month","1993","(Married) couple without C. ","East Germany","","","",""
"Min 1x per month","1993","Single parent ","West Germany","","","",""
"Min 1x per month","1993","Single parent ","East Germany","","","",""
"Min 1x per month","1993","Couple + C. LE 16 ","West Germany","","","",""
"Min 1x per month","1993","Couple + C. LE 16 ","East Germany","","","",""
"Min 1x per month","1993","Couple + C. GT 16 ","West Germany","","","",""
"Min 1x per month","1993","Couple + C. GT 16 ","East Germany","","","",""
"Min 1x per month","1993","Couple + C. LE and GT 16","West Germany","","","",""
"Min 1x per month","1993","Couple + C. LE and GT 16","East Germany","","","",""
"Rarely","1993","1-pers.-HH","West Germany","","","",""
"Rarely","1993","1-pers.-HH","East Germany","","","",""
"Rarely","1993","(Married) couple without C. ","West Germany","","","",""
"Rarely","1993","(Married) couple without C. ","East Germany","","","",""
"Rarely","1993","Single parent ","West Germany","","","",""
"Rarely","1993","Single parent ","East Germany","","","",""
"Rarely","1993","Couple + C. LE 16 ","West Germany","","","",""
"Rarely","1993","Couple + C. LE 16 ","East Germany","","","",""
"Rarely","1993","Couple + C. GT 16 ","West Germany","","","",""
"Rarely","1993","Couple + C. GT 16 ","East Germany","","","",""
"Rarely","1993","Couple + C. LE and GT 16","West Germany","","","",""
"Rarely","1993","Couple + C. LE and GT 16","East Germany","","","",""
"Never","1993","1-pers.-HH","West Germany","","","",""
"Never","1993","1-pers.-HH","East Germany","","","",""
"Never","1993","(Married) couple without C. ","West Germany","","","",""
"Never","1993","(Married) couple without C. ","East Germany","","","",""
"Never","1993","Single parent ","West Germany","","","",""
"Never","1993","Single parent ","East Germany","","","",""
"Never","1993","Couple + C. LE 16 ","West Germany","","","",""
"Never","1993","Couple + C. LE 16 ","East Germany","","","",""
"Never","1993","Couple + C. GT 16 ","West Germany","","","",""
"Never","1993","Couple + C. GT 16 ","East Germany","","","",""
"Never","1993","Couple + C. LE and GT 16","West Germany","","","",""
"Never","1993","Couple + C. LE and GT 16","East Germany","","","",""
"Daily","1994","1-pers.-HH","West Germany","","","",""
"Daily","1994","1-pers.-HH","East Germany","","","",""
"Daily","1994","(Married) couple without C. ","West Germany","","","",""
"Daily","1994","(Married) couple without C. ","East Germany","","","",""
"Daily","1994","Single parent ","West Germany","","","",""
"Daily","1994","Single parent ","East Germany","","","",""
"Daily","1994","Couple + C. LE 16 ","West Germany","","","",""
"Daily","1994","Couple + C. LE 16 ","East Germany","","","",""
"Daily","1994","Couple + C. GT 16 ","West Germany","","","",""
"Daily","1994","Couple + C. GT 16 ","East Germany","","","",""
"Daily","1994","Couple + C. LE and GT 16","West Germany","","","",""
"Daily","1994","Couple + C. LE and GT 16","East Germany","","","",""
"Min 1x per week","1994","1-pers.-HH","West Germany","155","0.157511941518645","0.13581630071535","0.179207582321939"
"Min 1x per week","1994","1-pers.-HH","East Germany","10","","",""
"Min 1x per week","1994","(Married) couple without C. ","West Germany","293","0.121559871379483","0.108535069014983","0.134584673743983"
"Min 1x per week","1994","(Married) couple without C. ","East Germany","34","0.0322984717872905","0.0211150636436577","0.0434818799309234"
"Min 1x per week","1994","Single parent ","West Germany","41","0.11528341471177","0.0845941187086929","0.145972710714846"
"Min 1x per week","1994","Single parent ","East Germany","1","","",""
"Min 1x per week","1994","Couple + C. LE 16 ","West Germany","225","0.0947497070669602","0.081997021683829","0.107502392450091"
"Min 1x per week","1994","Couple + C. LE 16 ","East Germany","46","0.0452768187052156","0.0323387652566553","0.0582148721537759"
"Min 1x per week","1994","Couple + C. GT 16 ","West Germany","264","0.161302128345072","0.143940027290797","0.178664229399346"
"Min 1x per week","1994","Couple + C. GT 16 ","East Germany","29","","",""
"Min 1x per week","1994","Couple + C. LE and GT 16","West Germany","115","0.138528784867492","0.114826325576306","0.162231244158678"
"Min 1x per week","1994","Couple + C. LE and GT 16","East Germany","15","","",""
"Min 1x per month","1994","1-pers.-HH","West Germany","91","0.0845334541245332","0.0679654799305595","0.101101428318507"
"Min 1x per month","1994","1-pers.-HH","East Germany","14","","",""
"Min 1x per month","1994","(Married) couple without C. ","West Germany","264","0.100932490499816","0.0889255712675479","0.112939409732084"
"Min 1x per month","1994","(Married) couple without C. ","East Germany","27","","",""
"Min 1x per month","1994","Single parent ","West Germany","33","0.071937352435757","0.0471078911138934","0.0967668137576206"
"Min 1x per month","1994","Single parent ","East Germany","5","","",""
"Min 1x per month","1994","Couple + C. LE 16 ","West Germany","238","0.111468926831514","0.097765108563444","0.125172745099585"
"Min 1x per month","1994","Couple + C. LE 16 ","East Germany","26","","",""
"Min 1x per month","1994","Couple + C. GT 16 ","West Germany","231","0.123058439663614","0.107551700250968","0.13856517907626"
"Min 1x per month","1994","Couple + C. GT 16 ","East Germany","38","0.0550153851736961","0.038395294445162","0.0716354759022301"
"Min 1x per month","1994","Couple + C. LE and GT 16","West Germany","116","0.111765048566039","0.0901468278572341","0.133383269274845"
"Min 1x per month","1994","Couple + C. LE and GT 16","East Germany","13","","",""
"Rarely","1994","1-pers.-HH","West Germany","257","0.22507306726515","0.200200191250199","0.2499459432801"
"Rarely","1994","1-pers.-HH","East Germany","53","0.168720728177609","0.127751925568632","0.209689530786587"
"Rarely","1994","(Married) couple without C. ","West Germany","710","0.301909023876475","0.283610586593948","0.320207461159002"
"Rarely","1994","(Married) couple without C. ","East Germany","151","0.146051367949705","0.123711471146973","0.168391264752437"
"Rarely","1994","Single parent ","West Germany","125","0.287856858972553","0.244348433722115","0.331365284222991"
"Rarely","1994","Single parent ","East Germany","19","","",""
"Rarely","1994","Couple + C. LE 16 ","West Germany","742","0.386527673147728","0.365323753239769","0.407731593055686"
"Rarely","1994","Couple + C. LE 16 ","East Germany","175","0.161994350351518","0.139066377306168","0.184922323396868"
"Rarely","1994","Couple + C. GT 16 ","West Germany","553","0.337211303773009","0.314895215587334","0.359527391958683"
"Rarely","1994","Couple + C. GT 16 ","East Germany","99","0.126033889319243","0.101841993258709","0.150225785379777"
"Rarely","1994","Couple + C. LE and GT 16","West Germany","278","0.361688047175783","0.328720504390466","0.394655589961099"
"Rarely","1994","Couple + C. LE and GT 16","East Germany","52","0.131073392022578","0.0960657547552887","0.166081029289866"
"Never","1994","1-pers.-HH","West Germany","580","0.532881537091673","0.50316742782946","0.562595646353885"
"Never","1994","1-pers.-HH","East Germany","244","0.760878373574224","0.714216451617628","0.807540295530819"
"Never","1994","(Married) couple without C. ","West Germany","1151","0.475598614244227","0.455693157447582","0.495504071040871"
"Never","1994","(Married) couple without C. ","East Germany","748","0.796361935835975","0.77088793250568","0.82183593916627"
"Never","1994","Single parent ","West Germany","217","0.52492237387992","0.47693452785907","0.57291021990077"
"Never","1994","Single parent ","East Germany","135","0.854106645175645","0.799409846858131","0.90880344349316"
"Never","1994","Couple + C. LE 16 ","West Germany","821","0.407253692953798","0.385859529253874","0.428647856653721"
"Never","1994","Couple + C. LE 16 ","East Germany","745","0.765045127782472","0.738661894991692","0.791428360573252"
"Never","1994","Couple + C. GT 16 ","West Germany","676","0.378428128218306","0.355534383196467","0.401321873240145"
"Never","1994","Couple + C. GT 16 ","East Germany","557","0.770820679219651","0.740183883911644","0.801457474527658"
"Never","1994","Couple + C. LE and GT 16","West Germany","307","0.388018119390686","0.354583352717327","0.421452886064046"
"Never","1994","Couple + C. LE and GT 16","East Germany","277","0.795154415221272","0.753289229304951","0.837019601137593"
"Daily","1995","1-pers.-HH","West Germany","12","","",""
"Daily","1995","1-pers.-HH","East Germany","","","",""
"Daily","1995","(Married) couple without C. ","West Germany","19","","",""
"Daily","1995","(Married) couple without C. ","East Germany","","","",""
"Daily","1995","Single parent ","West Germany","2","","",""
"Daily","1995","Single parent ","East Germany","","","",""
"Daily","1995","Couple + C. LE 16 ","West Germany","12","","",""
"Daily","1995","Couple + C. LE 16 ","East Germany","1","","",""
"Daily","1995","Couple + C. GT 16 ","West Germany","22","","",""
"Daily","1995","Couple + C. GT 16 ","East Germany","","","",""
"Daily","1995","Couple + C. LE and GT 16","West Germany","12","","",""
"Daily","1995","Couple + C. LE and GT 16","East Germany","1","","",""
"Min 1x per week","1995","1-pers.-HH","West Germany","152","0.14940163875722","0.128514786287742","0.170288491226697"
"Min 1x per week","1995","1-pers.-HH","East Germany","9","","",""
"Min 1x per week","1995","(Married) couple without C. ","West Germany","311","0.123130656813078","0.110316738257574","0.135944575368582"
"Min 1x per week","1995","(Married) couple without C. ","East Germany","35","0.0351547559656663","0.0235707345951291","0.0467387773362035"
"Min 1x per week","1995","Single parent ","West Germany","42","0.117241016610936","0.0874177514293075","0.147064281792564"
"Min 1x per week","1995","Single parent ","East Germany","","","",""
"Min 1x per week","1995","Couple + C. LE 16 ","West Germany","253","0.086681601946548","0.0750478145661218","0.0983153893269742"
"Min 1x per week","1995","Couple + C. LE 16 ","East Germany","35","0.0333336080253455","0.0215667963268483","0.0451004197238428"
"Min 1x per week","1995","Couple + C. GT 16 ","West Germany","291","0.166721837945226","0.149362624018255","0.184081051872197"
"Min 1x per week","1995","Couple + C. GT 16 ","East Germany","25","","",""
"Min 1x per week","1995","Couple + C. LE and GT 16","West Germany","157","0.162314463630625","0.137684394305673","0.186944532955577"
"Min 1x per week","1995","Couple + C. LE and GT 16","East Germany","23","","",""
"Min 1x per month","1995","1-pers.-HH","West Germany","106","0.100151579476726","0.0825623575490854","0.117740801404366"
"Min 1x per month","1995","1-pers.-HH","East Germany","19","","",""
"Min 1x per month","1995","(Married) couple without C. ","West Germany","273","0.100331890174931","0.0886155471510454","0.112048233198818"
"Min 1x per month","1995","(Married) couple without C. ","East Germany","29","","",""
"Min 1x per month","1995","Single parent ","West Germany","44","0.110128576934139","0.0811078709505186","0.13914928291776"
"Min 1x per month","1995","Single parent ","East Germany","6","","",""
"Min 1x per month","1995","Couple + C. LE 16 ","West Germany","293","0.118178610952","0.104830914864813","0.131526307039186"
"Min 1x per month","1995","Couple + C. LE 16 ","East Germany","35","0.0431552297177169","0.0298348442792484","0.0564756151561855"
"Min 1x per month","1995","Couple + C. GT 16 ","West Germany","237","0.122383631796747","0.107120177304401","0.137647086289094"
"Min 1x per month","1995","Couple + C. GT 16 ","East Germany","31","0.0485559518131575","0.0328013318001665","0.0643105718261486"
"Min 1x per month","1995","Couple + C. LE and GT 16","West Germany","103","0.10364684937151","0.0832874883992567","0.124006210343763"
"Min 1x per month","1995","Couple + C. LE and GT 16","East Germany","8","","",""
"Rarely","1995","1-pers.-HH","West Germany","238","0.212222619042595","0.188265718153484","0.236179519931706"
"Rarely","1995","1-pers.-HH","East Germany","52","0.15101049223705","0.112378612162629","0.189642372311472"
"Rarely","1995","(Married) couple without C. ","West Germany","729","0.302017204553795","0.284112398603187","0.319922010504402"
"Rarely","1995","(Married) couple without C. ","East Germany","159","0.159928264601834","0.13687357524279","0.182982953960878"
"Rarely","1995","Single parent ","West Germany","119","0.262320231048994","0.221540518605728","0.303099943492261"
"Rarely","1995","Single parent ","East Germany","28","","",""
"Rarely","1995","Couple + C. LE 16 ","West Germany","765","0.369013240100732","0.349061643629444","0.388964836572021"
"Rarely","1995","Couple + C. LE 16 ","East Germany","134","0.133484982424335","0.111191209006146","0.155778755842525"
"Rarely","1995","Couple + C. GT 16 ","West Germany","519","0.302378910664294","0.280988242033209","0.323769579295379"
"Rarely","1995","Couple + C. GT 16 ","East Germany","116","0.155353951027301","0.128802173593441","0.181905728461162"
