"pli0098_h","year","migback","n","percent","lower_confidence","upper_confidence"
"Daily","2018","no migration background","","","",""
"Daily","2018","direct migration background","","","",""
"Daily","2018","indirect migration background","","","",""
"Min 1x per week","2018","no migration background","","","",""
"Min 1x per week","2018","direct migration background","671","0.21277860565922","0.199855675118852","0.225701536199589"
"Min 1x per week","2018","indirect migration background","","","",""
"Min 1x per month","2018","no migration background","","","",""
"Min 1x per month","2018","direct migration background","374","0.11152262424869","0.101583382284231","0.121461866213149"
"Min 1x per month","2018","indirect migration background","","","",""
"Rarely","2018","no migration background","","","",""
"Rarely","2018","direct migration background","693","0.175075336762012","0.163075696796072","0.187074976727952"
"Rarely","2018","indirect migration background","","","",""
"Never","2018","no migration background","","","",""
"Never","2018","direct migration background","2092","0.492409342168595","0.476623471562627","0.508195212774564"
"Never","2018","indirect migration background","","","",""
"Daily","2019","no migration background","36","0.00197554997739925","0.00136355108109282","0.00258754887370568"
"Daily","2019","direct migration background","37","0.00569481016419879","0.00397952150281729","0.00741009882558029"
"Daily","2019","indirect migration background","","","",""
"Min 1x per week","2019","no migration background","1243","0.061341007140299","0.0580337694263889","0.064648244854209"
"Min 1x per week","2019","direct migration background","954","0.130410591034359","0.122734302502898","0.13808687956582"
"Min 1x per week","2019","indirect migration background","116","0.0584214439199789","0.0472822134410692","0.0695606743988886"
"Min 1x per month","2019","no migration background","1669","0.0741968976161156","0.0705845608848419","0.0778092343473893"
"Min 1x per month","2019","direct migration background","600","0.0794689125694631","0.0733035928515318","0.0856342322873944"
"Min 1x per month","2019","indirect migration background","112","0.0554663525970569","0.0445954829567679","0.0663372222373459"
"Rarely","2019","no migration background","5389","0.261335820216612","0.255280194453729","0.267391445979495"
"Rarely","2019","direct migration background","1709","0.223997130677749","0.214493476403528","0.233500784951971"
"Rarely","2019","indirect migration background","418","0.2617509623669","0.2408730843724","0.282628840361401"
"Never","2019","no migration background","11885","0.601150725049574","0.594401838477263","0.607899611621885"
"Never","2019","direct migration background","4093","0.56042855555423","0.549114648625709","0.571742462482751"
"Never","2019","indirect migration background","1057","0.624361241116064","0.601360388605342","0.647362093626786"
