"pli0098_h","year","age_gr","n","percent","lower_confidence","upper_confidence"
"Never","2017","35-65 y.","10275","0.615596292739419","0.608418899600999","0.622773685877839"
"Never","2017","66 and older","2619","0.486549707938922","0.472769896241183","0.500329519636662"
"Daily","2018","16-34 y.","","","",""
"Daily","2018","35-65 y.","","","",""
"Daily","2018","66 and older","","","",""
"Min 1x per week","2018","16-34 y.","345","0.209030368945104","0.191402807244997","0.226657930645211"
"Min 1x per week","2018","35-65 y.","321","0.221311327550245","0.202015386534232","0.240607268566259"
"Min 1x per week","2018","66 and older","","","",""
"Min 1x per month","2018","16-34 y.","216","0.116327853799017","0.102428484754347","0.130227222843687"
"Min 1x per month","2018","35-65 y.","156","0.101196832335092","0.0871784477922031","0.115215216877982"
"Min 1x per month","2018","66 and older","","","",""
"Rarely","2018","16-34 y.","396","0.182226645316321","0.165491477823321","0.19896181280932"
"Rarely","2018","35-65 y.","293","0.158595091510401","0.141615407483583","0.17557477553722"
"Rarely","2018","66 and older","","","",""
"Never","2018","16-34 y.","1077","0.484854327165436","0.463188348492261","0.506520305838611"
"Never","2018","35-65 y.","995","0.508867874124076","0.485630668493654","0.532105079754499"
"Never","2018","66 and older","","","",""
"Daily","2019","16-34 y.","","","",""
"Daily","2019","35-65 y.","39","0.00229363972778419","0.00157248215745385","0.00301479729811454"
"Daily","2019","66 and older","","","",""
"Min 1x per week","2019","16-34 y.","515","0.0400684389068939","0.035526385052341","0.0446104927614467"
"Min 1x per week","2019","35-65 y.","1248","0.0613979477982117","0.057778987050605","0.0650169085458183"
"Min 1x per week","2019","66 and older","550","0.126622384386347","0.117629465779189","0.135615302993505"
"Min 1x per month","2019","16-34 y.","418","0.0499728292714059","0.0449266123574013","0.0550190461854105"
"Min 1x per month","2019","35-65 y.","1473","0.0755335959713005","0.0715499398476279","0.0795172520949732"
"Min 1x per month","2019","66 and older","490","0.0932794563293174","0.0854149019163796","0.101144010742255"
"Rarely","2019","16-34 y.","1667","0.248145079704115","0.238141607034998","0.258148552373233"
"Rarely","2019","35-65 y.","4452","0.253678642318997","0.247119137088645","0.26023814754935"
"Rarely","2019","66 and older","1397","0.265532742056053","0.253590396025151","0.277475088086955"
"Never","2019","16-34 y.","4547","0.660746872340716","0.649781827277975","0.671711917403457"
"Never","2019","35-65 y.","9691","0.607096174183706","0.599733457789304","0.614458890578108"
"Never","2019","66 and older","2797","0.510424959301676","0.496906724785401","0.523943193817952"
