"pli0098_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Not Employed","1-pers.-HH","9","","",""
"Daily","1990","Not Employed","(Married) couple without C. ","8","","",""
"Daily","1990","Not Employed","Single parent ","1","","",""
"Daily","1990","Not Employed","Couple + C. LE 16 ","5","","",""
"Daily","1990","Not Employed","Couple + C. GT 16 ","7","","",""
"Daily","1990","Not Employed","Couple + C. LE and GT 16","3","","",""
"Daily","1990","Employed","1-pers.-HH","5","","",""
"Daily","1990","Employed","(Married) couple without C. ","5","","",""
"Daily","1990","Employed","Single parent ","1","","",""
"Daily","1990","Employed","Couple + C. LE 16 ","7","","",""
"Daily","1990","Employed","Couple + C. GT 16 ","9","","",""
"Daily","1990","Employed","Couple + C. LE and GT 16","10","","",""
"Min 1x per week","1990","Not Employed","1-pers.-HH","108","0.223413152619152","0.186866533919166","0.259959771319137"
"Min 1x per week","1990","Not Employed","(Married) couple without C. ","182","0.184042790002906","0.159322407283056","0.208763172722757"
"Min 1x per week","1990","Not Employed","Single parent ","25","","",""
"Min 1x per week","1990","Not Employed","Couple + C. LE 16 ","82","0.133819157902018","0.104443562799742","0.163194753004295"
"Min 1x per week","1990","Not Employed","Couple + C. GT 16 ","135","0.208181752149455","0.17715979261836","0.23920371168055"
"Min 1x per week","1990","Not Employed","Couple + C. LE and GT 16","67","0.249950460944886","0.199769725767118","0.300131196122654"
"Min 1x per week","1990","Employed","1-pers.-HH","48","0.0779952719820443","0.0552506787106744","0.100739865253414"
"Min 1x per week","1990","Employed","(Married) couple without C. ","114","0.078547848813969","0.0642285488080041","0.0928671488199339"
"Min 1x per week","1990","Employed","Single parent ","24","","",""
"Min 1x per week","1990","Employed","Couple + C. LE 16 ","175","0.100833062173965","0.0858958935928892","0.115770230755042"
"Min 1x per week","1990","Employed","Couple + C. GT 16 ","207","0.149159504922914","0.130465148025159","0.16785386182067"
"Min 1x per week","1990","Employed","Couple + C. LE and GT 16","88","0.163855274010936","0.134138894178341","0.193571653843531"
"Min 1x per month","1990","Not Employed","1-pers.-HH","80","0.156290856217618","0.124429740396802","0.188151972038434"
"Min 1x per month","1990","Not Employed","(Married) couple without C. ","123","0.137392190073877","0.115431306476496","0.159353073671257"
"Min 1x per month","1990","Not Employed","Single parent ","14","","",""
"Min 1x per month","1990","Not Employed","Couple + C. LE 16 ","73","0.141205759814766","0.111159251669557","0.171252267959976"
"Min 1x per month","1990","Not Employed","Couple + C. GT 16 ","75","0.110927210796956","0.0869320950071774","0.134922326586735"
"Min 1x per month","1990","Not Employed","Couple + C. LE and GT 16","36","0.137033305408166","0.0971790078803184","0.176887602936015"
"Min 1x per month","1990","Employed","1-pers.-HH","42","0.0741633572230782","0.051938481776687","0.0963882326694694"
"Min 1x per month","1990","Employed","(Married) couple without C. ","130","0.076349743177772","0.0622153940593752","0.0904840922961688"
"Min 1x per month","1990","Employed","Single parent ","26","","",""
"Min 1x per month","1990","Employed","Couple + C. LE 16 ","201","0.123448845042768","0.107130399435799","0.139767290649738"
"Min 1x per month","1990","Employed","Couple + C. GT 16 ","155","0.10847875631284","0.0921595443215119","0.124797968304168"
"Min 1x per month","1990","Employed","Couple + C. LE and GT 16","83","0.136982508699159","0.109378807484042","0.164586209914275"
"Rarely","1990","Not Employed","1-pers.-HH","110","0.20530041821098","0.169860376245676","0.240740460176284"
"Rarely","1990","Not Employed","(Married) couple without C. ","279","0.302177542573771","0.272884420778434","0.331470664369107"
"Rarely","1990","Not Employed","Single parent ","39","0.27171630536394","0.201685296043769","0.341747314684111"
"Rarely","1990","Not Employed","Couple + C. LE 16 ","170","0.363238856586649","0.321742719748047","0.404734993425251"
"Rarely","1990","Not Employed","Couple + C. GT 16 ","203","0.332412589641716","0.296418769263165","0.368406410020266"
"Rarely","1990","Not Employed","Couple + C. LE and GT 16","65","0.272461432367585","0.220861919393389","0.324060945341781"
"Rarely","1990","Employed","1-pers.-HH","137","0.260104686625184","0.222896655528663","0.297312717721705"
"Rarely","1990","Employed","(Married) couple without C. ","440","0.329339485715083","0.304325003563979","0.354353967866186"
"Rarely","1990","Employed","Single parent ","97","0.314078191815321","0.262073374598663","0.36608300903198"
"Rarely","1990","Employed","Couple + C. LE 16 ","543","0.361441717879666","0.337609412816411","0.385274022942921"
"Rarely","1990","Employed","Couple + C. GT 16 ","498","0.376482447185278","0.35105763838721","0.401907255983346"
"Rarely","1990","Employed","Couple + C. LE and GT 16","192","0.345698092259363","0.307515751791577","0.383880432727148"
"Never","1990","Not Employed","1-pers.-HH","192","0.40043620358909","0.35744474436217","0.44342766281601"
"Never","1990","Not Employed","(Married) couple without C. ","352","0.370157801474116","0.339356332829788","0.400959270118445"
"Never","1990","Not Employed","Single parent ","76","0.425082406390801","0.347256962449017","0.502907850332584"
"Never","1990","Not Employed","Couple + C. LE 16 ","186","0.357074830917765","0.315733631387304","0.398416030448225"
"Never","1990","Not Employed","Couple + C. GT 16 ","238","0.339440151925762","0.303259795858474","0.375620507993049"
"Never","1990","Not Employed","Couple + C. LE and GT 16","115","0.323687145299652","0.269461887958077","0.377912402641227"
"Never","1990","Employed","1-pers.-HH","302","0.575563837189189","0.533642956109218","0.61748471826916"
"Never","1990","Employed","(Married) couple without C. ","667","0.512525053171049","0.485920746446652","0.539129359895446"
"Never","1990","Employed","Single parent ","158","0.528266623997463","0.472334377058765","0.584198870936161"
"Never","1990","Employed","Couple + C. LE 16 ","635","0.41288873113056","0.388464361570429","0.437313100690691"
"Never","1990","Employed","Couple + C. GT 16 ","526","0.358941036006451","0.333768815244731","0.384113256768172"
"Never","1990","Employed","Couple + C. LE and GT 16","223","0.338873657639352","0.300873438843328","0.376873876435377"
"Daily","1991","Not Employed","1-pers.-HH","","","",""
"Daily","1991","Not Employed","(Married) couple without C. ","","","",""
"Daily","1991","Not Employed","Single parent ","","","",""
"Daily","1991","Not Employed","Couple + C. LE 16 ","","","",""
"Daily","1991","Not Employed","Couple + C. GT 16 ","","","",""
"Daily","1991","Not Employed","Couple + C. LE and GT 16","","","",""
"Daily","1991","Employed","1-pers.-HH","","","",""
"Daily","1991","Employed","(Married) couple without C. ","","","",""
"Daily","1991","Employed","Single parent ","","","",""
"Daily","1991","Employed","Couple + C. LE 16 ","","","",""
"Daily","1991","Employed","Couple + C. GT 16 ","","","",""
"Daily","1991","Employed","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Not Employed","1-pers.-HH","","","",""
"Min 1x per week","1991","Not Employed","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Not Employed","Single parent ","","","",""
"Min 1x per week","1991","Not Employed","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Not Employed","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Not Employed","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Employed","1-pers.-HH","","","",""
"Min 1x per week","1991","Employed","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Employed","Single parent ","","","",""
"Min 1x per week","1991","Employed","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Employed","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Employed","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","Not Employed","1-pers.-HH","","","",""
"Min 1x per month","1991","Not Employed","(Married) couple without C. ","","","",""
"Min 1x per month","1991","Not Employed","Single parent ","","","",""
"Min 1x per month","1991","Not Employed","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","Not Employed","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","Not Employed","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","Employed","1-pers.-HH","","","",""
"Min 1x per month","1991","Employed","(Married) couple without C. ","","","",""
"Min 1x per month","1991","Employed","Single parent ","","","",""
"Min 1x per month","1991","Employed","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","Employed","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","Employed","Couple + C. LE and GT 16","","","",""
"Rarely","1991","Not Employed","1-pers.-HH","","","",""
"Rarely","1991","Not Employed","(Married) couple without C. ","","","",""
"Rarely","1991","Not Employed","Single parent ","","","",""
"Rarely","1991","Not Employed","Couple + C. LE 16 ","","","",""
"Rarely","1991","Not Employed","Couple + C. GT 16 ","","","",""
"Rarely","1991","Not Employed","Couple + C. LE and GT 16","","","",""
"Rarely","1991","Employed","1-pers.-HH","","","",""
"Rarely","1991","Employed","(Married) couple without C. ","","","",""
"Rarely","1991","Employed","Single parent ","","","",""
"Rarely","1991","Employed","Couple + C. LE 16 ","","","",""
"Rarely","1991","Employed","Couple + C. GT 16 ","","","",""
"Rarely","1991","Employed","Couple + C. LE and GT 16","","","",""
"Never","1991","Not Employed","1-pers.-HH","","","",""
"Never","1991","Not Employed","(Married) couple without C. ","","","",""
"Never","1991","Not Employed","Single parent ","","","",""
"Never","1991","Not Employed","Couple + C. LE 16 ","","","",""
"Never","1991","Not Employed","Couple + C. GT 16 ","","","",""
"Never","1991","Not Employed","Couple + C. LE and GT 16","","","",""
"Never","1991","Employed","1-pers.-HH","","","",""
"Never","1991","Employed","(Married) couple without C. ","","","",""
"Never","1991","Employed","Single parent ","","","",""
"Never","1991","Employed","Couple + C. LE 16 ","","","",""
"Never","1991","Employed","Couple + C. GT 16 ","","","",""
"Never","1991","Employed","Couple + C. LE and GT 16","","","",""
"Daily","1992","Not Employed","1-pers.-HH","","","",""
"Daily","1992","Not Employed","(Married) couple without C. ","","","",""
"Daily","1992","Not Employed","Single parent ","","","",""
"Daily","1992","Not Employed","Couple + C. LE 16 ","","","",""
"Daily","1992","Not Employed","Couple + C. GT 16 ","","","",""
"Daily","1992","Not Employed","Couple + C. LE and GT 16","","","",""
"Daily","1992","Employed","1-pers.-HH","","","",""
"Daily","1992","Employed","(Married) couple without C. ","","","",""
"Daily","1992","Employed","Single parent ","","","",""
"Daily","1992","Employed","Couple + C. LE 16 ","","","",""
"Daily","1992","Employed","Couple + C. GT 16 ","","","",""
"Daily","1992","Employed","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","Not Employed","1-pers.-HH","101","0.170184684435207","0.141792976496437","0.198576392373976"
"Min 1x per week","1992","Not Employed","(Married) couple without C. ","202","0.160758792170816","0.141187028632977","0.180330555708655"
"Min 1x per week","1992","Not Employed","Single parent ","22","","",""
"Min 1x per week","1992","Not Employed","Couple + C. LE 16 ","65","0.096014618112025","0.0720588881942681","0.119970348029782"
"Min 1x per week","1992","Not Employed","Couple + C. GT 16 ","143","0.192746991600403","0.16529270660879","0.220201276592017"
"Min 1x per week","1992","Not Employed","Couple + C. LE and GT 16","57","0.219293414428362","0.172627332864973","0.265959495991751"
"Min 1x per week","1992","Employed","1-pers.-HH","45","0.0622770178613105","0.0438961829071611","0.08065785281546"
"Min 1x per week","1992","Employed","(Married) couple without C. ","124","0.0713747375534768","0.0597833348786267","0.0829661402283269"
"Min 1x per week","1992","Employed","Single parent ","27","","",""
"Min 1x per week","1992","Employed","Couple + C. LE 16 ","197","0.0773431158806143","0.0672406816393441","0.0874455501218846"
"Min 1x per week","1992","Employed","Couple + C. GT 16 ","202","0.121611884646692","0.107007717590678","0.136216051702706"
"Min 1x per week","1992","Employed","Couple + C. LE and GT 16","98","0.121413349596064","0.0994438701675608","0.143382829024567"
"Min 1x per month","1992","Not Employed","1-pers.-HH","92","0.139490794108429","0.11331552877832","0.165666059438538"
"Min 1x per month","1992","Not Employed","(Married) couple without C. ","128","0.0999610797376537","0.0839785578822058","0.115943601593102"
"Min 1x per month","1992","Not Employed","Single parent ","13","","",""
"Min 1x per month","1992","Not Employed","Couple + C. LE 16 ","75","0.118152123488058","0.0919052470186335","0.144398999957483"
"Min 1x per month","1992","Not Employed","Couple + C. GT 16 ","75","0.0954398287473546","0.0749897467482817","0.115889910746427"
