"pli0098_h","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Daily","1998","Hesse","secondary school degree","","","",""
"Daily","1998","Hesse","college entrance qualification","1","","",""
"Daily","1998","Hesse","Other degree","3","","",""
"Daily","1998","Hesse","no degree/no degree yet","4","","",""
"Daily","1998","Rhineland-Palatinate,Saarland","lower secondary degree","2","","",""
"Daily","1998","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Daily","1998","Rhineland-Palatinate,Saarland","college entrance qualification","2","","",""
"Daily","1998","Rhineland-Palatinate,Saarland","Other degree","1","","",""
"Daily","1998","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Daily","1998","Baden-Württemberg","lower secondary degree","5","","",""
"Daily","1998","Baden-Württemberg","secondary school degree","","","",""
"Daily","1998","Baden-Württemberg","college entrance qualification","","","",""
"Daily","1998","Baden-Württemberg","Other degree","5","","",""
"Daily","1998","Baden-Württemberg","no degree/no degree yet","3","","",""
"Daily","1998","Bavaria","lower secondary degree","6","","",""
"Daily","1998","Bavaria","secondary school degree","1","","",""
"Daily","1998","Bavaria","college entrance qualification","","","",""
"Daily","1998","Bavaria","Other degree","3","","",""
"Daily","1998","Bavaria","no degree/no degree yet","1","","",""
"Daily","1998","Berlin","lower secondary degree","","","",""
"Daily","1998","Berlin","secondary school degree","","","",""
"Daily","1998","Berlin","college entrance qualification","1","","",""
"Daily","1998","Berlin","Other degree","","","",""
"Daily","1998","Berlin","no degree/no degree yet","","","",""
"Daily","1998","Brandenburg","lower secondary degree","","","",""
"Daily","1998","Brandenburg","secondary school degree","","","",""
"Daily","1998","Brandenburg","college entrance qualification","","","",""
"Daily","1998","Brandenburg","Other degree","","","",""
"Daily","1998","Brandenburg","no degree/no degree yet","1","","",""
"Daily","1998","Mecklenburg-Western Pomerania","lower secondary degree","1","","",""
"Daily","1998","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Daily","1998","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Daily","1998","Mecklenburg-Western Pomerania","Other degree","","","",""
"Daily","1998","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Daily","1998","Saxony","lower secondary degree","","","",""
"Daily","1998","Saxony","secondary school degree","","","",""
"Daily","1998","Saxony","college entrance qualification","1","","",""
"Daily","1998","Saxony","Other degree","","","",""
"Daily","1998","Saxony","no degree/no degree yet","","","",""
"Daily","1998","Saxony-Anhalt","lower secondary degree","1","","",""
"Daily","1998","Saxony-Anhalt","secondary school degree","1","","",""
"Daily","1998","Saxony-Anhalt","college entrance qualification","","","",""
"Daily","1998","Saxony-Anhalt","Other degree","","","",""
"Daily","1998","Saxony-Anhalt","no degree/no degree yet","1","","",""
"Daily","1998","Thuringia","lower secondary degree","","","",""
"Daily","1998","Thuringia","secondary school degree","1","","",""
"Daily","1998","Thuringia","college entrance qualification","","","",""
"Daily","1998","Thuringia","Other degree","","","",""
"Daily","1998","Thuringia","no degree/no degree yet","","","",""
"Min 1x per week","1998","Schleswig-Holstein","lower secondary degree","9","","",""
"Min 1x per week","1998","Schleswig-Holstein","secondary school degree","3","","",""
"Min 1x per week","1998","Schleswig-Holstein","college entrance qualification","3","","",""
"Min 1x per week","1998","Schleswig-Holstein","Other degree","2","","",""
"Min 1x per week","1998","Schleswig-Holstein","no degree/no degree yet","1","","",""
"Min 1x per week","1998","Hamburg","lower secondary degree","","","",""
"Min 1x per week","1998","Hamburg","secondary school degree","2","","",""
"Min 1x per week","1998","Hamburg","college entrance qualification","1","","",""
"Min 1x per week","1998","Hamburg","Other degree","4","","",""
"Min 1x per week","1998","Hamburg","no degree/no degree yet","1","","",""
"Min 1x per week","1998","Lower Saxony","lower secondary degree","36","0.077459747429546","0.0531627663711056","0.101756728487986"
"Min 1x per week","1998","Lower Saxony","secondary school degree","14","","",""
"Min 1x per week","1998","Lower Saxony","college entrance qualification","8","","",""
"Min 1x per week","1998","Lower Saxony","Other degree","18","","",""
"Min 1x per week","1998","Lower Saxony","no degree/no degree yet","6","","",""
"Min 1x per week","1998","Bremen","lower secondary degree","2","","",""
"Min 1x per week","1998","Bremen","secondary school degree","1","","",""
"Min 1x per week","1998","Bremen","college entrance qualification","1","","",""
"Min 1x per week","1998","Bremen","Other degree","2","","",""
"Min 1x per week","1998","Bremen","no degree/no degree yet","","","",""
"Min 1x per week","1998","North Rhine-Westphalia","lower secondary degree","133","0.112980281367774","0.0945714216387845","0.131389141096763"
"Min 1x per week","1998","North Rhine-Westphalia","secondary school degree","60","0.118051111718965","0.0912064244673098","0.14489579897062"
"Min 1x per week","1998","North Rhine-Westphalia","college entrance qualification","59","0.129107774608676","0.0999486394228305","0.158266909794522"
"Min 1x per week","1998","North Rhine-Westphalia","Other degree","56","0.278058658033621","0.223281348584604","0.332835967482638"
"Min 1x per week","1998","North Rhine-Westphalia","no degree/no degree yet","29","","",""
"Min 1x per week","1998","Hesse","lower secondary degree","30","0.0889465263495186","0.0597428121877498","0.118150240511287"
"Min 1x per week","1998","Hesse","secondary school degree","5","","",""
"Min 1x per week","1998","Hesse","college entrance qualification","8","","",""
"Min 1x per week","1998","Hesse","Other degree","19","","",""
"Min 1x per week","1998","Hesse","no degree/no degree yet","10","","",""
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","lower secondary degree","60","0.156648111466852","0.122491840111738","0.190804382821966"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","secondary school degree","14","","",""
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","college entrance qualification","14","","",""
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","Other degree","16","","",""
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","no degree/no degree yet","5","","",""
"Min 1x per week","1998","Baden-Württemberg","lower secondary degree","108","0.151628037418497","0.12622903749676","0.177027037340234"
"Min 1x per week","1998","Baden-Württemberg","secondary school degree","29","","",""
"Min 1x per week","1998","Baden-Württemberg","college entrance qualification","24","","",""
"Min 1x per week","1998","Baden-Württemberg","Other degree","44","0.177892763953173","0.127923815664905","0.227861712241442"
"Min 1x per week","1998","Baden-Württemberg","no degree/no degree yet","30","0.122044892528435","0.0720987354819844","0.171991049574885"
"Min 1x per week","1998","Bavaria","lower secondary degree","150","0.199212536957649","0.172023877727452","0.226401196187846"
"Min 1x per week","1998","Bavaria","secondary school degree","47","0.149754652629291","0.115172762145231","0.184336543113351"
"Min 1x per week","1998","Bavaria","college entrance qualification","30","0.149551330813385","0.106854082422797","0.192248579203972"
"Min 1x per week","1998","Bavaria","Other degree","17","","",""
"Min 1x per week","1998","Bavaria","no degree/no degree yet","18","","",""
"Min 1x per week","1998","Berlin","lower secondary degree","7","","",""
"Min 1x per week","1998","Berlin","secondary school degree","10","","",""
"Min 1x per week","1998","Berlin","college entrance qualification","4","","",""
"Min 1x per week","1998","Berlin","Other degree","4","","",""
"Min 1x per week","1998","Berlin","no degree/no degree yet","2","","",""
"Min 1x per week","1998","Brandenburg","lower secondary degree","4","","",""
"Min 1x per week","1998","Brandenburg","secondary school degree","3","","",""
"Min 1x per week","1998","Brandenburg","college entrance qualification","2","","",""
"Min 1x per week","1998","Brandenburg","Other degree","","","",""
"Min 1x per week","1998","Brandenburg","no degree/no degree yet","1","","",""
"Min 1x per week","1998","Mecklenburg-Western Pomerania","lower secondary degree","2","","",""
"Min 1x per week","1998","Mecklenburg-Western Pomerania","secondary school degree","3","","",""
"Min 1x per week","1998","Mecklenburg-Western Pomerania","college entrance qualification","4","","",""
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Other degree","","","",""
"Min 1x per week","1998","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Min 1x per week","1998","Saxony","lower secondary degree","14","","",""
"Min 1x per week","1998","Saxony","secondary school degree","24","","",""
"Min 1x per week","1998","Saxony","college entrance qualification","5","","",""
"Min 1x per week","1998","Saxony","Other degree","1","","",""
"Min 1x per week","1998","Saxony","no degree/no degree yet","2","","",""
"Min 1x per week","1998","Saxony-Anhalt","lower secondary degree","2","","",""
"Min 1x per week","1998","Saxony-Anhalt","secondary school degree","12","","",""
"Min 1x per week","1998","Saxony-Anhalt","college entrance qualification","2","","",""
"Min 1x per week","1998","Saxony-Anhalt","Other degree","","","",""
"Min 1x per week","1998","Saxony-Anhalt","no degree/no degree yet","","","",""
"Min 1x per week","1998","Thuringia","lower secondary degree","12","","",""
"Min 1x per week","1998","Thuringia","secondary school degree","19","","",""
"Min 1x per week","1998","Thuringia","college entrance qualification","1","","",""
"Min 1x per week","1998","Thuringia","Other degree","","","",""
"Min 1x per week","1998","Thuringia","no degree/no degree yet","1","","",""
"Min 1x per month","1998","Schleswig-Holstein","lower secondary degree","3","","",""
"Min 1x per month","1998","Schleswig-Holstein","secondary school degree","7","","",""
"Min 1x per month","1998","Schleswig-Holstein","college entrance qualification","7","","",""
"Min 1x per month","1998","Schleswig-Holstein","Other degree","2","","",""
"Min 1x per month","1998","Schleswig-Holstein","no degree/no degree yet","1","","",""
"Min 1x per month","1998","Hamburg","lower secondary degree","3","","",""
"Min 1x per month","1998","Hamburg","secondary school degree","","","",""
"Min 1x per month","1998","Hamburg","college entrance qualification","2","","",""
"Min 1x per month","1998","Hamburg","Other degree","2","","",""
"Min 1x per month","1998","Hamburg","no degree/no degree yet","3","","",""
"Min 1x per month","1998","Lower Saxony","lower secondary degree","33","0.0812759652043245","0.0564391891458155","0.106112741262834"
"Min 1x per month","1998","Lower Saxony","secondary school degree","20","","",""
"Min 1x per month","1998","Lower Saxony","college entrance qualification","18","","",""
"Min 1x per month","1998","Lower Saxony","Other degree","12","","",""
"Min 1x per month","1998","Lower Saxony","no degree/no degree yet","9","","",""
"Min 1x per month","1998","Bremen","lower secondary degree","5","","",""
"Min 1x per month","1998","Bremen","secondary school degree","1","","",""
"Min 1x per month","1998","Bremen","college entrance qualification","","","",""
"Min 1x per month","1998","Bremen","Other degree","","","",""
"Min 1x per month","1998","Bremen","no degree/no degree yet","","","",""
"Min 1x per month","1998","North Rhine-Westphalia","lower secondary degree","110","0.114429007533882","0.0959176323880516","0.132940382679713"
"Min 1x per month","1998","North Rhine-Westphalia","secondary school degree","57","0.0972014773759932","0.0725562146488693","0.121846740103117"
"Min 1x per month","1998","North Rhine-Westphalia","college entrance qualification","43","0.0825639497281951","0.0586308271013311","0.106497072355059"
"Min 1x per month","1998","North Rhine-Westphalia","Other degree","36","0.141256853728789","0.0986756498660096","0.183838057591569"
"Min 1x per month","1998","North Rhine-Westphalia","no degree/no degree yet","24","","",""
"Min 1x per month","1998","Hesse","lower secondary degree","39","0.112352330661435","0.0799547178855013","0.14474994343737"
"Min 1x per month","1998","Hesse","secondary school degree","12","","",""
"Min 1x per month","1998","Hesse","college entrance qualification","10","","",""
"Min 1x per month","1998","Hesse","Other degree","12","","",""
"Min 1x per month","1998","Hesse","no degree/no degree yet","8","","",""
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","lower secondary degree","56","0.133193885093284","0.101263321129567","0.165124449057001"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","secondary school degree","10","","",""
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","college entrance qualification","9","","",""
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","Other degree","10","","",""
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","no degree/no degree yet","3","","",""
"Min 1x per month","1998","Baden-Württemberg","lower secondary degree","122","0.191556756197039","0.163688665758343","0.219424846635735"
"Min 1x per month","1998","Baden-Württemberg","secondary school degree","40","0.156272597305599","0.1145526175608","0.197992577050397"
"Min 1x per month","1998","Baden-Württemberg","college entrance qualification","27","","",""
"Min 1x per month","1998","Baden-Württemberg","Other degree","40","0.126022015606727","0.0826579204127067","0.169386110800747"
"Min 1x per month","1998","Baden-Württemberg","no degree/no degree yet","29","","",""
"Min 1x per month","1998","Bavaria","lower secondary degree","128","0.137181906772305","0.11376233956267","0.16060147398194"
"Min 1x per month","1998","Bavaria","secondary school degree","57","0.112175848916566","0.0815914748445762","0.142760222988555"
"Min 1x per month","1998","Bavaria","college entrance qualification","35","0.161612251588453","0.117542531093637","0.205681972083268"
"Min 1x per month","1998","Bavaria","Other degree","19","","",""
"Min 1x per month","1998","Bavaria","no degree/no degree yet","9","","",""
"Min 1x per month","1998","Berlin","lower secondary degree","3","","",""
"Min 1x per month","1998","Berlin","secondary school degree","8","","",""
"Min 1x per month","1998","Berlin","college entrance qualification","6","","",""
"Min 1x per month","1998","Berlin","Other degree","5","","",""
"Min 1x per month","1998","Berlin","no degree/no degree yet","1","","",""
"Min 1x per month","1998","Brandenburg","lower secondary degree","7","","",""
"Min 1x per month","1998","Brandenburg","secondary school degree","8","","",""
"Min 1x per month","1998","Brandenburg","college entrance qualification","4","","",""
"Min 1x per month","1998","Brandenburg","Other degree","","","",""
"Min 1x per month","1998","Brandenburg","no degree/no degree yet","","","",""
"Min 1x per month","1998","Mecklenburg-Western Pomerania","lower secondary degree","5","","",""
"Min 1x per month","1998","Mecklenburg-Western Pomerania","secondary school degree","6","","",""
"Min 1x per month","1998","Mecklenburg-Western Pomerania","college entrance qualification","5","","",""
"Min 1x per month","1998","Mecklenburg-Western Pomerania","Other degree","","","",""
"Min 1x per month","1998","Mecklenburg-Western Pomerania","no degree/no degree yet","2","","",""
"Min 1x per month","1998","Saxony","lower secondary degree","21","","",""
"Min 1x per month","1998","Saxony","secondary school degree","35","0.0681567374510944","0.0465994421595961","0.0897140327425927"
"Min 1x per month","1998","Saxony","college entrance qualification","11","","",""
"Min 1x per month","1998","Saxony","Other degree","","","",""
"Min 1x per month","1998","Saxony","no degree/no degree yet","1","","",""
"Min 1x per month","1998","Saxony-Anhalt","lower secondary degree","9","","",""
"Min 1x per month","1998","Saxony-Anhalt","secondary school degree","8","","",""
"Min 1x per month","1998","Saxony-Anhalt","college entrance qualification","","","",""
"Min 1x per month","1998","Saxony-Anhalt","Other degree","","","",""
"Min 1x per month","1998","Saxony-Anhalt","no degree/no degree yet","","","",""
"Min 1x per month","1998","Thuringia","lower secondary degree","17","","",""
"Min 1x per month","1998","Thuringia","secondary school degree","16","","",""
"Min 1x per month","1998","Thuringia","college entrance qualification","10","","",""
"Min 1x per month","1998","Thuringia","Other degree","","","",""
"Min 1x per month","1998","Thuringia","no degree/no degree yet","1","","",""
"Rarely","1998","Schleswig-Holstein","lower secondary degree","49","0.362128541488296","0.283355423665572","0.440901659311021"
"Rarely","1998","Schleswig-Holstein","secondary school degree","36","0.46463495712592","0.364342739585701","0.56492717466614"
"Rarely","1998","Schleswig-Holstein","college entrance qualification","29","","",""
"Rarely","1998","Schleswig-Holstein","Other degree","3","","",""
"Rarely","1998","Schleswig-Holstein","no degree/no degree yet","6","","",""
"Rarely","1998","Hamburg","lower secondary degree","17","","",""
"Rarely","1998","Hamburg","secondary school degree","7","","",""
"Rarely","1998","Hamburg","college entrance qualification","6","","",""
"Rarely","1998","Hamburg","Other degree","5","","",""
"Rarely","1998","Hamburg","no degree/no degree yet","2","","",""
"Rarely","1998","Lower Saxony","lower secondary degree","162","0.339798464247539","0.296748719025248","0.382848209469831"
"Rarely","1998","Lower Saxony","secondary school degree","102","0.350705802623773","0.298258063988438","0.403153541259108"
"Rarely","1998","Lower Saxony","college entrance qualification","72","0.416533981773141","0.346250997854605","0.486816965691676"
"Rarely","1998","Lower Saxony","Other degree","28","","",""
"Rarely","1998","Lower Saxony","no degree/no degree yet","17","","",""
"Rarely","1998","Bremen","lower secondary degree","15","","",""
"Rarely","1998","Bremen","secondary school degree","6","","",""
"Rarely","1998","Bremen","college entrance qualification","1","","",""
"Rarely","1998","Bremen","Other degree","1","","",""
"Rarely","1998","Bremen","no degree/no degree yet","","","",""
"Rarely","1998","North Rhine-Westphalia","lower secondary degree","386","0.343030517457093","0.315424872210139","0.370636162704048"
"Rarely","1998","North Rhine-Westphalia","secondary school degree","180","0.307133212131921","0.268754547245308","0.345511877018533"
"Rarely","1998","North Rhine-Westphalia","college entrance qualification","179","0.349394068446627","0.307933714246304","0.390854422646951"
"Rarely","1998","North Rhine-Westphalia","Other degree","62","0.209379047209895","0.159636010010566","0.259122084409224"
"Rarely","1998","North Rhine-Westphalia","no degree/no degree yet","61","0.319765018723852","0.255921602586046","0.383608434861658"
"Rarely","1998","Hesse","lower secondary degree","138","0.383807831866758","0.333917469066147","0.433698194667369"
"Rarely","1998","Hesse","secondary school degree","77","0.415608962954712","0.341743017415346","0.489474908494078"
"Rarely","1998","Hesse","college entrance qualification","58","0.324584977793301","0.254814032759272","0.39435592282733"
"Rarely","1998","Hesse","Other degree","25","","",""
"Rarely","1998","Hesse","no degree/no degree yet","14","","",""
"Rarely","1998","Rhineland-Palatinate,Saarland","lower secondary degree","147","0.31542126900425","0.271753535534229","0.359089002474272"
"Rarely","1998","Rhineland-Palatinate,Saarland","secondary school degree","53","0.3654109029634","0.285068354829508","0.445753451097292"
"Rarely","1998","Rhineland-Palatinate,Saarland","college entrance qualification","32","0.326499440609377","0.226810075684414","0.426188805534339"
"Rarely","1998","Rhineland-Palatinate,Saarland","Other degree","24","","",""
"Rarely","1998","Rhineland-Palatinate,Saarland","no degree/no degree yet","21","","",""
"Rarely","1998","Baden-Württemberg","lower secondary degree","283","0.331751730707252","0.298408381094268","0.365095080320237"
"Rarely","1998","Baden-Württemberg","secondary school degree","116","0.390491471234478","0.334438677079102","0.446544265389853"
"Rarely","1998","Baden-Württemberg","college entrance qualification","95","0.355932492725519","0.297734108147302","0.414130877303737"
"Rarely","1998","Baden-Württemberg","Other degree","69","0.328290155325552","0.266931389105956","0.389648921545149"
"Rarely","1998","Baden-Württemberg","no degree/no degree yet","56","0.318563316544233","0.247471967513187","0.389654665575279"
"Rarely","1998","Bavaria","lower secondary degree","278","0.338374772322799","0.306165876088532","0.370583668557066"
"Rarely","1998","Bavaria","secondary school degree","147","0.380390325674717","0.333340256789124","0.42744039456031"
"Rarely","1998","Bavaria","college entrance qualification","87","0.257247776745353","0.204914432377355","0.30958112111335"
"Rarely","1998","Bavaria","Other degree","46","0.25821635433053","0.187225539217101","0.329207169443959"
"Rarely","1998","Bavaria","no degree/no degree yet","32","0.328605309484404","0.234646238535996","0.422564380432811"
"Rarely","1998","Berlin","lower secondary degree","19","","",""
"Rarely","1998","Berlin","secondary school degree","22","","",""
"Rarely","1998","Berlin","college entrance qualification","21","","",""
"Rarely","1998","Berlin","Other degree","5","","",""
"Rarely","1998","Berlin","no degree/no degree yet","2","","",""
"Rarely","1998","Brandenburg","lower secondary degree","38","0.220561598254945","0.162954313952201","0.27816888255769"
"Rarely","1998","Brandenburg","secondary school degree","42","0.138135222769776","0.0975021197905433","0.178768325749009"
"Rarely","1998","Brandenburg","college entrance qualification","18","","",""
"Rarely","1998","Brandenburg","Other degree","","","",""
"Rarely","1998","Brandenburg","no degree/no degree yet","3","","",""
"Rarely","1998","Mecklenburg-Western Pomerania","lower secondary degree","17","","",""
"Rarely","1998","Mecklenburg-Western Pomerania","secondary school degree","28","","",""
"Rarely","1998","Mecklenburg-Western Pomerania","college entrance qualification","16","","",""
"Rarely","1998","Mecklenburg-Western Pomerania","Other degree","","","",""
"Rarely","1998","Mecklenburg-Western Pomerania","no degree/no degree yet","3","","",""
"Rarely","1998","Saxony","lower secondary degree","68","0.177940851554279","0.140829448384294","0.215052254724265"
"Rarely","1998","Saxony","secondary school degree","75","0.144001852714251","0.113969532110189","0.174034173318313"
"Rarely","1998","Saxony","college entrance qualification","38","0.247263453892352","0.181831284104066","0.312695623680638"
"Rarely","1998","Saxony","Other degree","2","","",""
"Rarely","1998","Saxony","no degree/no degree yet","5","","",""
"Rarely","1998","Saxony-Anhalt","lower secondary degree","39","0.129598797308807","0.0886162956728087","0.170581298944805"
"Rarely","1998","Saxony-Anhalt","secondary school degree","54","0.148464536956562","0.107752107923002","0.189176965990123"
"Rarely","1998","Saxony-Anhalt","college entrance qualification","19","","",""
"Rarely","1998","Saxony-Anhalt","Other degree","","","",""
"Rarely","1998","Saxony-Anhalt","no degree/no degree yet","5","","",""
"Rarely","1998","Thuringia","lower secondary degree","59","0.195779689362579","0.147823843808845","0.243735534916313"
"Rarely","1998","Thuringia","secondary school degree","97","0.240881006681165","0.195692803030372","0.286069210331957"
"Rarely","1998","Thuringia","college entrance qualification","16","","",""
"Rarely","1998","Thuringia","Other degree","3","","",""
"Rarely","1998","Thuringia","no degree/no degree yet","5","","",""
"Never","1998","Schleswig-Holstein","lower secondary degree","82","0.549716079952388","0.468171985948165","0.631260173956611"
"Never","1998","Schleswig-Holstein","secondary school degree","49","0.481502293326105","0.381027091262087","0.581977495390124"
"Never","1998","Schleswig-Holstein","college entrance qualification","24","","",""
"Never","1998","Schleswig-Holstein","Other degree","1","","",""
"Never","1998","Schleswig-Holstein","no degree/no degree yet","12","","",""
"Never","1998","Hamburg","lower secondary degree","43","0.729657500998421","0.619985819031235","0.839329182965607"
"Never","1998","Hamburg","secondary school degree","22","","",""
"Never","1998","Hamburg","college entrance qualification","17","","",""
"Never","1998","Hamburg","Other degree","4","","",""
"Never","1998","Hamburg","no degree/no degree yet","2","","",""
"Never","1998","Lower Saxony","lower secondary degree","231","0.498732158195121","0.453286727599856","0.544177588790385"
"Never","1998","Lower Saxony","secondary school degree","181","0.571496085185866","0.517106147917734","0.625886022453998"
"Never","1998","Lower Saxony","college entrance qualification","90","0.417923420849386","0.347607186234511","0.48823965546426"
"Never","1998","Lower Saxony","Other degree","32","0.408527743559096","0.307531467272307","0.509524019845885"
"Never","1998","Lower Saxony","no degree/no degree yet","28","","",""
"Never","1998","Bremen","lower secondary degree","28","","",""
"Never","1998","Bremen","secondary school degree","14","","",""
"Never","1998","Bremen","college entrance qualification","8","","",""
"Never","1998","Bremen","Other degree","4","","",""
"Never","1998","Bremen","no degree/no degree yet","2","","",""
"Never","1998","North Rhine-Westphalia","lower secondary degree","503","0.427307003171603","0.398540314924057","0.456073691419149"
"Never","1998","North Rhine-Westphalia","secondary school degree","255","0.471707903457009","0.430176631457776","0.513239175456242"
"Never","1998","North Rhine-Westphalia","college entrance qualification","226","0.437961426656253","0.394817742578885","0.481105110733622"
"Never","1998","North Rhine-Westphalia","Other degree","89","0.326187411988728","0.268870248760865","0.383504575216592"
"Never","1998","North Rhine-Westphalia","no degree/no degree yet","84","0.398298630099802","0.331284548988693","0.465312711210912"
"Never","1998","Hesse","lower secondary degree","154","0.399404646308364","0.349158911805596","0.449650380811132"
"Never","1998","Hesse","secondary school degree","77","0.455156491362873","0.380517408074837","0.529795574650909"
"Never","1998","Hesse","college entrance qualification","96","0.550477174700671","0.476351173601392","0.62460317579995"
"Never","1998","Hesse","Other degree","45","0.479922501121696","0.383904865010128","0.575940137233265"
"Never","1998","Hesse","no degree/no degree yet","41","0.478565505735088","0.366988859504907","0.590142151965268"
"Never","1998","Rhineland-Palatinate,Saarland","lower secondary degree","170","0.39035961591487","0.344516643663834","0.436202588165907"
"Never","1998","Rhineland-Palatinate,Saarland","secondary school degree","61","0.437476845454409","0.354710022382676","0.520243668526142"
"Never","1998","Rhineland-Palatinate,Saarland","college entrance qualification","28","","",""
"Never","1998","Rhineland-Palatinate,Saarland","Other degree","25","","",""
"Never","1998","Rhineland-Palatinate,Saarland","no degree/no degree yet","10","","",""
"Never","1998","Baden-Württemberg","lower secondary degree","248","0.318779279898842","0.285778616276192","0.351779943521493"
"Never","1998","Baden-Württemberg","secondary school degree","106","0.376565641028855","0.320896142535774","0.432235139521937"
"Never","1998","Baden-Württemberg","college entrance qualification","114","0.488169500840373","0.427410612542568","0.548928389138178"
"Never","1998","Baden-Württemberg","Other degree","67","0.344563448639411","0.282468429810769","0.406658467468053"
"Never","1998","Baden-Württemberg","no degree/no degree yet","47","0.369744319433918","0.29608711046242","0.443401528405416"
"Never","1998","Bavaria","lower secondary degree","267","0.315606377334993","0.283969275831779","0.347243478838207"
"Never","1998","Bavaria","secondary school degree","157","0.356279332597882","0.309867311765529","0.402691353430236"
"Never","1998","Bavaria","college entrance qualification","116","0.43158864085281","0.372289681619334","0.490887600086286"
"Never","1998","Bavaria","Other degree","61","0.543990025602229","0.463200640519296","0.624779410685163"
"Never","1998","Bavaria","no degree/no degree yet","36","0.403376950929648","0.305243283937943","0.501510617921353"
"Never","1998","Berlin","lower secondary degree","92","0.745547250804003","0.667941024446257","0.823153477161749"
"Never","1998","Berlin","secondary school degree","153","0.777501029224646","0.718821864120552","0.836180194328741"
"Never","1998","Berlin","college entrance qualification","106","0.735444876221108","0.66185099632199","0.809038756120227"
"Never","1998","Berlin","Other degree","14","","",""
"Never","1998","Berlin","no degree/no degree yet","17","","",""
"Never","1998","Brandenburg","lower secondary degree","150","0.710391539524552","0.647371878102284","0.773411200946821"
"Never","1998","Brandenburg","secondary school degree","224","0.814980728048909","0.769251869617631","0.860709586480186"
"Never","1998","Brandenburg","college entrance qualification","69","0.72616256044689","0.635532982752965","0.816792138140815"
"Never","1998","Brandenburg","Other degree","11","","",""
"Never","1998","Brandenburg","no degree/no degree yet","17","","",""
"Never","1998","Mecklenburg-Western Pomerania","lower secondary degree","88","0.75027218885836","0.670463210991936","0.830081166724785"
"Never","1998","Mecklenburg-Western Pomerania","secondary school degree","165","0.789696374774705","0.733497728019406","0.845895021530004"
"Never","1998","Mecklenburg-Western Pomerania","college entrance qualification","38","0.632697485835938","0.513658882920142","0.751736088751734"
"Never","1998","Mecklenburg-Western Pomerania","Other degree","2","","",""
"Never","1998","Mecklenburg-Western Pomerania","no degree/no degree yet","10","","",""
"Never","1998","Saxony","lower secondary degree","305","0.732546503290526","0.689596841388228","0.775496165192824"
"Never","1998","Saxony","secondary school degree","391","0.741759717126217","0.704321767477366","0.779197666775068"
"Never","1998","Saxony","college entrance qualification","112","0.615527878156058","0.541746604761524","0.689309151550592"
"Never","1998","Saxony","Other degree","5","","",""
"Never","1998","Saxony","no degree/no degree yet","25","","",""
"Never","1998","Saxony-Anhalt","lower secondary degree","207","0.827809429190307","0.781740501317388","0.873878357063226"
"Never","1998","Saxony-Anhalt","secondary school degree","218","0.781354472548146","0.734027510133594","0.828681434962697"
"Never","1998","Saxony-Anhalt","college entrance qualification","68","0.747290596481309","0.65700706305771","0.837574129904909"
"Never","1998","Saxony-Anhalt","Other degree","8","","",""
"Never","1998","Saxony-Anhalt","no degree/no degree yet","15","","",""
"Never","1998","Thuringia","lower secondary degree","175","0.697947081492895","0.642456026365432","0.753438136620357"
"Never","1998","Thuringia","secondary school degree","211","0.642143765985778","0.591486785558169","0.692800746413386"
"Never","1998","Thuringia","college entrance qualification","47","0.612862308905579","0.501881875769109","0.72384274204205"
"Never","1998","Thuringia","Other degree","3","","",""
"Never","1998","Thuringia","no degree/no degree yet","12","","",""
"Daily","1999","Schleswig-Holstein","lower secondary degree","","","",""
"Daily","1999","Schleswig-Holstein","secondary school degree","","","",""
"Daily","1999","Schleswig-Holstein","college entrance qualification","","","",""
"Daily","1999","Schleswig-Holstein","Other degree","","","",""
"Daily","1999","Schleswig-Holstein","no degree/no degree yet","","","",""
"Daily","1999","Hamburg","lower secondary degree","","","",""
"Daily","1999","Hamburg","secondary school degree","","","",""
"Daily","1999","Hamburg","college entrance qualification","","","",""
"Daily","1999","Hamburg","Other degree","","","",""
"Daily","1999","Hamburg","no degree/no degree yet","","","",""
"Daily","1999","Lower Saxony","lower secondary degree","","","",""
"Daily","1999","Lower Saxony","secondary school degree","","","",""
"Daily","1999","Lower Saxony","college entrance qualification","","","",""
"Daily","1999","Lower Saxony","Other degree","","","",""
"Daily","1999","Lower Saxony","no degree/no degree yet","","","",""
"Daily","1999","Bremen","lower secondary degree","","","",""
"Daily","1999","Bremen","secondary school degree","","","",""
"Daily","1999","Bremen","college entrance qualification","","","",""
