"pli0098_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Daily","2008","inadequately","Female","4","","",""
"Daily","2008","general elemantary","Male","6","","",""
"Daily","2008","general elemantary","Female","8","","",""
"Daily","2008","middle vocational","Male","14","","",""
"Daily","2008","middle vocational","Female","18","","",""
"Daily","2008","vocational + Abi","Male","2","","",""
"Daily","2008","vocational + Abi","Female","3","","",""
"Daily","2008","higher vocational","Male","1","","",""
"Daily","2008","higher vocational","Female","1","","",""
"Daily","2008","higher education","Male","14","","",""
"Daily","2008","higher education","Female","4","","",""
"Min 1x per week","2008","in school","Male","14","","",""
"Min 1x per week","2008","in school","Female","17","","",""
"Min 1x per week","2008","inadequately","Male","4","","",""
"Min 1x per week","2008","inadequately","Female","15","","",""
"Min 1x per week","2008","general elemantary","Male","36","0.0431887531717103","0.0273402584005093","0.0590372479429114"
"Min 1x per week","2008","general elemantary","Female","182","0.13294060080374","0.115156278640714","0.150724922966766"
"Min 1x per week","2008","middle vocational","Male","308","0.0672124195524988","0.0599829239451837","0.074441915159814"
"Min 1x per week","2008","middle vocational","Female","406","0.0811905564441272","0.0737114210181137","0.0886696918701407"
"Min 1x per week","2008","vocational + Abi","Male","20","","",""
"Min 1x per week","2008","vocational + Abi","Female","44","0.0703041083997475","0.0506952500759099","0.089912966723585"
"Min 1x per week","2008","higher vocational","Male","64","0.0720575877087174","0.0545185716690676","0.0895966037483672"
"Min 1x per week","2008","higher vocational","Female","50","0.0968841538780169","0.0729346021135435","0.12083370564249"
"Min 1x per week","2008","higher education","Male","181","0.0689583952633742","0.0585940883140276","0.0793227022127208"
"Min 1x per week","2008","higher education","Female","142","0.0817509033962106","0.0694345095588732","0.0940672972335481"
"Min 1x per month","2008","in school","Male","11","","",""
"Min 1x per month","2008","in school","Female","11","","",""
"Min 1x per month","2008","inadequately","Male","6","","",""
"Min 1x per month","2008","inadequately","Female","13","","",""
"Min 1x per month","2008","general elemantary","Male","43","0.0684505421103881","0.0487634779534902","0.0881376062672861"
"Min 1x per month","2008","general elemantary","Female","161","0.110787529332529","0.0943463758268863","0.127228682838172"
"Min 1x per month","2008","middle vocational","Male","315","0.0592634591815898","0.0524460499978011","0.0660808683653784"
"Min 1x per month","2008","middle vocational","Female","530","0.104738706024247","0.096353486837332","0.113123925211162"
"Min 1x per month","2008","vocational + Abi","Male","29","","",""
"Min 1x per month","2008","vocational + Abi","Female","64","0.0828633755528626","0.0617192451206774","0.104007505985048"
"Min 1x per month","2008","higher vocational","Male","68","0.0904621093402071","0.0710063311466922","0.109917887533722"
"Min 1x per month","2008","higher vocational","Female","77","0.101713152385241","0.0772396930870318","0.12618661168345"
"Min 1x per month","2008","higher education","Male","201","0.0787553113756717","0.0677376460991079","0.0897729766522356"
"Min 1x per month","2008","higher education","Female","212","0.118091889975143","0.103584852350996","0.13259892759929"
"Rarely","2008","in school","Male","64","0.362510710627006","0.290246960108788","0.434774461145224"
"Rarely","2008","in school","Female","73","0.382686157250505","0.312266009731085","0.453106304769926"
"Rarely","2008","inadequately","Male","17","","",""
"Rarely","2008","inadequately","Female","22","","",""
"Rarely","2008","general elemantary","Male","162","0.22366132169477","0.191174246975184","0.256148396414355"
"Rarely","2008","general elemantary","Female","384","0.282049544448694","0.258477675810122","0.305621413087266"
"Rarely","2008","middle vocational","Male","1324","0.277448194681674","0.26452061263748","0.290375776725869"
"Rarely","2008","middle vocational","Female","1602","0.312584451044763","0.299891012804713","0.325277889284813"
"Rarely","2008","vocational + Abi","Male","149","0.365772891718366","0.320717788478107","0.410827994958625"
"Rarely","2008","vocational + Abi","Female","226","0.35954759933934","0.322742065097542","0.396353133581138"
"Rarely","2008","higher vocational","Male","279","0.330664290583011","0.29875475383046","0.362573827335562"
"Rarely","2008","higher vocational","Female","185","0.299062235964719","0.26199247373188","0.336131998197558"
"Rarely","2008","higher education","Male","696","0.321414927125265","0.302312114256005","0.340517739994526"
"Rarely","2008","higher education","Female","568","0.288968207828137","0.268591849249019","0.309344566407255"
"Never","2008","in school","Male","81","0.486764138882479","0.41162929039968","0.561898987365279"
"Never","2008","in school","Female","82","0.477735518487754","0.405365021124314","0.550106015851193"
"Never","2008","inadequately","Male","44","0.597615930675092","0.485124838561271","0.710107022788913"
"Never","2008","inadequately","Female","60","0.523890177297828","0.432211283594713","0.615569071000944"
"Never","2008","general elemantary","Male","385","0.651698892252722","0.614554738263433","0.688843046242011"
"Never","2008","general elemantary","Female","665","0.469787622105411","0.443644359267839","0.495930884942983"
"Never","2008","middle vocational","Male","2647","0.593429921060658","0.579247698945706","0.60761214317561"
"Never","2008","middle vocational","Female","2567","0.498011435079699","0.484319889307274","0.511702980852123"
"Never","2008","vocational + Abi","Male","239","0.51628597960463","0.469538808542371","0.56303315066689"
"Never","2008","vocational + Abi","Female","316","0.485309966791589","0.446976863020735","0.523643070562444"
"Never","2008","higher vocational","Male","423","0.504851338135138","0.470939259235179","0.538763417035097"
"Never","2008","higher vocational","Female","273","0.502140983381032","0.461658671551214","0.542623295210851"
"Never","2008","higher education","Male","1204","0.526509106787976","0.506086042327203","0.546932171248748"
"Never","2008","higher education","Female","975","0.508270805984907","0.485797466523213","0.530744145446602"
"Daily","2009","in school","Male","","","",""
"Daily","2009","in school","Female","","","",""
"Daily","2009","inadequately","Male","","","",""
"Daily","2009","inadequately","Female","","","",""
"Daily","2009","general elemantary","Male","","","",""
"Daily","2009","general elemantary","Female","","","",""
"Daily","2009","middle vocational","Male","","","",""
"Daily","2009","middle vocational","Female","","","",""
"Daily","2009","vocational + Abi","Male","","","",""
"Daily","2009","vocational + Abi","Female","","","",""
"Daily","2009","higher vocational","Male","","","",""
"Daily","2009","higher vocational","Female","","","",""
"Daily","2009","higher education","Male","","","",""
"Daily","2009","higher education","Female","","","",""
"Min 1x per week","2009","in school","Male","13","","",""
"Min 1x per week","2009","in school","Female","14","","",""
"Min 1x per week","2009","inadequately","Male","6","","",""
"Min 1x per week","2009","inadequately","Female","9","","",""
"Min 1x per week","2009","general elemantary","Male","42","0.0693996116424303","0.0482948414157638","0.0905043818690968"
"Min 1x per week","2009","general elemantary","Female","145","0.11817509369368","0.100236348588605","0.136113838798756"
"Min 1x per week","2009","middle vocational","Male","276","0.0615846255845045","0.0543783022972513","0.0687909488717576"
"Min 1x per week","2009","middle vocational","Female","394","0.0833158139872675","0.0754846540089809","0.0911469739655541"
"Min 1x per week","2009","vocational + Abi","Male","20","","",""
"Min 1x per week","2009","vocational + Abi","Female","45","0.0674582981352363","0.0475218346071596","0.087394761663313"
"Min 1x per week","2009","higher vocational","Male","50","0.0642516345147843","0.047076947209599","0.0814263218199696"
"Min 1x per week","2009","higher vocational","Female","47","0.0888474891968149","0.0650038497700544","0.112691128623575"
"Min 1x per week","2009","higher education","Male","187","0.0695659162989162","0.058895955238215","0.0802358773596174"
"Min 1x per week","2009","higher education","Female","144","0.0856483034508234","0.0728894065684506","0.0984072003331961"
"Min 1x per month","2009","in school","Male","16","","",""
"Min 1x per month","2009","in school","Female","17","","",""
"Min 1x per month","2009","inadequately","Male","7","","",""
"Min 1x per month","2009","inadequately","Female","12","","",""
"Min 1x per month","2009","general elemantary","Male","39","0.0661102620717607","0.045475344688911","0.0867451794546104"
"Min 1x per month","2009","general elemantary","Female","154","0.126618087596383","0.108138687328296","0.145097487864469"
"Min 1x per month","2009","middle vocational","Male","292","0.054775658297868","0.0479547645732182","0.0615965520225177"
"Min 1x per month","2009","middle vocational","Female","447","0.0931641025841528","0.0849276318479977","0.101400573320308"
"Min 1x per month","2009","vocational + Abi","Male","22","","",""
"Min 1x per month","2009","vocational + Abi","Female","52","0.0711909383903234","0.0507513624121777","0.0916305143684692"
"Min 1x per month","2009","higher vocational","Male","64","0.0836804502467373","0.064284873856939","0.103076026636536"
"Min 1x per month","2009","higher vocational","Female","72","0.106882437336342","0.0809906568067754","0.13277421786591"
"Min 1x per month","2009","higher education","Male","201","0.095760719521088","0.0834195261049334","0.108101912937243"
"Min 1x per month","2009","higher education","Female","195","0.110279568409785","0.0959981475234633","0.124560989296107"
"Rarely","2009","in school","Male","57","0.323114973266968","0.252606593621646","0.39362335291229"
"Rarely","2009","in school","Female","55","0.357041073059688","0.278511944684462","0.435570201434915"
"Rarely","2009","inadequately","Male","11","","",""
"Rarely","2009","inadequately","Female","23","","",""
"Rarely","2009","general elemantary","Male","118","0.19259954830867","0.159850957288534","0.225348139328806"
"Rarely","2009","general elemantary","Female","364","0.287833772207996","0.262674419534421","0.312993124881571"
"Rarely","2009","middle vocational","Male","1186","0.27708108278179","0.263664921692094","0.290497243871486"
"Rarely","2009","middle vocational","Female","1457","0.297262411281964","0.284310940332587","0.310213882231341"
"Rarely","2009","vocational + Abi","Male","135","0.343774687907702","0.296816075741438","0.390733300073967"
"Rarely","2009","vocational + Abi","Female","205","0.348329842870478","0.310458948653725","0.386200737087231"
"Rarely","2009","higher vocational","Male","266","0.368752097346971","0.334958499337342","0.402545695356599"
"Rarely","2009","higher vocational","Female","184","0.323086393210496","0.283895931148498","0.362276855272494"
"Rarely","2009","higher education","Male","626","0.296209603813922","0.277060740031924","0.315358467595921"
"Rarely","2009","higher education","Female","538","0.274163559587515","0.253824945466338","0.294502173708691"
"Never","2009","in school","Male","83","0.547508205190139","0.472466030891728","0.622550379488551"
"Never","2009","in school","Female","57","0.420172252257","0.339273233499645","0.501071271014355"
"Never","2009","inadequately","Male","45","0.673201560686764","0.562529985926508","0.78387313544702"
"Never","2009","inadequately","Female","55","0.608434048174161","0.512286169011617","0.704581927336705"
"Never","2009","general elemantary","Male","358","0.671890577977139","0.632898254043172","0.710882901911106"
"Never","2009","general elemantary","Female","581","0.467373046501941","0.439647424221684","0.495098668782198"
"Never","2009","middle vocational","Male","2521","0.606558633335838","0.591914744084279","0.621202522587396"
"Never","2009","middle vocational","Female","2486","0.526257672146616","0.512108767473967","0.540406576819265"
"Never","2009","vocational + Abi","Male","216","0.538219365148952","0.488930441548847","0.587508288749056"
"Never","2009","vocational + Abi","Female","306","0.513020920603962","0.473290881602131","0.552750959605794"
"Never","2009","higher vocational","Male","403","0.483315817891508","0.448313621476716","0.518318014306299"
"Never","2009","higher vocational","Female","244","0.481183680256347","0.439312356919382","0.523055003593312"
"Never","2009","higher education","Male","1170","0.538463760366073","0.517556221270704","0.559371299461442"
"Never","2009","higher education","Female","971","0.529908568551876","0.507152944705697","0.552664192398055"
"Daily","2010","in school","Male","","","",""
"Daily","2010","in school","Female","","","",""
"Daily","2010","inadequately","Male","","","",""
"Daily","2010","inadequately","Female","","","",""
"Daily","2010","general elemantary","Male","","","",""
"Daily","2010","general elemantary","Female","","","",""
"Daily","2010","middle vocational","Male","","","",""
"Daily","2010","middle vocational","Female","","","",""
"Daily","2010","vocational + Abi","Male","","","",""
"Daily","2010","vocational + Abi","Female","","","",""
"Daily","2010","higher vocational","Male","","","",""
"Daily","2010","higher vocational","Female","","","",""
"Daily","2010","higher education","Male","","","",""
"Daily","2010","higher education","Female","","","",""
"Min 1x per week","2010","in school","Male","","","",""
"Min 1x per week","2010","in school","Female","","","",""
"Min 1x per week","2010","inadequately","Male","","","",""
"Min 1x per week","2010","inadequately","Female","","","",""
"Min 1x per week","2010","general elemantary","Male","","","",""
"Min 1x per week","2010","general elemantary","Female","","","",""
"Min 1x per week","2010","middle vocational","Male","","","",""
"Min 1x per week","2010","middle vocational","Female","","","",""
"Min 1x per week","2010","vocational + Abi","Male","","","",""
"Min 1x per week","2010","vocational + Abi","Female","","","",""
"Min 1x per week","2010","higher vocational","Male","","","",""
"Min 1x per week","2010","higher vocational","Female","","","",""
"Min 1x per week","2010","higher education","Male","","","",""
"Min 1x per week","2010","higher education","Female","","","",""
"Min 1x per month","2010","in school","Male","","","",""
"Min 1x per month","2010","in school","Female","","","",""
"Min 1x per month","2010","inadequately","Male","","","",""
"Min 1x per month","2010","inadequately","Female","","","",""
"Min 1x per month","2010","general elemantary","Male","","","",""
"Min 1x per month","2010","general elemantary","Female","","","",""
"Min 1x per month","2010","middle vocational","Male","","","",""
"Min 1x per month","2010","middle vocational","Female","","","",""
"Min 1x per month","2010","vocational + Abi","Male","","","",""
"Min 1x per month","2010","vocational + Abi","Female","","","",""
"Min 1x per month","2010","higher vocational","Male","","","",""
"Min 1x per month","2010","higher vocational","Female","","","",""
"Min 1x per month","2010","higher education","Male","","","",""
"Min 1x per month","2010","higher education","Female","","","",""
"Rarely","2010","in school","Male","","","",""
"Rarely","2010","in school","Female","","","",""
"Rarely","2010","inadequately","Male","","","",""
"Rarely","2010","inadequately","Female","","","",""
"Rarely","2010","general elemantary","Male","","","",""
"Rarely","2010","general elemantary","Female","","","",""
"Rarely","2010","middle vocational","Male","","","",""
"Rarely","2010","middle vocational","Female","","","",""
"Rarely","2010","vocational + Abi","Male","","","",""
"Rarely","2010","vocational + Abi","Female","","","",""
"Rarely","2010","higher vocational","Male","","","",""
"Rarely","2010","higher vocational","Female","","","",""
"Rarely","2010","higher education","Male","","","",""
"Rarely","2010","higher education","Female","","","",""
"Never","2010","in school","Male","","","",""
"Never","2010","in school","Female","","","",""
"Never","2010","inadequately","Male","","","",""
"Never","2010","inadequately","Female","","","",""
"Never","2010","general elemantary","Male","","","",""
"Never","2010","general elemantary","Female","","","",""
"Never","2010","middle vocational","Male","","","",""
"Never","2010","middle vocational","Female","","","",""
"Never","2010","vocational + Abi","Male","","","",""
"Never","2010","vocational + Abi","Female","","","",""
"Never","2010","higher vocational","Male","","","",""
"Never","2010","higher vocational","Female","","","",""
"Never","2010","higher education","Male","","","",""
"Never","2010","higher education","Female","","","",""
"Daily","2011","in school","Male","","","",""
"Daily","2011","in school","Female","","","",""
"Daily","2011","inadequately","Male","","","",""
"Daily","2011","inadequately","Female","","","",""
"Daily","2011","general elemantary","Male","","","",""
"Daily","2011","general elemantary","Female","","","",""
"Daily","2011","middle vocational","Male","","","",""
"Daily","2011","middle vocational","Female","","","",""
"Daily","2011","vocational + Abi","Male","","","",""
"Daily","2011","vocational + Abi","Female","","","",""
"Daily","2011","higher vocational","Male","","","",""
"Daily","2011","higher vocational","Female","","","",""
"Daily","2011","higher education","Male","","","",""
"Daily","2011","higher education","Female","","","",""
"Min 1x per week","2011","in school","Male","17","","",""
"Min 1x per week","2011","in school","Female","26","","",""
"Min 1x per week","2011","inadequately","Male","13","","",""
"Min 1x per week","2011","inadequately","Female","16","","",""
"Min 1x per week","2011","general elemantary","Male","74","0.0775288276928189","0.0604238187731508","0.094633836612487"
"Min 1x per week","2011","general elemantary","Female","222","0.125844894615363","0.111391754947107","0.14029803428362"
"Min 1x per week","2011","middle vocational","Male","430","0.0637880119194545","0.0576893783382625","0.0698866455006465"
"Min 1x per week","2011","middle vocational","Female","702","0.0882886068052994","0.0819749318697189","0.0946022817408799"
"Min 1x per week","2011","vocational + Abi","Male","44","0.0684285294521652","0.0492678075568645","0.0875892513474659"
"Min 1x per week","2011","vocational + Abi","Female","129","0.0816255183360419","0.0669550859460691","0.0962959507260146"
"Min 1x per week","2011","higher vocational","Male","99","0.0830524454950459","0.0670681386335788","0.099036752356513"
"Min 1x per week","2011","higher vocational","Female","70","0.0918957115500395","0.0706169206013636","0.113174502498715"
"Min 1x per week","2011","higher education","Male","301","0.0776465972816209","0.068384517824814","0.0869086767384278"
"Min 1x per week","2011","higher education","Female","251","0.0793706500718956","0.0696960675161952","0.089045232627596"
"Min 1x per month","2011","in school","Male","19","","",""
"Min 1x per month","2011","in school","Female","29","","",""
"Min 1x per month","2011","inadequately","Male","13","","",""
"Min 1x per month","2011","inadequately","Female","17","","",""
"Min 1x per month","2011","general elemantary","Male","60","0.0572598842482678","0.0423992781883027","0.0721204903082329"
"Min 1x per month","2011","general elemantary","Female","202","0.130129941454938","0.115468861640316","0.144791021269559"
"Min 1x per month","2011","middle vocational","Male","458","0.0594395533532492","0.0535388058284676","0.0653403008780308"
"Min 1x per month","2011","middle vocational","Female","811","0.0988899130047815","0.0922468844642186","0.105532941545344"
"Min 1x per month","2011","vocational + Abi","Male","47","0.0735380834442781","0.0537294227262069","0.0933467441623493"
"Min 1x per month","2011","vocational + Abi","Female","147","0.0968961326307747","0.0810456639941362","0.112746601267413"
"Min 1x per month","2011","higher vocational","Male","115","0.086307037429229","0.0700414934488748","0.102572581409583"
"Min 1x per month","2011","higher vocational","Female","78","0.0758781841461664","0.0563727986402662","0.0953835696520666"
"Min 1x per month","2011","higher education","Male","325","0.0876952394156291","0.0779058277781188","0.0974846510531395"
"Min 1x per month","2011","higher education","Female","394","0.112281111791174","0.100981827372482","0.123580396209865"
"Rarely","2011","in school","Male","72","0.311025038971531","0.251713450093462","0.370336627849601"
"Rarely","2011","in school","Female","68","0.256720659919965","0.201340324534184","0.312100995305746"
"Rarely","2011","inadequately","Male","24","","",""
"Rarely","2011","inadequately","Female","39","0.174155947778107","0.126956118389692","0.221355777166521"
"Rarely","2011","general elemantary","Male","197","0.203389885521309","0.177644293732918","0.229135477309701"
"Rarely","2011","general elemantary","Female","508","0.255841650855558","0.236827871345879","0.274855430365237"
"Rarely","2011","middle vocational","Male","1596","0.255330598226632","0.244448588882809","0.266212607570455"
"Rarely","2011","middle vocational","Female","2088","0.279892285259232","0.269901597383364","0.289882973135099"
"Rarely","2011","vocational + Abi","Male","199","0.293339179698345","0.258786978714884","0.327891380681806"
"Rarely","2011","vocational + Abi","Female","410","0.308192684280537","0.283451312680477","0.332934055880597"
"Rarely","2011","higher vocational","Male","348","0.301980174908339","0.275387106996933","0.328573242819744"
"Rarely","2011","higher vocational","Female","214","0.294471780659041","0.260897207662619","0.328046353655462"
"Rarely","2011","higher education","Male","911","0.287228486221592","0.271568638556271","0.302888333886912"
"Rarely","2011","higher education","Female","848","0.283153414601136","0.267029003203457","0.299277825998816"
"Never","2011","in school","Male","126","0.592122801714055","0.529156125544223","0.655089477883886"
"Never","2011","in school","Female","116","0.56703300450004","0.50421549624401","0.629850512756069"
"Never","2011","inadequately","Male","113","0.559925831550362","0.483721004960041","0.636130658140684"
"Never","2011","inadequately","Female","176","0.688342961858683","0.63069776080918","0.745988162908186"
"Never","2011","general elemantary","Male","608","0.661821402537604","0.631562110834332","0.692080694240877"
"Never","2011","general elemantary","Female","1091","0.488183513074141","0.466401458612914","0.509965567535368"
"Never","2011","middle vocational","Male","3684","0.621441836500664","0.60933745898401","0.633546214017319"
"Never","2011","middle vocational","Female","4156","0.532929194930688","0.5218265279775","0.544031861883875"
"Never","2011","vocational + Abi","Male","377","0.564694207405212","0.527068119687879","0.602320295122544"
"Never","2011","vocational + Abi","Female","652","0.513285664752646","0.486504055408451","0.540067274096842"
"Never","2011","higher vocational","Male","583","0.528660342167386","0.499746839595624","0.557573844739148"
"Never","2011","higher vocational","Female","346","0.537754323644754","0.501029489219468","0.574479158070039"
"Never","2011","higher education","Male","1670","0.547429677081158","0.530202829318582","0.564656524843735"
"Never","2011","higher education","Female","1506","0.525194823535794","0.507322632451244","0.543067014620345"
"Daily","2012","in school","Male","","","",""
"Daily","2012","in school","Female","","","",""
"Daily","2012","inadequately","Male","","","",""
"Daily","2012","inadequately","Female","","","",""
"Daily","2012","general elemantary","Male","","","",""
"Daily","2012","general elemantary","Female","","","",""
"Daily","2012","middle vocational","Male","","","",""
"Daily","2012","middle vocational","Female","","","",""
"Daily","2012","vocational + Abi","Male","","","",""
"Daily","2012","vocational + Abi","Female","","","",""
"Daily","2012","higher vocational","Male","","","",""
"Daily","2012","higher vocational","Female","","","",""
"Daily","2012","higher education","Male","","","",""
"Daily","2012","higher education","Female","","","",""
"Min 1x per week","2012","in school","Male","","","",""
"Min 1x per week","2012","in school","Female","","","",""
"Min 1x per week","2012","inadequately","Male","","","",""
"Min 1x per week","2012","inadequately","Female","","","",""
"Min 1x per week","2012","general elemantary","Male","","","",""
"Min 1x per week","2012","general elemantary","Female","","","",""
"Min 1x per week","2012","middle vocational","Male","","","",""
"Min 1x per week","2012","middle vocational","Female","","","",""
"Min 1x per week","2012","vocational + Abi","Male","","","",""
"Min 1x per week","2012","vocational + Abi","Female","","","",""
"Min 1x per week","2012","higher vocational","Male","","","",""
"Min 1x per week","2012","higher vocational","Female","","","",""
"Min 1x per week","2012","higher education","Male","","","",""
"Min 1x per week","2012","higher education","Female","","","",""
"Min 1x per month","2012","in school","Male","","","",""
"Min 1x per month","2012","in school","Female","","","",""
"Min 1x per month","2012","inadequately","Male","","","",""
"Min 1x per month","2012","inadequately","Female","","","",""
"Min 1x per month","2012","general elemantary","Male","","","",""
"Min 1x per month","2012","general elemantary","Female","","","",""
"Min 1x per month","2012","middle vocational","Male","","","",""
"Min 1x per month","2012","middle vocational","Female","","","",""
"Min 1x per month","2012","vocational + Abi","Male","","","",""
"Min 1x per month","2012","vocational + Abi","Female","","","",""
"Min 1x per month","2012","higher vocational","Male","","","",""
"Min 1x per month","2012","higher vocational","Female","","","",""
"Min 1x per month","2012","higher education","Male","","","",""
"Min 1x per month","2012","higher education","Female","","","",""
"Rarely","2012","in school","Male","","","",""
"Rarely","2012","in school","Female","","","",""
"Rarely","2012","inadequately","Male","","","",""
"Rarely","2012","inadequately","Female","","","",""
"Rarely","2012","general elemantary","Male","","","",""
"Rarely","2012","general elemantary","Female","","","",""
"Rarely","2012","middle vocational","Male","","","",""
"Rarely","2012","middle vocational","Female","","","",""
"Rarely","2012","vocational + Abi","Male","","","",""
"Rarely","2012","vocational + Abi","Female","","","",""
"Rarely","2012","higher vocational","Male","","","",""
"Rarely","2012","higher vocational","Female","","","",""
"Rarely","2012","higher education","Male","","","",""
"Rarely","2012","higher education","Female","","","",""
"Never","2012","in school","Male","","","",""
"Never","2012","in school","Female","","","",""
"Never","2012","inadequately","Male","","","",""
"Never","2012","inadequately","Female","","","",""
"Never","2012","general elemantary","Male","","","",""
"Never","2012","general elemantary","Female","","","",""
"Never","2012","middle vocational","Male","","","",""
"Never","2012","middle vocational","Female","","","",""
"Never","2012","vocational + Abi","Male","","","",""
"Never","2012","vocational + Abi","Female","","","",""
"Never","2012","higher vocational","Male","","","",""
"Never","2012","higher vocational","Female","","","",""
"Never","2012","higher education","Male","","","",""
"Never","2012","higher education","Female","","","",""
"Daily","2013","in school","Male","","","",""
"Daily","2013","in school","Female","1","","",""
"Daily","2013","inadequately","Male","1","","",""
"Daily","2013","inadequately","Female","","","",""
"Daily","2013","general elemantary","Male","5","","",""
"Daily","2013","general elemantary","Female","1","","",""
"Daily","2013","middle vocational","Male","13","","",""
"Daily","2013","middle vocational","Female","13","","",""
"Daily","2013","vocational + Abi","Male","","","",""
"Daily","2013","vocational + Abi","Female","","","",""
"Daily","2013","higher vocational","Male","","","",""
"Daily","2013","higher vocational","Female","1","","",""
"Daily","2013","higher education","Male","9","","",""
"Daily","2013","higher education","Female","7","","",""
"Min 1x per week","2013","in school","Male","18","","",""
"Min 1x per week","2013","in school","Female","14","","",""
"Min 1x per week","2013","inadequately","Male","9","","",""
"Min 1x per week","2013","inadequately","Female","8","","",""
"Min 1x per week","2013","general elemantary","Male","62","0.0697237753720693","0.0527907479702514","0.0866568027738873"
"Min 1x per week","2013","general elemantary","Female","195","0.141478539265993","0.125022462152727","0.15793461637926"
"Min 1x per week","2013","middle vocational","Male","377","0.0620878359357682","0.0556811389261814","0.068494532945355"
"Min 1x per week","2013","middle vocational","Female","602","0.0868625174034081","0.0802450750040933","0.0934799598027229"
"Min 1x per week","2013","vocational + Abi","Male","31","0.0644167856283739","0.0449352176088555","0.0838983536478922"
"Min 1x per week","2013","vocational + Abi","Female","99","0.0778043670469827","0.0623897544633424","0.093218979630623"
"Min 1x per week","2013","higher vocational","Male","88","0.0910840250454409","0.0735123786961687","0.108655671394713"
"Min 1x per week","2013","higher vocational","Female","58","0.109623045445309","0.0854750830178283","0.133771007872789"
"Min 1x per week","2013","higher education","Male","271","0.0796017755814133","0.069857304860566","0.0893462463022606"
"Min 1x per week","2013","higher education","Female","234","0.0737330750884394","0.0641402012230759","0.0833259489538029"
"Min 1x per month","2013","in school","Male","19","","",""
"Min 1x per month","2013","in school","Female","17","","",""
"Min 1x per month","2013","inadequately","Male","7","","",""
"Min 1x per month","2013","inadequately","Female","12","","",""
"Min 1x per month","2013","general elemantary","Male","58","0.0614314552446818","0.0454665405589184","0.0773963699304452"
"Min 1x per month","2013","general elemantary","Female","180","0.121388622439223","0.105968321294416","0.136808923584031"
"Min 1x per month","2013","middle vocational","Male","360","0.0556740609181304","0.04958658509155","0.0617615367447108"
"Min 1x per month","2013","middle vocational","Female","667","0.0940182871141413","0.0871606932315478","0.100875880996735"
"Min 1x per month","2013","vocational + Abi","Male","41","0.035412060750098","0.0207454526512172","0.0500786688489787"
"Min 1x per month","2013","vocational + Abi","Female","129","0.0988877366922888","0.0817094532254868","0.116066020159091"
"Min 1x per month","2013","higher vocational","Male","105","0.0855395045084739","0.0684592114390446","0.102619797577903"
"Min 1x per month","2013","higher vocational","Female","88","0.110193242997713","0.0859903134548077","0.134396172540618"
"Min 1x per month","2013","higher education","Male","318","0.0957643418728473","0.0851705430794772","0.106358140666217"
"Min 1x per month","2013","higher education","Female","348","0.111295413688281","0.0997511343435995","0.122839693032963"
"Rarely","2013","in school","Male","52","0.167066925939029","0.116970287643353","0.217163564234706"
"Rarely","2013","in school","Female","72","0.319842661546731","0.259825287733904","0.379860035359557"
"Rarely","2013","inadequately","Male","19","","",""
"Rarely","2013","inadequately","Female","33","0.201539186173221","0.144499405838754","0.258578966507689"
"Rarely","2013","general elemantary","Male","172","0.203670391858534","0.176894214008028","0.230446569709041"
"Rarely","2013","general elemantary","Female","384","0.220623821294617","0.201044158078977","0.240203484510258"
"Rarely","2013","middle vocational","Male","1399","0.254850963662951","0.243281464686151","0.266420462639751"
"Rarely","2013","middle vocational","Female","1920","0.282365092845466","0.271788076883613","0.29294210880732"
"Rarely","2013","vocational + Abi","Male","174","0.266477192813663","0.231392311903342","0.301562073723985"
"Rarely","2013","vocational + Abi","Female","356","0.28463820282131","0.258670797159456","0.310605608483165"
"Rarely","2013","higher vocational","Male","349","0.309741945105827","0.281503860769759","0.337980029441895"
"Rarely","2013","higher vocational","Female","187","0.247492870647754","0.214136463936877","0.280849277358631"
"Rarely","2013","higher education","Male","864","0.296479148362168","0.280037530290527","0.312920766433809"
"Rarely","2013","higher education","Female","825","0.273235664337221","0.256878237795816","0.289593090878626"
"Never","2013","in school","Male","124","0.656353513532934","0.592573713912374","0.720133313153495"
"Never","2013","in school","Female","128","0.600152407698916","0.537117355389571","0.663187460008261"
"Never","2013","inadequately","Male","102","0.735867192505664","0.662310965894342","0.809423419116985"
"Never","2013","inadequately","Female","137","0.668488180003462","0.601550960899247","0.735425399107677"
"Never","2013","general elemantary","Male","572","0.663054858182096","0.631628610211529","0.694481106152662"
"Never","2013","general elemantary","Female","963","0.516294117423682","0.492697773080636","0.539890461766729"
"Never","2013","middle vocational","Male","3301","0.624492544026582","0.611636044119892","0.637349043933272"
"Never","2013","middle vocational","Female","3756","0.534273508190557","0.522552818439491","0.545994197941623"
"Never","2013","vocational + Abi","Male","364","0.633693960807865","0.595460377992216","0.671927543623514"
"Never","2013","vocational + Abi","Female","576","0.538669693439418","0.509982612389953","0.567356774488883"
"Never","2013","higher vocational","Male","488","0.513634525340258","0.483110770832962","0.544158279847554"
"Never","2013","higher vocational","Female","309","0.532676631291895","0.494112533440125","0.571240729143666"
"Never","2013","higher education","Male","1502","0.524945576382523","0.506967723804643","0.542923428960403"
"Never","2013","higher education","Female","1437","0.540024472134789","0.521729844846819","0.558319099422759"
"Daily","2014","in school","Male","","","",""
"Daily","2014","in school","Female","","","",""
"Daily","2014","inadequately","Male","","","",""
"Daily","2014","inadequately","Female","","","",""
"Daily","2014","general elemantary","Male","","","",""
