"plh0225","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","93","0.0310490743114965","0.0247878455608466","0.0373103030621463"
"1 Strongly disagree","2005","(Married) couple without C. ","228","0.0372580178674667","0.0328225457770649","0.0416934899578685"
"1 Strongly disagree","2005","Single parent ","34","0.0300698087663624","0.019977574559581","0.0401620429731439"
"1 Strongly disagree","2005","Couple + C. LE 16 ","59","0.0193090421335987","0.0148762605336578","0.0237418237335396"
"1 Strongly disagree","2005","Couple + C. GT 16 ","78","0.0256068118913322","0.0204795602353202","0.0307340635473443"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","34","0.0247042620237284","0.0173364250964773","0.0320720989509796"
"2 on scale 1-7 ","2005","1-pers.-HH","156","0.0530755730002313","0.0449829491040062","0.0611681968964563"
"2 on scale 1-7 ","2005","(Married) couple without C. ","413","0.0632258584335477","0.0575263180303663","0.0689253988367291"
"2 on scale 1-7 ","2005","Single parent ","55","0.0553557785683387","0.0418422934946559","0.0688692636420215"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","197","0.0564115490675479","0.0489795575554272","0.0638435405796685"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","179","0.0530683294759511","0.0457919257388287","0.0603447332130736"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","100","0.07117663957941","0.0589721055067004","0.0833811736521195"
"3 on scale 1-7 ","2005","1-pers.-HH","315","0.100456296839426","0.089604939439771","0.11130765423908"
"3 on scale 1-7 ","2005","(Married) couple without C. ","793","0.118315560183788","0.11075154237592","0.125879577991656"
"3 on scale 1-7 ","2005","Single parent ","98","0.0959370052832505","0.0785332016804381","0.113340808886063"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","382","0.120165167268678","0.109690993917653","0.130639340619704"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","385","0.107463747805084","0.0974110255751854","0.117516470034982"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","167","0.0961409297244464","0.0821485875039268","0.110133271944966"
"4 on scale 1-7","2005","1-pers.-HH","619","0.210389944983926","0.195676879209219","0.225103010758632"
"4 on scale 1-7","2005","(Married) couple without C. ","1545","0.22166933577501","0.211941641730401","0.231397029819618"
"4 on scale 1-7","2005","Single parent ","218","0.176110853953504","0.153600661883976","0.198621046023033"
"4 on scale 1-7","2005","Couple + C. LE 16 ","860","0.220763793744172","0.207403119669346","0.234124467818998"
"4 on scale 1-7","2005","Couple + C. GT 16 ","834","0.222829439803938","0.209321652500905","0.236337227106972"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","370","0.203969900275498","0.184843480376312","0.223096320174684"
"5 on scale 1-7","2005","1-pers.-HH","677","0.22623295154531","0.211129806344707","0.241336096745912"
"5 on scale 1-7","2005","(Married) couple without C. ","1578","0.21804114026327","0.208370923772469","0.227711356754071"
"5 on scale 1-7","2005","Single parent ","242","0.213231460260449","0.189026694632131","0.237436225888767"
"5 on scale 1-7","2005","Couple + C. LE 16 ","906","0.229767275298291","0.21621585066394","0.243318699932643"
"5 on scale 1-7","2005","Couple + C. GT 16 ","869","0.243383019987219","0.22945392376636","0.257312116208079"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","405","0.224138828336768","0.204344696568349","0.243932960105187"
"6 on scale 1-7","2005","1-pers.-HH","574","0.196163840698265","0.181829504091521","0.21049817730501"
"6 on scale 1-7","2005","(Married) couple without C. ","1422","0.197030831657021","0.187715645196091","0.206346018117951"
"6 on scale 1-7","2005","Single parent ","227","0.211867593180205","0.187719457482469","0.236015728877941"
"6 on scale 1-7","2005","Couple + C. LE 16 ","774","0.212355708949741","0.199181428052201","0.22552998984728"
"6 on scale 1-7","2005","Couple + C. GT 16 ","808","0.207578047698175","0.194413415819473","0.220742679576877"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","358","0.20328802307317","0.184185423657321","0.222390622489018"
"7 Strongly agree","2005","1-pers.-HH","514","0.182632318621346","0.168685283366771","0.196579353875921"
"7 Strongly agree","2005","(Married) couple without C. ","1025","0.144459255819897","0.136226067343186","0.152692444296608"
"7 Strongly agree","2005","Single parent ","226","0.21742749998789","0.19305100411417","0.241803995861609"
"7 Strongly agree","2005","Couple + C. LE 16 ","524","0.141227463537971","0.130009125119345","0.152445801956597"
"7 Strongly agree","2005","Couple + C. GT 16 ","493","0.140070603338301","0.128805254192856","0.151335952483746"
"7 Strongly agree","2005","Couple + C. LE and GT 16","271","0.17658141698698","0.158481827280456","0.194681006693503"
"1 Strongly disagree","2006","1-pers.-HH","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","Single parent ","","","",""
"1 Strongly disagree","2006","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","Single parent ","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","Single parent ","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","1-pers.-HH","","","",""
"4 on scale 1-7","2006","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","Single parent ","","","",""
"4 on scale 1-7","2006","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","1-pers.-HH","","","",""
"5 on scale 1-7","2006","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","Single parent ","","","",""
"5 on scale 1-7","2006","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","1-pers.-HH","","","",""
"6 on scale 1-7","2006","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","Single parent ","","","",""
"6 on scale 1-7","2006","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","1-pers.-HH","","","",""
"7 Strongly agree","2006","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","Single parent ","","","",""
"7 Strongly agree","2006","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","1-pers.-HH","","","",""
"1 Strongly disagree","2007","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","Single parent ","","","",""
"1 Strongly disagree","2007","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","Single parent ","","","",""
