"plh0225","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","West Germany","70","0.0296572215494375","0.022600557802792","0.0367138852960829","1"
"1 Strongly disagree","2005","1-pers.-HH","East Germany","23","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","West Germany","164","0.0361284884407273","0.0310806795135504","0.0411762973679041","1"
"1 Strongly disagree","2005","(Married) couple without C. ","East Germany","64","0.04205018065865","0.0326575204942213","0.0514428408230787","1"
"1 Strongly disagree","2005","Single parent ","West Germany","23","","","","1"
"1 Strongly disagree","2005","Single parent ","East Germany","11","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","West Germany","47","0.0192389505428982","0.0143292650708626","0.0241486360149338","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","East Germany","12","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","West Germany","59","0.0239730475758244","0.0180888360563056","0.0298572590953432","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","East Germany","19","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","West Germany","29","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","East Germany","5","","","","1"
"2 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","310","0.0636586236346227","0.0570545156010445","0.0702627316682009","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","165","0.0570730778419323","0.048781521774596","0.0653646339092686","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","80","0.0740415611655754","0.0599801305166114","0.0881029918145393","2"
"2 on scale 1-7 ","2005","1-pers.-HH","East Germany","32","0.0444152662981011","0.0294500451851239","0.0593804874110783","2"
"2 on scale 1-7 ","2005","Single parent ","East Germany","15","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","20","","","","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","103","0.0613898006515943","0.050156069070382","0.0726235322328066","2"
"2 on scale 1-7 ","2005","1-pers.-HH","West Germany","124","0.0551689138930137","0.0456717068111084","0.0646661209749189","2"
"2 on scale 1-7 ","2005","Single parent ","West Germany","40","0.0534245150782452","0.0377827499437936","0.0690662802126968","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","32","0.0526331081950888","0.0360317240460434","0.0692344923441343","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","119","0.0511937154124139","0.0427157264227982","0.0596717044020295","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","60","0.0601693446097568","0.0457858013007942","0.0745528879187193","2"
"3 on scale 1-7 ","2005","1-pers.-HH","East Germany","93","0.133923343855709","0.109183969631639","0.158662718079778","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","594","0.117190625817952","0.108490043023514","0.12589120861239","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","199","0.123088227883156","0.107713072757451","0.138463383008861","3"
"3 on scale 1-7 ","2005","Single parent ","West Germany","67","0.0993671078754566","0.078558977200696","0.120175238550217","3"
"3 on scale 1-7 ","2005","Single parent ","East Germany","31","0.0831820907582522","0.0522404144909218","0.114123767025583","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","300","0.119555427707483","0.107959191956754","0.131151663458212","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","82","0.123647804712104","0.0991747470616524","0.148120862362556","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","264","0.107242930721557","0.0953401965953912","0.119145664847723","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","121","0.108300200215435","0.0895036821776586","0.127096718253211","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","131","0.0966048259378506","0.0807400379431226","0.112469613932579","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","36","0.0937210519641853","0.0641447958466863","0.123297308081684","3"
"3 on scale 1-7 ","2005","1-pers.-HH","West Germany","222","0.0923667521512884","0.0803223668984501","0.104411137404127","3"
"4 on scale 1-7","2005","Single parent ","East Germany","69","0.224246330051621","0.177514588162402","0.27097807194084","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","284","0.202160940375089","0.180593319027486","0.223728561722693","4"
"4 on scale 1-7","2005","1-pers.-HH","East Germany","156","0.230007136958628","0.199437068781342","0.260577205135913","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","681","0.215387420740549","0.200694126416709","0.230080715064388","4"
"4 on scale 1-7","2005","Single parent ","West Germany","149","0.163166069335965","0.137463744618707","0.188868394053223","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","179","0.251471917546314","0.219216365093126","0.283727469999501","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","574","0.215439756073542","0.199624660530019","0.231254851617065","4"
"4 on scale 1-7","2005","1-pers.-HH","West Germany","463","0.205648141769023","0.18883532590705","0.222460957630995","4"
"4 on scale 1-7","2005","(Married) couple without C. ","West Germany","1152","0.220337172274084","0.209125620173709","0.231548724374458","4"
"4 on scale 1-7","2005","(Married) couple without C. ","East Germany","393","0.227321197700678","0.20770780322176","0.246934592179596","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","260","0.250821471350189","0.224601726685646","0.277041216014731","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","86","0.213406195950512","0.171827348383366","0.254985043517659","4"
"5 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","741","0.228510962481586","0.213503758818045","0.243518166145127","5"
"5 on scale 1-7","2005","(Married) couple without C. ","West Germany","1157","0.215231746191273","0.204114625590112","0.226348866792434","5"
"5 on scale 1-7","2005","(Married) couple without C. ","East Germany","421","0.229960328394968","0.210267127709103","0.249653529080833","5"
"5 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","165","0.236942932471559","0.205330633698632","0.268555231244487","5"
"5 on scale 1-7","2005","Single parent ","East Germany","62","0.190264943105875","0.146286663446381","0.23424322276537","5"
"5 on scale 1-7","2005","1-pers.-HH","East Germany","173","0.226357931015919","0.195959560927365","0.256756301104474","5"
"5 on scale 1-7","2005","1-pers.-HH","West Germany","504","0.226202741918147","0.208799340821496","0.243606143014798","5"
"5 on scale 1-7","2005","Single parent ","West Germany","180","0.219407707844975","0.190622066546716","0.248193349143233","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","636","0.246278570804037","0.229705060953499","0.262852080654576","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","233","0.232414708924766","0.2068671994769","0.257962218372633","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","321","0.235077624590183","0.212305145712397","0.257850103467968","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","84","0.167077466306214","0.129219705649382","0.204935226963045","5"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","276","0.200491543028396","0.178990697515654","0.221992388541137","6"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","82","0.217875639164498","0.175983173851123","0.259768104477873","6"
"6 on scale 1-7","2005","Single parent ","East Germany","53","0.173138059218267","0.13074447349397","0.215531644942563","6"
"6 on scale 1-7","2005","1-pers.-HH","East Germany","133","0.177879297984847","0.15010053533949","0.205658060630204","6"
"6 on scale 1-7","2005","1-pers.-HH","West Germany","441","0.200583520310583","0.183926175464459","0.217240865156707","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","143","0.205853850486314","0.175794097781217","0.235913603191411","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","232","0.212010229903418","0.187287743900871","0.236732715905965","6"
"6 on scale 1-7","2005","(Married) couple without C. ","West Germany","1065","0.198014536168464","0.187234996276391","0.208794076060537","6"
"6 on scale 1-7","2005","(Married) couple without C. ","East Germany","357","0.192857348394293","0.174393316537805","0.211321380250781","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","576","0.206407985258151","0.190839095662093","0.221976874854208","6"
"6 on scale 1-7","2005","Single parent ","West Germany","174","0.222282894245329","0.193362667950262","0.251203120540397","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","631","0.213494053204876","0.198847842642155","0.228140263767596","6"
"7 Strongly agree","2005","Couple + C. LE and GT 16","West Germany","211","0.170934414541304","0.150717951462314","0.191150877620294","7"
"7 Strongly agree","2005","Couple + C. LE and GT 16","East Germany","60","0.206038556828995","0.164992860194783","0.247084253463208","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","East Germany","82","0.109741003696806","0.0865030255894386","0.132978981804173","7"
"7 Strongly agree","2005","1-pers.-HH","West Germany","396","0.190372708408508","0.17404156781065","0.206703849006365","7"
"7 Strongly agree","2005","(Married) couple without C. ","West Germany","808","0.149438807472878","0.139794902600519","0.159082712345238","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","West Germany","368","0.149463994154475","0.135748533754924","0.163179454554026","7"
"7 Strongly agree","2005","Single parent ","West Germany","161","0.216246423629626","0.187611101407118","0.244881745852133","7"
"7 Strongly agree","2005","Single parent ","East Germany","65","0.221819359295942","0.175268541794473","0.268370176797412","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","West Germany","442","0.146740107480676","0.134092847112413","0.159387367848939","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","East Germany","125","0.104488553869655","0.0859863538606876","0.122990753878622","7"
"7 Strongly agree","2005","1-pers.-HH","East Germany","118","0.150609751354839","0.124628349360539","0.176591153349138","7"
"7 Strongly agree","2005","(Married) couple without C. ","East Germany","217","0.123332916316661","0.107944633937331","0.13872119869599","7"
"1 Strongly disagree","2006","1-pers.-HH","West Germany","","","","","1"
"1 Strongly disagree","2006","1-pers.-HH","East Germany","","","","","1"
"1 Strongly disagree","2006","(Married) couple without C. ","West Germany","","","","","1"
"1 Strongly disagree","2006","(Married) couple without C. ","East Germany","","","","","1"
