"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Female","65.64","60","444","40","50","80","100","100","63.54","67.74","10","100","60","70"
"1984","Male","60.95","60","691","30","50","80","100","100","59.21","62.69","10","100","50","60"
"1985","Female","63.77","60","383","30","50","80","100","100","61.45","66.09","15","100","60","60"
"1985","Male","63.07","60","610","30","50","80","100","100","61.24","64.9","10","100","60","60"
"1986","Female","","","","","","","","","","","","","",""
"1986","Male","","","","","","","","","","","","","",""
"1987","Female","65.17","60","370","40","50","80","100","100","62.9","67.44","10","100","60","70"
"1987","Male","61.95","60","571","30","50","80","100","100","60.07","63.83","10","100","50","60"
"1988","Female","66.19","60","401","40","50","80","100","100","63.9","68.48","15","100","60","70"
"1988","Male","63.49","60","606","30","50","80","100","100","61.65","65.33","10","100","50","60"
"1989","Female","64.09","60","404","30","50","80","100","100","61.8","66.38","10","100","60","60"
"1989","Male","62.57","60","586","30","50","80","100","100","60.74","64.4","10","100","50","60"
"1990","Female","","","","","","","","","","","","","",""
"1990","Male","","","","","","","","","","","","","",""
"1991","Female","64.63","60","402","30","50","80","100","100","62.37","66.89","15","100","60","60"
"1991","Male","61.74","60","605","30","50","80","100","100","59.9","63.58","20","100","50","60"
"1992","Female","65.06","60","527","30","50","80","100","100","63.06","67.06","15","100","60","60"
"1992","Male","60.59","60","751","30","50","80","100","100","58.93","62.25","10","100","50","60"
"1993","Female","","","","","","","","","","","","","",""
"1993","Male","","","","","","","","","","","","","",""
"1994","Female","63.78","60","531","30","50","80","100","100","61.81","65.75","10","100","50","60"
"1994","Male","60.07","50","703","30","40","80","100","100","58.31","61.83","10","100","50","60"
"1995","Female","64.51","60","565","30","50","80","100","100","62.68","66.34","10","100","60","60"
"1995","Male","61.39","60","684","30","50","80","100","100","59.71","63.07","20","100","50","60"
"1996","Female","62.6","60","592","30","50","80","100","100","60.73","64.47","5","100","50","60"
"1996","Male","58.92","50","740","30","40","80","100","100","57.2","60.64","2","100","50","50"
"1997","Female","62.41","60","580","30","50","80","100","100","60.59","64.23","10","100","55","60"
"1997","Male","57.37","50","721","30","40","70","100","100","55.64","59.1","10","100","50","50"
"1998","Female","64.53","60","684","30","50","80","100","100","62.76","66.3","5","100","60","60"
"1998","Male","58.53","50","833","30","40","70","100","100","56.92","60.14","10","100","50","50"
"1999","Female","63.81","60","694","30","50","80","100","100","62.04","65.58","10","100","60","60"
"1999","Male","57.89","50","804","30","40","70","100","100","56.26","59.52","10","100","50","50"
"2000","Female","62.48","60","1152","30","50","80","100","100","61.11","63.85","5","100","60","60"
"2000","Male","58.72","50","1436","30","40","80","100","100","57.49","59.95","10","100","50","50"
"2001","Female","63.11","60","1060","30","50","80","100","100","61.69","64.53","10","100","60","60"
"2001","Male","58.96","50","1288","30","40","80","100","100","57.62","60.3","2","100","50","50"
"2002","Female","62.87","60","1148","30","50","80","100","100","61.47","64.27","4","100","50","60"
"2002","Male","59.05","50","1379","30","40","80","100","100","57.77","60.33","10","100","50","50"
"2003","Female","63.25","60","1131","30","50","80","100","100","61.85","64.65","5","100","50","60"
"2003","Male","59.14","50","1344","30","40","80","100","100","57.85","60.43","10","100","50","50"
"2004","Female","62.31","60","1155","30","50","80","100","100","60.91","63.71","5","100","50","60"
"2004","Male","58.54","50","1345","30","40","80","100","100","57.26","59.82","5","100","50","50"
"2005","Female","62.84","60","1113","30","50","80","100","100","61.42","64.26","5","100","50","60"
"2005","Male","58.83","50","1330","30","40","80","100","100","57.56","60.1","3","100","50","50"
"2006","Female","62.06","60","1246","30","50","80","100","100","60.73","63.39","5","100","50","60"
"2006","Male","58.98","50","1452","30","40","80","100","100","57.76","60.2","2","100","50","50"
"2007","Female","62.69","60","1185","30","50","80","100","100","61.34","64.04","10","100","50","60"
"2007","Male","59.11","50","1361","30","40","80","100","100","57.84","60.38","2","100","50","55"
"2008","Female","61.31","60","1115","30","50","80","100","100","59.91","62.71","10","100","50","60"
