"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Female","64.31","60","32","30","50","80","100","100","55.36","73.26","20","100","50","80"
"1984","16-34 y.","Male","55.36","50","52","30","30","80","90","100","48.52","62.2","25","100","50","60"
"1984","35-65 y.","Female","59.79","60","294","30","50","70","100","100","57.26","62.32","10","100","50","60"
"1984","35-65 y.","Male","58.33","60","479","30","40","80","90","100","56.31","60.35","10","100","50","60"
"1984","66 and older","Female","75.89","80","118","50","60","90","100","100","72.69","79.09","30","100","70","80"
"1984","66 and older","Male","68.19","70","160","33","50","90","100","100","64.55","71.83","10","100","60","80"
"1985","16-34 y.","Female","59.78","50","35","25","40","80","100","100","50.18","69.38","20","100","50","80"
"1985","16-34 y.","Male","61.81","51.26","51","20","40","100","100","100","53.59","70.03","10","100","50","80"
"1985","35-65 y.","Female","58.73","60","258","30","50","70","90","100","56.02","61.44","15","100","50","60"
"1985","35-65 y.","Male","59.61","60","414","30","50","70","90","100","57.54","61.68","10","100","50","60"
"1985","66 and older","Female","74.8","80","90","50","60","90","100","100","70.83","78.77","30","100","70","80"
"1985","66 and older","Male","70.8","70","145","40","50","90","100","100","67.06","74.54","20","100","70","80"
"1986","16-34 y.","Female","","","","","","","","","","","","","",""
"1986","16-34 y.","Male","","","","","","","","","","","","","",""
"1986","35-65 y.","Female","","","","","","","","","","","","","",""
"1986","35-65 y.","Male","","","","","","","","","","","","","",""
"1986","66 and older","Female","","","","","","","","","","","","","",""
"1986","66 and older","Male","","","","","","","","","","","","","",""
"1987","16-34 y.","Female","64.6","60","33","30","50","80","100","100","55.48","73.72","20","100","50","80"
"1987","16-34 y.","Male","61.62","50","50","25","40","90","100","100","53.73","69.51","15","100","50","80"
"1987","35-65 y.","Female","59.31","60","228","30","50","70","90","100","56.54","62.08","10","100","50","60"
"1987","35-65 y.","Male","58.8","54.31","381","30","50","70","90","100","56.67","60.93","10","100","50","60"
"1987","66 and older","Female","73.08","79.82","109","50","60","90","100","100","69.29","76.87","20","100","70","80"
"1987","66 and older","Male","68.24","70","140","35","50","90","100","100","64.21","72.27","15","100","60","70"
"1988","16-34 y.","Female","65.06","60","43","20","50","100","100","100","56.63","73.49","20","100","50","100"
"1988","16-34 y.","Male","57.15","50","51","20","30","80","100","100","49.26","65.04","10","100","40","60"
"1988","35-65 y.","Female","61.1","60","232","30","50","80","100","100","58.08","64.12","15","100","50","60"
"1988","35-65 y.","Male","61.15","60","393","30","50","80","100","100","59.01","63.29","20","100","50","60"
"1988","66 and older","Female","72.23","70","126","50","60","90","100","100","68.85","75.61","30","100","70","80"
