"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","59.58","50","190","25","50","80","100","100","56.14","63.02","10","100","50","60"
"1985","Urban Area","64.33","60","803","30","50","80","100","100","62.75","65.91","10","100","60","60"
"1986","Rural Area","","","","","","","","","","","","","",""
"1986","Urban Area","","","","","","","","","","","","","",""
"1987","Rural Area","60.61","52.38","182","30","50","80","100","100","57.05","64.17","10","100","50","60"
"1987","Urban Area","64.01","60","759","35","50","80","100","100","62.42","65.6","10","100","60","60"
"1988","Rural Area","63.61","60","183","30","50","80","100","100","60.09","67.13","20","100","50","60"
"1988","Urban Area","64.9","60","824","40","50","80","100","100","63.33","66.47","10","100","60","60"
"1989","Rural Area","60.44","60","196","30","50","80","100","100","56.99","63.89","10","100","50","60"
"1989","Urban Area","63.98","60","794","40","50","80","100","100","62.41","65.55","10","100","60","60"
"1990","Rural Area","","","","","","","","","","","","","",""
"1990","Urban Area","","","","","","","","","","","","","",""
"1991","Rural Area","62.63","60","195","30","50","80","100","100","59.16","66.1","20","100","50","60"
"1991","Urban Area","63.1","60","812","30","50","80","100","100","61.53","64.67","15","100","50","60"
"1992","Rural Area","61.04","60","351","30","50","80","100","100","58.54","63.54","10","100","50","60"
"1992","Urban Area","63.11","60","917","30","50","80","100","100","61.61","64.61","10","100","50","60"
"1993","Rural Area","","","","","","","","","","","","","",""
"1993","Urban Area","","","","","","","","","","","","","",""
"1994","Rural Area","60.43","50","343","30","50","80","100","100","57.83","63.03","10","100","50","60"
"1994","Urban Area","62.18","60","891","30","50","80","100","100","60.65","63.71","15","100","50","60"
"1995","Rural Area","61.5","60","358","30","50","80","100","100","59.13","63.87","10","100","50","60"
"1995","Urban Area","63.39","60","891","30","50","80","100","100","61.93","64.85","20","100","50","60"
"1996","Rural Area","58.67","50","405","30","40","80","100","100","56.29","61.05","10","100","50","60"
"1996","Urban Area","61.31","60","927","30","50","80","100","100","59.8","62.82","2","100","50","60"
"1997","Rural Area","59.17","50","398","30","40","70","100","100","56.88","61.46","10","100","50","60"
"1997","Urban Area","59.79","60","903","30","45","80","100","100","58.28","61.3","10","100","50","60"
"1998","Rural Area","61.98","60","455","30","50","80","100","100","59.76","64.2","10","100","50","60"
"1998","Urban Area","61.05","60","1062","30","50","80","100","100","59.62","62.48","5","100","50","60"
