"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","","","","","","","","","","","","","",""
"1984","West Germany","62.9","60","1135","30","50","80","100","100","61.56","64.24","10","100","60","60"
"1985","East Germany","","","","","","","","","","","","","",""
"1985","West Germany","63.36","60","993","30","50","80","100","100","61.92","64.8","10","100","60","60"
"1986","East Germany","","","","","","","","","","","","","",""
"1986","West Germany","","","","","","","","","","","","","",""
"1987","East Germany","","","","","","","","","","","","","",""
"1987","West Germany","63.32","60","941","30","50","80","100","100","61.87","64.77","10","100","60","60"
"1988","East Germany","","","","","","","","","","","","","",""
"1988","West Germany","64.65","60","1007","30","50","80","100","100","63.22","66.08","10","100","60","60"
"1989","East Germany","","","","","","","","","","","","","",""
"1989","West Germany","63.23","60","990","30","50","80","100","100","61.8","64.66","10","100","60","60"
"1990","East Germany","","","","","","","","","","","","","",""
"1990","West Germany","","","","","","","","","","","","","",""
"1991","East Germany","","","","","","","","","","","","","",""
"1991","West Germany","63","60","1007","30","50","80","100","100","61.57","64.43","15","100","50","60"
"1992","East Germany","58.29","50","240","30","50","70","90","100","55.59","60.99","20","100","50","60"
"1992","West Germany","63.1","60","1038","30","50","80","100","100","61.65","64.55","10","100","50","60"
"1993","East Germany","","","","","","","","","","","","","",""
"1993","West Germany","","","","","","","","","","","","","",""
"1994","East Germany","59.91","60","238","30","50","80","100","100","56.95","62.87","15","100","50","60"
"1994","West Germany","62.01","60","996","30","50","80","100","100","60.54","63.48","10","100","50","60"
"1995","East Germany","63.37","60","255","30","50","80","100","100","60.57","66.17","10","100","50","60"
"1995","West Germany","62.81","60","994","30","50","80","100","100","61.43","64.19","20","100","50","60"
"1996","East Germany","60.45","60","277","30","50","80","100","100","57.66","63.24","10","100","50","60"
"1996","West Germany","60.6","60","1055","30","50","80","100","100","59.17","62.03","2","100","50","60"
"1997","East Germany","60.22","60","274","30","50","75","100","100","57.5","62.94","10","100","50","60"
"1997","West Germany","59.53","60","1027","30","40","75","100","100","58.1","60.96","10","100","50","60"
"1998","East Germany","61.43","60","300","30","50","80","100","100","58.82","64.04","10","100","50","60"
"1998","West Germany","61.29","60","1217","30","50","80","100","100","59.94","62.64","5","100","50","60"
"1999","East Germany","60.51","55.47","320","30","50","80","100","100","57.92","63.1","10","100","50","60"
"1999","West Germany","60.72","60","1178","30","40","80","100","100","59.35","62.09","10","100","50","60"
"2000","East Germany","61.09","60","522","30","50","80","100","100","59.06","63.12","10","100","50","60"
"2000","West Germany","60.29","60","2066","30","40","80","100","100","59.26","61.32","5","100","50","60"
"2001","East Germany","60.61","60","468","30","50","80","100","100","58.47","62.75","5","100","50","60"
"2001","West Germany","60.89","60","1880","30","45","80","100","100","59.79","61.99","2","100","50","60"
"2002","East Germany","61.4","60","530","30","50","80","100","100","59.32","63.48","5","100","50","60"
"2002","West Germany","60.71","60","1997","30","40","80","100","100","59.65","61.77","4","100","50","51"
"2003","East Germany","61.45","60","522","30","50","80","100","100","59.36","63.54","5","100","50","60"
"2003","West Germany","60.97","60","1953","30","50","80","100","100","59.9","62.04","10","100","50","60"
"2004","East Germany","61.33","60","534","30","50","80","100","100","59.24","63.42","10","100","50","60"
"2004","West Germany","60.12","60","1966","30","40","80","100","100","59.06","61.18","5","100","50","51"
"2005","East Germany","63.08","60","535","30","50","80","100","100","61.04","65.12","3","100","50","60"
"2005","West Germany","60.2","60","1908","30","40","80","100","100","59.13","61.27","5","100","50","60"
"2006","East Germany","61.46","60","588","30","50","80","100","100","59.48","63.44","2","100","50","60"
"2006","West Germany","60.21","60","2110","30","40","80","100","100","59.2","61.22","3","100","50","50"
"2007","East Germany","62.32","60","554","30","50","80","100","100","60.26","64.38","2","100","50","60"
"2007","West Germany","60.46","60","1992","30","40","80","100","100","59.42","61.5","10","100","50","60"
"2008","East Germany","60.08","50","522","30","50","80","100","100","57.99","62.17","2","100","50","60"
"2008","West Germany","60.27","50","1883","30","40","80","100","100","59.19","61.35","3","100","50","50"
"2009","East Germany","58.63","50","524","30","40","80","100","100","56.54","60.72","2","100","50","60"
"2009","West Germany","59.46","50","1784","30","40","80","100","100","58.37","60.55","10","100","50","50"
"2010","East Germany","57.95","50","547","30","40","75","100","100","55.96","59.94","7","100","50","50"
"2010","West Germany","59.36","50","1861","30","40","80","100","100","58.28","60.44","5","100","50","50"
"2011","East Germany","57.56","50","690","30","40","70","100","100","55.86","59.26","3","100","50","50"
"2011","West Germany","59.06","50","2400","30","40","80","100","100","58.12","60","5","100","50","50"
"2012","East Germany","57.2","50","751","30","40","70","100","100","55.57","58.83","3","100","50","50"
"2012","West Germany","57.42","50","2487","30","40","75","100","100","56.5","58.34","1","100","50","50"
"2013","East Germany","58.26","50","700","30","40","75","100","100","56.58","59.94","3","100","50","50"
"2013","West Germany","59.15","50","2554","30","40","80","100","100","58.24","60.06","10","100","50","50"
"2014","East Germany","58.21","50","704","30","40","75","100","100","56.44","59.98","10","100","50","50"
"2014","West Germany","58.82","50","2462","30","40","80","100","100","57.9","59.74","7","100","50","50"
"2015","East Germany","59.57","50","646","30","40","80","100","100","57.72","61.42","10","100","50","60"
"2015","West Germany","57.98","50","2274","30","40","70","100","100","57.03","58.93","7","100","50","50"
"2016","East Germany","59.3","50","604","30","40","80","100","100","57.41","61.19","3","100","50","60"
"2016","West Germany","58.88","50","2136","30","40","80","100","100","57.89","59.87","10","100","50","50"
"2017","East Germany","59.99","50","666","30","40","80","100","100","58.19","61.79","10","100","50","50"
"2017","West Germany","58.85","50","2367","30","40","80","100","100","57.91","59.79","7","100","50","50"
"2018","East Germany","59.57","50","685","30","40","80","100","100","57.81","61.33","10","100","50","50"
"2018","West Germany","58.21","50","2401","30","40","70","100","100","57.3","59.12","7","100","50","50"
"2019","East Germany","59","50","696","30","40","80","100","100","57.24","60.76","10","100","50","50"
"2019","West Germany","57.74","50","2287","30","40","70","100","100","56.82","58.66","7","100","50","50"
