"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","general elemantary","65.48","70","299","33","50","80","100","100","62.83","68.13","10","100","60","70"
"1984","higher education","62.74","60","70","30","50","80","100","100","56.68","68.8","15","100","50","70"
"1984","higher vocational","60.13","60","87","30","50","80","90","100","55.56","64.7","20","100","50","60"
"1984","in school","","","","","","","","","","","","","",""
"1984","inadequately","76.2","80","63","40","50","100","100","100","69.86","82.54","22","100","50","80"
"1984","middle vocational","61.73","60","581","30","50","80","100","100","59.9","63.56","10","100","50","60"
"1984","vocational + Abi","","","","","","","","","","","","","",""
"1985","general elemantary","65.26","67.23","245","30","50","80","100","100","62.31","68.21","10","100","60","70"
"1985","higher education","60.44","60","62","30","40","80","100","100","54.02","66.86","10","100","50","70"
"1985","higher vocational","59.1","60","88","30","50","80","90","100","54.51","63.69","15","100","50","60"
"1985","in school","","","","","","","","","","","","","",""
"1985","inadequately","83.58","100","57","50","60","100","100","100","76.69","90.47","20","100","60","100"
"1985","middle vocational","62.54","60","512","30","50","80","100","100","60.62","64.46","15","100","50","60"
"1985","vocational + Abi","","","","","","","","","","","","","",""
"1986","general elemantary","","","","","","","","","","","","","",""
"1986","higher education","","","","","","","","","","","","","",""
"1986","higher vocational","","","","","","","","","","","","","",""
"1986","in school","","","","","","","","","","","","","",""
"1986","inadequately","","","","","","","","","","","","","",""
"1986","middle vocational","","","","","","","","","","","","","",""
"1986","vocational + Abi","","","","","","","","","","","","","",""
"1987","general elemantary","66.72","70","228","30","50","80","100","100","63.67","69.77","20","100","60","70"
"1987","higher education","62.1","60","57","30","50","80","100","100","55.62","68.58","10","100","50","70"
"1987","higher vocational","57.06","60","78","30","40","70","90","100","52.09","62.03","10","100","50","60"
"1987","in school","","","","","","","","","","","","","",""
"1987","inadequately","81.58","92.12","61","50","60","100","100","100","75","88.16","10","100","60","80"
"1987","middle vocational","62.21","60","486","40","50","80","100","100","60.3","64.12","10","100","50","60"
"1987","vocational + Abi","","","","","","","","","","","","","",""
"1988","general elemantary","66.85","70","249","30","50","90","100","100","63.83","69.87","20","100","60","70"
"1988","higher education","63.98","60","53","35","50","80","100","100","57.66","70.3","30","100","50","80"
"1988","higher vocational","63.1","60","71","30","50","80","100","100","57.83","68.37","20","100","50","70"
"1988","in school","","","","","","","","","","","","","",""
"1988","inadequately","78.86","93.83","66","50","60","100","100","100","72.41","85.31","20","100","50","80"
"1988","middle vocational","63.95","60","529","40","50","80","100","100","62.04","65.86","10","100","50","60"
"1988","vocational + Abi","","","","","","","","","","","","","",""
"1989","general elemantary","67.45","70","239","40","50","80","100","100","64.61","70.29","20","100","60","70"
"1989","higher education","63.74","60","56","30","50","90","100","100","57.15","70.33","20","100","50","70"
"1989","higher vocational","62.15","60","68","40","50","80","100","100","56.81","67.49","20","100","50","70"
"1989","in school","","","","","","","","","","","","","",""
"1989","inadequately","74.1","70","70","40","50","100","100","100","68.01","80.19","20","100","50","70"
"1989","middle vocational","61.1","60","523","30","50","80","100","100","59.18","63.02","10","100","50","60"
"1989","vocational + Abi","","","","","","","","","","","","","",""
"1990","general elemantary","","","","","","","","","","","","","",""
"1990","higher education","","","","","","","","","","","","","",""
"1990","higher vocational","","","","","","","","","","","","","",""
"1990","in school","","","","","","","","","","","","","",""
"1990","inadequately","","","","","","","","","","","","","",""
"1990","middle vocational","","","","","","","","","","","","","",""
"1990","vocational + Abi","","","","","","","","","","","","","",""
"1991","general elemantary","65.4","60","241","30","50","80","100","100","62.4","68.4","20","100","60","60"
"1991","higher education","62.9","60","59","30","50","80","100","100","56.64","69.16","20","100","50","70"
"1991","higher vocational","64.76","60","61","35","50","80","100","100","58.75","70.77","20","100","50","70"
"1991","in school","","","","","","","","","","","","","",""
"1991","inadequately","72.35","69.53","71","40","50","100","100","100","66.52","78.18","30","100","50","70"
"1991","middle vocational","61.44","60","533","30","50","80","100","100","59.53","63.35","15","100","50","60"
"1991","vocational + Abi","61.37","56.04","30","30","50","80","90","100","52.86","69.88","20","100","50","80"
"1992","general elemantary","65.65","60","279","30","50","90","100","100","62.84","68.46","15","100","60","65"
"1992","higher education","62.64","60","116","30","50","80","100","100","58.3","66.98","20","100","50","66"
"1992","higher vocational","63.73","60","77","30","50","80","100","100","58.11","69.35","10","100","50","70"
"1992","in school","","","","","","","","","","","","","",""
"1992","inadequately","70.05","66.81","78","30","50","100","100","100","64.27","75.83","20","100","50","70"
"1992","middle vocational","61","60","695","30","50","80","100","100","59.32","62.68","10","100","50","60"
"1992","vocational + Abi","","","","","","","","","","","","","",""
"1993","general elemantary","","","","","","","","","","","","","",""
"1993","higher education","","","","","","","","","","","","","",""
"1993","higher vocational","","","","","","","","","","","","","",""
"1993","in school","","","","","","","","","","","","","",""
"1993","inadequately","","","","","","","","","","","","","",""
"1993","middle vocational","","","","","","","","","","","","","",""
"1993","vocational + Abi","","","","","","","","","","","","","",""
"1994","general elemantary","65.33","60","272","30","50","90","100","100","62.52","68.14","20","100","50","70"
"1994","higher education","61.32","53.52","113","30","50","80","100","100","56.82","65.82","20","100","50","60"
"1994","higher vocational","64.38","60","82","30","50","90","100","100","58.97","69.79","20","100","50","70"
"1994","in school","","","","","","","","","","","","","",""
"1994","inadequately","69.35","65.21","64","30","50","100","100","100","63.09","75.61","20","100","50","70"
"1994","middle vocational","59.71","60","666","30","50","80","100","100","57.98","61.44","10","100","50","60"
"1994","vocational + Abi","","","","","","","","","","","","","",""
"1995","general elemantary","68.52","70","258","40","50","90","100","100","65.76","71.28","30","100","60","70"
"1995","higher education","61.84","55.39","123","30","50","80","100","100","57.78","65.9","20","100","50","60"
"1995","higher vocational","64.26","60","85","30","50","80","100","100","59.18","69.34","20","100","50","60"
"1995","in school","","","","","","","","","","","","","",""
"1995","inadequately","68.72","60","66","30","50","100","100","100","62.71","74.73","30","100","50","60"
"1995","middle vocational","60.58","60","680","30","50","80","100","100","58.96","62.2","10","100","50","60"
"1995","vocational + Abi","","","","","","","","","","","","","",""
"1996","general elemantary","64.83","60","284","30","50","90","100","100","62.03","67.63","10","100","50","60"
"1996","higher education","58.14","50","123","30","50","80","90","100","53.91","62.37","10","100","50","60"
"1996","higher vocational","58.26","50","86","30","50","70","90","100","53.52","63","20","100","50","60"
"1996","in school","","","","","","","","","","","","","",""
