"year","age_gr","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1984","16-34 y.","Bavaria","","","","","","","","","","","","","",""
"1984","16-34 y.","Berlin","","","","","","","","","","","","","",""
"1984","16-34 y.","Brandenburg","","","","","","","","","","","","","",""
"1984","16-34 y.","Bremen","","","","","","","","","","","","","",""
"1984","16-34 y.","Hamburg","","","","","","","","","","","","","",""
"1984","16-34 y.","Hesse","","","","","","","","","","","","","",""
"1984","16-34 y.","Lower Saxony","","","","","","","","","","","","","",""
"1984","16-34 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1984","16-34 y.","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1984","16-34 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1984","16-34 y.","Saxony","","","","","","","","","","","","","",""
"1984","16-34 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"1984","16-34 y.","Schleswig-Holstein","","","","","","","","","","","","","",""
"1984","16-34 y.","Thuringia","","","","","","","","","","","","","",""
"1984","35-65 y.","Baden-W?rttemberg","60.88","50","106","30","50","80","100","100","56.58","65.18","25","100","50","60"
"1984","35-65 y.","Bavaria","58.65","60","120","30","40","80","90","100","54.56","62.74","10","100","50","60"
"1984","35-65 y.","Berlin","56.05","50","38","30","40","70","90","100","49.36","62.74","15","100","40","70"
"1984","35-65 y.","Brandenburg","","","","","","","","","","","","","",""
"1984","35-65 y.","Bremen","","","","","","","","","","","","","",""
"1984","35-65 y.","Hamburg","","","","","","","","","","","","","",""
"1984","35-65 y.","Hesse","58.7","57.6","83","25","50","80","100","100","53.68","63.72","15","100","50","60"
"1984","35-65 y.","Lower Saxony","56.44","50","86","30","50","70","90","100","51.89","60.99","10","100","50","60"
"1984","35-65 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1984","35-65 y.","North Rhine-Westphalia","58.87","60","247","30","50","70","90","100","56.07","61.67","10","100","50","60"
