"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","58.94","50","84","30","40","80","100","100","53.53","64.35","20","100","50","70"
"1984","35-65 y.","58.91","60","773","30","50","70","90","100","57.33","60.49","10","100","50","60"
"1984","66 and older","71.77","70","278","50","60","90","100","100","69.24","74.3","10","100","70","80"
"1985","16-34 y.","60.93","50","86","20","40","80","100","100","54.8","67.06","10","100","50","70"
"1985","35-65 y.","59.26","60","672","30","50","70","90","100","57.62","60.9","10","100","50","60"
"1985","66 and older","72.49","70","235","50","60","90","100","100","69.73","75.25","20","100","70","80"
"1986","16-34 y.","","","","","","","","","","","","","",""
"1986","35-65 y.","","","","","","","","","","","","","",""
"1986","66 and older","","","","","","","","","","","","","",""
"1987","16-34 y.","62.98","60","83","30","40","90","100","100","57.08","68.88","15","100","50","80"
"1987","35-65 y.","59","60","609","30","50","70","90","100","57.31","60.69","10","100","50","60"
"1987","66 and older","70.58","70","249","40","50","90","100","100","67.77","73.39","15","100","70","80"
"1988","16-34 y.","61.01","50","94","20","40","100","100","100","55.17","66.85","10","100","50","70"
"1988","35-65 y.","61.13","60","625","30","50","80","100","100","59.38","62.88","15","100","50","60"
"1988","66 and older","70.31","70","288","50","50","90","100","100","67.82","72.8","15","100","70","70"
"1989","16-34 y.","62.43","50","80","30","40","100","100","100","56.18","68.68","10","100","50","80"
"1989","35-65 y.","59.07","50","606","30","50","70","100","100","57.3","60.84","12","100","50","60"
"1989","66 and older","69.01","70","304","50","50","80","100","100","66.63","71.39","20","100","60","70"
"1990","16-34 y.","","","","","","","","","","","","","",""
"1990","35-65 y.","","","","","","","","","","","","","",""
"1990","66 and older","","","","","","","","","","","","","",""
"1991","16-34 y.","60.13","50","87","30","40","80","100","100","54.35","65.91","20","100","50","70"
"1991","35-65 y.","57.95","50","594","30","40","70","90","100","56.19","59.71","20","100","50","50"
"1991","66 and older","69.83","70","326","50","50","90","100","100","67.44","72.22","15","100","60","70"
"1992","16-34 y.","59.12","50","97","30","40","80","100","100","53.58","64.66","10","100","50","60"
"1992","35-65 y.","56.62","50","773","30","40","70","90","100","55.09","58.15","10","100","50","50"
"1992","66 and older","70.59","70","408","40","50","100","100","100","68.41","72.77","20","100","60","70"
"1993","16-34 y.","","","","","","","","","","","","","",""
"1993","35-65 y.","","","","","","","","","","","","","",""
"1993","66 and older","","","","","","","","","","","","","",""
"1994","16-34 y.","56.63","50","91","20","30","80","100","100","50.76","62.5","10","100","50","60"
"1994","35-65 y.","55.84","50","731","30","40","70","90","100","54.24","57.44","10","100","50","50"
"1994","66 and older","69.49","70","412","40","50","90","100","100","67.31","71.67","20","100","60","70"
"1995","16-34 y.","64.11","55.24","89","30","50","80","100","100","58.74","69.48","30","100","50","70"
"1995","35-65 y.","56.25","50","722","30","40","70","80","100","54.76","57.74","10","100","50","50"
"1995","66 and older","69.87","70","438","50","50","90","100","100","67.81","71.93","23","100","60","70"
"1996","16-34 y.","57.29","50","102","20","30","80","100","100","51.64","62.94","10","100","50","50"
"1996","35-65 y.","54.43","50","780","30","40","70","85","100","52.89","55.97","2","100","50","50"
"1996","66 and older","68.11","70","450","40","50","90","100","100","66.04","70.18","15","100","60","70"
"1997","16-34 y.","57.88","50","99","20","30","80","100","100","52.24","63.52","14","100","50","50"
"1997","35-65 y.","54.5","50","775","30","40","70","80","100","52.95","56.05","10","100","50","50"
"1997","66 and older","66.17","60","427","40","50","80","100","100","64.11","68.23","20","100","60","70"
"1998","16-34 y.","53.27","50","107","20","30","80","100","100","47.9","58.64","10","100","50","50"
"1998","35-65 y.","54.89","50","887","30","40","70","100","100","53.39","56.39","5","100","50","50"
"1998","66 and older","69.36","70","523","50","50","90","100","100","67.49","71.23","20","100","60","70"
"1999","16-34 y.","51.64","50","104","20","30","70","100","100","46.08","57.2","10","100","40","50"
"1999","35-65 y.","54.81","50","878","30","40","70","90","100","53.31","56.31","10","100","50","50"
"1999","66 and older","68.04","70","516","40","50","90","100","100","66.12","69.96","15","100","60","70"
"2000","16-34 y.","55.4","50","150","20","30","80","100","100","50.66","60.14","10","100","50","60"
"2000","35-65 y.","55.07","50","1566","30","40","70","90","100","53.94","56.2","5","100","50","50"
"2000","66 and older","67.84","70","872","40","50","90","100","100","66.36","69.32","5","100","60","70"
"2001","16-34 y.","58.68","50","128","20","30","80","100","100","53.34","64.02","2","100","50","60"
"2001","35-65 y.","55.29","50","1423","30","40","70","100","100","54.08","56.5","5","100","50","50"
"2001","66 and older","68.57","70","797","40","50","90","100","100","67.01","70.13","20","100","60","70"
"2002","16-34 y.","63.17","63.77","129","20","35","100","100","100","57.94","68.4","5","100","50","70"
"2002","35-65 y.","55.01","50","1508","30","40","70","100","100","53.82","56.2","5","100","50","50"
"2002","66 and older","68","70","890","40","50","90","100","100","66.52","69.48","4","100","60","70"
"2003","16-34 y.","62.58","60","122","20","35","100","100","100","57.15","68.01","5","100","50","80"
"2003","35-65 y.","55.06","50","1441","30","40","70","90","100","53.87","56.25","10","100","50","50"
"2003","66 and older","68.14","70","912","40","50","90","100","100","66.67","69.61","15","100","60","70"
"2004","16-34 y.","64.08","60","126","20","40","100","100","100","58.92","69.24","10","100","50","70"
"2004","35-65 y.","54.68","50","1426","30","40","70","90","100","53.47","55.89","5","100","50","50"
"2004","66 and older","66.65","60","948","30","50","85","100","100","65.2","68.1","8","100","60","70"
"2005","16-34 y.","59.92","50","108","30","40","80","100","100","54.49","65.35","5","100","50","70"
"2005","35-65 y.","55.25","50","1379","30","40","70","100","100","54.01","56.49","3","100","50","50"
"2005","66 and older","67.05","60","956","40","50","80","100","100","65.65","68.45","10","100","60","70"
"2006","16-34 y.","57.78","50","101","20","30","80","100","100","52.22","63.34","3","100","50","60"
"2006","35-65 y.","55.01","50","1456","30","40","70","100","100","53.8","56.22","2","100","50","50"
"2006","66 and older","66.56","60","1141","40","50","80","100","100","65.26","67.86","4","100","60","65"
"2007","16-34 y.","56.53","50","94","20","30","80","100","100","50.53","62.53","10","100","50","70"
"2007","35-65 y.","55.42","50","1357","30","40","70","100","100","54.19","56.65","2","100","50","50"
"2007","66 and older","67.09","70","1095","40","50","80","100","100","65.74","68.44","10","100","60","70"
"2008","16-34 y.","58.06","50","79","20","40","80","100","100","51.66","64.46","3","100","50","60"
"2008","35-65 y.","55.4","50","1274","30","40","70","100","100","54.1","56.7","2","100","50","50"
"2008","66 and older","65.83","60","1052","40","50","80","100","100","64.45","67.21","10","100","60","60"
"2009","16-34 y.","59.62","50","75","20","40","100","100","100","53.05","66.19","5","100","50","60"
"2009","35-65 y.","54.35","50","1223","30","40","70","100","100","53.04","55.66","2","100","50","50"
"2009","66 and older","65.04","60","1010","40","50","80","100","100","63.65","66.43","10","100","60","60"
"2010","16-34 y.","63.46","60","117","30","40","100","100","100","58.53","68.39","7","100","50","60"
"2010","35-65 y.","54.18","50","1329","30","40","70","100","100","52.92","55.44","10","100","50","50"
"2010","66 and older","64.42","60","962","30","50","80","100","100","62.98","65.86","5","100","60","60"
"2011","16-34 y.","57.29","50","134","20","30","80","100","100","52.68","61.9","4","100","50","50"
"2011","35-65 y.","53.89","50","1755","30","30","70","100","100","52.81","54.97","3","100","50","50"
"2011","66 and older","64.73","60","1201","40","50","80","100","100","63.46","66","5","100","60","60"
"2012","16-34 y.","61.57","50.91","131","30","40","90","100","100","57.06","66.08","3","100","50","60"
"2012","35-65 y.","52.07","50","1865","25","30","60","90","100","51.03","53.11","1","100","50","50"
"2012","66 and older","63.65","60","1242","30","50","80","100","100","62.4","64.9","10","100","60","60"
"2013","16-34 y.","63.87","58.7","154","30","40","90","100","100","59.75","67.99","20","100","50","60"
"2013","35-65 y.","53.69","50","1948","30","35","70","90","100","52.68","54.7","3","100","50","50"
"2013","66 and older","65.45","60","1152","40","50","80","100","100","64.15","66.75","10","100","60","60"
"2014","16-34 y.","63.63","56.94","156","30","49","90","100","100","59.44","67.82","10","100","50","60"
"2014","35-65 y.","53.48","50","1796","30","40","70","90","100","52.44","54.52","7","100","50","50"
