"year","age_gr","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Full Time","56.69","50","45","30","30","80","100","100","49.35","64.03","25","100","40","60"
"1984","16-34 y.","Not Working","","","","","","","","","","","","","",""
"1984","16-34 y.","Part Time","","","","","","","","","","","","","",""
"1984","35-65 y.","Full Time","50.51","50","294","25","30","60","80","100","48.13","52.89","10","100","50","50"
"1984","35-65 y.","Not Working","66.13","70","376","40","50","80","100","100","64.01","68.25","15","100","60","70"
"1984","35-65 y.","Part Time","53.67","50","103","30","40","70","80","100","49.61","57.73","10","100","50","50"
"1984","66 and older","Full Time","","","","","","","","","","","","","",""
"1984","66 and older","Not Working","71.87","70","268","50","60","90","100","100","69.3","74.44","10","100","70","80"
"1984","66 and older","Part Time","","","","","","","","","","","","","",""
"1985","16-34 y.","Full Time","53.65","50","38","20","30","70","100","100","45.26","62.04","20","100","40","60"
"1985","16-34 y.","Not Working","73.32","80","34","20","50","100","100","100","63.86","82.78","10","100","70","100"
"1985","16-34 y.","Part Time","","","","","","","","","","","","","",""
"1985","35-65 y.","Full Time","51.78","50","244","30","40","60","80","100","49.29","54.27","10","100","50","50"
"1985","35-65 y.","Not Working","65.4","60","335","40","50","80","100","100","63.19","67.61","20","100","60","70"
"1985","35-65 y.","Part Time","54.08","50","93","30","40","70","80","100","49.68","58.48","15","100","50","50"
"1985","66 and older","Full Time","","","","","","","","","","","","","",""
"1985","66 and older","Not Working","72.65","70","227","50","60","90","100","100","69.88","75.42","20","100","70","80"
"1985","66 and older","Part Time","","","","","","","","","","","","","",""
"1986","16-34 y.","Full Time","","","","","","","","","","","","","",""
"1986","16-34 y.","Not Working","","","","","","","","","","","","","",""
"1986","16-34 y.","Part Time","","","","","","","","","","","","","",""
"1986","35-65 y.","Full Time","","","","","","","","","","","","","",""
"1986","35-65 y.","Not Working","","","","","","","","","","","","","",""
"1986","35-65 y.","Part Time","","","","","","","","","","","","","",""
"1986","66 and older","Full Time","","","","","","","","","","","","","",""
"1986","66 and older","Not Working","","","","","","","","","","","","","",""
"1986","66 and older","Part Time","","","","","","","","","","","","","",""
"1987","16-34 y.","Full Time","53.28","50","43","30","30","70","90","100","46.63","59.93","15","100","40","50"
"1987","16-34 y.","Not Working","","","","","","","","","","","","","",""
"1987","16-34 y.","Part Time","","","","","","","","","","","","","",""
"1987","35-65 y.","Full Time","50.35","50","228","30","40","60","80","100","47.88","52.82","10","100","50","50"
"1987","35-65 y.","Not Working","64.84","60","311","40","50","80","100","100","62.59","67.09","20","100","60","70"
"1987","35-65 y.","Part Time","57.74","50","70","30","50","70","90","100","52.65","62.83","15","100","50","60"
"1987","66 and older","Full Time","","","","","","","","","","","","","",""
"1987","66 and older","Not Working","70.73","70","241","40","60","90","100","100","67.9","73.56","15","100","70","80"
"1987","66 and older","Part Time","","","","","","","","","","","","","",""
"1988","16-34 y.","Full Time","50.94","50","45","20","30","80","100","100","43.35","58.53","10","100","40","50"
"1988","16-34 y.","Not Working","75.72","90.75","35","40","50","100","100","100","66.87","84.57","20","100","70","100"
"1988","16-34 y.","Part Time","","","","","","","","","","","","","",""
"1988","35-65 y.","Full Time","52.66","50","228","30","40","60","80","100","50.1","55.22","20","100","50","50"
"1988","35-65 y.","Not Working","67.2","60","320","40","50","80","100","100","64.8","69.6","20","100","60","70"
"1988","35-65 y.","Part Time","57.05","50","77","30","50","70","90","100","52.18","61.92","15","100","50","60"
"1988","66 and older","Full Time","","","","","","","","","","","","","",""
"1988","66 and older","Not Working","70.41","70","276","50","50","90","100","100","67.9","72.92","20","100","70","70"
"1988","66 and older","Part Time","","","","","","","","","","","","","",""
"1989","16-34 y.","Full Time","60.4","50","35","30","40","80","100","100","52.08","68.72","10","100","50","60"
"1989","16-34 y.","Not Working","73.46","70","31","40","50","100","100","100","64.14","82.78","30","100","60","100"
"1989","16-34 y.","Part Time","","","","","","","","","","","","","",""
"1989","35-65 y.","Full Time","49.91","50","204","25","30","60","80","100","47.25","52.57","15","100","50","50"
"1989","35-65 y.","Not Working","64.74","60","324","40","50","80","100","100","62.35","67.13","12","100","60","70"
"1989","35-65 y.","Part Time","55.74","50","78","30","40","70","80","100","51.21","60.27","20","100","50","60"
"1989","66 and older","Full Time","","","","","","","","","","","","","",""
"1989","66 and older","Not Working","69.26","70","292","50","50","80","100","100","66.84","71.68","20","100","65","70"
"1989","66 and older","Part Time","","","","","","","","","","","","","",""
"1990","16-34 y.","Full Time","","","","","","","","","","","","","",""
"1990","16-34 y.","Not Working","","","","","","","","","","","","","",""
"1990","16-34 y.","Part Time","","","","","","","","","","","","","",""
"1990","35-65 y.","Full Time","","","","","","","","","","","","","",""
"1990","35-65 y.","Not Working","","","","","","","","","","","","","",""
"1990","35-65 y.","Part Time","","","","","","","","","","","","","",""
"1990","66 and older","Full Time","","","","","","","","","","","","","",""
"1990","66 and older","Not Working","","","","","","","","","","","","","",""
"1990","66 and older","Part Time","","","","","","","","","","","","","",""
"1991","16-34 y.","Full Time","55.06","50","33","30","40","80","80","100","46.24","63.88","20","100","50","50"
"1991","16-34 y.","Not Working","68.15","62.02","36","30","50","100","100","100","59.08","77.22","30","100","50","100"
"1991","16-34 y.","Part Time","","","","","","","","","","","","","",""
"1991","35-65 y.","Full Time","48.32","50","204","30","30","60","80","100","45.77","50.87","20","100","40","50"
"1991","35-65 y.","Not Working","63.67","60","318","40","50","80","100","100","61.28","66.06","20","100","60","60"
"1991","35-65 y.","Part Time","56.67","50","72","30","40","70","80","100","51.81","61.53","20","100","50","60"
"1991","66 and older","Full Time","","","","","","","","","","","","","",""
"1991","66 and older","Not Working","70.09","70","315","50","50","90","100","100","67.68","72.5","15","100","65","70"
"1991","66 and older","Part Time","","","","","","","","","","","","","",""
"1992","16-34 y.","Full Time","54.71","50","42","30","50","60","100","100","47.37","62.05","10","100","50","50"
"1992","16-34 y.","Not Working","73.12","70","34","40","50","100","100","100","64.23","82.01","20","100","60","100"
"1992","16-34 y.","Part Time","","","","","","","","","","","","","",""
"1992","35-65 y.","Full Time","46.75","50","288","25","30","60","80","100","44.67","48.83","15","100","40","50"
"1992","35-65 y.","Not Working","64.54","60","380","40","50","80","100","100","62.41","66.67","20","100","60","66"
"1992","35-65 y.","Part Time","51.53","50","105","30","40","60","80","100","47.76","55.3","10","100","50","50"
"1992","66 and older","Full Time","","","","","","","","","","","","","",""
"1992","66 and older","Not Working","71.01","70","396","40","50","100","100","100","68.82","73.2","20","100","67","70"
"1992","66 and older","Part Time","","","","","","","","","","","","","",""
"1993","16-34 y.","Full Time","","","","","","","","","","","","","",""
"1993","16-34 y.","Not Working","","","","","","","","","","","","","",""
"1993","16-34 y.","Part Time","","","","","","","","","","","","","",""
"1993","35-65 y.","Full Time","","","","","","","","","","","","","",""
"1993","35-65 y.","Not Working","","","","","","","","","","","","","",""
"1993","35-65 y.","Part Time","","","","","","","","","","","","","",""
"1993","66 and older","Full Time","","","","","","","","","","","","","",""
"1993","66 and older","Not Working","","","","","","","","","","","","","",""
"1993","66 and older","Part Time","","","","","","","","","","","","","",""
"1994","16-34 y.","Full Time","48.65","43.3","42","20","30","50","100","100","40.76","56.54","20","100","30","50"
"1994","16-34 y.","Not Working","62.8","60","32","20","40","100","100","100","53.09","72.51","10","100","60","100"
"1994","16-34 y.","Part Time","","","","","","","","","","","","","",""
"1994","35-65 y.","Full Time","44.59","40","240","25","30","50","70","100","42.31","46.87","15","100","40","50"
"1994","35-65 y.","Not Working","63.99","60","381","40","50","80","100","100","61.79","66.19","20","100","60","60"
"1994","35-65 y.","Part Time","51.23","50","110","30","40","60","70","100","47.74","54.72","10","100","50","50"
"1994","66 and older","Full Time","","","","","","","","","","","","","",""
"1994","66 and older","Not Working","69.64","70","404","40","50","90","100","100","67.45","71.83","20","100","60","70"
"1994","66 and older","Part Time","","","","","","","","","","","","","",""
"1995","16-34 y.","Full Time","51.82","50","36","30","30","50","100","100","44.51","59.13","30","100","40","50"
"1995","16-34 y.","Not Working","75.3","70","38","40","60","100","100","100","67.44","83.16","30","100","65","100"
"1995","16-34 y.","Part Time","","","","","","","","","","","","","",""
"1995","35-65 y.","Full Time","46.39","40","219","30","30","50","70","90","44.39","48.39","20","100","40","50"
"1995","35-65 y.","Not Working","62","60","389","40","50","80","100","100","59.92","64.08","10","100","52","60"
"1995","35-65 y.","Part Time","53.74","50","114","30","40","70","80","100","50.14","57.34","25","100","50","50"
"1995","66 and older","Full Time","","","","","","","","","","","","","",""
"1995","66 and older","Not Working","70.05","70","430","50","50","90","100","100","67.98","72.12","23","100","60","70"
"1995","66 and older","Part Time","","","","","","","","","","","","","",""
"1996","16-34 y.","Full Time","48.38","40","38","20","30","50","100","100","39.34","57.42","15","100","30","50"
"1996","16-34 y.","Not Working","65.38","60.76","41","30","50","80","100","100","56.3","74.46","10","100","50","80"
"1996","16-34 y.","Part Time","","","","","","","","","","","","","",""
"1996","35-65 y.","Full Time","43.53","40","237","20","30","50","70","90","41.32","45.74","10","100","40","50"
"1996","35-65 y.","Not Working","61","60","413","30","50","80","100","100","58.91","63.09","2","100","55","60"
"1996","35-65 y.","Part Time","50.72","50","130","30","30","60","80","100","47.16","54.28","10","100","40","50"
"1996","66 and older","Full Time","","","","","","","","","","","","","",""
"1996","66 and older","Not Working","68.38","70","443","40","50","90","100","100","66.31","70.45","15","100","60","70"
"1996","66 and older","Part Time","","","","","","","","","","","","","",""
"1997","16-34 y.","Full Time","48.02","40","38","20","25","50","100","100","39.4","56.64","14","100","30","50"
"1997","16-34 y.","Not Working","67.42","70","42","20","50","100","100","100","58.65","76.19","20","100","50","80"
"1997","16-34 y.","Part Time","","","","","","","","","","","","","",""
"1997","35-65 y.","Full Time","44.06","40","229","20","30","60","70","100","41.67","46.45","10","100","30","40"
"1997","35-65 y.","Not Working","61.43","60","415","30","50","80","100","100","59.32","63.54","20","100","50","60"
"1997","35-65 y.","Part Time","50.23","50","131","30","33","60","70","100","46.92","53.54","20","100","50","50"
"1997","66 and older","Full Time","","","","","","","","","","","","","",""
"1997","66 and older","Not Working","66.28","60","416","40","50","80","100","100","64.2","68.36","20","100","60","70"
"1997","66 and older","Part Time","","","","","","","","","","","","","",""
"1998","16-34 y.","Full Time","44.04","40","52","20","20","50","100","100","36.68","51.4","15","100","30","50"
"1998","16-34 y.","Not Working","70.56","68.17","32","40","50","100","100","100","60.38","80.74","20","100","50","100"
"1998","16-34 y.","Part Time","","","","","","","","","","","","","",""
"1998","35-65 y.","Full Time","45.63","40","246","20","30","50","70","100","43.22","48.04","10","100","40","50"
"1998","35-65 y.","Not Working","62.08","60","490","30","50","80","100","100","60.13","64.03","15","100","50","60"
"1998","35-65 y.","Part Time","48.38","47.33","151","25","30","60","80","100","44.66","52.1","5","100","40","50"
"1998","66 and older","Full Time","","","","","","","","","","","","","",""
"1998","66 and older","Not Working","69.53","70","512","50","50","90","100","100","67.64","71.42","20","100","60","70"
"1998","66 and older","Part Time","","","","","","","","","","","","","",""
"1999","16-34 y.","Full Time","43.18","40","46","20","30","50","70","100","35.91","50.45","10","100","30","50"
"1999","16-34 y.","Not Working","67.44","70","32","30","50","100","100","100","57.01","77.87","20","100","50","100"
"1999","16-34 y.","Part Time","","","","","","","","","","","","","",""
"1999","35-65 y.","Full Time","47.63","50","274","30","30","60","70","100","45.25","50.01","10","100","40","50"
"1999","35-65 y.","Not Working","60.64","60","467","30","50","80","100","100","58.62","62.66","10","100","50","60"
"1999","35-65 y.","Part Time","51.08","50","137","20","30","70","80","100","47.22","54.94","10","100","40","50"
"1999","66 and older","Full Time","","","","","","","","","","","","","",""
"1999","66 and older","Not Working","68.4","70","502","40","50","90","100","100","66.46","70.34","15","100","60","70"
"1999","66 and older","Part Time","","","","","","","","","","","","","",""
"2000","16-34 y.","Full Time","50.13","50","62","20","30","70","100","100","43.28","56.98","10","100","35","50"
"2000","16-34 y.","Not Working","66.45","70","42","30","40","100","100","100","57.11","75.79","10","100","50","80"
"2000","16-34 y.","Part Time","54.47","50","46","20","30","80","100","100","45.37","63.57","10","100","30","60"
"2000","35-65 y.","Full Time","47.41","50","451","30","30","60","80","100","45.44","49.38","10","100","40","50"
"2000","35-65 y.","Not Working","60.42","60","849","30","50","80","100","100","58.93","61.91","10","100","50","60"
"2000","35-65 y.","Part Time","53.19","50","266","30","30","70","90","100","50.43","55.95","5","100","50","50"
"2000","66 and older","Full Time","","","","","","","","","","","","","",""
"2000","66 and older","Not Working","68.3","70","848","40","50","90","100","100","66.8","69.8","5","100","60","70"
"2000","66 and older","Part Time","","","","","","","","","","","","","",""
"2001","16-34 y.","Full Time","51.96","40","57","20","30","80","100","100","43.96","59.96","2","100","30","60"
"2001","16-34 y.","Not Working","71.81","80","38","30","50","100","100","100","62.31","81.31","10","100","50","100"
"2001","16-34 y.","Part Time","55.88","50","33","20","30","80","100","100","45.29","66.47","10","100","30","70"
"2001","35-65 y.","Full Time","46.82","40","385","25","30","60","80","100","44.69","48.95","10","100","40","50"
"2001","35-65 y.","Not Working","61.74","60","784","30","50","80","100","100","60.16","63.32","10","100","50","60"
"2001","35-65 y.","Part Time","50.01","50","254","20","30","60","90","100","47.21","52.81","5","100","50","50"
"2001","66 and older","Full Time","","","","","","","","","","","","","",""
"2001","66 and older","Not Working","69.07","70","771","40","50","90","100","100","67.49","70.65","20","100","60","70"
"2001","66 and older","Part Time","","","","","","","","","","","","","",""
"2002","16-34 y.","Full Time","58.87","60","53","20","30","80","100","100","50.35","67.39","5","100","50","80"
"2002","16-34 y.","Not Working","79.83","86.55","41","40","70","100","100","100","71.17","88.49","10","100","70","100"
"2002","16-34 y.","Part Time","47.32","44.42","35","30","30","50","80","100","38.72","55.92","10","100","35","50"
"2002","35-65 y.","Full Time","47.74","40","449","30","30","60","80","100","45.77","49.71","10","100","40","50"
"2002","35-65 y.","Not Working","61.09","60","788","30","50","80","100","100","59.47","62.71","10","100","50","60"
"2002","35-65 y.","Part Time","49.52","50","271","20","30","60","80","100","46.85","52.19","5","100","40","50"
"2002","66 and older","Full Time","","","","","","","","","","","","","",""
"2002","66 and older","Not Working","68.3","70","858","40","50","90","100","100","66.79","69.81","4","100","60","70"
"2002","66 and older","Part Time","61.23","60","30","30","40","80","90","100","53.14","69.32","30","100","40","60"
"2003","16-34 y.","Full Time","60.59","60","60","20","30","100","100","100","52.72","68.46","10","100","50","80"
"2003","16-34 y.","Not Working","72.36","80","37","30","50","100","100","100","62.82","81.9","10","100","50","100"
"2003","16-34 y.","Part Time","","","","","","","","","","","","","",""
"2003","35-65 y.","Full Time","48.19","50","419","30","30","60","80","100","46.21","50.17","10","100","40","50"
"2003","35-65 y.","Not Working","61.41","60","729","30","50","80","100","100","59.75","63.07","16","100","50","60"
"2003","35-65 y.","Part Time","49.09","50","293","30","30","60","80","100","46.63","51.55","10","100","50","50"
"2003","66 and older","Full Time","","","","","","","","","","","","","",""
"2003","66 and older","Not Working","68.62","70","882","40","50","90","100","100","67.13","70.11","15","100","60","70"
"2003","66 and older","Part Time","","","","","","","","","","","","","",""
"2004","16-34 y.","Full Time","61.52","60","59","20","35","90","100","100","53.96","69.08","15","100","50","80"
"2004","16-34 y.","Not Working","68.32","58.32","37","30","50","100","100","100","58.58","78.06","10","100","50","100"
"2004","16-34 y.","Part Time","63.48","60","30","30","30","80","100","100","53.09","73.87","10","100","30","60"
"2004","35-65 y.","Full Time","47.87","40","431","20","30","60","80","100","45.87","49.87","5","100","40","50"
"2004","35-65 y.","Not Working","60.73","60","728","30","50","80","100","100","59.07","62.39","5","100","50","60"
"2004","35-65 y.","Part Time","49.07","50","267","20","30","60","80","100","46.36","51.78","10","100","40","50"
"2004","66 and older","Full Time","","","","","","","","","","","","","",""
"2004","66 and older","Not Working","67.1","60","911","40","50","90","100","100","65.62","68.58","8","100","60","70"
"2004","66 and older","Part Time","55.78","50","31","30","30","80","80","90","48.7","62.86","20","90","50","70"
"2005","16-34 y.","Full Time","53.37","50","50","20","30","70","100","100","45.52","61.22","20","100","40","70"
"2005","16-34 y.","Not Working","73.65","82.31","36","40","50","100","100","100","63.72","83.58","5","100","50","100"
"2005","16-34 y.","Part Time","","","","","","","","","","","","","",""
"2005","35-65 y.","Full Time","48.49","40","431","20","30","60","80","100","46.55","50.43","3","100","40","50"
"2005","35-65 y.","Not Working","60.4","60","704","30","45","80","100","100","58.64","62.16","5","100","50","60"
"2005","35-65 y.","Part Time","52.92","50","244","30","40","60","80","100","50.26","55.58","10","100","50","50"
"2005","66 and older","Full Time","","","","","","","","","","","","","",""
"2005","66 and older","Not Working","67.41","60","916","40","50","80","100","100","65.99","68.83","10","100","60","70"
"2005","66 and older","Part Time","56.72","50","35","30","30","80","100","100","48.46","64.98","10","100","50","60"
