"plh0038","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Rhineland-Palatinate,Saarland","general elemantary","161","0.524063314185819","0.46726488345071","0.580861744920929"
"Big worries","1984","Rhineland-Palatinate,Saarland","middle vocational","186","0.482573491107209","0.432916619153939","0.532230363060479"
"Big worries","1984","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Big worries","1984","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Big worries","1984","Rhineland-Palatinate,Saarland","higher education","","","",""
"Big worries","1984","Baden-Württemberg","in school","","","",""
"Big worries","1984","Baden-Württemberg","inadequately","85","0.220454470217342","0.172659811243608","0.268249129191076"
"Big worries","1984","Baden-Württemberg","general elemantary","311","0.463928812804231","0.426664700724745","0.501192924883716"
"Big worries","1984","Baden-Württemberg","middle vocational","453","0.48988691231593","0.457810305497836","0.521963519134024"
"Big worries","1984","Baden-Württemberg","vocational + Abi","","","",""
"Big worries","1984","Baden-Württemberg","higher vocational","53","0.464269857122021","0.373902112080388","0.554637602163655"
"Big worries","1984","Baden-Württemberg","higher education","72","0.563360461781517","0.476064941079369","0.650655982483665"
"Big worries","1984","Bavaria","in school","","","",""
"Big worries","1984","Bavaria","inadequately","44","0.447996489450352","0.351013486041553","0.544979492859152"
"Big worries","1984","Bavaria","general elemantary","298","0.511392952329759","0.470676864556387","0.552109040103132"
"Big worries","1984","Bavaria","middle vocational","529","0.513331482795095","0.482822035867809","0.54384092972238"
"Big worries","1984","Bavaria","vocational + Abi","41","0.769557430861907","0.658264233754395","0.880850627969419"
"Big worries","1984","Bavaria","higher vocational","65","0.509474012305618","0.422870573985131","0.596077450626105"
"Big worries","1984","Bavaria","higher education","86","0.541147331493967","0.462700278458343","0.61959438452959"
"Big worries","1984","Berlin","in school","","","",""
"Big worries","1984","Berlin","inadequately","","","",""
"Big worries","1984","Berlin","general elemantary","62","0.67051506333751","0.576977882682752","0.764052243992268"
"Big worries","1984","Berlin","middle vocational","111","0.592543234026376","0.521928974795986","0.663157493256767"
"Big worries","1984","Berlin","vocational + Abi","","","",""
"Big worries","1984","Berlin","higher vocational","","","",""
"Big worries","1984","Berlin","higher education","","","",""
"Big worries","1984","Brandenburg","in school","","","",""
"Big worries","1984","Brandenburg","inadequately","","","",""
"Big worries","1984","Brandenburg","general elemantary","","","",""
"Big worries","1984","Brandenburg","middle vocational","","","",""
"Big worries","1984","Brandenburg","vocational + Abi","","","",""
"Big worries","1984","Brandenburg","higher vocational","","","",""
"Big worries","1984","Brandenburg","higher education","","","",""
"Big worries","1984","Mecklenburg-Western Pomerania","in school","","","",""
"Big worries","1984","Mecklenburg-Western Pomerania","inadequately","","","",""
"Big worries","1984","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Big worries","1984","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Big worries","1984","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Big worries","1984","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Big worries","1984","Mecklenburg-Western Pomerania","higher education","","","",""
"Big worries","1984","Saxony","in school","","","",""
"Big worries","1984","Saxony","inadequately","","","",""
"Big worries","1984","Saxony","general elemantary","","","",""
"Big worries","1984","Saxony","middle vocational","","","",""
"Big worries","1984","Saxony","vocational + Abi","","","",""
"Big worries","1984","Saxony","higher vocational","","","",""
"Big worries","1984","Saxony","higher education","","","",""
"Big worries","1984","Saxony-Anhalt","in school","","","",""
"Big worries","1984","Saxony-Anhalt","inadequately","","","",""
"Big worries","1984","Saxony-Anhalt","general elemantary","","","",""
"Big worries","1984","Saxony-Anhalt","middle vocational","","","",""
"Big worries","1984","Saxony-Anhalt","vocational + Abi","","","",""
"Big worries","1984","Saxony-Anhalt","higher vocational","","","",""
"Big worries","1984","Saxony-Anhalt","higher education","","","",""
"Big worries","1984","Thuringia","in school","","","",""
"Big worries","1984","Thuringia","inadequately","","","",""
"Big worries","1984","Thuringia","general elemantary","","","",""
"Big worries","1984","Thuringia","middle vocational","","","",""
"Big worries","1984","Thuringia","vocational + Abi","","","",""
"Big worries","1984","Thuringia","higher vocational","","","",""
"Big worries","1984","Thuringia","higher education","","","",""
"Some worries","1984","Schleswig-Holstein","in school","","","",""
"Some worries","1984","Schleswig-Holstein","inadequately","","","",""
"Some worries","1984","Schleswig-Holstein","general elemantary","35","0.377162897218472","0.274727375216764","0.47959841922018"
"Some worries","1984","Schleswig-Holstein","middle vocational","88","0.39888749574892","0.334182197572177","0.463592793925663"
"Some worries","1984","Schleswig-Holstein","vocational + Abi","","","",""
"Some worries","1984","Schleswig-Holstein","higher vocational","","","",""
"Some worries","1984","Schleswig-Holstein","higher education","","","",""
"Some worries","1984","Hamburg","in school","","","",""
"Some worries","1984","Hamburg","inadequately","","","",""
"Some worries","1984","Hamburg","general elemantary","","","",""
"Some worries","1984","Hamburg","middle vocational","49","0.307745998962859","0.235547659385976","0.379944338539741"
"Some worries","1984","Hamburg","vocational + Abi","","","",""
"Some worries","1984","Hamburg","higher vocational","","","",""
"Some worries","1984","Hamburg","higher education","","","",""
"Some worries","1984","Lower Saxony","in school","","","",""
"Some worries","1984","Lower Saxony","inadequately","","","",""
"Some worries","1984","Lower Saxony","general elemantary","138","0.380503372552722","0.330558201259897","0.430448543845547"
"Some worries","1984","Lower Saxony","middle vocational","232","0.401446179765973","0.361483975070018","0.441408384461928"
"Some worries","1984","Lower Saxony","vocational + Abi","","","",""
"Some worries","1984","Lower Saxony","higher vocational","32","0.417139437491134","0.307712624490557","0.52656625049171"
"Some worries","1984","Lower Saxony","higher education","30","0.392186223142813","0.283835397185799","0.500537049099828"
"Some worries","1984","Bremen","in school","","","",""
"Some worries","1984","Bremen","inadequately","","","",""
"Some worries","1984","Bremen","general elemantary","","","",""
"Some worries","1984","Bremen","middle vocational","","","",""
"Some worries","1984","Bremen","vocational + Abi","","","",""
"Some worries","1984","Bremen","higher vocational","","","",""
"Some worries","1984","Bremen","higher education","","","",""
"Some worries","1984","North Rhine-Westphalia","in school","","","",""
"Some worries","1984","North Rhine-Westphalia","inadequately","104","0.370274672912978","0.314984001384884","0.425565344441072"
"Some worries","1984","North Rhine-Westphalia","general elemantary","305","0.344446938932793","0.312725012930238","0.376168864935347"
"Some worries","1984","North Rhine-Westphalia","middle vocational","521","0.330456091599397","0.306778097775236","0.354134085423559"
"Some worries","1984","North Rhine-Westphalia","vocational + Abi","32","0.323294673370117","0.225569640079506","0.421019706660729"
"Some worries","1984","North Rhine-Westphalia","higher vocational","51","0.320658656996959","0.247883180958713","0.393434133035204"
"Some worries","1984","North Rhine-Westphalia","higher education","80","0.356967013771029","0.294225534945408","0.41970849259665"
"Some worries","1984","Hesse","in school","","","",""
"Some worries","1984","Hesse","inadequately","40","0.336732288858249","0.247186944441446","0.426277633275052"
"Some worries","1984","Hesse","general elemantary","129","0.402651391055706","0.351562674767918","0.453740107343495"
"Some worries","1984","Hesse","middle vocational","217","0.367126494969045","0.328066113599835","0.406186876338255"
"Some worries","1984","Hesse","vocational + Abi","","","",""
"Some worries","1984","Hesse","higher vocational","","","",""
"Some worries","1984","Hesse","higher education","","","",""
"Some worries","1984","Rhineland-Palatinate,Saarland","in school","","","",""
"Some worries","1984","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Some worries","1984","Rhineland-Palatinate,Saarland","general elemantary","122","0.423936708753402","0.367734228855323","0.48013918865148"
"Some worries","1984","Rhineland-Palatinate,Saarland","middle vocational","183","0.47097235935649","0.421369103676489","0.52057561503649"
"Some worries","1984","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Some worries","1984","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Some worries","1984","Rhineland-Palatinate,Saarland","higher education","","","",""
"Some worries","1984","Baden-Württemberg","in school","","","",""
"Some worries","1984","Baden-Württemberg","inadequately","98","0.37718662756193","0.321306642977042","0.433066612146819"
"Some worries","1984","Baden-Württemberg","general elemantary","260","0.388006354817984","0.351594169241689","0.424418540394278"
"Some worries","1984","Baden-Württemberg","middle vocational","353","0.400604545865899","0.369161694107418","0.43204739762438"
"Some worries","1984","Baden-Württemberg","vocational + Abi","","","",""
"Some worries","1984","Baden-Württemberg","higher vocational","53","0.442678046682112","0.352676032675411","0.532680060688812"
"Some worries","1984","Baden-Württemberg","higher education","40","0.3408703867818","0.257441337015362","0.424299436548238"
"Some worries","1984","Bavaria","in school","","","",""
"Some worries","1984","Bavaria","inadequately","39","0.374049008504062","0.279681644501106","0.468416372507018"
"Some worries","1984","Bavaria","general elemantary","219","0.401101412445648","0.361179388644238","0.441023436247057"
"Some worries","1984","Bavaria","middle vocational","416","0.401268695860797","0.371349330213863","0.43118806150773"
"Some worries","1984","Bavaria","vocational + Abi","","","",""
"Some worries","1984","Bavaria","higher vocational","52","0.39468000041983","0.310004420879771","0.47935557995989"
"Some worries","1984","Bavaria","higher education","55","0.361519801009449","0.28588494174199","0.437154660276908"
"Some worries","1984","Berlin","in school","","","",""
"Some worries","1984","Berlin","inadequately","","","",""
"Some worries","1984","Berlin","general elemantary","","","",""
"Some worries","1984","Berlin","middle vocational","61","0.32197640278834","0.254829490707424","0.389123314869256"
"Some worries","1984","Berlin","vocational + Abi","","","",""
"Some worries","1984","Berlin","higher vocational","","","",""
"Some worries","1984","Berlin","higher education","","","",""
"Some worries","1984","Brandenburg","in school","","","",""
"Some worries","1984","Brandenburg","inadequately","","","",""
"Some worries","1984","Brandenburg","general elemantary","","","",""
"Some worries","1984","Brandenburg","middle vocational","","","",""
"Some worries","1984","Brandenburg","vocational + Abi","","","",""
"Some worries","1984","Brandenburg","higher vocational","","","",""
"Some worries","1984","Brandenburg","higher education","","","",""
"Some worries","1984","Mecklenburg-Western Pomerania","in school","","","",""
"Some worries","1984","Mecklenburg-Western Pomerania","inadequately","","","",""
"Some worries","1984","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Some worries","1984","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Some worries","1984","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Some worries","1984","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Some worries","1984","Mecklenburg-Western Pomerania","higher education","","","",""
"Some worries","1984","Saxony","in school","","","",""
"Some worries","1984","Saxony","inadequately","","","",""
"Some worries","1984","Saxony","general elemantary","","","",""
"Some worries","1984","Saxony","middle vocational","","","",""
"Some worries","1984","Saxony","vocational + Abi","","","",""
"Some worries","1984","Saxony","higher vocational","","","",""
"Some worries","1984","Saxony","higher education","","","",""
"Some worries","1984","Saxony-Anhalt","in school","","","",""
"Some worries","1984","Saxony-Anhalt","inadequately","","","",""
"Some worries","1984","Saxony-Anhalt","general elemantary","","","",""
"Some worries","1984","Saxony-Anhalt","middle vocational","","","",""
"Some worries","1984","Saxony-Anhalt","vocational + Abi","","","",""
"Some worries","1984","Saxony-Anhalt","higher vocational","","","",""
"Some worries","1984","Saxony-Anhalt","higher education","","","",""
"Some worries","1984","Thuringia","in school","","","",""
"Some worries","1984","Thuringia","inadequately","","","",""
"Some worries","1984","Thuringia","general elemantary","","","",""
"Some worries","1984","Thuringia","middle vocational","","","",""
"Some worries","1984","Thuringia","vocational + Abi","","","",""
"Some worries","1984","Thuringia","higher vocational","","","",""
"Some worries","1984","Thuringia","higher education","","","",""
"No worries","1984","Schleswig-Holstein","in school","","","",""
"No worries","1984","Schleswig-Holstein","inadequately","","","",""
"No worries","1984","Schleswig-Holstein","general elemantary","","","",""
"No worries","1984","Schleswig-Holstein","middle vocational","","","",""
"No worries","1984","Schleswig-Holstein","vocational + Abi","","","",""
"No worries","1984","Schleswig-Holstein","higher vocational","","","",""
"No worries","1984","Schleswig-Holstein","higher education","","","",""
"No worries","1984","Hamburg","in school","","","",""
"No worries","1984","Hamburg","inadequately","","","",""
"No worries","1984","Hamburg","general elemantary","","","",""
"No worries","1984","Hamburg","middle vocational","","","",""
"No worries","1984","Hamburg","vocational + Abi","","","",""
"No worries","1984","Hamburg","higher vocational","","","",""
"No worries","1984","Hamburg","higher education","","","",""
"No worries","1984","Lower Saxony","in school","","","",""
"No worries","1984","Lower Saxony","inadequately","","","",""
"No worries","1984","Lower Saxony","general elemantary","43","0.107875600713781","0.0759624928033463","0.139788708624216"
"No worries","1984","Lower Saxony","middle vocational","57","0.0914550862528777","0.0679554411034741","0.114954731402281"
"No worries","1984","Lower Saxony","vocational + Abi","","","",""
"No worries","1984","Lower Saxony","higher vocational","","","",""
"No worries","1984","Lower Saxony","higher education","","","",""
"No worries","1984","Bremen","in school","","","",""
"No worries","1984","Bremen","inadequately","","","",""
"No worries","1984","Bremen","general elemantary","","","",""
"No worries","1984","Bremen","middle vocational","","","",""
"No worries","1984","Bremen","vocational + Abi","","","",""
"No worries","1984","Bremen","higher vocational","","","",""
"No worries","1984","Bremen","higher education","","","",""
"No worries","1984","North Rhine-Westphalia","in school","","","",""
"No worries","1984","North Rhine-Westphalia","inadequately","56","0.167513947384546","0.124754877442653","0.210273017326439"
"No worries","1984","North Rhine-Westphalia","general elemantary","81","0.0771789861602662","0.0593632927447097","0.0949946795758226"
"No worries","1984","North Rhine-Westphalia","middle vocational","146","0.0901731128362068","0.0757547349079647","0.104591490764449"
"No worries","1984","North Rhine-Westphalia","vocational + Abi","","","",""
"No worries","1984","North Rhine-Westphalia","higher vocational","","","",""
"No worries","1984","North Rhine-Westphalia","higher education","","","",""
"No worries","1984","Hesse","in school","","","",""
"No worries","1984","Hesse","inadequately","","","",""
"No worries","1984","Hesse","general elemantary","45","0.0871999498241711","0.0578104357734682","0.116589463874874"
"No worries","1984","Hesse","middle vocational","50","0.091255806791487","0.0679200850858083","0.114591528497166"
"No worries","1984","Hesse","vocational + Abi","","","",""
"No worries","1984","Hesse","higher vocational","","","",""
"No worries","1984","Hesse","higher education","","","",""
"No worries","1984","Rhineland-Palatinate,Saarland","in school","","","",""
"No worries","1984","Rhineland-Palatinate,Saarland","inadequately","","","",""
"No worries","1984","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"No worries","1984","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"No worries","1984","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"No worries","1984","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"No worries","1984","Rhineland-Palatinate,Saarland","higher education","","","",""
"No worries","1984","Baden-Württemberg","in school","","","",""
"No worries","1984","Baden-Württemberg","inadequately","106","0.402358902220727","0.345822755635746","0.458895048805709"
"No worries","1984","Baden-Württemberg","general elemantary","117","0.148064832377786","0.121525920973415","0.174603743782157"
"No worries","1984","Baden-Württemberg","middle vocational","127","0.109508541818171","0.089470921360682","0.12954616227566"
"No worries","1984","Baden-Württemberg","vocational + Abi","","","",""
"No worries","1984","Baden-Württemberg","higher vocational","","","",""
"No worries","1984","Baden-Württemberg","higher education","","","",""
"No worries","1984","Bavaria","in school","","","",""
"No worries","1984","Bavaria","inadequately","","","",""
"No worries","1984","Bavaria","general elemantary","62","0.0875056352245931","0.0644889957240671","0.110522274725119"
"No worries","1984","Bavaria","middle vocational","86","0.0853998213441087","0.0683404555983942","0.102459187089823"
"No worries","1984","Bavaria","vocational + Abi","","","",""
"No worries","1984","Bavaria","higher vocational","","","",""
"No worries","1984","Bavaria","higher education","","","",""
"No worries","1984","Berlin","in school","","","",""
"No worries","1984","Berlin","inadequately","","","",""
"No worries","1984","Berlin","general elemantary","","","",""
"No worries","1984","Berlin","middle vocational","","","",""
"No worries","1984","Berlin","vocational + Abi","","","",""
"No worries","1984","Berlin","higher vocational","","","",""
"No worries","1984","Berlin","higher education","","","",""
"No worries","1984","Brandenburg","in school","","","",""
"No worries","1984","Brandenburg","inadequately","","","",""
"No worries","1984","Brandenburg","general elemantary","","","",""
"No worries","1984","Brandenburg","middle vocational","","","",""
"No worries","1984","Brandenburg","vocational + Abi","","","",""
"No worries","1984","Brandenburg","higher vocational","","","",""
"No worries","1984","Brandenburg","higher education","","","",""
"No worries","1984","Mecklenburg-Western Pomerania","in school","","","",""
"No worries","1984","Mecklenburg-Western Pomerania","inadequately","","","",""
"No worries","1984","Mecklenburg-Western Pomerania","general elemantary","","","",""
"No worries","1984","Mecklenburg-Western Pomerania","middle vocational","","","",""
"No worries","1984","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"No worries","1984","Mecklenburg-Western Pomerania","higher vocational","","","",""
"No worries","1984","Mecklenburg-Western Pomerania","higher education","","","",""
"No worries","1984","Saxony","in school","","","",""
"No worries","1984","Saxony","inadequately","","","",""
"No worries","1984","Saxony","general elemantary","","","",""
"No worries","1984","Saxony","middle vocational","","","",""
"No worries","1984","Saxony","vocational + Abi","","","",""
"No worries","1984","Saxony","higher vocational","","","",""
"No worries","1984","Saxony","higher education","","","",""
"No worries","1984","Saxony-Anhalt","in school","","","",""
"No worries","1984","Saxony-Anhalt","inadequately","","","",""
"No worries","1984","Saxony-Anhalt","general elemantary","","","",""
"No worries","1984","Saxony-Anhalt","middle vocational","","","",""
"No worries","1984","Saxony-Anhalt","vocational + Abi","","","",""
"No worries","1984","Saxony-Anhalt","higher vocational","","","",""
"No worries","1984","Saxony-Anhalt","higher education","","","",""
"No worries","1984","Thuringia","in school","","","",""
"No worries","1984","Thuringia","inadequately","","","",""
"No worries","1984","Thuringia","general elemantary","","","",""
"No worries","1984","Thuringia","middle vocational","","","",""
"No worries","1984","Thuringia","vocational + Abi","","","",""
"No worries","1984","Thuringia","higher vocational","","","",""
"No worries","1984","Thuringia","higher education","","","",""
"Big worries","1985","Schleswig-Holstein","in school","","","",""
"Big worries","1985","Schleswig-Holstein","inadequately","","","",""
"Big worries","1985","Schleswig-Holstein","general elemantary","38","0.460209459687467","0.354870440382254","0.56554847899268"
"Big worries","1985","Schleswig-Holstein","middle vocational","88","0.463074014117934","0.392543038105103","0.533604990130765"
"Big worries","1985","Schleswig-Holstein","vocational + Abi","","","",""
"Big worries","1985","Schleswig-Holstein","higher vocational","","","",""
"Big worries","1985","Schleswig-Holstein","higher education","","","",""
"Big worries","1985","Hamburg","in school","","","",""
"Big worries","1985","Hamburg","inadequately","","","",""
"Big worries","1985","Hamburg","general elemantary","39","0.593140633810968","0.467790996193117","0.718490271428819"
"Big worries","1985","Hamburg","middle vocational","72","0.451731714966927","0.370728744847373","0.532734685086481"
"Big worries","1985","Hamburg","vocational + Abi","","","",""
"Big worries","1985","Hamburg","higher vocational","","","",""
"Big worries","1985","Hamburg","higher education","","","",""
"Big worries","1985","Lower Saxony","in school","","","",""
"Big worries","1985","Lower Saxony","inadequately","","","",""
"Big worries","1985","Lower Saxony","general elemantary","147","0.484771837562608","0.428775984463886","0.540767690661329"
"Big worries","1985","Lower Saxony","middle vocational","268","0.495021475900744","0.452812755808824","0.537230195992665"
"Big worries","1985","Lower Saxony","vocational + Abi","","","",""
"Big worries","1985","Lower Saxony","higher vocational","","","",""
"Big worries","1985","Lower Saxony","higher education","33","0.459265073541852","0.344157005897815","0.574373141185889"
"Big worries","1985","Bremen","in school","","","",""
"Big worries","1985","Bremen","inadequately","","","",""
"Big worries","1985","Bremen","general elemantary","","","",""
"Big worries","1985","Bremen","middle vocational","44","0.641815534830365","0.524348342232386","0.759282727428345"
"Big worries","1985","Bremen","vocational + Abi","","","",""
"Big worries","1985","Bremen","higher vocational","","","",""
"Big worries","1985","Bremen","higher education","","","",""
"Big worries","1985","North Rhine-Westphalia","in school","","","",""
"Big worries","1985","North Rhine-Westphalia","inadequately","111","0.443221093977895","0.380761874671593","0.505680313284197"
"Big worries","1985","North Rhine-Westphalia","general elemantary","360","0.496610487476283","0.460683430037123","0.532537544915442"
"Big worries","1985","North Rhine-Westphalia","middle vocational","685","0.503443600053647","0.477111656930189","0.529775543177105"
"Big worries","1985","North Rhine-Westphalia","vocational + Abi","48","0.569045024699885","0.463144597332864","0.674945452066907"
"Big worries","1985","North Rhine-Westphalia","higher vocational","63","0.410539701152468","0.332076779004509","0.489002623300428"
"Big worries","1985","North Rhine-Westphalia","higher education","106","0.495640553244336","0.429870968448056","0.561410138040617"
"Big worries","1985","Hesse","in school","","","",""
"Big worries","1985","Hesse","inadequately","43","0.550137521606706","0.447925279747664","0.652349763465748"
"Big worries","1985","Hesse","general elemantary","154","0.487749934415337","0.433238645497687","0.542261223332986"
"Big worries","1985","Hesse","middle vocational","275","0.541002727518886","0.497965007470187","0.584040447567585"
"Big worries","1985","Hesse","vocational + Abi","","","",""
"Big worries","1985","Hesse","higher vocational","31","0.551682056887547","0.417792209582923","0.685571904192171"
"Big worries","1985","Hesse","higher education","54","0.544207414959094","0.44187970613698","0.646535123781207"
"Big worries","1985","Rhineland-Palatinate,Saarland","in school","","","",""
"Big worries","1985","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Big worries","1985","Rhineland-Palatinate,Saarland","general elemantary","129","0.487000912577028","0.426362053540968","0.547639771613088"
"Big worries","1985","Rhineland-Palatinate,Saarland","middle vocational","157","0.468773818566171","0.416642564935634","0.520905072196708"
"Big worries","1985","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Big worries","1985","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Big worries","1985","Rhineland-Palatinate,Saarland","higher education","","","",""
"Big worries","1985","Baden-Württemberg","in school","","","",""
"Big worries","1985","Baden-Württemberg","inadequately","81","0.249822689665268","0.195834655193456","0.303810724137081"
"Big worries","1985","Baden-Württemberg","general elemantary","256","0.406288888490135","0.367088127674765","0.445489649305504"
"Big worries","1985","Baden-Württemberg","middle vocational","406","0.479054355563723","0.445705336782226","0.51240337434522"
"Big worries","1985","Baden-Württemberg","vocational + Abi","","","",""
"Big worries","1985","Baden-Württemberg","higher vocational","44","0.427546140408398","0.333807653025139","0.521284627791658"
"Big worries","1985","Baden-Württemberg","higher education","60","0.475925491688633","0.383843464723169","0.568007518654096"
"Big worries","1985","Bavaria","in school","","","",""
"Big worries","1985","Bavaria","inadequately","42","0.482046511073734","0.371861023255194","0.592231998892274"
"Big worries","1985","Bavaria","general elemantary","271","0.523000217867899","0.480597420185091","0.565403015550706"
"Big worries","1985","Bavaria","middle vocational","461","0.493189049882007","0.461108856562619","0.525269243201394"
"Big worries","1985","Bavaria","vocational + Abi","30","0.626405125302867","0.489551729453469","0.763258521152265"
"Big worries","1985","Bavaria","higher vocational","52","0.429559498132894","0.341358754719554","0.517760241546234"
"Big worries","1985","Bavaria","higher education","87","0.550573553596974","0.469885609709259","0.63126149748469"
"Big worries","1985","Berlin","in school","","","",""
"Big worries","1985","Berlin","inadequately","","","",""
"Big worries","1985","Berlin","general elemantary","42","0.482795080360158","0.377183484043066","0.58840667667725"
"Big worries","1985","Berlin","middle vocational","95","0.544044769220393","0.46758504811748","0.620504490323306"
"Big worries","1985","Berlin","vocational + Abi","","","",""
"Big worries","1985","Berlin","higher vocational","","","",""
"Big worries","1985","Berlin","higher education","","","",""
"Big worries","1985","Brandenburg","in school","","","",""
"Big worries","1985","Brandenburg","inadequately","","","",""
"Big worries","1985","Brandenburg","general elemantary","","","",""
"Big worries","1985","Brandenburg","middle vocational","","","",""
"Big worries","1985","Brandenburg","vocational + Abi","","","",""
"Big worries","1985","Brandenburg","higher vocational","","","",""
"Big worries","1985","Brandenburg","higher education","","","",""
"Big worries","1985","Mecklenburg-Western Pomerania","in school","","","",""
"Big worries","1985","Mecklenburg-Western Pomerania","inadequately","","","",""
"Big worries","1985","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Big worries","1985","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Big worries","1985","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Big worries","1985","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Big worries","1985","Mecklenburg-Western Pomerania","higher education","","","",""
"Big worries","1985","Saxony","in school","","","",""
"Big worries","1985","Saxony","inadequately","","","",""
"Big worries","1985","Saxony","general elemantary","","","",""
"Big worries","1985","Saxony","middle vocational","","","",""
"Big worries","1985","Saxony","vocational + Abi","","","",""
"Big worries","1985","Saxony","higher vocational","","","",""
"Big worries","1985","Saxony","higher education","","","",""
"Big worries","1985","Saxony-Anhalt","in school","","","",""
"Big worries","1985","Saxony-Anhalt","inadequately","","","",""
"Big worries","1985","Saxony-Anhalt","general elemantary","","","",""
"Big worries","1985","Saxony-Anhalt","middle vocational","","","",""
"Big worries","1985","Saxony-Anhalt","vocational + Abi","","","",""
