"plh0038","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Employed","direct migration background","1097","0.49492820687716","0.474803480955536","0.515052932798783"
"Big worries","1984","Employed","indirect migration background","33","0.569217768745647","0.452377738523501","0.686057798967794"
"Big worries","1984","Employed","no migration background","2647","0.524085668995372","0.510301863364187","0.537869474626557"
"Big worries","1984","Not Employed","direct migration background","496","0.531854142143344","0.500692750743563","0.563015533543125"
"Big worries","1984","Not Employed","indirect migration background","38","0.62649947983128","0.499804315142754","0.753194644519805"
"Big worries","1984","Not Employed","no migration background","1984","0.551920836045764","0.535617120612571","0.568224551478958"
"No worries","1984","Employed","direct migration background","435","0.151231164684827","0.136810088375503","0.16565224099415"
"No worries","1984","Employed","indirect migration background","8","","",""
"No worries","1984","Employed","no migration background","452","0.0918409277602436","0.0838701132827208","0.0998117422377665"
"No worries","1984","Not Employed","direct migration background","167","0.157294021406251","0.134557494710799","0.180030548101703"
"No worries","1984","Not Employed","indirect migration background","6","","",""
"No worries","1984","Not Employed","no migration background","306","0.0882359968427909","0.0789370249243008","0.097534968761281"
"Some worries","1984","Employed","direct migration background","839","0.353840628438014","0.334593941305882","0.373087315570145"
"Some worries","1984","Employed","indirect migration background","28","","",""
"Some worries","1984","Employed","no migration background","1944","0.384073403244385","0.370649611596162","0.397497194892608"
"Some worries","1984","Not Employed","direct migration background","322","0.310851836450405","0.281947500516345","0.339756172384465"
"Some worries","1984","Not Employed","indirect migration background","12","","",""
"Some worries","1984","Not Employed","no migration background","1284","0.359843167111445","0.344108026075935","0.375578308146955"
"Big worries","1985","Employed","direct migration background","970","0.486320590541949","0.46454598759026","0.508095193493638"
"Big worries","1985","Employed","indirect migration background","32","0.482331288403036","0.366911434920251","0.59775114188582"
"Big worries","1985","Employed","no migration background","2189","0.463426920327394","0.449172221876592","0.477681618778196"
"Big worries","1985","Not Employed","direct migration background","414","0.510149320419867","0.476912557712687","0.543386083127046"
"Big worries","1985","Not Employed","indirect migration background","37","0.535256832075256","0.419243865216444","0.651269798934069"
"Big worries","1985","Not Employed","no migration background","1683","0.522861191770907","0.505593243866137","0.540129139675676"
"No worries","1985","Employed","direct migration background","336","0.139863245251353","0.124752760726073","0.154973729776634"
"No worries","1985","Employed","indirect migration background","17","","",""
"No worries","1985","Employed","no migration background","474","0.102682056414211","0.0940049800317425","0.111359132796679"
"No worries","1985","Not Employed","direct migration background","134","0.1335662704991","0.110948266428083","0.156184274570116"
"No worries","1985","Not Employed","indirect migration background","7","","",""
"No worries","1985","Not Employed","no migration background","319","0.102072984189","0.0916064937773522","0.112539474600648"
"Some worries","1985","Employed","direct migration background","718","0.373816164206698","0.352738484456528","0.394893843956868"
"Some worries","1985","Employed","indirect migration background","23","","",""
"Some worries","1985","Employed","no migration background","2038","0.433891023258395","0.419723520079915","0.448058526436875"
"Some worries","1985","Not Employed","direct migration background","321","0.356284409081034","0.324443634375393","0.388125183786674"
"Some worries","1985","Not Employed","indirect migration background","27","","",""
"Some worries","1985","Not Employed","no migration background","1212","0.375065824040093","0.358328114029916","0.391803534050271"
"Big worries","1986","Employed","direct migration background","890","0.441097053588745","0.419243502789544","0.462950604387946"
"Big worries","1986","Employed","indirect migration background","49","0.628023127848285","0.52925883347487","0.7267874222217"
"Big worries","1986","Employed","no migration background","2017","0.442258343298225","0.427846318222441","0.45667036837401"
"Big worries","1986","Not Employed","direct migration background","374","0.418990818173043","0.385624967732413","0.452356668613673"
"Big worries","1986","Not Employed","indirect migration background","35","0.437636585284691","0.316095406509628","0.559177764059754"
"Big worries","1986","Not Employed","no migration background","1432","0.471657151566851","0.453805875948443","0.489508427185259"
"No worries","1986","Employed","direct migration background","316","0.143058726157574","0.127648129949628","0.158469322365519"
"No worries","1986","Employed","indirect migration background","15","","",""
"No worries","1986","Employed","no migration background","544","0.119478767984536","0.110066685280202","0.12889085068887"
"No worries","1986","Not Employed","direct migration background","139","0.153190351999732","0.128833730136281","0.177546973863183"
"No worries","1986","Not Employed","indirect migration background","7","","",""
"No worries","1986","Not Employed","no migration background","349","0.119548906881634","0.10794715562056","0.131150658142707"
"Some worries","1986","Employed","direct migration background","777","0.415844220253681","0.394151380516411","0.437537059990951"
"Some worries","1986","Employed","indirect migration background","28","","",""
"Some worries","1986","Employed","no migration background","2001","0.438262888717239","0.423864816175956","0.452660961258521"
"Some worries","1986","Not Employed","direct migration background","327","0.427818829827225","0.394360429240628","0.461277230413822"
"Some worries","1986","Not Employed","indirect migration background","22","","",""
"Some worries","1986","Not Employed","no migration background","1223","0.408793941551516","0.391213904332195","0.426373978770836"
"Big worries","1987","Employed","direct migration background","773","0.419255873987172","0.397444233781155","0.441067514193189"
"Big worries","1987","Employed","indirect migration background","44","0.576324590506526","0.479955533738864","0.672693647274187"
"Big worries","1987","Employed","no migration background","2033","0.440875259562471","0.426508838022316","0.455241681102626"
"Big worries","1987","Not Employed","direct migration background","341","0.444667231595995","0.411102261943861","0.47823220124813"
"Big worries","1987","Not Employed","indirect migration background","31","0.494339726098041","0.381188403830066","0.607491048366016"
"Big worries","1987","Not Employed","no migration background","1388","0.49999367378306","0.481552619376838","0.518434728189282"
"No worries","1987","Employed","direct migration background","332","0.143603720961693","0.128102119518116","0.15910532240527"
"No worries","1987","Employed","indirect migration background","14","","",""
