"plh0038","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","16-34 y.","in school","107","0.553833604372046","0.482586803573136","0.625080405170956","1"
"Big worries","1984","16-34 y.","inadequately","120","0.373946969863859","0.319286241632789","0.42860769809493","1"
"Big worries","1984","16-34 y.","general elemantary","647","0.531740634863079","0.504264670498353","0.559216599227804","1"
"Big worries","1984","16-34 y.","middle vocational","1147","0.54031119377538","0.519274491551741","0.561347895999019","1"
"Big worries","1984","16-34 y.","vocational + Abi","100","0.62132068122314","0.547083774860224","0.695557587586056","1"
"Big worries","1984","16-34 y.","higher vocational","118","0.54101898792728","0.473781655205987","0.608256320648574","1"
"Big worries","1984","16-34 y.","higher education","150","0.626347352449295","0.565770500005576","0.686924204893013","1"
"Big worries","1984","35-65 y.","in school","","","","","1"
"Big worries","1984","35-65 y.","inadequately","270","0.414614346307185","0.377531211141774","0.451697481472596","1"
"Big worries","1984","35-65 y.","general elemantary","859","0.527955337314918","0.503889454239579","0.552021220390257","1"
"Big worries","1984","35-65 y.","middle vocational","1531","0.531978799991252","0.513933003997446","0.550024595985059","1"
"Big worries","1984","35-65 y.","vocational + Abi","78","0.648781246553524","0.565760960961513","0.731801532145535","1"
"Big worries","1984","35-65 y.","higher vocational","196","0.539936287224402","0.488664904922382","0.591207669526421","1"
"Big worries","1984","35-65 y.","higher education","265","0.540270299836356","0.495545775618183","0.584994824054529","1"
"Big worries","1984","66 and older","in school","","","","","1"
"Big worries","1984","66 and older","inadequately","6","","","","1"
"Big worries","1984","66 and older","general elemantary","266","0.519883070689045","0.476650032543354","0.563116108834736","1"
"Big worries","1984","66 and older","middle vocational","310","0.530692471054636","0.489936891506255","0.571448050603017","1"
"Big worries","1984","66 and older","vocational + Abi","13","","","","1"
"Big worries","1984","66 and older","higher vocational","45","0.559486654756935","0.452034391932562","0.666938917581309","1"
"Big worries","1984","66 and older","higher education","34","0.517172186769276","0.393778898868376","0.640565474670176","1"
"No worries","1984","35-65 y.","inadequately","171","0.262444655692629","0.229327775423583","0.295561535961676","3"
"No worries","1984","35-65 y.","general elemantary","188","0.0879219100126301","0.0742705401644359","0.101573279860824","3"
"No worries","1984","35-65 y.","higher education","36","0.0821429613072589","0.0575017756695701","0.106784146944948","3"
"No worries","1984","66 and older","in school","","","","","3"
"No worries","1984","66 and older","middle vocational","61","0.106232273454523","0.0810684041171793","0.131396142791867","3"
"No worries","1984","35-65 y.","in school","","","","","3"
"No worries","1984","35-65 y.","middle vocational","280","0.0856546110168311","0.0755335363017005","0.0957756857319617","3"
"No worries","1984","35-65 y.","vocational + Abi","12","","","","3"
"No worries","1984","35-65 y.","higher vocational","30","0.0855624181833653","0.0567875503950492","0.114337285971681","3"
"No worries","1984","66 and older","inadequately","6","","","","3"
"No worries","1984","66 and older","general elemantary","58","0.114327736158539","0.086791680387219","0.141863791929859","3"
"No worries","1984","66 and older","vocational + Abi","2","","","","3"
"No worries","1984","66 and older","higher vocational","8","","","","3"
"No worries","1984","66 and older","higher education","12","","","","3"
"No worries","1984","16-34 y.","in school","25","","","","3"
"No worries","1984","16-34 y.","inadequately","70","0.17716124763758","0.134028554389085","0.220293940886075","3"
"No worries","1984","16-34 y.","general elemantary","156","0.101370360668409","0.0847513315486942","0.117989389788124","3"
"No worries","1984","16-34 y.","middle vocational","207","0.0901850109272141","0.0780938656972239","0.102276156157204","3"
"No worries","1984","16-34 y.","vocational + Abi","14","","","","3"
"No worries","1984","16-34 y.","higher vocational","14","","","","3"
"No worries","1984","16-34 y.","higher education","17","","","","3"
"Some worries","1984","66 and older","in school","","","","","2"
"Some worries","1984","66 and older","inadequately","3","","","","2"
"Some worries","1984","66 and older","general elemantary","189","0.365789193152416","0.324109773538789","0.407468612766043","2"
"Some worries","1984","66 and older","middle vocational","205","0.363075255490841","0.323803597592548","0.402346913389133","2"
"Some worries","1984","66 and older","vocational + Abi","5","","","","2"
"Some worries","1984","66 and older","higher vocational","29","","","","2"
"Some worries","1984","66 and older","higher education","17","","","","2"
"Some worries","1984","16-34 y.","in school","55","0.312779181731172","0.246329277254904","0.379229086207439","2"
"Some worries","1984","16-34 y.","inadequately","111","0.448891782498561","0.392702418781902","0.50508114621522","2"
"Some worries","1984","16-34 y.","general elemantary","464","0.366889004468512","0.340351073514172","0.393426935422852","2"
"Some worries","1984","16-34 y.","middle vocational","802","0.369503795297406","0.349129884382809","0.389877706212003","2"
"Some worries","1984","16-34 y.","vocational + Abi","50","0.309529607065673","0.238775802823566","0.38028341130778","2"
"Some worries","1984","16-34 y.","higher vocational","79","0.38605135883764","0.320361938834302","0.451740778840978","2"
"Some worries","1984","16-34 y.","higher education","78","0.310149008429947","0.252229096371274","0.368068920488619","2"
"Some worries","1984","35-65 y.","in school","","","","","2"
"Some worries","1984","35-65 y.","inadequately","237","0.322940998000186","0.287743799780651","0.358138196219721","2"
"Some worries","1984","35-65 y.","general elemantary","606","0.384122752672452","0.360675402984111","0.407570102360793","2"
"Some worries","1984","35-65 y.","middle vocational","1126","0.382366588991917","0.364791340392267","0.399941837591566","2"
"Some worries","1984","35-65 y.","vocational + Abi","37","0.250146498858441","0.174822796829066","0.325470200887816","2"
"Some worries","1984","35-65 y.","higher vocational","137","0.374501294592233","0.324712151965558","0.424290437218908","2"
"Some worries","1984","35-65 y.","higher education","176","0.377586738856385","0.334081987922754","0.421091489790016","2"
"Big worries","1985","16-34 y.","in school","83","0.461401981977051","0.389760638378288","0.533043325575814","1"
"Big worries","1985","16-34 y.","inadequately","94","0.398218835102656","0.335362316310719","0.461075353894593","1"
