"plh0038","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"No worries","1986","West Germany","Male","784","0.148402937599658","0.138758147759462","0.158047727439854"
"No worries","1986","West Germany","Female","586","0.0982299150911653","0.090236777178328","0.106223053004003"
"No worries","1986","East Germany","Male","","","",""
"No worries","1986","East Germany","Female","","","",""
"Big worries","1987","West Germany","Male","2046","0.407956943064229","0.394538509187876","0.421375376940582"
"Big worries","1987","West Germany","Female","2564","0.511388491530019","0.497857940509492","0.524919042550546"
"Big worries","1987","East Germany","Male","","","",""
"Big worries","1987","East Germany","Female","","","",""
"Some worries","1987","West Germany","Male","2341","0.452598453494972","0.439008199841595","0.466188707148349"
"Some worries","1987","West Germany","Female","2157","0.400106292592147","0.386845087056958","0.413367498127336"
"Some worries","1987","East Germany","Male","","","",""
"Some worries","1987","East Germany","Female","","","",""
"No worries","1987","West Germany","Male","766","0.139444603440799","0.129986407827934","0.148902799053664"
"No worries","1987","West Germany","Female","522","0.0885052158778344","0.0808171040999594","0.0961933276557093"
"No worries","1987","East Germany","Male","","","",""
"No worries","1987","East Germany","Female","","","",""
"Big worries","1988","West Germany","Male","1737","0.344982423354091","0.33169419400686","0.358270652701322"
"Big worries","1988","West Germany","Female","2264","0.463910406082489","0.450102696770885","0.477718115394092"
"Big worries","1988","East Germany","Male","","","",""
"Big worries","1988","East Germany","Female","","","",""
"Some worries","1988","West Germany","Male","2411","0.494977071516367","0.481000834957722","0.508953308075013"
"Some worries","1988","West Germany","Female","2236","0.44076052378827","0.427014213428779","0.454506834147761"
"Some worries","1988","East Germany","Male","","","",""
"Some worries","1988","East Germany","Female","","","",""
"No worries","1988","West Germany","Male","768","0.160040505129542","0.149791392103817","0.170289618155266"
"No worries","1988","West Germany","Female","511","0.0953290701292416","0.0871980715413173","0.103460068717166"
"No worries","1988","East Germany","Male","","","",""
"No worries","1988","East Germany","Female","","","",""
"Big worries","1989","West Germany","Male","1398","0.284914943590743","0.272052956115512","0.297776931065975"
"Big worries","1989","West Germany","Female","1890","0.391270763527416","0.377559793001843","0.404981734052989"
"Big worries","1989","East Germany","Male","","","",""
"Big worries","1989","East Germany","Female","","","",""
"Some worries","1989","West Germany","Male","2264","0.481921944479164","0.467683663247791","0.496160225710538"
"Some worries","1989","West Germany","Female","2282","0.472632715967294","0.458606649253114","0.486658782681474"
"Some worries","1989","East Germany","Male","","","",""
"Some worries","1989","East Germany","Female","","","",""
"No worries","1989","West Germany","Male","1069","0.233163111930092","0.221114055549481","0.245212168310704"
"No worries","1989","West Germany","Female","695","0.13609652050529","0.126463254770897","0.145729786239683"
"No worries","1989","East Germany","Male","","","",""
"No worries","1989","East Germany","Female","","","",""
"Big worries","1990","West Germany","Male","1086","0.21847472864907","0.206605739782614","0.230343717515526"
"Big worries","1990","West Germany","Female","1451","0.296640144200213","0.283669368027584","0.309610920372841"
"Big worries","1990","East Germany","Male","784","0.372058423768082","0.351419786722721","0.392697060813442"
"Big worries","1990","East Germany","Female","1002","0.445500449384147","0.425306346160242","0.465694552608052"
"Some worries","1990","West Germany","Male","2163","0.461305977714657","0.446987157883473","0.475624797545842"
"Some worries","1990","West Germany","Female","2322","0.493123961428629","0.478927139066252","0.507320783791007"
"Some worries","1990","East Germany","Male","872","0.411253664316729","0.3902432400595","0.432264088573959"
"Some worries","1990","East Germany","Female","957","0.399817267568014","0.379914089846839","0.419720445289189"
"No worries","1990","West Germany","Male","1407","0.320219293636273","0.306817905983899","0.333620681288647"
"No worries","1990","West Germany","Female","991","0.210235894371158","0.198665068880044","0.221806719862271"
"No worries","1990","East Germany","Male","451","0.216687911915189","0.199096504788276","0.234279319042101"
"No worries","1990","East Germany","Female","368","0.154682283047838","0.139990308347551","0.169374257748126"
"Big worries","1991","West Germany","Male","1673","0.352188489331475","0.338453750760781","0.36592322790217"
"Big worries","1991","West Germany","Female","2315","0.491923518750639","0.477753949619382","0.506093087881897"
"Big worries","1991","East Germany","Male","805","0.430410257861162","0.408556958148779","0.452263557573544"
"Big worries","1991","East Germany","Female","1079","0.522107767175574","0.501062011424483","0.543153522926664"
"Some worries","1991","West Germany","Male","2237","0.490999435253971","0.476624426538049","0.505374443969892"
"Some worries","1991","West Germany","Female","2042","0.429096322039526","0.41506811646422","0.443124527614832"
"Some worries","1991","East Germany","Male","925","0.451507721742074","0.429543668605576","0.473471774878571"
"Some worries","1991","East Germany","Female","954","0.41677412366073","0.396001649449229","0.437546597872231"
"No worries","1991","West Germany","Male","736","0.156812075414554","0.146356199301871","0.167267951527237"
"No worries","1991","West Germany","Female","425","0.0789801592098343","0.0713358754391517","0.0866244429805169"
"No worries","1991","East Germany","Male","242","0.118082020396765","0.103839048357471","0.132324992436059"
"No worries","1991","East Germany","Female","131","0.0611181091636961","0.0510253502595744","0.0712108680678178"
"Big worries","1992","West Germany","Male","1647","0.33351490070503","0.319844213226877","0.347185588183184"
"Big worries","1992","West Germany","Female","2207","0.452100676839295","0.437970778650972","0.466230575027618"
"Big worries","1992","East Germany","Male","836","0.45581255166141","0.43331135155983","0.478313751762989"
"Big worries","1992","East Germany","Female","1116","0.552668574863382","0.531305727343212","0.574031422383551"
"Some worries","1992","West Germany","Male","2144","0.487942687841217","0.473448923183216","0.502436452499218"
"Some worries","1992","West Germany","Female","2080","0.453667543838094","0.439533435108403","0.467801652567785"
"Some worries","1992","East Germany","Male","868","0.455357383505276","0.432858017366126","0.477856749644426"
"Some worries","1992","East Germany","Female","837","0.387138581695118","0.366210644698792","0.408066518691444"
"No worries","1992","West Germany","Male","778","0.178542411453753","0.167437866078155","0.18964695682935"
"No worries","1992","West Germany","Female","479","0.0942317793226109","0.0859375066718754","0.102526051973346"
"No worries","1992","East Germany","Male","178","0.0888300648333144","0.0759766666493293","0.101683463017299"
"No worries","1992","East Germany","Female","128","0.0601928434415002","0.049973950376732","0.0704117365062685"
"Big worries","1993","West Germany","Male","1860","0.379598186050373","0.365488169493499","0.393708202607248"
"Big worries","1993","West Germany","Female","2492","0.518844071534286","0.504603586425728","0.533084556642844"
"Big worries","1993","East Germany","Male","818","0.466071028425101","0.44309596796153","0.489046088888671"
"Big worries","1993","East Germany","Female","1185","0.60035565328615","0.578931317029217","0.621779989543083"
"Some worries","1993","West Germany","Male","2112","0.484076180666264","0.469545747010881","0.498606614321647"
"Some worries","1993","West Germany","Female","1921","0.415027416403717","0.400984103148498","0.429070729658936"
"Some worries","1993","East Germany","Male","828","0.446218783113266","0.423324244262044","0.469113321964488"
"Some worries","1993","East Germany","Female","739","0.358074161794619","0.337104319844497","0.379044003744741"
"No worries","1993","West Germany","Male","572","0.136325633283362","0.126348800192196","0.146302466374529"
"No worries","1993","West Germany","Female","316","0.0661285120619968","0.0590457709541048","0.0732112531698887"
"No worries","1993","East Germany","Male","165","0.0877101884616331","0.0746821119543368","0.100738264968929"
"No worries","1993","East Germany","Female","84","0.0415701849192307","0.0328397199780353","0.0503006498604261"
"Big worries","1994","West Germany","Male","1699","0.368900201911364","0.354656241263175","0.383144162559552"
"Big worries","1994","West Germany","Female","2312","0.493730251606899","0.479418587094068","0.508041916119729"
"Big worries","1994","East Germany","Male","832","0.475828705510957","0.452718766054901","0.498938644967013"
"Big worries","1994","East Germany","Female","1177","0.619459490276393","0.598090025881865","0.64082895467092"
"Some worries","1994","West Germany","Male","2130","0.492914333292335","0.478155443523714","0.507673223060957"
"Some worries","1994","West Germany","Female","2032","0.438006081624438","0.423803733041955","0.452208430206921"
"Some worries","1994","East Germany","Male","796","0.434408269729637","0.411471226177771","0.457345313281503"
"Some worries","1994","East Germany","Female","727","0.337392138172363","0.316581638623428","0.358202637721299"
"No worries","1994","West Germany","Male","579","0.138185464796301","0.127998017213318","0.148372912379284"
"No worries","1994","West Germany","Female","344","0.0682636667686631","0.0610443580912582","0.0754829754460679"
"No worries","1994","East Germany","Male","166","0.0897630247594061","0.0765359792555401","0.102990070263272"
"No worries","1994","East Germany","Female","79","0.0431483715512444","0.034205206644228","0.0520915364582608"
"Big worries","1995","West Germany","Male","1908","0.384011918286631","0.370010187336976","0.398013649236286"
"Big worries","1995","West Germany","Female","2527","0.502392760785539","0.488440083012474","0.516345438558604"
"Big worries","1995","East Germany","Male","791","0.474121960321204","0.450687098125172","0.497556822517235"
"Big worries","1995","East Germany","Female","1078","0.576491845578907","0.554458928361295","0.598524762796519"
"Some worries","1995","West Germany","Male","2105","0.47166699982849","0.457295740154349","0.486038259502632"
"Some worries","1995","West Germany","Female","2037","0.422807304363979","0.40902175152267","0.436592857205287"
"Some worries","1995","East Germany","Male","782","0.428146368547196","0.404923630423366","0.451369106671025"
"Some worries","1995","East Germany","Female","764","0.383125796185667","0.361448079705463","0.404803512665871"
"No worries","1995","West Germany","Male","622","0.144321081884879","0.134204273468374","0.154437890301383"
"No worries","1995","West Germany","Female","369","0.0747999348504824","0.0674588377175524","0.0821410319834123"
"No worries","1995","East Germany","Male","171","0.0977316711316006","0.0837949577113376","0.111668384551864"
"No worries","1995","East Germany","Female","90","0.0403823582354261","0.0316044814516852","0.049160235019167"
"Big worries","1996","West Germany","Male","1413","0.291808096406471","0.278580289433714","0.305035903379229"
"Big worries","1996","West Germany","Female","2065","0.427331283651807","0.41340179180071","0.441260775502903"
"Big worries","1996","East Germany","Male","753","0.435152532906092","0.411944224677956","0.458360841134227"
"Big worries","1996","East Germany","Female","1031","0.566536317644769","0.544456380024986","0.588616255264552"
"Some worries","1996","West Germany","Male","2294","0.512722568292153","0.498178260150086","0.52726687643422"
"Some worries","1996","West Germany","Female","2309","0.483583831865585","0.469512441806001","0.49765522192517"
"Some worries","1996","East Germany","Male","783","0.443522195076924","0.420265996044322","0.466778394109526"
"Some worries","1996","East Germany","Female","798","0.381673032300457","0.360027790680101","0.403318273920813"
"No worries","1996","West Germany","Male","830","0.195469335301376","0.183930171976017","0.207008498626734"
"No worries","1996","West Germany","Female","471","0.0890848844826081","0.0810636323959872","0.097106136569229"
"No worries","1996","East Germany","Male","217","0.121325272016985","0.10604092682144","0.136609617212529"
"No worries","1996","East Germany","Female","106","0.0517906500547733","0.0419168255448465","0.0616644745647001"
"Big worries","1997","West Germany","Male","1116","0.243946987933569","0.231345925536203","0.256548050330935"
"Big worries","1997","West Germany","Female","1695","0.368009741295055","0.354290713858715","0.381728768731396"
"Big worries","1997","East Germany","Male","571","0.344573089238582","0.322288509345639","0.366857669131524"
"Big worries","1997","East Germany","Female","886","0.504836859061796","0.482284250679654","0.527389467443938"
"Some worries","1997","West Germany","Male","2119","0.477302553078836","0.462646893247075","0.491958212910598"
"Some worries","1997","West Germany","Female","2329","0.484206135077677","0.469989667296261","0.498422602859093"
"Some worries","1997","East Germany","Male","866","0.476338484083779","0.452918596671111","0.499758371496447"
"Some worries","1997","East Germany","Female","829","0.418033736688882","0.395785189009901","0.440282284367864"
"No worries","1997","West Germany","Male","1227","0.278750458987595","0.265594155640672","0.291906762334517"
"No worries","1997","West Germany","Female","723","0.147784123627268","0.137688638908484","0.157879608346052"
"No worries","1997","East Germany","Male","310","0.17908842667764","0.161108679180762","0.197068174174517"
"No worries","1997","East Germany","Female","173","0.0771294042493216","0.0650949198327752","0.089163888665868"
"Big worries","1998","West Germany","Male","1537","0.305497592982839","0.292755610418619","0.31823957554706"
"Big worries","1998","West Germany","Female","2245","0.429878317322155","0.416627543671066","0.443129090973243"
"Big worries","1998","East Germany","Male","677","0.383491985140902","0.361447957358499","0.405536012923305"
"Big worries","1998","East Germany","Female","942","0.505581105841678","0.483685822807372","0.527476388875985"
"Some worries","1998","West Germany","Male","2485","0.487602122083274","0.47377497166937","0.501429272497178"
"Some worries","1998","West Germany","Female","2487","0.452809545156449","0.439486247541237","0.466132842771661"
"Some worries","1998","East Germany","Male","903","0.463781217868179","0.441172755331343","0.486389680405016"
"Some worries","1998","East Germany","Female","910","0.426210806927583","0.404553920089633","0.447867693765534"
"No worries","1998","West Germany","Male","998","0.206900284933887","0.195694541523488","0.218106028344286"
"No worries","1998","West Germany","Female","630","0.117312137521396","0.108699032600475","0.125925242442318"
"No worries","1998","East Germany","Male","289","0.152726796990918","0.136418342812221","0.169035251169616"
"No worries","1998","East Germany","Female","151","0.0682080872307382","0.0571676818487064","0.0792484926127701"
"Big worries","1999","West Germany","Male","1559","0.334246210655665","0.320909575286376","0.347582846024953"
"Big worries","1999","West Germany","Female","2183","0.455250225406403","0.441609523292569","0.468890927520238"
"Big worries","1999","East Germany","Male","623","0.373014031581653","0.350826542744492","0.395201520418815"
"Big worries","1999","East Germany","Female","884","0.487391547706069","0.465347242299733","0.509435853112405"
"Some worries","1999","West Germany","Male","2319","0.478983837384023","0.464860340604385","0.493107334163662"
"Some worries","1999","West Germany","Female","2393","0.450342097022172","0.436714144190503","0.46397004985384"
"Some worries","1999","East Germany","Male","917","0.486134999984103","0.463204178111531","0.509065821856675"
"Some worries","1999","East Germany","Female","905","0.4254409781131","0.403636207386945","0.447245748839255"
"No worries","1999","West Germany","Male","928","0.186769951960312","0.175751605610468","0.197788298310156"
"No worries","1999","West Germany","Female","544","0.0944076775714246","0.0863985883164662","0.102416766826383"
"No worries","1999","East Germany","Male","285","0.140850968434243","0.124891044110392","0.156810892758095"
"No worries","1999","East Germany","Female","186","0.0871674741808311","0.0747269888031741","0.0996079595584881"
"Big worries","2000","West Germany","Male","2161","0.251100732969543","0.242023917352759","0.260177548586327"
"Big worries","2000","West Germany","Female","3323","0.35903435483146","0.349365906600009","0.36870280306291"
"Big worries","2000","East Germany","Male","971","0.362715007018311","0.344855762490714","0.380574251545908"
"Big worries","2000","East Germany","Female","1380","0.479801197059774","0.462056451339255","0.497545942780293"
"Some worries","2000","West Germany","Male","4381","0.494875247779055","0.484410108522054","0.505340387036056"
"Some worries","2000","West Germany","Female","4613","0.481445730230876","0.471375435682376","0.491516024779377"
"Some worries","2000","East Germany","Male","1339","0.479945272044913","0.461387157158522","0.498503386931305"
"Some worries","2000","East Germany","Female","1417","0.444148701052812","0.426500601167518","0.461796800938107"
"No worries","2000","West Germany","Male","2226","0.254024019251402","0.244912356557607","0.263135681945198"
"No worries","2000","West Germany","Female","1521","0.159519914937664","0.152140149386119","0.166899680489209"
"No worries","2000","East Germany","Male","474","0.157339720936775","0.143814046655637","0.170865395217913"
"No worries","2000","East Germany","Female","248","0.0760501018874136","0.0666349234850677","0.0854652802897595"
"Big worries","2001","West Germany","Male","1796","0.235703043542395","0.226330579928053","0.245075507156738"
"Big worries","2001","West Germany","Female","2698","0.324750457030437","0.31483956511803","0.334661348942845"
"Big worries","2001","East Germany","Male","783","0.321774037950146","0.303875855325976","0.339672220574316"
"Big worries","2001","East Germany","Female","1113","0.419162821012044","0.400928827079651","0.437396814944437"
"Some worries","2001","West Germany","Male","3950","0.495810425026699","0.484769769481432","0.506851080571966"
"Some worries","2001","West Germany","Female","4318","0.500592483169605","0.490010296839571","0.511174669499639"
"Some worries","2001","East Germany","Male","1325","0.488409487303096","0.469258131872029","0.507560842734164"
"Some worries","2001","East Germany","Female","1389","0.469555846453098","0.45111305375769","0.487998639148507"
"No worries","2001","West Germany","Male","2132","0.268486531430905","0.258700366783068","0.278272696078743"
"No worries","2001","West Germany","Female","1560","0.174657059799958","0.166621502585384","0.182692617014532"
"No worries","2001","East Germany","Male","509","0.189816474746758","0.174791806707952","0.204841142785563"
"No worries","2001","East Germany","Female","311","0.111281332534857","0.0996599837674463","0.122902681302269"
"Big worries","2002","West Germany","Male","2983","0.372531196979516","0.362245758791973","0.382816635167059"
"Big worries","2002","West Germany","Female","4301","0.489048014748672","0.478781988375256","0.499314041122088"
"Big worries","2002","East Germany","Male","1191","0.467907550276411","0.44884872027759","0.486966380275232"
"Big worries","2002","East Germany","Female","1565","0.584587541213346","0.566321516372951","0.602853566053741"
"Some worries","2002","West Germany","Male","4091","0.464201408852443","0.453591798939696","0.47481101876519"
"Some worries","2002","West Germany","Female","3896","0.414395290936764","0.404278418686322","0.424512163187205"
"Some worries","2002","East Germany","Male","1147","0.416986660491618","0.398153509500196","0.435819811483041"
"Some worries","2002","East Germany","Female","1083","0.367336820106063","0.349467911872906","0.38520572833922"
"No worries","2002","West Germany","Male","1414","0.163267394168041","0.155404390420465","0.171130397915617"
"No worries","2002","West Germany","Female","911","0.0965566943145644","0.090491032029562","0.102622356599567"
"No worries","2002","East Germany","Male","295","0.115105789231971","0.102915418265875","0.127296160198066"
"No worries","2002","East Germany","Female","148","0.0480756386805914","0.0401461851309719","0.0560050922302109"
"Big worries","2003","West Germany","Male","4252","0.561140249216609","0.550335274425098","0.57194522400812"
"Big worries","2003","West Germany","Female","5676","0.679800411913779","0.670013020869387","0.689587802958172"
"Big worries","2003","East Germany","Male","1635","0.649424619153771","0.631034314993171","0.66781492331437"
"Big worries","2003","East Germany","Female","2071","0.762920771742609","0.747082978152318","0.778758565332901"
"Some worries","2003","West Germany","Male","3135","0.353272464335495","0.342865100401386","0.363679828269604"
"Some worries","2003","West Germany","Female","2615","0.275582568946585","0.266209406101643","0.284955731791527"
"Some worries","2003","East Germany","Male","802","0.292629687977358","0.275094257282443","0.310165118672272"
"Some worries","2003","East Germany","Female","622","0.207356386166217","0.192258856327401","0.222453916005032"
"No worries","2003","West Germany","Male","716","0.0855872864478959","0.0794961135374406","0.0916784593583513"
"No worries","2003","West Germany","Female","438","0.0446170191396361","0.0402858527287139","0.0489481855505583"
"No worries","2003","East Germany","Male","149","0.0579456928688717","0.0489407205819151","0.0669506651558283"
"No worries","2003","East Germany","Female","77","0.029722842091174","0.0233987049775393","0.0360469792048086"
"Big worries","2004","West Germany","Male","2537","0.33884165372536","0.328377889226941","0.349305418223779"
"Big worries","2004","West Germany","Female","3794","0.465518165561304","0.454899072958076","0.476137258164532"
"Big worries","2004","East Germany","Male","963","0.408237936212207","0.388982741871079","0.427493130553335"
"Big worries","2004","East Germany","Female","1323","0.525809539731314","0.507061516860965","0.544557562601663"
"Some worries","2004","West Germany","Male","3820","0.479788970959314","0.468744326855318","0.49083361506331"
"Some worries","2004","West Germany","Female","3738","0.4276818869245","0.417149379080628","0.438214394768371"
"Some worries","2004","East Germany","Male","1198","0.454402694390973","0.434896424736112","0.473908964045835"
"Some worries","2004","East Germany","Female","1233","0.416962715876278","0.398450363297061","0.435475068455496"
"No worries","2004","West Germany","Male","1503","0.181369375315326","0.172850881934101","0.189887868696551"
"No worries","2004","West Germany","Female","944","0.106799947514196","0.100224693931362","0.11337520109703"
"No worries","2004","East Germany","Male","342","0.13735936939682","0.123874033600286","0.150844705193353"
"No worries","2004","East Germany","Female","169","0.0572277443924073","0.0485066387207973","0.0659488500640172"
"Big worries","2005","West Germany","Male","2263","0.318529524107151","0.307969065718497","0.329089982495805"
"Big worries","2005","West Germany","Female","3460","0.44900495788747","0.438225488073319","0.459784427701622"
"Big worries","2005","East Germany","Male","981","0.417574723515231","0.39792630426319","0.437223142767272"
"Big worries","2005","East Germany","Female","1356","0.550069147222618","0.531038000049691","0.569100294395544"
"Some worries","2005","West Germany","Male","3734","0.495076203677051","0.483743504880178","0.506408902473925"
"Some worries","2005","West Germany","Female","3755","0.439037362330635","0.4282822315568","0.44979249310447"
"Some worries","2005","East Germany","Male","1141","0.451989983994586","0.432161063947534","0.471818904041637"
"Some worries","2005","East Germany","Female","1104","0.391677605309948","0.373004578962282","0.410350631657614"
"No worries","2005","West Germany","Male","1480","0.186394272215797","0.177567382902664","0.19522116152893"
"No worries","2005","West Germany","Female","964","0.111957679781895","0.105124202371169","0.118791157192621"
"No worries","2005","East Germany","Male","298","0.130435292490183","0.117017257540986","0.14385332743938"
"No worries","2005","East Germany","Female","165","0.0582532474674344","0.0492931945749757","0.0672133003598931"
"Big worries","2006","West Germany","Male","2880","0.368379655675496","0.357760330224114","0.378998981126878"
"Big worries","2006","West Germany","Female","4061","0.473767885414374","0.463294488067992","0.484241282760755"
"Big worries","2006","East Germany","Male","1051","0.388839219742088","0.369828691366479","0.407849748117696"
"Big worries","2006","East Germany","Female","1383","0.510641818320384","0.491968710660101","0.529314925980666"
"Some worries","2006","West Germany","Male","3851","0.482166825454418","0.471166268978249","0.493167381930588"
"Some worries","2006","West Germany","Female","3875","0.437881638539036","0.427475050803823","0.448288226274249"
"Some worries","2006","East Germany","Male","1155","0.472756199311167","0.453286655524744","0.492225743097589"
"Some worries","2006","East Germany","Female","1180","0.422918822010567","0.404464761213028","0.441372882808107"
"No worries","2006","West Germany","Male","1195","0.149453518870085","0.141604359347606","0.157302678392565"
"No worries","2006","West Germany","Female","795","0.08835047604659","0.0823974950164802","0.0943034570766998"
"No worries","2006","East Germany","Male","320","0.138404580946746","0.124937969148763","0.151871192744728"
"No worries","2006","East Germany","Female","190","0.0664393596690487","0.0571362322125004","0.0757424871255969"
"Big worries","2007","West Germany","Male","2205","0.315068543579152","0.304451285916253","0.32568580124205"
"Big worries","2007","West Germany","Female","3238","0.410391811317386","0.399695248888613","0.42108837374616"
"Big worries","2007","East Germany","Male","850","0.360388064478368","0.34120784708678","0.379568281869956"
"Big worries","2007","East Germany","Female","1120","0.435782951950714","0.416715760026214","0.454850143875213"
"Some worries","2007","West Germany","Male","3770","0.497910715741763","0.486483182558391","0.509338248925136"
"Some worries","2007","West Germany","Female","3955","0.480461795460637","0.46959750649915","0.491326084422123"
"Some worries","2007","East Germany","Male","1188","0.484332008065944","0.464367127382406","0.504296888749482"
"Some worries","2007","East Germany","Female","1237","0.467851536198524","0.448664895005064","0.487038177391984"
"No worries","2007","West Germany","Male","1379","0.187020740679085","0.178108828511736","0.195932652846435"
"No worries","2007","West Germany","Female","931","0.109146393221977","0.102365748348546","0.115927038095408"
"No worries","2007","East Germany","Male","369","0.155279927455688","0.140811407330638","0.169748447580738"
"No worries","2007","East Germany","Female","241","0.0963655118507623","0.0850183896263954","0.107712634075129"
"Big worries","2008","West Germany","Male","1840","0.275372511591896","0.264843172827392","0.2859018503564"
"Big worries","2008","West Germany","Female","2711","0.369062339646391","0.358254634177206","0.379870045115575"
"Big worries","2008","East Germany","Male","713","0.326721847897376","0.307587373459663","0.345856322335089"
"Big worries","2008","East Germany","Female","910","0.384945768206939","0.365779866736294","0.404111669677585"
"Some worries","2008","West Germany","Male","3586","0.508893474142834","0.497109692214734","0.520677256070934"
"Some worries","2008","West Germany","Female","3937","0.507198158548412","0.496000804636424","0.518395512460399"
"Some worries","2008","East Germany","Male","1205","0.506033919957191","0.485636813289742","0.526431026624639"
"Some worries","2008","East Germany","Female","1297","0.506675941623387","0.486983296244462","0.526368587002312"
"No worries","2008","West Germany","Male","1488","0.21573401426527","0.206038420614641","0.225429607915898"
"No worries","2008","West Germany","Female","1010","0.123739501805197","0.116364515661924","0.131114487948471"
"No worries","2008","East Germany","Male","390","0.167244232145433","0.152018976696943","0.182469487593923"
"No worries","2008","East Germany","Female","269","0.108378290169674","0.0961339824497434","0.120622597889604"
"Big worries","2009","West Germany","Male","1575","0.257841490307864","0.247146788544611","0.268536192071118"
"Big worries","2009","West Germany","Female","2391","0.353192735248249","0.342056266452712","0.364329204043787"
"Big worries","2009","East Germany","Male","629","0.302689005366641","0.283460729036927","0.321917281696355"
"Big worries","2009","East Germany","Female","895","0.409354964121969","0.389525021655671","0.429184906588267"
"Some worries","2009","West Germany","Male","3430","0.521884626873531","0.509672324546826","0.534096929200236"
"Some worries","2009","West Germany","Female","3815","0.526385619426178","0.514751898884091","0.538019339968265"
"Some worries","2009","East Germany","Male","1180","0.534486718283908","0.513609949934289","0.555363486633527"
"Some worries","2009","East Germany","Female","1209","0.485700081671039","0.465544262179635","0.505855901162444"
"No worries","2009","West Germany","Male","1422","0.220273882818605","0.21014185239108","0.230405913246129"
"No worries","2009","West Germany","Female","870","0.120421645325573","0.112838598741695","0.12800469190945"
"No worries","2009","East Germany","Male","384","0.162824276349451","0.147371850557486","0.178276702141417"
"No worries","2009","East Germany","Female","258","0.104944954206992","0.0925850871877053","0.117304821226278"
"Big worries","2010","West Germany","Male","2205","0.272947479065084","0.263428396743515","0.282466561386653"
"Big worries","2010","West Germany","Female","3451","0.351501512806964","0.342183394446286","0.360819631167642"
"Big worries","2010","East Germany","Male","738","0.312601778385523","0.294448956340142","0.330754600430905"
"Big worries","2010","East Germany","Female","1079","0.397771294137127","0.380157214189497","0.415385374084756"
"Some worries","2010","West Germany","Male","4370","0.504293412970975","0.493609591081504","0.514977234860445"
"Some worries","2010","West Germany","Female","5351","0.523161495796222","0.513413537003425","0.532909454589019"
"Some worries","2010","East Germany","Male","1306","0.503120403412755","0.483540715159409","0.522700091666102"
"Some worries","2010","East Germany","Female","1560","0.501517461543991","0.483523345293073","0.519511577794909"
"No worries","2010","West Germany","Male","1838","0.222759107963941","0.213867747805485","0.231650468122397"
"No worries","2010","West Germany","Female","1283","0.125336991396814","0.118874943802046","0.131799038991581"
"No worries","2010","East Germany","Male","461","0.184277818201721","0.169095017444762","0.19946061895868"
"No worries","2010","East Germany","Female","327","0.100711244318883","0.0898806801400697","0.111541808497695"
"Big worries","2011","West Germany","Male","2061","0.286739446635254","0.276440454104631","0.297038439165878"
"Big worries","2011","West Germany","Female","3165","0.382521930852863","0.372075789394634","0.392968072311092"
"Big worries","2011","East Germany","Male","711","0.332319231490698","0.313101931937867","0.351536531043529"
"Big worries","2011","East Germany","Female","956","0.392903656779831","0.373973484304234","0.411833829255429"
"Some worries","2011","West Germany","Male","3803","0.505493697911105","0.49410771030307","0.516879685519139"
"Some worries","2011","West Germany","Female","4200","0.50337217095356","0.492625422312231","0.514118919594889"
