"plh0038","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Employed","college entrance qualification","501","0.587260294799797","0.554298479289574","0.620222110310019"
"Big worries","1984","Employed","lower secondary degree","1738","0.505115997097612","0.488466296871495","0.52176569732373"
"Big worries","1984","Employed","no degree/no degree yet","285","0.402495720461463","0.366423733916303","0.438567707006624"
"Big worries","1984","Employed","Other degree","537","0.468379858470266","0.439077315297652","0.49768240164288"
"Big worries","1984","Employed","secondary school degree","692","0.542088931976313","0.514879717746514","0.569298146206113"
"Big worries","1984","Not Employed","college entrance qualification","270","0.605422085911921","0.559225553325134","0.651618618498707"
"Big worries","1984","Not Employed","lower secondary degree","1411","0.543562435834887","0.524438543371435","0.562686328298339"
"Big worries","1984","Not Employed","no degree/no degree yet","271","0.517036283807406","0.475941028189062","0.55813153942575"
"Big worries","1984","Not Employed","Other degree","169","0.471116039090277","0.416166683553624","0.526065394626931"
"Big worries","1984","Not Employed","secondary school degree","379","0.568769694982993","0.530957817266177","0.606581572699809"
"No worries","1984","Employed","college entrance qualification","62","0.0756795519394986","0.0579720117360558","0.0933870921429413"
"No worries","1984","Employed","lower secondary degree","369","0.101495689030152","0.0914392776681593","0.111552100392144"
"No worries","1984","Employed","no degree/no degree yet","168","0.215318716211031","0.185083961158039","0.245553471264024"
"No worries","1984","Employed","Other degree","181","0.149419275554708","0.128484583487057","0.170353967622358"
"No worries","1984","Employed","secondary school degree","106","0.0814150065558559","0.0664801153357092","0.0963498977760026"
"No worries","1984","Not Employed","college entrance qualification","37","0.0957010395823751","0.067895699786688","0.123506379378062"
"No worries","1984","Not Employed","lower secondary degree","231","0.0863779585358906","0.0755923255640384","0.0971635915077428"
"No worries","1984","Not Employed","no degree/no degree yet","115","0.173401599289895","0.142266679384085","0.204536519195706"
"No worries","1984","Not Employed","Other degree","41","0.161280432893404","0.120793238050689","0.201767627736119"
"No worries","1984","Not Employed","secondary school degree","53","0.0845908639205957","0.063344983382789","0.105836744458402"
"Some worries","1984","Employed","college entrance qualification","294","0.337060153260705","0.305411994480461","0.368708312040948"
"Some worries","1984","Employed","lower secondary degree","1357","0.393388313872236","0.37712064728153","0.409655980462942"
"Some worries","1984","Employed","no degree/no degree yet","257","0.382185563327505","0.346443050488473","0.417928076166537"
"Some worries","1984","Employed","Other degree","396","0.382200865975026","0.353666056537444","0.410735675412609"
"Some worries","1984","Employed","secondary school degree","490","0.376496061467831","0.350036053002901","0.402956069932761"
"Some worries","1984","Not Employed","college entrance qualification","123","0.298876874505704","0.255609836443438","0.342143912567971"
"Some worries","1984","Not Employed","lower secondary degree","964","0.370059605629222","0.351522306622612","0.388596904635832"
"Some worries","1984","Not Employed","no degree/no degree yet","182","0.309562116902698","0.271542290175914","0.347581943629482"
"Some worries","1984","Not Employed","Other degree","107","0.367603528016319","0.314526937837989","0.420680118194649"
"Some worries","1984","Not Employed","secondary school degree","227","0.346639441096412","0.310304803852304","0.38297407834052"
"Big worries","1985","Employed","college entrance qualification","440","0.510786391480274","0.476860287450674","0.544712495509875"
"Big worries","1985","Employed","lower secondary degree","1411","0.447556118656386","0.43017788630763","0.464934351005143"
"Big worries","1985","Employed","no degree/no degree yet","239","0.442774358204567","0.401412505250575","0.484136211158559"
"Big worries","1985","Employed","Other degree","474","0.488908170338904","0.457137897154729","0.520678443523079"
"Big worries","1985","Employed","secondary school degree","590","0.480408428822036","0.452498712486851","0.50831814515722"
"Big worries","1985","Not Employed","college entrance qualification","232","0.592841323549035","0.544018333704418","0.641664313393651"
"Big worries","1985","Not Employed","lower secondary degree","1169","0.517039327890518","0.49656367523059","0.537514980550445"
"Big worries","1985","Not Employed","no degree/no degree yet","230","0.455831069623515","0.412900005619219","0.498762133627811"
"Big worries","1985","Not Employed","Other degree","142","0.500380221631977","0.4400665167902","0.560693926473755"
"Big worries","1985","Not Employed","secondary school degree","338","0.533531567893105","0.494699130410946","0.572364005375263"
"No worries","1985","Employed","college entrance qualification","61","0.0785666983991912","0.0603060468489107","0.0968273499494717"
"No worries","1985","Employed","lower secondary degree","352","0.10613985008324","0.0953749057330751","0.116904794433405"
"No worries","1985","Employed","no degree/no degree yet","109","0.19350658693972","0.160610707792749","0.22640246608669"
"No worries","1985","Employed","Other degree","154","0.158304857380099","0.135105157677344","0.181504557082854"
"No worries","1985","Employed","secondary school degree","138","0.10893246410125","0.0915283052277611","0.126336622974739"
"No worries","1985","Not Employed","college entrance qualification","33","0.0903202949249427","0.061835688919993","0.118804900929892"
"No worries","1985","Not Employed","lower secondary degree","233","0.101903882623328","0.0895080171028685","0.114299748143788"
"No worries","1985","Not Employed","no degree/no degree yet","96","0.178320917527149","0.145325389699125","0.211316445355173"
"No worries","1985","Not Employed","Other degree","34","0.132364532257874","0.0914855014392814","0.173243563076467"
"No worries","1985","Not Employed","secondary school degree","54","0.089996701120353","0.0677206482162072","0.112272754024499"
"Some worries","1985","Employed","college entrance qualification","333","0.410646910120534","0.377259162054477","0.444034658186592"
"Some worries","1985","Employed","lower secondary degree","1382","0.446304031260373","0.428930469928325","0.463677592592422"
"Some worries","1985","Employed","no degree/no degree yet","206","0.363719054855714","0.323660000376499","0.403778109334928"
"Some worries","1985","Employed","Other degree","323","0.352786972280997","0.322417466294772","0.383156478267222"
"Some worries","1985","Employed","secondary school degree","503","0.410659107076714","0.383177439488133","0.438140774665294"
"Some worries","1985","Not Employed","college entrance qualification","124","0.316838381526023","0.270605185898229","0.363071577153817"
"Some worries","1985","Not Employed","lower secondary degree","886","0.381056789486154","0.361157373323069","0.40095620564924"
"Some worries","1985","Not Employed","no degree/no degree yet","191","0.365848012849336","0.324328729514802","0.407367296183871"
"Some worries","1985","Not Employed","Other degree","88","0.367255246110149","0.309105957198192","0.425404535022105"
"Some worries","1985","Not Employed","secondary school degree","242","0.376471730986543","0.338758154348724","0.414185307624361"
"Big worries","1986","Employed","college entrance qualification","427","0.490779905108348","0.457445909590902","0.524113900625793"
"Big worries","1986","Employed","lower secondary degree","1301","0.429843192707564","0.412213260676393","0.447473124738735"
"Big worries","1986","Employed","no degree/no degree yet","207","0.381913143347421","0.339992272412322","0.42383401428252"
"Big worries","1986","Employed","Other degree","435","0.473473400080728","0.441086405166581","0.505860394994874"
"Big worries","1986","Employed","secondary school degree","545","0.4413413709833","0.413523879892746","0.469158862073854"
"Big worries","1986","Not Employed","college entrance qualification","198","0.504992962119954","0.455244394848712","0.554741529391195"
"Big worries","1986","Not Employed","lower secondary degree","997","0.469073291260683","0.447784960285024","0.490361622236342"
"Big worries","1986","Not Employed","no degree/no degree yet","205","0.403777803803278","0.360984315171693","0.446571292434864"
"Big worries","1986","Not Employed","Other degree","120","0.466254657758882","0.403915751509853","0.528593564007911"
"Big worries","1986","Not Employed","secondary school degree","297","0.456374219338329","0.416618464053856","0.496129974622801"
"No worries","1986","Employed","college entrance qualification","76","0.0876360104720156","0.0687814424431427","0.106490578500888"
"No worries","1986","Employed","lower secondary degree","391","0.124203054369309","0.112457695102978","0.13594841363564"
