"plh0038","year","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","Female","3427","0.570787399623773","0.558435057021273","0.583139742226273","1"
"Big worries","1984","Male","2868","0.492610032451315","0.479885456789186","0.505334608113444","1"
"No worries","1984","Female","560","0.0741685685232212","0.0676289590027054","0.0807081780437369","3"
"No worries","1984","Male","814","0.120782180335182","0.112488058363533","0.129076302306831","3"
"Some worries","1984","Female","2181","0.355044031853006","0.343101894833387","0.366986168872625","2"
"Some worries","1984","Male","2248","0.386607787213504","0.37421339679368","0.399002177633327","2"
"Big worries","1985","Female","2890","0.529704957420295","0.516566671789083","0.542843243051508","1"
"Big worries","1985","Male","2435","0.446551680276561","0.433300812915277","0.459802547637845","1"
"No worries","1985","Female","546","0.0854373754205079","0.0780792505436652","0.0927955002973507","3"
"No worries","1985","Male","741","0.128189499004067","0.119278894269249","0.137100103738886","3"
"Some worries","1985","Female","2108","0.384857667159197","0.372049872404437","0.397665461913956","2"
"Some worries","1985","Male","2231","0.425258820719372","0.412081329701377","0.438436311737367","2"
"Big worries","1986","Female","2588","0.491685775281606","0.478259440758244","0.505112109804968","1"
"Big worries","1986","Male","2209","0.410930114529246","0.397581941188859","0.424278287869633","1"
"No worries","1986","Female","586","0.0982299150911653","0.090236777178328","0.106223053004003","3"
"No worries","1986","Male","784","0.148402937599658","0.138758147759462","0.158047727439854","3"
"Some worries","1986","Female","2152","0.410084309627228","0.396875032240388","0.423293587014069","2"
"Some worries","1986","Male","2226","0.440666947871096","0.427197651063002","0.454136244679191","2"
"Big worries","1987","Female","2564","0.511388491530019","0.497857940509492","0.524919042550546","1"
"Big worries","1987","Male","2046","0.407956943064229","0.394538509187876","0.421375376940582","1"
"No worries","1987","Female","522","0.0885052158778344","0.0808171040999594","0.0961933276557093","3"
"No worries","1987","Male","766","0.139444603440799","0.129986407827934","0.148902799053664","3"
"Some worries","1987","Female","2157","0.400106292592147","0.386845087056958","0.413367498127336","2"
"Some worries","1987","Male","2341","0.452598453494972","0.439008199841595","0.466188707148349","2"
"Big worries","1988","Female","2264","0.463910406082489","0.450102696770885","0.477718115394092","1"
"Big worries","1988","Male","1737","0.344982423354091","0.33169419400686","0.358270652701322","1"
"No worries","1988","Female","511","0.0953290701292416","0.0871980715413173","0.103460068717166","3"
"No worries","1988","Male","768","0.160040505129542","0.149791392103817","0.170289618155266","3"
