"plh0038","year","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","6295","0.534091651470893","0.525202722375946","0.542980580565841"
"No worries","1984","1374","0.0960485757607943","0.0907979711897829","0.101299180331806"
"Some worries","1984","4429","0.369859772768312","0.361257198061979","0.378462347474646"
"Big worries","1985","5325","0.49040680284622","0.48104388408003","0.49976972161241"
"No worries","1985","1287","0.105641985733732","0.0998849996315793","0.111398971835885"
"Some worries","1985","4339","0.403951211420048","0.394760977539511","0.413141445300585"
"Big worries","1986","4797","0.453530979089218","0.444029066054776","0.46303289212366"
"No worries","1986","1370","0.12193526813184","0.11568997633406","0.12818055992962"
"Some worries","1986","4378","0.424533752778942","0.415099862097451","0.433967643460433"
"Big worries","1987","4610","0.462459107248105","0.45287487392231","0.472043340573901"
"No worries","1987","1288","0.112602630120627","0.106526203026434","0.118679057214821"
"Some worries","1987","4498","0.424938262631268","0.415435823188131","0.434440702074404"
"Big worries","1988","4001","0.407307033591626","0.397641742869928","0.416972324313323"
"No worries","1988","1279","0.126128259484916","0.119597418206596","0.132659100763235"
"Some worries","1988","4647","0.466564706923459","0.456750936482701","0.476378477364217"
"Big worries","1989","3288","0.340646069701426","0.331164751783939","0.350127387618912"
"No worries","1989","1764","0.182299600642691","0.174575504305627","0.190023696979755"
"Some worries","1989","4546","0.477054329655883","0.467061927027431","0.487046732284335"
"Big worries","1990","4323","0.289203518741178","0.281653727896642","0.296753309585713"
"No worries","1990","3217","0.247288471272295","0.240104299326342","0.254472643218247"
"Some worries","1990","6314","0.463508009986528","0.455204327348917","0.471811692624138"
"Big worries","1991","5872","0.436190735530282","0.427845117128507","0.444536353932058"
"No worries","1991","1534","0.110382023615752","0.105108448318759","0.115655598912744"
"Some worries","1991","6158","0.453427240853966","0.445049402127746","0.461805079580186"
"Big worries","1992","5806","0.417564439420268","0.409182575200387","0.425946303640149"
"No worries","1992","1563","0.122424836032059","0.11685385276312","0.127995819300998"
"Some worries","1992","5929","0.460010724547673","0.45153978714665","0.468481661948695"
"Big worries","1993","6355","0.468562179614699","0.46001436809322","0.477109991136177"
"No worries","1993","1137","0.0927085161659918","0.0877405534829081","0.0976764788490755"
"Some worries","1993","5600","0.43872930421931","0.430229095330602","0.447229513108017"
"Big worries","1994","6020","0.457027886379637","0.448422540732514","0.465633232026761"
"No worries","1994","1168","0.0945384401971081","0.0894842982915101","0.0995925821027061"
"Some worries","1994","5685","0.448433673423255","0.439842426784279","0.45702492006223"
"Big worries","1995","6304","0.461524795728021","0.453034576992941","0.470015014463101"
"No worries","1995","1252","0.100299438866756","0.0951833656355701","0.105415512097943"
"Some worries","1995","5688","0.438175765405222","0.429725644627754","0.446625886182691"
"Big worries","1996","5262","0.389357045354805","0.380997589832321","0.39771650087729"
"No worries","1996","1624","0.129541769353317","0.123784862831968","0.135298675874666"
"Some worries","1996","6184","0.481101185291877","0.472535347422369","0.489667023161386"
"Big worries","1997","4268","0.331062693499211","0.322924167162841","0.339201219835581"
"No worries","1997","2433","0.194595335182453","0.187748793989107","0.201441876375799"
"Some worries","1997","6143","0.474341971318336","0.465706314588491","0.482977628048181"
"Big worries","1998","5401","0.384649593542654","0.376662779026178","0.39263640805913"
"No worries","1998","2068","0.150610987426745","0.144739321188618","0.156482653664872"
"Some worries","1998","6785","0.464739419030601","0.456551621407224","0.472927216653978"
"Big worries","1999","5249","0.403326780052454","0.395119998067858","0.41153356203705"
"No worries","1999","1943","0.134210935767941","0.128508293957089","0.139913577578794"
"Some worries","1999","6534","0.462462284179604","0.454121272593505","0.470803295765704"
"Big worries","2000","7835","0.328954063462677","0.323016637723075","0.33489148920228"
"No worries","2000","4469","0.188151885681298","0.183212805023716","0.19309096633888"
"Some worries","2000","11750","0.482894050856025","0.476579097714584","0.489209003997466"
"Big worries","2001","6390","0.298688927763008","0.292625061036613","0.304752794489404"
"No worries","2001","4512","0.206719109549418","0.201353877044777","0.212084342054059"
