"plh0038","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"No worries","1985","Hesse","Female","56","0.087821513687078","0.0644212740477414","0.111221753326415"
"No worries","1985","Rhineland-Palatinate,Saarland","Male","39","0.0991352743509075","0.0690089540969706","0.129261594604844"
"No worries","1985","Rhineland-Palatinate,Saarland","Female","","","",""
"No worries","1985","Baden-Württemberg","Male","176","0.149690772484549","0.127796326215539","0.171585218753558"
"No worries","1985","Baden-Württemberg","Female","142","0.116794600724684","0.0970940911037889","0.13649511034558"
"No worries","1985","Bavaria","Male","106","0.110659091184817","0.0902542672730221","0.131063915096613"
"No worries","1985","Bavaria","Female","71","0.0669736387960038","0.0513149407309498","0.0826323368610578"
"No worries","1985","Berlin","Male","","","",""
"No worries","1985","Berlin","Female","","","",""
"No worries","1985","Brandenburg","Male","","","",""
"No worries","1985","Brandenburg","Female","","","",""
"No worries","1985","Mecklenburg-Western Pomerania","Male","","","",""
"No worries","1985","Mecklenburg-Western Pomerania","Female","","","",""
"No worries","1985","Saxony","Male","","","",""
"No worries","1985","Saxony","Female","","","",""
"No worries","1985","Saxony-Anhalt","Male","","","",""
"No worries","1985","Saxony-Anhalt","Female","","","",""
"No worries","1985","Thuringia","Male","","","",""
"No worries","1985","Thuringia","Female","","","",""
"Big worries","1986","Schleswig-Holstein","Male","53","0.361189575398407","0.286052918851633","0.436326231945181"
"Big worries","1986","Schleswig-Holstein","Female","63","0.426983167538552","0.351279793838343","0.502686541238762"
"Big worries","1986","Hamburg","Male","55","0.410316188135724","0.325101975662886","0.495530400608562"
"Big worries","1986","Hamburg","Female","71","0.5286232570026","0.442146316744301","0.615100197260899"
"Big worries","1986","Lower Saxony","Male","216","0.389941796611308","0.348728013331846","0.43115557989077"
"Big worries","1986","Lower Saxony","Female","279","0.47972404694625","0.438566214339907","0.520881879552594"
"Big worries","1986","Bremen","Male","31","0.583235429809937","0.445191474000102","0.721279385619772"
"Big worries","1986","Bremen","Female","34","0.557905357855369","0.430093253259923","0.685717462450815"
"Big worries","1986","North Rhine-Westphalia","Male","590","0.405038197926495","0.379487515232842","0.430588880620149"
"Big worries","1986","North Rhine-Westphalia","Female","721","0.517834296686959","0.491872233405256","0.543796359968661"
"Big worries","1986","Hesse","Male","226","0.4032951339408","0.361372698977066","0.445217568904535"
"Big worries","1986","Hesse","Female","268","0.506876507797554","0.46402894000076","0.549724075594348"
"Big worries","1986","Rhineland-Palatinate,Saarland","Male","170","0.453483388189746","0.403096813916698","0.503869962462794"
"Big worries","1986","Rhineland-Palatinate,Saarland","Female","184","0.482616554882229","0.433149912928276","0.532083196836182"
"Big worries","1986","Baden-Württemberg","Male","425","0.416708327671018","0.386303231460732","0.447113423881304"
"Big worries","1986","Baden-Württemberg","Female","426","0.445328743625578","0.41425958257791","0.476397904673245"
"Big worries","1986","Bavaria","Male","356","0.403518258453743","0.370380569456031","0.436655947451455"
"Big worries","1986","Bavaria","Female","456","0.507486149023811","0.475057114183809","0.539915183863814"
"Big worries","1986","Berlin","Male","87","0.483443258527089","0.409614846335272","0.557271670718906"
"Big worries","1986","Berlin","Female","86","0.446850790314983","0.373400389438914","0.520301191191053"
"Big worries","1986","Brandenburg","Male","","","",""
"Big worries","1986","Brandenburg","Female","","","",""
"Big worries","1986","Mecklenburg-Western Pomerania","Male","","","",""
"Big worries","1986","Mecklenburg-Western Pomerania","Female","","","",""
"Big worries","1986","Saxony","Male","","","",""
"Big worries","1986","Saxony","Female","","","",""
"Big worries","1986","Saxony-Anhalt","Male","","","",""
"Big worries","1986","Saxony-Anhalt","Female","","","",""
"Big worries","1986","Thuringia","Male","","","",""
"Big worries","1986","Thuringia","Female","","","",""
"Some worries","1986","Schleswig-Holstein","Male","74","0.430800292099131","0.353341879295672","0.50825870490259"
"Some worries","1986","Schleswig-Holstein","Female","84","0.477188476611177","0.400744421579359","0.553632531642995"
"Some worries","1986","Hamburg","Male","55","0.452809445365301","0.366577111376517","0.539041779354085"
"Some worries","1986","Hamburg","Female","41","0.346166442981864","0.26374898941135","0.428583896552378"
"Some worries","1986","Lower Saxony","Male","233","0.460800680029877","0.418680698045888","0.502920662013866"
"Some worries","1986","Lower Saxony","Female","222","0.416383646399807","0.375772015175809","0.456995277623806"
"Some worries","1986","Bremen","Male","","","",""
"Some worries","1986","Bremen","Female","","","",""
"Some worries","1986","North Rhine-Westphalia","Male","629","0.461283837437935","0.435337617370978","0.487230057504892"
"Some worries","1986","North Rhine-Westphalia","Female","568","0.407011650703463","0.381486275073823","0.432537026333102"
"Some worries","1986","Hesse","Male","228","0.43245211720459","0.390114590193348","0.474789644215833"
"Some worries","1986","Hesse","Female","207","0.395957503673329","0.354043873001656","0.437871134345002"
"Some worries","1986","Rhineland-Palatinate,Saarland","Male","168","0.459355236493879","0.408916663225857","0.509793809761901"
"Some worries","1986","Rhineland-Palatinate,Saarland","Female","183","0.458683133553501","0.409355847401244","0.508010419705759"
"Some worries","1986","Baden-Württemberg","Male","370","0.371396643268961","0.341598120209611","0.401195166328311"
"Some worries","1986","Baden-Württemberg","Female","391","0.407104902971775","0.376392526126639","0.43781727981691"
"Some worries","1986","Bavaria","Male","379","0.461184791211352","0.427514299664976","0.494855282757727"
"Some worries","1986","Bavaria","Female","371","0.400948690914725","0.369158794488306","0.432738587341143"
"Some worries","1986","Berlin","Male","77","0.437937998903263","0.364640326352395","0.51123567145413"
"Some worries","1986","Berlin","Female","69","0.452697942861962","0.37916032493041","0.526235560793513"
"Some worries","1986","Brandenburg","Male","","","",""
"Some worries","1986","Brandenburg","Female","","","",""
"Some worries","1986","Mecklenburg-Western Pomerania","Male","","","",""
"Some worries","1986","Mecklenburg-Western Pomerania","Female","","","",""
"Some worries","1986","Saxony","Male","","","",""
"Some worries","1986","Saxony","Female","","","",""
"Some worries","1986","Saxony-Anhalt","Male","","","",""
"Some worries","1986","Saxony-Anhalt","Female","","","",""
"Some worries","1986","Thuringia","Male","","","",""
"Some worries","1986","Thuringia","Female","","","",""
"No worries","1986","Schleswig-Holstein","Male","30","0.208010132502462","0.144520864074385","0.271499400930539"
"No worries","1986","Schleswig-Holstein","Female","","","",""
"No worries","1986","Hamburg","Male","","","",""
"No worries","1986","Hamburg","Female","","","",""
"No worries","1986","Lower Saxony","Male","89","0.149257523358816","0.119146596266229","0.179368450451402"
"No worries","1986","Lower Saxony","Female","65","0.103892306653942","0.0787554092406","0.129029204067284"
"No worries","1986","Bremen","Male","","","",""
"No worries","1986","Bremen","Female","","","",""
"No worries","1986","North Rhine-Westphalia","Male","199","0.13367796463557","0.115965476663846","0.151390452607294"
"No worries","1986","North Rhine-Westphalia","Female","134","0.0751540526095787","0.0614560721565909","0.0888520330625665"
"No worries","1986","Hesse","Male","72","0.164252748854609","0.132589970516049","0.19591552719317"
"No worries","1986","Hesse","Female","48","0.0971659885291168","0.0717820890675401","0.122549887990694"
"No worries","1986","Rhineland-Palatinate,Saarland","Male","37","0.0871613753163748","0.0586123360243877","0.115710414608362"
"No worries","1986","Rhineland-Palatinate,Saarland","Female","","","",""
"No worries","1986","Baden-Württemberg","Male","215","0.211895029060021","0.186692749670489","0.237097308449553"
"No worries","1986","Baden-Württemberg","Female","166","0.147566353402647","0.125394842147472","0.169737864657823"
"No worries","1986","Bavaria","Male","107","0.135296950334905","0.112193888295265","0.158400012374545"
"No worries","1986","Bavaria","Female","86","0.0915651600614642","0.0728572737254315","0.110273046397497"
"No worries","1986","Berlin","Male","","","",""
"No worries","1986","Berlin","Female","","","",""
"No worries","1986","Brandenburg","Male","","","",""
"No worries","1986","Brandenburg","Female","","","",""
"No worries","1986","Mecklenburg-Western Pomerania","Male","","","",""
"No worries","1986","Mecklenburg-Western Pomerania","Female","","","",""
"No worries","1986","Saxony","Male","","","",""
"No worries","1986","Saxony","Female","","","",""
"No worries","1986","Saxony-Anhalt","Male","","","",""
"No worries","1986","Saxony-Anhalt","Female","","","",""
"No worries","1986","Thuringia","Male","","","",""
"No worries","1986","Thuringia","Female","","","",""
"Big worries","1987","Schleswig-Holstein","Male","51","0.363923715905926","0.28743698877255","0.440410443039301"
"Big worries","1987","Schleswig-Holstein","Female","81","0.495733723717641","0.419903200959889","0.571564246475393"
"Big worries","1987","Hamburg","Male","46","0.396975859022954","0.306363282900527","0.487588435145381"
"Big worries","1987","Hamburg","Female","52","0.41716731586933","0.325847260463546","0.508487371275114"
"Big worries","1987","Lower Saxony","Male","191","0.364920106942397","0.324012379556486","0.405827834328309"
"Big worries","1987","Lower Saxony","Female","271","0.495724716092096","0.454277409398197","0.537172022785994"
"Big worries","1987","Bremen","Male","","","",""
"Big worries","1987","Bremen","Female","36","0.624102563035749","0.494917031510039","0.753288094561458"
"Big worries","1987","North Rhine-Westphalia","Male","512","0.367530603081283","0.342382961933486","0.39267824422908"
"Big worries","1987","North Rhine-Westphalia","Female","689","0.527263465446629","0.501073869067174","0.553453061826084"
"Big worries","1987","Hesse","Male","226","0.449723595035409","0.407251267068877","0.492195923001941"
"Big worries","1987","Hesse","Female","243","0.483684124565646","0.440690598169717","0.526677650961576"
"Big worries","1987","Rhineland-Palatinate,Saarland","Male","153","0.407786464728654","0.358114683232413","0.457458246224895"
"Big worries","1987","Rhineland-Palatinate,Saarland","Female","182","0.474491740280454","0.424351119698698","0.524632360862211"
"Big worries","1987","Baden-Württemberg","Male","389","0.416086997949578","0.3853673601636","0.446806635735555"
"Big worries","1987","Baden-Württemberg","Female","453","0.501406282631894","0.470149834944079","0.53266273031971"
"Big worries","1987","Bavaria","Male","358","0.45881611205015","0.424834042316342","0.492798181783958"
"Big worries","1987","Bavaria","Female","454","0.535286155516479","0.502537381227405","0.568034929805552"
"Big worries","1987","Berlin","Male","97","0.493990657379543","0.420952388048048","0.567028926711037"
"Big worries","1987","Berlin","Female","103","0.553162663976464","0.480734085713494","0.625591242239435"
"Big worries","1987","Brandenburg","Male","","","",""
"Big worries","1987","Brandenburg","Female","","","",""
"Big worries","1987","Mecklenburg-Western Pomerania","Male","","","",""
"Big worries","1987","Mecklenburg-Western Pomerania","Female","","","",""
"Big worries","1987","Saxony","Male","","","",""
"Big worries","1987","Saxony","Female","","","",""
"Big worries","1987","Saxony-Anhalt","Male","","","",""
"Big worries","1987","Saxony-Anhalt","Female","","","",""
"Big worries","1987","Thuringia","Male","","","",""
"Big worries","1987","Thuringia","Female","","","",""
"Some worries","1987","Schleswig-Holstein","Male","73","0.447514053482061","0.368466168591713","0.526561938372409"
"Some worries","1987","Schleswig-Holstein","Female","74","0.450850653909838","0.37538463452766","0.526316673292015"
"Some worries","1987","Hamburg","Male","52","0.465853776143786","0.373470369887852","0.558237182399719"
"Some worries","1987","Hamburg","Female","52","0.500275770396429","0.407676190163982","0.592875350628875"
"Some worries","1987","Lower Saxony","Male","256","0.488807581449114","0.446330619875412","0.531284543022815"
"Some worries","1987","Lower Saxony","Female","240","0.425799954267848","0.384810078346876","0.46678983018882"
"Some worries","1987","Bremen","Male","","","",""
"Some worries","1987","Bremen","Female","","","",""
"Some worries","1987","North Rhine-Westphalia","Male","663","0.474013057309262","0.447968716079778","0.500057398538745"
"Some worries","1987","North Rhine-Westphalia","Female","568","0.38663616629163","0.361090590138072","0.412181742445188"
"Some worries","1987","Hesse","Male","215","0.396977733236953","0.355205034716894","0.438750431757013"
"Some worries","1987","Hesse","Female","217","0.406965416142264","0.36470019217054","0.449230640113989"
"Some worries","1987","Rhineland-Palatinate,Saarland","Male","192","0.510535846658661","0.460008355520499","0.561063337796823"
"Some worries","1987","Rhineland-Palatinate,Saarland","Female","167","0.43631776723027","0.386520647331415","0.486114887129125"
"Some worries","1987","Baden-Württemberg","Male","452","0.45852218468886","0.427467976820866","0.489576392556854"
"Some worries","1987","Baden-Württemberg","Female","414","0.417978900225537","0.387145751612087","0.448812048838987"
"Some worries","1987","Bavaria","Male","353","0.41058325085803","0.377034997184373","0.444131504531688"
"Some worries","1987","Bavaria","Female","356","0.377621492038114","0.345789421793699","0.409453562282528"
"Some worries","1987","Berlin","Male","66","0.382908034434315","0.311895661689418","0.453920407179212"
"Some worries","1987","Berlin","Female","56","0.281168601257474","0.215673965188782","0.346663237326166"
"Some worries","1987","Brandenburg","Male","","","",""
"Some worries","1987","Brandenburg","Female","","","",""
"Some worries","1987","Mecklenburg-Western Pomerania","Male","","","",""
"Some worries","1987","Mecklenburg-Western Pomerania","Female","","","",""
"Some worries","1987","Saxony","Male","","","",""
"Some worries","1987","Saxony","Female","","","",""
"Some worries","1987","Saxony-Anhalt","Male","","","",""
"Some worries","1987","Saxony-Anhalt","Female","","","",""
"Some worries","1987","Thuringia","Male","","","",""
"Some worries","1987","Thuringia","Female","","","",""
"No worries","1987","Schleswig-Holstein","Male","","","",""
"No worries","1987","Schleswig-Holstein","Female","","","",""
"No worries","1987","Hamburg","Male","","","",""
"No worries","1987","Hamburg","Female","","","",""
"No worries","1987","Lower Saxony","Male","85","0.146272311608489","0.116243854334336","0.176300768882642"
"No worries","1987","Lower Saxony","Female","48","0.0784753296400566","0.0561826515615884","0.100768007718525"
"No worries","1987","Bremen","Male","","","",""
"No worries","1987","Bremen","Female","","","",""
"No worries","1987","North Rhine-Westphalia","Male","237","0.158456339609455","0.139409458160507","0.177503221058403"
"No worries","1987","North Rhine-Westphalia","Female","139","0.0861003682617412","0.0713854742765269","0.100815262246955"
"No worries","1987","Hesse","Male","86","0.153298671727638","0.122539325546278","0.184058017908997"
"No worries","1987","Hesse","Female","59","0.109350459292089","0.0825014576172819","0.136199460966896"
"No worries","1987","Rhineland-Palatinate,Saarland","Male","31","0.0816776886126851","0.0539953066892329","0.109360070536137"
"No worries","1987","Rhineland-Palatinate,Saarland","Female","32","0.0891904924892756","0.0605712152420603","0.117809769736491"
"No worries","1987","Baden-Württemberg","Male","148","0.125390817361562","0.104751761416342","0.146029873306782"
"No worries","1987","Baden-Württemberg","Female","116","0.0806148171425686","0.0635960726232393","0.097633561661898"
"No worries","1987","Bavaria","Male","115","0.130600637091819","0.107621147723608","0.15358012646003"
"No worries","1987","Bavaria","Female","81","0.0870923524454075","0.0685778232738295","0.105606881616986"
"No worries","1987","Berlin","Male","","","",""
"No worries","1987","Berlin","Female","","","",""
"No worries","1987","Brandenburg","Male","","","",""
"No worries","1987","Brandenburg","Female","","","",""
"No worries","1987","Mecklenburg-Western Pomerania","Male","","","",""
"No worries","1987","Mecklenburg-Western Pomerania","Female","","","",""
"No worries","1987","Saxony","Male","","","",""
"No worries","1987","Saxony","Female","","","",""
"No worries","1987","Saxony-Anhalt","Male","","","",""
"No worries","1987","Saxony-Anhalt","Female","","","",""
"No worries","1987","Thuringia","Male","","","",""
"No worries","1987","Thuringia","Female","","","",""
"Big worries","1988","Schleswig-Holstein","Male","47","0.277755121035637","0.207694894403715","0.347815347667559"
"Big worries","1988","Schleswig-Holstein","Female","63","0.416504694032085","0.340824380557577","0.492185007506593"
"Big worries","1988","Hamburg","Male","41","0.408525393120512","0.311203032699408","0.505847753541616"
"Big worries","1988","Hamburg","Female","42","0.396985444347954","0.302496571563203","0.491474317132706"
"Big worries","1988","Lower Saxony","Male","152","0.298934176226359","0.259124979200377","0.33874337325234"
"Big worries","1988","Lower Saxony","Female","244","0.476533070434244","0.433931826806474","0.519134314062014"
"Big worries","1988","Bremen","Male","","","",""
"Big worries","1988","Bremen","Female","","","",""
"Big worries","1988","North Rhine-Westphalia","Male","454","0.332645799445328","0.307475129083577","0.35781646980708"
"Big worries","1988","North Rhine-Westphalia","Female","619","0.48527020367998","0.458500764674883","0.512039642685077"
