"plh0038","year","education","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","college entrance qualification","771","0.593608265377265","0.566774524569948","0.620442006184581"
"Big worries","1984","lower secondary degree","3149","0.523392637664116","0.510828059178681","0.535957216149552"
"Big worries","1984","no degree/no degree yet","556","0.475433695951426","0.448054049339271","0.502813342563582"
"Big worries","1984","Other degree","706","0.469030805715907","0.443174669886347","0.494886941545467"
"Big worries","1984","secondary school degree","1071","0.55194523307317","0.529856100597839","0.5740343655485"
"No worries","1984","college entrance qualification","99","0.0826775299301867","0.0676317889808866","0.0977232708794868"
"No worries","1984","lower secondary degree","600","0.0943090331135139","0.0869567806800633","0.101661285546964"
"No worries","1984","no degree/no degree yet","283","0.188626428716603","0.167178055209283","0.210074802223923"
"No worries","1984","Other degree","222","0.152241087697981","0.13362748690794","0.170854688488022"
"No worries","1984","secondary school degree","159","0.0825882191217674","0.0703616017208245","0.0948148365227104"
"Some worries","1984","college entrance qualification","417","0.323714204692549","0.29815161620086","0.349276793184237"
"Some worries","1984","lower secondary degree","2321","0.38229832922237","0.370073456858045","0.394523201586695"
"Some worries","1984","no degree/no degree yet","439","0.335939875331971","0.310044802087195","0.361834948576747"
"Some worries","1984","Other degree","503","0.378728106586112","0.353595768363697","0.403860444808527"
"Some worries","1984","secondary school degree","717","0.365466547805063","0.344076281470684","0.386856814139442"
"Big worries","1985","college entrance qualification","672","0.53786759794134","0.509925708905869","0.565809486976812"
"Big worries","1985","lower secondary degree","2580","0.480352884073014","0.467067849149114","0.493637918996915"
"Big worries","1985","no degree/no degree yet","469","0.451684903850787","0.42188010157766","0.481489706123913"
"Big worries","1985","Other degree","616","0.491703053481509","0.463592450913211","0.519813656049806"
"Big worries","1985","secondary school degree","928","0.500302470473383","0.477610166221976","0.52299477472479"
"No worries","1985","college entrance qualification","94","0.0824458262730308","0.06703112696396","0.0978605255821017"
"No worries","1985","lower secondary degree","585","0.104140431336949","0.0960185265688395","0.112262336105058"
"No worries","1985","no degree/no degree yet","205","0.183143135062185","0.15997870286396","0.206307567260411"
"No worries","1985","Other degree","188","0.151985135166028","0.13179857866771","0.172171691664346"
"No worries","1985","secondary school degree","192","0.101841225442743","0.0881151291985708","0.115567321686916"
"Some worries","1985","college entrance qualification","457","0.379686575785629","0.352487567228778","0.40688558434248"
"Some worries","1985","lower secondary degree","2268","0.415506684590037","0.40240258996862","0.428610779211454"
"Some worries","1985","no degree/no degree yet","397","0.365171961087028","0.336336286378261","0.394007635795795"
"Some worries","1985","Other degree","411","0.356311811352463","0.329383269867719","0.383240352837208"
"Some worries","1985","secondary school degree","745","0.397856304083874","0.375642554750269","0.42007005341748"
"Big worries","1986","college entrance qualification","625","0.495404146717238","0.467709388121686","0.52309890531279"
"Big worries","1986","lower secondary degree","2298","0.448403313529684","0.434807294541617","0.46199933251775"
"Big worries","1986","no degree/no degree yet","412","0.396148719170334","0.366148160381739","0.426149277958929"
"Big worries","1986","Other degree","555","0.47179012725326","0.443050306546039","0.500529947960481"
"Big worries","1986","secondary school degree","842","0.446938393732906","0.424140779286974","0.469736008178838"
"No worries","1986","college entrance qualification","116","0.0921542361129189","0.076132498536241","0.108175973689597"
"No worries","1986","lower secondary degree","647","0.123263824517308","0.114276740245988","0.132250908788628"
"No worries","1986","no degree/no degree yet","198","0.185442907748556","0.161603190569329","0.209282624927783"
"No worries","1986","Other degree","164","0.136066170026335","0.11632732699091","0.15580501306176"
"No worries","1986","secondary school degree","217","0.122486608692626","0.10745345841302","0.137519758972232"
"Some worries","1986","college entrance qualification","511","0.412441617169843","0.38517365514389","0.439709579195797"
