"plh0038","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Employed","Female","1591","0.578599557637308","0.560499600118601","0.596699515156014"
"Big worries","1984","Employed","Male","2186","0.484338315927931","0.469933887722632","0.498742744133231"
"Big worries","1984","Not Employed","Female","1836","0.565319557482056","0.548429475294543","0.58220963966957"
"Big worries","1984","Not Employed","Male","682","0.514942016977714","0.487836824494069","0.542047209461359"
"No worries","1984","Employed","Female","244","0.0626809304327906","0.0537960322167646","0.0715658286488167"
"No worries","1984","Employed","Male","651","0.120870840353161","0.111475202006181","0.13026647870014"
"No worries","1984","Not Employed","Female","316","0.0822089322166865","0.0728498960735125","0.0915679683598605"
"No worries","1984","Not Employed","Male","163","0.120542815973018","0.10288428711861","0.138201344827426"
"Some worries","1984","Employed","Female","1024","0.358719511929902","0.341138554336693","0.37630046952311"
"Some worries","1984","Employed","Male","1787","0.394790843718908","0.380701996517373","0.408879690920443"
"Some worries","1984","Not Employed","Female","1157","0.352471510301257","0.336193880855677","0.368749139746838"
"Some worries","1984","Not Employed","Male","461","0.364515167049268","0.338412378867714","0.390617955230822"
"Big worries","1985","Employed","Female","1349","0.518254366576055","0.499092320366957","0.537416412785153"
"Big worries","1985","Employed","Male","1842","0.431759642147753","0.416752865458811","0.446766418836695"
"Big worries","1985","Not Employed","Female","1541","0.538100994610838","0.520055386615086","0.55614660260659"
"Big worries","1985","Not Employed","Male","593","0.484757181166207","0.45673637747477","0.512777984857643"
"No worries","1985","Employed","Female","254","0.0748392119599715","0.064748200106479","0.0849302238134641"
"No worries","1985","Employed","Male","573","0.127497112970165","0.117392167562271","0.137602058378059"
"No worries","1985","Not Employed","Female","292","0.0932083783125441","0.0826851902121012","0.103731566412987"
"No worries","1985","Not Employed","Male","168","0.129977822898575","0.11112344190197","0.14883220389518"
"Some worries","1985","Employed","Female","1009","0.406906421463974","0.388066877432287","0.42574596549566"
"Some worries","1985","Employed","Male","1770","0.440743244882082","0.425701479461181","0.455785010302982"
"Some worries","1985","Not Employed","Female","1099","0.368690627076618","0.351227650351189","0.386153603802046"
"Some worries","1985","Not Employed","Male","461","0.385264995935218","0.357979224569646","0.41255076730079"
"Big worries","1986","Employed","Female","1284","0.50818019072891","0.488941523637042","0.527418857820777"
"Big worries","1986","Employed","Male","1672","0.399976848569969","0.384876128694726","0.415077568445213"
"Big worries","1986","Not Employed","Female","1304","0.479211186512505","0.460478414792535","0.497943958232475"
"Big worries","1986","Not Employed","Male","537","0.439428265245562","0.41106187832931","0.467794652161815"
"No worries","1986","Employed","Female","259","0.0835349302314606","0.0728872470417982","0.0941826134211229"
"No worries","1986","Employed","Male","616","0.147289672149626","0.136365635974503","0.158213708324748"
"No worries","1986","Not Employed","Female","327","0.109343609521783","0.0976416244221169","0.121045594621448"
"No worries","1986","Not Employed","Male","168","0.151299425889109","0.130818937060713","0.171779914717504"
"Some worries","1986","Employed","Female","1051","0.40828487903963","0.389370108072471","0.427199650006789"
"Some worries","1986","Employed","Male","1755","0.452733479280405","0.437390243233794","0.468076715327015"
"Some worries","1986","Not Employed","Female","1101","0.411445203965712","0.392992619702639","0.429897788228785"
"Some worries","1986","Not Employed","Male","471","0.409272308865329","0.381169852921828","0.43737476480883"
"Big worries","1987","Employed","Female","1280","0.510590494553607","0.491441947219106","0.529739041888109"
"Big worries","1987","Employed","Male","1570","0.390805316546078","0.375753912987898","0.405856720104259"
"Big worries","1987","Not Employed","Female","1284","0.512039714291443","0.492917970322513","0.531161458260373"
"Big worries","1987","Not Employed","Male","476","0.455533930201079","0.426315171001403","0.484752689400754"
"No worries","1987","Employed","Female","229","0.0688737421651777","0.0591732359754491","0.0785742483549063"
"No worries","1987","Employed","Male","600","0.138832122904952","0.128165974809589","0.149498271000315"
"No worries","1987","Not Employed","Female","293","0.104525906306366","0.0928222402589399","0.116229572353792"
"No worries","1987","Not Employed","Male","166","0.14114356642514","0.120716461304147","0.161570671546132"
"Some worries","1987","Employed","Female","1109","0.420535763281215","0.401626349898816","0.439445176663613"
"Some worries","1987","Employed","Male","1867","0.470362560548969","0.454965974699387","0.485759146398551"
"Some worries","1987","Not Employed","Female","1048","0.383434379402191","0.364834136548817","0.402034622255564"
"Some worries","1987","Not Employed","Male","474","0.403322503373782","0.374541094428596","0.432103912318968"
"Big worries","1988","Employed","Female","1138","0.458491063714896","0.439162884878695","0.477819242551097"
"Big worries","1988","Employed","Male","1315","0.322756078503375","0.30797828165751","0.337533875349239"
"Big worries","1988","Not Employed","Female","1126","0.468486537441486","0.44875945570573","0.488213619177242"
"Big worries","1988","Not Employed","Male","422","0.405027638831172","0.375627858771808","0.434427418890537"
"No worries","1988","Employed","Female","237","0.0816247231318085","0.0710042555873651","0.0922451906762519"
"No worries","1988","Employed","Male","593","0.158709299617458","0.147159507948869","0.170259091286047"
"No worries","1988","Not Employed","Female","274","0.106901118506285","0.0946859897502243","0.119116247262346"
"No worries","1988","Not Employed","Male","175","0.16363680143261","0.141480804111505","0.185792798753715"
"Some worries","1988","Employed","Female","1178","0.459884213153295","0.440551608493074","0.479216817813516"
"Some worries","1988","Employed","Male","1937","0.518534621879168","0.502741378436148","0.534327865322187"
"Some worries","1988","Not Employed","Female","1058","0.424612344052229","0.405071931448519","0.444152756655939"
"Some worries","1988","Not Employed","Male","474","0.431335559736217","0.401674338844486","0.460996780627948"
"Big worries","1989","Employed","Female","997","0.394098385020006","0.37506484266055","0.413131927379462"
"Big worries","1989","Employed","Male","1047","0.266125706133547","0.25185122108356","0.280400191183534"
"Big worries","1989","Not Employed","Female","893","0.388811318667899","0.369038811138207","0.408583826197591"
"Big worries","1989","Not Employed","Male","351","0.334860170419033","0.306300803817231","0.363419537020835"
