"plh0038","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","(0) in school","West Germany","107","0.553833604372046","0.482586803573136","0.625080405170956"
"Big worries","1984","(0) in school","East Germany","","","",""
"Big worries","1984","(1a) inadequately completed","West Germany","448","0.423317961351758","0.393986317536384","0.452649605167132"
"Big worries","1984","(1a) inadequately completed","East Germany","","","",""
"Big worries","1984","(1b) general elementary school","West Germany","1504","0.51270597517054","0.494768917816387","0.530643032524692"
"Big worries","1984","(1b) general elementary school","East Germany","","","",""
"Big worries","1984","(1c) basic vocational qualification","West Germany","2180","0.525029492516429","0.509975311327497","0.540083673705361"
"Big worries","1984","(1c) basic vocational qualification","East Germany","","","",""
"Big worries","1984","(2b) intermediate general qualification","West Germany","272","0.586940225410159","0.542567009010975","0.631313441809343"
"Big worries","1984","(2b) intermediate general qualification","East Germany","","","",""
"Big worries","1984","(2a) intermediate vocational","West Germany","767","0.546289506701902","0.520238764772621","0.572340248631184"
"Big worries","1984","(2a) intermediate vocational","East Germany","","","",""
"Big worries","1984","(2c_gen) general maturity certificate","West Germany","251","0.628680762294176","0.581913174164587","0.675448350423764"
"Big worries","1984","(2c_gen) general maturity certificate","East Germany","","","",""
"Big worries","1984","(2c_voc) vocational maturity certificate","West Germany","275","0.594356153462156","0.549239360560745","0.639472946363566"
"Big worries","1984","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Big worries","1984","(3a) lower tertiary education","West Germany","137","0.51498622056623","0.454813451566714","0.575158989565746"
"Big worries","1984","(3a) lower tertiary education","East Germany","","","",""
"Big worries","1984","(3b) higher tertiary education","West Germany","312","0.588198520128413","0.545897354526652","0.630499685730174"
"Big worries","1984","(3b) higher tertiary education","East Germany","","","",""
"Some worries","1984","(0) in school","West Germany","55","0.312779181731172","0.246329277254904","0.379229086207439"
"Some worries","1984","(0) in school","East Germany","","","",""
"Some worries","1984","(1a) inadequately completed","West Germany","384","0.351403994285432","0.323062331671547","0.379745656899318"
"Some worries","1984","(1a) inadequately completed","East Germany","","","",""
"Some worries","1984","(1b) general elementary school","West Germany","1106","0.380187631961876","0.362767534692398","0.397607729231353"
"Some worries","1984","(1b) general elementary school","East Germany","","","",""
"Some worries","1984","(1c) basic vocational qualification","West Germany","1631","0.38420067090474","0.36953740763043","0.39886393417905"
"Some worries","1984","(1c) basic vocational qualification","East Germany","","","",""
"Some worries","1984","(2b) intermediate general qualification","West Germany","166","0.350366292210338","0.307371787049053","0.393360797371623"
"Some worries","1984","(2b) intermediate general qualification","East Germany","","","",""
"Some worries","1984","(2a) intermediate vocational","West Germany","514","0.362503063855802","0.33734865316846","0.387657474543145"
"Some worries","1984","(2a) intermediate vocational","East Germany","","","",""
"Some worries","1984","(2c_gen) general maturity certificate","West Germany","128","0.309883827980165","0.265121081947144","0.354646574013186"
"Some worries","1984","(2c_gen) general maturity certificate","East Germany","","","",""
"Some worries","1984","(2c_voc) vocational maturity certificate","West Germany","142","0.323831659863326","0.280835520515975","0.366827799210678"
"Some worries","1984","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Some worries","1984","(3a) lower tertiary education","West Germany","102","0.371833807430256","0.313645346480379","0.430022268380133"
"Some worries","1984","(3a) lower tertiary education","East Germany","","","",""
"Some worries","1984","(3b) higher tertiary education","West Germany","169","0.337854192768747","0.297201633435628","0.378506752101865"
"Some worries","1984","(3b) higher tertiary education","East Germany","","","",""
"No worries","1984","(0) in school","West Germany","25","","",""
"No worries","1984","(0) in school","East Germany","","","",""
"No worries","1984","(1a) inadequately completed","West Germany","258","0.22527804436281","0.200477157695026","0.250078931030594"
"No worries","1984","(1a) inadequately completed","East Germany","","","",""
"No worries","1984","(1b) general elementary school","West Germany","373","0.107106392867585","0.0960087941279539","0.118203991607216"
"No worries","1984","(1b) general elementary school","East Germany","","","",""
"No worries","1984","(1c) basic vocational qualification","West Germany","416","0.0907698365788314","0.0821094024797269","0.0994302706779359"
"No worries","1984","(1c) basic vocational qualification","East Germany","","","",""
"No worries","1984","(2b) intermediate general qualification","West Germany","35","0.0626934823795035","0.040847602765607","0.0845393619933999"
"No worries","1984","(2b) intermediate general qualification","East Germany","","","",""
"No worries","1984","(2a) intermediate vocational","West Germany","122","0.0912074294422954","0.0761425122974041","0.106272346587187"
"No worries","1984","(2a) intermediate vocational","East Germany","","","",""
"No worries","1984","(2c_gen) general maturity certificate","West Germany","31","0.0614354097256596","0.0381921184401549","0.0846787010111643"
"No worries","1984","(2c_gen) general maturity certificate","East Germany","","","",""
"No worries","1984","(2c_voc) vocational maturity certificate","West Germany","38","0.0818121866745182","0.0566286248031248","0.106995748545911"
"No worries","1984","(2c_voc) vocational maturity certificate","East Germany","","","",""
"No worries","1984","(3a) lower tertiary education","West Germany","26","","",""
"No worries","1984","(3a) lower tertiary education","East Germany","","","",""
"No worries","1984","(3b) higher tertiary education","West Germany","39","0.0739472871028405","0.051455425826689","0.096439148378992"
"No worries","1984","(3b) higher tertiary education","East Germany","","","",""
"Big worries","1985","(0) in school","West Germany","83","0.461401981977051","0.389760638378288","0.533043325575814"
"Big worries","1985","(0) in school","East Germany","","","",""
"Big worries","1985","(1a) inadequately completed","West Germany","385","0.440303071500712","0.407633863919487","0.472972279081937"
"Big worries","1985","(1a) inadequately completed","East Germany","","","",""
"Big worries","1985","(1b) general elementary school","West Germany","1218","0.474775486475905","0.455558745220198","0.493992227731611"
"Big worries","1985","(1b) general elementary school","East Germany","","","",""
"Big worries","1985","(1c) basic vocational qualification","West Germany","1836","0.482956144595539","0.467078418742883","0.498833870448195"
"Big worries","1985","(1c) basic vocational qualification","East Germany","","","",""
"Big worries","1985","(2b) intermediate general qualification","West Germany","255","0.54006181772147","0.495099513388434","0.585024122054506"
"Big worries","1985","(2b) intermediate general qualification","East Germany","","","",""
"Big worries","1985","(2a) intermediate vocational","West Germany","641","0.486381491560495","0.45951993821901","0.51324304490198"
"Big worries","1985","(2a) intermediate vocational","East Germany","","","",""
"Big worries","1985","(2c_gen) general maturity certificate","West Germany","229","0.642339630349279","0.593956363890039","0.690722896808518"
"Big worries","1985","(2c_gen) general maturity certificate","East Germany","","","",""
"Big worries","1985","(2c_voc) vocational maturity certificate","West Germany","222","0.51072759507892","0.462399775313359","0.559055414844481"
"Big worries","1985","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Big worries","1985","(3a) lower tertiary education","West Germany","125","0.497988981312287","0.43563472469689","0.560343237927684"
"Big worries","1985","(3a) lower tertiary education","East Germany","","","",""
"Big worries","1985","(3b) higher tertiary education","West Germany","273","0.516860599370322","0.473233557734703","0.560487641005941"
"Big worries","1985","(3b) higher tertiary education","East Germany","","","",""
"Some worries","1985","(0) in school","West Germany","71","0.380409473868073","0.310639322482073","0.450179625254074"
"Some worries","1985","(0) in school","East Germany","","","",""
"Some worries","1985","(1a) inadequately completed","West Germany","329","0.357246184035105","0.325711214758758","0.388781153311452"
"Some worries","1985","(1a) inadequately completed","East Germany","","","",""
"Some worries","1985","(1b) general elementary school","West Germany","1033","0.408525077322881","0.389608583903758","0.427441570742004"
"Some worries","1985","(1b) general elementary school","East Germany","","","",""
"Some worries","1985","(1c) basic vocational qualification","West Germany","1568","0.416992048812149","0.401325552300404","0.432658545323893"
"Some worries","1985","(1c) basic vocational qualification","East Germany","","","",""
"Some worries","1985","(2b) intermediate general qualification","West Germany","168","0.360392265098616","0.317078924959339","0.403705605237894"
"Some worries","1985","(2b) intermediate general qualification","East Germany","","","",""
"Some worries","1985","(2a) intermediate vocational","West Germany","550","0.410202566539955","0.383767957215488","0.436637175864421"
"Some worries","1985","(2a) intermediate vocational","East Germany","","","",""
"Some worries","1985","(2c_gen) general maturity certificate","West Germany","119","0.299795255785196","0.253546258814982","0.346044252755411"
"Some worries","1985","(2c_gen) general maturity certificate","East Germany","","","",""
"Some worries","1985","(2c_voc) vocational maturity certificate","West Germany","151","0.400303217971094","0.352934941820074","0.447671494122114"
"Some worries","1985","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Some worries","1985","(3a) lower tertiary education","West Germany","98","0.388806316872346","0.328013019603704","0.449599614140988"
"Some worries","1985","(3a) lower tertiary education","East Germany","","","",""
"Some worries","1985","(3b) higher tertiary education","West Germany","195","0.403443110917549","0.36061293014177","0.446273291693329"
"Some worries","1985","(3b) higher tertiary education","East Germany","","","",""
"No worries","1985","(0) in school","West Germany","32","0.158188544154876","0.105745662282888","0.210631426026864"
"No worries","1985","(0) in school","East Germany","","","",""
"No worries","1985","(1a) inadequately completed","West Germany","173","0.202450744464184","0.176006891897661","0.228894597030706"
"No worries","1985","(1a) inadequately completed","East Germany","","","",""
"No worries","1985","(1b) general elementary school","West Germany","343","0.116699436201214","0.104344180499129","0.1290546919033"
"No worries","1985","(1b) general elementary school","East Germany","","","",""
"No worries","1985","(1c) basic vocational qualification","West Germany","401","0.100051806592312","0.0905174370074313","0.109586176177193"
"No worries","1985","(1c) basic vocational qualification","East Germany","","","",""
"No worries","1985","(2b) intermediate general qualification","West Germany","49","0.0995459171799135","0.0725362269294996","0.126555607430327"
"No worries","1985","(2b) intermediate general qualification","East Germany","","","",""
"No worries","1985","(2a) intermediate vocational","West Germany","139","0.10341594189955","0.0870511109745296","0.119780772824571"
