"plh0038","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","(Married) couple without C. ","Female","753","0.569616049992597","0.543115624650332","0.596116475334863"
"Big worries","1984","(Married) couple without C. ","Male","710","0.529739818144853","0.503065866370828","0.556413769918877"
"Big worries","1984","1-pers.-HH","Female","435","0.553002404232518","0.518288689869314","0.587716118595722"
"Big worries","1984","1-pers.-HH","Male","246","0.485904150441087","0.443631614567472","0.528176686314702"
"Big worries","1984","Couple + C. GT 16 ","Female","515","0.59105815110299","0.558938359426501","0.62317794277948"
"Big worries","1984","Couple + C. GT 16 ","Male","524","0.506704966159056","0.476692585874984","0.536717346443127"
"Big worries","1984","Couple + C. LE 16 ","Female","823","0.565102279808074","0.540172048999706","0.590032510616442"
"Big worries","1984","Couple + C. LE 16 ","Male","718","0.47323932226636","0.448139341840817","0.498339302691903"
"Big worries","1984","Couple + C. LE and GT 16","Female","432","0.585938075185833","0.551459558940868","0.620416591430797"
"Big worries","1984","Couple + C. LE and GT 16","Male","425","0.469865061124068","0.437562034662083","0.502168087586053"
"Big worries","1984","Single parent ","Female","212","0.577792890906534","0.528133068676299","0.627452713136768"
"Big worries","1984","Single parent ","Male","87","0.438088633922308","0.368628605508876","0.507548662335739"
"No worries","1984","(Married) couple without C. ","Female","108","0.0699035512890995","0.056256233172627","0.083550869405572"
"No worries","1984","(Married) couple without C. ","Male","167","0.119777338990471","0.102424499422137","0.137130178558805"
"No worries","1984","1-pers.-HH","Female","72","0.0908365720014665","0.0707717029749405","0.110901441027993"
"No worries","1984","1-pers.-HH","Male","101","0.150004981788893","0.119803936149893","0.180206027427893"
"No worries","1984","Couple + C. GT 16 ","Female","67","0.0541379472888421","0.0393539583183602","0.0689219362593241"
"No worries","1984","Couple + C. GT 16 ","Male","124","0.104916863380276","0.0865208453996393","0.123312881360913"
"No worries","1984","Couple + C. LE 16 ","Female","156","0.0779490857049516","0.0644671525888897","0.0914310188210135"
"No worries","1984","Couple + C. LE 16 ","Male","199","0.113408025624215","0.0974672264782923","0.129348824770137"
"No worries","1984","Couple + C. LE and GT 16","Female","79","0.06372949913294","0.0466308822123793","0.0808281160535007"
"No worries","1984","Couple + C. LE and GT 16","Male","144","0.125873328064166","0.104404048726971","0.14734260740136"
"No worries","1984","Single parent ","Female","37","0.0831370116152558","0.0553778900795997","0.110896133150912"
"No worries","1984","Single parent ","Male","21","","",""
"Some worries","1984","(Married) couple without C. ","Female","480","0.360480398718303","0.334782272400362","0.386178525036244"
"Some worries","1984","(Married) couple without C. ","Male","468","0.350482842864676","0.324984283499944","0.375981402229409"
"Some worries","1984","1-pers.-HH","Female","281","0.356161023766016","0.322726371567069","0.389595675964963"
"Some worries","1984","1-pers.-HH","Male","190","0.36409086777002","0.323393776316703","0.404787959223337"
"Some worries","1984","Couple + C. GT 16 ","Female","318","0.354803901608168","0.323545490693546","0.386062312522789"
"Some worries","1984","Couple + C. GT 16 ","Male","418","0.388378170460668","0.359120591672643","0.417635749248694"
"Some worries","1984","Couple + C. LE 16 ","Female","540","0.356948634486974","0.332855411565746","0.381041857408202"
"Some worries","1984","Couple + C. LE 16 ","Male","603","0.413352652109425","0.388596951766782","0.438108352452068"
"Some worries","1984","Couple + C. LE and GT 16","Female","273","0.350332425681227","0.316937858172125","0.38372699319033"
"Some worries","1984","Couple + C. LE and GT 16","Male","348","0.404261610811766","0.372498541107798","0.436024680515734"
"Some worries","1984","Single parent ","Female","131","0.339070097478211","0.291473189704254","0.386667005252168"
"Some worries","1984","Single parent ","Male","88","0.455847349557791","0.386122088853019","0.525572610262562"
"Big worries","1985","(Married) couple without C. ","Female","634","0.525015953831349","0.496785255654034","0.553246652008664"
"Big worries","1985","(Married) couple without C. ","Male","591","0.488456555135675","0.460233189598785","0.516679920672564"
"Big worries","1985","1-pers.-HH","Female","378","0.546015010415126","0.508919779263342","0.583110241566911"
"Big worries","1985","1-pers.-HH","Male","196","0.429604993679015","0.384756518457502","0.474453468900527"
"Big worries","1985","Couple + C. GT 16 ","Female","483","0.538822377615394","0.506345017089693","0.571299738141094"
"Big worries","1985","Couple + C. GT 16 ","Male","501","0.447762835952943","0.418390311848933","0.477135360056953"
"Big worries","1985","Couple + C. LE 16 ","Female","705","0.520845078626554","0.493946309280399","0.547743847972709"
"Big worries","1985","Couple + C. LE 16 ","Male","616","0.438829976107927","0.412200320405722","0.465459631810132"
"Big worries","1985","Couple + C. LE and GT 16","Female","319","0.52054380508517","0.482856132959106","0.558231477211234"
"Big worries","1985","Couple + C. LE and GT 16","Male","327","0.407590814208818","0.373561365069654","0.441620263347982"
"Big worries","1985","Single parent ","Female","176","0.526723137774374","0.474340880142588","0.579105395406159"
"Big worries","1985","Single parent ","Male","78","0.386538330436504","0.316744459323451","0.456332201549556"
"No worries","1985","(Married) couple without C. ","Female","103","0.0765955181918996","0.0615608611577862","0.091630175226013"
"No worries","1985","(Married) couple without C. ","Male","154","0.123399435009433","0.10482942976838","0.141969440250486"
"No worries","1985","1-pers.-HH","Female","76","0.108395238741075","0.0852326905230503","0.1315577869591"
"No worries","1985","1-pers.-HH","Male","76","0.158199793021075","0.125137525619377","0.191262060422773"
"No worries","1985","Couple + C. GT 16 ","Female","76","0.0672016780403357","0.0508896583015347","0.0835136977791366"
"No worries","1985","Couple + C. GT 16 ","Male","141","0.110488196230656","0.091970445612285","0.129005946849028"
"No worries","1985","Couple + C. LE 16 ","Female","121","0.0791559752950336","0.0646189669015068","0.0936929836885604"
"No worries","1985","Couple + C. LE 16 ","Male","159","0.115671804219869","0.0985089044137056","0.132834704026032"
"No worries","1985","Couple + C. LE and GT 16","Female","88","0.0861454557766938","0.064978864241769","0.107312047311619"
"No worries","1985","Couple + C. LE and GT 16","Male","130","0.149579838736527","0.124880510756099","0.174279166716956"
"No worries","1985","Single parent ","Female","32","0.073761572311233","0.0463387684232384","0.101184376199227"
"No worries","1985","Single parent ","Male","29","","",""
"Some worries","1985","(Married) couple without C. ","Female","465","0.398388527976751","0.370712272954967","0.426064782998535"
"Some worries","1985","(Married) couple without C. ","Male","460","0.388144009854892","0.360628623218106","0.415659396491679"
"Some worries","1985","1-pers.-HH","Female","238","0.345589750843798","0.310157355167756","0.381022146519841"
"Some worries","1985","1-pers.-HH","Male","196","0.41219521329991","0.367599491686461","0.45679093491336"
"Some worries","1985","Couple + C. GT 16 ","Female","346","0.393975944344271","0.362141037324728","0.425810851363813"
"Some worries","1985","Couple + C. GT 16 ","Male","459","0.441748967816401","0.412415934830883","0.471082000801919"
"Some worries","1985","Couple + C. LE 16 ","Female","499","0.399998946078413","0.373620720248776","0.426377171908049"
"Some worries","1985","Couple + C. LE 16 ","Male","559","0.445498219672205","0.418826891993937","0.472169547350472"
"Some worries","1985","Couple + C. LE and GT 16","Female","268","0.393310739138136","0.356459910267378","0.430161568008894"
"Some worries","1985","Couple + C. LE and GT 16","Male","344","0.442829347054654","0.408430479375598","0.477228214733711"
"Some worries","1985","Single parent ","Female","141","0.399515289914394","0.348128314440586","0.450902265388201"
"Some worries","1985","Single parent ","Male","80","0.458991059445992","0.387569122840793","0.530412996051191"
"Big worries","1986","(Married) couple without C. ","Female","620","0.526143095007486","0.49777369475248","0.554512495262493"
"Big worries","1986","(Married) couple without C. ","Male","513","0.428421906951242","0.400246996887788","0.456596817014695"
"Big worries","1986","1-pers.-HH","Female","332","0.491349461082574","0.453180496383906","0.529518425781243"
"Big worries","1986","1-pers.-HH","Male","172","0.392268150262456","0.347256348655618","0.437279951869294"
"Big worries","1986","Couple + C. GT 16 ","Female","441","0.473423747788097","0.441454387229088","0.505393108347105"
"Big worries","1986","Couple + C. GT 16 ","Male","509","0.427923095286023","0.399339260041118","0.456506930530928"
"Big worries","1986","Couple + C. LE 16 ","Female","555","0.464356343813506","0.436091526967565","0.492621160659446"
