"plh0038","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","(0) in school","Female","62","0.680193014053231","0.58488833259753","0.775497695508931"
"Big worries","1984","(0) in school","Male","45","0.431883891764344","0.332277239672034","0.531490543856653"
"Big worries","1984","(1a) inadequately completed","Female","250","0.418337283882821","0.379062782634986","0.457611785130655"
"Big worries","1984","(1a) inadequately completed","Male","198","0.429086328578244","0.384991976000439","0.473180681156049"
"Big worries","1984","(1b) general elementary school","Female","1057","0.532779025133342","0.510967562606607","0.554590487660078"
"Big worries","1984","(1b) general elementary school","Male","447","0.451466050421085","0.420197627627149","0.482734473215021"
"Big worries","1984","(1c) basic vocational qualification","Female","970","0.570001905489518","0.546618759736259","0.593385051242777"
"Big worries","1984","(1c) basic vocational qualification","Male","1210","0.492269688272842","0.472691958977203","0.511847417568482"
"Big worries","1984","(2a) intermediate vocational","Female","469","0.582020600445306","0.547799555824382","0.616241645066231"
"Big worries","1984","(2a) intermediate vocational","Male","298","0.497791068296623","0.457949523443758","0.537632613149487"
"Big worries","1984","(2b) intermediate general qualification","Female","191","0.660016746660284","0.605960819182346","0.714072674138223"
"Big worries","1984","(2b) intermediate general qualification","Male","81","0.44559222648618","0.372575636235756","0.518608816736604"
"Big worries","1984","(2c_gen) general maturity certificate","Female","123","0.69991112912237","0.6316188771929","0.768203381051841"
"Big worries","1984","(2c_gen) general maturity certificate","Male","128","0.576256479057672","0.513344497554076","0.639168460561269"
"Big worries","1984","(2c_voc) vocational maturity certificate","Female","119","0.684787591243679","0.615952695245881","0.753622487241477"
"Big worries","1984","(2c_voc) vocational maturity certificate","Male","156","0.534891745851879","0.476469392532344","0.593314099171414"
"Big worries","1984","(3a) lower tertiary education","Female","45","0.608634730209739","0.497435510933809","0.719833949485669"
"Big worries","1984","(3a) lower tertiary education","Male","92","0.479867205142276","0.409015703151375","0.550718707133178"
"Big worries","1984","(3b) higher tertiary education","Female","119","0.636486043994664","0.566216550090795","0.706755537898533"
"Big worries","1984","(3b) higher tertiary education","Male","193","0.560996054903698","0.508246020453116","0.61374608935428"
"No worries","1984","(0) in school","Female","10","","",""
"No worries","1984","(0) in school","Male","15","","",""
"No worries","1984","(1a) inadequately completed","Female","135","0.205928849171594","0.173732985171235","0.238124713171954"
"No worries","1984","(1a) inadequately completed","Male","123","0.247687297741688","0.209230202746678","0.286144392736698"
"No worries","1984","(1b) general elementary school","Female","210","0.0940934191048961","0.0813298717341768","0.106856966475616"
"No worries","1984","(1b) general elementary school","Male","163","0.146807062943654","0.124569419026441","0.169044706860867"
"No worries","1984","(1c) basic vocational qualification","Female","114","0.0615854471856776","0.0502309492895459","0.0729399450818092"
"No worries","1984","(1c) basic vocational qualification","Male","302","0.112028977911996","0.0996777877168024","0.124380168107189"
"No worries","1984","(2a) intermediate vocational","Female","50","0.0645263616733631","0.0474800269844093","0.0815726963623168"
"No worries","1984","(2a) intermediate vocational","Male","72","0.127422109325066","0.100851904577987","0.153992314072145"
"No worries","1984","(2b) intermediate general qualification","Female","13","","",""
"No worries","1984","(2b) intermediate general qualification","Male","22","","",""
"No worries","1984","(2c_gen) general maturity certificate","Female","7","","",""
"No worries","1984","(2c_gen) general maturity certificate","Male","24","","",""
"No worries","1984","(2c_voc) vocational maturity certificate","Female","8","","",""
"No worries","1984","(2c_voc) vocational maturity certificate","Male","30","0.105421513730322","0.0694513078062525","0.141391719654391"
"No worries","1984","(3a) lower tertiary education","Female","2","","",""
"No worries","1984","(3a) lower tertiary education","Male","24","","",""
"No worries","1984","(3b) higher tertiary education","Female","9","","",""
"No worries","1984","(3b) higher tertiary education","Male","30","0.0834854648268748","0.0540829995519988","0.112887930101751"
"Some worries","1984","(0) in school","Female","20","","",""
"Some worries","1984","(0) in school","Male","35","0.389816508832305","0.291744148228042","0.487888869436568"
"Some worries","1984","(1a) inadequately completed","Female","221","0.375733866945585","0.337173883623675","0.414293850267495"
"Some worries","1984","(1a) inadequately completed","Male","163","0.323226373680068","0.28155857874661","0.364894168613526"
"Some worries","1984","(1b) general elementary school","Female","743","0.373127555761762","0.351984472804972","0.394270638718552"
"Some worries","1984","(1b) general elementary school","Male","363","0.401726886635261","0.370922904464736","0.432530868805786"
"Some worries","1984","(1c) basic vocational qualification","Female","638","0.368412647324804","0.345629406789955","0.391195887859653"
"Some worries","1984","(1c) basic vocational qualification","Male","993","0.395701333815162","0.376551994227688","0.414850673402636"
"Some worries","1984","(2a) intermediate vocational","Female","279","0.35345303788133","0.320285552802422","0.386620522960239"
"Some worries","1984","(2a) intermediate vocational","Male","235","0.374786822378311","0.336214425956478","0.413359218800145"
"Some worries","1984","(2b) intermediate general qualification","Female","91","0.30439308364704","0.251883760655758","0.356902406638322"
"Some worries","1984","(2b) intermediate general qualification","Male","75","0.439289805855641","0.366380514278527","0.512199097432755"
"Some worries","1984","(2c_gen) general maturity certificate","Female","43","0.259847719447994","0.194497803239854","0.325197635656134"
"Some worries","1984","(2c_gen) general maturity certificate","Male","85","0.346709514025974","0.286118256730335","0.407300771321614"
"Some worries","1984","(2c_voc) vocational maturity certificate","Female","48","0.269304479376406","0.203581222310201","0.335027736442611"
"Some worries","1984","(2c_voc) vocational maturity certificate","Male","94","0.359686740417799","0.303474934633792","0.415898546201806"
"Some worries","1984","(3a) lower tertiary education","Female","27","","",""
"Some worries","1984","(3a) lower tertiary education","Male","75","0.37875285030813","0.309960275164896","0.447545425451365"
"Some worries","1984","(3b) higher tertiary education","Female","52","0.306498038198812","0.239146187315701","0.373849889081923"
"Some worries","1984","(3b) higher tertiary education","Male","117","0.355518480269427","0.304638731617629","0.406398228921226"
"Big worries","1985","(0) in school","Female","40","0.585701808657003","0.474217881062029","0.697185736251976"
"Big worries","1985","(0) in school","Male","43","0.380121468757277","0.289818693286323","0.470424244228232"
"Big worries","1985","(1a) inadequately completed","Female","210","0.437611313183251","0.393864424116683","0.48135820224982"
"Big worries","1985","(1a) inadequately completed","Male","175","0.443204592132443","0.394090992679107","0.492318191585779"
"Big worries","1985","(1b) general elementary school","Female","860","0.500292718104098","0.476697528517931","0.523887907690266"
"Big worries","1985","(1b) general elementary school","Male","358","0.398613098144594","0.366060101915751","0.431166094373437"
"Big worries","1985","(1c) basic vocational qualification","Female","811","0.524046414030043","0.499207675172012","0.548885152888074"
