"plh0038","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1985","Schleswig-Holstein","Urban Area","79","0.485656136627691","0.409854064594833","0.561458208660549","1"
"Big worries","1985","Schleswig-Holstein","Rural Area","74","0.412153774871252","0.340246414564965","0.484061135177538","1"
"Big worries","1985","Hamburg","Urban Area","149","0.504430899217368","0.444903570186493","0.563958228248243","1"
"Big worries","1985","Hamburg","Rural Area","1","","","","1"
"Big worries","1985","Lower Saxony","Urban Area","275","0.484455306044387","0.443606987157609","0.525303624931165","1"
"Big worries","1985","Lower Saxony","Rural Area","243","0.461385938325013","0.41858037169932","0.504191504950706","1"
"Big worries","1985","Bremen","Urban Area","80","0.678951272827842","0.593247400489842","0.764655145165842","1"
"Big worries","1985","Bremen","Rural Area","","","","","1"
"Big worries","1985","North Rhine-Westphalia","Urban Area","1400","0.503132386231812","0.484792082806553","0.521472689657071","1"
"Big worries","1985","North Rhine-Westphalia","Rural Area","18","","","","1"
"Big worries","1985","Hesse","Urban Area","518","0.535560676776937","0.504319629955698","0.566801723598175","1"
"Big worries","1985","Hesse","Rural Area","73","0.503005617829054","0.423520018237923","0.582491217420184","1"
"Big worries","1985","Rhineland-Palatinate,Saarland","Urban Area","300","0.476528610960037","0.437435045079673","0.515622176840402","1"
"Big worries","1985","Rhineland-Palatinate,Saarland","Rural Area","68","0.513572018883281","0.429570219636778","0.597573818129785","1"
"Big worries","1985","Baden-Württemberg","Urban Area","791","0.45539447218845","0.432021725588058","0.478767218788842","1"
"Big worries","1985","Baden-Württemberg","Rural Area","110","0.411367143814812","0.355403379759089","0.467330907870535","1"
"Big worries","1985","Bavaria","Urban Area","509","0.51222498920042","0.481244501829073","0.543205476571767","1"
"Big worries","1985","Bavaria","Rural Area","445","0.493446419042485","0.46054467065355","0.52634816743142","1"
"Big worries","1985","Berlin","Urban Area","192","0.51647994739346","0.465422610471884","0.567537284315035","1"
"Big worries","1985","Berlin","Rural Area","","","","","1"
"Big worries","1985","Brandenburg","Urban Area","","","","","1"
"Big worries","1985","Brandenburg","Rural Area","","","","","1"
"Big worries","1985","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Big worries","1985","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Big worries","1985","Saxony","Urban Area","","","","","1"
"Big worries","1985","Saxony","Rural Area","","","","","1"
"Big worries","1985","Saxony-Anhalt","Urban Area","","","","","1"
"Big worries","1985","Saxony-Anhalt","Rural Area","","","","","1"
"Big worries","1985","Thuringia","Urban Area","","","","","1"
"Big worries","1985","Thuringia","Rural Area","","","","","1"
"No worries","1985","Schleswig-Holstein","Urban Area","19","","","","3"
"No worries","1985","Rhineland-Palatinate,Saarland","Rural Area","6","","","","3"
"No worries","1985","Schleswig-Holstein","Rural Area","24","","","","3"
"No worries","1985","Rhineland-Palatinate,Saarland","Urban Area","61","0.0917622561785258","0.069165498146937","0.114359014210115","3"
"No worries","1985","Hamburg","Urban Area","28","","","","3"
"No worries","1985","Hamburg","Rural Area","","","","","3"
"No worries","1985","Lower Saxony","Urban Area","72","0.113291884988167","0.0873856732019858","0.139198096774349","3"
"No worries","1985","Lower Saxony","Rural Area","46","0.0936358306583033","0.0686207661363815","0.118650895180225","3"
"No worries","1985","Bremen","Rural Area","","","","","3"
"No worries","1985","North Rhine-Westphalia","Urban Area","339","0.103591603299667","0.0924137020109147","0.11476950458842","3"
"No worries","1985","North Rhine-Westphalia","Rural Area","13","","","","3"
"No worries","1985","Hesse","Urban Area","121","0.108562338179443","0.0890754798180463","0.128049196540839","3"
"No worries","1985","Hesse","Rural Area","17","","","","3"
"No worries","1985","Bremen","Urban Area","9","","","","3"
"No worries","1985","Baden-Württemberg","Urban Area","265","0.128423399581497","0.112721589762554","0.144125209400441","3"
"No worries","1985","Baden-Württemberg","Rural Area","53","0.152352235196832","0.111482484169717","0.193221986223948","3"
"No worries","1985","Bavaria","Urban Area","96","0.0835081919645708","0.0663616350576186","0.100654748871523","3"
"No worries","1985","Bavaria","Rural Area","81","0.0909915927049624","0.0720650684979253","0.109918116911999","3"
"No worries","1985","Berlin","Urban Area","37","0.109286254848198","0.0774093584873777","0.141163151209019","3"
"No worries","1985","Berlin","Rural Area","","","","","3"
"No worries","1985","Brandenburg","Urban Area","","","","","3"
"No worries","1985","Brandenburg","Rural Area","","","","","3"
"No worries","1985","Mecklenburg-Western Pomerania","Urban Area","","","","","3"
"No worries","1985","Mecklenburg-Western Pomerania","Rural Area","","","","","3"
"No worries","1985","Saxony","Urban Area","","","","","3"
"No worries","1985","Saxony","Rural Area","","","","","3"
"No worries","1985","Saxony-Anhalt","Rural Area","","","","","3"
"No worries","1985","Thuringia","Urban Area","","","","","3"
"No worries","1985","Thuringia","Rural Area","","","","","3"
"No worries","1985","Saxony-Anhalt","Urban Area","","","","","3"
