"plh0038","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1986","Berlin","Not Employed","56","0.441550854031559","0.349586132575009","0.533515575488109","1"
"Big worries","1986","Berlin","Employed","117","0.479171872304634","0.415969214183695","0.542374530425574","1"
"Big worries","1986","Brandenburg","Not Employed","","","","","1"
"Big worries","1986","Brandenburg","Employed","","","","","1"
"Big worries","1986","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Big worries","1986","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Big worries","1986","Saxony","Not Employed","","","","","1"
"Big worries","1986","Saxony","Employed","","","","","1"
"Big worries","1986","Saxony-Anhalt","Not Employed","","","","","1"
"Big worries","1986","Saxony-Anhalt","Employed","","","","","1"
"Big worries","1986","Thuringia","Not Employed","","","","","1"
"Big worries","1986","Thuringia","Employed","","","","","1"
"No worries","1986","Rhineland-Palatinate,Saarland","Not Employed","17","","","","3"
"No worries","1986","Rhineland-Palatinate,Saarland","Employed","45","0.0908745278805851","0.0644350325355942","0.117314023225576","3"
"No worries","1986","Schleswig-Holstein","Employed","35","0.179766154240075","0.128198058314671","0.231334250165479","3"
"No worries","1986","Schleswig-Holstein","Not Employed","12","","","","3"
"No worries","1986","Hamburg","Not Employed","11","","","","3"
"No worries","1986","Hamburg","Employed","23","","","","3"
"No worries","1986","Lower Saxony","Employed","82","0.10464000256748","0.0809813329820982","0.128298672152862","3"
"No worries","1986","Bremen","Employed","6","","","","3"
"No worries","1986","North Rhine-Westphalia","Not Employed","120","0.0931395800871136","0.0763057589181701","0.109973401256057","3"
"No worries","1986","North Rhine-Westphalia","Employed","213","0.111157736792934","0.0961982269713463","0.126117246614522","3"
"No worries","1986","Hesse","Not Employed","49","0.136881442490348","0.102502699553897","0.171260185426798","3"
"No worries","1986","Hesse","Employed","71","0.125064536563656","0.0999229681201207","0.150206105007192","3"
"No worries","1986","Lower Saxony","Not Employed","72","0.148618182420166","0.1161471732263","0.181089191614033","3"
"No worries","1986","Bremen","Not Employed","7","","","","3"
"No worries","1986","Baden-Württemberg","Not Employed","125","0.196739599649001","0.165844215216719","0.227634984081283","3"
"No worries","1986","Baden-Württemberg","Employed","256","0.166502514190885","0.146681735513672","0.186323292868098","3"
"No worries","1986","Bavaria","Not Employed","70","0.121874862985485","0.0953877540366235","0.148361971934346","3"
"No worries","1986","Bavaria","Employed","123","0.104976143069765","0.0874048611246064","0.122547425014924","3"
"No worries","1986","Berlin","Not Employed","12","","","","3"
"No worries","1986","Berlin","Employed","21","","","","3"
"No worries","1986","Brandenburg","Not Employed","","","","","3"
"No worries","1986","Brandenburg","Employed","","","","","3"
"No worries","1986","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"No worries","1986","Mecklenburg-Western Pomerania","Employed","","","","","3"
"No worries","1986","Saxony","Not Employed","","","","","3"
"No worries","1986","Saxony","Employed","","","","","3"
"No worries","1986","Saxony-Anhalt","Not Employed","","","","","3"
"No worries","1986","Saxony-Anhalt","Employed","","","","","3"
"No worries","1986","Thuringia","Not Employed","","","","","3"
"No worries","1986","Thuringia","Employed","","","","","3"
"Some worries","1986","Saxony","Employed","","","","","2"
"Some worries","1986","Saxony-Anhalt","Not Employed","","","","","2"
"Some worries","1986","Schleswig-Holstein","Not Employed","52","0.436165105322918","0.342637966830979","0.529692243814858","2"
"Some worries","1986","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Some worries","1986","Hamburg","Not Employed","36","0.356651555969279","0.264590360456868","0.448712751481689","2"
"Some worries","1986","Hamburg","Employed","60","0.435047189675325","0.356233698179956","0.513860681170694","2"
"Some worries","1986","Berlin","Employed","102","0.442731028515603","0.379889768918379","0.505572288112827","2"
"Some worries","1986","Brandenburg","Not Employed","","","","","2"
"Some worries","1986","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Some worries","1986","Saxony","Not Employed","","","","","2"
"Some worries","1986","Saxony-Anhalt","Employed","","","","","2"
"Some worries","1986","Schleswig-Holstein","Employed","106","0.465315636601711","0.398330128717778","0.532301144485643","2"
"Some worries","1986","Lower Saxony","Not Employed","177","0.395758956608502","0.351119580586231","0.440398332630773","2"
"Some worries","1986","Lower Saxony","Employed","278","0.472565377516484","0.433976879756061","0.511153875276908","2"
"Some worries","1986","Bremen","Not Employed","15","","","","2"
"Some worries","1986","Bremen","Employed","14","","","","2"
"Some worries","1986","Hesse","Not Employed","161","0.431169074987853","0.38163570449775","0.480702445477957","2"
"Some worries","1986","Rhineland-Palatinate,Saarland","Employed","222","0.491296950159481","0.445311084171922","0.53728281614704","2"
"Some worries","1986","Baden-Württemberg","Not Employed","232","0.375983832645336","0.33833928876499","0.413628376525681","2"
"Some worries","1986","Baden-Württemberg","Employed","529","0.398926680154698","0.372873038579786","0.42498032172961","2"
"Some worries","1986","Bavaria","Not Employed","240","0.404700398010156","0.364959846042042","0.444440949978269","2"
"Some worries","1986","Bavaria","Employed","510","0.444619920451071","0.416133987814467","0.473105853087675","2"
"Some worries","1986","Berlin","Not Employed","44","0.450193428019128","0.358054401708876","0.54233245432938","2"
"Some worries","1986","Brandenburg","Employed","","","","","2"
"Some worries","1986","Thuringia","Not Employed","","","","","2"
"Some worries","1986","Thuringia","Employed","","","","","2"
"Some worries","1986","North Rhine-Westphalia","Not Employed","486","0.43584149544474","0.407119791228601","0.46456319966088","2"
"Some worries","1986","North Rhine-Westphalia","Employed","711","0.430155802516723","0.40659304439847","0.453718560634975","2"
"Some worries","1986","Hesse","Employed","274","0.400223741643911","0.362986000591546","0.437461482696277","2"
"Some worries","1986","Rhineland-Palatinate,Saarland","Not Employed","129","0.421703847893924","0.366995341846182","0.476412353941665","2"
"Big worries","1987","Hamburg","Not Employed","40","0.425206408904613","0.320721221774923","0.529691596034303","1"
"Big worries","1987","Hamburg","Employed","58","0.393691783058962","0.312177549378583","0.475206016739341","1"
"Big worries","1987","Lower Saxony","Not Employed","190","0.464435588548923","0.41673848064649","0.512132696451356","1"
"Big worries","1987","Lower Saxony","Employed","272","0.411932176151273","0.37469185669359","0.449172495608957","1"
"Big worries","1987","Bremen","Not Employed","27","","","","1"
"Big worries","1987","Bremen","Employed","32","0.650658897587684","0.518509673180669","0.782808121994698","1"
"Big worries","1987","North Rhine-Westphalia","Not Employed","523","0.507891706415034","0.478612791176604","0.537170621653464","1"
"Big worries","1987","North Rhine-Westphalia","Employed","678","0.405405410095475","0.381983780065301","0.428827040125649","1"
"Big worries","1987","Hesse","Not Employed","166","0.481679857617094","0.430419699104894","0.532940016129294","1"
"Big worries","1987","Hesse","Employed","303","0.456110964392797","0.418702925316132","0.493519003469461","1"
"Big worries","1987","Rhineland-Palatinate,Saarland","Not Employed","146","0.47828292361963","0.422676212706842","0.533889634532417","1"
"Big worries","1987","Rhineland-Palatinate,Saarland","Employed","189","0.411613327528485","0.365991733341465","0.457234921715505","1"
"Big worries","1987","Baden-Württemberg","Not Employed","280","0.499220228822019","0.459574449240494","0.538866008403545","1"
"Big worries","1987","Baden-Württemberg","Employed","562","0.439879654997943","0.413508652485636","0.466250657510251","1"
"Big worries","1987","Bavaria","Not Employed","265","0.504458902078417","0.462711925704696","0.546205878452139","1"
"Big worries","1987","Bavaria","Employed","547","0.497103560218765","0.468404905900598","0.525802214536932","1"
"Big worries","1987","Berlin","Not Employed","69","0.574544251361262","0.484181777794152","0.664906724928373","1"
"Big worries","1987","Berlin","Employed","131","0.494290863087343","0.43181356653689","0.556768159637796","1"
"Big worries","1987","Brandenburg","Not Employed","","","","","1"
"Big worries","1987","Brandenburg","Employed","","","","","1"
"Big worries","1987","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Big worries","1987","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Big worries","1987","Saxony","Not Employed","","","","","1"
"Big worries","1987","Saxony","Employed","","","","","1"
"Big worries","1987","Saxony-Anhalt","Not Employed","","","","","1"
"Big worries","1987","Saxony-Anhalt","Employed","","","","","1"
"Big worries","1987","Thuringia","Not Employed","","","","","1"
"Big worries","1987","Thuringia","Employed","","","","","1"
"Big worries","1987","Schleswig-Holstein","Not Employed","54","0.48190474268778","0.389365809554743","0.574443675820817","1"
"Big worries","1987","Schleswig-Holstein","Employed","78","0.405110928776655","0.338235297706298","0.471986559847012","1"
"No worries","1987","Schleswig-Holstein","Not Employed","8","","","","3"
"No worries","1987","Hamburg","Not Employed","8","","","","3"
"No worries","1987","Hamburg","Employed","14","","","","3"
"No worries","1987","Rhineland-Palatinate,Saarland","Employed","34","0.0631205545461507","0.0405770418670645","0.0856640672252369","3"
"No worries","1987","Schleswig-Holstein","Employed","32","0.159729129237514","0.109821764944423","0.209636493530606","3"
"No worries","1987","Lower Saxony","Not Employed","52","0.121729010685904","0.0904585153399868","0.152999506031821","3"
"No worries","1987","Lower Saxony","Employed","81","0.101544710635488","0.078690631912629","0.124398789358346","3"
"No worries","1987","Bremen","Not Employed","8","","","","3"
"No worries","1987","Bremen","Employed","2","","","","3"
"No worries","1987","North Rhine-Westphalia","Not Employed","136","0.106601781746","0.0885282156170172","0.124675347874983","3"
"No worries","1987","North Rhine-Westphalia","Employed","240","0.131855332144914","0.11571521176733","0.147995452522498","3"
"No worries","1987","Hesse","Not Employed","59","0.159793914775748","0.122203710274359","0.197384119277136","3"
"No worries","1987","Hesse","Employed","86","0.110091194316783","0.0865827668721986","0.133599621761367","3"
"No worries","1987","Rhineland-Palatinate,Saarland","Not Employed","29","","","","3"
"No worries","1987","Baden-Württemberg","Not Employed","77","0.0900528903649749","0.0673550577424585","0.112750722987491","3"
"No worries","1987","Baden-Württemberg","Employed","187","0.108137959161601","0.0916389845991044","0.124636933724097","3"
"No worries","1987","Bavaria","Not Employed","69","0.128938074822672","0.100955517781641","0.156920631863703","3"
"No worries","1987","Bavaria","Employed","127","0.0935715431600819","0.0768553462823689","0.110287740037795","3"
"No worries","1987","Berlin","Not Employed","13","","","","3"
"No worries","1987","Berlin","Employed","26","","","","3"
"No worries","1987","Brandenburg","Not Employed","","","","","3"
"No worries","1987","Brandenburg","Employed","","","","","3"
"No worries","1987","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"No worries","1987","Mecklenburg-Western Pomerania","Employed","","","","","3"
"No worries","1987","Saxony","Not Employed","","","","","3"
"No worries","1987","Saxony","Employed","","","","","3"
"No worries","1987","Saxony-Anhalt","Not Employed","","","","","3"
"No worries","1987","Saxony-Anhalt","Employed","","","","","3"
"No worries","1987","Thuringia","Not Employed","","","","","3"
"No worries","1987","Thuringia","Employed","","","","","3"
"Some worries","1987","Hamburg","Not Employed","38","0.473951442585079","0.368420769741789","0.579482115428369","2"
"Some worries","1987","Thuringia","Employed","","","","","2"
"Some worries","1987","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Some worries","1987","Berlin","Employed","89","0.366763926613182","0.306541719529625","0.42698613369674","2"
"Some worries","1987","Saxony","Not Employed","","","","","2"
