"plh0038","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","Schleswig-Holstein","Not Employed","78","0.549582457720611","0.469694919925783","0.62946999551544","1"
"Big worries","1984","Schleswig-Holstein","Employed","107","0.448034653641904","0.384588719082973","0.511480588200835","1"
"Big worries","1984","Hamburg","Not Employed","71","0.567025478882024","0.478373195651441","0.655677762112608","1"
"Big worries","1984","Hamburg","Employed","108","0.597566897410411","0.527653999664726","0.667479795156097","1"
"Big worries","1984","Lower Saxony","Not Employed","281","0.530849081688139","0.488241723813747","0.573456439562532","1"
"Big worries","1984","Lower Saxony","Employed","330","0.489168974104365","0.4518433940686","0.52649455414013","1"
"Big worries","1984","Bremen","Not Employed","50","0.706027507177436","0.600057472835813","0.81199754151906","1"
"Big worries","1984","Bremen","Employed","43","0.661693608312209","0.542961892248619","0.780425324375798","1"
"Big worries","1984","North Rhine-Westphalia","Not Employed","784","0.611666910866082","0.585355140011158","0.637978681721006","1"
"Big worries","1984","North Rhine-Westphalia","Employed","994","0.544941698137601","0.52259736245967","0.567286033815532","1"
"Big worries","1984","Hesse","Not Employed","252","0.550116677666062","0.50460539235583","0.595627962976293","1"
"Big worries","1984","Hesse","Employed","413","0.527295426365279","0.492459168729624","0.562131684000934","1"
"Big worries","1984","Rhineland-Palatinate,Saarland","Not Employed","199","0.540621001660907","0.489213498046918","0.592028505274896","1"
"Big worries","1984","Rhineland-Palatinate,Saarland","Employed","244","0.496734381695955","0.452328105920708","0.541140657471203","1"
"Big worries","1984","Baden-Württemberg","Not Employed","357","0.481768800523838","0.446080019341458","0.517457581706219","1"
"Big worries","1984","Baden-Württemberg","Employed","664","0.473688269831461","0.448394996881836","0.498981542781086","1"
"Big worries","1984","Bavaria","Not Employed","375","0.506636093320178","0.470268753811203","0.543003432829152","1"
"Big worries","1984","Bavaria","Employed","707","0.530334786439146","0.503722041519892","0.5569475313584","1"
"Big worries","1984","Berlin","Not Employed","71","0.542432462684091","0.457119920752835","0.627745004615347","1"
"Big worries","1984","Berlin","Employed","167","0.633322995382351","0.576470698397741","0.690175292366961","1"
"Big worries","1984","Brandenburg","Not Employed","","","","","1"
"Big worries","1984","Brandenburg","Employed","","","","","1"
"Big worries","1984","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Big worries","1984","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Big worries","1984","Saxony","Not Employed","","","","","1"
"Big worries","1984","Saxony","Employed","","","","","1"
"Big worries","1984","Saxony-Anhalt","Not Employed","","","","","1"
"Big worries","1984","Saxony-Anhalt","Employed","","","","","1"
"Big worries","1984","Thuringia","Not Employed","","","","","1"
"Big worries","1984","Thuringia","Employed","","","","","1"
"No worries","1984","Rhineland-Palatinate,Saarland","Employed","31","0.0549416333408922","0.0347038142577697","0.0751794524240147","3"
"No worries","1984","Rhineland-Palatinate,Saarland","Not Employed","20","","","","3"
"No worries","1984","Schleswig-Holstein","Not Employed","16","","","","3"
"No worries","1984","Schleswig-Holstein","Employed","31","0.134508123828343","0.0909772039156487","0.178039043741038","3"
"No worries","1984","Hamburg","Not Employed","16","","","","3"
"No worries","1984","Hamburg","Employed","24","","","","3"
"No worries","1984","Lower Saxony","Not Employed","55","0.102612137724965","0.0767042356613779","0.128520039788551","3"
"No worries","1984","Lower Saxony","Employed","77","0.0938591531042305","0.0720833265024117","0.115634979706049","3"
"No worries","1984","Bremen","Employed","9","","","","3"
"No worries","1984","North Rhine-Westphalia","Not Employed","115","0.0770614477339454","0.0626636734280009","0.09145922203989","3"
"No worries","1984","North Rhine-Westphalia","Employed","216","0.0984763389749426","0.0851068927763166","0.111845785173569","3"
"No worries","1984","Hesse","Not Employed","50","0.0997840870513617","0.0723654580527535","0.12720271604997","3"
"No worries","1984","Hesse","Employed","87","0.0972828063837771","0.0766050463110565","0.117960566456498","3"
"No worries","1984","Bremen","Not Employed","7","","","","3"
"No worries","1984","Baden-Württemberg","Not Employed","116","0.126766708770425","0.103002773945587","0.150530643595263","3"
"No worries","1984","Baden-Württemberg","Employed","273","0.129294578113128","0.112297942179766","0.146291214046489","3"
"No worries","1984","Bavaria","Not Employed","73","0.0967051050181475","0.0752060555486892","0.118204154487606","3"
"No worries","1984","Bavaria","Employed","120","0.0813113783332206","0.0667373286151958","0.0958854280512455","3"
"No worries","1984","Berlin","Not Employed","11","","","","3"
"No worries","1984","Berlin","Employed","27","","","","3"
"No worries","1984","Brandenburg","Not Employed","","","","","3"
"No worries","1984","Brandenburg","Employed","","","","","3"
"No worries","1984","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"No worries","1984","Mecklenburg-Western Pomerania","Employed","","","","","3"
"No worries","1984","Saxony","Not Employed","","","","","3"
"No worries","1984","Saxony","Employed","","","","","3"
"No worries","1984","Saxony-Anhalt","Employed","","","","","3"
"No worries","1984","Thuringia","Not Employed","","","","","3"
"No worries","1984","Thuringia","Employed","","","","","3"
"No worries","1984","Saxony-Anhalt","Not Employed","","","","","3"
"Some worries","1984","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Some worries","1984","Brandenburg","Employed","","","","","2"
"Some worries","1984","Saxony","Employed","","","","","2"
"Some worries","1984","Saxony-Anhalt","Not Employed","","","","","2"
"Some worries","1984","Bavaria","Not Employed","278","0.396658801661675","0.361073568218425","0.432244035104924","2"
"Some worries","1984","Brandenburg","Not Employed","","","","","2"
"Some worries","1984","Saxony-Anhalt","Employed","","","","","2"
"Some worries","1984","Berlin","Employed","82","0.283271409000366","0.230112961847803","0.336429856152929","2"
"Some worries","1984","Saxony","Not Employed","","","","","2"
"Some worries","1984","Schleswig-Holstein","Not Employed","55","0.341262508089276","0.265132576959162","0.41739243921939","2"
"Some worries","1984","Schleswig-Holstein","Employed","98","0.417457222529752","0.354541094105768","0.480373350953737","2"
"Some worries","1984","Lower Saxony","Not Employed","191","0.366538780586896","0.325398924797955","0.407678636375837","2"
"Some worries","1984","Hesse","Not Employed","157","0.350099235282577","0.306461635658064","0.39373683490709","2"
"Some worries","1984","Hesse","Employed","289","0.375421767250944","0.341633747720429","0.409209786781459","2"
"Some worries","1984","Rhineland-Palatinate,Saarland","Employed","212","0.448323984963152","0.404154569817979","0.492493400108325","2"
"Some worries","1984","Baden-Württemberg","Not Employed","280","0.391464490705736","0.356603497799186","0.426325483612286","2"
"Some worries","1984","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Some worries","1984","Thuringia","Not Employed","","","","","2"
"Some worries","1984","Hamburg","Employed","57","0.288523803628466","0.223930395358966","0.353117211897966","2"
"Some worries","1984","Baden-Württemberg","Employed","560","0.397017152055411","0.372231844917501","0.421802459193322","2"
"Some worries","1984","Bavaria","Employed","524","0.388353835227633","0.362365147896077","0.41434252255919","2"
"Some worries","1984","Berlin","Not Employed","49","0.366944143104046","0.284410039490552","0.449478246717541","2"
"Some worries","1984","Thuringia","Employed","","","","","2"
"Some worries","1984","Hamburg","Not Employed","33","0.316305396275076","0.233101848544514","0.399508944005638","2"
"Some worries","1984","Lower Saxony","Employed","282","0.416971872791405","0.380155871740492","0.453787873842318","2"
"Some worries","1984","Bremen","Not Employed","14","","","","2"
"Some worries","1984","Bremen","Employed","9","","","","2"
"Some worries","1984","North Rhine-Westphalia","Not Employed","419","0.311271641399973","0.286274856873842","0.336268425926103","2"
"Some worries","1984","North Rhine-Westphalia","Employed","698","0.356581962887457","0.335089548412843","0.37807437736207","2"
"Some worries","1984","Rhineland-Palatinate,Saarland","Not Employed","142","0.408758474250282","0.3580465208946","0.459470427605963","2"
"Big worries","1985","Schleswig-Holstein","Not Employed","71","0.548357510362246","0.463460886488033","0.633254134236459","1"
"Big worries","1985","Schleswig-Holstein","Employed","82","0.369001775396579","0.30450215516301","0.433501395630149","1"
"Big worries","1985","Hamburg","Not Employed","55","0.492281942315037","0.397554794770669","0.587009089859405","1"
"Big worries","1985","Hamburg","Employed","95","0.497946027828197","0.422785474233963","0.573106581422431","1"
"Big worries","1985","Lower Saxony","Not Employed","237","0.49711931100547","0.452202655522567","0.542035966488373","1"
"Big worries","1985","Lower Saxony","Employed","281","0.451131439226542","0.411962846266319","0.490300032186764","1"
"Big worries","1985","Bremen","Not Employed","45","0.674536157575751","0.558836570977944","0.790235744173558","1"
"Big worries","1985","Bremen","Employed","35","0.68698953528077","0.559722041319929","0.814257029241611","1"
"Big worries","1985","North Rhine-Westphalia","Not Employed","605","0.526221436982452","0.49772023605969","0.554722637905215","1"
"Big worries","1985","North Rhine-Westphalia","Employed","813","0.469979757582115","0.44658259561243","0.4933769195518","1"
"Big worries","1985","Hesse","Not Employed","225","0.555820495403208","0.508413939844411","0.603227050962004","1"
"Big worries","1985","Hesse","Employed","366","0.510212180076658","0.473415861104743","0.547008499048572","1"
"Big worries","1985","Rhineland-Palatinate,Saarland","Not Employed","176","0.545045044652018","0.491154624841801","0.598935464462234","1"
"Big worries","1985","Rhineland-Palatinate,Saarland","Employed","192","0.427884911635694","0.381389654966804","0.474380168304585","1"
"Big worries","1985","Baden-Württemberg","Not Employed","313","0.468900238391768","0.431281604255968","0.506518872527567","1"
"Big worries","1985","Baden-Württemberg","Employed","588","0.435609875313122","0.409305964292473","0.46191378633377","1"
"Big worries","1985","Bavaria","Not Employed","350","0.539075550614539","0.500695965255645","0.577455135973434","1"
"Big worries","1985","Bavaria","Employed","604","0.478460077338788","0.450645076970246","0.506275077707329","1"
"Big worries","1985","Berlin","Not Employed","57","0.46324100287519","0.375118119607256","0.551363886143125","1"
"Big worries","1985","Berlin","Employed","135","0.552958093868484","0.490701511410111","0.615214676326856","1"
"Big worries","1985","Brandenburg","Not Employed","","","","","1"
"Big worries","1985","Brandenburg","Employed","","","","","1"
"Big worries","1985","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Big worries","1985","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Big worries","1985","Saxony","Not Employed","","","","","1"
"Big worries","1985","Saxony","Employed","","","","","1"
"Big worries","1985","Saxony-Anhalt","Not Employed","","","","","1"
"Big worries","1985","Saxony-Anhalt","Employed","","","","","1"
"Big worries","1985","Thuringia","Not Employed","","","","","1"
"Big worries","1985","Thuringia","Employed","","","","","1"
"No worries","1985","Schleswig-Holstein","Not Employed","10","","","","3"
"No worries","1985","Schleswig-Holstein","Employed","33","0.148811597767224","0.101238645926089","0.196384549608359","3"
"No worries","1985","Rhineland-Palatinate,Saarland","Employed","41","0.0817146490287325","0.0559726511297558","0.107456646927709","3"
"No worries","1985","Rhineland-Palatinate,Saarland","Not Employed","26","","","","3"
"No worries","1985","Hamburg","Not Employed","11","","","","3"
"No worries","1985","Hamburg","Employed","17","","","","3"
"No worries","1985","Lower Saxony","Not Employed","50","0.103049571786314","0.0757376706852256","0.130361472887402","3"
"No worries","1985","Lower Saxony","Employed","68","0.103827311954808","0.0798166627055024","0.127837961204114","3"
"No worries","1985","Bremen","Employed","1","","","","3"
"No worries","1985","North Rhine-Westphalia","Not Employed","140","0.105153532562833","0.0876438857500851","0.12266317937558","3"
"No worries","1985","North Rhine-Westphalia","Employed","212","0.107422869859385","0.0929068140352794","0.121938925683491","3"
"No worries","1985","Hesse","Not Employed","44","0.0959589195773213","0.0678574764636211","0.124060362691022","3"
"No worries","1985","Hesse","Employed","94","0.120695366894279","0.096715876254417","0.144674857534141","3"
"No worries","1985","Bremen","Not Employed","8","","","","3"
"No worries","1985","Baden-Württemberg","Not Employed","98","0.142946081006269","0.116560604465473","0.169331557547066","3"
"No worries","1985","Baden-Württemberg","Employed","220","0.12521270143317","0.107655423164746","0.142769979701594","3"
"No worries","1985","Bavaria","Not Employed","57","0.0839565811483152","0.0626042158841861","0.105308946412444","3"
"No worries","1985","Bavaria","Employed","120","0.0894299501555706","0.0735404361935269","0.105319464117614","3"
"No worries","1985","Berlin","Not Employed","16","","","","3"
"No worries","1985","Berlin","Employed","21","","","","3"
"No worries","1985","Brandenburg","Not Employed","","","","","3"
"No worries","1985","Brandenburg","Employed","","","","","3"
"No worries","1985","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"No worries","1985","Mecklenburg-Western Pomerania","Employed","","","","","3"
"No worries","1985","Saxony","Not Employed","","","","","3"
"No worries","1985","Saxony","Employed","","","","","3"
"No worries","1985","Saxony-Anhalt","Employed","","","","","3"
"No worries","1985","Thuringia","Not Employed","","","","","3"
"No worries","1985","Thuringia","Employed","","","","","3"
"No worries","1985","Saxony-Anhalt","Not Employed","","","","","3"
"Some worries","1985","Saxony-Anhalt","Not Employed","","","","","2"
"Some worries","1985","Schleswig-Holstein","Employed","100","0.482186626836197","0.415394838320769","0.548978415351624","2"
"Some worries","1985","Bavaria","Not Employed","241","0.376967868237145","0.339654197277594","0.414281539196697","2"
"Some worries","1985","Brandenburg","Not Employed","","","","","2"
"Some worries","1985","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Some worries","1985","Saxony","Employed","","","","","2"
"Some worries","1985","Schleswig-Holstein","Not Employed","51","0.392490210482994","0.309188833533906","0.475791587432082","2"
"Some worries","1985","Berlin","Employed","89","0.362352348393156","0.302162815732548","0.422541881053764","2"
"Some worries","1985","Brandenburg","Employed","","","","","2"
"Some worries","1985","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Some worries","1985","Saxony","Not Employed","","","","","2"
"Some worries","1985","Saxony-Anhalt","Employed","","","","","2"
"Some worries","1985","Hamburg","Not Employed","41","0.384574475302664","0.292395010436436","0.476753940168891","2"
"Some worries","1985","Hamburg","Employed","58","0.375579091019409","0.302782163100353","0.448376018938466","2"
"Some worries","1985","Lower Saxony","Not Employed","189","0.399831117208217","0.355824331631731","0.443837902784702","2"
"Some worries","1985","Hesse","Not Employed","153","0.348220585019471","0.302766867774178","0.393674302264765","2"
"Some worries","1985","Hesse","Employed","249","0.369092453029063","0.33357225182003","0.404612654238097","2"
"Some worries","1985","Rhineland-Palatinate,Saarland","Employed","202","0.490400439335573","0.443422559759141","0.537378318912005","2"
"Some worries","1985","Baden-Württemberg","Not Employed","265","0.388153680601963","0.35141718094575","0.424890180258177","2"
"Some worries","1985","Baden-Württemberg","Employed","557","0.439177423253708","0.412849626736527","0.46550521977089","2"
"Some worries","1985","Bavaria","Employed","515","0.432109972505641","0.404526959535515","0.459692985475768","2"
"Some worries","1985","Berlin","Not Employed","50","0.391574476621586","0.3053150761102","0.477833877132972","2"
"Some worries","1985","Thuringia","Not Employed","","","","","2"
"Some worries","1985","Thuringia","Employed","","","","","2"
"Some worries","1985","Lower Saxony","Employed","271","0.44504124881865","0.405922700379632","0.484159797257669","2"
"Some worries","1985","Bremen","Not Employed","10","","","","2"
"Some worries","1985","Bremen","Employed","15","","","","2"
"Some worries","1985","North Rhine-Westphalia","Not Employed","434","0.368625030454715","0.341087354858688","0.396162706050742","2"
"Some worries","1985","North Rhine-Westphalia","Employed","723","0.4225973725585","0.399440486910759","0.445754258206242","2"
"Some worries","1985","Rhineland-Palatinate,Saarland","Not Employed","126","0.373294688003669","0.320950464455584","0.425638911551755","2"
"Big worries","1986","Schleswig-Holstein","Not Employed","44","0.464393606746812","0.370334206428258","0.558453007065367","1"
"Big worries","1986","Schleswig-Holstein","Employed","72","0.354918209158215","0.290659821901764","0.419176596414665","1"
"Big worries","1986","Hamburg","Not Employed","57","0.530995355597772","0.435085032432601","0.626905678762942","1"
"Big worries","1986","Hamburg","Employed","69","0.417743763303574","0.339339738210627","0.496147788396522","1"
"Big worries","1986","Lower Saxony","Not Employed","212","0.455622860971331","0.410160674274566","0.501085047668096","1"
"Big worries","1986","Lower Saxony","Employed","283","0.422794619916035","0.384611402891583","0.460977836940488","1"
"Big worries","1986","Bremen","Not Employed","37","0.570614445885182","0.444310423710396","0.696918468059969","1"
"Big worries","1986","Bremen","Employed","28","","","","1"
"Big worries","1986","North Rhine-Westphalia","Not Employed","539","0.471018924468146","0.44210649451874","0.499931354417553","1"
"Big worries","1986","North Rhine-Westphalia","Employed","772","0.458686460690343","0.434971764107525","0.482401157273161","1"
"Big worries","1986","Hesse","Not Employed","174","0.431949482521799","0.382405326145666","0.481493638897932","1"
"Big worries","1986","Hesse","Employed","320","0.474711721792432","0.436758285665079","0.512665157919785","1"
"Big worries","1986","Rhineland-Palatinate,Saarland","Not Employed","167","0.527499080263642","0.472191061090525","0.582807099436758","1"
"Big worries","1986","Rhineland-Palatinate,Saarland","Employed","187","0.417828521959934","0.372461040736294","0.463196003183574","1"
"Big worries","1986","Baden-Württemberg","Not Employed","279","0.427276567705663","0.388830976176403","0.465722159234923","1"
"Big worries","1986","Baden-Württemberg","Employed","572","0.434570805654416","0.408196711338075","0.460944899970758","1"
"Big worries","1986","Bavaria","Not Employed","276","0.47342473900436","0.432999277828281","0.513850200180439","1"
"Big worries","1986","Bavaria","Employed","536","0.450403936479164","0.42188300331371","0.478924869644618","1"
