"plh0038","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","16-34 y.","Full Time","1077","0.505835205447117","0.484905252918687","0.526765157975547"
"Big worries","1984","16-34 y.","Not Working","803","0.559082058062532","0.533675273938314","0.58448884218675"
"Big worries","1984","16-34 y.","Part Time","519","0.602159518807266","0.570003420223989","0.634315617390544"
"Big worries","1984","35-65 y.","Full Time","1593","0.484281162692621","0.467475501521299","0.501086823863942"
"Big worries","1984","35-65 y.","Not Working","1079","0.57034147327304","0.548324750585869","0.592358195960211"
"Big worries","1984","35-65 y.","Part Time","550","0.595542140557562","0.564167623281798","0.626916657833326"
"Big worries","1984","66 and older","Full Time","15","","",""
"Big worries","1984","66 and older","Not Working","636","0.525969713014399","0.497788618862995","0.554150807165803"
"Big worries","1984","66 and older","Part Time","23","","",""
"No worries","1984","16-34 y.","Full Time","275","0.107408493717122","0.0944464493359215","0.120370538098323"
"No worries","1984","16-34 y.","Not Working","154","0.0915950854591491","0.0768343207417346","0.106355850176564"
"No worries","1984","16-34 y.","Part Time","75","0.0668442598396933","0.0504360117817507","0.0832525078976359"
"No worries","1984","35-65 y.","Full Time","453","0.107255404366423","0.0968496510818399","0.117661157651007"
"No worries","1984","35-65 y.","Not Working","191","0.0774687569775978","0.0655788812997233","0.0893586326554724"
"No worries","1984","35-65 y.","Part Time","79","0.0650980258010622","0.0493273206696015","0.0808687309325229"
"No worries","1984","66 and older","Full Time","4","","",""
"No worries","1984","66 and older","Not Working","134","0.110244572757876","0.0925683946324523","0.127920750883299"
"No worries","1984","66 and older","Part Time","9","","",""
"Some worries","1984","16-34 y.","Full Time","840","0.386756300835761","0.36636884363542","0.407143758036102"
"Some worries","1984","16-34 y.","Not Working","510","0.349322856478319","0.324926256166714","0.373719456789924"
"Some worries","1984","16-34 y.","Part Time","296","0.330996221353041","0.300080535114277","0.361911907591805"
"Some worries","1984","35-65 y.","Full Time","1351","0.408463432940956","0.391933628811185","0.424993237070727"
"Some worries","1984","35-65 y.","Not Working","672","0.352189769749362","0.330945796415358","0.373433743083366"
"Some worries","1984","35-65 y.","Part Time","311","0.339359833641376","0.30909091745594","0.369628749826812"
"Some worries","1984","66 and older","Full Time","3","","",""
"Some worries","1984","66 and older","Not Working","436","0.363785714227725","0.336633892990139","0.390937535465311"
"Some worries","1984","66 and older","Part Time","10","","",""
"Big worries","1985","16-34 y.","Full Time","858","0.438423389211344","0.416217142891339","0.46062963553135"
"Big worries","1985","16-34 y.","Not Working","684","0.532958316333974","0.50623549882762","0.559681133840327"
"Big worries","1985","16-34 y.","Part Time","465","0.529943955764994","0.496949311843701","0.562938599686288"
"Big worries","1985","35-65 y.","Full Time","1384","0.457647831059627","0.439846872382748","0.475448789736506"
"Big worries","1985","35-65 y.","Not Working","938","0.541675951840336","0.518443988354647","0.564907915326025"
"Big worries","1985","35-65 y.","Part Time","464","0.487866638978902","0.456014058830416","0.519719219127388"
"Big worries","1985","66 and older","Full Time","11","","",""
"Big worries","1985","66 and older","Not Working","512","0.495837898023973","0.465567202005726","0.526108594042219"
"Big worries","1985","66 and older","Part Time","9","","",""
"No worries","1985","16-34 y.","Full Time","259","0.121189787221676","0.106584693482743","0.135794880960608"
"No worries","1985","16-34 y.","Not Working","152","0.0958505325462512","0.0800825844021598","0.111618480690342"
"No worries","1985","16-34 y.","Part Time","95","0.094852045559245","0.0754817257437121","0.114222365374778"
"No worries","1985","35-65 y.","Full Time","391","0.112459111542238","0.101170812494558","0.123747410589918"
"No worries","1985","35-65 y.","Not Working","166","0.0831296082694041","0.0702571451131973","0.0960020714256108"
"No worries","1985","35-65 y.","Part Time","78","0.0759852605497244","0.059100043376888","0.0928704777225609"
