"plh0038","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Some worries","1987","higher vocational","Rural Area","56","0.494802886060976","0.403424030767465","0.586181741354488","2"
"Big worries","1988","general elemantary","Rural Area","264","0.431178898789078","0.391352460629151","0.471005336949006","1"
"Big worries","1988","general elemantary","Urban Area","848","0.422752288851644","0.401694164151379","0.443810413551909","1"
"Big worries","1988","higher education","Rural Area","38","0.338787526802337","0.250739256922852","0.426835796681822","1"
"Big worries","1988","higher education","Urban Area","219","0.381895892671165","0.342692342830789","0.421099442511541","1"
"Big worries","1988","higher vocational","Rural Area","34","0.292409018041506","0.207788997297152","0.37702903878586","1"
"Big worries","1988","higher vocational","Urban Area","167","0.398226365162813","0.351685418901238","0.444767311424389","1"
"Big worries","1988","in school","Rural Area","11","","","","1"
"Big worries","1988","in school","Urban Area","54","0.441335625716659","0.356947322942503","0.525723928490814","1"
"Big worries","1988","inadequately","Rural Area","46","0.472078778890615","0.371159075994616","0.572998481786614","1"
"Big worries","1988","inadequately","Urban Area","214","0.347456328277407","0.309292458686748","0.385620197868067","1"
"Big worries","1988","middle vocational","Rural Area","408","0.388391726839471","0.358437419912729","0.418346033766213","1"
"Big worries","1988","middle vocational","Urban Area","1535","0.414898489505988","0.399029189462385","0.430767789549592","1"
"Big worries","1988","vocational + Abi","Rural Area","18","","","","1"
"Big worries","1988","vocational + Abi","Urban Area","99","0.420612966940744","0.357226602282213","0.483999331599275","1"
"No worries","1988","higher vocational","Urban Area","50","0.123055870136828","0.0918245201982182","0.154287220075438","3"
"No worries","1988","in school","Rural Area","5","","","","3"
"No worries","1988","in school","Urban Area","18","","","","3"
"No worries","1988","inadequately","Rural Area","24","","","","3"
"No worries","1988","inadequately","Urban Area","104","0.16527478111924","0.135505211113188","0.195044351125291","3"
"No worries","1988","middle vocational","Rural Area","124","0.132641281390686","0.111795108126706","0.153487454654666","3"
"No worries","1988","middle vocational","Urban Area","438","0.121741864144553","0.111210071508288","0.132273656780818","3"
"No worries","1988","vocational + Abi","Rural Area","6","","","","3"
"No worries","1988","vocational + Abi","Urban Area","28","","","","3"
"No worries","1988","general elemantary","Rural Area","74","0.11831049394602","0.0923373610178604","0.14428362687418","3"
"No worries","1988","general elemantary","Urban Area","270","0.113493896806653","0.099972463874697","0.127015329738608","3"
"No worries","1988","higher education","Rural Area","12","","","","3"
"No worries","1988","higher education","Urban Area","79","0.146788406842133","0.118232474941623","0.175344338742642","3"
"No worries","1988","higher vocational","Rural Area","22","","","","3"
"Some worries","1988","higher vocational","Urban Area","208","0.478717764700359","0.431224736614281","0.526210792786436","2"
"Some worries","1988","in school","Rural Area","10","","","","2"
"Some worries","1988","inadequately","Rural Area","24","","","","2"
"Some worries","1988","inadequately","Urban Area","280","0.487268890603353","0.447207439538633","0.527330341668073","2"
"Some worries","1988","in school","Urban Area","61","0.442970796593365","0.358550125406289","0.527391467780442","2"
"Some worries","1988","middle vocational","Urban Area","1730","0.463359646349459","0.447298667768614","0.479420624930304","2"
"Some worries","1988","vocational + Abi","Rural Area","12","","","","2"
"Some worries","1988","middle vocational","Rural Area","485","0.478966991769843","0.448264542271953","0.509669441267733","2"
"Some worries","1988","vocational + Abi","Urban Area","106","0.456266153773993","0.392311457441752","0.520220850106235","2"
"Some worries","1988","general elemantary","Rural Area","256","0.450510607264901","0.410498904341872","0.490522310187931","2"
"Some worries","1988","general elemantary","Urban Area","996","0.463753814341703","0.442495860735816","0.48501176794759","2"
"Some worries","1988","higher education","Rural Area","61","0.547448118497736","0.454852108575942","0.640044128419529","2"
"Some worries","1988","higher education","Urban Area","292","0.471315700486703","0.431036926268997","0.511594474704408","2"
"Some worries","1988","higher vocational","Rural Area","55","0.510004006921409","0.417006852485561","0.603001161357257","2"
"Big worries","1989","general elemantary","Rural Area","213","0.390766843293918","0.349877979118739","0.431655707469097","1"
"Big worries","1989","general elemantary","Urban Area","762","0.379466320584098","0.358299811925741","0.400632829242454","1"
"Big worries","1989","higher education","Rural Area","25","","","","1"
"Big worries","1989","higher education","Urban Area","183","0.304141013357759","0.266893490317635","0.341388536397882","1"
"Big worries","1989","higher vocational","Rural Area","26","","","","1"
"Big worries","1989","higher vocational","Urban Area","124","0.322554632407656","0.276859089146257","0.368250175669054","1"
"Big worries","1989","in school","Rural Area","12","","","","1"
"Big worries","1989","in school","Urban Area","50","0.355559460044909","0.277913438416942","0.433205481672876","1"
"Big worries","1989","inadequately","Rural Area","34","0.439905552257178","0.333118302832282","0.546692801682074","1"
"Big worries","1989","inadequately","Urban Area","188","0.33091238143336","0.291975186123087","0.369849576743634","1"
"Big worries","1989","middle vocational","Rural Area","308","0.305097662461716","0.276091402241435","0.334103922681997","1"
"Big worries","1989","middle vocational","Urban Area","1231","0.344748960038408","0.329261893951519","0.360236026125296","1"
"Big worries","1989","vocational + Abi","Rural Area","13","","","","1"
"Big worries","1989","vocational + Abi","Urban Area","77","0.310715385374487","0.253463222009846","0.367967548739128","1"
"No worries","1989","vocational + Abi","Urban Area","47","0.196671442138631","0.147498240651331","0.24584464362593","3"
"No worries","1989","vocational + Abi","Rural Area","7","","","","3"
"No worries","1989","higher vocational","Urban Area","81","0.211031029341284","0.17114340374238","0.250918654940187","3"
"No worries","1989","in school","Rural Area","3","","","","3"
"No worries","1989","in school","Urban Area","26","","","","3"
"No worries","1989","inadequately","Rural Area","16","","","","3"
"No worries","1989","inadequately","Urban Area","131","0.230722708013571","0.19586062866591","0.265584787361231","3"
"No worries","1989","middle vocational","Rural Area","176","0.188058445008031","0.163442346721784","0.212674543294277","3"
"No worries","1989","middle vocational","Urban Area","639","0.179380072112946","0.166878289685542","0.19188185454035","3"
"No worries","1989","general elemantary","Rural Area","99","0.163330140280958","0.132351335527156","0.194308945034761","3"
"No worries","1989","general elemantary","Urban Area","358","0.167209233116622","0.150932096453824","0.18348636977942","3"
"No worries","1989","higher education","Rural Area","19","","","","3"
"No worries","1989","higher education","Urban Area","109","0.193233323521115","0.16126541156133","0.225201235480899","3"
"No worries","1989","higher vocational","Rural Area","22","","","","3"
"Some worries","1989","vocational + Abi","Urban Area","127","0.492613172486882","0.430764008352804","0.554462336620961","2"
"Some worries","1989","vocational + Abi","Rural Area","15","","","","2"
"Some worries","1989","higher vocational","Urban Area","197","0.46641433825106","0.417647669907979","0.515181006594142","2"
"Some worries","1989","in school","Rural Area","12","","","","2"
"Some worries","1989","in school","Urban Area","70","0.471731953808973","0.390757788179815","0.55270611943813","2"
"Some worries","1989","inadequately","Rural Area","33","0.312530725892271","0.212810776046235","0.412250675738307","2"
"Some worries","1989","inadequately","Urban Area","242","0.438364910553069","0.397305598475254","0.479424222630884","2"
"Some worries","1989","middle vocational","Urban Area","1748","0.475870967848646","0.459597596946358","0.492144338750935","2"
"Some worries","1989","middle vocational","Rural Area","484","0.506843892530254","0.475349029122437","0.53833875593807","2"
"Some worries","1989","general elemantary","Rural Area","235","0.445903016425124","0.404247979292905","0.487558053557343","2"
"Some worries","1989","general elemantary","Urban Area","899","0.45332444629928","0.431609971575549","0.475038921023012","2"
"Some worries","1989","higher education","Rural Area","62","0.54841537883317","0.453678397459342","0.643152360206998","2"
"Some worries","1989","higher education","Urban Area","294","0.502625663121127","0.462143538347496","0.543107787894757","2"
"Some worries","1989","higher vocational","Rural Area","60","0.547787572014473","0.453920440253435","0.641654703775512","2"
"Big worries","1990","general elemantary","Rural Area","334","0.354609872204379","0.322857482323948","0.38636226208481","1"
"Big worries","1990","general elemantary","Urban Area","628","0.302113295372652","0.282418103085545","0.321808487659758","1"
"Big worries","1990","higher education","Rural Area","194","0.27169710836198","0.238089385735654","0.305304830988306","1"
"Big worries","1990","higher education","Urban Area","261","0.228308337373731","0.202292915030346","0.254323759717115","1"
"Big worries","1990","higher vocational","Rural Area","87","0.300016270162899","0.246146878692551","0.353885661633246","1"
"Big worries","1990","higher vocational","Urban Area","133","0.246173914879281","0.207914334075826","0.284433495682735","1"
"Big worries","1990","in school","Rural Area","18","","","","1"
"Big worries","1990","in school","Urban Area","36","0.213809666927349","0.146136569791884","0.281482764062815","1"
"Big worries","1990","inadequately","Rural Area","33","0.35424441830624","0.255431795128365","0.453057041484115","1"
"Big worries","1990","inadequately","Urban Area","172","0.311249407357434","0.272729355881121","0.349769458833748","1"
"Big worries","1990","middle vocational","Rural Area","956","0.325248506654461","0.307334297624001","0.343162715684921","1"
"Big worries","1990","middle vocational","Urban Area","1284","0.277805548053143","0.264525339239014","0.291085756867273","1"
"Big worries","1990","vocational + Abi","Rural Area","24","","","","1"
"Big worries","1990","vocational + Abi","Urban Area","84","0.242235964410836","0.19275500029302","0.291716928528653","1"
"No worries","1990","middle vocational","Rural Area","546","0.232711809553509","0.216553105638866","0.248870513468153","3"
"No worries","1990","middle vocational","Urban Area","1095","0.263415514681939","0.250355630325788","0.27647539903809","3"
"No worries","1990","vocational + Abi","Rural Area","16","","","","3"
"No worries","1990","vocational + Abi","Urban Area","68","0.245636640382328","0.195921494909011","0.295351785855646","3"
"No worries","1990","inadequately","Urban Area","137","0.288948357108264","0.251237857490077","0.326658856726451","3"
"No worries","1990","higher vocational","Urban Area","118","0.263666026332542","0.224532578141872","0.302799474523211","3"
"No worries","1990","in school","Rural Area","11","","","","3"
"No worries","1990","in school","Urban Area","40","0.327647444651479","0.250176213591746","0.405118675711212","3"
"No worries","1990","inadequately","Rural Area","24","","","","3"
"No worries","1990","general elemantary","Rural Area","170","0.196317559806418","0.169953538018256","0.222681581594581","3"
"No worries","1990","general elemantary","Urban Area","465","0.217300464345604","0.19961116183061","0.234989766860598","3"
"No worries","1990","higher education","Rural Area","143","0.234125360449537","0.202133195311597","0.266117525587478","3"
"No worries","1990","higher education","Urban Area","247","0.264450145385621","0.237114706377619","0.291785584393622","3"
"No worries","1990","higher vocational","Rural Area","76","0.319338457971498","0.264533870680913","0.374143045262083","3"
"Some worries","1990","middle vocational","Rural Area","1125","0.44203968379203","0.423048574186524","0.461030793397535","2"
"Some worries","1990","middle vocational","Urban Area","1991","0.458778937264918","0.444004993115114","0.473552881414722","2"
"Some worries","1990","vocational + Abi","Rural Area","42","0.522834495988892","0.414726503799478","0.630942488178306","2"
"Some worries","1990","vocational + Abi","Urban Area","136","0.512127395206835","0.454398390859786","0.569856399553884","2"
"Some worries","1990","inadequately","Urban Area","246","0.399802235534302","0.359048127226194","0.44055634384241","2"
"Some worries","1990","higher vocational","Urban Area","236","0.490160058788178","0.445761436104278","0.534558681472078","2"
"Some worries","1990","in school","Rural Area","24","","","","2"
"Some worries","1990","inadequately","Rural Area","33","0.342047119048705","0.244037838507147","0.440056399590263","2"
"Some worries","1990","in school","Urban Area","65","0.458542888421171","0.376297691090256","0.540788085752086","2"
"Some worries","1990","general elemantary","Rural Area","368","0.449072567989202","0.416058783601322","0.482086352377083","2"
"Some worries","1990","general elemantary","Urban Area","995","0.480586240281744","0.45915608908456","0.502016391478927","2"
"Some worries","1990","higher education","Rural Area","336","0.494177531188483","0.456404562809479","0.531950499567486","2"
"Some worries","1990","higher education","Urban Area","492","0.507241517240648","0.476255015974495","0.538228018506802","2"
"Some worries","1990","higher vocational","Rural Area","115","0.380645271865603","0.323568994266921","0.437721549464286","2"
"Big worries","1991","general elemantary","Rural Area","392","0.453968959341082","0.42025980737179","0.487678111310373","1"
"Big worries","1991","general elemantary","Urban Area","914","0.477679329829801","0.455864331264584","0.499494328395017","1"
"Big worries","1991","higher education","Rural Area","250","0.388433824162316","0.351528337317371","0.425339311007261","1"
"Big worries","1991","higher education","Urban Area","374","0.357259527437416","0.327394722752794","0.387124332122038","1"
"Big worries","1991","higher vocational","Rural Area","106","0.385744012115079","0.328420538084642","0.443067486145517","1"
"Big worries","1991","higher vocational","Urban Area","188","0.395201439683875","0.351142691462195","0.439260187905556","1"
"Big worries","1991","in school","Rural Area","17","","","","1"
"Big worries","1991","in school","Urban Area","57","0.437210596812427","0.348826586880307","0.525594606744547","1"
"Big worries","1991","inadequately","Rural Area","46","0.412728679478894","0.320725365992051","0.504731992965736","1"
"Big worries","1991","inadequately","Urban Area","216","0.415819188091833","0.374402578118088","0.457235798065577","1"
"Big worries","1991","middle vocational","Rural Area","1166","0.446141516289615","0.426904392839974","0.465378639739256","1"
"Big worries","1991","middle vocational","Urban Area","1876","0.443441261620879","0.428552724796453","0.458329798445305","1"
"Big worries","1991","vocational + Abi","Rural Area","32","0.436418132093582","0.329724390867908","0.543111873319256","1"
"Big worries","1991","vocational + Abi","Urban Area","129","0.443710419601662","0.386920049078942","0.500500790124382","1"
"No worries","1991","general elemantary","Rural Area","75","0.0884815850974275","0.069253534678952","0.107709635515903","3"
"No worries","1991","general elemantary","Urban Area","241","0.0982824846517041","0.0852810381178453","0.111283931185563","3"
"No worries","1991","in school","Rural Area","4","","","","3"
"No worries","1991","in school","Urban Area","11","","","","3"
"No worries","1991","inadequately","Rural Area","21","","","","3"
"No worries","1991","inadequately","Urban Area","98","0.175112708123524","0.143174924085731","0.207050492161317","3"
"No worries","1991","middle vocational","Rural Area","269","0.107990729862961","0.0959796424296334","0.120001817296288","3"
"No worries","1991","middle vocational","Urban Area","459","0.104022848474464","0.0948734760840232","0.113172220864905","3"
"No worries","1991","vocational + Abi","Rural Area","13","","","","3"
"No worries","1991","vocational + Abi","Urban Area","28","","","","3"
"No worries","1991","higher education","Rural Area","69","0.112898745122943","0.0889357089223472","0.136861781323539","3"
"No worries","1991","higher education","Urban Area","121","0.1367427330096","0.115329995432764","0.158155470586436","3"
"No worries","1991","higher vocational","Rural Area","31","0.115605575845801","0.0779507541847772","0.153260397506824","3"
"No worries","1991","higher vocational","Urban Area","58","0.145871909746544","0.114061822699664","0.177681996793423","3"
"Some worries","1991","general elemantary","Rural Area","371","0.457549455561491","0.423818769242717","0.491280141880264","2"
"Some worries","1991","in school","Rural Area","19","","","","2"
"Some worries","1991","in school","Urban Area","53","0.466749472426908","0.377857412448919","0.555641532404896","2"
"Some worries","1991","inadequately","Rural Area","43","0.383416443087326","0.292554277221964","0.474278608952687","2"
"Some worries","1991","inadequately","Urban Area","230","0.409068103784644","0.367752398953956","0.450383808615331","2"
"Some worries","1991","middle vocational","Rural Area","1130","0.445867753847424","0.426631781230019","0.465103726464829","2"
"Some worries","1991","middle vocational","Urban Area","1942","0.452535889904657","0.437618844668687","0.467452935140627","2"
"Some worries","1991","vocational + Abi","Rural Area","38","0.362304046571805","0.25889644440612","0.46571164873749","2"
"Some worries","1991","vocational + Abi","Urban Area","137","0.451641967434834","0.394756192867221","0.508527742002446","2"
"Some worries","1991","general elemantary","Urban Area","859","0.424038185518495","0.402454893472597","0.445621477564393","2"
"Some worries","1991","higher education","Rural Area","351","0.498667430714741","0.460807557818384","0.536527303611098","2"
"Some worries","1991","higher education","Urban Area","494","0.505997739552984","0.47483836715546","0.537157111950509","2"
"Some worries","1991","higher vocational","Urban Area","227","0.458926650569581","0.414019320873481","0.503833980265682","2"
"Some worries","1991","higher vocational","Rural Area","140","0.49865041203912","0.439769215234536","0.557531608843704","2"
"Big worries","1992","general elemantary","Rural Area","373","0.446855663000984","0.412638773111379","0.48107255289059","1"
"Big worries","1992","general elemantary","Urban Area","940","0.479122082893156","0.456966252276667","0.501277913509645","1"
"Big worries","1992","higher education","Rural Area","257","0.398086287904047","0.359524381668008","0.436648194140085","1"
"Big worries","1992","higher education","Urban Area","399","0.365073827958383","0.33532286240386","0.394824793512906","1"
"Big worries","1992","higher vocational","Rural Area","116","0.432777785355229","0.375154499867548","0.490401070842911","1"
"Big worries","1992","higher vocational","Urban Area","198","0.393723070963334","0.350106097716161","0.437340044210507","1"
"Big worries","1992","in school","Rural Area","21","","","","1"
"Big worries","1992","in school","Urban Area","53","0.385062410363892","0.301090444800211","0.469034375927574","1"
"Big worries","1992","inadequately","Rural Area","52","0.474763570724416","0.377376003308236","0.572151138140596","1"
"Big worries","1992","inadequately","Urban Area","234","0.483159023639311","0.440249593591458","0.526068453687164","1"
"Big worries","1992","middle vocational","Rural Area","1088","0.419405344713228","0.399708213275915","0.43910247615054","1"
"Big worries","1992","middle vocational","Urban Area","1779","0.400575757672911","0.385808923760876","0.415342591584945","1"
"Big worries","1992","vocational + Abi","Rural Area","29","","","","1"
"Big worries","1992","vocational + Abi","Urban Area","127","0.36519481020107","0.310981077564752","0.419408542837388","1"
"No worries","1992","general elemantary","Rural Area","80","0.0942638806996558","0.074153922635258","0.114373838764054","3"
"No worries","1992","general elemantary","Urban Area","233","0.113288653274802","0.0992320201690746","0.127345286380529","3"
"No worries","1992","higher education","Rural Area","61","0.115819464738254","0.0906099771505034","0.141028952326005","3"
"No worries","1992","higher education","Urban Area","122","0.149684871454735","0.127638962577162","0.171730780332308","3"
