"plh0038","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","(0) in school","107","0.553833604372046","0.482586803573136","0.625080405170956"
"Big worries","1984","(1a) inadequately completed","448","0.423317961351758","0.393986317536384","0.452649605167132"
"Big worries","1984","(1b) general elementary school","1504","0.51270597517054","0.494768917816387","0.530643032524692"
"Big worries","1984","(1c) basic vocational qualification","2180","0.525029492516429","0.509975311327497","0.540083673705361"
"Big worries","1984","(2a) intermediate vocational","767","0.546289506701902","0.520238764772621","0.572340248631184"
"Big worries","1984","(2b) intermediate general qualification","272","0.586940225410159","0.542567009010975","0.631313441809343"
"Big worries","1984","(2c_gen) general maturity certificate","251","0.628680762294176","0.581913174164587","0.675448350423764"
"Big worries","1984","(2c_voc) vocational maturity certificate","275","0.594356153462156","0.549239360560745","0.639472946363566"
"Big worries","1984","(3a) lower tertiary education","137","0.51498622056623","0.454813451566714","0.575158989565746"
"Big worries","1984","(3b) higher tertiary education","312","0.588198520128413","0.545897354526652","0.630499685730174"
"No worries","1984","(0) in school","","","",""
"No worries","1984","(1a) inadequately completed","258","0.22527804436281","0.200477157695026","0.250078931030594"
"No worries","1984","(1b) general elementary school","373","0.107106392867585","0.0960087941279539","0.118203991607216"
"No worries","1984","(1c) basic vocational qualification","416","0.0907698365788314","0.0821094024797269","0.0994302706779359"
"No worries","1984","(2a) intermediate vocational","122","0.0912074294422954","0.0761425122974041","0.106272346587187"
"No worries","1984","(2b) intermediate general qualification","35","0.0626934823795035","0.040847602765607","0.0845393619933999"
"No worries","1984","(2c_gen) general maturity certificate","31","0.0614354097256596","0.0381921184401549","0.0846787010111643"
"No worries","1984","(2c_voc) vocational maturity certificate","38","0.0818121866745182","0.0566286248031248","0.106995748545911"
"No worries","1984","(3a) lower tertiary education","","","",""
"No worries","1984","(3b) higher tertiary education","39","0.0739472871028405","0.051455425826689","0.096439148378992"
"Some worries","1984","(0) in school","55","0.312779181731172","0.246329277254904","0.379229086207439"
"Some worries","1984","(1a) inadequately completed","384","0.351403994285432","0.323062331671547","0.379745656899318"
"Some worries","1984","(1b) general elementary school","1106","0.380187631961876","0.362767534692398","0.397607729231353"
"Some worries","1984","(1c) basic vocational qualification","1631","0.38420067090474","0.36953740763043","0.39886393417905"
"Some worries","1984","(2a) intermediate vocational","514","0.362503063855802","0.33734865316846","0.387657474543145"
"Some worries","1984","(2b) intermediate general qualification","166","0.350366292210338","0.307371787049053","0.393360797371623"
"Some worries","1984","(2c_gen) general maturity certificate","128","0.309883827980165","0.265121081947144","0.354646574013186"
"Some worries","1984","(2c_voc) vocational maturity certificate","142","0.323831659863326","0.280835520515975","0.366827799210678"
"Some worries","1984","(3a) lower tertiary education","102","0.371833807430256","0.313645346480379","0.430022268380133"
"Some worries","1984","(3b) higher tertiary education","169","0.337854192768747","0.297201633435628","0.378506752101865"
"Big worries","1985","(0) in school","83","0.461401981977051","0.389760638378288","0.533043325575814"
"Big worries","1985","(1a) inadequately completed","385","0.440303071500712","0.407633863919487","0.472972279081937"
"Big worries","1985","(1b) general elementary school","1218","0.474775486475905","0.455558745220198","0.493992227731611"
"Big worries","1985","(1c) basic vocational qualification","1836","0.482956144595539","0.467078418742883","0.498833870448195"
"Big worries","1985","(2a) intermediate vocational","641","0.486381491560495","0.45951993821901","0.51324304490198"
"Big worries","1985","(2b) intermediate general qualification","255","0.54006181772147","0.495099513388434","0.585024122054506"
"Big worries","1985","(2c_gen) general maturity certificate","229","0.642339630349279","0.593956363890039","0.690722896808518"
"Big worries","1985","(2c_voc) vocational maturity certificate","222","0.51072759507892","0.462399775313359","0.559055414844481"
"Big worries","1985","(3a) lower tertiary education","125","0.497988981312287","0.43563472469689","0.560343237927684"
"Big worries","1985","(3b) higher tertiary education","273","0.516860599370322","0.473233557734703","0.560487641005941"
"No worries","1985","(0) in school","32","0.158188544154876","0.105745662282888","0.210631426026864"
"No worries","1985","(1a) inadequately completed","173","0.202450744464184","0.176006891897661","0.228894597030706"
"No worries","1985","(1b) general elementary school","343","0.116699436201214","0.104344180499129","0.1290546919033"
"No worries","1985","(1c) basic vocational qualification","401","0.100051806592312","0.0905174370074313","0.109586176177193"
"No worries","1985","(2a) intermediate vocational","139","0.10341594189955","0.0870511109745296","0.119780772824571"
"No worries","1985","(2b) intermediate general qualification","49","0.0995459171799135","0.0725362269294996","0.126555607430327"
"No worries","1985","(2c_gen) general maturity certificate","","","",""
"No worries","1985","(2c_voc) vocational maturity certificate","38","0.0889691869499862","0.0614450617945467","0.116493312105426"
"No worries","1985","(3a) lower tertiary education","","","",""
"No worries","1985","(3b) higher tertiary education","36","0.0796962897121287","0.0560524797066802","0.103340099717577"
"Some worries","1985","(0) in school","71","0.380409473868073","0.310639322482073","0.450179625254074"
"Some worries","1985","(1a) inadequately completed","329","0.357246184035105","0.325711214758758","0.388781153311452"
"Some worries","1985","(1b) general elementary school","1033","0.408525077322881","0.389608583903758","0.427441570742004"
"Some worries","1985","(1c) basic vocational qualification","1568","0.416992048812149","0.401325552300404","0.432658545323893"
"Some worries","1985","(2a) intermediate vocational","550","0.410202566539955","0.383767957215488","0.436637175864421"
"Some worries","1985","(2b) intermediate general qualification","168","0.360392265098616","0.317078924959339","0.403705605237894"
"Some worries","1985","(2c_gen) general maturity certificate","119","0.299795255785196","0.253546258814982","0.346044252755411"
"Some worries","1985","(2c_voc) vocational maturity certificate","151","0.400303217971094","0.352934941820074","0.447671494122114"
"Some worries","1985","(3a) lower tertiary education","98","0.388806316872346","0.328013019603704","0.449599614140988"
"Some worries","1985","(3b) higher tertiary education","195","0.403443110917549","0.36061293014177","0.446273291693329"
"Big worries","1986","(0) in school","81","0.432530831291971","0.361332258310927","0.503729404273014"
"Big worries","1986","(1a) inadequately completed","334","0.372468868914238","0.339774641752391","0.405163096076085"
"Big worries","1986","(1b) general elementary school","1106","0.449628022689541","0.429958204094844","0.469297841284238"
"Big worries","1986","(1c) basic vocational qualification","1610","0.447925490078244","0.431683536424628","0.46416744373186"
"Big worries","1986","(2a) intermediate vocational","584","0.442036713289176","0.415060897866016","0.469012528712336"
"Big worries","1986","(2b) intermediate general qualification","235","0.476651916886307","0.431059394588236","0.522244439184377"
"Big worries","1986","(2c_gen) general maturity certificate","230","0.562812720714254","0.514383076468988","0.611242364959519"
"Big worries","1986","(2c_voc) vocational maturity certificate","204","0.488825545677525","0.440498672338513","0.537152419016538"
"Big worries","1986","(3a) lower tertiary education","98","0.38744754857265","0.326693151648879","0.448201945496422"
"Big worries","1986","(3b) higher tertiary education","257","0.498723233916794","0.454941010127451","0.542505457706137"
"No worries","1986","(0) in school","","","",""
"No worries","1986","(1a) inadequately completed","181","0.249934200977361","0.220654207602017","0.279214194352705"
"No worries","1986","(1b) general elementary school","333","0.128640612154713","0.115402281658588","0.141878942650838"
"No worries","1986","(1c) basic vocational qualification","458","0.121859219992321","0.111174877522117","0.132543562462526"
"No worries","1986","(2a) intermediate vocational","158","0.123767683491804","0.105879927443308","0.1416554395403"
"No worries","1986","(2b) intermediate general qualification","54","0.124706286240792","0.0945471634070651","0.154865409074519"
"No worries","1986","(2c_gen) general maturity certificate","38","0.092722855372873","0.0644050917770926","0.121040618968653"
"No worries","1986","(2c_voc) vocational maturity certificate","35","0.0846984706303696","0.057780205997871","0.111616735262868"
"No worries","1986","(3a) lower tertiary education","","","",""
"No worries","1986","(3b) higher tertiary education","41","0.0823456098181327","0.0582748928415781","0.106416326794687"
"Some worries","1986","(0) in school","86","0.484195350720645","0.412375490985796","0.556015210455494"
"Some worries","1986","(1a) inadequately completed","325","0.3775969301084","0.344813186965554","0.410380673251247"
"Some worries","1986","(1b) general elementary school","1018","0.421731365155746","0.402204690869403","0.441258039442088"
"Some worries","1986","(1c) basic vocational qualification","1533","0.430215289929435","0.414044365542148","0.446386214316722"
"Some worries","1986","(2a) intermediate vocational","560","0.43419560321902","0.407272912103018","0.461118294335023"
"Some worries","1986","(2b) intermediate general qualification","172","0.398641796872901","0.353947134186542","0.443336459559261"
"Some worries","1986","(2c_gen) general maturity certificate","135","0.344464423912873","0.29806998910673","0.390858858719017"
"Some worries","1986","(2c_voc) vocational maturity certificate","172","0.426475983692105","0.378662512477332","0.474289454906878"
"Some worries","1986","(3a) lower tertiary education","122","0.500146481897842","0.437791723606521","0.562501240189163"
"Some worries","1986","(3b) higher tertiary education","203","0.418931156265073","0.375728111696337","0.46213420083381"
"Big worries","1987","(0) in school","95","0.549013783033555","0.477885483722814","0.620142082344296"
"Big worries","1987","(1a) inadequately completed","297","0.367786545346837","0.334538034666704","0.40103505602697"
"Big worries","1987","(1b) general elementary school","1028","0.460749187258198","0.440873263639767","0.480625110876628"
"Big worries","1987","(1c) basic vocational qualification","1617","0.46662844566663","0.450238231550685","0.483018659782574"
"Big worries","1987","(2a) intermediate vocational","584","0.443690453110788","0.416888933172493","0.470491973049082"
"Big worries","1987","(2b) intermediate general qualification","208","0.502121632325274","0.454641777107883","0.549601487542664"
"Big worries","1987","(2c_gen) general maturity certificate","179","0.484647478387551","0.434399166720775","0.534895790054327"
"Big worries","1987","(2c_voc) vocational maturity certificate","195","0.478870825889014","0.430218628227105","0.527523023550922"
"Big worries","1987","(3a) lower tertiary education","109","0.434539216794418","0.372969925967128","0.496108507621707"
"Big worries","1987","(3b) higher tertiary education","240","0.481061541181392","0.437046233754759","0.525076848608024"
"No worries","1987","(0) in school","","","",""
"No worries","1987","(1a) inadequately completed","157","0.192356538955201","0.165179275252658","0.219533802657744"
"No worries","1987","(1b) general elementary school","344","0.130024490200544","0.116613349480642","0.143435630920447"
"No worries","1987","(1c) basic vocational qualification","390","0.103145433066428","0.0931530261611694","0.113137839971687"
"No worries","1987","(2a) intermediate vocational","144","0.112169781908521","0.0951456872887888","0.129193876528252"
"No worries","1987","(2b) intermediate general qualification","42","0.0868297517438339","0.0600902415427439","0.113569261944924"
"No worries","1987","(2c_gen) general maturity certificate","37","0.0959674309327052","0.0663525312717062","0.125582330593704"
"No worries","1987","(2c_voc) vocational maturity certificate","43","0.0969652099622101","0.0681460849059278","0.125784335018492"
"No worries","1987","(3a) lower tertiary education","32","0.144925702742646","0.101201384056671","0.18865002142862"
"No worries","1987","(3b) higher tertiary education","48","0.0899108741463254","0.0647112789596938","0.115110469332957"
"Some worries","1987","(0) in school","69","0.32971233383011","0.262512627186002","0.396912040474218"
"Some worries","1987","(1a) inadequately completed","354","0.439856915697961","0.40563158823137","0.474082243164553"
"Some worries","1987","(1b) general elementary school","1044","0.409226322541258","0.389620188167265","0.428832456915251"
"Some worries","1987","(1c) basic vocational qualification","1552","0.430226121266942","0.41396000949715","0.446492233036734"
"Some worries","1987","(2a) intermediate vocational","592","0.444139764980691","0.417335508926868","0.470944021034515"
"Some worries","1987","(2b) intermediate general qualification","176","0.411048615930892","0.364325735384266","0.457771496477519"
"Some worries","1987","(2c_gen) general maturity certificate","164","0.419385090679744","0.369770789568689","0.468999391790799"
"Some worries","1987","(2c_voc) vocational maturity certificate","167","0.424163964148776","0.376031634347439","0.472296293950113"
"Some worries","1987","(3a) lower tertiary education","108","0.420535080462937","0.359220592333175","0.481849568592698"
"Some worries","1987","(3b) higher tertiary education","207","0.429027584672283","0.385426663650139","0.472628505694427"
"Big worries","1988","(0) in school","65","0.438763274087628","0.361630721425718","0.515895826749538"
"Big worries","1988","(1a) inadequately completed","282","0.366884569437473","0.332276599320718","0.401492539554228"
"Big worries","1988","(1b) general elementary school","951","0.424707110572434","0.404571636343954","0.444842584800913"
"Big worries","1988","(1c) basic vocational qualification","1391","0.406432460373958","0.389934935289285","0.422929985458632"
"Big worries","1988","(2a) intermediate vocational","511","0.400662438770256","0.373743436912301","0.427581440628211"
"Big worries","1988","(2b) intermediate general qualification","171","0.423508453398906","0.376253106109059","0.470763800688754"
"Big worries","1988","(2c_gen) general maturity certificate","152","0.444574328401577","0.392139034275181","0.497009622527972"
"Big worries","1988","(2c_voc) vocational maturity certificate","162","0.396284330381073","0.347677985448193","0.444890675313953"
