"plh0038","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Some worries","1985","inadequately","East Germany","","","",""
"Some worries","1985","general elemantary","West Germany","1189","0.399306533348955","0.381891116721457","0.416721949976452"
"Some worries","1985","general elemantary","East Germany","","","",""
"Some worries","1985","middle vocational","West Germany","2060","0.40195194391649","0.388561357865836","0.415342529967144"
"Some worries","1985","middle vocational","East Germany","","","",""
"Some worries","1985","vocational + Abi","West Germany","99","0.389151229258799","0.331735053596016","0.446567404921583"
"Some worries","1985","vocational + Abi","East Germany","","","",""
"Some worries","1985","higher vocational","West Germany","285","0.467617568032682","0.42824780721326","0.506987328852104"
"Some worries","1985","higher vocational","East Germany","","","",""
"Some worries","1985","higher education","West Germany","293","0.398271538409627","0.363259448477582","0.433283628341671"
"Some worries","1985","higher education","East Germany","","","",""
"No worries","1985","in school","West Germany","32","0.158188544154876","0.105745662282888","0.210631426026864"
"No worries","1985","in school","East Germany","","","",""
"No worries","1985","inadequately","West Germany","169","0.207287827556509","0.179559659601655","0.235015995511362"
"No worries","1985","inadequately","East Germany","","","",""
"No worries","1985","general elemantary","West Germany","387","0.113428752700623","0.102152297322492","0.124705208078754"
"No worries","1985","general elemantary","East Germany","","","",""
"No worries","1985","middle vocational","West Germany","539","0.100328167372556","0.0921228009859913","0.10853353375912"
"No worries","1985","middle vocational","East Germany","","","",""
"No worries","1985","vocational + Abi","West Germany","","","",""
"No worries","1985","vocational + Abi","East Germany","","","",""
"No worries","1985","higher vocational","West Germany","58","0.0929657256686222","0.0700528926611041","0.11587855867614"
"No worries","1985","higher vocational","East Germany","","","",""
"No worries","1985","higher education","West Germany","60","0.0915357118070268","0.0709115012436218","0.112159922370432"
"No worries","1985","higher education","East Germany","","","",""
"Big worries","1986","in school","West Germany","80","0.429162585540495","0.357839623920468","0.500485547160522"
"Big worries","1986","in school","East Germany","","","",""
"Big worries","1986","inadequately","West Germany","305","0.390455745318731","0.356131123556638","0.424780367080825"
"Big worries","1986","inadequately","East Germany","","","",""
"Big worries","1986","general elemantary","West Germany","1329","0.454166797455015","0.43602055905151","0.47231303585852"
"Big worries","1986","general elemantary","East Germany","","","",""
"Big worries","1986","middle vocational","West Germany","2285","0.454759489625972","0.440921272403062","0.468597706848883"
"Big worries","1986","middle vocational","East Germany","","","",""
"Big worries","1986","vocational + Abi","West Germany","141","0.504424610696931","0.445438936304832","0.563410285089029"
"Big worries","1986","vocational + Abi","East Germany","","","",""
"Big worries","1986","higher vocational","West Germany","256","0.440511562673291","0.400109056226707","0.480914069119876"
"Big worries","1986","higher vocational","East Germany","","","",""
"Big worries","1986","higher education","West Germany","355","0.458353813607853","0.422646632893838","0.494060994321867"
"Big worries","1986","higher education","East Germany","","","",""
"Some worries","1986","in school","West Germany","86","0.487069319956122","0.415043708756437","0.559094931155807"
"Some worries","1986","in school","East Germany","","","",""
"Some worries","1986","inadequately","West Germany","299","0.365874696642451","0.331984744183075","0.399764649101827"
"Some worries","1986","inadequately","East Germany","","","",""
"Some worries","1986","general elemantary","West Germany","1180","0.418094580563204","0.400117779320699","0.436071381805709"
"Some worries","1986","general elemantary","East Germany","","","",""
"Some worries","1986","middle vocational","West Germany","2074","0.424703119462318","0.410966371324137","0.438439867600499"
"Some worries","1986","middle vocational","East Germany","","","",""
"Some worries","1986","vocational + Abi","West Germany","111","0.403711238606","0.345827405618416","0.461595071593584"
"Some worries","1986","vocational + Abi","East Germany","","","",""
"Some worries","1986","higher vocational","West Germany","260","0.446321829522962","0.405865464497533","0.486778194548392"
"Some worries","1986","higher vocational","East Germany","","","",""
"Some worries","1986","higher education","West Germany","325","0.448395055821","0.412754721042455","0.484035390599545"
"Some worries","1986","higher education","East Germany","","","",""
"No worries","1986","in school","West Germany","","","",""
"No worries","1986","in school","East Germany","","","",""
"No worries","1986","inadequately","West Germany","172","0.243669558038817","0.213464918402788","0.273874197674846"
"No worries","1986","inadequately","East Germany","","","",""
"No worries","1986","general elemantary","West Germany","383","0.127738621981781","0.115573026218241","0.139904217745321"
"No worries","1986","general elemantary","East Germany","","","",""
"No worries","1986","middle vocational","West Germany","615","0.120537390911709","0.11148913690385","0.129585644919568"
"No worries","1986","middle vocational","East Germany","","","",""
"No worries","1986","vocational + Abi","West Germany","","","",""
"No worries","1986","vocational + Abi","East Germany","","","",""
"No worries","1986","higher vocational","West Germany","64","0.113166607803747","0.0873847468453748","0.138948468762118"
"No worries","1986","higher vocational","East Germany","","","",""
"No worries","1986","higher education","West Germany","68","0.0932511305711472","0.0724125632948803","0.114089697847414"
"No worries","1986","higher education","East Germany","","","",""
"Big worries","1987","in school","West Germany","94","0.546442555564076","0.475088987604965","0.617796123523187"
"Big worries","1987","in school","East Germany","","","",""
"Big worries","1987","inadequately","West Germany","271","0.376423824001911","0.341703753334939","0.411143894668882"
"Big worries","1987","inadequately","East Germany","","","",""
"Big worries","1987","general elemantary","West Germany","1224","0.467493527339537","0.449055541734578","0.485931512944495"
"Big worries","1987","general elemantary","East Germany","","","",""
"Big worries","1987","middle vocational","West Germany","2247","0.463809976350809","0.449907819204435","0.477712133497183"
"Big worries","1987","middle vocational","East Germany","","","",""
"Big worries","1987","vocational + Abi","West Germany","135","0.495366948788132","0.436594058019319","0.554139839556944"
"Big worries","1987","vocational + Abi","East Germany","","","",""
"Big worries","1987","higher vocational","West Germany","245","0.436115894264454","0.395116653228228","0.47711513530068"
"Big worries","1987","higher vocational","East Germany","","","",""
"Big worries","1987","higher education","West Germany","349","0.464100965833375","0.428265805945815","0.499936125720936"
"Big worries","1987","higher education","East Germany","","","",""
"Some worries","1987","in school","West Germany","69","0.331592137198542","0.264116005884357","0.399068268512727"
"Some worries","1987","in school","East Germany","","","",""
"Some worries","1987","inadequately","West Germany","325","0.425335238473637","0.389905311429496","0.460765165517778"
"Some worries","1987","inadequately","East Germany","","","",""
"Some worries","1987","general elemantary","West Germany","1209","0.410338166873151","0.392160602511217","0.428515731235085"
"Some worries","1987","general elemantary","East Germany","","","",""
"Some worries","1987","middle vocational","West Germany","2162","0.432163427464943","0.418353593035762","0.445973261894124"
"Some worries","1987","middle vocational","East Germany","","","",""
"Some worries","1987","vocational + Abi","West Germany","111","0.410571040616309","0.352743385197092","0.468398696035527"
"Some worries","1987","vocational + Abi","East Germany","","","",""
"Some worries","1987","higher vocational","West Germany","254","0.447254772524323","0.406147380405105","0.488362164643541"
"Some worries","1987","higher vocational","East Germany","","","",""
"Some worries","1987","higher education","West Germany","315","0.425931484908697","0.390399999829678","0.461462969987717"
"Some worries","1987","higher education","East Germany","","","",""
"No worries","1987","in school","West Germany","","","",""
"No worries","1987","in school","East Germany","","","",""
"No worries","1987","inadequately","West Germany","152","0.198240937524452","0.169670565052007","0.226811309996898"
"No worries","1987","inadequately","East Germany","","","",""
"No worries","1987","general elemantary","West Germany","380","0.122168305787312","0.110066557122298","0.134270054452326"
"No worries","1987","general elemantary","East Germany","","","",""
"No worries","1987","middle vocational","West Germany","534","0.104026596184248","0.0955157539696507","0.112537438398846"
"No worries","1987","middle vocational","East Germany","","","",""
"No worries","1987","vocational + Abi","West Germany","32","0.094062010595559","0.0597471643168153","0.128376856874303"
"No worries","1987","vocational + Abi","East Germany","","","",""
"No worries","1987","higher vocational","West Germany","63","0.116629333211223","0.0900921198280619","0.143166546594383"
"No worries","1987","higher vocational","East Germany","","","",""
"No worries","1987","higher education","West Germany","80","0.109967549257927","0.087487522845188","0.132447575670667"
"No worries","1987","higher education","East Germany","","","",""
"Big worries","1988","in school","West Germany","65","0.438763274087628","0.361630721425718","0.515895826749538"
"Big worries","1988","in school","East Germany","","","",""
"Big worries","1988","inadequately","West Germany","260","0.373364106133878","0.33732541914869","0.409402793119067"
"Big worries","1988","inadequately","East Germany","","","",""
"Big worries","1988","general elemantary","West Germany","1112","0.424935986003562","0.406317532166043","0.443554439841081"
"Big worries","1988","general elemantary","East Germany","","","",""
"Big worries","1988","middle vocational","West Germany","1943","0.408790734406909","0.394765884266051","0.422815584547767"
"Big worries","1988","middle vocational","East Germany","","","",""
"Big worries","1988","vocational + Abi","West Germany","117","0.419982768771283","0.361002311523619","0.478963226018947"
"Big worries","1988","vocational + Abi","East Germany","","","",""
"Big worries","1988","higher vocational","West Germany","201","0.375676610894952","0.334677203689233","0.416676018100672"
"Big worries","1988","higher vocational","East Germany","","","",""
"Big worries","1988","higher education","West Germany","257","0.374902434330244","0.339066220768601","0.410738647891888"
"Big worries","1988","higher education","East Germany","","","",""
"Some worries","1988","in school","West Germany","71","0.429851621225052","0.352902660208448","0.506800582241656"
"Some worries","1988","in school","East Germany","","","",""
"Some worries","1988","inadequately","West Germany","304","0.448743364000198","0.411686302462282","0.485800425538114"
"Some worries","1988","inadequately","East Germany","","","",""
"Some worries","1988","general elemantary","West Germany","1252","0.460321929658469","0.441549435447941","0.479094423868997"
"Some worries","1988","general elemantary","East Germany","","","",""
"Some worries","1988","middle vocational","West Germany","2215","0.466955930240243","0.452722925389869","0.481188935090618"
"Some worries","1988","middle vocational","East Germany","","","",""
"Some worries","1988","vocational + Abi","West Germany","118","0.443882948793006","0.384509908549952","0.503255989036061"
"Some worries","1988","vocational + Abi","East Germany","","","",""
"Some worries","1988","higher vocational","West Germany","263","0.485384885859999","0.443074197671058","0.52769557404894"
"Some worries","1988","higher vocational","East Germany","","","",""
"Some worries","1988","higher education","West Germany","353","0.483666641725668","0.446672986754501","0.520660296696834"
"Some worries","1988","higher education","East Germany","","","",""
"No worries","1988","in school","West Germany","","","",""
"No worries","1988","in school","East Germany","","","",""
"No worries","1988","inadequately","West Germany","128","0.177892529865924","0.149399528643039","0.206385531088808"
"No worries","1988","inadequately","East Germany","","","",""
"No worries","1988","general elemantary","West Germany","344","0.114742084337969","0.102738248768094","0.126745919907845"
"No worries","1988","general elemantary","East Germany","","","",""
"No worries","1988","middle vocational","West Germany","562","0.124253335352848","0.114842669233439","0.133664001472256"
"No worries","1988","middle vocational","East Germany","","","",""
"No worries","1988","vocational + Abi","West Germany","34","0.136134282435711","0.0951536341853631","0.177114930686059"
"No worries","1988","vocational + Abi","East Germany","","","",""
"No worries","1988","higher vocational","West Germany","72","0.138938503245049","0.109656951427819","0.168220055062279"
"No worries","1988","higher vocational","East Germany","","","",""
"No worries","1988","higher education","West Germany","91","0.141430923944088","0.115635130405861","0.167226717482315"
"No worries","1988","higher education","East Germany","","","",""
"Big worries","1989","in school","West Germany","62","0.362584174286621","0.290946598210763","0.434221750362479"
"Big worries","1989","in school","East Germany","","","",""
"Big worries","1989","inadequately","West Germany","222","0.353565955168991","0.316642486926148","0.390489423411834"
"Big worries","1989","inadequately","East Germany","","","",""
"Big worries","1989","general elemantary","West Germany","975","0.382279122645302","0.363477029704979","0.401081215585625"
"Big worries","1989","general elemantary","East Germany","","","",""
"Big worries","1989","middle vocational","West Germany","1539","0.335812373839729","0.32214374963774","0.349480998041718"
"Big worries","1989","middle vocational","East Germany","","","",""
"Big worries","1989","vocational + Abi","West Germany","90","0.293268787919346","0.240506316180908","0.346031259657784"
"Big worries","1989","vocational + Abi","East Germany","","","",""
"Big worries","1989","higher vocational","West Germany","150","0.299083410536157","0.259346661388882","0.338820159683431"
"Big worries","1989","higher vocational","East Germany","","","",""
"Big worries","1989","higher education","West Germany","208","0.293795056147693","0.259857336145286","0.3277327761501"
"Big worries","1989","higher education","East Germany","","","",""
"Some worries","1989","in school","West Germany","82","0.481477183480693","0.407021675530627","0.555932691430758"
"Some worries","1989","in school","East Germany","","","",""
"Some worries","1989","inadequately","West Germany","275","0.412211033579583","0.374194223059119","0.450227844100046"
"Some worries","1989","inadequately","East Germany","","","",""
"Some worries","1989","general elemantary","West Germany","1134","0.451477185443907","0.432222562546777","0.470731808341037"
"Some worries","1989","general elemantary","East Germany","","","",""
"Some worries","1989","middle vocational","West Germany","2232","0.482851627452711","0.468389056694786","0.497314198210637"
"Some worries","1989","middle vocational","East Germany","","","",""
"Some worries","1989","vocational + Abi","West Germany","142","0.497704699317804","0.439757759915837","0.555651638719772"
"Some worries","1989","vocational + Abi","East Germany","","","",""
"Some worries","1989","higher vocational","West Germany","257","0.48424458455575","0.440871801730998","0.527617367380501"
"Some worries","1989","higher vocational","East Germany","","","",""
"Some worries","1989","higher education","West Germany","356","0.510186368398725","0.472940774576713","0.547431962220738"
"Some worries","1989","higher education","East Germany","","","",""
"No worries","1989","in school","West Germany","","","",""
"No worries","1989","in school","East Germany","","","",""
"No worries","1989","inadequately","West Germany","147","0.234223011251427","0.201513723054812","0.266932299448041"
"No worries","1989","inadequately","East Germany","","","",""
"No worries","1989","general elemantary","West Germany","457","0.166243691910791","0.151838736479958","0.180648647341624"
"No worries","1989","general elemantary","East Germany","","","",""
"No worries","1989","middle vocational","West Germany","815","0.18133599870756","0.170184687735445","0.192487309679675"
"No worries","1989","middle vocational","East Germany","","","",""
"No worries","1989","vocational + Abi","West Germany","54","0.209026512762849","0.16190201601416","0.256151009511539"
"No worries","1989","vocational + Abi","East Germany","","","",""
"No worries","1989","higher vocational","West Germany","103","0.216672004908094","0.180917050556745","0.252426959259442"
"No worries","1989","higher vocational","East Germany","","","",""
"No worries","1989","higher education","West Germany","128","0.196018575453582","0.166440721137483","0.225596429769681"
"No worries","1989","higher education","East Germany","","","",""
"Big worries","1990","in school","West Germany","39","0.227590519907383","0.16302636580544","0.292154674009325"
"Big worries","1990","in school","East Germany","","","",""
"Big worries","1990","inadequately","West Germany","199","0.314335409602851","0.278198086699882","0.350472732505819"
"Big worries","1990","inadequately","East Germany","","","",""
"Big worries","1990","general elemantary","West Germany","733","0.297575216729301","0.279490128362057","0.315660305096546"
"Big worries","1990","general elemantary","East Germany","232","0.466488239216488","0.423360282812625","0.509616195620351"
"Big worries","1990","middle vocational","West Germany","1184","0.257116756588489","0.244368679370454","0.269864833806524"
"Big worries","1990","middle vocational","East Germany","1076","0.428007139823768","0.408749889437892","0.447264390209643"
"Big worries","1990","vocational + Abi","West Germany","84","0.232199463055663","0.183686655634602","0.280712270476723"
"Big worries","1990","vocational + Abi","East Germany","","","",""
"Big worries","1990","higher vocational","West Germany","119","0.233476467012353","0.196797090589597","0.270155843435109"
"Big worries","1990","higher vocational","East Germany","101","0.38633636404918","0.326922714994669","0.445750013103691"
"Big worries","1990","higher education","West Germany","133","0.185147800433777","0.156291399013948","0.214004201853607"
"Big worries","1990","higher education","East Germany","327","0.336262007134852","0.306922307656471","0.365601706613233"
"Some worries","1990","in school","West Germany","75","0.457002805679734","0.380293366134589","0.533712245224879"
"Some worries","1990","in school","East Germany","","","",""
"Some worries","1990","inadequately","West Germany","274","0.385334609270485","0.347451828472512","0.423217390068458"
"Some worries","1990","inadequately","East Germany","","","",""
"Some worries","1990","general elemantary","West Germany","1178","0.485345605299853","0.465575647769364","0.505115562830342"
"Some worries","1990","general elemantary","East Germany","190","0.368789689200971","0.327079423256542","0.4104999551454"
"Some worries","1990","middle vocational","West Germany","2137","0.46980449684851","0.45524669450951","0.484362299187509"
"Some worries","1990","middle vocational","East Germany","994","0.387835467333385","0.368871407814109","0.406799526852661"
"Some worries","1990","vocational + Abi","West Germany","134","0.507986591672883","0.45054635901944","0.565426824326326"
"Some worries","1990","vocational + Abi","East Germany","45","0.570352614058923","0.461877303389643","0.678827924728203"
"Some worries","1990","higher vocational","West Germany","248","0.472052113256825","0.428768038148767","0.515336188364884"
"Some worries","1990","higher vocational","East Germany","106","0.395805299559908","0.336133725206779","0.455476873913037"
"Some worries","1990","higher education","West Germany","363","0.523889820580354","0.486786123583801","0.560993517576907"
"Some worries","1990","higher education","East Germany","474","0.467393239929798","0.436407421450033","0.498379058409562"
"No worries","1990","in school","West Germany","48","0.315406674412883","0.243851284306404","0.386962064519362"
"No worries","1990","in school","East Germany","","","",""
"No worries","1990","inadequately","West Germany","161","0.300329981126664","0.264647960593766","0.336012001659562"
"No worries","1990","inadequately","East Germany","","","",""
"No worries","1990","general elemantary","West Germany","544","0.217079177970846","0.200771566768882","0.233386789172809"
"No worries","1990","general elemantary","East Germany","92","0.164722071582541","0.13265510109693","0.196789042068152"
"No worries","1990","middle vocational","West Germany","1194","0.273078746563001","0.260082832003122","0.286074661122881"
"No worries","1990","middle vocational","East Germany","466","0.184157392842848","0.169071492424577","0.199243293261118"
"No worries","1990","vocational + Abi","West Germany","73","0.259813945271455","0.209428711870161","0.310199178672748"
"No worries","1990","vocational + Abi","East Germany","","","",""
"No worries","1990","higher vocational","West Germany","144","0.294471419730821","0.254951457423537","0.333991382038105"
"No worries","1990","higher vocational","East Germany","51","0.217858336390912","0.167488789986411","0.268227882795414"
"No worries","1990","higher education","West Germany","200","0.290962378985869","0.257218381482038","0.324706376489699"
"No worries","1990","higher education","East Germany","195","0.19634475293535","0.171675104299082","0.221014401571619"
"Big worries","1991","in school","West Germany","70","0.447766437486003","0.367922467160478","0.527610407811528"
"Big worries","1991","in school","East Germany","","","",""
"Big worries","1991","inadequately","West Germany","247","0.419452838176815","0.380483946264713","0.458421730088916"
"Big worries","1991","inadequately","East Germany","","","",""
"Big worries","1991","general elemantary","West Germany","1092","0.469327302088519","0.449377796306367","0.489276807870671"
"Big worries","1991","general elemantary","East Germany","217","0.480779755153226","0.434972013032398","0.526587497274055"
"Big worries","1991","middle vocational","West Germany","1919","0.427163525704758","0.412780795218508","0.441546256191008"
"Big worries","1991","middle vocational","East Germany","1149","0.506778865643571","0.486582419855014","0.526975311432128"
"Big worries","1991","vocational + Abi","West Germany","135","0.43569583165518","0.380229782150904","0.491161881159455"
"Big worries","1991","vocational + Abi","East Germany","","","",""
"Big worries","1991","higher vocational","West Germany","198","0.37918682960342","0.337323831949119","0.42104982725772"
"Big worries","1991","higher vocational","East Germany","97","0.450557203491152","0.387078463126704","0.5140359438556"
"Big worries","1991","higher education","West Germany","259","0.338495458467517","0.304050796588423","0.372940120346611"
"Big worries","1991","higher education","East Germany","370","0.413615675794966","0.382364700574155","0.444866651015777"
"Some worries","1991","in school","West Germany","66","0.47239836106993","0.392237529115712","0.552559193024147"
"Some worries","1991","in school","East Germany","","","",""
"Some worries","1991","inadequately","West Germany","252","0.389725476172522","0.351213149799862","0.428237802545182"
"Some worries","1991","inadequately","East Germany","","","",""
"Some worries","1991","general elemantary","West Germany","1025","0.430291129061404","0.410499180814858","0.45008307730795"
"Some worries","1991","general elemantary","East Germany","211","0.463476217956925","0.41775706170838","0.50919537420547"
"Some worries","1991","middle vocational","West Germany","2112","0.463505463145633","0.449006431081384","0.478004495209883"
"Some worries","1991","middle vocational","East Germany","984","0.401792092481054","0.381987239209576","0.421596945752532"
"Some worries","1991","vocational + Abi","West Germany","138","0.436324092940871","0.380848974680242","0.491799211201501"
"Some worries","1991","vocational + Abi","East Germany","37","0.404835705901888","0.290659198049955","0.519012213753821"
"Some worries","1991","higher vocational","West Germany","245","0.472200610127998","0.429126039794658","0.515275180461338"
"Some worries","1991","higher vocational","East Germany","123","0.469134701423389","0.405464967126473","0.532804435720304"
"Some worries","1991","higher education","West Germany","369","0.515489692530781","0.479111544073585","0.551867840987977"
"Some worries","1991","higher education","East Germany","491","0.488639704732145","0.456919806727383","0.520359602736907"
"No worries","1991","in school","West Germany","","","",""
"No worries","1991","in school","East Germany","","","",""
"No worries","1991","inadequately","West Germany","117","0.190821685650663","0.159790832464619","0.221852538836708"
"No worries","1991","inadequately","East Germany","","","",""
"No worries","1991","general elemantary","West Germany","287","0.100381568850077","0.0883689687093674","0.112394168990787"
"No worries","1991","general elemantary","East Germany","","","",""
"No worries","1991","middle vocational","West Germany","513","0.109331011149609","0.100257846799189","0.118404175500029"
"No worries","1991","middle vocational","East Germany","221","0.091429041875375","0.0797860023587545","0.103072081391996"
"No worries","1991","vocational + Abi","West Germany","34","0.127980075403949","0.0906109194902668","0.165349231317631"
"No worries","1991","vocational + Abi","East Germany","","","",""
"No worries","1991","higher vocational","West Germany","73","0.148612560268582","0.117921307378137","0.179303813159027"
"No worries","1991","higher vocational","East Germany","","","",""
"No worries","1991","higher education","West Germany","97","0.146014849001702","0.120310727867827","0.171718970135576"
"No worries","1991","higher education","East Germany","93","0.0977446194728885","0.0789000997189094","0.116589139226868"
"Big worries","1992","in school","West Germany","57","0.381951638017115","0.30175540796494","0.462147868069289"
"Big worries","1992","in school","East Germany","","","",""
"Big worries","1992","inadequately","West Germany","279","0.486475304711568","0.446515632120589","0.526434977302547"
"Big worries","1992","inadequately","East Germany","","","",""
"Big worries","1992","general elemantary","West Germany","1110","0.46606182072519","0.445806581241353","0.486317060209027"
"Big worries","1992","general elemantary","East Germany","209","0.494072776455455","0.447827816527267","0.540317736383644"
"Big worries","1992","middle vocational","West Germany","1752","0.374232535966245","0.360093522932118","0.388371549000372"
"Big worries","1992","middle vocational","East Germany","1148","0.529575878221722","0.508761707038276","0.550390049405167"
"Big worries","1992","vocational + Abi","West Germany","128","0.334849535524789","0.283060532661894","0.386638538387683"
"Big worries","1992","vocational + Abi","East Germany","","","",""
"Big worries","1992","higher vocational","West Germany","204","0.382139333142337","0.340964926900451","0.423313739384222"
"Big worries","1992","higher vocational","East Germany","110","0.503769181598521","0.439707574944985","0.567830788252056"
"Big worries","1992","higher education","West Germany","245","0.323880070393209","0.290118402662848","0.35764173812357"
"Big worries","1992","higher education","East Germany","418","0.458307451413266","0.426058298382401","0.490556604444132"
"Some worries","1992","in school","West Germany","60","0.45673798490426","0.374518117788063","0.538957852020457"
"Some worries","1992","in school","East Germany","","","",""
"Some worries","1992","inadequately","West Germany","224","0.355849051102245","0.317572078040836","0.394126024163654"
"Some worries","1992","inadequately","East Germany","","","",""
"Some worries","1992","general elemantary","West Germany","950","0.423567924578158","0.403504469102797","0.443631380053519"
"Some worries","1992","general elemantary","East Germany","194","0.420232864435959","0.374576983809176","0.465888745062742"
"Some worries","1992","middle vocational","West Germany","2132","0.487767529109828","0.473163192654559","0.502371865565096"
"Some worries","1992","middle vocational","East Germany","904","0.401460441809102","0.381018693271314","0.421902190346891"
"Some worries","1992","vocational + Abi","West Germany","155","0.538819818822528","0.484116982107157","0.5935226555379"
"Some worries","1992","vocational + Abi","East Germany","33","0.428761528115141","0.311133649676292","0.54638940655399"
"Some worries","1992","higher vocational","West Germany","252","0.478953160143417","0.436622396353977","0.521283923932856"
"Some worries","1992","higher vocational","East Germany","111","0.450672189189459","0.386921287030177","0.514423091348742"
"Some worries","1992","higher education","West Germany","383","0.505955206421987","0.469884129534367","0.542026283309608"
"Some worries","1992","higher education","East Germany","425","0.458924369143572","0.426671899865759","0.491176838421385"
"No worries","1992","in school","West Germany","","","",""
"No worries","1992","in school","East Germany","","","",""
"No worries","1992","inadequately","West Germany","98","0.157675644186187","0.128539448770519","0.186811839601856"
"No worries","1992","inadequately","East Germany","","","",""
"No worries","1992","general elemantary","West Germany","270","0.110370254696652","0.0976469244293978","0.123093584963907"
"No worries","1992","general elemantary","East Germany","46","0.0856943591085857","0.0598034835295014","0.11158523468767"
"No worries","1992","middle vocational","West Germany","616","0.137999934923927","0.127922849868286","0.148077019979569"
"No worries","1992","middle vocational","East Germany","157","0.0689636799691761","0.0583968733727861","0.0795304865655662"
"No worries","1992","vocational + Abi","West Germany","36","0.126330645652683","0.0898736682977112","0.162787623007655"
"No worries","1992","vocational + Abi","East Germany","","","",""
"No worries","1992","higher vocational","West Germany","79","0.138907506714247","0.109601343790805","0.168213669637689"
"No worries","1992","higher vocational","East Germany","","","",""
"No worries","1992","higher education","West Germany","110","0.170164723184803","0.143053405724659","0.197276040644948"
"No worries","1992","higher education","East Germany","74","0.0827681794431619","0.0649347576761609","0.100601601210163"
