"plh0038","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Full Time","(Married) couple without C. ","582","0.508229769908494","0.479410674712721","0.537048865104268"
"Big worries","1984","Full Time","1-pers.-HH","265","0.54307182829508","0.500939684963779","0.585203971626382"
"Big worries","1984","Full Time","Couple + C. GT 16 ","456","0.514086830308847","0.482119021508265","0.546054639109429"
"Big worries","1984","Full Time","Couple + C. LE 16 ","768","0.469118536185039","0.444936296633851","0.493300775736228"
"Big worries","1984","Full Time","Couple + C. LE and GT 16","373","0.480971770322412","0.44626239157309","0.515681149071735"
"Big worries","1984","Full Time","Single parent ","106","0.44615908713421","0.383914378623402","0.508403795645018"
"Big worries","1984","Not Working","(Married) couple without C. ","669","0.555537586509571","0.527422999263002","0.583652173756139"
"Big worries","1984","Not Working","1-pers.-HH","345","0.527629010712673","0.489367231718623","0.565890789706723"
"Big worries","1984","Not Working","Couple + C. GT 16 ","384","0.556420091588648","0.51921604835114","0.593624134826156"
"Big worries","1984","Not Working","Couple + C. LE 16 ","466","0.557518008900746","0.524683471378147","0.590352546423346"
"Big worries","1984","Not Working","Couple + C. LE and GT 16","324","0.566252823177045","0.526598002845641","0.605907643508448"
"Big worries","1984","Not Working","Single parent ","129","0.55663791207514","0.49229569554388","0.6209801286064"
"Big worries","1984","Part Time","(Married) couple without C. ","212","0.648504333853552","0.596992436131919","0.700016231575184"
"Big worries","1984","Part Time","1-pers.-HH","71","0.516862455769267","0.432253062854648","0.601471848683887"
"Big worries","1984","Part Time","Couple + C. GT 16 ","199","0.597532629194061","0.545559221937724","0.649506036450398"
"Big worries","1984","Part Time","Couple + C. LE 16 ","307","0.595457438821737","0.553434161435954","0.637480716207521"
"Big worries","1984","Part Time","Couple + C. LE and GT 16","160","0.5491269872698","0.493284894485418","0.604969080054181"
"Big worries","1984","Part Time","Single parent ","64","0.641751450065235","0.548699890786366","0.734803009344104"
"No worries","1984","Full Time","(Married) couple without C. ","135","0.104598718026621","0.0869569864131462","0.122240449640095"
"No worries","1984","Full Time","1-pers.-HH","87","0.117214154296165","0.0900072795019505","0.14442102909038"
"No worries","1984","Full Time","Couple + C. GT 16 ","106","0.0877990854028093","0.0696979614430433","0.105900209362575"
"No worries","1984","Full Time","Couple + C. LE 16 ","216","0.111240402269571","0.0960040898745379","0.126476714664604"
"No worries","1984","Full Time","Couple + C. LE and GT 16","111","0.103969908402528","0.0827664508431453","0.12517336596191"
"No worries","1984","Full Time","Single parent ","29","","",""
"No worries","1984","Not Working","(Married) couple without C. ","117","0.0961988430594393","0.0795156629287296","0.112882023190149"
"No worries","1984","Not Working","1-pers.-HH","73","0.106611959185482","0.082959176245164","0.1302647421258"
"No worries","1984","Not Working","Couple + C. GT 16 ","57","0.0802503532317374","0.0599051938475361","0.100595512615939"
"No worries","1984","Not Working","Couple + C. LE 16 ","98","0.0874369138099062","0.0687631220165054","0.106110705603307"
"No worries","1984","Not Working","Couple + C. LE and GT 16","76","0.0935781900720391","0.070274485832906","0.116881894311172"
"No worries","1984","Not Working","Single parent ","19","","",""
"No worries","1984","Part Time","(Married) couple without C. ","23","","",""
"No worries","1984","Part Time","1-pers.-HH","13","","",""
"No worries","1984","Part Time","Couple + C. GT 16 ","28","","",""
"No worries","1984","Part Time","Couple + C. LE 16 ","41","0.0667599143170029","0.0453883149012788","0.088131513732727"
"No worries","1984","Part Time","Couple + C. LE and GT 16","36","0.0873041154603953","0.0556245966932835","0.118983634227507"
"No worries","1984","Part Time","Single parent ","10","","",""
"Some worries","1984","Full Time","(Married) couple without C. ","439","0.387171512064885","0.359091949097143","0.415251075032627"
"Some worries","1984","Full Time","1-pers.-HH","185","0.339714017408754","0.299656528546876","0.379771506270633"
"Some worries","1984","Full Time","Couple + C. GT 16 ","377","0.398114084288344","0.366804582543757","0.42942358603293"
"Some worries","1984","Full Time","Couple + C. LE 16 ","652","0.41964106154539","0.395727527175513","0.443554595915266"
"Some worries","1984","Full Time","Couple + C. LE and GT 16","312","0.41505832127506","0.380828675620923","0.449287966929197"
"Some worries","1984","Full Time","Single parent ","110","0.448811179645597","0.386531397864949","0.511090961426245"
"Some worries","1984","Not Working","(Married) couple without C. ","414","0.34826357043099","0.321308064311593","0.375219076550387"
"Some worries","1984","Not Working","1-pers.-HH","236","0.365759030101845","0.328845643455179","0.402672416748511"
"Some worries","1984","Not Working","Couple + C. GT 16 ","244","0.363329555179614","0.327312308218784","0.399346802140444"
"Some worries","1984","Not Working","Couple + C. LE 16 ","315","0.355045077289347","0.323410642292165","0.38667951228653"
"Some worries","1984","Not Working","Couple + C. LE and GT 16","200","0.340168986750916","0.302260522887916","0.378077450613916"
"Some worries","1984","Not Working","Single parent ","81","0.364639686057852","0.302298887805331","0.426980484310372"
"Some worries","1984","Part Time","(Married) couple without C. ","95","0.290521480562399","0.241537974065186","0.339504987059613"
"Some worries","1984","Part Time","1-pers.-HH","50","0.378864945120424","0.296729441633231","0.461000448607617"
"Some worries","1984","Part Time","Couple + C. GT 16 ","115","0.33152780320611","0.281635139579543","0.381420466832678"
"Some worries","1984","Part Time","Couple + C. LE 16 ","176","0.33778264686126","0.297287647792277","0.378277645930242"
"Some worries","1984","Part Time","Couple + C. LE and GT 16","109","0.363568897269805","0.309584627561796","0.417553166977814"
"Some worries","1984","Part Time","Single parent ","28","","",""
"Big worries","1985","Full Time","(Married) couple without C. ","512","0.488671446036068","0.458158983250295","0.519183908821842"
