"plh0038","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"No worries","1985","66 and older","no migration background","139","0.126479137771858","0.106403007995111","0.146555267548604"
"No worries","1985","66 and older","direct migration background","","","",""
"No worries","1985","66 and older","indirect migration background","","","",""
"Big worries","1986","16-34 y.","no migration background","1320","0.462528416274966","0.444184635176077","0.480872197373856"
"Big worries","1986","16-34 y.","direct migration background","496","0.454557805226554","0.425051939925674","0.484063670527434"
"Big worries","1986","16-34 y.","indirect migration background","67","0.561268418365615","0.47596603478801","0.646570801943219"
"Big worries","1986","35-65 y.","no migration background","1698","0.455022357947969","0.439073562387319","0.470971153508619"
"Big worries","1986","35-65 y.","direct migration background","751","0.438682535910072","0.414946827785314","0.462418244034829"
"Big worries","1986","35-65 y.","indirect migration background","","","",""
"Big worries","1986","66 and older","no migration background","431","0.442669879527457","0.411619452612796","0.473720306442118"
"Big worries","1986","66 and older","direct migration background","","","",""
"Big worries","1986","66 and older","indirect migration background","","","",""
"Some worries","1986","16-34 y.","no migration background","1182","0.418656083468914","0.400505643172568","0.43680652376526"
"Some worries","1986","16-34 y.","direct migration background","435","0.407671018768781","0.378552060070986","0.436789977466576"
"Some worries","1986","16-34 y.","indirect migration background","42","0.360199000649214","0.277676928685913","0.442721072612515"
"Some worries","1986","35-65 y.","no migration background","1643","0.436913445264395","0.421027704777731","0.452799185751058"
"Some worries","1986","35-65 y.","direct migration background","643","0.409894914408548","0.386370236458949","0.433419592358148"
"Some worries","1986","35-65 y.","indirect migration background","","","",""
"Some worries","1986","66 and older","no migration background","399","0.407816947688193","0.377096187786623","0.438537707589763"
"Some worries","1986","66 and older","direct migration background","","","",""
"Some worries","1986","66 and older","indirect migration background","","","",""
"No worries","1986","16-34 y.","no migration background","336","0.11881550025612","0.10691098076278","0.130720019749461"
"No worries","1986","16-34 y.","direct migration background","163","0.137771176004665","0.117347689566381","0.158194662442949"
"No worries","1986","16-34 y.","indirect migration background","","","",""
"No worries","1986","35-65 y.","no migration background","404","0.108064196787636","0.0981209116508314","0.118007481924441"
"No worries","1986","35-65 y.","direct migration background","285","0.15142254968138","0.134276512399904","0.168568586962856"
"No worries","1986","35-65 y.","indirect migration background","","","",""
"No worries","1986","66 and older","no migration background","153","0.14951317278435","0.127221387223793","0.171804958344906"
"No worries","1986","66 and older","direct migration background","","","",""
"No worries","1986","66 and older","indirect migration background","","","",""
"Big worries","1987","16-34 y.","no migration background","1269","0.454416418236674","0.435930660374437","0.47290217609891"
"Big worries","1987","16-34 y.","direct migration background","410","0.415473374701688","0.385876419510174","0.445070329893202"
"Big worries","1987","16-34 y.","indirect migration background","60","0.497998946056856","0.416895708821867","0.579102183291846"
"Big worries","1987","35-65 y.","no migration background","1662","0.458661046876674","0.442433441559292","0.474888652194056"
"Big worries","1987","35-65 y.","direct migration background","681","0.437691138359579","0.414031690404306","0.461350586314852"
"Big worries","1987","35-65 y.","indirect migration background","","","",""
"Big worries","1987","66 and older","no migration background","490","0.502470258346369","0.471527264675062","0.533413252017676"
"Big worries","1987","66 and older","direct migration background","","","",""
"Big worries","1987","66 and older","indirect migration background","","","",""
"Some worries","1987","16-34 y.","no migration background","1216","0.439428812175193","0.421002464672124","0.457855159678263"
"Some worries","1987","16-34 y.","direct migration background","495","0.457196131064656","0.427277203129313","0.487115058999999"
"Some worries","1987","16-34 y.","indirect migration background","66","0.43512808611615","0.354709726105498","0.515546446126802"
"Some worries","1987","35-65 y.","no migration background","1627","0.446675884746363","0.430485397446139","0.462866372046588"
"Some worries","1987","35-65 y.","direct migration background","703","0.408185376246095","0.384745525974364","0.431625226517826"
"Some worries","1987","35-65 y.","indirect migration background","","","",""
"Some worries","1987","66 and older","no migration background","357","0.350090466489558","0.320570611447031","0.379610321532084"
"Some worries","1987","66 and older","direct migration background","","","",""
"Some worries","1987","66 and older","indirect migration background","","","",""
"No worries","1987","16-34 y.","no migration background","302","0.106154769588133","0.0947186015989887","0.117590937577277"
"No worries","1987","16-34 y.","direct migration background","160","0.127330494233656","0.107310479178478","0.147350509288833"
"No worries","1987","16-34 y.","indirect migration background","","","",""
"No worries","1987","35-65 y.","no migration background","333","0.0946630683769625","0.0851291972906116","0.104196939463313"
"No worries","1987","35-65 y.","direct migration background","305","0.154123485394326","0.136903960657087","0.171343010131565"
"No worries","1987","35-65 y.","indirect migration background","","","",""
"No worries","1987","66 and older","no migration background","156","0.147439275164074","0.125497746624205","0.169380803703942"
"No worries","1987","66 and older","direct migration background","","","",""
"No worries","1987","66 and older","indirect migration background","","","",""
"Big worries","1988","16-34 y.","no migration background","1045","0.397970415408824","0.379202644342744","0.416738186474904"
"Big worries","1988","16-34 y.","direct migration background","406","0.402016038962464","0.371777983308622","0.432254094616306"
"Big worries","1988","16-34 y.","indirect migration background","86","0.496131241523264","0.425774741045557","0.56648774200097"
"Big worries","1988","35-65 y.","no migration background","1377","0.398288474003276","0.381957738981083","0.414619209025469"
"Big worries","1988","35-65 y.","direct migration background","641","0.427245343685802","0.402915135481785","0.45157555188982"
"Big worries","1988","35-65 y.","indirect migration background","","","",""
"Big worries","1988","66 and older","no migration background","405","0.43101650994285","0.399995671598322","0.462037348287377"
"Big worries","1988","66 and older","direct migration background","","","",""
"Big worries","1988","66 and older","indirect migration background","","","",""
"Some worries","1988","16-34 y.","no migration background","1255","0.480190107263289","0.461033999976677","0.4993462145499"
"Some worries","1988","16-34 y.","direct migration background","458","0.459022078718533","0.428289856685293","0.489754300751773"
"Some worries","1988","16-34 y.","indirect migration background","76","0.322369273092794","0.25660037110459","0.388138175080999"
"Some worries","1988","35-65 y.","no migration background","1708","0.490890133641039","0.474213414835658","0.507566852446419"
"Some worries","1988","35-65 y.","direct migration background","705","0.447437121450637","0.42298144382681","0.471892799074464"
"Some worries","1988","35-65 y.","indirect migration background","","","",""
"Some worries","1988","66 and older","no migration background","409","0.404365021423151","0.373622914235788","0.435107128610514"
"Some worries","1988","66 and older","direct migration background","","","",""
"Some worries","1988","66 and older","indirect migration background","","","",""
"No worries","1988","16-34 y.","no migration background","313","0.121839477327887","0.109297692237991","0.134381262417784"
"No worries","1988","16-34 y.","direct migration background","146","0.138961882319003","0.117629152295366","0.16029461234264"
"No worries","1988","16-34 y.","indirect migration background","32","0.181499485383942","0.127262642243331","0.235736328524553"
"No worries","1988","35-65 y.","no migration background","367","0.110821392355685","0.100349648719885","0.121293135991485"
"No worries","1988","35-65 y.","direct migration background","242","0.125317534863561","0.10903380182735","0.141601267899772"
"No worries","1988","35-65 y.","indirect migration background","","","",""
"No worries","1988","66 and older","no migration background","165","0.164618468634","0.141389043697859","0.187847893570141"
"No worries","1988","66 and older","direct migration background","","","",""
"No worries","1988","66 and older","indirect migration background","","","",""
"Big worries","1989","16-34 y.","no migration background","812","0.320733027561389","0.302676790502225","0.338789264620553"
"Big worries","1989","16-34 y.","direct migration background","375","0.405797596832597","0.374506235312735","0.43708895835246"
"Big worries","1989","16-34 y.","indirect migration background","85","0.392120733239297","0.32846867668834","0.455772789790253"
"Big worries","1989","35-65 y.","no migration background","1091","0.339259562945392","0.323036870462244","0.35548225542854"
"Big worries","1989","35-65 y.","direct migration background","572","0.371113587838539","0.347055455156619","0.39517172052046"
"Big worries","1989","35-65 y.","indirect migration background","","","",""
"Big worries","1989","66 and older","no migration background","320","0.354661683939858","0.324062055254038","0.385261312625679"
"Big worries","1989","66 and older","direct migration background","","","",""
"Big worries","1989","66 and older","indirect migration background","","","",""
"Some worries","1989","16-34 y.","no migration background","1308","0.500616648830868","0.481274495099681","0.519958802562056"
"Some worries","1989","16-34 y.","direct migration background","389","0.411650096757532","0.380289488541553","0.443010704973511"
"Some worries","1989","16-34 y.","indirect migration background","102","0.427144669384883","0.362652966242306","0.491636372527459"
"Some worries","1989","35-65 y.","no migration background","1622","0.488048293141546","0.470921054843237","0.505175531439855"
"Some worries","1989","35-65 y.","direct migration background","671","0.448952991302697","0.424183496917106","0.473722485688289"
"Some worries","1989","35-65 y.","indirect migration background","","","",""
"Some worries","1989","66 and older","no migration background","410","0.437708822113384","0.405977469899053","0.469440174327716"
"Some worries","1989","66 and older","direct migration background","31","0.42673881325913","0.309181141449063","0.544296485069198"
"Some worries","1989","66 and older","indirect migration background","","","",""
"No worries","1989","16-34 y.","no migration background","447","0.178650323607743","0.163831930713013","0.193468716502472"
"No worries","1989","16-34 y.","direct migration background","182","0.18255230640987","0.157935813957464","0.207168798862277"
"No worries","1989","16-34 y.","indirect migration background","39","0.180734597375821","0.130566592846989","0.230902601904652"
"No worries","1989","35-65 y.","no migration background","559","0.172692143913062","0.159740905197991","0.185643382628132"
"No worries","1989","35-65 y.","direct migration background","306","0.179933420858763","0.160803954408622","0.199062887308904"
"No worries","1989","35-65 y.","indirect migration background","","","",""
"No worries","1989","66 and older","no migration background","209","0.207629493946757","0.181686268573829","0.233572719319685"
"No worries","1989","66 and older","direct migration background","","","",""
"No worries","1989","66 and older","indirect migration background","","","",""
"Big worries","1990","16-34 y.","no migration background","1176","0.255584832489452","0.242293134159857","0.268876530819046"
"Big worries","1990","16-34 y.","direct migration background","316","0.327553592823203","0.297259869615531","0.357847316030874"
"Big worries","1990","16-34 y.","indirect migration background","80","0.318354941236852","0.262162089783464","0.37454779269024"
"Big worries","1990","35-65 y.","no migration background","1746","0.298424825344016","0.286212806617819","0.310636844070212"
"Big worries","1990","35-65 y.","direct migration background","520","0.328483677043146","0.305711358582781","0.351255995503512"
"Big worries","1990","35-65 y.","indirect migration background","","","",""
"Big worries","1990","66 and older","no migration background","437","0.299046157244842","0.27481114814383","0.323281166345854"
"Big worries","1990","66 and older","direct migration background","36","0.361542200679373","0.269204933224851","0.453879468133896"
"Big worries","1990","66 and older","indirect migration background","","","",""
"Some worries","1990","16-34 y.","no migration background","1998","0.491771796624378","0.476537706498549","0.507005886750207"
"Some worries","1990","16-34 y.","direct migration background","411","0.455528828542314","0.423382749456642","0.487674907627985"
"Some worries","1990","16-34 y.","indirect migration background","116","0.413540327300511","0.354135171670419","0.472945482930604"
"Some worries","1990","35-65 y.","no migration background","2430","0.464422884960662","0.451112191172898","0.477733578748427"
"Some worries","1990","35-65 y.","direct migration background","757","0.474972170302056","0.450759242385831","0.499185098218281"
"Some worries","1990","35-65 y.","indirect migration background","","","",""
"Some worries","1990","66 and older","no migration background","557","0.419580186838799","0.393458094268072","0.445702279409526"
"Some worries","1990","66 and older","direct migration background","34","0.272986832151882","0.187367189820057","0.358606474483707"
"Some worries","1990","66 and older","indirect migration background","","","",""
"No worries","1990","16-34 y.","no migration background","963","0.252643370886171","0.239402296366156","0.265884445406186"
"No worries","1990","16-34 y.","direct migration background","195","0.216917578634484","0.190314387055051","0.243520770213917"
"No worries","1990","16-34 y.","indirect migration background","68","0.268104731462637","0.214670097765077","0.321539365160197"
"No worries","1990","35-65 y.","no migration background","1217","0.237152289695322","0.22580047049715","0.248504108893494"
"No worries","1990","35-65 y.","direct migration background","357","0.196544152654797","0.177276307978408","0.215811997331187"
"No worries","1990","35-65 y.","indirect migration background","","","",""
"No worries","1990","66 and older","no migration background","377","0.281373655916359","0.257571151888607","0.305176159944112"
"No worries","1990","66 and older","direct migration background","34","0.365470967168745","0.272919435246608","0.458022499090882"
"No worries","1990","66 and older","indirect migration background","","","",""
"Big worries","1991","16-34 y.","no migration background","1586","0.405729107949017","0.390410304630753","0.421047911267281"
"Big worries","1991","16-34 y.","direct migration background","385","0.418124453469772","0.385572156767613","0.450676750171931"
"Big worries","1991","16-34 y.","indirect migration background","144","0.497833769507193","0.442879623987437","0.552787915026949"
"Big worries","1991","35-65 y.","no migration background","2345","0.439893999399293","0.426540602256083","0.453247396542502"
"Big worries","1991","35-65 y.","direct migration background","727","0.468060697981431","0.443717453916741","0.492403942046121"
"Big worries","1991","35-65 y.","indirect migration background","","","",""
"Big worries","1991","66 and older","no migration background","612","0.461283327047591","0.434602592051984","0.487964062043197"
"Big worries","1991","66 and older","direct migration background","54","0.467368882559823","0.37919525677641","0.555542508343236"
"Big worries","1991","66 and older","indirect migration background","","","",""
"Some worries","1991","16-34 y.","no migration background","1926","0.4790595505802","0.463474675722127","0.494644425438272"
"Some worries","1991","16-34 y.","direct migration background","380","0.452469586500385","0.419621307656405","0.485317865344365"
"Some worries","1991","16-34 y.","indirect migration background","126","0.359932865815908","0.307178543662136","0.41268718796968"
"Some worries","1991","35-65 y.","no migration background","2437","0.454813691114022","0.441417791966833","0.468209590261211"
"Some worries","1991","35-65 y.","direct migration background","659","0.427638022915346","0.403501768782155","0.451774277048537"
"Some worries","1991","35-65 y.","indirect migration background","","","",""
"Some worries","1991","66 and older","no migration background","576","0.428693141281263","0.402205597432186","0.455180685130339"
"Some worries","1991","66 and older","direct migration background","47","0.365111501691968","0.28002571431443","0.450197289069507"
"Some worries","1991","66 and older","indirect migration background","","","",""
"No worries","1991","16-34 y.","no migration background","435","0.115211341470783","0.105250823621618","0.125171859319949"
"No worries","1991","16-34 y.","direct migration background","117","0.129405960029843","0.107254682271733","0.151557237787953"
"No worries","1991","16-34 y.","indirect migration background","48","0.142233364676898","0.103843211261413","0.180623518092384"
"No worries","1991","35-65 y.","no migration background","526","0.105292309486685","0.0970353235497331","0.113549295423638"
"No worries","1991","35-65 y.","direct migration background","228","0.104301279103223","0.0893897520744049","0.119212806132041"
"No worries","1991","35-65 y.","indirect migration background","","","",""
"No worries","1991","66 and older","no migration background","153","0.110023531671147","0.0932754235995036","0.12677163974279"
"No worries","1991","66 and older","direct migration background","","","",""
"No worries","1991","66 and older","indirect migration background","","","",""
"Big worries","1992","16-34 y.","no migration background","1437","0.367061205943589","0.351642388799465","0.382480023087713"
"Big worries","1992","16-34 y.","direct migration background","428","0.516014639362294","0.482179092052947","0.549850186671641"
"Big worries","1992","16-34 y.","indirect migration background","193","0.556376373823468","0.506159942943736","0.6065928047032"
"Big worries","1992","35-65 y.","no migration background","2265","0.41278080875243","0.399483384265907","0.426078233238953"
"Big worries","1992","35-65 y.","direct migration background","793","0.504852653623011","0.480129176613556","0.529576130632467"
"Big worries","1992","35-65 y.","indirect migration background","","","",""
"Big worries","1992","66 and older","no migration background","609","0.44048563403904","0.413754853073279","0.467216415004801"
"Big worries","1992","66 and older","direct migration background","69","0.581637044669487","0.499035066485501","0.664239022853472"
"Big worries","1992","66 and older","indirect migration background","","","",""
"Some worries","1992","16-34 y.","no migration background","1843","0.497749889841144","0.481755541013251","0.513744238669037"
"Some worries","1992","16-34 y.","direct migration background","312","0.406616884986823","0.373359631682574","0.439874138291072"
"Some worries","1992","16-34 y.","indirect migration background","138","0.357136663174961","0.308704851381648","0.405568474968274"
"Some worries","1992","35-65 y.","no migration background","2457","0.473332651612128","0.45984739879387","0.486817904430386"
"Some worries","1992","35-65 y.","direct migration background","585","0.393064321048754","0.368911762432594","0.417216879664915"
"Some worries","1992","35-65 y.","indirect migration background","","","",""
"Some worries","1992","66 and older","no migration background","530","0.417241896205088","0.390691056066654","0.443792736343522"
"Some worries","1992","66 and older","direct migration background","49","0.322198791324463","0.243945803180476","0.400451779468451"
"Some worries","1992","66 and older","indirect migration background","","","",""
"No worries","1992","16-34 y.","no migration background","474","0.135188904215267","0.124251050585425","0.14612675784511"
"No worries","1992","16-34 y.","direct migration background","98","0.0773684756508831","0.0592791554399468","0.0954577958618194"
"No worries","1992","16-34 y.","indirect migration background","45","0.0864869630015715","0.0580759403142519","0.114897985688891"
"No worries","1992","35-65 y.","no migration background","544","0.113886539635442","0.105306515111353","0.12246656415953"
"No worries","1992","35-65 y.","direct migration background","193","0.102083025328234","0.0871118858825548","0.117054164773914"
"No worries","1992","35-65 y.","indirect migration background","","","",""
"No worries","1992","66 and older","no migration background","186","0.142272469755872","0.123463055903779","0.161081883607965"
"No worries","1992","66 and older","direct migration background","","","",""
"No worries","1992","66 and older","indirect migration background","","","",""
"Big worries","1993","16-34 y.","no migration background","1438","0.383646087030639","0.367855474730107","0.39943669933117"
"Big worries","1993","16-34 y.","direct migration background","465","0.557462513561469","0.523215297210586","0.591709729912352"
"Big worries","1993","16-34 y.","indirect migration background","233","0.566527518489946","0.5201713959781","0.612883641001791"
"Big worries","1993","35-65 y.","no migration background","2524","0.470550933867633","0.456958456320308","0.484143411414957"
"Big worries","1993","35-65 y.","direct migration background","901","0.59560388181032","0.570833672917372","0.620374090703268"
"Big worries","1993","35-65 y.","indirect migration background","","","",""
"Big worries","1993","66 and older","no migration background","693","0.511037759241364","0.484152563051889","0.53792295543084"
"Big worries","1993","66 and older","direct migration background","86","0.589797748947691","0.512363548758937","0.667231949136445"
"Big worries","1993","66 and older","indirect migration background","","","",""
"Some worries","1993","16-34 y.","no migration background","1836","0.508284242046465","0.492050116829207","0.524518367263723"
"Some worries","1993","16-34 y.","direct migration background","286","0.387229047264445","0.353641718945872","0.420816375583018"
"Some worries","1993","16-34 y.","indirect migration background","177","0.384004796860846","0.338508838186665","0.429500755535027"
"Some worries","1993","35-65 y.","no migration background","2224","0.436376779176297","0.422871347626618","0.449882210725976"
"Some worries","1993","35-65 y.","direct migration background","490","0.328939206867545","0.305226224759273","0.352652188975818"
"Some worries","1993","35-65 y.","indirect migration background","","","",""
"Some worries","1993","66 and older","no migration background","520","0.404342645254736","0.377947620007823","0.430737670501649"
"Some worries","1993","66 and older","direct migration background","52","0.29591621778647","0.224057610436637","0.367774825136302"
"Some worries","1993","66 and older","indirect migration background","","","",""
"No worries","1993","16-34 y.","no migration background","369","0.108069670922896","0.0979879218066342","0.118151420039158"
"No worries","1993","16-34 y.","direct migration background","57","0.0553084391740856","0.0395474623716","0.0710694159765711"
"No worries","1993","16-34 y.","indirect migration background","","","",""
"No worries","1993","35-65 y.","no migration background","432","0.0930722869560705","0.0851604060699815","0.100984167842159"
"No worries","1993","35-65 y.","direct migration background","117","0.0754569113221347","0.0621259793999913","0.088787843244278"
"No worries","1993","35-65 y.","indirect migration background","","","",""
"No worries","1993","66 and older","no migration background","115","0.0846195955038998","0.0696508525163902","0.0995883384914094"
"No worries","1993","66 and older","direct migration background","","","",""
"No worries","1993","66 and older","indirect migration background","","","",""
"Big worries","1994","16-34 y.","no migration background","1437","0.393428207913568","0.37743044881786","0.409425967009277"
"Big worries","1994","16-34 y.","direct migration background","401","0.517710079709447","0.481924786069475","0.55349537334942"
"Big worries","1994","16-34 y.","indirect migration background","240","0.544586373461621","0.499026957935451","0.590145788987791"
"Big worries","1994","35-65 y.","no migration background","2400","0.456126240635038","0.442486067414661","0.469766413855414"
"Big worries","1994","35-65 y.","direct migration background","762","0.538614798123444","0.512786294540202","0.564443301706685"
"Big worries","1994","35-65 y.","indirect migration background","","","",""
"Big worries","1994","66 and older","no migration background","671","0.486420675531951","0.459508430333532","0.51333292073037"
"Big worries","1994","66 and older","direct migration background","91","0.582707072701201","0.509226810703992","0.656187334698409"
"Big worries","1994","66 and older","indirect migration background","","","",""
"Some worries","1994","16-34 y.","no migration background","1775","0.501195291797557","0.484821319034973","0.517569264560142"
"Some worries","1994","16-34 y.","direct migration background","278","0.399069211832698","0.363998585551824","0.434139838113572"
"Some worries","1994","16-34 y.","indirect migration background","179","0.39125224309792","0.346605595392357","0.435898890803483"
"Some worries","1994","35-65 y.","no migration background","2276","0.450179514304678","0.436554667537253","0.463804361072103"
"Some worries","1994","35-65 y.","direct migration background","562","0.397144005632754","0.37179218976689","0.422495821498619"
"Some worries","1994","35-65 y.","indirect migration background","","","",""
"Some worries","1994","66 and older","no migration background","537","0.410294877855371","0.383809531936234","0.436780223774509"
"Some worries","1994","66 and older","direct migration background","67","0.364622270833831","0.292898580094755","0.436345961572907"
"Some worries","1994","66 and older","indirect migration background","","","",""
"No worries","1994","16-34 y.","no migration background","370","0.105376500288874","0.0953216099908409","0.115431390586908"
"No worries","1994","16-34 y.","direct migration background","70","0.0832207084578545","0.0634393877594589","0.10300202915625"
"No worries","1994","16-34 y.","indirect migration background","40","0.0641613834404586","0.0417443009959932","0.086578465884924"
"No worries","1994","35-65 y.","no migration background","446","0.0936942450602846","0.0857138915323038","0.101674598588265"
"No worries","1994","35-65 y.","direct migration background","107","0.0642411962438019","0.0515378819044423","0.0769445105831615"
"No worries","1994","35-65 y.","indirect migration background","","","",""
"No worries","1994","66 and older","no migration background","117","0.103284446612678","0.0868979932358148","0.11967089998954"
"No worries","1994","66 and older","direct migration background","","","",""
"No worries","1994","66 and older","indirect migration background","","","",""
"Big worries","1995","16-34 y.","no migration background","1377","0.381552886590011","0.365473451372535","0.397632321807487"
"Big worries","1995","16-34 y.","direct migration background","523","0.565820606740701","0.534033672999541","0.597607540481861"
"Big worries","1995","16-34 y.","indirect migration background","261","0.551923935321341","0.507249394063363","0.596598476579319"
"Big worries","1995","35-65 y.","no migration background","2349","0.452004228920296","0.438375800872686","0.465632656967905"
"Big worries","1995","35-65 y.","direct migration background","967","0.585107079946762","0.561224848598099","0.608989311295425"
"Big worries","1995","35-65 y.","indirect migration background","","","",""
"Big worries","1995","66 and older","no migration background","698","0.493467296877089","0.466537254826317","0.520397338927862"
"Big worries","1995","66 and older","direct migration background","113","0.567330364977639","0.500637959251608","0.63402277070367"
"Big worries","1995","66 and older","indirect migration background","","","",""
"Some worries","1995","16-34 y.","no migration background","1713","0.495414962532027","0.478865119511468","0.511964805552586"
"Some worries","1995","16-34 y.","direct migration background","347","0.377016842464422","0.345935971406609","0.408097713522236"
"Some worries","1995","16-34 y.","indirect migration background","175","0.377737155887763","0.334183320787786","0.421290990987739"
"Some worries","1995","35-65 y.","no migration background","2288","0.447016986656883","0.433402420024851","0.460631553288915"
"Some worries","1995","35-65 y.","direct migration background","563","0.347216537951448","0.324139823011106","0.370293252891789"
"Some worries","1995","35-65 y.","indirect migration background","","","",""
"Some worries","1995","66 and older","no migration background","514","0.41524436020296","0.38870177749244","0.44178694291348"
"Some worries","1995","66 and older","direct migration background","73","0.294719070914328","0.233347766995312","0.356090374833345"
"Some worries","1995","66 and older","indirect migration background","","","",""
"No worries","1995","16-34 y.","no migration background","416","0.123032150877962","0.11215930381505","0.133904997940873"
"No worries","1995","16-34 y.","direct migration background","64","0.0571625507948767","0.0422741221044356","0.0720509794853178"
"No worries","1995","16-34 y.","indirect migration background","40","0.0703389087908962","0.0473665941792409","0.0933112234025516"
"No worries","1995","35-65 y.","no migration background","486","0.100978784422821","0.0927281764419132","0.109229392403729"
"No worries","1995","35-65 y.","direct migration background","105","0.0676763821017899","0.0555007610619961","0.0798520031415837"
"No worries","1995","35-65 y.","indirect migration background","","","",""
"No worries","1995","66 and older","no migration background","112","0.091288342919951","0.0757743063801356","0.106802379459766"
"No worries","1995","66 and older","direct migration background","","","",""
"No worries","1995","66 and older","indirect migration background","","","",""
"Big worries","1996","16-34 y.","no migration background","1140","0.314005843648617","0.298432830400877","0.329578856896358"
"Big worries","1996","16-34 y.","direct migration background","401","0.4958165339824","0.461964802759066","0.529668265205735"
"Big worries","1996","16-34 y.","indirect migration background","221","0.434907413339487","0.391924499701771","0.477890326977202"
"Big worries","1996","35-65 y.","no migration background","2019","0.372906588718714","0.359728786074732","0.386084391362696"
"Big worries","1996","35-65 y.","direct migration background","717","0.463352588109369","0.438406972996795","0.488298203221943"
"Big worries","1996","35-65 y.","indirect migration background","","","",""
"Big worries","1996","66 and older","no migration background","630","0.451304220156128","0.424610569932202","0.477997870380055"
"Big worries","1996","66 and older","direct migration background","117","0.557036717543127","0.49270041090032","0.621373024185933"
"Big worries","1996","66 and older","indirect migration background","","","",""
"Some worries","1996","16-34 y.","no migration background","1775","0.530247955853457","0.513501711630323","0.546994200076591"
