"plh0038","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","college entrance qualification","(Married) couple without C. ","192","0.584250633982457","0.530251288500206","0.638249979464708"
"Big worries","1984","college entrance qualification","1-pers.-HH","125","0.577767596375167","0.511123875965366","0.644411316784968"
"Big worries","1984","college entrance qualification","Couple + C. GT 16 ","121","0.568409811608827","0.501579508966758","0.635240114250897"
"Big worries","1984","college entrance qualification","Couple + C. LE 16 ","184","0.624349069324758","0.568896681781676","0.679801456867839"
"Big worries","1984","college entrance qualification","Couple + C. LE and GT 16","60","0.597546225619746","0.503747443915962","0.691345007323529"
"Big worries","1984","college entrance qualification","Single parent ","30","0.609047349106634","0.471004128793642","0.747090569419626"
"Big worries","1984","lower secondary degree","(Married) couple without C. ","878","0.553112322539342","0.528697922302005","0.577526722776679"
"Big worries","1984","lower secondary degree","1-pers.-HH","337","0.503502037742937","0.465866979233035","0.54113709625284"
"Big worries","1984","lower secondary degree","Couple + C. GT 16 ","514","0.531632514212133","0.500310843493593","0.562954184930672"
"Big worries","1984","lower secondary degree","Couple + C. LE 16 ","633","0.498349902940649","0.471065096628679","0.52563470925262"
"Big worries","1984","lower secondary degree","Couple + C. LE and GT 16","400","0.518237965508603","0.483394973257217","0.55308095775999"
"Big worries","1984","lower secondary degree","Single parent ","169","0.52436408998398","0.469646508797076","0.579081671170884"
"Big worries","1984","no degree/no degree yet","(Married) couple without C. ","58","0.394234013266551","0.314692549718383","0.473775476814719"
"Big worries","1984","no degree/no degree yet","1-pers.-HH","31","0.492838224371852","0.383284146812334","0.60239230193137"
"Big worries","1984","no degree/no degree yet","Couple + C. GT 16 ","120","0.555753650638779","0.492089747914335","0.619417553363222"
"Big worries","1984","no degree/no degree yet","Couple + C. LE 16 ","139","0.402647120843149","0.351193829925275","0.454100411761023"
"Big worries","1984","no degree/no degree yet","Couple + C. LE and GT 16","142","0.512129765691469","0.456215699859398","0.56804383152354"
"Big worries","1984","no degree/no degree yet","Single parent ","23","","",""
"Big worries","1984","Other degree","(Married) couple without C. ","103","0.485334988958676","0.414824689440988","0.555845288476363"
"Big worries","1984","Other degree","1-pers.-HH","39","0.398580898999708","0.307498711717974","0.489663086281443"
"Big worries","1984","Other degree","Couple + C. GT 16 ","75","0.51251456780178","0.436477042293611","0.588552093309948"
"Big worries","1984","Other degree","Couple + C. LE 16 ","318","0.502862183333237","0.463119316636645","0.542605050029829"
"Big worries","1984","Other degree","Couple + C. LE and GT 16","111","0.453492794056114","0.388731084578785","0.518254503533444"
"Big worries","1984","Other degree","Single parent ","17","","",""
"Big worries","1984","secondary school degree","(Married) couple without C. ","229","0.532572407806696","0.485081369319893","0.580063446293499"
"Big worries","1984","secondary school degree","1-pers.-HH","147","0.60835125954298","0.54659684012899","0.670105678956969"
"Big worries","1984","secondary school degree","Couple + C. GT 16 ","204","0.562950365168108","0.51234048122683","0.613560249109386"
"Big worries","1984","secondary school degree","Couple + C. LE 16 ","244","0.524165739115798","0.478576767232971","0.569754710998625"
"Big worries","1984","secondary school degree","Couple + C. LE and GT 16","137","0.527226141210474","0.466187237535753","0.588265044885195"
"Big worries","1984","secondary school degree","Single parent ","59","0.615295476654912","0.517971917672774","0.71261903563705"
"No worries","1984","college entrance qualification","(Married) couple without C. ","30","0.105801024546105","0.0721006193622305","0.13950142972998"
"No worries","1984","college entrance qualification","1-pers.-HH","13","","",""
"No worries","1984","college entrance qualification","Couple + C. GT 16 ","13","","",""
"No worries","1984","college entrance qualification","Couple + C. LE 16 ","26","","",""
"No worries","1984","college entrance qualification","Couple + C. LE and GT 16","7","","",""
"No worries","1984","college entrance qualification","Single parent ","4","","",""
"No worries","1984","lower secondary degree","(Married) couple without C. ","141","0.0886697036588832","0.0747103363218176","0.102629070995949"
"No worries","1984","lower secondary degree","1-pers.-HH","81","0.11443566795272","0.0904736159362602","0.138397719969179"
"No worries","1984","lower secondary degree","Couple + C. GT 16 ","88","0.0840759679624043","0.0666574400709153","0.101494495853893"
"No worries","1984","lower secondary degree","Couple + C. LE 16 ","129","0.0933844635363785","0.0775062320711904","0.109262695001567"
"No worries","1984","lower secondary degree","Couple + C. LE and GT 16","84","0.0861910326212927","0.0666209213448958","0.10576114389769"
"No worries","1984","lower secondary degree","Single parent ","28","","",""
"No worries","1984","no degree/no degree yet","(Married) couple without C. ","35","0.220924815440281","0.153398037776718","0.288451593103843"
"No worries","1984","no degree/no degree yet","1-pers.-HH","29","","",""
"No worries","1984","no degree/no degree yet","Couple + C. GT 16 ","36","0.166841280491896","0.11907121998095","0.214611341002842"
