"ple0180","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Two to three days a week","2018","(Married) couple without C. ","1981","0.255036275259473","0.245428767077606","0.264643783441341"
"Two to three days a week","2018","Single parent ","369","0.158982282513217","0.143709563202316","0.174255001824118"
"Two to three days a week","2018","Couple + C. LE 16 ","1010","0.175507388771707","0.165386718716368","0.185628058827047"
"Two to three days a week","2018","Couple + C. GT 16 ","551","0.190995706506466","0.17687059706124","0.205120815951692"
"Two to three days a week","2018","Couple + C. LE and GT 16","380","0.169659577828","0.153903898777516","0.185415256878485"
"Two to four days a month","2018","1-pers.-HH","1786","0.449821653082555","0.434551279536325","0.465092026628785"
"Two to four days a month","2018","(Married) couple without C. ","3842","0.470133501126262","0.459132402648652","0.481134599603871"
"Two to four days a month","2018","Single parent ","964","0.458740178719856","0.437927608394583","0.479552749045129"
"Two to four days a month","2018","Couple + C. LE 16 ","2689","0.491019383901243","0.47771887922255","0.504319888579936"
"Two to four days a month","2018","Couple + C. GT 16 ","1435","0.48550592033775","0.467546510474327","0.503465330201172"
"Two to four days a month","2018","Couple + C. LE and GT 16","956","0.4196985807867","0.398982127220879","0.44041503435252"
"Once a month or less","2018","1-pers.-HH","777","0.189010879413338","0.176992977619922","0.201028781206754"
"Once a month or less","2018","(Married) couple without C. ","1314","0.172305302740521","0.163981407043395","0.180629198437648"
"Once a month or less","2018","Single parent ","564","0.244187919450072","0.226244366706858","0.262131472193286"
"Once a month or less","2018","Couple + C. LE 16 ","1188","0.23495082130283","0.223671022827786","0.246230619777875"
"Once a month or less","2018","Couple + C. GT 16 ","650","0.204560692286915","0.190065658813912","0.219055725759919"
"Once a month or less","2018","Couple + C. LE and GT 16","568","0.302886563082407","0.283597480396892","0.322175645767921"
"Never","2018","1-pers.-HH","344","0.0800409098713981","0.0717114277328016","0.0883703920099946"
"Never","2018","(Married) couple without C. ","407","0.053444412128274","0.0484868697470906","0.0584019545094574"
"Never","2018","Single parent ","241","0.10115143082318","0.0885572850846485","0.113745576561712"
"Never","2018","Couple + C. LE 16 ","348","0.0571379984745779","0.0509627454289831","0.0633132515201727"
"Never","2018","Couple + C. GT 16 ","233","0.0741357377125459","0.0647213501443362","0.0835501252807555"
"Never","2018","Couple + C. LE and GT 16","195","0.0789936092065637","0.0676709836660805","0.0903162347470468"
