"ple0180","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Daily","2016","1-pers.-HH","no migration background","26","","",""
"Daily","2016","1-pers.-HH","direct migration background","12","","",""
"Daily","2016","1-pers.-HH","indirect migration background","1","","",""
"Daily","2016","(Married) couple without C. ","no migration background","50","0.00956371659097143","0.00711249949127014","0.0120149336906727"
"Daily","2016","(Married) couple without C. ","direct migration background","12","","",""
"Daily","2016","(Married) couple without C. ","indirect migration background","","","",""
"Daily","2016","Single parent ","no migration background","11","","",""
"Daily","2016","Single parent ","direct migration background","6","","",""
"Daily","2016","Single parent ","indirect migration background","1","","",""
"Daily","2016","Couple + C. LE 16 ","no migration background","23","","",""
"Daily","2016","Couple + C. LE 16 ","direct migration background","23","","",""
"Daily","2016","Couple + C. LE 16 ","indirect migration background","7","","",""
"Daily","2016","Couple + C. GT 16 ","no migration background","6","","",""
"Daily","2016","Couple + C. GT 16 ","direct migration background","11","","",""
"Daily","2016","Couple + C. GT 16 ","indirect migration background","1","","",""
"Daily","2016","Couple + C. LE and GT 16","no migration background","3","","",""
"Daily","2016","Couple + C. LE and GT 16","direct migration background","9","","",""
"Daily","2016","Couple + C. LE and GT 16","indirect migration background","5","","",""
"Four to six days a week","2016","1-pers.-HH","no migration background","100","0.0362948591148559","0.0293601294540561","0.0432295887756557"
"Four to six days a week","2016","1-pers.-HH","direct migration background","19","","",""
"Four to six days a week","2016","1-pers.-HH","indirect migration background","4","","",""
"Four to six days a week","2016","(Married) couple without C. ","no migration background","183","0.0352366784027307","0.030592990418593","0.0398803663868684"
"Four to six days a week","2016","(Married) couple without C. ","direct migration background","46","0.0453547761856751","0.0325410368684773","0.0581685155028728"
"Four to six days a week","2016","(Married) couple without C. ","indirect migration background","8","","",""
"Four to six days a week","2016","Single parent ","no migration background","32","0.0291011824301516","0.0209083252370874","0.0372940396232157"
"Four to six days a week","2016","Single parent ","direct migration background","12","","",""
"Four to six days a week","2016","Single parent ","indirect migration background","9","","",""
"Four to six days a week","2016","Couple + C. LE 16 ","no migration background","98","0.0265090338037846","0.0212614455295528","0.0317566220780164"
"Four to six days a week","2016","Couple + C. LE 16 ","direct migration background","75","0.0521330435055307","0.0415472938359543","0.062718793175107"
"Four to six days a week","2016","Couple + C. LE 16 ","indirect migration background","21","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","no migration background","49","0.0285693269611758","0.0212936355841967","0.0358450183381548"
"Four to six days a week","2016","Couple + C. GT 16 ","direct migration background","25","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","indirect migration background","6","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","no migration background","19","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","direct migration background","12","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","indirect migration background","10","","",""
"Two to three days a week","2016","1-pers.-HH","no migration background","734","0.260223544693889","0.243954635435304","0.276492453952474"
"Two to three days a week","2016","1-pers.-HH","direct migration background","125","0.291831938689655","0.250467829215448","0.333196048163861"
"Two to three days a week","2016","1-pers.-HH","indirect migration background","21","","",""
"Two to three days a week","2016","(Married) couple without C. ","no migration background","1642","0.262856229730203","0.251769833540457","0.273942625919949"
"Two to three days a week","2016","(Married) couple without C. ","direct migration background","302","0.304817501258738","0.276470133841033","0.333164868676443"
"Two to three days a week","2016","(Married) couple without C. ","indirect migration background","45","0.246635243910713","0.183488379026427","0.309782108794999"
"Two to three days a week","2016","Single parent ","no migration background","288","0.195600420161034","0.176266768467188","0.21493407185488"
"Two to three days a week","2016","Single parent ","direct migration background","71","0.252241310979945","0.203096654324819","0.301385967635071"
"Two to three days a week","2016","Single parent ","indirect migration background","53","0.295185080113914","0.234215443466518","0.356154716761311"
"Two to three days a week","2016","Couple + C. LE 16 ","no migration background","661","0.187707933749557","0.17495252850414","0.200463338994974"
"Two to three days a week","2016","Couple + C. LE 16 ","direct migration background","461","0.274761003525116","0.25350363463607","0.296018372414162"
"Two to three days a week","2016","Couple + C. LE 16 ","indirect migration background","70","0.123787486113373","0.0938534890346528","0.153721483192094"
"Two to three days a week","2016","Couple + C. GT 16 ","no migration background","397","0.203123487105565","0.185552589696293","0.220694384514836"
"Two to three days a week","2016","Couple + C. GT 16 ","direct migration background","121","0.280871631589286","0.240997124347537","0.320746138831035"
"Two to three days a week","2016","Couple + C. GT 16 ","indirect migration background","39","0.225865969714148","0.16776879224341","0.283963147184886"
"Two to three days a week","2016","Couple + C. LE and GT 16","no migration background","211","0.150370098967273","0.130984816240763","0.169755381693783"
"Two to three days a week","2016","Couple + C. LE and GT 16","direct migration background","164","0.313288538260588","0.274021775598259","0.352555300922916"
"Two to three days a week","2016","Couple + C. LE and GT 16","indirect migration background","51","0.211989934489516","0.159733754050643","0.264246114928389"
"Two to four days a month","2016","1-pers.-HH","no migration background","1201","0.423891523788262","0.405567772480724","0.4422152750958"
"Two to four days a month","2016","1-pers.-HH","direct migration background","180","0.375155555085354","0.33110202163083","0.419209088539879"
"Two to four days a month","2016","1-pers.-HH","indirect migration background","73","0.431865117109519","0.355588684261619","0.508141549957419"
"Two to four days a month","2016","(Married) couple without C. ","no migration background","2960","0.477108725472762","0.464529047181439","0.489688403764085"
"Two to four days a month","2016","(Married) couple without C. ","direct migration background","446","0.424666466823521","0.394227689990089","0.455105243656953"
"Two to four days a month","2016","(Married) couple without C. ","indirect migration background","79","0.415836140311607","0.343634006324111","0.488038274299102"
"Two to four days a month","2016","Single parent ","no migration background","690","0.433995330649352","0.409838185068761","0.458152476229943"
"Two to four days a month","2016","Single parent ","direct migration background","131","0.397079531812167","0.341711864321963","0.452447199302371"
"Two to four days a month","2016","Single parent ","indirect migration background","83","0.390956836600061","0.325731353668154","0.456182319531968"
"Two to four days a month","2016","Couple + C. LE 16 ","no migration background","1864","0.520564079934407","0.50424486644784","0.536883293420974"
"Two to four days a month","2016","Couple + C. LE 16 ","direct migration background","752","0.410360525457476","0.386936180669645","0.433784870245307"
"Two to four days a month","2016","Couple + C. LE 16 ","indirect migration background","218","0.475810441498662","0.430418079530127","0.521202803467197"
"Two to four days a month","2016","Couple + C. GT 16 ","no migration background","953","0.465063111077715","0.443279715509014","0.486846506646416"
"Two to four days a month","2016","Couple + C. GT 16 ","direct migration background","223","0.437091512898336","0.393082334054941","0.481100691741731"
"Two to four days a month","2016","Couple + C. GT 16 ","indirect migration background","86","0.504128796858229","0.434662083815716","0.573595509900742"
"Two to four days a month","2016","Couple + C. LE and GT 16","no migration background","664","0.522242939599663","0.4951524815547","0.549333397644625"
"Two to four days a month","2016","Couple + C. LE and GT 16","direct migration background","233","0.449823364621075","0.40770827079682","0.491938458445329"
"Two to four days a month","2016","Couple + C. LE and GT 16","indirect migration background","75","0.304442094825651","0.245607447281826","0.363276742369475"
"Once a month or less","2016","1-pers.-HH","no migration background","528","0.188052511486019","0.173563510883422","0.202541512088616"
"Once a month or less","2016","1-pers.-HH","direct migration background","96","0.211061121409757","0.173931980505544","0.248190262313969"
"Once a month or less","2016","1-pers.-HH","indirect migration background","42","0.218538238239349","0.154901462303592","0.282175014175106"
"Once a month or less","2016","(Married) couple without C. ","no migration background","951","0.172731752097341","0.163211149780076","0.182252354414606"
"Once a month or less","2016","(Married) couple without C. ","direct migration background","175","0.182327326161804","0.158550220269613","0.206104432053994"
"Once a month or less","2016","(Married) couple without C. ","indirect migration background","31","0.203075119876593","0.144142109288932","0.262008130464253"
"Once a month or less","2016","Single parent ","no migration background","439","0.252514139758448","0.23133845695706","0.273689822559836"
"Once a month or less","2016","Single parent ","direct migration background","58","0.201193722105065","0.155829297059147","0.246558147150982"
"Once a month or less","2016","Single parent ","indirect migration background","51","0.215128100616532","0.160202246045632","0.270053955187432"
"Once a month or less","2016","Couple + C. LE 16 ","no migration background","720","0.188104882610407","0.175339117776449","0.200870647444364"
"Once a month or less","2016","Couple + C. LE 16 ","direct migration background","302","0.181600505654743","0.163242200227794","0.199958811081692"
"Once a month or less","2016","Couple + C. LE 16 ","indirect migration background","109","0.196903941491739","0.160760245006938","0.233047637976541"
"Once a month or less","2016","Couple + C. GT 16 ","no migration background","454","0.22589273046566","0.207629817125837","0.244155643805484"
"Once a month or less","2016","Couple + C. GT 16 ","direct migration background","86","0.20044779874497","0.16492867548217","0.235966922007771"
"Once a month or less","2016","Couple + C. GT 16 ","indirect migration background","48","0.206204817632319","0.149993316148412","0.262416319116226"
"Once a month or less","2016","Couple + C. LE and GT 16","no migration background","305","0.238294038732823","0.215187932337331","0.261400145128315"
"Once a month or less","2016","Couple + C. LE and GT 16","direct migration background","96","0.179265374306146","0.146792907587467","0.211737841024825"
"Once a month or less","2016","Couple + C. LE and GT 16","indirect migration background","62","0.328699111854044","0.268640949990383","0.388757273717704"
"Never","2016","1-pers.-HH","no migration background","205","0.081055110185338","0.0709353592500217","0.0911748611206542"
"Never","2016","1-pers.-HH","direct migration background","32","0.0595436840508243","0.0380120859318899","0.0810752821697586"
"Never","2016","1-pers.-HH","indirect migration background","21","","",""
"Never","2016","(Married) couple without C. ","no migration background","270","0.0425028977059913","0.037422085280381","0.0475837101316017"
"Never","2016","(Married) couple without C. ","direct migration background","32","0.0249359842139602","0.0153337302056623","0.0345382382222581"
"Never","2016","(Married) couple without C. ","indirect migration background","16","","",""
"Never","2016","Single parent ","no migration background","157","0.0823335411215387","0.0689360367467818","0.0957310454962957"
"Never","2016","Single parent ","direct migration background","22","","",""
"Never","2016","Single parent ","indirect migration background","18","","",""
"Never","2016","Couple + C. LE 16 ","no migration background","234","0.0702871897087074","0.0619367501329561","0.0786376292844587"
"Never","2016","Couple + C. LE 16 ","direct migration background","81","0.0482755309215636","0.0380682390104686","0.0584828228326586"
"Never","2016","Couple + C. LE 16 ","indirect migration background","40","0.110328818828158","0.0818526958170461","0.138804941839269"
"Never","2016","Couple + C. GT 16 ","no migration background","155","0.07464114163511","0.063163237637079","0.0861190456331411"
